" Daily soil water balance output for Alfalfa in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for  Alfalfa at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","532.86","0.54","0.9","0.0","2.23","0.9","2.01","0.0","0.0","0.0","0.0","26.25","107.25","498.58","249.29","472.33","391.33","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","532.86","0.51","0.9","0.0","2.77","0.9","2.49","0.0","0.0","0.0","0.0","28.74","107.25","498.58","249.29","469.84","391.33","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","532.86","0.49","0.9","0.0","2.41","0.9","2.17","0.0","0.0","0.0","0.0","30.91","107.25","498.58","249.29","467.67","391.33","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","532.86","0.47","0.9","0.0","2.19","0.9","1.97","0.0","0.0","0.0","0.0","32.88","107.25","498.58","249.29","465.7","391.33","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","532.86","0.46","0.9","0.0","2.81","0.9","2.53","0.0","0.0","0.0","0.0","35.41","107.25","498.58","249.29","463.17","391.33","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","532.86","1.14","0.9","0.0","1.99","1.14","2.27","11.41","11.41","0.0","0.0","26.27","107.25","498.58","249.29","472.31","391.33","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","532.86","1.14","0.9","0.0","1.8","1.14","2.06","0.6","0.6","0.0","0.0","27.73","107.25","498.58","249.29","470.85","391.33","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","532.86","1.15","0.9","0.0","1.79","1.15","2.05","0.0","0.0","0.0","0.0","29.78","107.25","498.58","249.29","468.8","391.33","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","532.86","1.01","0.9","0.0","2.02","1.01","2.04","0.0","0.0","0.0","0.0","31.82","107.25","498.58","249.29","466.76","391.33","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","532.86","0.87","0.9","0.0","2.59","0.9","2.33","0.0","0.0","0.0","0.0","34.15","107.25","498.58","249.29","464.43","391.33","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","532.86","0.78","0.9","0.0","2.54","0.9","2.29","0.0","0.0","0.0","0.0","36.43","107.25","498.58","249.29","462.15","391.33","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","532.86","0.71","0.9","0.0","2.3","0.9","2.07","0.0","0.0","0.0","0.0","38.5","107.25","498.58","249.29","460.08","391.33","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","532.86","0.66","0.9","0.0","2.39","0.9","2.15","0.0","0.0","0.0","0.0","40.66","107.25","498.58","249.29","457.92","391.33","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","532.86","0.62","0.9","0.0","2.38","0.9","2.14","0.0","0.0","0.0","0.0","42.8","107.25","498.58","249.29","455.78","391.33","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","532.86","0.59","0.9","0.0","2.47","0.9","2.22","0.0","0.0","0.0","0.0","45.02","107.25","498.58","249.29","453.56","391.33","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","532.86","0.56","0.9","0.0","1.98","0.9","1.78","0.0","0.0","0.0","0.0","46.8","107.25","498.58","249.29","451.78","391.33","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","532.86","0.53","0.9","0.0","2.66","0.9","2.39","0.0","0.0","0.0","0.0","49.2","107.25","498.58","249.29","449.38","391.33","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","532.86","0.51","0.9","0.0","2.99","0.9","2.69","0.0","0.0","0.0","0.0","51.89","107.25","498.58","249.29","446.69","391.33","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","532.86","0.48","0.9","0.0","2.58","0.9","2.32","0.0","0.0","0.0","0.0","54.21","107.25","498.58","249.29","444.37","391.33","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","532.86","0.47","0.9","0.0","2.01","0.9","1.81","0.0","0.0","0.0","0.0","56.02","107.25","498.58","249.29","442.56","391.33","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","532.86","0.46","0.9","0.0","1.57","0.9","1.41","0.0","0.0","0.0","0.0","57.43","107.25","498.58","249.29","441.15","391.33","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","532.86","1.17","0.9","0.0","1.33","1.17","1.55","8.94","8.94","0.0","0.0","50.04","107.25","498.58","249.29","448.54","391.33","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","532.86","1.13","0.9","0.0","2.35","1.13","2.65","15.39","15.39","0.0","0.0","37.3","107.25","498.58","249.29","461.28","391.33","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","532.86","1.16","0.9","0.0","1.45","1.16","1.68","11.15","11.15","0.0","0.0","27.83","107.25","498.58","249.29","470.75","391.33","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","532.86","1.14","0.9","0.0","1.96","1.14","2.24","2.39","2.39","0.0","0.0","27.68","107.25","498.58","249.29","470.9","391.33","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","532.86","1.14","0.9","0.0","2.13","1.14","2.42","0.0","0.0","0.0","0.0","30.11","107.25","498.58","249.29","468.47","391.33","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","532.86","1.14","0.9","0.0","1.68","1.14","1.92","0.63","0.63","0.0","0.0","31.4","107.25","498.58","249.29","467.18","391.33","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","532.86","1.15","0.9","0.0","1.74","1.15","2.0","1.88","1.88","0.0","0.0","31.52","107.25","498.58","249.29","467.06","391.33","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","532.86","1.15","0.9","0.0","1.85","1.15","2.12","4.36","4.36","0.0","0.0","29.28","107.25","498.58","249.29","469.3","391.33","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","532.86","1.17","0.9","0.0","1.21","1.17","1.42","6.19","6.19","0.0","0.0","24.51","107.25","498.58","249.29","474.07","391.33","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","532.86","1.12","0.9","0.0","2.5","1.12","2.8","12.58","12.58","0.0","0.0","14.73","107.25","498.58","249.29","483.85","391.33","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","532.86","1.11","0.9","0.0","2.97","1.11","3.3","0.0","0.0","0.0","0.0","18.02","107.25","498.58","249.29","480.56","391.33","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","532.86","0.93","0.9","0.0","3.12","0.93","2.91","0.0","0.0","0.0","0.0","20.93","107.25","498.58","249.29","477.65","391.33","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","532.86","0.8","0.9","0.0","3.16","0.9","2.84","0.0","0.0","0.0","0.0","23.78","107.25","498.58","249.29","474.8","391.33","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","532.86","0.71","0.9","0.0","3.01","0.9","2.71","0.0","0.0","0.0","0.0","26.49","107.25","498.58","249.29","472.09","391.33","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","532.86","0.65","0.9","0.0","2.88","0.9","2.59","0.0","0.0","0.0","0.0","29.08","107.25","498.58","249.29","469.5","391.33","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","532.86","0.61","0.9","0.0","2.45","0.9","2.21","0.0","0.0","0.0","0.0","31.28","107.25","498.58","249.29","467.3","391.33","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","532.86","0.58","0.9","0.0","2.48","0.9","2.23","0.81","0.81","0.0","0.0","32.71","107.25","498.58","249.29","465.87","391.33","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","532.86","0.54","0.9","0.0","3.02","0.9","2.72","1.9","1.9","0.0","0.0","33.52","107.25","498.58","249.29","465.06","391.33","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","532.86","0.51","0.9","0.0","3.33","0.9","3.0","0.0","0.0","0.0","0.0","36.52","107.25","498.58","249.29","462.06","391.33","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","532.86","0.48","0.9","0.0","3.2","0.9","2.88","0.0","0.0","0.0","0.0","39.4","107.25","498.58","249.29","459.18","391.33","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","532.86","0.46","0.9","0.0","3.57","0.9","3.21","0.0","0.0","0.0","0.0","42.61","107.25","498.58","249.29","455.97","391.33","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","532.86","0.43","0.9","0.0","4.13","0.9","3.72","0.0","0.0","0.0","0.0","46.33","107.25","498.58","249.29","452.25","391.33","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","532.86","0.41","0.9","0.0","3.54","0.9","3.19","0.0","0.0","0.0","0.0","49.52","107.25","498.58","249.29","449.06","391.33","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","532.86","0.4","0.9","0.0","3.45","0.9","3.11","0.0","0.0","0.0","0.0","52.62","107.25","498.58","249.29","445.96","391.33","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","532.86","0.38","0.9","0.0","3.66","0.9","3.29","0.0","0.0","0.0","0.0","55.92","107.25","498.58","249.29","442.66","391.33","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","532.86","0.37","0.9","0.0","3.45","0.9","3.11","0.0","0.0","0.0","0.0","59.02","107.25","498.58","249.29","439.56","391.33","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","532.86","0.36","0.9","0.0","3.71","0.9","3.34","0.0","0.0","0.0","0.0","62.36","107.25","498.58","249.29","436.22","391.33","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","532.86","0.35","0.9","0.0","3.62","0.9","3.26","0.0","0.0","0.0","0.0","65.62","107.25","498.58","249.29","432.96","391.33","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","532.86","0.34","0.9","0.0","3.76","0.9","3.38","0.0","0.0","0.0","0.0","69.0","107.25","498.58","249.29","429.58","391.33","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","532.86","0.33","0.9","0.0","3.92","0.9","3.53","0.0","0.0","0.0","0.0","72.53","107.25","498.58","249.29","426.05","391.33","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","532.86","0.32","0.9","0.0","4.15","0.9","3.74","0.0","0.0","0.0","0.0","76.27","107.25","498.58","249.29","422.31","391.33","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","532.86","0.31","0.9","0.0","5.31","0.9","4.78","0.0","0.0","0.0","0.0","81.04","107.25","498.58","249.29","417.54","391.33","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","532.86","0.3","0.9","0.0","4.82","0.9","4.34","0.0","0.0","0.0","0.0","85.38","107.25","498.58","249.29","413.2","391.33","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","532.86","0.29","0.9","0.0","4.09","0.9","3.68","0.0","0.0","0.0","0.0","89.06","107.25","498.58","249.29","409.52","391.33","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","532.86","0.28","0.9","0.0","3.17","0.9","2.85","0.0","0.0","0.0","0.0","91.92","107.25","498.58","249.29","406.66","391.33","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","532.86","1.15","0.9","0.0","1.67","1.15","1.93","10.08","10.08","0.0","0.0","83.76","107.25","498.58","249.29","414.82","391.33","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","532.86","1.15","0.9","0.0","1.79","1.15","2.06","22.52","22.52","0.0","0.0","63.3","107.25","498.58","249.29","435.28","391.33","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","532.86","1.13","0.9","0.0","2.63","1.13","2.98","0.5","0.5","0.0","0.0","65.77","107.25","498.58","249.29","432.81","391.33","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","532.86","0.98","0.9","0.0","3.39","0.98","3.33","0.0","0.0","0.0","0.0","69.11","107.25","498.58","249.29","429.47","391.33","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","532.86","0.79","0.9","0.0","4.11","0.9","3.7","0.0","0.0","0.0","0.0","72.8","107.25","498.58","249.29","425.78","391.33","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","532.86","0.68","0.9","0.0","4.09","0.9","3.68","0.6","0.6","0.0","0.0","75.89","107.25","498.58","249.29","422.69","391.33","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","532.86","0.58","0.9","0.0","5.31","0.9","4.78","0.0","0.0","0.0","0.0","80.66","107.25","498.58","249.29","417.92","391.33","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","532.86","0.52","0.9","0.0","5.03","0.9","4.53","0.0","0.0","0.0","0.0","85.19","107.25","498.58","249.29","413.39","391.33","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","532.86","0.48","0.9","0.0","4.83","0.9","4.35","0.0","0.0","0.0","0.0","89.54","107.25","498.58","249.29","409.04","391.33","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","532.86","0.44","0.9","0.0","5.14","0.9","4.63","0.0","0.0","0.0","0.0","94.16","107.25","498.58","249.29","404.42","391.33","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","532.86","0.42","0.9","0.0","4.86","0.9","4.37","0.0","0.0","0.0","0.0","98.54","107.25","498.58","249.29","400.04","391.33","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","532.86","0.39","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","103.05","107.25","498.58","249.29","395.53","391.33","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","532.86","0.38","0.9","0.0","3.57","0.9","3.21","0.0","0.0","0.0","0.0","106.26","107.25","498.58","249.29","392.32","391.33","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","532.86","0.37","0.9","0.0","2.93","0.9","2.64","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","108.9","","","","","","",""
"2016.0","4.0","23.0","114.0","532.86","1.07","0.9","0.0","3.8","1.07","4.06","4.37","4.06","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","532.86","0.93","0.9","0.0","4.41","0.93","4.11","0.0","0.0","0.0","0.0","4.11","107.25","498.58","249.29","494.47","391.33","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","532.86","0.72","0.9","0.0","5.33","0.9","4.8","0.0","0.0","0.0","0.0","8.91","107.25","498.58","249.29","489.67","391.33","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","532.86","0.62","0.9","0.0","4.64","0.9","4.18","0.0","0.0","0.0","0.0","13.08","107.25","498.58","249.29","485.5","391.33","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","532.86","0.57","0.9","0.0","3.74","0.9","3.37","1.02","1.02","0.0","0.0","15.43","107.25","498.58","249.29","483.15","391.33","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","532.86","0.51","0.9","0.0","5.44","0.9","4.9","0.06","0.06","0.0","0.0","20.27","107.25","498.58","249.29","478.31","391.33","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","532.86","0.47","0.9","0.0","4.83","0.9","4.35","0.0","0.0","0.0","0.0","24.61","107.25","498.58","249.29","473.97","391.33","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","532.86","0.42","0.9","0.0","7.02","0.9","6.32","0.0","0.0","0.0","0.0","30.93","107.25","498.58","249.29","467.65","391.33","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","532.86","0.39","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","35.94","107.25","498.58","249.29","462.64","391.33","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","532.86","0.37","0.9","0.0","5.08","0.9","4.57","0.0","0.0","0.0","0.0","40.51","107.25","498.58","249.29","458.07","391.33","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","532.86","0.36","0.9","0.0","4.27","0.9","3.84","0.0","0.0","0.0","0.0","44.35","107.25","498.58","249.29","454.23","391.33","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","532.86","0.34","0.9","0.0","4.46","0.9","4.01","0.0","0.0","0.0","0.0","48.36","107.25","498.58","249.29","450.22","391.33","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","532.86","0.34","0.9","0.0","2.51","0.9","2.26","0.0","0.0","0.0","0.0","50.62","107.25","498.58","249.29","447.96","391.33","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","532.86","0.33","0.9","0.0","1.88","0.9","1.69","0.33","0.33","0.0","0.0","51.99","107.25","498.58","249.29","446.59","391.33","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","532.86","1.14","0.9","0.0","2.02","1.14","2.3","5.71","5.71","0.0","0.0","48.58","107.25","498.58","249.29","450.0","391.33","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","532.86","1.12","0.9","0.0","3.22","1.12","3.59","0.88","0.88","0.0","0.0","51.29","107.25","498.58","249.29","447.29","391.33","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","532.86","0.87","0.9","0.0","4.58","0.9","4.12","0.0","0.0","0.0","0.0","55.41","107.25","498.58","249.29","443.17","391.33","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","532.86","0.69","0.9","0.0","5.26","0.9","4.73","0.0","0.0","0.0","0.0","60.14","107.25","498.58","249.29","438.44","391.33","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","532.86","0.59","0.9","0.0","5.52","0.9","4.97","0.0","0.0","0.0","0.0","65.11","107.25","498.58","249.29","433.47","391.33","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","532.86","0.52","0.9","0.0","5.57","0.9","5.01","0.0","0.0","0.0","0.0","70.12","107.25","498.58","249.29","428.45","391.33","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","532.86","0.47","0.9","0.0","5.2","0.9","4.68","0.0","0.0","0.0","0.0","74.8","107.25","498.58","249.29","423.77","391.33","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","532.86","0.44","0.9","0.0","4.93","0.9","4.44","0.0","0.0","0.0","0.0","79.24","107.25","498.58","249.29","419.34","391.33","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","532.86","0.41","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","84.06","107.25","498.58","249.29","414.52","391.33","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","532.86","0.38","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","89.74","107.25","498.58","249.29","408.83","391.33","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","532.86","0.35","0.9","0.0","7.24","0.9","6.52","0.0","0.0","0.0","0.0","96.26","107.25","498.58","249.29","402.32","391.33","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","532.86","0.33","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","102.35","107.25","498.58","249.29","396.23","391.33","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","532.86","0.32","0.9","0.0","6.08","0.9","5.47","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","107.83","","","","","","",""
"2016.0","5.0","20.0","141.0","532.86","0.31","0.9","0.0","4.95","0.9","4.46","0.0","0.0","0.0","0.0","4.46","107.25","498.58","249.29","494.12","391.33","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","532.86","0.3","0.9","0.0","3.91","0.9","3.52","0.0","0.0","0.0","0.0","7.97","107.25","498.58","249.29","490.61","391.33","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","532.86","0.29","0.9","0.0","4.27","0.9","3.84","0.01","0.01","0.0","0.0","11.81","107.25","498.58","249.29","486.77","391.33","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","532.86","0.28","0.9","0.0","4.9","0.9","4.41","0.0","0.0","0.0","0.0","16.22","107.25","498.58","249.29","482.36","391.33","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","532.86","0.28","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","20.61","107.25","498.58","249.29","477.97","391.33","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","532.86","0.27","0.9","0.0","5.16","0.9","4.64","0.0","0.0","0.0","0.0","25.25","107.25","498.58","249.29","473.33","391.33","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","532.86","0.26","0.9","0.0","5.46","0.9","4.91","0.0","0.0","0.0","0.0","30.17","107.25","498.58","249.29","468.41","391.33","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","532.86","0.25","0.9","0.0","5.87","0.9","5.28","0.0","0.0","0.0","0.0","35.45","107.25","498.58","249.29","463.13","391.33","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","532.86","0.24","0.9","0.0","6.71","0.9","6.04","0.0","0.0","0.0","0.0","41.49","107.25","498.58","249.29","457.09","391.33","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","532.86","0.24","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","47.11","107.25","498.58","249.29","451.47","391.33","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","532.86","0.23","0.9","0.0","6.48","0.9","5.83","0.0","0.0","0.0","0.0","52.95","107.25","498.58","249.29","445.63","391.33","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","532.86","0.23","0.9","0.0","6.79","0.9","6.11","0.0","0.0","0.0","0.0","59.06","107.25","498.58","249.29","439.52","391.33","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","532.86","0.22","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","65.05","107.25","498.58","249.29","433.53","391.33","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","532.86","0.21","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","71.05","107.25","498.58","249.29","427.53","391.33","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","532.86","0.21","0.9","0.0","7.06","0.9","6.35","0.0","0.0","0.0","0.0","77.4","107.25","498.58","249.29","421.18","391.33","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","532.86","0.21","0.9","0.0","5.11","0.9","4.6","0.0","0.0","0.0","0.0","82.0","107.25","498.58","249.29","416.58","391.33","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","532.86","0.2","0.9","0.0","7.26","0.9","6.53","0.0","0.0","0.0","0.0","88.53","107.25","498.58","249.29","410.05","391.33","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","532.86","0.2","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","94.53","107.25","498.58","249.29","404.05","391.33","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","532.86","0.19","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","100.3","107.25","498.58","249.29","398.28","391.33","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","532.86","0.19","0.9","0.0","6.1","0.9","5.49","0.0","0.0","0.0","0.0","105.79","107.25","498.58","249.29","392.79","391.33","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","532.86","0.19","0.9","0.0","5.92","0.9","5.33","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","111.11","","","","","","",""
"2016.0","6.0","10.0","162.0","532.86","0.18","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","5.71","107.25","498.58","249.29","492.87","391.33","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","532.86","0.18","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","11.67","107.25","498.58","249.29","486.91","391.33","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","532.86","0.18","0.9","0.0","6.49","0.9","5.84","0.0","0.0","0.0","0.0","17.51","107.25","498.58","249.29","481.07","391.33","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","532.86","0.18","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","23.08","107.25","498.58","249.29","475.5","391.33","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","532.86","0.17","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","28.64","107.25","498.58","249.29","469.94","391.33","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","532.86","0.17","0.9","0.0","5.33","0.9","4.8","0.0","0.0","0.0","0.0","33.44","107.25","498.58","249.29","465.14","391.33","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","532.86","0.17","0.9","0.0","5.34","0.9","4.81","0.0","0.0","0.0","0.0","38.24","107.25","498.58","249.29","460.34","391.33","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","532.86","0.17","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","42.75","107.25","498.58","249.29","455.83","391.33","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","532.86","0.17","0.9","0.0","6.2","0.9","5.58","0.0","0.0","0.0","0.0","48.33","107.25","498.58","249.29","450.25","391.33","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","532.86","0.16","0.9","0.0","6.84","0.9","6.16","0.0","0.0","0.0","0.0","54.49","107.25","498.58","249.29","444.09","391.33","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","532.86","0.16","0.9","0.0","7.15","0.9","6.44","0.0","0.0","0.0","0.0","60.92","107.25","498.58","249.29","437.66","391.33","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","532.86","0.16","0.9","0.0","7.59","0.9","6.83","0.0","0.0","0.0","0.0","67.75","107.25","498.58","249.29","430.83","391.33","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","532.86","0.16","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","74.34","107.25","498.58","249.29","424.24","391.33","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","532.86","0.15","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","80.97","107.25","498.58","249.29","417.61","391.33","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","532.86","0.15","0.9","0.0","6.72","0.9","6.05","0.0","0.0","0.0","0.0","87.02","107.25","498.58","249.29","411.56","391.33","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","532.86","0.15","0.9","0.0","7.49","0.9","6.74","0.0","0.0","0.0","0.0","93.76","107.25","498.58","249.29","404.82","391.33","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","532.86","0.15","0.9","0.0","7.36","0.9","6.62","0.0","0.0","0.0","0.0","100.39","107.25","498.58","249.29","398.19","391.33","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","532.86","0.15","0.9","0.0","7.71","0.9","6.94","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","107.33","","","","","","",""
"2016.0","6.0","28.0","180.0","532.86","0.14","0.9","0.0","7.6","0.9","6.84","0.0","0.0","0.0","0.0","6.84","107.25","498.58","249.29","491.74","391.33","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","532.86","0.14","0.9","0.0","6.89","0.9","6.2","0.0","0.0","0.0","0.0","13.04","107.25","498.58","249.29","485.54","391.33","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","532.86","0.14","0.9","0.0","6.7","0.9","6.03","0.0","0.0","0.0","0.0","19.07","107.25","498.58","249.29","479.51","391.33","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","532.86","0.14","0.9","0.0","6.67","0.9","6.0","0.0","0.0","0.0","0.0","25.07","107.25","498.58","249.29","473.51","391.33","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","532.86","0.14","0.9","0.0","6.62","0.9","5.96","0.0","0.0","0.0","0.0","31.03","107.25","498.58","249.29","467.55","391.33","0.0","","","","","","",""
