" Daily soil water balance output for Almonds in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Almond in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","46.04","0.54","0.0","0.0","2.35","0.54","1.26","0.0","0.0","0.0","0.0","20.54","24.75","494.54","247.27","474.0","469.79","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","46.04","0.51","0.0","0.0","3.22","0.51","1.63","0.0","0.0","0.0","0.0","22.16","24.75","494.54","247.27","472.37","469.79","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","46.04","0.48","0.0","0.0","2.64","0.48","1.28","0.0","0.0","0.0","0.0","23.44","24.75","494.54","247.27","471.09","469.79","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","46.04","0.47","0.0","0.0","2.1","0.47","0.99","0.0","0.0","0.0","0.0","24.43","24.75","494.54","247.27","470.11","469.79","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","46.04","0.45","0.0","0.0","2.65","0.45","1.2","0.0","0.0","0.0","0.0","25.63","24.75","494.54","247.27","468.91","469.79","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","46.04","1.15","0.0","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","11.96","24.75","494.54","247.27","482.58","469.79","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","46.04","1.16","0.0","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","10.03","24.75","494.54","247.27","484.51","469.79","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","46.04","1.15","0.0","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","11.87","24.75","494.54","247.27","482.67","469.79","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","46.04","1.15","0.0","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","14.12","24.75","494.54","247.27","480.41","469.79","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","46.04","0.98","0.0","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","16.82","24.75","494.54","247.27","477.72","469.79","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","46.04","0.86","0.0","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","18.86","24.75","494.54","247.27","475.68","469.79","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","46.04","0.78","0.0","0.0","2.23","0.78","1.73","0.0","0.0","0.0","0.0","20.59","24.75","494.54","247.27","473.94","469.79","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","46.04","0.71","0.0","0.0","2.35","0.71","1.68","0.0","0.0","0.0","0.0","22.27","24.75","494.54","247.27","472.27","469.79","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","46.04","0.66","0.0","0.0","2.38","0.66","1.58","0.0","0.0","0.0","0.0","23.85","24.75","494.54","247.27","470.69","469.79","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","46.04","0.63","0.0","0.0","2.08","0.63","1.3","0.0","0.0","0.0","0.0","25.15","24.75","494.54","247.27","469.39","469.79","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","46.04","0.6","0.0","0.0","2.1","0.6","1.25","0.0","0.0","0.0","0.0","24.75","24.75","494.54","247.27","469.79","469.79","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","46.04","0.56","0.0","0.0","2.69","0.56","1.51","0.0","0.0","0.0","0.0","26.26","24.75","494.54","247.27","468.28","469.79","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","46.04","0.53","0.0","0.0","3.02","0.53","1.6","0.0","0.0","0.0","0.0","24.75","24.75","494.54","247.27","469.79","469.79","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","46.04","0.5","0.0","0.0","2.66","0.5","1.34","0.0","0.0","0.0","0.0","26.09","24.75","494.54","247.27","468.45","469.79","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","46.04","0.49","0.0","0.0","1.77","0.49","0.87","0.0","0.0","0.0","0.0","24.75","24.75","494.54","247.27","469.79","469.79","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","46.04","0.48","0.0","0.0","1.55","0.48","0.74","0.14","0.14","0.0","0.0","25.35","24.75","494.54","247.27","469.19","469.79","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","46.04","1.17","0.0","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","9.15","24.75","494.54","247.27","485.39","469.79","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","46.04","1.13","0.0","0.0","2.17","1.13","2.46","38.99","11.61","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","46.04","1.16","0.0","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","46.04","1.15","0.0","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","46.04","1.15","0.0","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","24.75","494.54","247.27","492.4","469.79","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","46.04","1.15","0.0","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","24.75","494.54","247.27","490.81","469.79","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","46.04","1.16","0.0","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","46.04","1.16","0.0","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","46.04","1.17","0.0","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","46.04","1.12","0.0","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","46.04","1.11","0.0","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","24.75","494.54","247.27","491.14","469.79","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","46.04","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","24.75","494.54","247.27","488.26","469.79","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","46.04","0.79","0.0","0.0","3.16","0.79","2.5","0.0","0.0","0.0","0.0","8.78","24.75","494.54","247.27","485.76","469.79","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","46.04","0.7","0.0","0.0","3.19","0.7","2.24","0.0","0.0","0.0","0.0","11.02","24.75","494.54","247.27","483.52","469.79","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","46.04","0.64","0.0","0.0","3.17","0.64","2.02","0.0","0.0","0.0","0.0","13.04","24.75","494.54","247.27","481.5","469.79","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","46.04","0.6","0.55","0.0","2.2","0.6","1.33","0.0","0.0","0.0","0.0","14.37","109.44","494.54","247.27","480.17","385.1","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","46.04","0.57","0.56","0.0","2.32","0.57","1.33","1.54","1.54","0.0","0.0","14.16","109.44","494.54","247.27","480.38","385.1","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","46.04","0.54","0.56","0.0","2.92","0.56","1.64","1.83","1.83","0.0","0.0","13.97","109.44","494.54","247.27","480.57","385.1","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","46.04","0.51","0.57","0.0","3.36","0.57","1.9","0.0","0.0","0.0","0.0","15.87","109.44","494.54","247.27","478.67","385.1","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","46.04","0.48","0.57","0.0","3.2","0.57","1.83","0.0","0.0","0.0","0.0","17.7","109.44","494.54","247.27","476.84","385.1","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","46.04","0.45","0.58","0.0","3.71","0.58","2.14","0.0","0.0","0.0","0.0","19.84","109.44","494.54","247.27","474.7","385.1","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","46.04","0.43","0.58","0.0","4.47","0.58","2.6","0.0","0.0","0.0","0.0","22.44","109.44","494.54","247.27","472.1","385.1","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","46.04","0.41","0.59","0.0","3.43","0.59","2.02","0.0","0.0","0.0","0.0","24.45","109.44","494.54","247.27","470.08","385.1","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","46.04","0.39","0.59","0.0","3.53","0.59","2.09","0.0","0.0","0.0","0.0","26.55","109.44","494.54","247.27","467.99","385.1","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","46.04","0.38","0.6","0.0","3.82","0.6","2.29","0.0","0.0","0.0","0.0","28.83","109.44","494.54","247.27","465.71","385.1","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","46.04","0.37","0.6","0.0","3.64","0.6","2.2","0.0","0.0","0.0","0.0","31.03","109.44","494.54","247.27","463.51","385.1","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","46.04","0.35","0.61","0.0","3.78","0.61","2.3","0.0","0.0","0.0","0.0","33.33","109.44","494.54","247.27","461.21","385.1","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","46.04","0.34","0.61","0.0","3.67","0.61","2.25","0.0","0.0","0.0","0.0","35.59","109.44","494.54","247.27","458.95","385.1","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","46.04","0.33","0.62","0.0","3.74","0.62","2.32","0.0","0.0","0.0","0.0","37.9","109.44","494.54","247.27","456.64","385.1","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","46.04","0.32","0.63","0.0","4.08","0.63","2.55","0.0","0.0","0.0","0.0","40.45","109.44","494.54","247.27","454.09","385.1","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","46.04","0.31","0.63","0.0","4.22","0.63","2.66","0.0","0.0","0.0","0.0","43.11","109.44","494.54","247.27","451.43","385.1","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","46.04","0.3","0.64","0.0","5.72","0.64","3.64","0.0","0.0","0.0","0.0","46.75","109.44","494.54","247.27","447.79","385.1","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","46.04","0.29","0.64","0.0","4.95","0.64","3.17","0.0","0.0","0.0","0.0","49.92","109.44","494.54","247.27","444.62","385.1","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","46.04","0.29","0.65","0.0","4.34","0.65","2.81","0.0","0.0","0.0","0.0","52.73","109.44","494.54","247.27","441.81","385.1","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","46.04","0.28","0.65","0.0","3.63","0.65","2.37","0.0","0.0","0.0","0.0","55.09","109.44","494.54","247.27","439.44","385.1","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","46.04","0.28","0.66","0.0","1.42","0.66","0.93","1.32","1.32","0.0","0.0","54.71","109.44","494.54","247.27","439.83","385.1","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","46.04","1.13","0.66","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","47.91","109.44","494.54","247.27","446.63","385.1","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","46.04","1.11","0.67","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","51.17","109.44","494.54","247.27","443.37","385.1","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","46.04","0.9","0.67","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","54.41","109.44","494.54","247.27","440.13","385.1","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","46.04","0.74","0.68","0.0","4.28","0.74","3.16","0.0","0.0","0.0","0.0","57.57","109.44","494.54","247.27","436.97","385.1","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","46.04","0.65","0.68","0.0","4.01","0.68","2.74","0.67","0.67","0.0","0.0","59.64","109.44","494.54","247.27","434.9","385.1","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","46.04","0.56","0.69","0.0","5.41","0.69","3.73","0.0","0.0","0.0","0.0","63.37","109.44","494.54","247.27","431.17","385.1","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","46.04","0.5","0.69","0.0","5.5","0.69","3.82","0.0","0.0","0.0","0.0","67.19","109.44","494.54","247.27","427.35","385.1","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","46.04","0.46","0.7","0.0","4.75","0.7","3.33","0.0","0.0","0.0","0.0","70.52","109.44","494.54","247.27","424.02","385.1","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","46.04","0.43","0.71","0.0","5.12","0.71","3.61","0.0","0.0","0.0","0.0","74.13","109.44","494.54","247.27","420.41","385.1","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","46.04","0.4","0.71","0.0","5.07","0.71","3.6","0.0","0.0","0.0","0.0","77.73","109.44","494.54","247.27","416.81","385.1","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","46.04","0.38","0.72","0.0","5.26","0.72","3.77","0.0","0.0","0.0","0.0","81.5","109.44","494.54","247.27","413.04","385.1","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","46.04","0.37","0.72","0.0","3.95","0.72","2.85","0.0","0.0","0.0","0.0","84.35","109.44","494.54","247.27","410.19","385.1","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","46.04","0.36","0.73","0.0","2.78","0.73","2.02","0.28","0.28","0.0","0.0","86.09","109.44","494.54","247.27","408.45","385.1","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","46.04","1.06","0.73","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","84.2","109.44","494.54","247.27","410.34","385.1","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","46.04","0.92","0.74","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","88.28","109.44","494.54","247.27","406.26","385.1","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","46.04","0.71","0.74","0.0","5.39","0.74","4.0","0.0","0.0","0.0","0.0","92.28","109.44","494.54","247.27","402.25","385.1","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","46.04","0.62","0.75","0.0","4.58","0.75","3.43","0.0","0.0","0.0","0.0","95.71","109.44","494.54","247.27","398.83","385.1","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","46.04","0.57","0.75","0.0","3.62","0.75","2.73","0.0","0.0","0.0","0.0","98.44","109.44","494.54","247.27","396.1","385.1","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","46.04","0.5","0.76","0.0","5.82","0.76","4.42","4.55","4.55","0.0","0.0","98.31","109.44","494.54","247.27","396.23","385.1","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","46.04","0.46","0.76","0.0","5.17","0.76","3.95","0.0","0.0","0.0","0.0","102.26","109.44","494.54","247.27","392.28","385.1","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","46.04","0.41","0.77","0.0","7.43","0.77","5.72","0.03","0.03","0.0","0.0","107.94","109.44","494.54","247.27","386.59","385.1","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","46.04","0.38","0.77","0.0","5.97","0.77","4.63","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","112.57","","","","","","",""
"2016.0","5.0","2.0","123.0","46.04","0.36","0.78","0.0","5.45","0.78","4.25","0.0","0.0","0.0","0.0","4.25","109.44","494.54","247.27","490.29","385.1","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","46.04","0.35","0.79","0.0","4.6","0.79","3.61","0.0","0.0","0.0","0.0","7.87","109.44","494.54","247.27","486.67","385.1","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","46.04","0.33","0.79","0.0","4.92","0.79","3.89","0.0","0.0","0.0","0.0","11.76","109.44","494.54","247.27","482.78","385.1","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","46.04","0.33","0.8","0.0","2.31","0.8","1.84","0.16","0.16","0.0","0.0","13.44","109.44","494.54","247.27","481.1","385.1","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","46.04","0.33","0.8","0.0","2.18","0.8","1.75","1.17","1.17","0.0","0.0","14.02","109.44","494.54","247.27","480.52","385.1","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","46.04","0.32","0.81","0.0","2.15","0.81","1.74","1.04","1.04","0.0","0.0","14.71","109.44","494.54","247.27","479.83","385.1","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","46.04","0.31","0.81","0.0","3.26","0.81","2.65","1.91","1.91","0.0","0.0","15.45","109.44","494.54","247.27","479.09","385.1","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","46.04","0.3","0.82","0.0","4.71","0.82","3.85","0.0","0.0","0.0","0.0","19.3","109.44","494.54","247.27","475.23","385.1","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","46.04","0.29","0.82","0.0","5.78","0.82","4.76","0.0","0.0","0.0","0.0","24.06","109.44","494.54","247.27","470.48","385.1","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","46.04","0.28","0.83","0.0","6.12","0.83","5.07","0.0","0.0","0.0","0.0","29.13","109.44","494.54","247.27","465.41","385.1","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","46.04","0.27","0.83","0.0","6.17","0.83","5.15","0.0","0.0","0.0","0.0","34.28","109.44","494.54","247.27","460.26","385.1","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","46.04","0.26","0.84","0.0","5.78","0.84","4.85","0.0","0.0","0.0","0.0","39.13","109.44","494.54","247.27","455.41","385.1","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","46.04","0.26","0.84","0.0","5.15","0.84","4.35","0.0","0.0","0.0","0.0","43.48","109.44","494.54","247.27","451.06","385.1","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","46.04","0.25","0.85","0.0","5.59","0.85","4.75","0.0","0.0","0.0","0.0","48.23","109.44","494.54","247.27","446.31","385.1","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","46.04","0.24","0.86","0.0","6.64","0.86","5.68","0.0","0.0","0.0","0.0","53.91","109.44","494.54","247.27","440.63","385.1","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","46.04","0.23","0.86","0.0","7.82","0.86","6.73","0.0","0.0","0.0","0.0","60.64","109.44","494.54","247.27","433.9","385.1","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","46.04","0.23","0.87","0.0","7.09","0.87","6.14","0.0","0.0","0.0","0.0","66.78","109.44","494.54","247.27","427.76","385.1","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","46.04","0.22","0.87","0.0","6.34","0.87","5.52","0.0","0.0","0.0","0.0","72.31","109.44","494.54","247.27","422.23","385.1","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","46.04","0.22","0.88","0.0","4.71","0.88","4.13","0.0","0.0","0.0","0.0","76.44","109.44","494.54","247.27","418.1","385.1","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","46.04","0.22","0.88","0.0","4.08","0.88","3.6","3.3","3.3","0.0","0.0","76.73","109.44","494.54","247.27","417.8","385.1","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","46.04","0.21","0.89","0.0","4.38","0.89","3.89","0.7","0.7","0.0","0.0","79.92","109.44","494.54","247.27","414.62","385.1","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","46.04","0.21","0.89","0.0","4.66","0.89","4.16","0.0","0.0","0.0","0.0","84.08","109.44","494.54","247.27","410.46","385.1","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","46.04","0.21","0.9","0.0","4.86","0.9","4.37","0.0","0.0","0.0","0.0","88.45","109.44","494.54","247.27","406.09","385.1","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","46.04","0.2","0.9","0.0","5.33","0.9","4.82","0.0","0.0","0.0","0.0","93.26","109.44","494.54","247.27","401.27","385.1","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","46.04","0.2","0.91","0.0","5.8","0.91","5.27","0.0","0.0","0.0","0.0","98.54","109.44","494.54","247.27","396.0","385.1","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","46.04","0.2","0.91","0.0","6.09","0.91","5.57","0.0","0.0","0.0","0.0","104.1","109.44","494.54","247.27","390.43","385.1","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","46.04","0.19","0.92","0.0","7.02","0.92","6.46","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","110.56","","","","","","",""
"2016.0","5.0","29.0","150.0","46.04","0.19","0.92","0.0","6.61","0.92","6.11","0.0","0.0","0.0","0.0","6.11","109.44","494.54","247.27","488.42","385.1","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","46.04","0.19","0.93","0.0","6.86","0.93","6.38","0.0","0.0","0.0","0.0","12.5","109.44","494.54","247.27","482.04","385.1","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","46.04","0.18","0.94","0.0","7.19","0.94","6.73","0.0","0.0","0.0","0.0","19.22","109.44","494.54","247.27","475.31","385.1","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","46.04","0.18","0.94","0.0","7.38","0.94","6.95","0.0","0.0","0.0","0.0","26.17","109.44","494.54","247.27","468.37","385.1","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","46.04","0.18","0.95","0.0","6.92","0.95","6.55","0.0","0.0","0.0","0.0","32.72","109.44","494.54","247.27","461.82","385.1","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","46.04","0.17","0.95","0.0","7.41","0.95","7.05","0.0","0.0","0.0","0.0","39.77","109.44","494.54","247.27","454.77","385.1","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","46.04","0.17","0.96","0.0","4.7","0.96","4.5","0.0","0.0","0.0","0.0","44.27","109.44","494.54","247.27","450.27","385.1","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","46.04","0.17","0.96","0.0","7.65","0.96","7.36","0.0","0.0","0.0","0.0","51.63","109.44","494.54","247.27","442.9","385.1","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","46.04","0.17","0.97","0.0","7.32","0.97","7.08","0.0","0.0","0.0","0.0","58.72","109.44","494.54","247.27","435.82","385.1","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","46.04","0.16","0.97","0.0","6.88","0.97","6.7","0.0","0.0","0.0","0.0","65.41","109.44","494.54","247.27","429.12","385.1","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","46.04","0.16","0.98","0.0","6.66","0.98","6.52","0.0","0.0","0.0","0.0","71.93","109.44","494.54","247.27","422.61","385.1","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","46.04","0.16","0.98","0.0","6.33","0.98","6.23","0.0","0.0","0.0","0.0","78.16","109.44","494.54","247.27","416.38","385.1","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","46.04","0.16","0.99","0.0","6.63","0.99","6.56","0.0","0.0","0.0","0.0","84.72","109.44","494.54","247.27","409.82","385.1","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","46.04","0.15","0.99","0.0","6.93","0.99","6.89","0.0","0.0","0.0","0.0","91.61","109.44","494.54","247.27","402.93","385.1","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","46.04","0.15","1.0","0.0","7.07","1.0","7.07","0.0","0.0","0.0","0.0","98.68","109.44","494.54","247.27","395.86","385.1","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","46.04","0.15","1.01","0.0","6.74","1.01","6.78","0.0","0.0","0.0","0.0","105.46","109.44","494.54","247.27","389.08","385.1","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","46.04","0.15","1.01","0.0","6.25","1.01","6.32","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","111.77","","","","","","",""
"2016.0","6.0","15.0","167.0","46.04","0.15","1.02","0.0","5.13","1.02","5.21","0.0","0.0","0.0","0.0","5.21","109.44","494.54","247.27","489.33","385.1","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","46.04","0.15","1.02","0.0","5.19","1.02","5.3","0.0","0.0","0.0","0.0","10.51","109.44","494.54","247.27","484.02","385.1","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","46.04","0.15","1.03","0.0","4.72","1.03","4.85","0.0","0.0","0.0","0.0","15.36","109.44","494.54","247.27","479.18","385.1","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","46.04","0.14","1.03","0.0","6.09","1.03","6.29","0.0","0.0","0.0","0.0","21.65","109.44","494.54","247.27","472.89","385.1","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","46.04","0.14","1.04","0.0","6.77","1.04","7.02","0.0","0.0","0.0","0.0","28.67","109.44","494.54","247.27","465.87","385.1","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","46.04","0.14","1.04","0.0","7.37","1.04","7.69","0.0","0.0","0.0","0.0","36.36","109.44","494.54","247.27","458.18","385.1","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","46.04","0.14","1.05","0.0","7.68","1.05","8.05","0.0","0.0","0.0","0.0","44.41","109.44","494.54","247.27","450.13","385.1","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","46.04","0.14","1.05","0.0","7.83","1.05","8.25","0.0","0.0","0.0","0.0","52.66","109.44","494.54","247.27","441.88","385.1","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","46.04","0.14","1.06","0.0","7.67","1.06","8.12","0.0","0.0","0.0","0.0","60.78","109.44","494.54","247.27","433.76","385.1","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","46.04","0.13","1.06","0.0","7.0","1.06","7.45","0.0","0.0","0.0","0.0","68.23","109.44","494.54","247.27","426.31","385.1","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","46.04","0.13","1.07","0.0","7.78","1.07","8.32","0.0","0.0","0.0","0.0","76.55","109.44","494.54","247.27","417.99","385.1","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","46.04","0.13","1.08","0.0","7.64","1.08","8.21","0.0","0.0","0.0","0.0","84.76","109.44","494.54","247.27","409.78","385.1","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","46.04","0.13","1.08","0.0","8.07","1.08","8.72","0.0","0.0","0.0","0.0","93.48","109.44","494.54","247.27","401.06","385.1","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","46.04","0.13","1.09","0.0","8.11","1.09","8.81","0.0","0.0","0.0","0.0","102.29","109.44","494.54","247.27","392.25","385.1","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","46.04","0.13","1.09","0.0","7.53","1.09","8.22","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","110.5","","","","","","",""
"2016.0","6.0","30.0","182.0","46.04","0.13","1.1","0.0","7.46","1.1","8.18","0.0","0.0","0.0","0.0","8.18","109.44","494.54","247.27","486.36","385.1","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","46.04","0.13","1.1","0.0","7.37","1.1","8.12","0.0","0.0","0.0","0.0","16.3","109.44","494.54","247.27","478.24","385.1","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","46.04","0.12","1.11","0.0","7.33","1.11","8.12","0.0","0.0","0.0","0.0","24.41","109.44","494.54","247.27","470.12","385.1","0.0","","","","","","",""
