" Daily soil water balance output for Cherries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Cherries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","680.97","0.53","0.0","0.0","2.32","0.53","1.24","0.0","0.0","0.0","0.0","20.91","24.3","491.66","245.83","470.75","467.36","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","680.97","0.51","0.0","0.0","2.94","0.51","1.49","0.0","0.0","0.0","0.0","22.39","24.3","491.66","245.83","469.27","467.36","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","680.97","0.49","0.0","0.0","2.4","0.49","1.17","0.0","0.0","0.0","0.0","23.56","24.3","491.66","245.83","468.1","467.36","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","680.97","0.47","0.0","0.0","2.18","0.47","1.03","0.0","0.0","0.0","0.0","24.59","24.3","491.66","245.83","467.07","467.36","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","680.97","0.45","0.0","0.0","2.89","0.45","1.31","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","680.97","1.14","0.0","0.0","1.93","1.14","2.21","12.6","12.6","0.0","0.0","13.91","24.3","491.66","245.83","477.75","467.36","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","680.97","1.15","0.0","0.0","1.79","1.15","2.05","1.68","1.68","0.0","0.0","14.28","24.3","491.66","245.83","477.38","467.36","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","680.97","1.15","0.0","0.0","1.78","1.15","2.04","0.0","0.0","0.0","0.0","16.32","24.3","491.66","245.83","475.34","467.36","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","680.97","1.01","0.0","0.0","2.03","1.01","2.06","0.0","0.0","0.0","0.0","18.38","24.3","491.66","245.83","473.29","467.36","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","680.97","0.87","0.0","0.0","2.67","0.87","2.32","0.0","0.0","0.0","0.0","20.69","24.3","491.66","245.83","470.97","467.36","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","680.97","0.78","0.0","0.0","2.49","0.78","1.94","0.0","0.0","0.0","0.0","22.63","24.3","491.66","245.83","469.03","467.36","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","680.97","0.72","0.0","0.0","2.29","0.72","1.64","0.0","0.0","0.0","0.0","24.27","24.3","491.66","245.83","467.39","467.36","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","680.97","0.66","0.0","0.0","2.39","0.66","1.59","0.0","0.0","0.0","0.0","25.86","24.3","491.66","245.83","465.8","467.36","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","680.97","0.62","0.0","0.0","2.46","0.62","1.53","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","680.97","0.59","0.0","0.0","2.45","0.59","1.44","0.0","0.0","0.0","0.0","25.74","24.3","491.66","245.83","465.93","467.36","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","680.97","0.56","0.0","0.0","2.08","0.56","1.17","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","680.97","0.53","0.0","0.0","2.7","0.53","1.43","0.0","0.0","0.0","0.0","25.73","24.3","491.66","245.83","465.93","467.36","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","680.97","0.5","0.0","0.0","3.07","0.5","1.54","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","680.97","0.48","0.0","0.0","2.66","0.48","1.28","0.0","0.0","0.0","0.0","25.58","24.3","491.66","245.83","466.08","467.36","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","680.97","0.47","0.0","0.0","2.01","0.47","0.94","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","680.97","0.46","0.0","0.0","1.63","0.46","0.75","0.0","0.0","0.0","0.0","25.05","24.3","491.66","245.83","466.61","467.36","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","680.97","1.17","0.0","0.0","1.29","1.17","1.51","9.53","9.53","0.0","0.0","15.52","24.3","491.66","245.83","476.14","467.36","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","680.97","1.13","0.0","0.0","2.24","1.13","2.53","23.66","18.05","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","680.97","1.16","0.0","0.0","1.43","1.16","1.66","16.86","1.66","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","680.97","1.14","0.0","0.0","2.0","1.14","2.28","2.25","2.25","0.0","0.0","0.03","24.3","491.66","245.83","491.63","467.36","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","680.97","1.14","0.0","0.0","2.17","1.14","2.47","0.01","0.01","0.0","0.0","2.49","24.3","491.66","245.83","489.17","467.36","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","680.97","1.14","0.0","0.0","1.49","1.14","1.71","0.09","0.09","0.0","0.0","4.1","24.3","491.66","245.83","487.56","467.36","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","680.97","1.16","0.0","0.0","1.56","1.16","1.81","2.52","2.52","0.0","0.0","3.39","24.3","491.66","245.83","488.27","467.36","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","680.97","1.14","0.0","0.0","1.94","1.14","2.22","10.13","5.6","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","680.97","1.17","0.0","0.0","1.23","1.17","1.44","5.53","1.44","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","680.97","1.12","0.0","0.0","2.53","1.12","2.83","16.17","2.83","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","680.97","1.11","0.0","0.0","3.04","1.11","3.37","0.0","0.0","0.0","0.0","3.37","24.3","491.66","245.83","488.29","467.36","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","680.97","0.93","0.0","0.0","3.13","0.93","2.9","0.0","0.0","0.0","0.0","6.27","24.3","491.66","245.83","485.39","467.36","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","680.97","0.79","0.0","0.0","3.15","0.79","2.5","0.0","0.0","0.0","0.0","8.77","24.3","491.66","245.83","482.89","467.36","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","680.97","0.7","0.0","0.0","3.12","0.7","2.2","0.0","0.0","0.0","0.0","10.97","24.3","491.66","245.83","480.7","467.36","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","680.97","0.64","0.0","0.0","3.12","0.64","2.0","0.0","0.0","0.0","0.0","12.97","24.3","491.66","245.83","478.7","467.36","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","680.97","0.6","0.0","0.0","2.58","0.6","1.55","0.0","0.0","0.0","0.0","14.51","24.3","491.66","245.83","477.15","467.36","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","680.97","0.57","0.0","0.0","2.43","0.57","1.38","1.04","1.04","0.0","0.0","14.86","24.3","491.66","245.83","476.8","467.36","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","680.97","0.53","0.0","0.0","3.06","0.53","1.63","0.84","0.84","0.0","0.0","15.65","24.3","491.66","245.83","476.01","467.36","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","680.97","0.5","0.0","0.0","3.41","0.5","1.71","0.0","0.0","0.0","0.0","17.36","24.3","491.66","245.83","474.3","467.36","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","680.97","0.48","0.0","0.0","3.28","0.48","1.56","0.0","0.0","0.0","0.0","18.92","24.3","491.66","245.83","472.74","467.36","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","680.97","0.45","0.0","0.0","3.68","0.45","1.66","0.0","0.0","0.0","0.0","20.58","24.3","491.66","245.83","471.08","467.36","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","680.97","0.43","0.0","0.0","4.3","0.43","1.83","0.0","0.0","0.0","0.0","22.41","24.3","491.66","245.83","469.25","467.36","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","680.97","0.41","0.0","0.0","3.59","0.41","1.46","0.0","0.0","0.0","0.0","23.88","24.3","491.66","245.83","467.78","467.36","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","680.97","0.39","0.0","0.0","3.48","0.39","1.37","0.0","0.0","0.0","0.0","25.24","24.3","491.66","245.83","466.42","467.36","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","680.97","0.38","0.0","0.0","3.78","0.38","1.43","0.01","0.01","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","680.97","0.37","0.0","0.0","3.59","0.37","1.31","0.0","0.0","0.0","0.0","25.61","24.3","491.66","245.83","466.05","467.36","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","680.97","0.35","0.0","0.0","3.81","0.35","1.34","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","680.97","0.34","0.0","0.0","3.73","0.34","1.28","0.0","0.0","0.0","0.0","25.58","24.3","491.66","245.83","466.08","467.36","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","680.97","0.33","0.0","0.0","3.81","0.33","1.27","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","680.97","0.32","0.0","0.0","4.13","0.32","1.33","0.0","0.0","0.0","0.0","25.63","24.3","491.66","245.83","466.03","467.36","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","680.97","0.31","0.0","0.0","4.33","0.31","1.35","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","680.97","0.3","0.0","0.0","5.51","0.3","1.66","0.0","0.0","0.0","0.0","25.96","24.3","491.66","245.83","465.7","467.36","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","680.97","0.29","0.0","0.0","4.85","0.29","1.42","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","680.97","0.28","0.0","0.0","4.26","0.28","1.21","0.0","0.0","0.0","0.0","25.51","24.3","491.66","245.83","466.15","467.36","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","680.97","0.28","0.0","0.0","3.38","0.28","0.95","0.01","0.01","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","680.97","1.16","0.0","0.0","1.55","1.16","1.79","8.15","8.15","0.0","0.0","17.94","24.3","491.66","245.83","473.72","467.36","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","680.97","1.14","0.0","0.0","2.05","1.14","2.33","30.23","20.28","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","680.97","1.12","0.0","0.0","3.17","1.12","3.54","0.88","0.88","0.0","0.0","2.66","24.3","491.66","245.83","489.0","467.36","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","680.97","0.94","0.0","0.0","3.22","0.94","3.03","0.0","0.0","0.0","0.0","5.69","24.3","491.66","245.83","485.97","467.36","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","680.97","0.76","0.0","0.0","4.22","0.76","3.22","0.0","0.0","0.0","0.0","8.91","24.3","491.66","245.83","482.75","467.36","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","680.97","0.66","0.0","0.0","4.17","0.66","2.75","1.61","1.61","0.0","0.0","10.06","24.3","491.66","245.83","481.6","467.36","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","680.97","0.57","0.55","0.0","5.48","0.57","3.12","0.0","0.0","0.0","0.0","13.18","111.82","491.66","245.83","478.48","379.84","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","680.97","0.51","0.56","0.0","5.16","0.56","2.88","0.0","0.0","0.0","0.0","16.06","111.82","491.66","245.83","475.6","379.84","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","680.97","0.47","0.57","0.0","4.85","0.57","2.75","0.0","0.0","0.0","0.0","18.81","111.82","491.66","245.83","472.85","379.84","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","680.97","0.44","0.58","0.0","5.18","0.58","2.98","0.0","0.0","0.0","0.0","21.8","111.82","491.66","245.83","469.86","379.84","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","680.97","0.41","0.58","0.0","4.94","0.58","2.89","0.0","0.0","0.0","0.0","24.68","111.82","491.66","245.83","466.98","379.84","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","680.97","0.39","0.59","0.0","5.19","0.59","3.08","0.0","0.0","0.0","0.0","27.76","111.82","491.66","245.83","463.9","379.84","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","680.97","0.37","0.6","0.0","3.95","0.6","2.38","0.0","0.0","0.0","0.0","30.14","111.82","491.66","245.83","461.52","379.84","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","680.97","0.36","0.61","0.0","2.76","0.61","1.68","0.01","0.01","0.0","0.0","31.81","111.82","491.66","245.83","459.85","379.84","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","680.97","1.06","0.62","0.0","4.11","1.06","4.34","5.94","5.94","0.0","0.0","30.21","111.82","491.66","245.83","461.45","379.84","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","680.97","0.9","0.63","0.0","4.63","0.9","4.16","0.0","0.0","0.0","0.0","34.37","111.82","491.66","245.83","457.29","379.84","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","680.97","0.7","0.64","0.0","5.42","0.7","3.8","0.0","0.0","0.0","0.0","38.18","111.82","491.66","245.83","453.48","379.84","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","680.97","0.61","0.64","0.0","4.78","0.64","3.08","0.0","0.0","0.0","0.0","41.26","111.82","491.66","245.83","450.4","379.84","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","680.97","0.56","0.65","0.0","3.73","0.65","2.44","0.04","0.04","0.0","0.0","43.66","111.82","491.66","245.83","448.0","379.84","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","680.97","0.5","0.66","0.0","5.66","0.66","3.75","3.4","3.4","0.0","0.0","44.0","111.82","491.66","245.83","447.66","379.84","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","680.97","0.46","0.67","0.0","5.01","0.67","3.36","0.0","0.0","0.0","0.0","47.36","111.82","491.66","245.83","444.3","379.84","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","680.97","0.41","0.68","0.0","7.32","0.68","4.97","0.0","0.0","0.0","0.0","52.34","111.82","491.66","245.83","439.32","379.84","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","680.97","0.38","0.69","0.0","5.79","0.69","3.98","0.0","0.0","0.0","0.0","56.32","111.82","491.66","245.83","435.34","379.84","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","680.97","0.36","0.7","0.0","5.39","0.7","3.75","0.0","0.0","0.0","0.0","60.07","111.82","491.66","245.83","431.59","379.84","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","680.97","0.35","0.71","0.0","4.47","0.71","3.15","0.0","0.0","0.0","0.0","63.23","111.82","491.66","245.83","428.43","379.84","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","680.97","0.34","0.71","0.0","4.71","0.71","3.36","0.0","0.0","0.0","0.0","66.59","111.82","491.66","245.83","425.07","379.84","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","680.97","0.33","0.72","0.0","2.67","0.72","1.93","0.0","0.0","0.0","0.0","68.52","111.82","491.66","245.83","423.14","379.84","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","680.97","0.33","0.73","0.0","1.97","0.73","1.44","0.26","0.26","0.0","0.0","69.7","111.82","491.66","245.83","421.96","379.84","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","680.97","1.13","0.74","0.0","2.2","1.13","2.49","7.17","7.17","0.0","0.0","65.02","111.82","491.66","245.83","426.64","379.84","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","680.97","1.11","0.75","0.0","3.41","1.11","3.78","0.77","0.77","0.0","0.0","68.03","111.82","491.66","245.83","423.64","379.84","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","680.97","0.84","0.76","0.0","4.7","0.84","3.96","0.0","0.0","0.0","0.0","71.98","111.82","491.66","245.83","419.68","379.84","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","680.97","0.67","0.77","0.0","5.58","0.77","4.27","0.0","0.0","0.0","0.0","76.26","111.82","491.66","245.83","415.4","379.84","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","680.97","0.57","0.77","0.0","5.92","0.77","4.58","0.0","0.0","0.0","0.0","80.84","111.82","491.66","245.83","410.82","379.84","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","680.97","0.5","0.78","0.0","6.04","0.78","4.73","0.0","0.0","0.0","0.0","85.57","111.82","491.66","245.83","406.09","379.84","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","680.97","0.46","0.79","0.0","5.58","0.79","4.42","0.0","0.0","0.0","0.0","89.98","111.82","491.66","245.83","401.68","379.84","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","680.97","0.42","0.8","0.0","5.14","0.8","4.11","0.0","0.0","0.0","0.0","94.1","111.82","491.66","245.83","397.57","379.84","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","680.97","0.4","0.81","0.0","5.58","0.81","4.51","0.0","0.0","0.0","0.0","98.61","111.82","491.66","245.83","393.05","379.84","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","680.97","0.37","0.82","0.0","6.65","0.82","5.43","0.0","0.0","0.0","0.0","104.04","111.82","491.66","245.83","387.62","379.84","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","680.97","0.34","0.83","0.0","7.63","0.83","6.3","0.0","0.0","0.0","0.0","110.34","111.82","491.66","245.83","381.32","379.84","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","680.97","0.32","0.83","0.0","7.1","0.83","5.92","0.0","0.0","0.0","0.0","0.0","111.82","491.66","245.83","491.66","379.84","116.27","","","","","","",""
"2016.0","5.0","19.0","140.0","680.97","0.31","0.84","0.0","6.31","0.84","5.32","0.0","0.0","0.0","0.0","5.32","111.82","491.66","245.83","486.34","379.84","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","680.97","0.3","0.85","0.0","5.02","0.85","4.28","0.0","0.0","0.0","0.0","9.6","111.82","491.66","245.83","482.06","379.84","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","680.97","0.29","0.86","0.0","3.47","0.86","2.99","0.0","0.0","0.0","0.0","12.58","111.82","491.66","245.83","479.08","379.84","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","680.97","0.28","0.87","0.0","4.27","0.87","3.71","1.71","1.71","0.0","0.0","14.58","111.82","491.66","245.83","477.08","379.84","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","680.97","0.28","0.88","0.0","4.87","0.88","4.27","0.0","0.0","0.0","0.0","18.86","111.82","491.66","245.83","472.8","379.84","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","680.97","0.27","0.89","0.0","4.92","0.89","4.36","0.0","0.0","0.0","0.0","23.22","111.82","491.66","245.83","468.44","379.84","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","680.97","0.26","0.89","0.0","5.35","0.89","4.79","0.0","0.0","0.0","0.0","28.0","111.82","491.66","245.83","463.66","379.84","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","680.97","0.25","0.9","0.0","5.71","0.9","5.16","0.0","0.0","0.0","0.0","33.16","111.82","491.66","245.83","458.5","379.84","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","680.97","0.25","0.91","0.0","6.09","0.91","5.55","0.0","0.0","0.0","0.0","38.72","111.82","491.66","245.83","452.94","379.84","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","680.97","0.24","0.92","0.0","6.94","0.92","6.39","0.0","0.0","0.0","0.0","45.11","111.82","491.66","245.83","446.55","379.84","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","680.97","0.23","0.93","0.0","6.63","0.93","6.16","0.0","0.0","0.0","0.0","51.27","111.82","491.66","245.83","440.39","379.84","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","680.97","0.23","0.94","0.0","6.85","0.94","6.42","0.0","0.0","0.0","0.0","57.69","111.82","491.66","245.83","433.97","379.84","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","680.97","0.22","0.95","0.0","7.16","0.95","6.78","0.0","0.0","0.0","0.0","64.47","111.82","491.66","245.83","427.19","379.84","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","680.97","0.21","0.96","0.0","7.16","0.96","6.84","0.0","0.0","0.0","0.0","71.31","111.82","491.66","245.83","420.35","379.84","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","680.97","0.21","0.96","0.0","7.01","0.96","6.76","0.0","0.0","0.0","0.0","78.06","111.82","491.66","245.83","413.6","379.84","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","680.97","0.2","0.97","0.0","7.38","0.97","7.18","0.0","0.0","0.0","0.0","85.24","111.82","491.66","245.83","406.42","379.84","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","680.97","0.2","0.98","0.0","5.17","0.98","5.07","0.0","0.0","0.0","0.0","90.31","111.82","491.66","245.83","401.35","379.84","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","680.97","0.2","0.99","0.0","7.76","0.99","7.68","0.0","0.0","0.0","0.0","97.99","111.82","491.66","245.83","393.67","379.84","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","680.97","0.19","1.0","0.0","7.24","1.0","7.23","0.0","0.0","0.0","0.0","105.22","111.82","491.66","245.83","386.44","379.84","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","680.97","0.19","1.01","0.0","6.94","1.01","6.99","0.0","0.0","0.0","0.0","0.0","111.82","491.66","245.83","491.66","379.84","112.21","","","","","","",""
"2016.0","6.0","8.0","160.0","680.97","0.19","1.02","0.0","6.51","1.02","6.61","0.0","0.0","0.0","0.0","6.61","111.82","491.66","245.83","485.05","379.84","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","680.97","0.18","1.02","0.0","6.32","1.02","6.47","0.0","0.0","0.0","0.0","13.08","111.82","491.66","245.83","478.58","379.84","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","680.97","0.18","1.03","0.0","6.71","1.03","6.93","0.0","0.0","0.0","0.0","20.01","111.82","491.66","245.83","471.65","379.84","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","680.97","0.18","1.04","0.0","6.85","1.04","7.13","0.0","0.0","0.0","0.0","27.15","111.82","491.66","245.83","464.51","379.84","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","680.97","0.17","1.05","0.0","6.87","1.05","7.21","0.0","0.0","0.0","0.0","34.36","111.82","491.66","245.83","457.3","379.84","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","680.97","0.17","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","41.28","111.82","491.66","245.83","450.38","379.84","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","680.97","0.17","1.05","0.0","6.48","1.05","6.8","0.0","0.0","0.0","0.0","48.08","111.82","491.66","245.83","443.58","379.84","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","680.97","0.17","1.05","0.0","5.54","1.05","5.82","0.0","0.0","0.0","0.0","53.9","111.82","491.66","245.83","437.76","379.84","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","680.97","0.16","1.05","0.0","5.48","1.05","5.75","0.0","0.0","0.0","0.0","59.65","111.82","491.66","245.83","432.01","379.84","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","680.97","0.16","1.05","0.0","5.34","1.05","5.61","0.0","0.0","0.0","0.0","65.26","111.82","491.66","245.83","426.4","379.84","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","680.97","0.16","1.05","0.0","6.31","1.05","6.63","0.0","0.0","0.0","0.0","71.89","111.82","491.66","245.83","419.77","379.84","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","680.97","0.16","1.05","0.0","6.96","1.05","7.31","0.0","0.0","0.0","0.0","79.2","111.82","491.66","245.83","412.46","379.84","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","680.97","0.16","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","87.14","111.82","491.66","245.83","404.52","379.84","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","680.97","0.15","1.05","0.0","7.92","1.05","8.32","0.0","0.0","0.0","0.0","95.46","111.82","491.66","245.83","396.2","379.84","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","680.97","0.15","1.05","0.0","7.86","1.05","8.25","0.0","0.0","0.0","0.0","103.71","111.82","491.66","245.83","387.95","379.84","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","680.97","0.15","1.05","0.0","7.8","1.05","8.19","0.0","0.0","0.0","0.0","0.0","111.82","491.66","245.83","491.66","379.84","111.9","","","","","","",""
"2016.0","6.0","24.0","176.0","680.97","0.15","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","7.4","111.82","491.66","245.83","484.26","379.84","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","680.97","0.15","1.05","0.0","7.82","1.05","8.21","0.0","0.0","0.0","0.0","15.61","111.82","491.66","245.83","476.05","379.84","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","680.97","0.14","1.05","0.0","7.71","1.05","8.1","0.0","0.0","0.0","0.0","23.71","111.82","491.66","245.83","467.95","379.84","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","680.97","0.14","1.05","0.0","8.18","1.05","8.59","0.0","0.0","0.0","0.0","32.3","111.82","491.66","245.83","459.36","379.84","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","680.97","0.14","1.05","0.0","8.09","1.05","8.49","0.0","0.0","0.0","0.0","40.79","111.82","491.66","245.83","450.87","379.84","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","680.97","0.14","1.05","0.0","7.45","1.05","7.82","0.0","0.0","0.0","0.0","48.61","111.82","491.66","245.83","443.05","379.84","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","680.97","0.14","1.05","0.0","7.3","1.05","7.66","0.0","0.0","0.0","0.0","56.28","111.82","491.66","245.83","435.38","379.84","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","680.97","0.14","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","63.87","111.82","491.66","245.83","427.79","379.84","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","680.97","0.13","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","71.41","111.82","491.66","245.83","420.25","379.84","0.0","","","","","","",""
