" Daily soil water balance output for Pistachios in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Pistachio in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","1.33","0.54","0.0","0.0","2.35","0.54","1.26","0.0","0.0","0.0","0.0","20.54","24.75","494.54","247.27","474.0","469.79","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","1.33","0.51","0.0","0.0","3.22","0.51","1.63","0.0","0.0","0.0","0.0","22.16","24.75","494.54","247.27","472.37","469.79","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","1.33","0.48","0.0","0.0","2.64","0.48","1.28","0.0","0.0","0.0","0.0","23.44","24.75","494.54","247.27","471.09","469.79","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","1.33","0.47","0.0","0.0","2.1","0.47","0.99","0.0","0.0","0.0","0.0","24.43","24.75","494.54","247.27","470.11","469.79","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","1.33","0.45","0.0","0.0","2.65","0.45","1.2","0.0","0.0","0.0","0.0","25.63","24.75","494.54","247.27","468.91","469.79","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","1.33","1.15","0.0","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","11.96","24.75","494.54","247.27","482.58","469.79","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","1.33","1.16","0.0","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","10.03","24.75","494.54","247.27","484.51","469.79","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","1.33","1.15","0.0","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","11.87","24.75","494.54","247.27","482.67","469.79","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","1.33","1.15","0.0","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","14.12","24.75","494.54","247.27","480.41","469.79","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","1.33","0.98","0.0","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","16.82","24.75","494.54","247.27","477.72","469.79","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","1.33","0.86","0.0","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","18.86","24.75","494.54","247.27","475.68","469.79","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","1.33","0.78","0.0","0.0","2.23","0.78","1.73","0.0","0.0","0.0","0.0","20.59","24.75","494.54","247.27","473.94","469.79","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","1.33","0.71","0.0","0.0","2.35","0.71","1.68","0.0","0.0","0.0","0.0","22.27","24.75","494.54","247.27","472.27","469.79","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","1.33","0.66","0.0","0.0","2.38","0.66","1.58","0.0","0.0","0.0","0.0","23.85","24.75","494.54","247.27","470.69","469.79","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","1.33","0.63","0.0","0.0","2.08","0.63","1.3","0.0","0.0","0.0","0.0","25.15","24.75","494.54","247.27","469.39","469.79","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","1.33","0.6","0.0","0.0","2.1","0.6","1.25","0.0","0.0","0.0","0.0","24.75","24.75","494.54","247.27","469.79","469.79","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","1.33","0.56","0.0","0.0","2.69","0.56","1.51","0.0","0.0","0.0","0.0","26.26","24.75","494.54","247.27","468.28","469.79","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","1.33","0.53","0.0","0.0","3.02","0.53","1.6","0.0","0.0","0.0","0.0","24.75","24.75","494.54","247.27","469.79","469.79","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","1.33","0.5","0.0","0.0","2.66","0.5","1.34","0.0","0.0","0.0","0.0","26.09","24.75","494.54","247.27","468.45","469.79","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","1.33","0.49","0.0","0.0","1.77","0.49","0.87","0.0","0.0","0.0","0.0","24.75","24.75","494.54","247.27","469.79","469.79","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","1.33","0.48","0.0","0.0","1.55","0.48","0.74","0.14","0.14","0.0","0.0","25.35","24.75","494.54","247.27","469.19","469.79","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","1.33","1.17","0.0","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","9.15","24.75","494.54","247.27","485.39","469.79","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","1.33","1.13","0.0","0.0","2.17","1.13","2.46","38.99","11.61","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","1.33","1.16","0.0","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","1.33","1.15","0.0","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","1.33","1.15","0.0","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","24.75","494.54","247.27","492.4","469.79","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","1.33","1.15","0.0","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","24.75","494.54","247.27","490.81","469.79","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","1.33","1.16","0.0","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","1.33","1.16","0.0","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","1.33","1.17","0.0","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","1.33","1.12","0.0","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","24.75","494.54","247.27","494.54","469.79","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","1.33","1.11","0.0","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","24.75","494.54","247.27","491.14","469.79","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","1.33","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","24.75","494.54","247.27","488.26","469.79","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","1.33","0.79","0.0","0.0","3.16","0.79","2.5","0.0","0.0","0.0","0.0","8.78","24.75","494.54","247.27","485.76","469.79","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","1.33","0.7","0.0","0.0","3.19","0.7","2.24","0.0","0.0","0.0","0.0","11.02","24.75","494.54","247.27","483.52","469.79","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","1.33","0.64","0.0","0.0","3.17","0.64","2.02","0.0","0.0","0.0","0.0","13.04","24.75","494.54","247.27","481.5","469.79","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","1.33","0.6","0.8","0.0","2.2","0.8","1.76","0.0","0.0","0.0","0.0","14.8","115.76","494.54","247.27","479.74","378.78","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","1.33","0.57","0.8","0.0","2.32","0.8","1.86","1.54","1.54","0.0","0.0","15.12","115.76","494.54","247.27","479.42","378.78","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","1.33","0.54","0.8","0.0","2.92","0.8","2.34","1.83","1.83","0.0","0.0","15.63","115.76","494.54","247.27","478.9","378.78","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","1.33","0.51","0.8","0.0","3.36","0.8","2.7","0.0","0.0","0.0","0.0","18.34","115.76","494.54","247.27","476.2","378.78","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","1.33","0.48","0.81","0.0","3.2","0.81","2.58","0.0","0.0","0.0","0.0","20.91","115.76","494.54","247.27","473.62","378.78","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","1.33","0.45","0.81","0.0","3.71","0.81","2.99","0.0","0.0","0.0","0.0","23.91","115.76","494.54","247.27","470.63","378.78","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","1.33","0.43","0.81","0.0","4.47","0.81","3.61","0.0","0.0","0.0","0.0","27.52","115.76","494.54","247.27","467.02","378.78","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","1.33","0.41","0.81","0.0","3.43","0.81","2.78","0.0","0.0","0.0","0.0","30.3","115.76","494.54","247.27","464.24","378.78","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","1.33","0.39","0.81","0.0","3.53","0.81","2.86","0.0","0.0","0.0","0.0","33.16","115.76","494.54","247.27","461.38","378.78","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","1.33","0.38","0.81","0.0","3.82","0.81","3.1","0.0","0.0","0.0","0.0","36.26","115.76","494.54","247.27","458.28","378.78","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","1.33","0.37","0.81","0.0","3.64","0.81","2.96","0.0","0.0","0.0","0.0","39.22","115.76","494.54","247.27","455.32","378.78","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","1.33","0.35","0.81","0.0","3.78","0.81","3.08","0.0","0.0","0.0","0.0","42.3","115.76","494.54","247.27","452.24","378.78","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","1.33","0.34","0.82","0.0","3.67","0.82","3.0","0.0","0.0","0.0","0.0","45.3","115.76","494.54","247.27","449.24","378.78","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","1.33","0.33","0.82","0.0","3.74","0.82","3.06","0.0","0.0","0.0","0.0","48.35","115.76","494.54","247.27","446.18","378.78","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","1.33","0.32","0.82","0.0","4.08","0.82","3.34","0.0","0.0","0.0","0.0","51.7","115.76","494.54","247.27","442.84","378.78","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","1.33","0.31","0.82","0.0","4.22","0.82","3.46","0.0","0.0","0.0","0.0","55.16","115.76","494.54","247.27","439.38","378.78","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","1.33","0.3","0.82","0.0","5.72","0.82","4.7","0.0","0.0","0.0","0.0","59.86","115.76","494.54","247.27","434.68","378.78","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","1.33","0.29","0.82","0.0","4.95","0.82","4.07","0.0","0.0","0.0","0.0","63.93","115.76","494.54","247.27","430.61","378.78","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","1.33","0.29","0.82","0.0","4.34","0.82","3.58","0.0","0.0","0.0","0.0","67.51","115.76","494.54","247.27","427.03","378.78","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","1.33","0.28","0.83","0.0","3.63","0.83","3.0","0.0","0.0","0.0","0.0","70.51","115.76","494.54","247.27","424.03","378.78","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","1.33","0.28","0.83","0.0","1.42","0.83","1.17","1.32","1.32","0.0","0.0","70.36","115.76","494.54","247.27","424.18","378.78","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","1.33","1.13","0.83","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","63.56","115.76","494.54","247.27","430.98","378.78","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","1.33","1.11","0.83","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","66.82","115.76","494.54","247.27","427.71","378.78","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","1.33","0.9","0.83","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","70.06","115.76","494.54","247.27","424.47","378.78","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","1.33","0.74","0.83","0.0","4.28","0.83","3.56","0.0","0.0","0.0","0.0","73.63","115.76","494.54","247.27","420.91","378.78","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","1.33","0.65","0.83","0.0","4.01","0.83","3.34","0.67","0.67","0.0","0.0","76.3","115.76","494.54","247.27","418.24","378.78","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","1.33","0.56","0.84","0.0","5.41","0.84","4.52","0.0","0.0","0.0","0.0","80.82","115.76","494.54","247.27","413.72","378.78","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","1.33","0.5","0.84","0.0","5.5","0.84","4.6","0.0","0.0","0.0","0.0","85.42","115.76","494.54","247.27","409.12","378.78","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","1.33","0.46","0.84","0.0","4.75","0.84","3.98","0.0","0.0","0.0","0.0","89.4","115.76","494.54","247.27","405.14","378.78","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","1.33","0.43","0.84","0.0","5.12","0.84","4.3","0.0","0.0","0.0","0.0","93.7","115.76","494.54","247.27","400.84","378.78","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","1.33","0.4","0.84","0.0","5.07","0.84","4.26","0.0","0.0","0.0","0.0","97.96","115.76","494.54","247.27","396.58","378.78","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","1.33","0.38","0.84","0.0","5.26","0.84","4.43","0.0","0.0","0.0","0.0","102.39","115.76","494.54","247.27","392.15","378.78","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","1.33","0.37","0.84","0.0","3.95","0.84","3.33","0.0","0.0","0.0","0.0","105.72","115.76","494.54","247.27","388.82","378.78","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","1.33","0.36","0.84","0.0","2.78","0.84","2.35","0.28","0.28","0.0","0.0","107.78","115.76","494.54","247.27","386.75","378.78","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","1.33","1.06","0.85","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","105.9","115.76","494.54","247.27","388.64","378.78","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","1.33","0.92","0.85","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","109.98","115.76","494.54","247.27","384.56","378.78","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","1.33","0.71","0.85","0.0","5.39","0.85","4.57","0.0","0.0","0.0","0.0","114.55","115.76","494.54","247.27","379.99","378.78","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","1.33","0.62","0.85","0.0","4.58","0.85","3.89","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","118.44","","","","","","",""
"2016.0","4.0","27.0","118.0","1.33","0.57","0.85","0.0","3.62","0.85","3.08","0.0","0.0","0.0","0.0","3.08","115.76","494.54","247.27","491.46","378.78","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","1.33","0.5","0.85","0.0","5.82","0.85","4.96","4.55","4.55","0.0","0.0","3.49","115.76","494.54","247.27","491.04","378.78","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","1.33","0.46","0.85","0.0","5.17","0.85","4.42","0.0","0.0","0.0","0.0","7.91","115.76","494.54","247.27","486.63","378.78","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","1.33","0.41","0.86","0.0","7.43","0.86","6.36","0.03","0.03","0.0","0.0","14.24","115.76","494.54","247.27","480.3","378.78","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","1.33","0.38","0.86","0.0","5.97","0.86","5.11","0.0","0.0","0.0","0.0","19.35","115.76","494.54","247.27","475.19","378.78","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","1.33","0.36","0.86","0.0","5.45","0.86","4.68","0.0","0.0","0.0","0.0","24.03","115.76","494.54","247.27","470.51","378.78","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","1.33","0.35","0.86","0.0","4.6","0.86","3.95","0.0","0.0","0.0","0.0","27.98","115.76","494.54","247.27","466.56","378.78","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","1.33","0.33","0.86","0.0","4.92","0.86","4.24","0.0","0.0","0.0","0.0","32.22","115.76","494.54","247.27","462.32","378.78","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","1.33","0.33","0.86","0.0","2.31","0.86","1.99","0.16","0.16","0.0","0.0","34.05","115.76","494.54","247.27","460.49","378.78","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","1.33","0.33","0.86","0.0","2.18","0.86","1.88","1.17","1.17","0.0","0.0","34.76","115.76","494.54","247.27","459.78","378.78","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","1.33","0.32","0.86","0.0","2.15","0.86","1.86","1.04","1.04","0.0","0.0","35.58","115.76","494.54","247.27","458.96","378.78","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","1.33","0.31","0.87","0.0","3.26","0.87","2.82","1.91","1.91","0.0","0.0","36.49","115.76","494.54","247.27","458.04","378.78","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","1.33","0.3","0.87","0.0","4.71","0.87","4.09","0.0","0.0","0.0","0.0","40.58","115.76","494.54","247.27","453.96","378.78","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","1.33","0.29","0.87","0.0","5.78","0.87","5.02","0.0","0.0","0.0","0.0","45.6","115.76","494.54","247.27","448.94","378.78","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","1.33","0.28","0.87","0.0","6.12","0.87","5.33","0.0","0.0","0.0","0.0","50.93","115.76","494.54","247.27","443.61","378.78","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","1.33","0.27","0.87","0.0","6.17","0.87","5.38","0.0","0.0","0.0","0.0","56.31","115.76","494.54","247.27","438.23","378.78","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","1.33","0.26","0.87","0.0","5.78","0.87","5.05","0.0","0.0","0.0","0.0","61.35","115.76","494.54","247.27","433.19","378.78","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","1.33","0.26","0.87","0.0","5.15","0.87","4.5","0.0","0.0","0.0","0.0","65.85","115.76","494.54","247.27","428.68","378.78","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","1.33","0.25","0.88","0.0","5.59","0.88","4.9","0.0","0.0","0.0","0.0","70.75","115.76","494.54","247.27","423.79","378.78","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","1.33","0.24","0.88","0.0","6.64","0.88","5.82","0.0","0.0","0.0","0.0","76.57","115.76","494.54","247.27","417.97","378.78","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","1.33","0.23","0.88","0.0","7.82","0.88","6.87","0.0","0.0","0.0","0.0","83.44","115.76","494.54","247.27","411.1","378.78","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","1.33","0.23","0.88","0.0","7.09","0.88","6.24","0.0","0.0","0.0","0.0","89.68","115.76","494.54","247.27","404.86","378.78","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","1.33","0.22","0.88","0.0","6.34","0.88","5.59","0.0","0.0","0.0","0.0","95.27","115.76","494.54","247.27","399.27","378.78","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","1.33","0.22","0.88","0.0","4.71","0.88","4.16","0.0","0.0","0.0","0.0","99.42","115.76","494.54","247.27","395.12","378.78","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","1.33","0.22","0.88","0.0","4.08","0.88","3.61","3.3","3.3","0.0","0.0","99.73","115.76","494.54","247.27","394.81","378.78","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","1.33","0.21","0.89","0.0","4.38","0.89","3.88","0.7","0.7","0.0","0.0","102.9","115.76","494.54","247.27","391.63","378.78","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","1.33","0.21","0.89","0.0","4.66","0.89","4.13","0.0","0.0","0.0","0.0","107.04","115.76","494.54","247.27","387.5","378.78","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","1.33","0.21","0.89","0.0","4.86","0.89","4.31","0.0","0.0","0.0","0.0","111.35","115.76","494.54","247.27","383.19","378.78","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","1.33","0.2","0.89","0.0","5.33","0.89","4.74","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","116.09","","","","","","",""
"2016.0","5.0","26.0","147.0","1.33","0.2","0.89","0.0","5.8","0.89","5.17","0.0","0.0","0.0","0.0","5.17","115.76","494.54","247.27","489.37","378.78","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","1.33","0.2","0.89","0.0","6.09","0.89","5.43","0.0","0.0","0.0","0.0","10.6","115.76","494.54","247.27","483.94","378.78","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","1.33","0.19","0.89","0.0","7.02","0.89","6.27","0.0","0.0","0.0","0.0","16.87","115.76","494.54","247.27","477.67","378.78","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","1.33","0.19","0.89","0.0","6.61","0.89","5.91","0.0","0.0","0.0","0.0","22.78","115.76","494.54","247.27","471.76","378.78","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","1.33","0.19","0.9","0.0","6.86","0.9","6.15","0.0","0.0","0.0","0.0","28.93","115.76","494.54","247.27","465.61","378.78","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","1.33","0.18","0.9","0.0","7.19","0.9","6.45","0.0","0.0","0.0","0.0","35.38","115.76","494.54","247.27","459.16","378.78","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","1.33","0.18","0.9","0.0","7.38","0.9","6.63","0.0","0.0","0.0","0.0","42.01","115.76","494.54","247.27","452.53","378.78","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","1.33","0.18","0.9","0.0","6.92","0.9","6.23","0.0","0.0","0.0","0.0","48.24","115.76","494.54","247.27","446.3","378.78","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","1.33","0.17","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","54.91","115.76","494.54","247.27","439.63","378.78","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","1.33","0.17","0.9","0.0","4.7","0.9","4.23","0.0","0.0","0.0","0.0","59.14","115.76","494.54","247.27","435.4","378.78","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","1.33","0.17","0.9","0.0","7.65","0.9","6.88","0.0","0.0","0.0","0.0","66.02","115.76","494.54","247.27","428.52","378.78","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","1.33","0.17","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","72.61","115.76","494.54","247.27","421.93","378.78","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","1.33","0.16","0.9","0.0","6.88","0.9","6.19","0.0","0.0","0.0","0.0","78.8","115.76","494.54","247.27","415.74","378.78","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","1.33","0.16","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","84.8","115.76","494.54","247.27","409.74","378.78","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","1.33","0.16","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","90.49","115.76","494.54","247.27","404.04","378.78","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","1.33","0.16","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","96.46","115.76","494.54","247.27","398.08","378.78","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","1.33","0.15","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","102.7","115.76","494.54","247.27","391.84","378.78","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","1.33","0.15","0.9","0.0","7.07","0.9","6.36","0.0","0.0","0.0","0.0","109.06","115.76","494.54","247.27","385.48","378.78","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","1.33","0.15","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","115.13","115.76","494.54","247.27","379.41","378.78","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","1.33","0.15","0.9","0.0","6.25","0.9","5.62","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","120.75","","","","","","",""
"2016.0","6.0","15.0","167.0","1.33","0.15","0.9","0.0","5.13","0.9","4.62","0.0","0.0","0.0","0.0","4.62","115.76","494.54","247.27","489.92","378.78","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","1.33","0.15","0.9","0.0","5.19","0.9","4.67","0.0","0.0","0.0","0.0","9.29","115.76","494.54","247.27","485.25","378.78","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","1.33","0.15","0.9","0.0","4.72","0.9","4.25","0.0","0.0","0.0","0.0","13.54","115.76","494.54","247.27","481.0","378.78","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","1.33","0.14","0.9","0.0","6.09","0.9","5.48","0.0","0.0","0.0","0.0","19.02","115.76","494.54","247.27","475.52","378.78","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","1.33","0.14","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","25.11","115.76","494.54","247.27","469.43","378.78","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","1.33","0.14","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","31.74","115.76","494.54","247.27","462.8","378.78","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","1.33","0.14","0.9","0.0","7.68","0.9","6.91","0.0","0.0","0.0","0.0","38.66","115.76","494.54","247.27","455.88","378.78","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","1.33","0.14","0.9","0.0","7.83","0.9","7.05","0.0","0.0","0.0","0.0","45.7","115.76","494.54","247.27","448.84","378.78","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","1.33","0.14","0.9","0.0","7.67","0.9","6.9","0.0","0.0","0.0","0.0","52.6","115.76","494.54","247.27","441.93","378.78","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","1.33","0.13","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","58.9","115.76","494.54","247.27","435.63","378.78","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","1.33","0.13","0.9","0.0","7.78","0.9","7.0","0.0","0.0","0.0","0.0","65.91","115.76","494.54","247.27","428.63","378.78","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","1.33","0.13","0.9","0.0","7.64","0.9","6.88","0.0","0.0","0.0","0.0","72.78","115.76","494.54","247.27","421.76","378.78","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","1.33","0.13","0.9","0.0","8.07","0.9","7.26","0.0","0.0","0.0","0.0","80.05","115.76","494.54","247.27","414.49","378.78","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","1.33","0.13","0.9","0.0","8.11","0.9","7.3","0.0","0.0","0.0","0.0","87.34","115.76","494.54","247.27","407.19","378.78","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","1.33","0.13","0.9","0.0","7.53","0.9","6.78","0.0","0.0","0.0","0.0","94.12","115.76","494.54","247.27","400.42","378.78","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","1.33","0.13","0.9","0.0","7.46","0.9","6.71","0.0","0.0","0.0","0.0","100.84","115.76","494.54","247.27","393.7","378.78","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","1.33","0.13","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","107.47","115.76","494.54","247.27","387.07","378.78","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1.33","0.12","0.9","0.0","7.33","0.9","6.6","0.0","0.0","0.0","0.0","114.07","115.76","494.54","247.27","380.47","378.78","0.0","","","","","","",""
