" Daily soil water balance output for Cucurbits in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Cucurbits in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","300.9","0.55","0.0","0.0","2.25","0.55","1.25","0.0","0.0","0.0","0.0","20.01","25.5","336.8","168.4","316.8","311.3","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","300.9","0.52","0.0","0.0","2.94","0.52","1.54","0.0","0.0","0.0","0.0","21.54","25.5","336.8","168.4","315.26","311.3","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","300.9","0.5","0.0","0.0","2.45","0.5","1.23","0.0","0.0","0.0","0.0","22.77","25.5","336.8","168.4","314.03","311.3","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","300.9","0.49","0.0","0.0","2.13","0.49","1.03","0.0","0.0","0.0","0.0","23.81","25.5","336.8","168.4","313.0","311.3","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","300.9","1.11","0.0","0.0","2.73","1.11","3.03","2.71","2.71","0.0","0.0","24.13","25.5","336.8","168.4","312.67","311.3","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","300.9","1.14","0.0","0.0","1.95","1.14","2.23","9.85","9.85","0.0","0.0","16.51","25.5","336.8","168.4","320.3","311.3","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","300.9","1.15","0.0","0.0","1.71","1.15","1.96","1.24","1.24","0.0","0.0","17.23","25.5","336.8","168.4","319.58","311.3","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","300.9","1.15","0.0","0.0","1.78","1.15","2.04","0.01","0.01","0.0","0.0","19.26","25.5","336.8","168.4","317.54","311.3","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","300.9","1.02","0.0","0.0","1.99","1.02","2.03","0.0","0.0","0.0","0.0","21.29","25.5","336.8","168.4","315.51","311.3","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","300.9","0.88","0.0","0.0","2.61","0.88","2.29","0.0","0.0","0.0","0.0","23.58","25.5","336.8","168.4","313.23","311.3","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","300.9","0.78","0.0","0.0","2.48","0.78","1.94","0.0","0.0","0.0","0.0","25.52","25.5","336.8","168.4","311.28","311.3","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","300.9","0.72","0.0","0.0","2.24","0.72","1.62","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","300.9","0.67","0.0","0.0","2.36","0.67","1.58","0.0","0.0","0.0","0.0","27.08","25.5","336.8","168.4","309.72","311.3","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","300.9","0.63","0.0","0.0","2.33","0.63","1.46","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","300.9","0.59","0.0","0.0","2.37","0.59","1.4","0.0","0.0","0.0","0.0","26.9","25.5","336.8","168.4","309.9","311.3","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","300.9","0.57","0.0","0.0","2.04","0.57","1.16","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","300.9","0.54","0.0","0.0","2.61","0.54","1.4","0.0","0.0","0.0","0.0","26.9","25.5","336.8","168.4","309.9","311.3","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","300.9","0.51","0.0","0.0","2.95","0.51","1.5","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","300.9","0.49","0.0","0.0","2.56","0.49","1.25","0.0","0.0","0.0","0.0","26.75","25.5","336.8","168.4","310.05","311.3","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","300.9","0.47","0.0","0.0","1.87","0.47","0.89","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","300.9","0.47","0.0","0.0","1.5","0.47","0.7","1.71","1.71","0.0","0.0","24.49","25.5","336.8","168.4","312.32","311.3","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","300.9","1.17","0.0","0.0","1.33","1.17","1.55","14.14","14.14","0.0","0.0","11.9","25.5","336.8","168.4","324.9","311.3","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","300.9","1.13","0.0","0.0","2.26","1.13","2.55","20.66","14.45","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","300.9","1.16","0.0","0.0","1.53","1.16","1.77","13.1","1.77","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","300.9","1.15","0.0","0.0","1.93","1.15","2.22","1.46","1.46","0.0","0.0","0.76","25.5","336.8","168.4","336.04","311.3","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","300.9","1.15","0.0","0.0","1.98","1.15","2.27","0.57","0.57","0.0","0.0","2.46","25.5","336.8","168.4","334.34","311.3","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","300.9","1.16","0.0","0.0","1.59","1.16","1.84","2.01","2.01","0.0","0.0","2.29","25.5","336.8","168.4","334.51","311.3","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","300.9","1.16","0.0","0.0","1.54","1.16","1.78","5.1","4.08","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","300.9","1.15","0.0","0.0","1.8","1.15","2.07","7.19","2.07","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","300.9","1.17","0.0","0.0","1.19","1.17","1.4","12.32","1.4","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","300.9","1.12","0.0","0.0","2.52","1.12","2.82","10.8","2.82","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","300.9","1.11","0.0","0.0","2.99","1.11","3.32","0.0","0.0","0.0","0.0","3.32","25.5","336.8","168.4","333.49","311.3","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","300.9","0.93","0.0","0.0","3.1","0.93","2.89","0.0","0.0","0.0","0.0","6.21","25.5","336.8","168.4","330.6","311.3","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","300.9","0.8","0.0","0.0","3.14","0.8","2.5","0.0","0.0","0.0","0.0","8.71","25.5","336.8","168.4","328.1","311.3","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","300.9","0.71","0.0","0.0","3.04","0.71","2.16","0.0","0.0","0.0","0.0","10.86","25.5","336.8","168.4","325.94","311.3","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","300.9","0.65","0.0","0.0","2.97","0.65","1.92","0.0","0.0","0.0","0.0","12.79","25.5","336.8","168.4","324.02","311.3","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","300.9","0.61","0.0","0.0","2.33","0.61","1.42","0.03","0.03","0.0","0.0","14.18","25.5","336.8","168.4","322.63","311.3","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","300.9","0.58","0.0","0.0","2.37","0.58","1.37","1.23","1.23","0.0","0.0","14.32","25.5","336.8","168.4","322.49","311.3","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","300.9","0.54","0.0","0.0","3.0","0.54","1.63","0.94","0.94","0.0","0.0","15.0","25.5","336.8","168.4","321.8","311.3","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","300.9","0.51","0.0","0.0","3.33","0.51","1.7","0.0","0.0","0.0","0.0","16.7","25.5","336.8","168.4","320.11","311.3","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","300.9","0.48","0.0","0.0","3.19","0.48","1.54","0.0","0.0","0.0","0.0","18.24","25.5","336.8","168.4","318.56","311.3","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","300.9","0.46","0.0","0.0","3.61","0.46","1.65","0.0","0.0","0.0","0.0","19.89","25.5","336.8","168.4","316.91","311.3","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","300.9","0.43","0.0","0.0","4.2","0.43","1.81","0.0","0.0","0.0","0.0","21.7","25.5","336.8","168.4","315.1","311.3","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","300.9","0.41","0.0","0.0","3.51","0.41","1.45","0.0","0.0","0.0","0.0","23.16","25.5","336.8","168.4","313.65","311.3","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","300.9","0.4","0.0","0.0","3.52","0.4","1.4","0.0","0.0","0.0","0.0","24.56","25.5","336.8","168.4","312.25","311.3","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","300.9","0.38","0.0","0.0","3.71","0.38","1.42","0.0","0.0","0.0","0.0","25.98","25.5","336.8","168.4","310.83","311.3","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","300.9","0.37","0.0","0.0","3.49","0.37","1.29","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","300.9","0.36","0.0","0.0","3.72","0.36","1.33","0.0","0.0","0.0","0.0","26.83","25.5","336.8","168.4","309.97","311.3","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","300.9","0.35","0.0","0.0","3.62","0.35","1.25","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","300.9","0.34","0.0","0.0","3.72","0.34","1.25","0.0","0.0","0.0","0.0","26.75","25.5","336.8","168.4","310.05","311.3","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","300.9","0.33","0.0","0.0","3.94","0.33","1.29","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","300.9","0.32","0.0","0.0","4.14","0.32","1.31","0.0","0.0","0.0","0.0","26.81","25.5","336.8","168.4","309.99","311.3","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","300.9","0.31","0.0","0.0","5.39","0.31","1.65","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","300.9","0.3","0.0","0.0","4.84","0.3","1.43","0.0","0.0","0.0","0.0","26.93","25.5","336.8","168.4","309.87","311.3","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","300.9","0.29","0.0","0.0","4.19","0.29","1.21","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","300.9","0.28","0.0","0.0","3.25","0.28","0.92","1.44","1.44","0.0","0.0","24.98","25.5","336.8","168.4","311.82","311.3","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","300.9","1.16","0.0","0.0","1.59","1.16","1.84","12.65","12.65","0.0","0.0","14.17","25.5","336.8","168.4","322.63","311.3","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","300.9","1.15","0.0","0.0","1.84","1.15","2.11","20.51","16.28","0.0","0.0","0.0","25.5","336.8","168.4","336.8","311.3","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","300.9","1.12","0.0","0.0","3.06","1.12","3.43","0.4","0.4","0.0","0.0","3.03","25.5","336.8","168.4","333.77","311.3","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","300.9","0.95","0.0","0.0","3.42","0.95","3.25","0.0","0.0","0.0","0.0","6.28","25.5","336.8","168.4","330.52","311.3","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","300.9","0.77","0.0","0.0","4.11","0.77","3.17","0.0","0.0","0.0","0.0","9.45","25.5","336.8","168.4","327.35","311.3","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","300.9","0.67","0.0","0.0","4.1","0.67","2.73","0.78","0.78","0.0","0.0","11.41","25.5","336.8","168.4","325.4","311.3","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","300.9","0.58","0.0","0.0","5.34","0.58","3.08","0.0","0.0","0.0","0.0","14.48","25.5","336.8","168.4","322.32","311.3","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","300.9","0.52","0.0","0.0","5.13","0.52","2.65","0.0","0.0","0.0","0.0","17.13","25.5","336.8","168.4","319.67","311.3","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","300.9","0.48","0.0","0.0","4.75","0.48","2.26","0.0","0.0","0.0","0.0","19.39","25.5","336.8","168.4","317.41","311.3","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","300.9","0.44","0.0","0.0","5.08","0.44","2.24","0.0","0.0","0.0","0.0","21.63","25.5","336.8","168.4","315.18","311.3","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","300.9","0.41","0.0","0.0","4.82","0.41","1.99","0.0","0.0","0.0","0.0","23.62","25.5","336.8","168.4","313.18","311.3","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","300.9","0.39","0.0","0.0","5.01","0.39","1.95","0.0","0.0","0.0","0.0","25.58","25.5","336.8","168.4","311.23","311.3","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","300.9","0.38","0.0","0.0","3.61","0.38","1.36","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","300.9","0.37","0.0","0.0","2.88","0.37","1.06","0.68","0.68","0.0","0.0","25.88","25.5","336.8","168.4","310.93","311.3","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","300.9","0.35","0.0","0.0","4.01","0.35","1.42","3.64","3.64","0.0","0.0","22.24","25.5","336.8","168.4","314.57","311.3","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","300.9","0.34","0.0","0.0","4.5","0.34","1.53","0.0","0.0","0.0","0.0","23.77","25.5","336.8","168.4","313.04","311.3","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","300.9","0.33","0.0","0.0","5.34","0.33","1.74","0.0","0.0","0.0","0.0","25.51","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","300.9","0.32","0.0","0.0","4.63","0.32","1.46","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","300.9","0.31","0.0","0.0","3.59","0.31","1.1","0.1","0.1","0.0","0.0","26.5","25.5","336.8","168.4","310.3","311.3","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","300.9","0.3","0.0","0.0","5.55","0.3","1.65","1.66","1.66","0.0","0.0","24.84","25.5","336.8","168.4","311.96","311.3","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","300.9","0.29","0.0","0.0","4.91","0.29","1.41","0.0","0.0","0.0","0.0","26.26","25.5","336.8","168.4","310.55","311.3","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","300.9","0.28","0.0","0.0","7.15","0.28","1.97","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","300.9","0.27","0.0","0.0","5.68","0.27","1.52","0.0","0.0","0.0","0.0","27.02","25.5","336.8","168.4","309.79","311.3","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","300.9","0.26","0.0","0.0","5.14","0.26","1.34","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","300.9","0.26","0.0","0.0","4.27","0.26","1.09","0.0","0.0","0.0","0.0","26.59","25.5","336.8","168.4","310.21","311.3","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","300.9","0.25","0.0","0.0","4.54","0.25","1.14","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","300.9","0.25","0.0","0.0","2.55","0.25","0.63","0.46","0.46","0.0","0.0","25.67","25.5","336.8","168.4","311.13","311.3","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","300.9","0.25","0.0","0.0","1.88","0.25","0.46","0.47","0.47","0.0","0.0","25.2","25.5","336.8","168.4","311.6","311.3","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","300.9","1.14","0.0","0.0","2.03","1.14","2.31","4.81","4.81","0.0","0.0","22.7","25.5","336.8","168.4","314.1","311.3","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","300.9","1.11","0.0","0.0","3.27","1.11","3.64","0.69","0.69","0.0","0.0","25.66","25.5","336.8","168.4","311.15","311.3","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","300.9","0.87","0.0","0.0","4.52","0.87","3.91","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","300.9","0.69","0.0","0.0","5.37","0.69","3.7","0.0","0.0","0.0","0.0","29.2","25.5","336.8","168.4","307.6","311.3","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","300.9","0.58","0.0","0.0","5.67","0.58","3.31","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","300.9","0.52","0.0","0.0","5.67","0.52","2.92","0.0","0.0","0.0","0.0","28.42","25.5","336.8","168.4","308.38","311.3","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","300.9","0.47","0.0","0.0","5.3","0.47","2.49","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","300.9","0.44","0.0","0.0","4.83","0.44","2.11","0.0","0.0","0.0","0.0","27.61","25.5","336.8","168.4","309.19","311.3","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","300.9","0.41","0.0","0.0","5.41","0.41","2.2","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","300.9","0.38","0.0","0.0","6.4","0.38","2.42","0.0","0.0","0.0","0.0","27.92","25.5","336.8","168.4","308.88","311.3","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","300.9","0.35","0.0","0.0","7.38","0.35","2.59","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","300.9","0.33","0.0","0.0","6.85","0.33","2.26","0.0","0.0","0.0","0.0","27.76","25.5","336.8","168.4","309.04","311.3","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","300.9","0.31","0.0","0.0","6.05","0.31","1.91","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","300.9","0.3","0.0","0.0","4.86","0.3","1.48","0.0","0.0","0.0","0.0","26.98","25.5","336.8","168.4","309.82","311.3","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","300.9","0.3","0.0","0.0","3.64","0.3","1.08","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","300.9","0.29","0.0","0.0","4.01","0.29","1.17","0.8","0.8","0.0","0.0","25.87","25.5","336.8","168.4","310.94","311.3","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","300.9","0.28","0.0","0.0","4.59","0.28","1.3","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","300.9","0.28","0.0","0.0","4.79","0.28","1.32","0.0","0.0","0.0","0.0","26.82","25.5","336.8","168.4","309.98","311.3","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","300.9","0.27","0.0","0.0","5.18","0.27","1.39","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","300.9","0.26","0.0","0.0","5.52","0.26","1.44","0.0","0.0","0.0","0.0","26.94","25.5","336.8","168.4","309.87","311.3","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","300.9","0.25","0.0","0.0","5.89","0.25","1.49","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","300.9","0.25","0.0","0.0","6.73","0.25","1.65","0.0","0.0","0.0","0.0","27.15","25.5","336.8","168.4","309.65","311.3","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","300.9","0.24","0.0","0.0","6.28","0.24","1.5","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","300.9","0.23","0.0","0.0","6.56","0.23","1.52","0.0","0.0","0.0","0.0","27.02","25.5","336.8","168.4","309.78","311.3","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","300.9","0.23","0.0","0.0","6.88","0.23","1.55","0.0","0.0","0.0","0.0","25.5","25.5","336.8","168.4","311.3","311.3","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","300.9","0.22","0.69","0.0","6.81","0.69","4.7","0.0","0.0","0.0","0.0","30.2","75.97","336.8","168.4","306.61","260.84","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","300.9","0.21","0.69","0.0","6.66","0.69","4.6","0.0","0.0","0.0","0.0","34.79","75.97","336.8","168.4","302.01","260.84","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","300.9","0.21","0.69","0.0","7.1","0.69","4.9","0.0","0.0","0.0","0.0","39.69","75.97","336.8","168.4","297.11","260.84","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","300.9","0.21","0.69","0.0","4.9","0.69","3.38","0.0","0.0","0.0","0.0","43.07","75.97","336.8","168.4","293.73","260.84","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","300.9","0.2","0.69","0.0","7.37","0.69","5.09","0.0","0.0","0.0","0.0","48.16","75.97","336.8","168.4","288.64","260.84","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","300.9","0.2","0.69","0.0","6.75","0.69","4.66","0.0","0.0","0.0","0.0","52.82","75.97","336.8","168.4","283.99","260.84","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","300.9","0.19","0.69","0.0","6.48","0.69","4.47","0.0","0.0","0.0","0.0","57.29","75.97","336.8","168.4","279.52","260.84","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","300.9","0.19","0.69","0.0","6.22","0.69","4.29","0.0","0.0","0.0","0.0","61.58","75.97","336.8","168.4","275.22","260.84","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","300.9","0.19","0.69","0.0","5.96","0.69","4.11","0.0","0.0","0.0","0.0","65.69","75.97","336.8","168.4","271.11","260.84","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","300.9","0.18","0.69","0.0","6.41","0.69","4.42","0.0","0.0","0.0","0.0","70.12","75.97","336.8","168.4","266.69","260.84","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","300.9","0.18","0.69","0.0","6.68","0.69","4.61","0.0","0.0","0.0","0.0","74.72","75.97","336.8","168.4","262.08","260.84","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","300.9","0.18","0.69","0.0","6.62","0.69","4.57","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","79.29","","","","","","",""
"2016.0","6.0","13.0","165.0","300.9","0.18","0.69","0.0","6.3","0.69","4.35","0.0","0.0","0.0","0.0","4.35","75.97","336.8","168.4","332.46","260.84","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","300.9","0.17","0.69","0.0","6.24","0.69","4.31","0.0","0.0","0.0","0.0","8.65","75.97","336.8","168.4","328.15","260.84","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","300.9","0.17","0.69","0.0","5.37","0.69","3.71","0.0","0.0","0.0","0.0","12.36","75.97","336.8","168.4","324.45","260.84","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","300.9","0.17","0.69","0.0","5.25","0.69","3.62","0.0","0.0","0.0","0.0","15.98","75.97","336.8","168.4","320.82","260.84","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","300.9","0.17","0.69","0.0","5.14","0.69","3.55","0.0","0.0","0.0","0.0","19.53","75.97","336.8","168.4","317.28","260.84","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","300.9","0.16","0.69","0.0","6.17","0.69","4.26","0.0","0.0","0.0","0.0","23.78","75.97","336.8","168.4","313.02","260.84","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","300.9","0.16","0.69","0.0","6.83","0.69","4.71","0.0","0.0","0.0","0.0","28.5","75.97","336.8","168.4","308.31","260.84","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","300.9","0.16","0.69","0.0","7.19","0.69","4.96","0.0","0.0","0.0","0.0","33.46","75.97","336.8","168.4","303.35","260.84","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","300.9","0.16","0.69","0.0","7.59","0.69","5.24","0.0","0.0","0.0","0.0","38.7","75.97","336.8","168.4","298.11","260.84","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","300.9","0.16","0.69","0.0","7.42","0.69","5.12","0.0","0.0","0.0","0.0","43.82","75.97","336.8","168.4","292.99","260.84","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","300.9","0.15","0.69","0.0","7.46","0.69","5.15","0.0","0.0","0.0","0.0","48.96","75.97","336.8","168.4","287.84","260.84","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","300.9","0.15","0.69","0.0","6.79","0.69","4.69","0.0","0.0","0.0","0.0","53.65","75.97","336.8","168.4","283.16","260.84","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","300.9","0.15","0.69","0.0","7.58","0.69","5.23","0.0","0.0","0.0","0.0","58.88","75.97","336.8","168.4","277.93","260.84","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","300.9","0.15","0.7","0.0","7.44","0.7","5.19","0.0","0.0","0.0","0.0","64.07","75.97","336.8","168.4","272.74","260.84","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","300.9","0.15","0.71","0.0","7.85","0.71","5.54","0.0","0.0","0.0","0.0","69.6","75.97","336.8","168.4","267.2","260.84","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","300.9","0.14","0.71","0.0","7.77","0.71","5.54","0.0","0.0","0.0","0.0","75.14","75.97","336.8","168.4","261.66","260.84","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","300.9","0.14","0.72","0.0","7.0","0.72","5.04","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","80.19","","","","","","",""
"2016.0","6.0","30.0","182.0","300.9","0.14","0.73","0.0","6.96","0.73","5.07","0.0","0.0","0.0","0.0","5.07","75.97","336.8","168.4","331.74","260.84","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","300.9","0.14","0.74","0.0","6.82","0.74","5.02","0.0","0.0","0.0","0.0","10.09","75.97","336.8","168.4","326.72","260.84","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","300.9","0.14","0.74","0.0","6.74","0.74","5.01","0.0","0.0","0.0","0.0","15.1","75.97","336.8","168.4","321.71","260.84","0.0","","","","","","",""
