" Daily soil water balance output for Vineyard in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Vineyard in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","11.0","42.0","10195.45","0.58","0.0","0.0","1.76","0.58","1.03","0.0","0.0","0.0","0.0","17.18","31.35","601.67","300.83","584.49","570.32","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","10195.45","0.56","0.0","0.0","1.85","0.56","1.04","0.0","0.0","0.0","0.0","18.21","31.35","601.67","300.83","583.45","570.32","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","10195.45","0.54","0.0","0.0","2.34","0.54","1.25","0.0","0.0","0.0","0.0","19.47","31.35","601.67","300.83","582.2","570.32","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","10195.45","0.51","0.0","0.0","3.12","0.51","1.58","0.0","0.0","0.0","0.0","21.05","31.35","601.67","300.83","580.62","570.32","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","10195.45","0.49","0.0","0.0","2.53","0.49","1.23","0.0","0.0","0.0","0.0","22.28","31.35","601.67","300.83","579.39","570.32","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","10195.45","0.47","0.0","0.0","2.12","0.47","1.0","0.0","0.0","0.0","0.0","23.28","31.35","601.67","300.83","578.39","570.32","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","10195.45","0.45","0.0","0.0","2.71","0.45","1.23","0.42","0.42","0.0","0.0","24.09","31.35","601.67","300.83","577.58","570.32","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","10195.45","1.14","0.0","0.0","1.92","1.14","2.19","12.78","12.78","0.0","0.0","13.5","31.35","601.67","300.83","588.17","570.32","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","10195.45","1.15","0.0","0.0","1.64","1.15","1.89","4.26","4.26","0.0","0.0","11.13","31.35","601.67","300.83","590.54","570.32","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","10195.45","1.15","0.0","0.0","1.8","1.15","2.07","0.01","0.01","0.0","0.0","13.2","31.35","601.67","300.83","588.47","570.32","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","10195.45","1.15","0.0","0.0","1.99","1.15","2.28","0.0","0.0","0.0","0.0","15.48","31.35","601.67","300.83","586.19","570.32","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","10195.45","0.97","0.0","0.0","2.71","0.97","2.64","0.0","0.0","0.0","0.0","18.11","31.35","601.67","300.83","583.55","570.32","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","10195.45","0.85","0.0","0.0","2.42","0.85","2.06","0.0","0.0","0.0","0.0","20.18","31.35","601.67","300.83","581.49","570.32","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","10195.45","0.77","0.0","0.0","2.23","0.77","1.73","0.0","0.0","0.0","0.0","21.91","31.35","601.67","300.83","579.76","570.32","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","10195.45","0.71","0.0","0.0","2.36","0.71","1.68","0.0","0.0","0.0","0.0","23.58","31.35","601.67","300.83","578.09","570.32","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","10195.45","0.66","0.0","0.0","2.37","0.66","1.57","0.0","0.0","0.0","0.0","25.15","31.35","601.67","300.83","576.52","570.32","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","10195.45","0.62","0.0","0.0","2.25","0.62","1.4","0.0","0.0","0.0","0.0","26.55","31.35","601.67","300.83","575.12","570.32","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","10195.45","0.59","0.0","0.0","2.09","0.59","1.24","0.0","0.0","0.0","0.0","27.79","31.35","601.67","300.83","573.88","570.32","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","10195.45","0.56","0.0","0.0","2.68","0.56","1.5","0.0","0.0","0.0","0.0","29.28","31.35","601.67","300.83","572.39","570.32","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","10195.45","0.53","0.0","0.0","3.02","0.53","1.59","0.0","0.0","0.0","0.0","30.87","31.35","601.67","300.83","570.8","570.32","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","10195.45","0.5","0.0","0.0","2.62","0.5","1.32","0.0","0.0","0.0","0.0","32.19","31.35","601.67","300.83","569.48","570.32","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","10195.45","0.49","0.0","0.0","1.85","0.49","0.9","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","10195.45","0.48","0.0","0.0","1.57","0.48","0.75","0.3","0.3","0.0","0.0","31.8","31.35","601.67","300.83","569.87","570.32","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","10195.45","1.17","0.0","0.0","1.24","1.17","1.45","13.48","13.48","0.0","0.0","18.32","31.35","601.67","300.83","583.35","570.32","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","10195.45","1.13","0.0","0.0","2.16","1.13","2.45","33.53","20.77","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","10195.45","1.16","0.0","0.0","1.52","1.16","1.76","17.68","1.76","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","10195.45","1.15","0.0","0.0","1.84","1.15","2.11","2.59","2.11","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","10195.45","1.15","0.0","0.0","1.91","1.15","2.19","0.11","0.11","0.0","0.0","2.08","31.35","601.67","300.83","599.59","570.32","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","10195.45","1.15","0.0","0.0","1.42","1.15","1.63","0.37","0.37","0.0","0.0","3.34","31.35","601.67","300.83","598.33","570.32","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","10195.45","1.16","0.0","0.0","1.5","1.16","1.74","8.16","5.08","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","10195.45","1.15","0.0","0.0","1.66","1.15","1.91","11.81","1.91","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","10195.45","1.17","0.0","0.0","1.2","1.17","1.41","11.61","1.41","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","10195.45","1.12","0.0","0.0","2.56","1.12","2.86","17.07","2.86","0.0","0.0","0.0","31.35","601.67","300.83","601.67","570.32","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","10195.45","1.11","0.0","0.0","3.05","1.11","3.38","0.0","0.0","0.0","0.0","3.38","31.35","601.67","300.83","598.29","570.32","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","10195.45","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.26","31.35","601.67","300.83","595.41","570.32","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","10195.45","0.79","0.0","0.0","3.15","0.79","2.49","0.0","0.0","0.0","0.0","8.76","31.35","601.67","300.83","592.91","570.32","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","10195.45","0.7","0.0","0.0","3.16","0.7","2.22","0.0","0.0","0.0","0.0","10.98","31.35","601.67","300.83","590.69","570.32","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","10195.45","0.64","0.0","0.0","3.15","0.64","2.01","0.0","0.0","0.0","0.0","12.99","31.35","601.67","300.83","588.68","570.32","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","10195.45","0.6","0.0","0.0","2.32","0.6","1.4","0.02","0.02","0.0","0.0","14.37","31.35","601.67","300.83","587.3","570.32","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","10195.45","0.57","0.0","0.0","2.33","0.57","1.33","2.11","2.11","0.0","0.0","13.59","31.35","601.67","300.83","588.08","570.32","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","10195.45","0.54","0.0","0.0","2.98","0.54","1.6","0.76","0.76","0.0","0.0","14.44","31.35","601.67","300.83","587.23","570.32","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","10195.45","0.51","0.0","0.0","3.38","0.51","1.71","0.0","0.0","0.0","0.0","16.14","31.35","601.67","300.83","585.53","570.32","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","10195.45","0.48","0.0","0.0","3.22","0.48","1.54","0.0","0.0","0.0","0.0","17.69","31.35","601.67","300.83","583.98","570.32","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","10195.45","0.45","0.0","0.0","3.68","0.45","1.67","0.0","0.0","0.0","0.0","19.36","31.35","601.67","300.83","582.31","570.32","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","10195.45","0.43","0.0","0.0","4.39","0.43","1.88","0.0","0.0","0.0","0.0","21.23","31.35","601.67","300.83","580.43","570.32","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","10195.45","0.41","0.0","0.0","3.5","0.41","1.44","0.0","0.0","0.0","0.0","22.67","31.35","601.67","300.83","579.0","570.32","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","10195.45","0.39","0.0","0.0","3.48","0.39","1.37","0.0","0.0","0.0","0.0","24.04","31.35","601.67","300.83","577.63","570.32","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","10195.45","0.38","0.0","0.0","3.78","0.38","1.43","0.0","0.0","0.0","0.0","25.48","31.35","601.67","300.83","576.19","570.32","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","10195.45","0.37","0.0","0.0","3.6","0.37","1.32","0.0","0.0","0.0","0.0","26.8","31.35","601.67","300.83","574.87","570.32","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","10195.45","0.35","0.0","0.0","3.79","0.35","1.34","0.0","0.0","0.0","0.0","28.14","31.35","601.67","300.83","573.53","570.32","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","10195.45","0.34","0.45","0.0","3.69","0.45","1.66","0.0","0.0","0.0","0.0","29.8","126.66","601.67","300.83","571.87","475.01","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","10195.45","0.33","0.46","0.0","3.75","0.46","1.72","0.0","0.0","0.0","0.0","31.52","126.66","601.67","300.83","570.15","475.01","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","10195.45","0.32","0.47","0.0","4.07","0.47","1.89","0.0","0.0","0.0","0.0","33.41","126.66","601.67","300.83","568.26","475.01","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","10195.45","0.31","0.47","0.0","4.24","0.47","2.0","0.0","0.0","0.0","0.0","35.42","126.66","601.67","300.83","566.25","475.01","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","10195.45","0.3","0.48","0.0","5.59","0.48","2.69","0.0","0.0","0.0","0.0","38.1","126.66","601.67","300.83","563.57","475.01","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","10195.45","0.29","0.49","0.0","4.9","0.49","2.39","0.0","0.0","0.0","0.0","40.49","126.66","601.67","300.83","561.18","475.01","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","10195.45","0.29","0.5","0.0","4.35","0.5","2.16","0.0","0.0","0.0","0.0","42.65","126.66","601.67","300.83","559.02","475.01","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","10195.45","0.28","0.5","0.0","3.49","0.5","1.76","0.22","0.22","0.0","0.0","44.19","126.66","601.67","300.83","557.48","475.01","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","10195.45","1.16","0.51","0.0","1.48","1.16","1.72","3.68","3.68","0.0","0.0","42.22","126.66","601.67","300.83","559.45","475.01","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","10195.45","1.13","0.52","0.0","2.16","1.13","2.45","14.12","14.12","0.0","0.0","30.55","126.66","601.67","300.83","571.12","475.01","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","10195.45","1.11","0.53","0.0","3.29","1.11","3.66","0.9","0.9","0.0","0.0","33.31","126.66","601.67","300.83","568.36","475.01","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","10195.45","0.91","0.53","0.0","3.54","0.91","3.22","0.0","0.0","0.0","0.0","36.53","126.66","601.67","300.83","565.14","475.01","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","10195.45","0.75","0.54","0.0","4.25","0.75","3.17","0.0","0.0","0.0","0.0","39.69","126.66","601.67","300.83","561.98","475.01","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","10195.45","0.65","0.55","0.0","4.09","0.65","2.66","1.02","1.02","0.0","0.0","41.33","126.66","601.67","300.83","560.34","475.01","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","10195.45","0.56","0.56","0.0","5.43","0.56","3.06","0.0","0.0","0.0","0.0","44.39","126.66","601.67","300.83","557.28","475.01","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","10195.45","0.5","0.56","0.0","5.34","0.56","3.01","0.0","0.0","0.0","0.0","47.4","126.66","601.67","300.83","554.27","475.01","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","10195.45","0.47","0.57","0.0","4.76","0.57","2.72","0.0","0.0","0.0","0.0","50.12","126.66","601.67","300.83","551.55","475.01","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","10195.45","0.43","0.58","0.0","5.12","0.58","2.97","0.0","0.0","0.0","0.0","53.09","126.66","601.67","300.83","548.58","475.01","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","10195.45","0.41","0.59","0.0","4.98","0.59","2.92","0.0","0.0","0.0","0.0","56.01","126.66","601.67","300.83","545.66","475.01","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","10195.45","0.38","0.59","0.0","5.18","0.59","3.08","0.0","0.0","0.0","0.0","59.09","126.66","601.67","300.83","542.58","475.01","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","10195.45","0.37","0.6","0.0","3.85","0.6","2.32","0.0","0.0","0.0","0.0","61.41","126.66","601.67","300.83","540.26","475.01","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","10195.45","0.36","0.61","0.0","2.79","0.61","1.7","0.11","0.11","0.0","0.0","63.0","126.66","601.67","300.83","538.67","475.01","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","10195.45","1.06","0.62","0.0","4.03","1.06","4.27","5.17","5.17","0.0","0.0","62.1","126.66","601.67","300.83","539.57","475.01","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","10195.45","0.91","0.63","0.0","4.56","0.91","4.14","0.0","0.0","0.0","0.0","66.24","126.66","601.67","300.83","535.43","475.01","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","10195.45","0.71","0.63","0.0","5.38","0.71","3.81","0.0","0.0","0.0","0.0","70.05","126.66","601.67","300.83","531.62","475.01","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","10195.45","0.61","0.64","0.0","4.67","0.64","2.99","0.0","0.0","0.0","0.0","73.03","126.66","601.67","300.83","528.63","475.01","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","10195.45","0.56","0.65","0.0","3.74","0.65","2.42","0.0","0.0","0.0","0.0","75.46","126.66","601.67","300.83","526.21","475.01","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","10195.45","0.99","0.66","0.0","5.75","0.99","5.69","4.8","4.8","0.0","0.0","76.35","126.66","601.67","300.83","525.32","475.01","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","10195.45","0.79","0.66","0.0","5.1","0.79","4.03","0.0","0.0","0.0","0.0","80.38","126.66","601.67","300.83","521.29","475.01","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","10195.45","0.6","0.67","0.0","7.38","0.67","4.95","0.0","0.0","0.0","0.0","85.33","126.66","601.67","300.83","516.34","475.01","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","10195.45","0.52","0.68","0.0","5.86","0.68","3.97","0.0","0.0","0.0","0.0","89.31","126.66","601.67","300.83","512.36","475.01","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","10195.45","0.48","0.69","0.0","5.39","0.69","3.7","0.0","0.0","0.0","0.0","93.0","126.66","601.67","300.83","508.67","475.01","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","10195.45","0.44","0.69","0.0","4.49","0.69","3.11","0.0","0.0","0.0","0.0","96.12","126.66","601.67","300.83","505.55","475.01","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","10195.45","0.42","0.7","0.0","4.86","0.7","3.41","0.0","0.0","0.0","0.0","99.52","126.66","601.67","300.83","502.15","475.01","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","10195.45","0.41","0.71","0.0","2.44","0.71","1.73","0.08","0.08","0.0","0.0","101.17","126.66","601.67","300.83","500.5","475.01","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","10195.45","0.4","0.72","0.0","2.03","0.72","1.45","0.13","0.13","0.0","0.0","102.5","126.66","601.67","300.83","499.17","475.01","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","10195.45","0.39","0.72","0.0","2.18","0.72","1.58","3.39","3.39","0.0","0.0","100.69","126.66","601.67","300.83","500.98","475.01","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","10195.45","0.38","0.73","0.0","3.23","0.73","2.36","1.22","1.22","0.0","0.0","101.83","126.66","601.67","300.83","499.84","475.01","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","10195.45","0.36","0.74","0.0","4.65","0.74","3.44","0.0","0.0","0.0","0.0","105.27","126.66","601.67","300.83","496.4","475.01","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","10195.45","0.34","0.75","0.0","5.68","0.75","4.24","0.0","0.0","0.0","0.0","109.51","126.66","601.67","300.83","492.16","475.01","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","10195.45","0.33","0.75","0.0","6.03","0.75","4.55","0.0","0.0","0.0","0.0","114.06","126.66","601.67","300.83","487.61","475.01","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","10195.45","0.31","0.76","0.0","6.07","0.76","4.63","0.0","0.0","0.0","0.0","118.68","126.66","601.67","300.83","482.99","475.01","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","10195.45","0.3","0.77","0.0","5.63","0.77","4.33","0.0","0.0","0.0","0.0","123.01","126.66","601.67","300.83","478.66","475.01","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","10195.45","0.29","0.78","0.0","5.14","0.78","3.99","0.0","0.0","0.0","0.0","0.0","126.66","601.67","300.83","601.67","475.01","127.01","","","","","","",""
"2016.0","5.0","15.0","136.0","10195.45","0.28","0.78","0.0","5.57","0.78","4.37","0.0","0.0","0.0","0.0","4.37","126.66","601.67","300.83","597.3","475.01","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","10195.45","0.27","0.79","0.0","6.62","0.79","5.25","0.0","0.0","0.0","0.0","9.62","126.66","601.67","300.83","592.05","475.01","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","10195.45","0.26","0.8","0.0","7.71","0.8","6.17","0.0","0.0","0.0","0.0","15.78","126.66","601.67","300.83","585.88","475.01","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","10195.45","0.25","0.8","0.0","7.08","0.8","5.66","0.0","0.0","0.0","0.0","21.45","126.66","601.67","300.83","580.22","475.01","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","10195.45","0.24","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","26.49","126.66","601.67","300.83","575.18","475.01","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","10195.45","0.24","0.8","0.0","4.85","0.8","3.88","0.0","0.0","0.0","0.0","30.37","126.66","601.67","300.83","571.3","475.01","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","10195.45","0.24","0.8","0.0","3.73","0.8","2.98","0.32","0.32","0.0","0.0","33.03","126.66","601.67","300.83","568.64","475.01","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","10195.45","0.23","0.8","0.0","4.28","0.8","3.42","0.26","0.26","0.0","0.0","36.2","126.66","601.67","300.83","565.47","475.01","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","10195.45","0.23","0.8","0.0","4.84","0.8","3.87","0.0","0.0","0.0","0.0","40.07","126.66","601.67","300.83","561.6","475.01","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","10195.45","0.22","0.8","0.0","4.85","0.8","3.88","0.0","0.0","0.0","0.0","43.95","126.66","601.67","300.83","557.72","475.01","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","10195.45","0.22","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","48.2","126.66","601.67","300.83","553.47","475.01","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","10195.45","0.21","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","52.79","126.66","601.67","300.83","548.88","475.01","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","10195.45","0.21","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","57.63","126.66","601.67","300.83","544.04","475.01","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","10195.45","0.21","0.8","0.0","6.96","0.8","5.57","0.0","0.0","0.0","0.0","63.2","126.66","601.67","300.83","538.47","475.01","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","10195.45","0.2","0.8","0.0","6.57","0.8","5.26","0.0","0.0","0.0","0.0","68.45","126.66","601.67","300.83","533.22","475.01","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","10195.45","0.2","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","73.92","126.66","601.67","300.83","527.75","475.01","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","10195.45","0.19","0.8","0.0","7.15","0.8","5.72","0.0","0.0","0.0","0.0","79.64","126.66","601.67","300.83","522.03","475.01","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","10195.45","0.19","0.8","0.0","7.23","0.8","5.78","0.0","0.0","0.0","0.0","85.42","126.66","601.67","300.83","516.25","475.01","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","10195.45","0.19","0.8","0.0","6.91","0.8","5.53","0.0","0.0","0.0","0.0","90.95","126.66","601.67","300.83","510.72","475.01","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","10195.45","0.18","0.8","0.0","7.35","0.8","5.88","0.0","0.0","0.0","0.0","96.83","126.66","601.67","300.83","504.84","475.01","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","10195.45","0.18","0.8","0.0","4.89","0.8","3.91","0.0","0.0","0.0","0.0","100.74","126.66","601.67","300.83","500.93","475.01","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","10195.45","0.18","0.8","0.0","7.68","0.8","6.14","0.0","0.0","0.0","0.0","106.88","126.66","601.67","300.83","494.78","475.01","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","10195.45","0.17","0.8","0.0","7.2","0.8","5.76","0.0","0.0","0.0","0.0","112.64","126.66","601.67","300.83","489.02","475.01","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","10195.45","0.17","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","118.11","126.66","601.67","300.83","483.56","475.01","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","10195.45","0.17","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","123.35","126.66","601.67","300.83","478.32","475.01","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","10195.45","0.17","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","0.0","126.66","601.67","300.83","601.67","475.01","128.36","","","","","","",""
"2016.0","6.0","10.0","162.0","10195.45","0.16","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","5.31","126.66","601.67","300.83","596.36","475.01","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","10195.45","0.16","0.8","0.0","6.87","0.8","5.5","0.0","0.0","0.0","0.0","10.81","126.66","601.67","300.83","590.86","475.01","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","10195.45","0.16","0.8","0.0","6.96","0.8","5.57","0.0","0.0","0.0","0.0","16.38","126.66","601.67","300.83","585.29","475.01","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","10195.45","0.16","0.8","0.0","6.65","0.8","5.32","0.0","0.0","0.0","0.0","21.7","126.66","601.67","300.83","579.97","475.01","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","10195.45","0.16","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","26.78","126.66","601.67","300.83","574.89","475.01","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","10195.45","0.15","0.8","0.0","5.38","0.8","4.3","0.0","0.0","0.0","0.0","31.08","126.66","601.67","300.83","570.59","475.01","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","10195.45","0.15","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","35.33","126.66","601.67","300.83","566.34","475.01","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","10195.45","0.15","0.8","0.0","5.14","0.8","4.11","0.0","0.0","0.0","0.0","39.44","126.66","601.67","300.83","562.23","475.01","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","10195.45","0.15","0.8","0.0","6.18","0.8","4.94","0.0","0.0","0.0","0.0","44.38","126.66","601.67","300.83","557.29","475.01","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","10195.45","0.15","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","49.9","126.66","601.67","300.83","551.77","475.01","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","10195.45","0.15","0.8","0.0","7.46","0.8","5.97","0.0","0.0","0.0","0.0","55.87","126.66","601.67","300.83","545.8","475.01","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","10195.45","0.14","0.8","0.0","7.77","0.8","6.22","0.0","0.0","0.0","0.0","62.09","126.66","601.67","300.83","539.58","475.01","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","10195.45","0.14","0.8","0.0","7.82","0.8","6.26","0.0","0.0","0.0","0.0","68.34","126.66","601.67","300.83","533.33","475.01","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","10195.45","0.14","0.8","0.0","7.73","0.8","6.18","0.0","0.0","0.0","0.0","74.53","126.66","601.67","300.83","527.14","475.01","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","10195.45","0.14","0.8","0.0","7.01","0.8","5.61","0.0","0.0","0.0","0.0","80.14","126.66","601.67","300.83","521.53","475.01","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","10195.45","0.14","0.8","0.0","7.8","0.8","6.24","0.0","0.0","0.0","0.0","86.38","126.66","601.67","300.83","515.29","475.01","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","10195.45","0.14","0.8","0.0","7.67","0.8","6.14","0.0","0.0","0.0","0.0","92.51","126.66","601.67","300.83","509.16","475.01","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","10195.45","0.13","0.8","0.0","8.11","0.8","6.49","0.0","0.0","0.0","0.0","99.0","126.66","601.67","300.83","502.67","475.01","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","10195.45","0.13","0.8","0.0","8.1","0.8","6.48","0.0","0.0","0.0","0.0","105.48","126.66","601.67","300.83","496.19","475.01","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","10195.45","0.13","0.8","0.0","7.45","0.8","5.96","0.0","0.0","0.0","0.0","111.44","126.66","601.67","300.83","490.23","475.01","0.0","","","","","","",""
