" Daily soil water balance output for Fallow in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Fallow in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","8.0","39.0","8898.2263395","0.67","0.67","0.0","2.08","0.67","1.3936","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","9.0","40.0","8898.2263395","0.64","0.64","0.0","1.96","0.64","1.2544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","10.0","41.0","8898.2263395","0.61","0.61","0.0","1.91","0.61","1.1651","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","11.0","42.0","8898.2263395","0.58","0.58","0.0","1.76","0.58","1.0208","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","8898.2263395","0.56","0.56","0.0","1.83","0.56","1.0248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","8898.2263395","0.54","0.54","0.0","2.35","0.54","1.269","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","8898.2263395","0.51","0.51","0.0","3.22","0.51","1.6422","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","8898.2263395","0.48","0.48","0.0","2.64","0.48","1.2672","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","8898.2263395","0.47","0.47","0.0","2.1","0.47","0.987","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","8898.2263395","0.45","0.45","0.0","2.65","0.45","1.1925","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","8898.2263395","1.15","1.15","0.0","1.85","1.15","2.1275","13.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","8898.2263395","1.16","1.16","0.0","1.55","1.16","1.798","3.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","8898.2263395","1.15","1.15","0.0","1.81","1.15","2.0815","0.24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","8898.2263395","1.15","1.15","0.0","1.96","1.15","2.254","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","8898.2263395","0.98","0.98","0.0","2.76","0.98","2.7048","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","8898.2263395","0.86","0.86","0.0","2.38","0.86","2.0468","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","8898.2263395","0.78","0.78","0.0","2.23","0.78","1.7394","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","8898.2263395","0.71","0.71","0.0","2.35","0.71","1.6685","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","8898.2263395","0.66","0.66","0.0","2.38","0.66","1.5708","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","8898.2263395","0.63","0.63","0.0","2.08","0.63","1.3104","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","8898.2263395","0.6","0.6","0.0","2.1","0.6","1.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","8898.2263395","0.56","0.56","0.0","2.69","0.56","1.5064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","8898.2263395","0.53","0.53","0.0","3.02","0.53","1.6006","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","8898.2263395","0.5","0.5","0.0","2.66","0.5","1.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","8898.2263395","0.49","0.49","0.0","1.77","0.49","0.8673","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","8898.2263395","0.48","0.48","0.0","1.55","0.48","0.744","0.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","8898.2263395","1.17","1.17","0.0","1.23","1.17","1.4391","16.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","8898.2263395","1.13","1.13","0.0","2.17","1.13","2.4521","38.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","8898.2263395","1.16","1.16","0.0","1.57","1.16","1.8212","13.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","8898.2263395","1.15","1.15","0.0","1.76","1.15","2.024","2.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","8898.2263395","1.15","1.15","0.0","1.86","1.15","2.139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","8898.2263395","1.15","1.15","0.0","1.4","1.15","1.61","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","8898.2263395","1.16","1.16","0.0","1.47","1.16","1.7052","14.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","8898.2263395","1.16","1.16","0.0","1.54","1.16","1.7864","12.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","8898.2263395","1.17","1.17","0.0","1.15","1.17","1.3455","14.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","8898.2263395","1.12","1.12","0.0","2.55","1.12","2.856","12.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","8898.2263395","1.11","1.11","0.0","3.07","1.11","3.4077","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","8898.2263395","0.92","0.92","0.0","3.12","0.92","2.8704","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","8898.2263395","0.79","0.79","0.0","3.16","0.79","2.4964","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","8898.2263395","0.7","0.7","0.0","3.19","0.7","2.233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","8898.2263395","0.64","0.64","0.0","3.17","0.64","2.0288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","8898.2263395","0.6","0.6","0.0","2.2","0.6","1.32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","8898.2263395","0.57","0.57","0.0","2.32","0.57","1.3224","1.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","8898.2263395","0.54","0.54","0.0","2.92","0.54","1.5768","1.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","8898.2263395","0.51","0.51","0.0","3.36","0.51","1.7136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","8898.2263395","0.48","0.48","0.0","3.2","0.48","1.536","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","8898.2263395","0.45","0.45","0.0","3.71","0.45","1.6695","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","8898.2263395","0.43","0.43","0.0","4.47","0.43","1.9221","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","8898.2263395","0.41","0.41","0.0","3.43","0.41","1.4063","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","8898.2263395","0.39","0.39","0.0","3.53","0.39","1.3767","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","8898.2263395","0.38","0.38","0.0","3.82","0.38","1.4516","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","8898.2263395","0.37","0.37","0.0","3.64","0.37","1.3468","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","8898.2263395","0.35","0.35","0.0","3.78","0.35","1.323","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","8898.2263395","0.34","0.34","0.0","3.67","0.34","1.2478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","8898.2263395","0.33","0.33","0.0","3.74","0.33","1.2342","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","8898.2263395","0.32","0.32","0.0","4.08","0.32","1.3056","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","8898.2263395","0.31","0.31","0.0","4.22","0.31","1.3082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","8898.2263395","0.3","0.3","0.0","5.72","0.3","1.716","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","8898.2263395","0.29","0.29","0.0","4.95","0.29","1.4355","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","8898.2263395","0.29","0.29","0.0","4.34","0.29","1.2586","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","8898.2263395","0.28","0.28","0.0","3.63","0.28","1.0164","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","8898.2263395","0.28","0.28","0.0","1.42","0.28","0.3976","1.32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","8898.2263395","1.13","1.13","0.0","2.26","1.13","2.5538","9.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","8898.2263395","1.11","1.11","0.0","3.33","1.11","3.6963","0.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","8898.2263395","0.9","0.9","0.0","3.61","0.9","3.249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","8898.2263395","0.74","0.74","0.0","4.28","0.74","3.1672","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","8898.2263395","0.65","0.65","0.0","4.01","0.65","2.6065","0.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","8898.2263395","0.56","0.56","0.0","5.41","0.56","3.0296","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","8898.2263395","0.5","0.5","0.0","5.5","0.5","2.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","8898.2263395","0.46","0.46","0.0","4.75","0.46","2.185","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","8898.2263395","0.43","0.43","0.0","5.12","0.43","2.2016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","8898.2263395","0.4","0.4","0.0","5.07","0.4","2.028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","8898.2263395","0.38","0.38","0.0","5.26","0.38","1.9988","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","8898.2263395","0.37","0.37","0.0","3.95","0.37","1.4615","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","8898.2263395","0.36","0.36","0.0","2.78","0.36","1.0008","0.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","8898.2263395","1.06","1.06","0.0","3.98","1.06","4.2188","6.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","8898.2263395","0.92","0.92","0.0","4.44","0.92","4.0848","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","8898.2263395","0.71","0.71","0.0","5.39","0.71","3.8269","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","8898.2263395","0.62","0.62","0.0","4.58","0.62","2.8396","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","8898.2263395","0.57","0.57","0.0","3.62","0.57","2.0634","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","8898.2263395","0.5","0.5","0.0","5.82","0.5","2.91","4.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","8898.2263395","0.46","0.46","0.0","5.17","0.46","2.3782","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","8898.2263395","0.41","0.41","0.0","7.43","0.41","3.0463","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","8898.2263395","0.38","0.38","0.0","5.97","0.38","2.2686","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","8898.2263395","0.36","0.36","0.0","5.45","0.36","1.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","8898.2263395","0.35","0.35","0.0","4.6","0.35","1.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","8898.2263395","0.33","0.33","0.0","4.92","0.33","1.6236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","8898.2263395","0.33","0.33","0.0","2.31","0.33","0.7623","0.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","8898.2263395","0.33","0.33","0.0","2.18","0.33","0.7194","1.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","8898.2263395","0.32","0.32","0.0","2.15","0.32","0.688","1.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","8898.2263395","0.31","0.31","0.0","3.26","0.31","1.0106","1.91","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","8898.2263395","0.3","0.3","0.0","4.71","0.3","1.413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","8898.2263395","0.29","0.29","0.0","5.78","0.29","1.6762","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","8898.2263395","0.28","0.28","0.0","6.12","0.28","1.7136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","8898.2263395","0.27","0.27","0.0","6.17","0.27","1.6659","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","8898.2263395","0.26","0.26","0.0","5.78","0.26","1.5028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","8898.2263395","0.26","0.26","0.0","5.15","0.26","1.339","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","8898.2263395","0.25","0.25","0.0","5.59","0.25","1.3975","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","8898.2263395","0.24","0.24","0.0","6.64","0.24","1.5936","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","8898.2263395","0.23","0.23","0.0","7.82","0.23","1.7986","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","8898.2263395","0.23","0.23","0.0","7.09","0.23","1.6307","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","8898.2263395","0.22","0.22","0.0","6.34","0.22","1.3948","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","8898.2263395","0.22","0.22","0.0","4.71","0.22","1.0362","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","8898.2263395","0.22","0.22","0.0","4.08","0.22","0.8976","3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","8898.2263395","0.21","0.21","0.0","4.38","0.21","0.9198","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","8898.2263395","0.21","0.21","0.0","4.66","0.21","0.9786","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","8898.2263395","0.21","0.21","0.0","4.86","0.21","1.0206","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","8898.2263395","0.2","0.2","0.0","5.33","0.2","1.066","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","8898.2263395","0.2","0.2","0.0","5.8","0.2","1.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","8898.2263395","0.2","0.2","0.0","6.09","0.2","1.218","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","8898.2263395","0.19","0.19","0.0","7.02","0.19","1.3338","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","8898.2263395","0.19","0.19","0.0","6.61","0.19","1.2559","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","8898.2263395","0.19","0.19","0.0","6.86","0.19","1.3034","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","8898.2263395","0.18","0.18","0.0","7.19","0.18","1.2942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","8898.2263395","0.18","0.18","0.0","7.38","0.18","1.3284","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","8898.2263395","0.18","0.18","0.0","6.92","0.18","1.2456","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","8898.2263395","0.17","0.17","0.0","7.41","0.17","1.2597","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","8898.2263395","0.17","0.17","0.0","4.7","0.17","0.799","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","8898.2263395","0.17","0.17","0.0","7.65","0.17","1.3005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","8898.2263395","0.17","0.17","0.0","7.32","0.17","1.2444","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","8898.2263395","0.16","0.16","0.0","6.88","0.16","1.1008","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","8898.2263395","0.16","0.16","0.0","6.66","0.16","1.0656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","8898.2263395","0.16","0.16","0.0","6.33","0.16","1.0128","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","8898.2263395","0.16","0.16","0.0","6.63","0.16","1.0608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","8898.2263395","0.15","0.15","0.0","6.93","0.15","1.0395","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","8898.2263395","0.15","0.15","0.0","7.07","0.15","1.0605","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","8898.2263395","0.15","0.15","0.0","6.74","0.15","1.011","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","8898.2263395","0.15","0.15","0.0","6.25","0.15","0.9375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","8898.2263395","0.15","0.15","0.0","5.13","0.15","0.7695","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","8898.2263395","0.15","0.15","0.0","5.19","0.15","0.7785","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","8898.2263395","0.15","0.15","0.0","4.72","0.15","0.708","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","8898.2263395","0.14","0.14","0.0","6.09","0.14","0.8526","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","8898.2263395","0.14","0.14","0.0","6.77","0.14","0.9478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","8898.2263395","0.14","0.14","0.0","7.37","0.14","1.0318","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","8898.2263395","0.14","0.14","0.0","7.68","0.14","1.0752","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","8898.2263395","0.14","0.14","0.0","7.83","0.14","1.0962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
