" Daily soil water balance output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","12.0","43.0","3143.77","0.56","0.0","0.0","1.89","0.56","1.05","0.0","0.0","0.0","0.0","19.67","24.3","197.51","98.76","177.84","173.21","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","3143.77","0.53","0.0","0.0","2.32","0.53","1.24","0.0","0.0","0.0","0.0","20.91","24.3","197.51","98.76","176.6","173.21","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","3143.77","0.51","0.0","0.0","2.94","0.51","1.49","0.0","0.0","0.0","0.0","22.39","24.3","197.51","98.76","175.12","173.21","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","3143.77","0.49","0.0","0.0","2.4","0.49","1.17","0.0","0.0","0.0","0.0","23.56","24.3","197.51","98.76","173.95","173.21","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","3143.77","0.47","0.0","0.0","2.18","0.47","1.03","0.0","0.0","0.0","0.0","24.59","24.3","197.51","98.76","172.92","173.21","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","3143.77","0.45","0.0","0.0","2.89","0.45","1.31","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","3143.77","1.14","0.0","0.0","1.93","1.14","2.21","12.6","12.6","0.0","0.0","13.91","24.3","197.51","98.76","183.6","173.21","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","3143.77","1.15","0.0","0.0","1.79","1.15","2.05","1.68","1.68","0.0","0.0","14.28","24.3","197.51","98.76","183.23","173.21","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","3143.77","1.15","0.0","0.0","1.78","1.15","2.04","0.0","0.0","0.0","0.0","16.32","24.3","197.51","98.76","181.19","173.21","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","3143.77","1.01","0.0","0.0","2.03","1.01","2.06","0.0","0.0","0.0","0.0","18.38","24.3","197.51","98.76","179.14","173.21","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","3143.77","0.87","0.0","0.0","2.67","0.87","2.32","0.0","0.0","0.0","0.0","20.69","24.3","197.51","98.76","176.82","173.21","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","3143.77","0.78","0.0","0.0","2.49","0.78","1.94","0.0","0.0","0.0","0.0","22.63","24.3","197.51","98.76","174.88","173.21","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","3143.77","0.72","0.0","0.0","2.29","0.72","1.64","0.0","0.0","0.0","0.0","24.27","24.3","197.51","98.76","173.24","173.21","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","3143.77","0.66","0.0","0.0","2.39","0.66","1.59","0.0","0.0","0.0","0.0","25.86","24.3","197.51","98.76","171.65","173.21","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","3143.77","0.62","0.0","0.0","2.46","0.62","1.53","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","3143.77","0.59","0.0","0.0","2.45","0.59","1.44","0.0","0.0","0.0","0.0","25.74","24.3","197.51","98.76","171.78","173.21","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","3143.77","0.56","0.0","0.0","2.08","0.56","1.17","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","3143.77","0.53","0.0","0.0","2.7","0.53","1.43","0.0","0.0","0.0","0.0","25.73","24.3","197.51","98.76","171.78","173.21","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","3143.77","0.5","0.0","0.0","3.07","0.5","1.54","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","3143.77","0.48","0.0","0.0","2.66","0.48","1.28","0.0","0.0","0.0","0.0","25.58","24.3","197.51","98.76","171.93","173.21","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","3143.77","0.47","0.0","0.0","2.01","0.47","0.94","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","3143.77","0.46","0.0","0.0","1.63","0.46","0.75","0.0","0.0","0.0","0.0","25.05","24.3","197.51","98.76","172.46","173.21","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","3143.77","1.17","0.0","0.0","1.29","1.17","1.51","9.53","9.53","0.0","0.0","15.52","24.3","197.51","98.76","181.99","173.21","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","3143.77","1.13","0.0","0.0","2.24","1.13","2.53","23.66","18.05","0.0","0.0","0.0","24.3","197.51","98.76","197.51","173.21","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","3143.77","1.16","0.0","0.0","1.43","1.16","1.66","16.86","1.66","0.0","0.0","0.0","24.3","197.51","98.76","197.51","173.21","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","3143.77","1.14","0.0","0.0","2.0","1.14","2.28","2.25","2.25","0.0","0.0","0.03","24.3","197.51","98.76","197.48","173.21","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","3143.77","1.14","0.0","0.0","2.17","1.14","2.47","0.01","0.01","0.0","0.0","2.49","24.3","197.51","98.76","195.02","173.21","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","3143.77","1.14","0.0","0.0","1.49","1.14","1.71","0.09","0.09","0.0","0.0","4.1","24.3","197.51","98.76","193.41","173.21","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","3143.77","1.16","0.0","0.0","1.56","1.16","1.81","2.52","2.52","0.0","0.0","3.39","24.3","197.51","98.76","194.12","173.21","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","3143.77","1.14","0.0","0.0","1.94","1.14","2.22","10.13","5.6","0.0","0.0","0.0","24.3","197.51","98.76","197.51","173.21","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","3143.77","1.17","0.0","0.0","1.23","1.17","1.44","5.53","1.44","0.0","0.0","0.0","24.3","197.51","98.76","197.51","173.21","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","3143.77","1.12","0.0","0.0","2.53","1.12","2.83","16.17","2.83","0.0","0.0","0.0","24.3","197.51","98.76","197.51","173.21","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","3143.77","1.11","0.0","0.0","3.04","1.11","3.37","0.0","0.0","0.0","0.0","3.37","24.3","197.51","98.76","194.14","173.21","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","3143.77","0.93","0.0","0.0","3.13","0.93","2.9","0.0","0.0","0.0","0.0","6.27","24.3","197.51","98.76","191.24","173.21","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","3143.77","0.79","0.0","0.0","3.15","0.79","2.5","0.0","0.0","0.0","0.0","8.77","24.3","197.51","98.76","188.74","173.21","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","3143.77","0.7","0.0","0.0","3.12","0.7","2.2","0.0","0.0","0.0","0.0","10.97","24.3","197.51","98.76","186.55","173.21","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","3143.77","0.64","0.0","0.0","3.12","0.64","2.0","0.0","0.0","0.0","0.0","12.97","24.3","197.51","98.76","184.55","173.21","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","3143.77","0.6","0.0","0.0","2.58","0.6","1.55","0.0","0.0","0.0","0.0","14.51","24.3","197.51","98.76","183.0","173.21","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","3143.77","0.57","0.0","0.0","2.43","0.57","1.38","1.04","1.04","0.0","0.0","14.86","24.3","197.51","98.76","182.66","173.21","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","3143.77","0.53","0.0","0.0","3.06","0.53","1.63","0.84","0.84","0.0","0.0","15.65","24.3","197.51","98.76","181.86","173.21","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","3143.77","0.5","0.0","0.0","3.41","0.5","1.71","0.0","0.0","0.0","0.0","17.36","24.3","197.51","98.76","180.15","173.21","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","3143.77","0.48","0.0","0.0","3.28","0.48","1.56","0.0","0.0","0.0","0.0","18.92","24.3","197.51","98.76","178.59","173.21","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","3143.77","0.45","0.0","0.0","3.68","0.45","1.66","0.0","0.0","0.0","0.0","20.58","24.3","197.51","98.76","176.93","173.21","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","3143.77","0.43","0.0","0.0","4.3","0.43","1.83","0.0","0.0","0.0","0.0","22.41","24.3","197.51","98.76","175.1","173.21","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","3143.77","0.41","0.0","0.0","3.59","0.41","1.46","0.0","0.0","0.0","0.0","23.88","24.3","197.51","98.76","173.63","173.21","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","3143.77","0.39","0.0","0.0","3.48","0.39","1.37","0.0","0.0","0.0","0.0","25.24","24.3","197.51","98.76","172.27","173.21","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","3143.77","0.38","0.0","0.0","3.78","0.38","1.43","0.01","0.01","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","3143.77","0.37","0.0","0.0","3.59","0.37","1.31","0.0","0.0","0.0","0.0","25.61","24.3","197.51","98.76","171.9","173.21","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","3143.77","0.35","0.0","0.0","3.81","0.35","1.34","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","3143.77","0.34","0.8","0.0","3.73","0.8","2.98","0.0","0.0","0.0","0.0","27.28","44.72","197.51","98.76","170.23","152.79","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","3143.77","0.33","0.8","0.0","3.81","0.8","3.05","0.0","0.0","0.0","0.0","30.33","44.72","197.51","98.76","167.18","152.79","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","3143.77","0.32","0.8","0.0","4.13","0.8","3.3","0.0","0.0","0.0","0.0","33.64","44.72","197.51","98.76","163.87","152.79","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","3143.77","0.31","0.8","0.0","4.33","0.8","3.46","0.0","0.0","0.0","0.0","37.1","44.72","197.51","98.76","160.41","152.79","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","3143.77","0.3","0.8","0.0","5.51","0.8","4.41","0.0","0.0","0.0","0.0","41.51","44.72","197.51","98.76","156.0","152.79","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","3143.77","0.29","0.8","0.0","4.85","0.8","3.88","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","45.39","","","","","","",""
"2016.0","4.0","7.0","98.0","3143.77","0.28","0.8","0.0","4.26","0.8","3.41","0.0","0.0","0.0","0.0","3.41","44.72","197.51","98.76","194.1","152.79","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","3143.77","0.28","0.8","0.0","3.38","0.8","2.7","0.01","0.01","0.0","0.0","6.1","44.72","197.51","98.76","191.41","152.79","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","3143.77","1.16","0.8","0.0","1.55","1.16","1.79","8.15","7.9","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","3143.77","1.14","0.8","0.0","2.05","1.14","2.33","30.23","2.33","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","3143.77","1.12","0.8","0.0","3.17","1.12","3.54","0.88","0.88","0.0","0.0","2.66","44.72","197.51","98.76","194.85","152.79","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","3143.77","0.94","0.8","0.0","3.22","0.94","3.03","0.0","0.0","0.0","0.0","5.69","44.72","197.51","98.76","191.82","152.79","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","3143.77","0.76","0.8","0.0","4.22","0.8","3.38","0.0","0.0","0.0","0.0","9.07","44.72","197.51","98.76","188.45","152.79","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","3143.77","0.66","0.8","0.0","4.17","0.8","3.34","1.61","1.61","0.0","0.0","10.79","44.72","197.51","98.76","186.72","152.79","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","3143.77","0.57","0.8","0.0","5.48","0.8","4.38","0.0","0.0","0.0","0.0","15.18","44.72","197.51","98.76","182.34","152.79","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","3143.77","0.51","0.8","0.0","5.16","0.8","4.13","0.0","0.0","0.0","0.0","19.3","44.72","197.51","98.76","178.21","152.79","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","3143.77","0.47","0.8","0.0","4.85","0.8","3.88","0.0","0.0","0.0","0.0","23.18","44.72","197.51","98.76","174.33","152.79","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","3143.77","0.44","0.8","0.0","5.18","0.8","4.14","0.0","0.0","0.0","0.0","27.33","44.72","197.51","98.76","170.18","152.79","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","3143.77","0.41","0.8","0.0","4.94","0.8","3.95","0.0","0.0","0.0","0.0","31.28","44.72","197.51","98.76","166.23","152.79","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","3143.77","0.39","0.81","0.0","5.19","0.81","4.22","0.0","0.0","0.0","0.0","35.5","44.72","197.51","98.76","162.01","152.79","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","3143.77","0.37","0.83","0.0","3.95","0.83","3.26","0.0","0.0","0.0","0.0","38.76","44.72","197.51","98.76","158.75","152.79","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","3143.77","0.36","0.84","0.0","2.76","0.84","2.32","0.01","0.01","0.0","0.0","41.07","44.72","197.51","98.76","156.44","152.79","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","3143.77","1.06","0.85","0.0","4.11","1.06","4.34","5.94","5.94","0.0","0.0","39.47","44.72","197.51","98.76","158.04","152.79","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","3143.77","0.9","0.87","0.0","4.63","0.9","4.16","0.0","0.0","0.0","0.0","43.63","44.72","197.51","98.76","153.88","152.79","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","3143.77","0.7","0.88","0.0","5.42","0.88","4.76","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","48.39","","","","","","",""
"2016.0","4.0","26.0","117.0","3143.77","0.61","0.89","0.0","4.78","0.89","4.26","0.0","0.0","0.0","0.0","4.26","44.72","197.51","98.76","193.25","152.79","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","3143.77","0.56","0.9","0.0","3.73","0.9","3.37","0.04","0.04","0.0","0.0","7.59","44.72","197.51","98.76","189.92","152.79","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","3143.77","0.5","0.92","0.0","5.66","0.92","5.19","3.4","3.4","0.0","0.0","9.39","44.72","197.51","98.76","188.12","152.79","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","3143.77","0.46","0.93","0.0","5.01","0.93","4.66","0.0","0.0","0.0","0.0","14.05","44.72","197.51","98.76","183.46","152.79","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","3143.77","0.41","0.94","0.0","7.32","0.94","6.91","0.0","0.0","0.0","0.0","20.95","44.72","197.51","98.76","176.56","152.79","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","3143.77","0.38","0.96","0.0","5.79","0.96","5.54","0.0","0.0","0.0","0.0","26.49","44.72","197.51","98.76","171.02","152.79","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","3143.77","0.36","0.97","0.0","5.39","0.97","5.23","0.0","0.0","0.0","0.0","31.72","44.72","197.51","98.76","165.79","152.79","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","3143.77","0.35","0.98","0.0","4.47","0.98","4.39","0.0","0.0","0.0","0.0","36.11","44.72","197.51","98.76","161.4","152.79","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","3143.77","0.34","1.0","0.0","4.71","1.0","4.69","0.0","0.0","0.0","0.0","40.8","44.72","197.51","98.76","156.71","152.79","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","3143.77","0.33","1.01","0.0","2.67","1.01","2.69","0.0","0.0","0.0","0.0","43.49","44.72","197.51","98.76","154.02","152.79","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","3143.77","0.33","1.02","0.0","1.97","1.02","2.01","0.26","0.26","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","45.25","","","","","","",""
"2016.0","5.0","7.0","128.0","3143.77","1.13","1.03","0.0","2.2","1.13","2.49","7.17","2.49","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","3143.77","1.11","1.05","0.0","3.41","1.11","3.78","0.77","0.77","0.0","0.0","3.01","44.72","197.51","98.76","194.5","152.79","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","3143.77","0.84","1.06","0.0","4.7","1.06","4.99","0.0","0.0","0.0","0.0","7.99","44.72","197.51","98.76","189.52","152.79","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","3143.77","0.67","1.07","0.0","5.58","1.07","5.99","0.0","0.0","0.0","0.0","13.99","44.72","197.51","98.76","183.52","152.79","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","3143.77","0.57","1.09","0.0","5.92","1.09","6.43","0.0","0.0","0.0","0.0","20.42","44.72","197.51","98.76","177.09","152.79","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","3143.77","0.5","1.1","0.0","6.04","1.1","6.64","0.0","0.0","0.0","0.0","27.06","44.72","197.51","98.76","170.45","152.79","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","3143.77","0.46","1.1","0.0","5.58","1.1","6.14","0.0","0.0","0.0","0.0","33.2","44.72","197.51","98.76","164.31","152.79","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","3143.77","0.42","1.1","0.0","5.14","1.1","5.65","0.0","0.0","0.0","0.0","38.86","44.72","197.51","98.76","158.65","152.79","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","3143.77","0.4","1.1","0.0","5.58","1.1","6.14","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","44.99","","","","","","",""
"2016.0","5.0","16.0","137.0","3143.77","0.37","1.1","0.0","6.65","1.1","7.32","0.0","0.0","0.0","0.0","7.32","44.72","197.51","98.76","190.2","152.79","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","3143.77","0.34","1.1","0.0","7.63","1.1","8.39","0.0","0.0","0.0","0.0","15.71","44.72","197.51","98.76","181.8","152.79","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","3143.77","0.32","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","23.52","44.72","197.51","98.76","173.99","152.79","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","3143.77","0.31","1.1","0.0","6.31","1.1","6.94","0.0","0.0","0.0","0.0","30.46","44.72","197.51","98.76","167.05","152.79","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","3143.77","0.3","1.1","0.0","5.02","1.1","5.52","0.0","0.0","0.0","0.0","35.98","44.72","197.51","98.76","161.53","152.79","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","3143.77","0.29","1.1","0.0","3.47","1.1","3.82","0.0","0.0","0.0","0.0","39.8","44.72","197.51","98.76","157.71","152.79","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","3143.77","0.28","1.1","0.0","4.27","1.1","4.7","1.71","1.71","0.0","0.0","42.79","44.72","197.51","98.76","154.73","152.79","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","3143.77","0.28","1.1","0.0","4.87","1.1","5.36","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","48.14","","","","","","",""
"2016.0","5.0","24.0","145.0","3143.77","0.27","1.1","0.0","4.92","1.1","5.41","0.0","0.0","0.0","0.0","5.41","44.72","197.51","98.76","192.1","152.79","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","3143.77","0.26","1.1","0.0","5.35","1.1","5.89","0.0","0.0","0.0","0.0","11.3","44.72","197.51","98.76","186.21","152.79","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","3143.77","0.25","1.1","0.0","5.71","1.1","6.28","0.0","0.0","0.0","0.0","17.58","44.72","197.51","98.76","179.93","152.79","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","3143.77","0.25","1.1","0.0","6.09","1.1","6.7","0.0","0.0","0.0","0.0","24.28","44.72","197.51","98.76","173.23","152.79","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","3143.77","0.24","1.1","0.0","6.94","1.1","7.63","0.0","0.0","0.0","0.0","31.91","44.72","197.51","98.76","165.6","152.79","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","3143.77","0.23","1.1","0.0","6.63","1.1","7.29","0.0","0.0","0.0","0.0","39.2","44.72","197.51","98.76","158.31","152.79","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","3143.77","0.23","1.1","0.0","6.85","1.1","7.54","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","46.74","","","","","","",""
"2016.0","5.0","31.0","152.0","3143.77","0.22","1.1","0.0","7.16","1.1","7.88","0.0","0.0","0.0","0.0","7.88","44.72","197.51","98.76","189.63","152.79","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","3143.77","0.21","1.1","0.0","7.16","1.1","7.88","0.0","0.0","0.0","0.0","15.75","44.72","197.51","98.76","181.76","152.79","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","3143.77","0.21","1.1","0.0","7.01","1.1","7.71","0.0","0.0","0.0","0.0","23.46","44.72","197.51","98.76","174.05","152.79","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","3143.77","0.2","1.1","0.0","7.38","1.1","8.12","0.0","0.0","0.0","0.0","31.58","44.72","197.51","98.76","165.93","152.79","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","3143.77","0.2","1.1","0.0","5.17","1.1","5.69","0.0","0.0","0.0","0.0","37.27","44.72","197.51","98.76","160.24","152.79","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","3143.77","0.2","1.1","0.0","7.76","1.1","8.54","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","45.8","","","","","","",""
"2016.0","6.0","6.0","158.0","3143.77","0.19","1.1","0.0","7.24","1.1","7.96","0.0","0.0","0.0","0.0","7.96","44.72","197.51","98.76","189.55","152.79","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","3143.77","0.19","1.1","0.0","6.94","1.1","7.63","0.0","0.0","0.0","0.0","15.6","44.72","197.51","98.76","181.91","152.79","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","3143.77","0.19","1.1","0.0","6.51","1.1","7.16","0.0","0.0","0.0","0.0","22.76","44.72","197.51","98.76","174.75","152.79","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","3143.77","0.18","1.1","0.0","6.32","1.1","6.95","0.0","0.0","0.0","0.0","29.71","44.72","197.51","98.76","167.8","152.79","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","3143.77","0.18","1.1","0.0","6.71","1.1","7.38","0.0","0.0","0.0","0.0","37.09","44.72","197.51","98.76","160.42","152.79","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","3143.77","0.18","1.1","0.0","6.85","1.1","7.54","0.0","0.0","0.0","0.0","44.63","44.72","197.51","98.76","152.88","152.79","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","3143.77","0.17","1.08","0.0","6.87","1.08","7.42","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","52.05","","","","","","",""
"2016.0","6.0","13.0","165.0","3143.77","0.17","1.06","0.0","6.59","1.06","6.99","0.0","0.0","0.0","0.0","6.99","44.72","197.51","98.76","190.53","152.79","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","3143.77","0.17","1.04","0.0","6.48","1.04","6.74","0.0","0.0","0.0","0.0","13.72","44.72","197.51","98.76","183.79","152.79","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","3143.77","0.17","1.02","0.0","5.54","1.02","5.65","0.0","0.0","0.0","0.0","19.38","44.72","197.51","98.76","178.14","152.79","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","3143.77","0.16","1.0","0.0","5.48","1.0","5.48","0.0","0.0","0.0","0.0","24.86","44.72","197.51","98.76","172.66","152.79","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","3143.77","0.16","0.98","0.0","5.34","0.98","5.23","0.0","0.0","0.0","0.0","30.09","44.72","197.51","98.76","167.42","152.79","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","3143.77","0.16","0.96","0.0","6.31","0.96","6.06","0.0","0.0","0.0","0.0","36.15","44.72","197.51","98.76","161.36","152.79","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","3143.77","0.16","0.94","0.0","6.96","0.94","6.54","0.0","0.0","0.0","0.0","42.69","44.72","197.51","98.76","154.82","152.79","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","3143.77","0.16","0.92","0.0","7.57","0.92","6.96","0.0","0.0","0.0","0.0","0.0","44.72","197.51","98.76","197.51","152.79","49.65","","","","","","",""
"2016.0","6.0","21.0","173.0","3143.77","0.15","0.9","0.0","7.92","0.9","7.13","0.0","0.0","0.0","0.0","7.13","44.72","197.51","98.76","190.38","152.79","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","3143.77","0.15","0.88","0.0","7.86","0.88","6.92","0.0","0.0","0.0","0.0","14.04","44.72","197.51","98.76","183.47","152.79","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","3143.77","0.15","0.86","0.0","7.8","0.86","6.71","0.0","0.0","0.0","0.0","20.75","44.72","197.51","98.76","176.76","152.79","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","3143.77","0.15","0.84","0.0","7.05","0.84","5.92","0.0","0.0","0.0","0.0","26.67","49.38","197.51","98.76","170.84","148.13","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","3143.77","0.15","0.82","0.0","7.82","0.82","6.41","0.0","0.0","0.0","0.0","33.09","49.38","197.51","98.76","164.42","148.13","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","3143.77","0.14","0.8","0.0","7.71","0.8","6.17","0.0","0.0","0.0","0.0","39.26","49.38","197.51","98.76","158.26","148.13","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","3143.77","0.14","0.78","0.0","8.18","0.78","6.38","0.0","0.0","0.0","0.0","45.64","49.38","197.51","98.76","151.87","148.13","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","3143.77","0.14","0.76","0.0","8.09","0.76","6.15","0.0","0.0","0.0","0.0","0.0","49.38","197.51","98.76","197.51","148.13","51.78","","","","","","",""
"2016.0","6.0","29.0","181.0","3143.77","0.14","0.74","0.0","7.45","0.74","5.51","0.0","0.0","0.0","0.0","5.51","49.38","197.51","98.76","192.0","148.13","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","3143.77","0.14","0.72","0.0","7.3","0.72","5.26","0.0","0.0","0.0","0.0","10.77","49.38","197.51","98.76","186.74","148.13","0.0","","","","","","",""
