" Daily soil water balance output for Fallow in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Fallow in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","9.0","40.0","6452.998812","0.67","0.67","0.0","1.96","0.67","1.3132","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","10.0","41.0","6452.998812","0.63","0.63","0.0","1.92","0.63","1.2096","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","11.0","42.0","6452.998812","0.61","0.61","0.0","1.75","0.61","1.0675","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","6452.998812","0.58","0.58","0.0","1.85","0.58","1.073","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","6452.998812","0.55","0.55","0.0","2.25","0.55","1.2375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","6452.998812","0.52","0.52","0.0","2.94","0.52","1.5288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","6452.998812","0.5","0.5","0.0","2.45","0.5","1.225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","6452.998812","0.49","0.49","0.0","2.13","0.49","1.0437","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","6452.998812","1.11","1.11","0.0","2.73","1.11","3.0303","2.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","6452.998812","1.14","1.14","0.0","1.95","1.14","2.223","9.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","6452.998812","1.15","1.15","0.0","1.71","1.15","1.9665","1.24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","6452.998812","1.15","1.15","0.0","1.78","1.15","2.047","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","6452.998812","1.02","1.02","0.0","1.99","1.02","2.0298","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","6452.998812","0.88","0.88","0.0","2.61","0.88","2.2968","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","6452.998812","0.78","0.78","0.0","2.48","0.78","1.9344","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","6452.998812","0.72","0.72","0.0","2.24","0.72","1.6128","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","6452.998812","0.67","0.67","0.0","2.36","0.67","1.5812","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","6452.998812","0.63","0.63","0.0","2.33","0.63","1.4679","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","6452.998812","0.59","0.59","0.0","2.37","0.59","1.3983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","6452.998812","0.57","0.57","0.0","2.04","0.57","1.1628","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","6452.998812","0.54","0.54","0.0","2.61","0.54","1.4094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","6452.998812","0.51","0.51","0.0","2.95","0.51","1.5045","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","6452.998812","0.49","0.49","0.0","2.56","0.49","1.2544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","6452.998812","0.47","0.47","0.0","1.87","0.47","0.8789","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","6452.998812","0.47","0.47","0.0","1.5","0.47","0.705","1.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","6452.998812","1.17","1.17","0.0","1.33","1.17","1.5561","14.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","6452.998812","1.13","1.13","0.0","2.26","1.13","2.5538","20.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","6452.998812","1.16","1.16","0.0","1.53","1.16","1.7748","13.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","6452.998812","1.15","1.15","0.0","1.93","1.15","2.2195","1.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","6452.998812","1.15","1.15","0.0","1.98","1.15","2.277","0.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","6452.998812","1.16","1.16","0.0","1.59","1.16","1.8444","2.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","6452.998812","1.16","1.16","0.0","1.54","1.16","1.7864","5.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","6452.998812","1.15","1.15","0.0","1.8","1.15","2.07","7.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","6452.998812","1.17","1.17","0.0","1.19","1.17","1.3923","12.32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","6452.998812","1.12","1.12","0.0","2.52","1.12","2.8224","10.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","6452.998812","1.11","1.11","0.0","2.99","1.11","3.3189","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","6452.998812","0.93","0.93","0.0","3.1","0.93","2.883","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","6452.998812","0.8","0.8","0.0","3.14","0.8","2.512","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","6452.998812","0.71","0.71","0.0","3.04","0.71","2.1584","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","6452.998812","0.65","0.65","0.0","2.97","0.65","1.9305","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","6452.998812","0.61","0.61","0.0","2.33","0.61","1.4213","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","6452.998812","0.58","0.58","0.0","2.37","0.58","1.3746","1.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","6452.998812","0.54","0.54","0.0","3.0","0.54","1.62","0.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","6452.998812","0.51","0.51","0.0","3.33","0.51","1.6983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","6452.998812","0.48","0.48","0.0","3.19","0.48","1.5312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","6452.998812","0.46","0.46","0.0","3.61","0.46","1.6606","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","6452.998812","0.43","0.43","0.0","4.2","0.43","1.806","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","6452.998812","0.41","0.41","0.0","3.51","0.41","1.4391","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","6452.998812","0.4","0.4","0.0","3.52","0.4","1.408","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","6452.998812","0.38","0.38","0.0","3.71","0.38","1.4098","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","6452.998812","0.37","0.37","0.0","3.49","0.37","1.2913","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","6452.998812","0.36","0.36","0.0","3.72","0.36","1.3392","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","6452.998812","0.35","0.35","0.0","3.62","0.35","1.267","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","6452.998812","0.34","0.34","0.0","3.72","0.34","1.2648","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","6452.998812","0.33","0.33","0.0","3.94","0.33","1.3002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","6452.998812","0.32","0.32","0.0","4.14","0.32","1.3248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","6452.998812","0.31","0.31","0.0","5.39","0.31","1.6709","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","6452.998812","0.3","0.3","0.0","4.84","0.3","1.452","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","6452.998812","0.29","0.29","0.0","4.19","0.29","1.2151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","6452.998812","0.28","0.28","0.0","3.25","0.28","0.91","1.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","6452.998812","1.16","1.16","0.0","1.59","1.16","1.8444","12.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","6452.998812","1.15","1.15","0.0","1.84","1.15","2.116","20.51","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","6452.998812","1.12","1.12","0.0","3.06","1.12","3.4272","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","6452.998812","0.95","0.95","0.0","3.42","0.95","3.249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","6452.998812","0.77","0.77","0.0","4.11","0.77","3.1647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","6452.998812","0.67","0.67","0.0","4.1","0.67","2.747","0.78","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","6452.998812","0.58","0.58","0.0","5.34","0.58","3.0972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","6452.998812","0.52","0.52","0.0","5.13","0.52","2.6676","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","6452.998812","0.48","0.48","0.0","4.75","0.48","2.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","6452.998812","0.44","0.44","0.0","5.08","0.44","2.2352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","6452.998812","0.41","0.41","0.0","4.82","0.41","1.9762","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","6452.998812","0.39","0.39","0.0","5.01","0.39","1.9539","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","6452.998812","0.38","0.38","0.0","3.61","0.38","1.3718","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","6452.998812","0.37","0.37","0.0","2.88","0.37","1.0656","0.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","6452.998812","0.35","0.35","0.0","4.01","0.35","1.4035","3.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","6452.998812","0.34","0.34","0.0","4.5","0.34","1.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","6452.998812","0.33","0.33","0.0","5.34","0.33","1.7622","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","6452.998812","0.32","0.32","0.0","4.63","0.32","1.4816","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","6452.998812","0.31","0.31","0.0","3.59","0.31","1.1129","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","6452.998812","0.3","0.3","0.0","5.55","0.3","1.665","1.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","6452.998812","0.29","0.29","0.0","4.91","0.29","1.4239","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","6452.998812","0.28","0.28","0.0","7.15","0.28","2.002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","6452.998812","0.27","0.27","0.0","5.68","0.27","1.5336","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","6452.998812","0.26","0.26","0.0","5.14","0.26","1.3364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","6452.998812","0.26","0.26","0.0","4.27","0.26","1.1102","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","6452.998812","0.25","0.25","0.0","4.54","0.25","1.135","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","6452.998812","0.25","0.25","0.0","2.55","0.25","0.6375","0.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","6452.998812","0.25","0.25","0.0","1.88","0.25","0.47","0.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","6452.998812","1.14","1.14","0.0","2.03","1.14","2.3142","4.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","6452.998812","1.11","1.11","0.0","3.27","1.11","3.6297","0.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","6452.998812","0.87","0.87","0.0","4.52","0.87","3.9324","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","6452.998812","0.69","0.69","0.0","5.37","0.69","3.7053","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","6452.998812","0.58","0.58","0.0","5.67","0.58","3.2886","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","6452.998812","0.52","0.52","0.0","5.67","0.52","2.9484","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","6452.998812","0.47","0.47","0.0","5.3","0.47","2.491","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","6452.998812","0.44","0.44","0.0","4.83","0.44","2.1252","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","6452.998812","0.41","0.41","0.0","5.41","0.41","2.2181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","6452.998812","0.38","0.38","0.0","6.4","0.38","2.432","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","6452.998812","0.35","0.35","0.0","7.38","0.35","2.583","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","6452.998812","0.33","0.33","0.0","6.85","0.33","2.2605","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","6452.998812","0.31","0.31","0.0","6.05","0.31","1.8755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","6452.998812","0.3","0.3","0.0","4.86","0.3","1.458","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","6452.998812","0.3","0.3","0.0","3.64","0.3","1.092","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","6452.998812","0.29","0.29","0.0","4.01","0.29","1.1629","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","6452.998812","0.28","0.28","0.0","4.59","0.28","1.2852","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","6452.998812","0.28","0.28","0.0","4.79","0.28","1.3412","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","6452.998812","0.27","0.27","0.0","5.18","0.27","1.3986","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","6452.998812","0.26","0.26","0.0","5.52","0.26","1.4352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","6452.998812","0.25","0.25","0.0","5.89","0.25","1.4725","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","6452.998812","0.25","0.25","0.0","6.73","0.25","1.6825","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","6452.998812","0.24","0.24","0.0","6.28","0.24","1.5072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","6452.998812","0.23","0.23","0.0","6.56","0.23","1.5088","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","6452.998812","0.23","0.23","0.0","6.88","0.23","1.5824","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","6452.998812","0.22","0.22","0.0","6.81","0.22","1.4982","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","6452.998812","0.21","0.21","0.0","6.66","0.21","1.3986","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","6452.998812","0.21","0.21","0.0","7.1","0.21","1.491","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","6452.998812","0.21","0.21","0.0","4.9","0.21","1.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","6452.998812","0.2","0.2","0.0","7.37","0.2","1.474","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","6452.998812","0.2","0.2","0.0","6.75","0.2","1.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","6452.998812","0.19","0.19","0.0","6.48","0.19","1.2312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","6452.998812","0.19","0.19","0.0","6.22","0.19","1.1818","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","6452.998812","0.19","0.19","0.0","5.96","0.19","1.1324","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","6452.998812","0.18","0.18","0.0","6.41","0.18","1.1538","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","6452.998812","0.18","0.18","0.0","6.68","0.18","1.2024","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","6452.998812","0.18","0.18","0.0","6.62","0.18","1.1916","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","6452.998812","0.18","0.18","0.0","6.3","0.18","1.134","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","6452.998812","0.17","0.17","0.0","6.24","0.17","1.0608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","6452.998812","0.17","0.17","0.0","5.37","0.17","0.9129","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","6452.998812","0.17","0.17","0.0","5.25","0.17","0.8925","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","6452.998812","0.17","0.17","0.0","5.14","0.17","0.8738","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","6452.998812","0.16","0.16","0.0","6.17","0.16","0.9872","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","6452.998812","0.16","0.16","0.0","6.83","0.16","1.0928","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","6452.998812","0.16","0.16","0.0","7.19","0.16","1.1504","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","6452.998812","0.16","0.16","0.0","7.59","0.16","1.2144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","6452.998812","0.16","0.16","0.0","7.42","0.16","1.1872","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","6452.998812","0.15","0.15","0.0","7.46","0.15","1.119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","6452.998812","0.15","0.15","0.0","6.79","0.15","1.0185","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
