" Daily soil water balance output for Pears in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Pears in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","346.71","0.54","0.0","0.0","2.35","0.54","1.26","0.0","0.0","0.0","0.0","20.54","20.25","421.01","210.51","400.48","400.76","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","346.71","0.51","0.0","0.0","3.22","0.51","1.63","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","346.71","0.48","0.0","0.0","2.64","0.48","1.28","0.0","0.0","0.0","0.0","21.53","20.25","421.01","210.51","399.48","400.76","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","346.71","0.47","0.0","0.0","2.1","0.47","0.99","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","346.71","0.45","0.0","0.0","2.65","0.45","1.2","0.0","0.0","0.0","0.0","21.45","20.25","421.01","210.51","399.56","400.76","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","346.71","1.15","0.0","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","7.78","20.25","421.01","210.51","413.23","400.76","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","346.71","1.16","0.0","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","5.84","20.25","421.01","210.51","415.17","400.76","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","346.71","1.15","0.0","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","7.69","20.25","421.01","210.51","413.32","400.76","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","346.71","1.15","0.0","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","9.94","20.25","421.01","210.51","411.07","400.76","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","346.71","0.98","0.0","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","12.64","20.25","421.01","210.51","408.38","400.76","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","346.71","0.86","0.0","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","14.68","20.25","421.01","210.51","406.34","400.76","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","346.71","0.78","0.0","0.0","2.23","0.78","1.73","0.0","0.0","0.0","0.0","16.41","20.25","421.01","210.51","404.6","400.76","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","346.71","0.71","0.0","0.0","2.35","0.71","1.68","0.0","0.0","0.0","0.0","18.09","20.25","421.01","210.51","402.92","400.76","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","346.71","0.66","0.0","0.0","2.38","0.66","1.58","0.0","0.0","0.0","0.0","19.67","20.25","421.01","210.51","401.35","400.76","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","346.71","0.63","0.0","0.0","2.08","0.63","1.3","0.0","0.0","0.0","0.0","20.97","20.25","421.01","210.51","400.04","400.76","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","346.71","0.6","0.0","0.0","2.1","0.6","1.25","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","346.71","0.56","0.0","0.0","2.69","0.56","1.51","0.0","0.0","0.0","0.0","21.76","20.25","421.01","210.51","399.25","400.76","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","346.71","0.53","0.0","0.0","3.02","0.53","1.6","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","346.71","0.5","0.0","0.0","2.66","0.5","1.34","0.0","0.0","0.0","0.0","21.59","20.25","421.01","210.51","399.42","400.76","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","346.71","0.49","0.0","0.0","1.77","0.49","0.87","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","346.71","0.48","0.0","0.0","1.55","0.48","0.74","0.14","0.14","0.0","0.0","20.85","20.25","421.01","210.51","400.16","400.76","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","346.71","1.17","0.0","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","4.65","20.25","421.01","210.51","416.36","400.76","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","346.71","1.13","0.0","0.0","2.17","1.13","2.46","38.99","7.11","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","346.71","1.16","0.0","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","346.71","1.15","0.0","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","346.71","1.15","0.0","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","20.25","421.01","210.51","418.88","400.76","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","346.71","1.15","0.0","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","20.25","421.01","210.51","417.28","400.76","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","346.71","1.16","0.0","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","346.71","1.16","0.0","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","346.71","1.17","0.0","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","346.71","1.12","0.0","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","346.71","1.11","0.0","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","20.25","421.01","210.51","417.61","400.76","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","346.71","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","20.25","421.01","210.51","414.73","400.76","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","346.71","0.79","0.0","0.0","3.16","0.79","2.5","0.0","0.0","0.0","0.0","8.78","20.25","421.01","210.51","412.23","400.76","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","346.71","0.7","0.0","0.0","3.19","0.7","2.24","0.0","0.0","0.0","0.0","11.02","20.25","421.01","210.51","409.99","400.76","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","346.71","0.64","0.0","0.0","3.17","0.64","2.02","0.0","0.0","0.0","0.0","13.04","20.25","421.01","210.51","407.97","400.76","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","346.71","0.6","0.0","0.0","2.2","0.6","1.33","0.0","0.0","0.0","0.0","14.37","20.25","421.01","210.51","406.64","400.76","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","346.71","0.57","0.0","0.0","2.32","0.57","1.33","1.54","1.54","0.0","0.0","14.16","20.25","421.01","210.51","406.85","400.76","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","346.71","0.54","0.0","0.0","2.92","0.54","1.57","1.83","1.83","0.0","0.0","13.9","20.25","421.01","210.51","407.11","400.76","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","346.71","0.51","0.0","0.0","3.36","0.51","1.7","0.0","0.0","0.0","0.0","15.61","20.25","421.01","210.51","405.41","400.76","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","346.71","0.48","0.0","0.0","3.2","0.48","1.54","0.0","0.0","0.0","0.0","17.14","20.25","421.01","210.51","403.87","400.76","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","346.71","0.45","0.0","0.0","3.71","0.45","1.69","0.0","0.0","0.0","0.0","18.83","20.25","421.01","210.51","402.18","400.76","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","346.71","0.43","0.0","0.0","4.47","0.43","1.91","0.0","0.0","0.0","0.0","20.74","20.25","421.01","210.51","400.27","400.76","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","346.71","0.41","0.0","0.0","3.43","0.41","1.41","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","346.71","0.39","0.0","0.0","3.53","0.39","1.39","0.0","0.0","0.0","0.0","21.64","20.25","421.01","210.51","399.37","400.76","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","346.71","0.38","0.0","0.0","3.82","0.38","1.45","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","346.71","0.37","0.0","0.0","3.64","0.37","1.33","0.0","0.0","0.0","0.0","21.58","20.25","421.01","210.51","399.43","400.76","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","346.71","0.35","0.0","0.0","3.78","0.35","1.34","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","346.71","0.34","0.0","0.0","3.67","0.34","1.26","0.0","0.0","0.0","0.0","21.51","20.25","421.01","210.51","399.5","400.76","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","346.71","0.33","0.0","0.0","3.74","0.33","1.25","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","346.71","0.32","0.0","0.0","4.08","0.32","1.32","0.0","0.0","0.0","0.0","21.57","20.25","421.01","210.51","399.44","400.76","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","346.71","0.31","0.0","0.0","4.22","0.31","1.33","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","346.71","0.3","0.0","0.0","5.72","0.3","1.73","0.0","0.0","0.0","0.0","21.98","20.25","421.01","210.51","399.04","400.76","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","346.71","0.29","0.0","0.0","4.95","0.29","1.45","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","346.71","0.29","0.0","0.0","4.34","0.29","1.24","0.0","0.0","0.0","0.0","21.49","20.25","421.01","210.51","399.52","400.76","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","346.71","0.28","0.0","0.0","3.63","0.28","1.02","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","346.71","0.28","0.0","0.0","1.42","0.28","0.39","1.32","1.32","0.0","0.0","19.32","20.25","421.01","210.51","401.69","400.76","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","346.71","1.13","0.0","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","12.53","20.25","421.01","210.51","408.49","400.76","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","346.71","1.11","0.0","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","15.79","20.25","421.01","210.51","405.23","400.76","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","346.71","0.9","0.0","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","19.03","20.25","421.01","210.51","401.98","400.76","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","346.71","0.74","0.0","0.0","4.28","0.74","3.16","0.0","0.0","0.0","0.0","22.19","20.25","421.01","210.51","398.83","400.76","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","346.71","0.65","0.0","0.0","4.01","0.65","2.59","0.67","0.67","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","346.71","0.56","0.55","0.0","5.41","0.56","3.04","0.0","0.0","0.0","0.0","23.29","95.5","421.01","210.51","397.73","325.52","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","346.71","0.5","0.56","0.0","5.5","0.56","3.07","0.0","0.0","0.0","0.0","26.36","95.5","421.01","210.51","394.66","325.52","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","346.71","0.46","0.57","0.0","4.75","0.57","2.69","0.0","0.0","0.0","0.0","29.05","95.5","421.01","210.51","391.97","325.52","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","346.71","0.43","0.57","0.0","5.12","0.57","2.94","0.0","0.0","0.0","0.0","31.99","95.5","421.01","210.51","389.03","325.52","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","346.71","0.4","0.58","0.0","5.07","0.58","2.95","0.0","0.0","0.0","0.0","34.94","95.5","421.01","210.51","386.08","325.52","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","346.71","0.38","0.59","0.0","5.26","0.59","3.11","0.0","0.0","0.0","0.0","38.04","95.5","421.01","210.51","382.97","325.52","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","346.71","0.37","0.6","0.0","3.95","0.6","2.36","0.0","0.0","0.0","0.0","40.41","95.5","421.01","210.51","380.61","325.52","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","346.71","0.36","0.61","0.0","2.78","0.61","1.69","0.28","0.28","0.0","0.0","41.81","95.5","421.01","210.51","379.2","325.52","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","346.71","1.06","0.61","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","39.92","95.5","421.01","210.51","381.09","325.52","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","346.71","0.92","0.62","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","44.0","95.5","421.01","210.51","377.01","325.52","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","346.71","0.71","0.63","0.0","5.39","0.71","3.84","0.0","0.0","0.0","0.0","47.84","95.5","421.01","210.51","373.17","325.52","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","346.71","0.62","0.64","0.0","4.58","0.64","2.93","0.0","0.0","0.0","0.0","50.77","95.5","421.01","210.51","370.25","325.52","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","346.71","0.57","0.65","0.0","3.62","0.65","2.34","0.0","0.0","0.0","0.0","53.11","95.5","421.01","210.51","367.91","325.52","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","346.71","0.5","0.65","0.0","5.82","0.65","3.81","4.55","4.55","0.0","0.0","52.37","95.5","421.01","210.51","368.64","325.52","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","346.71","0.46","0.66","0.0","5.17","0.66","3.43","0.0","0.0","0.0","0.0","55.8","95.5","421.01","210.51","365.22","325.52","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","346.71","0.41","0.67","0.0","7.43","0.67","4.99","0.03","0.03","0.0","0.0","60.75","95.5","421.01","210.51","360.26","325.52","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","346.71","0.38","0.68","0.0","5.97","0.68","4.05","0.0","0.0","0.0","0.0","64.81","95.5","421.01","210.51","356.21","325.52","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","346.71","0.36","0.69","0.0","5.45","0.69","3.74","0.0","0.0","0.0","0.0","68.55","95.5","421.01","210.51","352.46","325.52","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","346.71","0.35","0.7","0.0","4.6","0.7","3.2","0.0","0.0","0.0","0.0","71.75","95.5","421.01","210.51","349.27","325.52","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","346.71","0.33","0.7","0.0","4.92","0.7","3.46","0.0","0.0","0.0","0.0","75.21","95.5","421.01","210.51","345.81","325.52","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","346.71","0.33","0.71","0.0","2.31","0.71","1.64","0.16","0.16","0.0","0.0","76.69","95.5","421.01","210.51","344.32","325.52","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","346.71","0.33","0.72","0.0","2.18","0.72","1.57","1.17","1.17","0.0","0.0","77.09","95.5","421.01","210.51","343.92","325.52","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","346.71","0.32","0.73","0.0","2.15","0.73","1.56","1.04","1.04","0.0","0.0","77.61","95.5","421.01","210.51","343.4","325.52","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","346.71","0.31","0.74","0.0","3.26","0.74","2.4","1.91","1.91","0.0","0.0","78.1","95.5","421.01","210.51","342.91","325.52","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","346.71","0.3","0.74","0.0","4.71","0.74","3.5","0.0","0.0","0.0","0.0","81.6","95.5","421.01","210.51","339.41","325.52","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","346.71","0.29","0.75","0.0","5.78","0.75","4.34","0.0","0.0","0.0","0.0","85.95","95.5","421.01","210.51","335.07","325.52","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","346.71","0.28","0.76","0.0","6.12","0.76","4.65","0.0","0.0","0.0","0.0","90.6","95.5","421.01","210.51","330.42","325.52","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","346.71","0.27","0.77","0.0","6.17","0.77","4.74","0.0","0.0","0.0","0.0","95.33","95.5","421.01","210.51","325.68","325.52","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","346.71","0.26","0.78","0.0","5.78","0.78","4.48","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","99.82","","","","","","",""
"2016.0","5.0","14.0","135.0","346.71","0.26","0.78","0.0","5.15","0.78","4.04","0.0","0.0","0.0","0.0","4.04","95.5","421.01","210.51","416.98","325.52","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","346.71","0.25","0.79","0.0","5.59","0.79","4.43","0.0","0.0","0.0","0.0","8.46","95.5","421.01","210.51","412.55","325.52","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","346.71","0.24","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","13.78","95.5","421.01","210.51","407.24","325.52","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","346.71","0.23","0.81","0.0","7.82","0.81","6.32","0.0","0.0","0.0","0.0","20.09","95.5","421.01","210.51","400.92","325.52","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","346.71","0.23","0.82","0.0","7.09","0.82","5.79","0.0","0.0","0.0","0.0","25.88","95.5","421.01","210.51","395.13","325.52","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","346.71","0.22","0.82","0.0","6.34","0.82","5.23","0.0","0.0","0.0","0.0","31.11","95.5","421.01","210.51","389.91","325.52","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","346.71","0.22","0.83","0.0","4.71","0.83","3.92","0.0","0.0","0.0","0.0","35.03","95.5","421.01","210.51","385.99","325.52","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","346.71","0.22","0.84","0.0","4.08","0.84","3.43","3.3","3.3","0.0","0.0","35.16","95.5","421.01","210.51","385.86","325.52","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","346.71","0.21","0.85","0.0","4.38","0.85","3.72","0.7","0.7","0.0","0.0","38.17","95.5","421.01","210.51","382.84","325.52","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","346.71","0.21","0.86","0.0","4.66","0.86","3.99","0.0","0.0","0.0","0.0","42.16","95.5","421.01","210.51","378.85","325.52","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","346.71","0.21","0.86","0.0","4.86","0.86","4.2","0.0","0.0","0.0","0.0","46.36","95.5","421.01","210.51","374.65","325.52","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","346.71","0.2","0.87","0.0","5.33","0.87","4.65","0.0","0.0","0.0","0.0","51.01","95.5","421.01","210.51","370.0","325.52","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","346.71","0.2","0.88","0.0","5.8","0.88","5.11","0.0","0.0","0.0","0.0","56.12","95.5","421.01","210.51","364.89","325.52","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","346.71","0.2","0.89","0.0","6.09","0.89","5.41","0.0","0.0","0.0","0.0","61.53","95.5","421.01","210.51","359.48","325.52","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","346.71","0.19","0.9","0.0","7.02","0.9","6.3","0.0","0.0","0.0","0.0","67.83","95.5","421.01","210.51","353.18","325.52","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","346.71","0.19","0.9","0.0","6.61","0.9","5.98","0.0","0.0","0.0","0.0","73.81","95.5","421.01","210.51","347.2","325.52","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","346.71","0.19","0.91","0.0","6.86","0.91","6.26","0.0","0.0","0.0","0.0","80.07","95.5","421.01","210.51","340.94","325.52","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","346.71","0.18","0.92","0.0","7.19","0.92","6.62","0.0","0.0","0.0","0.0","86.7","95.5","421.01","210.51","334.32","325.52","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","346.71","0.18","0.93","0.0","7.38","0.93","6.86","0.0","0.0","0.0","0.0","93.55","95.5","421.01","210.51","327.46","325.52","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","346.71","0.18","0.94","0.0","6.92","0.94","6.48","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","100.04","","","","","","",""
"2016.0","6.0","3.0","155.0","346.71","0.17","0.95","0.0","7.41","0.95","7.0","0.0","0.0","0.0","0.0","7.0","95.5","421.01","210.51","414.01","325.52","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","346.71","0.17","0.95","0.0","4.7","0.95","4.48","0.0","0.0","0.0","0.0","11.48","95.5","421.01","210.51","409.53","325.52","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","346.71","0.17","0.96","0.0","7.65","0.96","7.35","0.0","0.0","0.0","0.0","18.84","95.5","421.01","210.51","402.18","325.52","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","346.71","0.17","0.97","0.0","7.32","0.97","7.1","0.0","0.0","0.0","0.0","25.93","95.5","421.01","210.51","395.08","325.52","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","346.71","0.16","0.98","0.0","6.88","0.98","6.72","0.0","0.0","0.0","0.0","32.66","95.5","421.01","210.51","388.36","325.52","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","346.71","0.16","0.99","0.0","6.66","0.99","6.56","0.0","0.0","0.0","0.0","39.22","95.5","421.01","210.51","381.79","325.52","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","346.71","0.16","0.99","0.0","6.33","0.99","6.29","0.0","0.0","0.0","0.0","45.51","95.5","421.01","210.51","375.5","325.52","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","346.71","0.16","1.0","0.0","6.63","1.0","6.64","0.0","0.0","0.0","0.0","52.15","95.5","421.01","210.51","368.86","325.52","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","346.71","0.15","1.01","0.0","6.93","1.01","7.0","0.0","0.0","0.0","0.0","59.15","95.5","421.01","210.51","361.87","325.52","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","346.71","0.15","1.02","0.0","7.07","1.02","7.2","0.0","0.0","0.0","0.0","66.34","95.5","421.01","210.51","354.67","325.52","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","346.71","0.15","1.03","0.0","6.74","1.03","6.91","0.0","0.0","0.0","0.0","73.26","95.5","421.01","210.51","347.76","325.52","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","346.71","0.15","1.03","0.0","6.25","1.03","6.46","0.0","0.0","0.0","0.0","79.72","95.5","421.01","210.51","341.29","325.52","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","346.71","0.15","1.04","0.0","5.13","1.04","5.35","0.0","0.0","0.0","0.0","85.06","95.5","421.01","210.51","335.95","325.52","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","346.71","0.15","1.05","0.0","5.19","1.05","5.45","0.0","0.0","0.0","0.0","90.51","95.5","421.01","210.51","330.5","325.52","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","346.71","0.15","1.05","0.0","4.72","1.05","4.96","0.0","0.0","0.0","0.0","95.47","95.5","421.01","210.51","325.54","325.52","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","346.71","0.14","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","101.86","","","","","","",""
"2016.0","6.0","19.0","171.0","346.71","0.14","1.05","0.0","6.77","1.05","7.11","0.0","0.0","0.0","0.0","7.11","95.5","421.01","210.51","413.91","325.52","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","346.71","0.14","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","14.85","95.5","421.01","210.51","406.17","325.52","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","346.71","0.14","1.05","0.0","7.68","1.05","8.06","0.0","0.0","0.0","0.0","22.91","95.5","421.01","210.51","398.1","325.52","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","346.71","0.14","1.05","0.0","7.83","1.05","8.22","0.0","0.0","0.0","0.0","31.13","95.5","421.01","210.51","389.88","325.52","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","346.71","0.14","1.05","0.0","7.67","1.05","8.05","0.0","0.0","0.0","0.0","39.19","95.5","421.01","210.51","381.83","325.52","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","346.71","0.13","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","46.54","95.5","421.01","210.51","374.48","325.52","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","346.71","0.13","1.05","0.0","7.78","1.05","8.17","0.0","0.0","0.0","0.0","54.71","95.5","421.01","210.51","366.31","325.52","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","346.71","0.13","1.05","0.0","7.64","1.05","8.02","0.0","0.0","0.0","0.0","62.73","95.5","421.01","210.51","358.29","325.52","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","346.71","0.13","1.05","0.0","8.07","1.05","8.47","0.0","0.0","0.0","0.0","71.2","95.5","421.01","210.51","349.81","325.52","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","346.71","0.13","1.05","0.0","8.11","1.05","8.52","0.0","0.0","0.0","0.0","79.72","95.5","421.01","210.51","341.3","325.52","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","346.71","0.13","1.05","0.0","7.53","1.05","7.91","0.0","0.0","0.0","0.0","87.62","95.5","421.01","210.51","333.39","325.52","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","346.71","0.13","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","95.46","95.5","421.01","210.51","325.56","325.52","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","346.71","0.13","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","103.19","","","","","","",""
"2016.0","7.0","2.0","184.0","346.71","0.12","1.05","0.0","7.33","1.05","7.7","0.0","0.0","0.0","0.0","7.7","95.5","421.01","210.51","413.32","325.52","0.0","","","","","","",""
