" Daily soil water balance output for Pasture in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Pasture in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","11.0","42.0","8005.09","0.61","0.95","0.0","1.75","0.95","1.66","0.0","0.0","0.0","0.0","20.63","54.95","227.99","114.0","207.36","173.04","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","8005.09","0.58","0.95","0.0","1.85","0.95","1.76","0.0","0.0","0.0","0.0","22.38","54.95","227.99","114.0","205.61","173.04","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","8005.09","0.55","0.95","0.0","2.25","0.95","2.14","0.0","0.0","0.0","0.0","24.52","54.95","227.99","114.0","203.47","173.04","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","8005.09","0.52","0.95","0.0","2.94","0.95","2.79","0.0","0.0","0.0","0.0","27.32","54.95","227.99","114.0","200.67","173.04","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","8005.09","0.5","0.95","0.0","2.45","0.95","2.33","0.0","0.0","0.0","0.0","29.64","54.95","227.99","114.0","198.35","173.04","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","8005.09","0.49","0.95","0.0","2.13","0.95","2.02","0.0","0.0","0.0","0.0","31.67","54.95","227.99","114.0","196.32","173.04","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","8005.09","1.11","0.95","0.0","2.73","1.11","3.03","2.71","2.71","0.0","0.0","31.99","54.95","227.99","114.0","196.0","173.04","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","8005.09","1.14","0.95","0.0","1.95","1.14","2.23","9.85","9.85","0.0","0.0","24.37","54.95","227.99","114.0","203.62","173.04","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","8005.09","1.15","0.95","0.0","1.71","1.15","1.96","1.24","1.24","0.0","0.0","25.09","54.95","227.99","114.0","202.9","173.04","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","8005.09","1.15","0.95","0.0","1.78","1.15","2.04","0.01","0.01","0.0","0.0","27.12","54.95","227.99","114.0","200.87","173.04","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","8005.09","1.02","0.95","0.0","1.99","1.02","2.03","0.0","0.0","0.0","0.0","29.15","54.95","227.99","114.0","198.84","173.04","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","8005.09","0.88","0.95","0.0","2.61","0.95","2.48","0.0","0.0","0.0","0.0","31.63","54.95","227.99","114.0","196.36","173.04","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","8005.09","0.78","0.95","0.0","2.48","0.95","2.36","0.0","0.0","0.0","0.0","33.99","54.95","227.99","114.0","194.0","173.04","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","8005.09","0.72","0.95","0.0","2.24","0.95","2.13","0.0","0.0","0.0","0.0","36.11","54.95","227.99","114.0","191.88","173.04","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","8005.09","0.67","0.95","0.0","2.36","0.95","2.24","0.0","0.0","0.0","0.0","38.36","54.95","227.99","114.0","189.63","173.04","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","8005.09","0.63","0.95","0.0","2.33","0.95","2.21","0.0","0.0","0.0","0.0","40.57","54.95","227.99","114.0","187.42","173.04","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","8005.09","0.59","0.95","0.0","2.37","0.95","2.25","0.0","0.0","0.0","0.0","42.82","54.95","227.99","114.0","185.17","173.04","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","8005.09","0.57","0.95","0.0","2.04","0.95","1.94","0.0","0.0","0.0","0.0","44.76","54.95","227.99","114.0","183.23","173.04","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","8005.09","0.54","0.95","0.0","2.61","0.95","2.48","0.0","0.0","0.0","0.0","47.24","54.95","227.99","114.0","180.75","173.04","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","8005.09","0.51","0.95","0.0","2.95","0.95","2.8","0.0","0.0","0.0","0.0","50.04","54.95","227.99","114.0","177.95","173.04","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","8005.09","0.49","0.95","0.0","2.56","0.95","2.43","0.0","0.0","0.0","0.0","52.47","54.95","227.99","114.0","175.52","173.04","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","8005.09","0.47","0.95","0.0","1.87","0.95","1.78","0.0","0.0","0.0","0.0","54.25","54.95","227.99","114.0","173.74","173.04","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","8005.09","0.47","0.95","0.0","1.5","0.95","1.43","1.71","1.71","0.0","0.0","53.97","54.95","227.99","114.0","174.03","173.04","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","8005.09","1.17","0.95","0.0","1.33","1.17","1.55","14.14","14.14","0.0","0.0","41.38","54.95","227.99","114.0","186.61","173.04","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","8005.09","1.13","0.95","0.0","2.26","1.13","2.55","20.66","20.66","0.0","0.0","23.27","54.95","227.99","114.0","204.72","173.04","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","8005.09","1.16","0.95","0.0","1.53","1.16","1.77","13.1","13.1","0.0","0.0","11.94","54.95","227.99","114.0","216.05","173.04","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","8005.09","1.15","0.95","0.0","1.93","1.15","2.22","1.46","1.46","0.0","0.0","12.7","54.95","227.99","114.0","215.29","173.04","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","8005.09","1.15","0.95","0.0","1.98","1.15","2.27","0.57","0.57","0.0","0.0","14.41","54.95","227.99","114.0","213.58","173.04","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","8005.09","1.16","0.95","0.0","1.59","1.16","1.84","2.01","2.01","0.0","0.0","14.23","54.95","227.99","114.0","213.76","173.04","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","8005.09","1.16","0.95","0.0","1.54","1.16","1.78","5.1","5.1","0.0","0.0","10.92","54.95","227.99","114.0","217.07","173.04","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","8005.09","1.15","0.95","0.0","1.8","1.15","2.07","7.19","7.19","0.0","0.0","5.79","54.95","227.99","114.0","222.2","173.04","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","8005.09","1.17","0.95","0.0","1.19","1.17","1.4","12.32","7.19","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","8005.09","1.12","0.95","0.0","2.52","1.12","2.82","10.8","2.82","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","8005.09","1.11","0.95","0.0","2.99","1.11","3.32","0.0","0.0","0.0","0.0","3.32","54.95","227.99","114.0","224.67","173.04","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","8005.09","0.93","0.95","0.0","3.1","0.95","2.95","0.0","0.0","0.0","0.0","6.26","54.95","227.99","114.0","221.73","173.04","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","8005.09","0.8","0.95","0.0","3.14","0.95","2.98","0.0","0.0","0.0","0.0","9.25","54.95","227.99","114.0","218.74","173.04","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","8005.09","0.71","0.95","0.0","3.04","0.95","2.89","0.0","0.0","0.0","0.0","12.13","54.95","227.99","114.0","215.86","173.04","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","8005.09","0.65","0.95","0.0","2.97","0.95","2.82","0.0","0.0","0.0","0.0","14.96","54.95","227.99","114.0","213.03","173.04","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","8005.09","0.61","0.95","0.0","2.33","0.95","2.21","0.03","0.03","0.0","0.0","17.14","54.95","227.99","114.0","210.85","173.04","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","8005.09","0.58","0.95","0.0","2.37","0.95","2.25","1.23","1.23","0.0","0.0","18.16","54.95","227.99","114.0","209.83","173.04","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","8005.09","0.54","0.95","0.0","3.0","0.95","2.85","0.94","0.94","0.0","0.0","20.07","54.95","227.99","114.0","207.92","173.04","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","8005.09","0.51","0.95","0.0","3.33","0.95","3.16","0.0","0.0","0.0","0.0","23.23","54.95","227.99","114.0","204.76","173.04","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","8005.09","0.48","0.95","0.0","3.19","0.95","3.03","0.0","0.0","0.0","0.0","26.26","54.95","227.99","114.0","201.73","173.04","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","8005.09","0.46","0.95","0.0","3.61","0.95","3.43","0.0","0.0","0.0","0.0","29.69","54.95","227.99","114.0","198.3","173.04","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","8005.09","0.43","0.95","0.0","4.2","0.95","3.99","0.0","0.0","0.0","0.0","33.68","54.95","227.99","114.0","194.31","173.04","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","8005.09","0.41","0.95","0.0","3.51","0.95","3.33","0.0","0.0","0.0","0.0","37.02","54.95","227.99","114.0","190.97","173.04","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","8005.09","0.4","0.95","0.0","3.52","0.95","3.34","0.0","0.0","0.0","0.0","40.36","54.95","227.99","114.0","187.63","173.04","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","8005.09","0.38","0.95","0.0","3.71","0.95","3.52","0.0","0.0","0.0","0.0","43.89","54.95","227.99","114.0","184.1","173.04","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","8005.09","0.37","0.95","0.0","3.49","0.95","3.32","0.0","0.0","0.0","0.0","47.2","54.95","227.99","114.0","180.79","173.04","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","8005.09","0.36","0.95","0.0","3.72","0.95","3.53","0.0","0.0","0.0","0.0","50.74","54.95","227.99","114.0","177.25","173.04","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","8005.09","0.35","0.95","0.0","3.62","0.95","3.44","0.0","0.0","0.0","0.0","54.18","54.95","227.99","114.0","173.81","173.04","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","8005.09","0.34","0.95","0.0","3.72","0.95","3.53","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","57.71","","","","","","",""
"2016.0","4.0","3.0","94.0","8005.09","0.33","0.95","0.0","3.94","0.95","3.74","0.0","0.0","0.0","0.0","3.74","54.95","227.99","114.0","224.25","173.04","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","8005.09","0.32","0.95","0.0","4.14","0.95","3.93","0.0","0.0","0.0","0.0","7.68","54.95","227.99","114.0","220.31","173.04","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","8005.09","0.31","0.95","0.0","5.39","0.95","5.12","0.0","0.0","0.0","0.0","12.8","54.95","227.99","114.0","215.19","173.04","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","8005.09","0.3","0.95","0.0","4.84","0.95","4.6","0.0","0.0","0.0","0.0","17.39","54.95","227.99","114.0","210.6","173.04","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","8005.09","0.29","0.95","0.0","4.19","0.95","3.98","0.0","0.0","0.0","0.0","21.38","54.95","227.99","114.0","206.62","173.04","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","8005.09","0.28","0.95","0.0","3.25","0.95","3.09","1.44","1.44","0.0","0.0","23.02","54.95","227.99","114.0","204.97","173.04","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","8005.09","1.16","0.95","0.0","1.59","1.16","1.84","12.65","12.65","0.0","0.0","12.21","54.95","227.99","114.0","215.78","173.04","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","8005.09","1.15","0.95","0.0","1.84","1.15","2.11","20.51","14.32","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","8005.09","1.12","0.95","0.0","3.06","1.12","3.43","0.4","0.4","0.0","0.0","3.03","54.95","227.99","114.0","224.96","173.04","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","8005.09","0.95","0.95","0.0","3.42","0.95","3.25","0.0","0.0","0.0","0.0","6.28","54.95","227.99","114.0","221.71","173.04","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","8005.09","0.77","0.95","0.0","4.11","0.95","3.9","0.0","0.0","0.0","0.0","10.19","54.95","227.99","114.0","217.8","173.04","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","8005.09","0.67","0.95","0.0","4.1","0.95","3.9","0.78","0.78","0.0","0.0","13.3","54.95","227.99","114.0","214.69","173.04","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","8005.09","0.58","0.95","0.0","5.34","0.95","5.07","0.0","0.0","0.0","0.0","18.37","54.95","227.99","114.0","209.62","173.04","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","8005.09","0.52","0.95","0.0","5.13","0.95","4.87","0.0","0.0","0.0","0.0","23.25","54.95","227.99","114.0","204.74","173.04","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","8005.09","0.48","0.95","0.0","4.75","0.95","4.51","0.0","0.0","0.0","0.0","27.76","54.95","227.99","114.0","200.23","173.04","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","8005.09","0.44","0.95","0.0","5.08","0.95","4.83","0.0","0.0","0.0","0.0","32.59","54.95","227.99","114.0","195.4","173.04","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","8005.09","0.41","0.95","0.0","4.82","0.95","4.58","0.0","0.0","0.0","0.0","37.17","54.95","227.99","114.0","190.82","173.04","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","8005.09","0.39","0.95","0.0","5.01","0.95","4.76","0.0","0.0","0.0","0.0","41.93","54.95","227.99","114.0","186.07","173.04","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","8005.09","0.38","0.95","0.0","3.61","0.95","3.43","0.0","0.0","0.0","0.0","45.35","54.95","227.99","114.0","182.64","173.04","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","8005.09","0.37","0.95","0.0","2.88","0.95","2.74","0.68","0.68","0.0","0.0","47.41","54.95","227.99","114.0","180.58","173.04","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","8005.09","0.35","0.95","0.0","4.01","0.95","3.81","3.64","3.64","0.0","0.0","47.58","54.95","227.99","114.0","180.41","173.04","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","8005.09","0.34","0.95","0.0","4.5","0.95","4.28","0.0","0.0","0.0","0.0","51.86","54.95","227.99","114.0","176.14","173.04","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","8005.09","0.33","0.95","0.0","5.34","0.95","5.07","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","56.93","","","","","","",""
"2016.0","4.0","26.0","117.0","8005.09","0.32","0.95","0.0","4.63","0.95","4.4","0.0","0.0","0.0","0.0","4.4","54.95","227.99","114.0","223.59","173.04","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","8005.09","0.31","0.95","0.0","3.59","0.95","3.41","0.1","0.1","0.0","0.0","7.71","54.95","227.99","114.0","220.28","173.04","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","8005.09","0.3","0.95","0.0","5.55","0.95","5.27","1.66","1.66","0.0","0.0","11.32","54.95","227.99","114.0","216.67","173.04","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","8005.09","0.29","0.95","0.0","4.91","0.95","4.66","0.0","0.0","0.0","0.0","15.99","54.95","227.99","114.0","212.0","173.04","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","8005.09","0.28","0.95","0.0","7.15","0.95","6.79","0.0","0.0","0.0","0.0","22.78","54.95","227.99","114.0","205.21","173.04","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","8005.09","0.27","0.95","0.0","5.68","0.95","5.4","0.0","0.0","0.0","0.0","28.17","54.95","227.99","114.0","199.82","173.04","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","8005.09","0.26","0.95","0.0","5.14","0.95","4.88","0.0","0.0","0.0","0.0","33.06","54.95","227.99","114.0","194.93","173.04","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","8005.09","0.26","0.95","0.0","4.27","0.95","4.06","0.0","0.0","0.0","0.0","37.11","54.95","227.99","114.0","190.88","173.04","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","8005.09","0.25","0.95","0.0","4.54","0.95","4.31","0.0","0.0","0.0","0.0","41.43","54.95","227.99","114.0","186.56","173.04","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","8005.09","0.25","0.95","0.0","2.55","0.95","2.42","0.46","0.46","0.0","0.0","43.39","54.95","227.99","114.0","184.6","173.04","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","8005.09","0.25","0.95","0.0","1.88","0.95","1.79","0.47","0.47","0.0","0.0","44.71","54.95","227.99","114.0","183.28","173.04","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","8005.09","1.14","0.95","0.0","2.03","1.14","2.31","4.81","4.81","0.0","0.0","42.21","54.95","227.99","114.0","185.78","173.04","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","8005.09","1.11","0.95","0.0","3.27","1.11","3.64","0.69","0.69","0.0","0.0","45.16","54.95","227.99","114.0","182.83","173.04","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","8005.09","0.87","0.95","0.0","4.52","0.95","4.29","0.0","0.0","0.0","0.0","49.45","54.95","227.99","114.0","178.54","173.04","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","8005.09","0.69","0.95","0.0","5.37","0.95","5.1","0.0","0.0","0.0","0.0","54.56","54.95","227.99","114.0","173.43","173.04","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","8005.09","0.58","0.95","0.0","5.67","0.95","5.39","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","59.94","","","","","","",""
"2016.0","5.0","12.0","133.0","8005.09","0.52","0.95","0.0","5.67","0.95","5.39","0.0","0.0","0.0","0.0","5.39","54.95","227.99","114.0","222.6","173.04","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","8005.09","0.47","0.95","0.0","5.3","0.95","5.04","0.0","0.0","0.0","0.0","10.42","54.95","227.99","114.0","217.57","173.04","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","8005.09","0.44","0.95","0.0","4.83","0.95","4.59","0.0","0.0","0.0","0.0","15.01","54.95","227.99","114.0","212.98","173.04","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","8005.09","0.41","0.95","0.0","5.41","0.95","5.14","0.0","0.0","0.0","0.0","20.15","54.95","227.99","114.0","207.84","173.04","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","8005.09","0.38","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","26.23","54.95","227.99","114.0","201.76","173.04","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","8005.09","0.35","0.95","0.0","7.38","0.95","7.01","0.0","0.0","0.0","0.0","33.24","54.95","227.99","114.0","194.75","173.04","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","8005.09","0.33","0.95","0.0","6.85","0.95","6.51","0.0","0.0","0.0","0.0","39.75","54.95","227.99","114.0","188.24","173.04","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","8005.09","0.31","0.95","0.0","6.05","0.95","5.75","0.0","0.0","0.0","0.0","45.5","54.95","227.99","114.0","182.49","173.04","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","8005.09","0.3","0.95","0.0","4.86","0.95","4.62","0.0","0.0","0.0","0.0","50.11","54.95","227.99","114.0","177.88","173.04","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","8005.09","0.3","0.95","0.0","3.64","0.95","3.46","0.0","0.0","0.0","0.0","53.57","54.95","227.99","114.0","174.42","173.04","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","8005.09","0.29","0.95","0.0","4.01","0.95","3.81","0.8","0.8","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","56.58","","","","","","",""
"2016.0","5.0","23.0","144.0","8005.09","0.28","0.95","0.0","4.59","0.95","4.36","0.0","0.0","0.0","0.0","4.36","54.95","227.99","114.0","223.63","173.04","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","8005.09","0.28","0.95","0.0","4.79","0.95","4.55","0.0","0.0","0.0","0.0","8.91","54.95","227.99","114.0","219.08","173.04","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","8005.09","0.27","0.95","0.0","5.18","0.95","4.92","0.0","0.0","0.0","0.0","13.83","54.95","227.99","114.0","214.16","173.04","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","8005.09","0.26","0.95","0.0","5.52","0.95","5.24","0.0","0.0","0.0","0.0","19.08","54.95","227.99","114.0","208.91","173.04","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","8005.09","0.25","0.95","0.0","5.89","0.95","5.6","0.0","0.0","0.0","0.0","24.67","54.95","227.99","114.0","203.32","173.04","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","8005.09","0.25","0.95","0.0","6.73","0.95","6.39","0.0","0.0","0.0","0.0","31.07","54.95","227.99","114.0","196.93","173.04","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","8005.09","0.24","0.95","0.0","6.28","0.95","5.97","0.0","0.0","0.0","0.0","37.03","54.95","227.99","114.0","190.96","173.04","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","8005.09","0.23","0.95","0.0","6.56","0.95","6.23","0.0","0.0","0.0","0.0","43.26","54.95","227.99","114.0","184.73","173.04","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","8005.09","0.23","0.95","0.0","6.88","0.95","6.54","0.0","0.0","0.0","0.0","49.8","54.95","227.99","114.0","178.19","173.04","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","8005.09","0.22","0.95","0.0","6.81","0.95","6.47","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","56.27","","","","","","",""
"2016.0","6.0","2.0","154.0","8005.09","0.21","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","6.33","54.95","227.99","114.0","221.66","173.04","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","8005.09","0.21","0.95","0.0","7.1","0.95","6.75","0.0","0.0","0.0","0.0","13.07","54.95","227.99","114.0","214.92","173.04","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","8005.09","0.21","0.95","0.0","4.9","0.95","4.66","0.0","0.0","0.0","0.0","17.73","54.95","227.99","114.0","210.26","173.04","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","8005.09","0.2","0.95","0.0","7.37","0.95","7.0","0.0","0.0","0.0","0.0","24.73","54.95","227.99","114.0","203.26","173.04","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","8005.09","0.2","0.95","0.0","6.75","0.95","6.41","0.0","0.0","0.0","0.0","31.14","54.95","227.99","114.0","196.85","173.04","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","8005.09","0.19","0.95","0.0","6.48","0.95","6.16","0.0","0.0","0.0","0.0","37.3","54.95","227.99","114.0","190.69","173.04","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","8005.09","0.19","0.95","0.0","6.22","0.95","5.91","0.0","0.0","0.0","0.0","43.21","54.95","227.99","114.0","184.78","173.04","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","8005.09","0.19","0.95","0.0","5.96","0.95","5.66","0.0","0.0","0.0","0.0","48.87","54.95","227.99","114.0","179.12","173.04","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","8005.09","0.18","0.95","0.0","6.41","0.95","6.09","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","54.96","","","","","","",""
"2016.0","6.0","11.0","163.0","8005.09","0.18","0.95","0.0","6.68","0.95","6.35","0.0","0.0","0.0","0.0","6.35","54.95","227.99","114.0","221.64","173.04","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","8005.09","0.18","0.95","0.0","6.62","0.95","6.29","0.0","0.0","0.0","0.0","12.64","54.95","227.99","114.0","215.36","173.04","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","8005.09","0.18","0.95","0.0","6.3","0.95","5.99","0.0","0.0","0.0","0.0","18.62","54.95","227.99","114.0","209.37","173.04","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","8005.09","0.17","0.95","0.0","6.24","0.95","5.93","0.0","0.0","0.0","0.0","24.55","54.95","227.99","114.0","203.44","173.04","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","8005.09","0.17","0.95","0.0","5.37","0.95","5.1","0.0","0.0","0.0","0.0","29.65","54.95","227.99","114.0","198.34","173.04","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","8005.09","0.17","0.95","0.0","5.25","0.95","4.99","0.0","0.0","0.0","0.0","34.64","54.95","227.99","114.0","193.35","173.04","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","8005.09","0.17","0.95","0.0","5.14","0.95","4.88","0.0","0.0","0.0","0.0","39.52","54.95","227.99","114.0","188.47","173.04","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","8005.09","0.16","0.95","0.0","6.17","0.95","5.86","0.0","0.0","0.0","0.0","45.38","54.95","227.99","114.0","182.61","173.04","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","8005.09","0.16","0.95","0.0","6.83","0.95","6.49","0.0","0.0","0.0","0.0","51.87","54.95","227.99","114.0","176.12","173.04","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","8005.09","0.16","0.95","0.0","7.19","0.95","6.83","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","58.7","","","","","","",""
"2016.0","6.0","21.0","173.0","8005.09","0.16","0.95","0.0","7.59","0.95","7.21","0.0","0.0","0.0","0.0","7.21","54.95","227.99","114.0","220.78","173.04","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","8005.09","0.16","0.95","0.0","7.42","0.95","7.05","0.0","0.0","0.0","0.0","14.26","54.95","227.99","114.0","213.73","173.04","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","8005.09","0.15","0.95","0.0","7.46","0.95","7.09","0.0","0.0","0.0","0.0","21.35","54.95","227.99","114.0","206.64","173.04","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","8005.09","0.15","0.95","0.0","6.79","0.95","6.45","0.0","0.0","0.0","0.0","27.8","54.95","227.99","114.0","200.19","173.04","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","8005.09","0.15","0.95","0.0","7.58","0.95","7.2","0.0","0.0","0.0","0.0","35.0","54.95","227.99","114.0","192.99","173.04","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","8005.09","0.15","0.95","0.0","7.44","0.95","7.07","0.0","0.0","0.0","0.0","42.07","54.95","227.99","114.0","185.92","173.04","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","8005.09","0.15","0.95","0.0","7.85","0.95","7.46","0.0","0.0","0.0","0.0","49.52","54.95","227.99","114.0","178.47","173.04","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","8005.09","0.14","0.95","0.0","7.77","0.95","7.38","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","56.91","","","","","","",""
"2016.0","6.0","29.0","181.0","8005.09","0.14","0.95","0.0","7.0","0.95","6.65","0.0","0.0","0.0","0.0","6.65","54.95","227.99","114.0","221.34","173.04","0.0","","","","","","",""
