" Daily soil water balance output for Riparian in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Riparian in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","8.0","39.0","9619.2293085","0.67","0.8","0.0","2.02","0.8","1.616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","9.0","40.0","9619.2293085","0.63","0.8","0.0","1.97","0.8","1.576","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","10.0","41.0","9619.2293085","0.6","0.8","0.0","1.92","0.8","1.536","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","11.0","42.0","9619.2293085","0.58","0.8","0.0","1.75","0.8","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","9619.2293085","0.56","0.8","0.0","1.85","0.8","1.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","9619.2293085","0.53","0.8","0.0","2.24","0.8","1.792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","9619.2293085","0.5","0.8","0.0","2.93","0.8","2.344","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","9619.2293085","0.49","0.8","0.0","2.45","0.8","1.96","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","9619.2293085","0.47","0.8","0.0","2.13","0.8","1.704","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","9619.2293085","0.45","0.8","0.0","2.73","0.8","2.184","2.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","9619.2293085","1.14","0.8","0.0","1.94","1.14","2.2116","9.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","9619.2293085","1.14","0.8","0.0","1.71","1.14","1.9494","1.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","9619.2293085","1.15","0.8","0.0","1.78","1.15","2.047","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","9619.2293085","1.01","0.8","0.0","1.99","1.01","2.0099","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","9619.2293085","0.87","0.8","0.0","2.6","0.87","2.262","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","9619.2293085","0.78","0.8","0.0","2.48","0.8","1.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","9619.2293085","0.71","0.8","0.0","2.24","0.8","1.792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","9619.2293085","0.66","0.8","0.0","2.36","0.8","1.888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","9619.2293085","0.62","0.8","0.0","2.33","0.8","1.864","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","9619.2293085","0.58","0.8","0.0","2.38","0.8","1.904","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","9619.2293085","0.56","0.8","0.0","2.04","0.8","1.632","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","9619.2293085","0.53","0.8","0.0","2.61","0.8","2.088","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","9619.2293085","0.5","0.8","0.0","2.95","0.8","2.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","9619.2293085","0.48","0.8","0.0","2.56","0.8","2.048","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","9619.2293085","0.47","0.8","0.0","1.87","0.8","1.496","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","9619.2293085","0.46","0.8","0.0","1.49","0.8","1.192","1.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","9619.2293085","1.17","0.8","0.0","1.32","1.17","1.5444","14.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","9619.2293085","1.13","0.8","0.0","2.26","1.13","2.5538","20.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","9619.2293085","1.16","0.8","0.0","1.53","1.16","1.7748","12.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","9619.2293085","1.14","0.8","0.0","1.93","1.14","2.2002","1.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","9619.2293085","1.13","0.8","0.0","1.97","1.13","2.2261","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","9619.2293085","1.14","0.8","0.0","1.6","1.14","1.824","2.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","9619.2293085","1.03","0.8","0.0","1.55","1.03","1.5965","5.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","9619.2293085","1.14","0.8","0.0","1.8","1.14","2.052","6.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","9619.2293085","1.17","0.8","0.0","1.19","1.17","1.3923","12.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","9619.2293085","1.12","0.8","0.0","2.51","1.12","2.8112","10.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","9619.2293085","1.11","0.8","0.0","2.99","1.11","3.3189","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","9619.2293085","0.93","0.8","0.0","3.1","0.93","2.883","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","9619.2293085","0.79","0.8","0.0","3.14","0.8","2.512","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","9619.2293085","0.7","0.8","0.0","3.04","0.8","2.432","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","9619.2293085","0.64","0.8","0.0","2.96","0.8","2.368","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","9619.2293085","0.6","0.8","0.0","2.33","0.8","1.864","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","9619.2293085","0.57","0.8","0.0","2.36","0.8","1.888","1.22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","9619.2293085","0.53","0.8","0.0","2.99","0.8","2.392","0.96","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","9619.2293085","0.5","0.8","0.0","3.33","0.8","2.664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","9619.2293085","0.48","0.8","0.0","3.19","0.8","2.552","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","9619.2293085","0.45","0.8","0.0","3.6","0.8","2.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","9619.2293085","0.43","0.8","0.0","4.19","0.8","3.352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","9619.2293085","0.41","0.8","0.0","3.5","0.8","2.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","9619.2293085","0.39","0.8","0.0","3.51","0.8","2.808","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","9619.2293085","0.38","0.8","0.0","3.7","0.8","2.96","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","9619.2293085","0.36","0.8","0.0","3.48","0.8","2.784","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","9619.2293085","0.35","0.8","0.0","3.72","0.8","2.976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","9619.2293085","0.34","0.8","0.0","3.62","0.8","2.896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","9619.2293085","0.33","0.8","0.0","3.72","0.8","2.976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","9619.2293085","0.32","0.81","0.0","3.93","0.81","3.1833","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","9619.2293085","0.31","0.81","0.0","4.13","0.81","3.3453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","9619.2293085","0.3","0.81","0.0","5.38","0.81","4.3578","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","9619.2293085","0.29","0.82","0.0","4.84","0.82","3.9688","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","9619.2293085","0.28","0.82","0.0","4.18","0.82","3.4276","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","9619.2293085","0.28","0.82","0.0","3.23","0.82","2.6486","1.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","9619.2293085","1.16","0.83","0.0","1.59","1.16","1.8444","13.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","9619.2293085","1.14","0.83","0.0","1.84","1.14","2.0976","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","9619.2293085","1.12","0.83","0.0","3.04","1.12","3.4048","0.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","9619.2293085","0.95","0.84","0.0","3.41","0.95","3.2395","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","9619.2293085","0.77","0.84","0.0","4.11","0.84","3.4524","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","9619.2293085","0.66","0.84","0.0","4.09","0.84","3.4356","0.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","9619.2293085","0.57","0.85","0.0","5.33","0.85","4.5305","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","9619.2293085","0.51","0.85","0.0","5.12","0.85","4.352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","9619.2293085","0.47","0.85","0.0","4.75","0.85","4.0375","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","9619.2293085","0.44","0.86","0.0","5.08","0.86","4.3688","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","9619.2293085","0.41","0.86","0.0","4.83","0.86","4.1538","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","9619.2293085","0.39","0.86","0.0","5.0","0.86","4.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","9619.2293085","0.37","0.87","0.0","3.62","0.87","3.1494","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","9619.2293085","0.36","0.87","0.0","2.88","0.87","2.5056","0.72","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","9619.2293085","1.06","0.87","0.0","4.01","1.06","4.2506","3.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","9619.2293085","0.89","0.88","0.0","4.49","0.89","3.9961","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","9619.2293085","0.7","0.88","0.0","5.33","0.88","4.6904","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","9619.2293085","0.6","0.88","0.0","4.62","0.88","4.0656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","9619.2293085","0.56","0.89","0.0","3.59","0.89","3.1951","0.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","9619.2293085","0.5","0.89","0.0","5.54","0.89","4.9306","1.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","9619.2293085","0.46","0.89","0.0","4.9","0.89","4.361","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","9619.2293085","0.41","0.9","0.0","7.14","0.9","6.426","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","9619.2293085","0.38","0.9","0.0","5.67","0.9","5.103","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","9619.2293085","0.36","0.9","0.0","5.13","0.9","4.617","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","9619.2293085","0.35","0.91","0.0","4.27","0.91","3.8857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","9619.2293085","0.34","0.91","0.0","4.53","0.91","4.1223","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","9619.2293085","0.33","0.91","0.0","2.57","0.91","2.3387","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","9619.2293085","0.33","0.92","0.0","1.87","0.92","1.7204","0.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","9619.2293085","1.13","0.92","0.0","2.03","1.13","2.2939","4.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","9619.2293085","1.11","0.92","0.0","3.25","1.11","3.6075","0.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","9619.2293085","0.83","0.93","0.0","4.51","0.93","4.1943","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","9619.2293085","0.67","0.93","0.0","5.36","0.93","4.9848","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","9619.2293085","0.57","0.93","0.0","5.65","0.93","5.2545","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","9619.2293085","0.5","0.94","0.0","5.65","0.94","5.311","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","9619.2293085","0.45","0.94","0.0","5.29","0.94","4.9726","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","9619.2293085","0.42","0.94","0.0","4.85","0.94","4.559","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","9619.2293085","0.39","0.95","0.0","5.4","0.95","5.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","9619.2293085","0.37","0.95","0.0","6.38","0.95","6.061","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","9619.2293085","0.34","0.95","0.0","7.36","0.95","6.992","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","9619.2293085","0.32","0.95","0.0","6.83","0.95","6.4885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","9619.2293085","0.31","0.96","0.0","6.04","0.96","5.7984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","9619.2293085","0.3","0.96","0.0","4.85","0.96","4.656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","9619.2293085","0.29","0.96","0.0","3.66","0.96","3.5136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","9619.2293085","0.28","0.97","0.0","4.02","0.97","3.8994","0.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","9619.2293085","0.28","0.97","0.0","4.61","0.97","4.4717","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","9619.2293085","0.27","0.97","0.0","4.78","0.97","4.6366","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","9619.2293085","0.26","0.98","0.0","5.17","0.98","5.0666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","9619.2293085","0.25","0.98","0.0","5.51","0.98","5.3998","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","9619.2293085","0.25","0.98","0.0","5.88","0.98","5.7624","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","9619.2293085","0.24","0.99","0.0","6.72","0.99","6.6528","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","9619.2293085","0.23","0.99","0.0","6.26","0.99","6.1974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","9619.2293085","0.23","0.99","0.0","6.55","0.99","6.4845","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","9619.2293085","0.22","1.0","0.0","6.86","1.0","6.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","9619.2293085","0.21","1.0","0.0","6.79","1.0","6.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","9619.2293085","0.21","1.0","0.0","6.65","1.0","6.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","9619.2293085","0.2","1.01","0.0","7.09","1.01","7.1609","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","9619.2293085","0.2","1.01","0.0","4.92","1.01","4.9692","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","9619.2293085","0.2","1.01","0.0","7.35","1.01","7.4235","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","9619.2293085","0.19","1.02","0.0","6.73","1.02","6.8646","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","9619.2293085","0.19","1.02","0.0","6.46","1.02","6.5892","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","9619.2293085","0.18","1.02","0.0","6.2","1.02","6.324","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","9619.2293085","0.18","1.03","0.0","5.95","1.03","6.1285","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","9619.2293085","0.18","1.03","0.0","6.4","1.03","6.592","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","9619.2293085","0.18","1.03","0.0","6.68","1.03","6.8804","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","9619.2293085","0.17","1.04","0.0","6.61","1.04","6.8744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","9619.2293085","0.17","1.04","0.0","6.28","1.04","6.5312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","9619.2293085","0.17","1.04","0.0","6.23","1.04","6.4792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","9619.2293085","0.17","1.05","0.0","5.36","1.05","5.628","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","9619.2293085","0.16","1.05","0.0","5.25","1.05","5.5125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","9619.2293085","0.16","1.05","0.0","5.1","1.05","5.355","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","9619.2293085","0.16","1.06","0.0","6.16","1.06","6.5296","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","9619.2293085","0.16","1.06","0.0","6.82","1.06","7.2292","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","9619.2293085","0.16","1.06","0.0","7.18","1.06","7.6108","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","9619.2293085","0.15","1.07","0.0","7.58","1.07","8.1106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","9619.2293085","0.15","1.07","0.0","7.4","1.07","7.918","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
