" Daily soil water balance output for Cucurbits in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Cucurbits in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","183.92","0.54","0.0","0.0","2.34","0.54","1.25","0.0","0.0","0.0","0.0","19.47","28.5","376.43","188.21","356.96","347.93","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","183.92","0.51","0.0","0.0","3.12","0.51","1.58","0.0","0.0","0.0","0.0","21.05","28.5","376.43","188.21","355.38","347.93","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","183.92","0.49","0.0","0.0","2.53","0.49","1.23","0.0","0.0","0.0","0.0","22.28","28.5","376.43","188.21","354.15","347.93","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","183.92","0.47","0.0","0.0","2.12","0.47","1.0","0.0","0.0","0.0","0.0","23.28","28.5","376.43","188.21","353.15","347.93","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","183.92","0.45","0.0","0.0","2.71","0.45","1.23","0.42","0.42","0.0","0.0","24.09","28.5","376.43","188.21","352.34","347.93","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","183.92","1.14","0.0","0.0","1.92","1.14","2.19","12.78","12.78","0.0","0.0","13.5","28.5","376.43","188.21","362.93","347.93","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","183.92","1.15","0.0","0.0","1.64","1.15","1.89","4.26","4.26","0.0","0.0","11.13","28.5","376.43","188.21","365.29","347.93","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","183.92","1.15","0.0","0.0","1.8","1.15","2.07","0.01","0.01","0.0","0.0","13.2","28.5","376.43","188.21","363.23","347.93","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","183.92","1.15","0.0","0.0","1.99","1.15","2.28","0.0","0.0","0.0","0.0","15.48","28.5","376.43","188.21","360.95","347.93","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","183.92","0.97","0.0","0.0","2.71","0.97","2.64","0.0","0.0","0.0","0.0","18.11","28.5","376.43","188.21","358.31","347.93","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","183.92","0.85","0.0","0.0","2.42","0.85","2.06","0.0","0.0","0.0","0.0","20.18","28.5","376.43","188.21","356.25","347.93","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","183.92","0.77","0.0","0.0","2.23","0.77","1.73","0.0","0.0","0.0","0.0","21.91","28.5","376.43","188.21","354.52","347.93","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","183.92","0.71","0.0","0.0","2.36","0.71","1.68","0.0","0.0","0.0","0.0","23.58","28.5","376.43","188.21","352.84","347.93","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","183.92","0.66","0.0","0.0","2.37","0.66","1.57","0.0","0.0","0.0","0.0","25.15","28.5","376.43","188.21","351.28","347.93","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","183.92","0.62","0.0","0.0","2.25","0.62","1.4","0.0","0.0","0.0","0.0","26.55","28.5","376.43","188.21","349.88","347.93","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","183.92","0.59","0.0","0.0","2.09","0.59","1.24","0.0","0.0","0.0","0.0","27.79","28.5","376.43","188.21","348.64","347.93","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","183.92","0.56","0.0","0.0","2.68","0.56","1.5","0.0","0.0","0.0","0.0","29.28","28.5","376.43","188.21","347.15","347.93","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","183.92","0.53","0.0","0.0","3.02","0.53","1.59","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","183.92","0.5","0.0","0.0","2.62","0.5","1.32","0.0","0.0","0.0","0.0","29.82","28.5","376.43","188.21","346.61","347.93","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","183.92","0.49","0.0","0.0","1.85","0.49","0.9","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","183.92","0.48","0.0","0.0","1.57","0.48","0.75","0.3","0.3","0.0","0.0","28.95","28.5","376.43","188.21","347.48","347.93","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","183.92","1.17","0.0","0.0","1.24","1.17","1.45","13.48","13.48","0.0","0.0","15.47","28.5","376.43","188.21","360.96","347.93","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","183.92","1.13","0.0","0.0","2.16","1.13","2.45","33.53","17.92","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","183.92","1.16","0.0","0.0","1.52","1.16","1.76","17.68","1.76","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","183.92","1.15","0.0","0.0","1.84","1.15","2.11","2.59","2.11","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","183.92","1.15","0.0","0.0","1.91","1.15","2.19","0.11","0.11","0.0","0.0","2.08","28.5","376.43","188.21","374.35","347.93","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","183.92","1.15","0.0","0.0","1.42","1.15","1.63","0.37","0.37","0.0","0.0","3.34","28.5","376.43","188.21","373.09","347.93","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","183.92","1.16","0.0","0.0","1.5","1.16","1.74","8.16","5.08","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","183.92","1.15","0.0","0.0","1.66","1.15","1.91","11.81","1.91","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","183.92","1.17","0.0","0.0","1.2","1.17","1.41","11.61","1.41","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","183.92","1.12","0.0","0.0","2.56","1.12","2.86","17.07","2.86","0.0","0.0","0.0","28.5","376.43","188.21","376.43","347.93","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","183.92","1.11","0.0","0.0","3.05","1.11","3.38","0.0","0.0","0.0","0.0","3.38","28.5","376.43","188.21","373.05","347.93","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","183.92","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.26","28.5","376.43","188.21","370.17","347.93","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","183.92","0.79","0.0","0.0","3.15","0.79","2.49","0.0","0.0","0.0","0.0","8.76","28.5","376.43","188.21","367.67","347.93","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","183.92","0.7","0.0","0.0","3.16","0.7","2.22","0.0","0.0","0.0","0.0","10.98","28.5","376.43","188.21","365.45","347.93","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","183.92","0.64","0.0","0.0","3.15","0.64","2.01","0.0","0.0","0.0","0.0","12.99","28.5","376.43","188.21","363.44","347.93","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","183.92","0.6","0.0","0.0","2.32","0.6","1.4","0.02","0.02","0.0","0.0","14.37","28.5","376.43","188.21","362.06","347.93","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","183.92","0.57","0.0","0.0","2.33","0.57","1.33","2.11","2.11","0.0","0.0","13.59","28.5","376.43","188.21","362.84","347.93","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","183.92","0.54","0.0","0.0","2.98","0.54","1.6","0.76","0.76","0.0","0.0","14.44","28.5","376.43","188.21","361.99","347.93","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","183.92","0.51","0.0","0.0","3.38","0.51","1.71","0.0","0.0","0.0","0.0","16.14","28.5","376.43","188.21","360.28","347.93","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","183.92","0.48","0.0","0.0","3.22","0.48","1.54","0.0","0.0","0.0","0.0","17.69","28.5","376.43","188.21","358.74","347.93","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","183.92","0.45","0.0","0.0","3.68","0.45","1.67","0.0","0.0","0.0","0.0","19.36","28.5","376.43","188.21","357.07","347.93","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","183.92","0.43","0.0","0.0","4.39","0.43","1.88","0.0","0.0","0.0","0.0","21.23","28.5","376.43","188.21","355.19","347.93","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","183.92","0.41","0.0","0.0","3.5","0.41","1.44","0.0","0.0","0.0","0.0","22.67","28.5","376.43","188.21","353.76","347.93","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","183.92","0.39","0.0","0.0","3.48","0.39","1.37","0.0","0.0","0.0","0.0","24.04","28.5","376.43","188.21","352.38","347.93","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","183.92","0.38","0.0","0.0","3.78","0.38","1.43","0.0","0.0","0.0","0.0","25.48","28.5","376.43","188.21","350.95","347.93","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","183.92","0.37","0.0","0.0","3.6","0.37","1.32","0.0","0.0","0.0","0.0","26.8","28.5","376.43","188.21","349.63","347.93","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","183.92","0.35","0.0","0.0","3.79","0.35","1.34","0.0","0.0","0.0","0.0","28.14","28.5","376.43","188.21","348.29","347.93","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","183.92","0.34","0.0","0.0","3.69","0.34","1.27","0.0","0.0","0.0","0.0","29.41","28.5","376.43","188.21","347.02","347.93","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","183.92","0.33","0.0","0.0","3.75","0.33","1.25","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","183.92","0.32","0.0","0.0","4.07","0.32","1.32","0.0","0.0","0.0","0.0","29.82","28.5","376.43","188.21","346.61","347.93","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","183.92","0.31","0.0","0.0","4.24","0.31","1.33","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","183.92","0.3","0.0","0.0","5.59","0.3","1.69","0.0","0.0","0.0","0.0","30.19","28.5","376.43","188.21","346.24","347.93","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","183.92","0.29","0.0","0.0","4.9","0.29","1.44","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","183.92","0.29","0.0","0.0","4.35","0.29","1.24","0.0","0.0","0.0","0.0","29.74","28.5","376.43","188.21","346.69","347.93","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","183.92","0.28","0.0","0.0","3.49","0.28","0.98","0.22","0.22","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","183.92","1.16","0.0","0.0","1.48","1.16","1.72","3.68","3.68","0.0","0.0","26.54","28.5","376.43","188.21","349.89","347.93","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","183.92","1.13","0.0","0.0","2.16","1.13","2.45","14.12","14.12","0.0","0.0","14.87","28.5","376.43","188.21","361.56","347.93","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","183.92","1.11","0.0","0.0","3.29","1.11","3.66","0.9","0.9","0.0","0.0","17.62","28.5","376.43","188.21","358.81","347.93","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","183.92","0.91","0.0","0.0","3.54","0.91","3.22","0.0","0.0","0.0","0.0","20.84","28.5","376.43","188.21","355.59","347.93","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","183.92","0.75","0.0","0.0","4.25","0.75","3.17","0.0","0.0","0.0","0.0","24.01","28.5","376.43","188.21","352.42","347.93","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","183.92","0.65","0.0","0.0","4.09","0.65","2.66","1.02","1.02","0.0","0.0","25.64","28.5","376.43","188.21","350.78","347.93","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","183.92","0.56","0.0","0.0","5.43","0.56","3.06","0.0","0.0","0.0","0.0","28.7","28.5","376.43","188.21","347.72","347.93","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","183.92","0.5","0.0","0.0","5.34","0.5","2.7","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","183.92","0.47","0.0","0.0","4.76","0.47","2.22","0.0","0.0","0.0","0.0","30.72","28.5","376.43","188.21","345.71","347.93","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","183.92","0.43","0.0","0.0","5.12","0.43","2.21","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","183.92","0.41","0.0","0.0","4.98","0.41","2.02","0.0","0.0","0.0","0.0","30.52","28.5","376.43","188.21","345.91","347.93","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","183.92","0.38","0.0","0.0","5.18","0.38","1.98","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","183.92","0.37","0.0","0.0","3.85","0.37","1.42","0.0","0.0","0.0","0.0","29.92","28.5","376.43","188.21","346.51","347.93","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","183.92","0.36","0.0","0.0","2.79","0.36","1.0","0.11","0.11","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","183.92","1.06","0.0","0.0","4.03","1.06","4.27","5.17","5.17","0.0","0.0","27.6","28.5","376.43","188.21","348.83","347.93","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","183.92","0.91","0.0","0.0","4.56","0.91","4.14","0.0","0.0","0.0","0.0","31.74","28.5","376.43","188.21","344.69","347.93","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","183.92","0.71","0.0","0.0","5.38","0.71","3.81","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","183.92","0.61","0.0","0.0","4.67","0.61","2.86","0.0","0.0","0.0","0.0","31.36","28.5","376.43","188.21","345.07","347.93","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","183.92","0.56","0.0","0.0","3.74","0.56","2.1","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","183.92","0.99","0.0","0.0","5.75","0.99","5.69","4.8","4.8","0.0","0.0","29.39","28.5","376.43","188.21","347.04","347.93","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","183.92","0.79","0.0","0.0","5.1","0.79","4.03","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","183.92","0.6","0.0","0.0","7.38","0.6","4.44","0.0","0.0","0.0","0.0","32.94","28.5","376.43","188.21","343.49","347.93","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","183.92","0.52","0.0","0.0","5.86","0.52","3.07","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","183.92","0.48","0.0","0.0","5.39","0.48","2.56","0.0","0.0","0.0","0.0","31.06","28.5","376.43","188.21","345.37","347.93","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","183.92","0.44","0.0","0.0","4.49","0.44","2.0","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","183.92","0.42","0.0","0.0","4.86","0.42","2.03","0.0","0.0","0.0","0.0","30.53","28.5","376.43","188.21","345.9","347.93","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","183.92","0.41","0.0","0.0","2.44","0.41","0.99","0.08","0.08","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","183.92","0.4","0.0","0.0","2.03","0.4","0.81","0.13","0.13","0.0","0.0","29.18","28.5","376.43","188.21","347.24","347.93","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","183.92","0.39","0.0","0.0","2.18","0.39","0.86","3.39","3.39","0.0","0.0","25.79","28.5","376.43","188.21","350.63","347.93","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","183.92","0.38","0.0","0.0","3.23","0.38","1.23","1.22","1.22","0.0","0.0","25.8","28.5","376.43","188.21","350.63","347.93","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","183.92","0.36","0.0","0.0","4.65","0.36","1.69","0.0","0.0","0.0","0.0","27.49","28.5","376.43","188.21","348.94","347.93","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","183.92","0.34","0.0","0.0","5.68","0.34","1.96","0.0","0.0","0.0","0.0","29.45","28.5","376.43","188.21","346.98","347.93","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","183.92","0.33","0.0","0.0","6.03","0.33","1.98","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","183.92","0.31","0.0","0.0","6.07","0.31","1.9","0.0","0.0","0.0","0.0","30.4","28.5","376.43","188.21","346.03","347.93","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","183.92","0.3","0.0","0.0","5.63","0.3","1.69","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","183.92","0.29","0.0","0.0","5.14","0.29","1.5","0.0","0.0","0.0","0.0","30.0","28.5","376.43","188.21","346.43","347.93","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","183.92","0.28","0.0","0.0","5.57","0.28","1.57","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","183.92","0.27","0.0","0.0","6.62","0.27","1.79","0.0","0.0","0.0","0.0","30.29","28.5","376.43","188.21","346.13","347.93","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","183.92","0.26","0.0","0.0","7.71","0.26","2.0","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","183.92","0.25","0.0","0.0","7.08","0.25","1.78","0.0","0.0","0.0","0.0","30.28","28.5","376.43","188.21","346.15","347.93","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","183.92","0.24","0.0","0.0","6.3","0.24","1.53","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","183.92","0.24","0.0","0.0","4.85","0.24","1.16","0.0","0.0","0.0","0.0","29.66","28.5","376.43","188.21","346.77","347.93","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","183.92","0.24","0.0","0.0","3.73","0.24","0.88","0.32","0.32","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","183.92","0.23","0.0","0.0","4.28","0.23","0.99","0.26","0.26","0.0","0.0","29.23","28.5","376.43","188.21","347.2","347.93","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","183.92","0.23","0.0","0.0","4.84","0.23","1.1","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","183.92","0.22","0.0","0.0","4.85","0.22","1.08","0.0","0.0","0.0","0.0","29.58","28.5","376.43","188.21","346.85","347.93","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","183.92","0.22","0.0","0.0","5.31","0.22","1.16","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","183.92","0.21","0.0","0.0","5.74","0.21","1.23","0.0","0.0","0.0","0.0","29.73","28.5","376.43","188.21","346.7","347.93","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","183.92","0.21","0.0","0.0","6.05","0.21","1.27","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","183.92","0.21","0.0","0.0","6.96","0.21","1.43","0.0","0.0","0.0","0.0","29.93","28.5","376.43","188.21","346.5","347.93","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","183.92","0.2","0.0","0.0","6.57","0.2","1.32","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","183.92","0.2","0.0","0.0","6.83","0.2","1.35","0.0","0.0","0.0","0.0","29.85","28.5","376.43","188.21","346.58","347.93","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","183.92","0.19","0.0","0.0","7.15","0.19","1.38","0.0","0.0","0.0","0.0","28.5","28.5","376.43","188.21","347.93","347.93","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","183.92","0.19","0.69","0.0","7.23","0.69","4.99","0.0","0.0","0.0","0.0","33.49","79.07","376.43","188.21","342.94","297.36","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","183.92","0.19","0.69","0.0","6.91","0.69","4.77","0.0","0.0","0.0","0.0","38.26","79.07","376.43","188.21","338.17","297.36","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","183.92","0.18","0.69","0.0","7.35","0.69","5.07","0.0","0.0","0.0","0.0","43.33","79.07","376.43","188.21","333.1","297.36","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","183.92","0.18","0.69","0.0","4.89","0.69","3.37","0.0","0.0","0.0","0.0","46.7","79.07","376.43","188.21","329.73","297.36","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","183.92","0.18","0.69","0.0","7.68","0.69","5.3","0.0","0.0","0.0","0.0","52.0","79.07","376.43","188.21","324.43","297.36","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","183.92","0.17","0.69","0.0","7.2","0.69","4.97","0.0","0.0","0.0","0.0","56.97","79.07","376.43","188.21","319.46","297.36","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","183.92","0.17","0.69","0.0","6.83","0.69","4.71","0.0","0.0","0.0","0.0","61.68","79.07","376.43","188.21","314.75","297.36","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","183.92","0.17","0.69","0.0","6.55","0.69","4.52","0.0","0.0","0.0","0.0","66.2","79.07","376.43","188.21","310.23","297.36","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","183.92","0.17","0.69","0.0","6.26","0.69","4.32","0.0","0.0","0.0","0.0","70.52","79.07","376.43","188.21","305.91","297.36","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","183.92","0.16","0.69","0.0","6.64","0.69","4.58","0.0","0.0","0.0","0.0","75.1","79.07","376.43","188.21","301.33","297.36","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","183.92","0.16","0.69","0.0","6.87","0.69","4.74","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","79.84","","","","","","",""
"2016.0","6.0","12.0","164.0","183.92","0.16","0.69","0.0","6.96","0.69","4.8","0.0","0.0","0.0","0.0","4.8","79.07","376.43","188.21","371.63","297.36","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","183.92","0.16","0.69","0.0","6.65","0.69","4.59","0.0","0.0","0.0","0.0","9.39","79.07","376.43","188.21","367.04","297.36","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","183.92","0.16","0.69","0.0","6.35","0.69","4.38","0.0","0.0","0.0","0.0","13.77","79.07","376.43","188.21","362.66","297.36","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","183.92","0.15","0.69","0.0","5.38","0.69","3.71","0.0","0.0","0.0","0.0","17.48","79.07","376.43","188.21","358.94","297.36","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","183.92","0.15","0.69","0.0","5.31","0.69","3.66","0.0","0.0","0.0","0.0","21.15","79.07","376.43","188.21","355.28","297.36","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","183.92","0.15","0.69","0.0","5.14","0.69","3.55","0.0","0.0","0.0","0.0","24.7","79.07","376.43","188.21","351.73","297.36","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","183.92","0.15","0.69","0.0","6.18","0.69","4.26","0.0","0.0","0.0","0.0","28.96","79.07","376.43","188.21","347.47","297.36","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","183.92","0.15","0.69","0.0","6.9","0.69","4.76","0.0","0.0","0.0","0.0","33.72","79.07","376.43","188.21","342.71","297.36","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","183.92","0.15","0.69","0.0","7.46","0.69","5.15","0.0","0.0","0.0","0.0","38.87","79.07","376.43","188.21","337.56","297.36","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","183.92","0.14","0.69","0.0","7.77","0.69","5.36","0.0","0.0","0.0","0.0","44.23","79.07","376.43","188.21","332.2","297.36","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","183.92","0.14","0.69","0.0","7.82","0.69","5.4","0.0","0.0","0.0","0.0","49.62","79.07","376.43","188.21","326.8","297.36","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","183.92","0.14","0.69","0.0","7.73","0.69","5.33","0.0","0.0","0.0","0.0","54.96","79.07","376.43","188.21","321.47","297.36","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","183.92","0.14","0.69","0.0","7.01","0.69","4.84","0.0","0.0","0.0","0.0","59.8","79.07","376.43","188.21","316.63","297.36","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","183.92","0.14","0.69","0.0","7.8","0.69","5.38","0.0","0.0","0.0","0.0","65.18","79.07","376.43","188.21","311.25","297.36","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","183.92","0.14","0.7","0.0","7.67","0.7","5.35","0.0","0.0","0.0","0.0","70.53","79.07","376.43","188.21","305.9","297.36","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","183.92","0.13","0.71","0.0","8.11","0.71","5.72","0.0","0.0","0.0","0.0","76.25","79.07","376.43","188.21","300.18","297.36","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","183.92","0.13","0.71","0.0","8.1","0.71","5.77","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","82.02","","","","","","",""
"2016.0","6.0","29.0","181.0","183.92","0.13","0.72","0.0","7.45","0.72","5.37","0.0","0.0","0.0","0.0","5.37","79.07","376.43","188.21","371.06","297.36","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","183.92","0.13","0.73","0.0","7.39","0.73","5.38","0.0","0.0","0.0","0.0","10.75","79.07","376.43","188.21","365.68","297.36","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","183.92","0.13","0.74","0.0","7.26","0.74","5.34","0.0","0.0","0.0","0.0","16.09","79.07","376.43","188.21","360.34","297.36","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","183.92","0.13","0.74","0.0","7.24","0.74","5.38","0.0","0.0","0.0","0.0","21.48","79.07","376.43","188.21","354.95","297.36","0.0","","","","","","",""
