" Daily soil water balance output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","11.0","42.0","1155.12","0.58","0.0","0.0","1.8","0.58","1.04","0.0","0.0","0.0","0.0","18.62","21.6","437.03","218.52","418.41","415.43","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","1155.12","0.56","0.0","0.0","1.89","0.56","1.05","0.0","0.0","0.0","0.0","19.67","21.6","437.03","218.52","417.36","415.43","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","1155.12","0.53","0.0","0.0","2.32","0.53","1.24","0.0","0.0","0.0","0.0","20.91","21.6","437.03","218.52","416.12","415.43","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","1155.12","0.51","0.0","0.0","2.94","0.51","1.49","0.0","0.0","0.0","0.0","22.39","21.6","437.03","218.52","414.64","415.43","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","1155.12","0.49","0.0","0.0","2.4","0.49","1.17","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","1155.12","0.47","0.0","0.0","2.18","0.47","1.03","0.0","0.0","0.0","0.0","22.63","21.6","437.03","218.52","414.4","415.43","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","1155.12","0.45","0.0","0.0","2.89","0.45","1.31","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","1155.12","1.14","0.0","0.0","1.93","1.14","2.21","12.6","12.6","0.0","0.0","11.21","21.6","437.03","218.52","425.83","415.43","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","1155.12","1.15","0.0","0.0","1.79","1.15","2.05","1.68","1.68","0.0","0.0","11.58","21.6","437.03","218.52","425.46","415.43","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","1155.12","1.15","0.0","0.0","1.78","1.15","2.04","0.0","0.0","0.0","0.0","13.62","21.6","437.03","218.52","423.41","415.43","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","1155.12","1.01","0.0","0.0","2.03","1.01","2.06","0.0","0.0","0.0","0.0","15.68","21.6","437.03","218.52","421.36","415.43","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","1155.12","0.87","0.0","0.0","2.67","0.87","2.32","0.0","0.0","0.0","0.0","17.99","21.6","437.03","218.52","419.04","415.43","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","1155.12","0.78","0.0","0.0","2.49","0.78","1.94","0.0","0.0","0.0","0.0","19.93","21.6","437.03","218.52","417.1","415.43","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","1155.12","0.72","0.0","0.0","2.29","0.72","1.64","0.0","0.0","0.0","0.0","21.57","21.6","437.03","218.52","415.46","415.43","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","1155.12","0.66","0.0","0.0","2.39","0.66","1.59","0.0","0.0","0.0","0.0","23.16","21.6","437.03","218.52","413.87","415.43","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","1155.12","0.62","0.0","0.0","2.46","0.62","1.53","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","1155.12","0.59","0.0","0.0","2.45","0.59","1.44","0.0","0.0","0.0","0.0","23.04","21.6","437.03","218.52","414.0","415.43","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","1155.12","0.56","0.0","0.0","2.08","0.56","1.17","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","1155.12","0.53","0.0","0.0","2.7","0.53","1.43","0.0","0.0","0.0","0.0","23.03","21.6","437.03","218.52","414.0","415.43","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","1155.12","0.5","0.0","0.0","3.07","0.5","1.54","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","1155.12","0.48","0.0","0.0","2.66","0.48","1.28","0.0","0.0","0.0","0.0","22.88","21.6","437.03","218.52","414.15","415.43","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","1155.12","0.47","0.0","0.0","2.01","0.47","0.94","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","1155.12","0.46","0.0","0.0","1.63","0.46","0.75","0.0","0.0","0.0","0.0","22.35","21.6","437.03","218.52","414.69","415.43","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","1155.12","1.17","0.0","0.0","1.29","1.17","1.51","9.53","9.53","0.0","0.0","12.82","21.6","437.03","218.52","424.22","415.43","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","1155.12","1.13","0.0","0.0","2.24","1.13","2.53","23.66","15.35","0.0","0.0","0.0","21.6","437.03","218.52","437.03","415.43","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","1155.12","1.16","0.0","0.0","1.43","1.16","1.66","16.86","1.66","0.0","0.0","0.0","21.6","437.03","218.52","437.03","415.43","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","1155.12","1.14","0.0","0.0","2.0","1.14","2.28","2.25","2.25","0.0","0.0","0.03","21.6","437.03","218.52","437.0","415.43","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","1155.12","1.14","0.0","0.0","2.17","1.14","2.47","0.01","0.01","0.0","0.0","2.49","21.6","437.03","218.52","434.54","415.43","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","1155.12","1.14","0.0","0.0","1.49","1.14","1.71","0.09","0.09","0.0","0.0","4.1","21.6","437.03","218.52","432.93","415.43","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","1155.12","1.16","0.0","0.0","1.56","1.16","1.81","2.52","2.52","0.0","0.0","3.39","21.6","437.03","218.52","433.64","415.43","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","1155.12","1.14","0.0","0.0","1.94","1.14","2.22","10.13","5.6","0.0","0.0","0.0","21.6","437.03","218.52","437.03","415.43","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","1155.12","1.17","0.0","0.0","1.23","1.17","1.44","5.53","1.44","0.0","0.0","0.0","21.6","437.03","218.52","437.03","415.43","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","1155.12","1.12","0.0","0.0","2.53","1.12","2.83","16.17","2.83","0.0","0.0","0.0","21.6","437.03","218.52","437.03","415.43","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","1155.12","1.11","0.0","0.0","3.04","1.11","3.37","0.0","0.0","0.0","0.0","3.37","21.6","437.03","218.52","433.66","415.43","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","1155.12","0.93","0.0","0.0","3.13","0.93","2.9","0.0","0.0","0.0","0.0","6.27","21.6","437.03","218.52","430.76","415.43","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","1155.12","0.79","0.0","0.0","3.15","0.79","2.5","0.0","0.0","0.0","0.0","8.77","21.6","437.03","218.52","428.27","415.43","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","1155.12","0.7","0.0","0.0","3.12","0.7","2.2","0.0","0.0","0.0","0.0","10.97","21.6","437.03","218.52","426.07","415.43","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","1155.12","0.64","0.0","0.0","3.12","0.64","2.0","0.0","0.0","0.0","0.0","12.97","21.6","437.03","218.52","424.07","415.43","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","1155.12","0.6","0.0","0.0","2.58","0.6","1.55","0.0","0.0","0.0","0.0","14.51","21.6","437.03","218.52","422.52","415.43","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","1155.12","0.57","0.0","0.0","2.43","0.57","1.38","1.04","1.04","0.0","0.0","14.86","21.6","437.03","218.52","422.18","415.43","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","1155.12","0.53","0.0","0.0","3.06","0.53","1.63","0.84","0.84","0.0","0.0","15.65","21.6","437.03","218.52","421.38","415.43","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","1155.12","0.5","0.0","0.0","3.41","0.5","1.71","0.0","0.0","0.0","0.0","17.36","21.6","437.03","218.52","419.67","415.43","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","1155.12","0.48","0.0","0.0","3.28","0.48","1.56","0.0","0.0","0.0","0.0","18.92","21.6","437.03","218.52","418.11","415.43","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","1155.12","0.45","0.0","0.0","3.68","0.45","1.66","0.0","0.0","0.0","0.0","20.58","21.6","437.03","218.52","416.45","415.43","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","1155.12","0.43","0.0","0.0","4.3","0.43","1.83","0.0","0.0","0.0","0.0","22.41","21.6","437.03","218.52","414.62","415.43","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","1155.12","0.41","0.0","0.0","3.59","0.41","1.46","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","1155.12","0.39","0.0","0.0","3.48","0.39","1.37","0.0","0.0","0.0","0.0","22.97","21.6","437.03","218.52","414.07","415.43","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","1155.12","0.38","0.0","0.0","3.78","0.38","1.43","0.01","0.01","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","1155.12","0.37","0.0","0.0","3.59","0.37","1.31","0.0","0.0","0.0","0.0","22.91","21.6","437.03","218.52","414.12","415.43","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","1155.12","0.35","0.0","0.0","3.81","0.35","1.34","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","1155.12","0.34","0.52","0.0","3.73","0.52","1.94","0.0","0.0","0.0","0.0","23.54","97.28","437.03","218.52","413.49","339.75","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","1155.12","0.33","0.52","0.0","3.81","0.52","1.98","0.0","0.0","0.0","0.0","25.52","97.28","437.03","218.52","411.51","339.75","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","1155.12","0.32","0.52","0.0","4.13","0.52","2.15","0.0","0.0","0.0","0.0","27.67","97.28","437.03","218.52","409.36","339.75","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","1155.12","0.31","0.52","0.0","4.33","0.52","2.25","0.0","0.0","0.0","0.0","29.92","97.28","437.03","218.52","407.11","339.75","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","1155.12","0.3","0.52","0.0","5.51","0.52","2.87","0.0","0.0","0.0","0.0","32.79","97.28","437.03","218.52","404.25","339.75","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","1155.12","0.29","0.52","0.0","4.85","0.52","2.52","0.0","0.0","0.0","0.0","35.31","97.28","437.03","218.52","401.72","339.75","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","1155.12","0.28","0.52","0.0","4.26","0.52","2.22","0.0","0.0","0.0","0.0","37.52","97.28","437.03","218.52","399.51","339.75","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","1155.12","0.28","0.52","0.0","3.38","0.52","1.76","0.01","0.01","0.0","0.0","39.27","97.28","437.03","218.52","397.76","339.75","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","1155.12","1.16","0.52","0.0","1.55","1.16","1.79","8.15","8.15","0.0","0.0","32.91","97.28","437.03","218.52","404.12","339.75","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","1155.12","1.14","0.52","0.0","2.05","1.14","2.33","30.23","30.23","0.0","0.0","5.02","97.28","437.03","218.52","432.01","339.75","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","1155.12","1.12","0.52","0.0","3.17","1.12","3.54","0.88","0.88","0.0","0.0","7.67","97.28","437.03","218.52","429.36","339.75","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","1155.12","0.94","0.52","0.0","3.22","0.94","3.03","0.0","0.0","0.0","0.0","10.71","97.28","437.03","218.52","426.32","339.75","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","1155.12","0.76","0.52","0.0","4.22","0.76","3.22","0.0","0.0","0.0","0.0","13.93","97.28","437.03","218.52","423.1","339.75","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","1155.12","0.66","0.52","0.0","4.17","0.66","2.75","1.61","1.61","0.0","0.0","15.07","97.28","437.03","218.52","421.96","339.75","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","1155.12","0.57","0.52","0.0","5.48","0.57","3.12","0.0","0.0","0.0","0.0","18.2","97.28","437.03","218.52","418.83","339.75","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","1155.12","0.51","0.52","0.0","5.16","0.52","2.68","0.0","0.0","0.0","0.0","20.88","97.28","437.03","218.52","416.15","339.75","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","1155.12","0.47","0.52","0.0","4.85","0.52","2.52","0.0","0.0","0.0","0.0","23.4","97.28","437.03","218.52","413.63","339.75","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","1155.12","0.44","0.52","0.0","5.18","0.52","2.69","0.0","0.0","0.0","0.0","26.1","97.28","437.03","218.52","410.94","339.75","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","1155.12","0.41","0.52","0.0","4.94","0.52","2.57","0.0","0.0","0.0","0.0","28.66","97.28","437.03","218.52","408.37","339.75","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","1155.12","0.39","0.52","0.0","5.19","0.52","2.7","0.0","0.0","0.0","0.0","31.36","97.28","437.03","218.52","405.67","339.75","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","1155.12","0.37","0.52","0.0","3.95","0.52","2.05","0.0","0.0","0.0","0.0","33.42","97.28","437.03","218.52","403.61","339.75","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","1155.12","0.36","0.52","0.0","2.76","0.52","1.44","0.01","0.01","0.0","0.0","34.84","97.28","437.03","218.52","402.19","339.75","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","1155.12","1.06","0.52","0.0","4.11","1.06","4.34","5.94","5.94","0.0","0.0","33.24","97.28","437.03","218.52","403.79","339.75","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","1155.12","0.9","0.52","0.0","4.63","0.9","4.16","0.0","0.0","0.0","0.0","37.4","97.28","437.03","218.52","399.63","339.75","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","1155.12","0.7","0.52","0.0","5.42","0.7","3.8","0.0","0.0","0.0","0.0","41.21","97.28","437.03","218.52","395.82","339.75","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","1155.12","0.61","0.52","0.0","4.78","0.61","2.9","0.0","0.0","0.0","0.0","44.11","97.28","437.03","218.52","392.93","339.75","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","1155.12","0.56","0.52","0.0","3.73","0.56","2.08","0.04","0.04","0.0","0.0","46.14","97.28","437.03","218.52","390.89","339.75","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","1155.12","0.5","0.52","0.0","5.66","0.52","2.94","3.4","3.4","0.0","0.0","45.68","97.28","437.03","218.52","391.35","339.75","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","1155.12","0.46","0.53","0.0","5.01","0.53","2.66","0.0","0.0","0.0","0.0","48.34","97.28","437.03","218.52","388.69","339.75","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","1155.12","0.41","0.54","0.0","7.32","0.54","3.96","0.0","0.0","0.0","0.0","52.3","97.28","437.03","218.52","384.73","339.75","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","1155.12","0.38","0.55","0.0","5.79","0.55","3.19","0.0","0.0","0.0","0.0","55.49","97.28","437.03","218.52","381.54","339.75","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","1155.12","0.36","0.56","0.0","5.39","0.56","3.03","0.0","0.0","0.0","0.0","58.52","97.28","437.03","218.52","378.51","339.75","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","1155.12","0.35","0.57","0.0","4.47","0.57","2.56","0.0","0.0","0.0","0.0","61.08","97.28","437.03","218.52","375.95","339.75","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","1155.12","0.34","0.58","0.0","4.71","0.58","2.74","0.0","0.0","0.0","0.0","63.83","97.28","437.03","218.52","373.21","339.75","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","1155.12","0.33","0.59","0.0","2.67","0.59","1.58","0.0","0.0","0.0","0.0","65.41","97.28","437.03","218.52","371.62","339.75","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","1155.12","0.33","0.6","0.0","1.97","0.6","1.19","0.26","0.26","0.0","0.0","66.34","97.28","437.03","218.52","370.69","339.75","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","1155.12","1.13","0.61","0.0","2.2","1.13","2.49","7.17","7.17","0.0","0.0","61.66","97.28","437.03","218.52","375.37","339.75","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","1155.12","1.11","0.62","0.0","3.41","1.11","3.78","0.77","0.77","0.0","0.0","64.67","97.28","437.03","218.52","372.36","339.75","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","1155.12","0.84","0.64","0.0","4.7","0.84","3.96","0.0","0.0","0.0","0.0","68.63","97.28","437.03","218.52","368.4","339.75","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","1155.12","0.67","0.65","0.0","5.58","0.67","3.75","0.0","0.0","0.0","0.0","72.38","97.28","437.03","218.52","364.65","339.75","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","1155.12","0.57","0.66","0.0","5.92","0.66","3.88","0.0","0.0","0.0","0.0","76.26","97.28","437.03","218.52","360.77","339.75","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","1155.12","0.5","0.67","0.0","6.04","0.67","4.03","0.0","0.0","0.0","0.0","80.29","97.28","437.03","218.52","356.75","339.75","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","1155.12","0.46","0.68","0.0","5.58","0.68","3.78","0.0","0.0","0.0","0.0","84.06","97.28","437.03","218.52","352.97","339.75","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","1155.12","0.42","0.69","0.0","5.14","0.69","3.53","0.0","0.0","0.0","0.0","87.6","97.28","437.03","218.52","349.43","339.75","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","1155.12","0.4","0.7","0.0","5.58","0.7","3.89","0.0","0.0","0.0","0.0","91.49","97.28","437.03","218.52","345.54","339.75","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","1155.12","0.37","0.71","0.0","6.65","0.71","4.71","0.0","0.0","0.0","0.0","96.2","97.28","437.03","218.52","340.83","339.75","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","1155.12","0.34","0.72","0.0","7.63","0.72","5.48","0.0","0.0","0.0","0.0","0.0","97.28","437.03","218.52","437.03","339.75","101.69","","","","","","",""
"2016.0","5.0","18.0","139.0","1155.12","0.32","0.73","0.0","7.1","0.73","5.18","0.0","0.0","0.0","0.0","5.18","97.28","437.03","218.52","431.85","339.75","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","1155.12","0.31","0.74","0.0","6.31","0.74","4.67","0.0","0.0","0.0","0.0","9.85","97.28","437.03","218.52","427.19","339.75","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","1155.12","0.3","0.75","0.0","5.02","0.75","3.77","0.0","0.0","0.0","0.0","13.61","97.28","437.03","218.52","423.42","339.75","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","1155.12","0.29","0.76","0.0","3.47","0.76","2.64","0.0","0.0","0.0","0.0","16.25","97.28","437.03","218.52","420.78","339.75","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","1155.12","0.28","0.77","0.0","4.27","0.77","3.29","1.71","1.71","0.0","0.0","17.83","97.28","437.03","218.52","419.2","339.75","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","1155.12","0.28","0.78","0.0","4.87","0.78","3.81","0.0","0.0","0.0","0.0","21.64","97.28","437.03","218.52","415.39","339.75","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","1155.12","0.27","0.79","0.0","4.92","0.79","3.9","0.0","0.0","0.0","0.0","25.54","97.28","437.03","218.52","411.49","339.75","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","1155.12","0.26","0.8","0.0","5.35","0.8","4.29","0.0","0.0","0.0","0.0","29.83","97.28","437.03","218.52","407.2","339.75","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","1155.12","0.25","0.81","0.0","5.71","0.81","4.64","0.0","0.0","0.0","0.0","34.47","97.28","437.03","218.52","402.56","339.75","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","1155.12","0.25","0.82","0.0","6.09","0.82","5.02","0.0","0.0","0.0","0.0","39.49","97.28","437.03","218.52","397.54","339.75","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","1155.12","0.24","0.83","0.0","6.94","0.83","5.79","0.0","0.0","0.0","0.0","45.28","97.28","437.03","218.52","391.75","339.75","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","1155.12","0.23","0.84","0.0","6.63","0.84","5.6","0.0","0.0","0.0","0.0","50.88","97.28","437.03","218.52","386.16","339.75","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","1155.12","0.23","0.85","0.0","6.85","0.85","5.86","0.0","0.0","0.0","0.0","56.73","97.28","437.03","218.52","380.3","339.75","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","1155.12","0.22","0.87","0.0","7.16","0.87","6.2","0.0","0.0","0.0","0.0","62.93","97.28","437.03","218.52","374.1","339.75","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","1155.12","0.21","0.88","0.0","7.16","0.88","6.27","0.0","0.0","0.0","0.0","69.2","97.28","437.03","218.52","367.83","339.75","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","1155.12","0.21","0.89","0.0","7.01","0.89","6.21","0.0","0.0","0.0","0.0","75.41","97.28","437.03","218.52","361.62","339.75","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","1155.12","0.2","0.9","0.0","7.38","0.9","6.62","0.0","0.0","0.0","0.0","82.03","97.28","437.03","218.52","355.0","339.75","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","1155.12","0.2","0.91","0.0","5.17","0.91","4.69","0.0","0.0","0.0","0.0","86.72","97.28","437.03","218.52","350.31","339.75","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","1155.12","0.2","0.92","0.0","7.76","0.92","7.12","0.0","0.0","0.0","0.0","93.84","97.28","437.03","218.52","343.19","339.75","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","1155.12","0.19","0.93","0.0","7.24","0.93","6.72","0.0","0.0","0.0","0.0","0.0","97.28","437.03","218.52","437.03","339.75","100.56","","","","","","",""
"2016.0","6.0","7.0","159.0","1155.12","0.19","0.94","0.0","6.94","0.94","6.51","0.0","0.0","0.0","0.0","6.51","97.28","437.03","218.52","430.52","339.75","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","1155.12","0.19","0.95","0.0","6.51","0.95","6.18","0.0","0.0","0.0","0.0","12.69","97.28","437.03","218.52","424.34","339.75","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","1155.12","0.18","0.96","0.0","6.32","0.96","6.06","0.0","0.0","0.0","0.0","18.76","97.28","437.03","218.52","418.27","339.75","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","1155.12","0.18","0.97","0.0","6.71","0.97","6.51","0.0","0.0","0.0","0.0","25.27","97.28","437.03","218.52","411.77","339.75","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","1155.12","0.18","0.97","0.0","6.85","0.97","6.64","0.0","0.0","0.0","0.0","31.91","97.28","437.03","218.52","405.12","339.75","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","1155.12","0.17","0.97","0.0","6.87","0.97","6.66","0.0","0.0","0.0","0.0","38.57","97.28","437.03","218.52","398.46","339.75","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","1155.12","0.17","0.97","0.0","6.59","0.97","6.39","0.0","0.0","0.0","0.0","44.97","97.28","437.03","218.52","392.07","339.75","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","1155.12","0.17","0.97","0.0","6.48","0.97","6.29","0.0","0.0","0.0","0.0","51.25","97.28","437.03","218.52","385.78","339.75","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","1155.12","0.17","0.97","0.0","5.54","0.97","5.37","0.0","0.0","0.0","0.0","56.63","97.28","437.03","218.52","380.41","339.75","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","1155.12","0.16","0.97","0.0","5.48","0.97","5.32","0.0","0.0","0.0","0.0","61.94","97.28","437.03","218.52","375.09","339.75","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","1155.12","0.16","0.97","0.0","5.34","0.97","5.18","0.0","0.0","0.0","0.0","67.12","97.28","437.03","218.52","369.91","339.75","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","1155.12","0.16","0.97","0.0","6.31","0.97","6.12","0.0","0.0","0.0","0.0","73.24","97.28","437.03","218.52","363.79","339.75","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","1155.12","0.16","0.97","0.0","6.96","0.97","6.75","0.0","0.0","0.0","0.0","79.99","97.28","437.03","218.52","357.04","339.75","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","1155.12","0.16","0.97","0.0","7.57","0.97","7.34","0.0","0.0","0.0","0.0","87.34","97.28","437.03","218.52","349.7","339.75","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","1155.12","0.15","0.97","0.0","7.92","0.97","7.68","0.0","0.0","0.0","0.0","95.02","97.28","437.03","218.52","342.01","339.75","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","1155.12","0.15","0.97","0.0","7.86","0.97","7.62","0.0","0.0","0.0","0.0","0.0","97.28","437.03","218.52","437.03","339.75","102.64","","","","","","",""
"2016.0","6.0","23.0","175.0","1155.12","0.15","0.97","0.0","7.8","0.97","7.57","0.0","0.0","0.0","0.0","7.57","97.28","437.03","218.52","429.47","339.75","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","1155.12","0.15","0.97","0.0","7.05","0.97","6.84","0.0","0.0","0.0","0.0","14.4","97.28","437.03","218.52","422.63","339.75","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","1155.12","0.15","0.97","0.0","7.82","0.97","7.59","0.0","0.0","0.0","0.0","21.99","97.28","437.03","218.52","415.04","339.75","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","1155.12","0.14","0.97","0.0","7.71","0.97","7.48","0.0","0.0","0.0","0.0","29.47","97.28","437.03","218.52","407.56","339.75","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","1155.12","0.14","0.97","0.0","8.18","0.97","7.93","0.0","0.0","0.0","0.0","37.4","97.28","437.03","218.52","399.63","339.75","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","1155.12","0.14","0.97","0.0","8.09","0.97","7.85","0.0","0.0","0.0","0.0","45.25","97.28","437.03","218.52","391.78","339.75","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","1155.12","0.14","0.97","0.0","7.45","0.97","7.23","0.0","0.0","0.0","0.0","52.48","97.28","437.03","218.52","384.55","339.75","0.0","","","","","","",""
