" Daily soil water balance output for Cherries in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Cherries in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","870.67","0.55","0.0","0.0","2.25","0.55","1.25","0.0","0.0","0.0","0.0","20.01","22.95","474.62","237.31","454.61","451.67","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","870.67","0.52","0.0","0.0","2.94","0.52","1.54","0.0","0.0","0.0","0.0","21.54","22.95","474.62","237.31","453.07","451.67","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","870.67","0.5","0.0","0.0","2.45","0.5","1.23","0.0","0.0","0.0","0.0","22.77","22.95","474.62","237.31","451.84","451.67","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","870.67","0.49","0.0","0.0","2.13","0.49","1.03","0.0","0.0","0.0","0.0","23.81","22.95","474.62","237.31","450.81","451.67","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","870.67","1.11","0.0","0.0","2.73","1.11","3.03","2.71","2.71","0.0","0.0","21.1","22.95","474.62","237.31","453.52","451.67","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","870.67","1.14","0.0","0.0","1.95","1.14","2.23","9.85","9.85","0.0","0.0","13.47","22.95","474.62","237.31","461.14","451.67","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","870.67","1.15","0.0","0.0","1.71","1.15","1.96","1.24","1.24","0.0","0.0","14.19","22.95","474.62","237.31","460.42","451.67","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","870.67","1.15","0.0","0.0","1.78","1.15","2.04","0.01","0.01","0.0","0.0","16.23","22.95","474.62","237.31","458.39","451.67","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","870.67","1.02","0.0","0.0","1.99","1.02","2.03","0.0","0.0","0.0","0.0","18.26","22.95","474.62","237.31","456.36","451.67","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","870.67","0.88","0.0","0.0","2.61","0.88","2.29","0.0","0.0","0.0","0.0","20.55","22.95","474.62","237.31","454.07","451.67","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","870.67","0.78","0.0","0.0","2.48","0.78","1.94","0.0","0.0","0.0","0.0","22.49","22.95","474.62","237.31","452.13","451.67","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","870.67","0.72","0.0","0.0","2.24","0.72","1.62","0.0","0.0","0.0","0.0","24.1","22.95","474.62","237.31","450.51","451.67","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","870.67","0.67","0.0","0.0","2.36","0.67","1.58","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","870.67","0.63","0.0","0.0","2.33","0.63","1.46","0.0","0.0","0.0","0.0","24.41","22.95","474.62","237.31","450.21","451.67","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","870.67","0.59","0.0","0.0","2.37","0.59","1.4","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","870.67","0.57","0.0","0.0","2.04","0.57","1.16","0.0","0.0","0.0","0.0","24.11","22.95","474.62","237.31","450.51","451.67","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","870.67","0.54","0.0","0.0","2.61","0.54","1.4","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","870.67","0.51","0.0","0.0","2.95","0.51","1.5","0.0","0.0","0.0","0.0","24.45","22.95","474.62","237.31","450.17","451.67","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","870.67","0.49","0.0","0.0","2.56","0.49","1.25","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","870.67","0.47","0.0","0.0","1.87","0.47","0.89","0.0","0.0","0.0","0.0","23.84","22.95","474.62","237.31","450.78","451.67","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","870.67","0.47","0.0","0.0","1.5","0.47","0.7","1.71","1.71","0.0","0.0","22.13","22.95","474.62","237.31","452.49","451.67","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","870.67","1.17","0.0","0.0","1.33","1.17","1.55","14.14","14.14","0.0","0.0","9.54","22.95","474.62","237.31","465.08","451.67","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","870.67","1.13","0.0","0.0","2.26","1.13","2.55","20.66","12.09","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","870.67","1.16","0.0","0.0","1.53","1.16","1.77","13.1","1.77","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","870.67","1.15","0.0","0.0","1.93","1.15","2.22","1.46","1.46","0.0","0.0","0.76","22.95","474.62","237.31","473.86","451.67","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","870.67","1.15","0.0","0.0","1.98","1.15","2.27","0.57","0.57","0.0","0.0","2.46","22.95","474.62","237.31","472.16","451.67","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","870.67","1.16","0.0","0.0","1.59","1.16","1.84","2.01","2.01","0.0","0.0","2.29","22.95","474.62","237.31","472.33","451.67","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","870.67","1.16","0.0","0.0","1.54","1.16","1.78","5.1","4.08","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","870.67","1.15","0.0","0.0","1.8","1.15","2.07","7.19","2.07","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","870.67","1.17","0.0","0.0","1.19","1.17","1.4","12.32","1.4","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","870.67","1.12","0.0","0.0","2.52","1.12","2.82","10.8","2.82","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","870.67","1.11","0.0","0.0","2.99","1.11","3.32","0.0","0.0","0.0","0.0","3.32","22.95","474.62","237.31","471.3","451.67","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","870.67","0.93","0.0","0.0","3.1","0.93","2.89","0.0","0.0","0.0","0.0","6.21","22.95","474.62","237.31","468.41","451.67","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","870.67","0.8","0.0","0.0","3.14","0.8","2.5","0.0","0.0","0.0","0.0","8.71","22.95","474.62","237.31","465.91","451.67","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","870.67","0.71","0.0","0.0","3.04","0.71","2.16","0.0","0.0","0.0","0.0","10.86","22.95","474.62","237.31","463.75","451.67","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","870.67","0.65","0.0","0.0","2.97","0.65","1.92","0.0","0.0","0.0","0.0","12.79","22.95","474.62","237.31","461.83","451.67","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","870.67","0.61","0.0","0.0","2.33","0.61","1.42","0.03","0.03","0.0","0.0","14.18","22.95","474.62","237.31","460.44","451.67","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","870.67","0.58","0.0","0.0","2.37","0.58","1.37","1.23","1.23","0.0","0.0","14.32","22.95","474.62","237.31","460.3","451.67","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","870.67","0.54","0.0","0.0","3.0","0.54","1.63","0.94","0.94","0.0","0.0","15.0","22.95","474.62","237.31","459.62","451.67","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","870.67","0.51","0.0","0.0","3.33","0.51","1.7","0.0","0.0","0.0","0.0","16.7","22.95","474.62","237.31","457.92","451.67","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","870.67","0.48","0.0","0.0","3.19","0.48","1.54","0.0","0.0","0.0","0.0","18.24","22.95","474.62","237.31","456.38","451.67","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","870.67","0.46","0.0","0.0","3.61","0.46","1.65","0.0","0.0","0.0","0.0","19.89","22.95","474.62","237.31","454.73","451.67","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","870.67","0.43","0.0","0.0","4.2","0.43","1.81","0.0","0.0","0.0","0.0","21.7","22.95","474.62","237.31","452.91","451.67","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","870.67","0.41","0.0","0.0","3.51","0.41","1.45","0.0","0.0","0.0","0.0","23.16","22.95","474.62","237.31","451.46","451.67","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","870.67","0.4","0.0","0.0","3.52","0.4","1.4","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","870.67","0.38","0.0","0.0","3.71","0.38","1.42","0.0","0.0","0.0","0.0","24.37","22.95","474.62","237.31","450.25","451.67","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","870.67","0.37","0.0","0.0","3.49","0.37","1.29","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","870.67","0.36","0.0","0.0","3.72","0.36","1.33","0.0","0.0","0.0","0.0","24.28","22.95","474.62","237.31","450.34","451.67","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","870.67","0.35","0.0","0.0","3.62","0.35","1.25","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","870.67","0.34","0.0","0.0","3.72","0.34","1.25","0.0","0.0","0.0","0.0","24.2","22.95","474.62","237.31","450.42","451.67","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","870.67","0.33","0.0","0.0","3.94","0.33","1.29","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","870.67","0.32","0.0","0.0","4.14","0.32","1.31","0.0","0.0","0.0","0.0","24.26","22.95","474.62","237.31","450.36","451.67","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","870.67","0.31","0.0","0.0","5.39","0.31","1.65","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","870.67","0.3","0.0","0.0","4.84","0.3","1.43","0.0","0.0","0.0","0.0","24.38","22.95","474.62","237.31","450.24","451.67","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","870.67","0.29","0.0","0.0","4.19","0.29","1.21","0.0","0.0","0.0","0.0","22.95","22.95","474.62","237.31","451.67","451.67","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","870.67","0.28","0.0","0.0","3.25","0.28","0.92","1.44","1.44","0.0","0.0","22.43","22.95","474.62","237.31","452.19","451.67","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","870.67","1.16","0.0","0.0","1.59","1.16","1.84","12.65","12.65","0.0","0.0","11.62","22.95","474.62","237.31","463.0","451.67","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","870.67","1.15","0.0","0.0","1.84","1.15","2.11","20.51","13.73","0.0","0.0","0.0","22.95","474.62","237.31","474.62","451.67","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","870.67","1.12","0.0","0.0","3.06","1.12","3.43","0.4","0.4","0.0","0.0","3.03","22.95","474.62","237.31","471.58","451.67","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","870.67","0.95","0.0","0.0","3.42","0.95","3.25","0.0","0.0","0.0","0.0","6.28","22.95","474.62","237.31","468.34","451.67","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","870.67","0.77","0.0","0.0","4.11","0.77","3.17","0.0","0.0","0.0","0.0","9.45","22.95","474.62","237.31","465.17","451.67","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","870.67","0.67","0.0","0.0","4.1","0.67","2.73","0.78","0.78","0.0","0.0","11.41","22.95","474.62","237.31","463.21","451.67","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","870.67","0.58","0.55","0.0","5.34","0.58","3.08","0.0","0.0","0.0","0.0","14.48","111.12","474.62","237.31","460.13","363.5","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","870.67","0.52","0.56","0.0","5.13","0.56","2.86","0.0","0.0","0.0","0.0","17.34","111.12","474.62","237.31","457.28","363.5","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","870.67","0.48","0.56","0.0","4.75","0.56","2.68","0.0","0.0","0.0","0.0","20.01","111.12","474.62","237.31","454.6","363.5","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","870.67","0.44","0.57","0.0","5.08","0.57","2.89","0.0","0.0","0.0","0.0","22.91","111.12","474.62","237.31","451.71","363.5","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","870.67","0.41","0.58","0.0","4.82","0.58","2.78","0.0","0.0","0.0","0.0","25.69","111.12","474.62","237.31","448.93","363.5","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","870.67","0.39","0.58","0.0","5.01","0.58","2.92","0.0","0.0","0.0","0.0","28.61","111.12","474.62","237.31","446.01","363.5","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","870.67","0.38","0.59","0.0","3.61","0.59","2.13","0.0","0.0","0.0","0.0","30.73","111.12","474.62","237.31","443.88","363.5","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","870.67","0.37","0.6","0.0","2.88","0.6","1.72","0.68","0.68","0.0","0.0","31.77","111.12","474.62","237.31","442.85","363.5","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","870.67","0.35","0.6","0.0","4.01","0.6","2.42","3.64","3.64","0.0","0.0","30.55","111.12","474.62","237.31","444.07","363.5","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","870.67","0.34","0.61","0.0","4.5","0.61","2.74","0.0","0.0","0.0","0.0","33.29","111.12","474.62","237.31","441.33","363.5","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","870.67","0.33","0.62","0.0","5.34","0.62","3.29","0.0","0.0","0.0","0.0","36.58","111.12","474.62","237.31","438.04","363.5","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","870.67","0.32","0.62","0.0","4.63","0.62","2.88","0.0","0.0","0.0","0.0","39.46","111.12","474.62","237.31","435.16","363.5","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","870.67","0.31","0.63","0.0","3.59","0.63","2.26","0.1","0.1","0.0","0.0","41.62","111.12","474.62","237.31","433.0","363.5","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","870.67","0.3","0.64","0.0","5.55","0.64","3.53","1.66","1.66","0.0","0.0","43.48","111.12","474.62","237.31","431.13","363.5","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","870.67","0.29","0.64","0.0","4.91","0.64","3.15","0.0","0.0","0.0","0.0","46.64","111.12","474.62","237.31","427.98","363.5","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","870.67","0.28","0.65","0.0","7.15","0.65","4.64","0.0","0.0","0.0","0.0","51.28","111.12","474.62","237.31","423.34","363.5","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","870.67","0.27","0.66","0.0","5.68","0.66","3.72","0.0","0.0","0.0","0.0","55.0","111.12","474.62","237.31","419.62","363.5","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","870.67","0.26","0.66","0.0","5.14","0.66","3.4","0.0","0.0","0.0","0.0","58.4","111.12","474.62","237.31","416.22","363.5","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","870.67","0.26","0.67","0.0","4.27","0.67","2.85","0.0","0.0","0.0","0.0","61.25","111.12","474.62","237.31","413.37","363.5","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","870.67","0.25","0.67","0.0","4.54","0.67","3.06","0.0","0.0","0.0","0.0","64.32","111.12","474.62","237.31","410.3","363.5","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","870.67","0.25","0.68","0.0","2.55","0.68","1.74","0.46","0.46","0.0","0.0","65.6","111.12","474.62","237.31","409.02","363.5","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","870.67","0.25","0.69","0.0","1.88","0.69","1.29","0.47","0.47","0.0","0.0","66.42","111.12","474.62","237.31","408.2","363.5","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","870.67","1.14","0.69","0.0","2.03","1.14","2.31","4.81","4.81","0.0","0.0","63.92","111.12","474.62","237.31","410.7","363.5","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","870.67","1.11","0.7","0.0","3.27","1.11","3.64","0.69","0.69","0.0","0.0","66.87","111.12","474.62","237.31","407.74","363.5","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","870.67","0.87","0.71","0.0","4.52","0.87","3.91","0.0","0.0","0.0","0.0","70.79","111.12","474.62","237.31","403.83","363.5","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","870.67","0.69","0.71","0.0","5.37","0.71","3.84","0.0","0.0","0.0","0.0","74.62","111.12","474.62","237.31","399.99","363.5","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","870.67","0.58","0.72","0.0","5.67","0.72","4.09","0.0","0.0","0.0","0.0","78.71","111.12","474.62","237.31","395.91","363.5","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","870.67","0.52","0.73","0.0","5.67","0.73","4.13","0.0","0.0","0.0","0.0","82.84","111.12","474.62","237.31","391.78","363.5","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","870.67","0.47","0.73","0.0","5.3","0.73","3.89","0.0","0.0","0.0","0.0","86.73","111.12","474.62","237.31","387.89","363.5","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","870.67","0.44","0.74","0.0","4.83","0.74","3.58","0.0","0.0","0.0","0.0","90.31","111.12","474.62","237.31","384.31","363.5","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","870.67","0.41","0.75","0.0","5.41","0.75","4.04","0.0","0.0","0.0","0.0","94.35","111.12","474.62","237.31","380.27","363.5","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","870.67","0.38","0.75","0.0","6.4","0.75","4.83","0.0","0.0","0.0","0.0","99.18","111.12","474.62","237.31","375.44","363.5","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","870.67","0.35","0.76","0.0","7.38","0.76","5.61","0.0","0.0","0.0","0.0","104.79","111.12","474.62","237.31","369.83","363.5","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","870.67","0.33","0.77","0.0","6.85","0.77","5.25","0.0","0.0","0.0","0.0","110.04","111.12","474.62","237.31","364.57","363.5","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","870.67","0.31","0.77","0.0","6.05","0.77","4.68","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","114.72","","","","","","",""
"2016.0","5.0","20.0","141.0","870.67","0.3","0.78","0.0","4.86","0.78","3.79","0.0","0.0","0.0","0.0","3.79","111.12","474.62","237.31","470.83","363.5","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","870.67","0.3","0.79","0.0","3.64","0.79","2.86","0.0","0.0","0.0","0.0","6.66","111.12","474.62","237.31","467.96","363.5","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","870.67","0.29","0.79","0.0","4.01","0.79","3.18","0.8","0.8","0.0","0.0","9.04","111.12","474.62","237.31","465.58","363.5","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","870.67","0.28","0.8","0.0","4.59","0.8","3.67","0.0","0.0","0.0","0.0","12.71","111.12","474.62","237.31","461.91","363.5","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","870.67","0.28","0.81","0.0","4.79","0.81","3.86","0.0","0.0","0.0","0.0","16.57","111.12","474.62","237.31","458.04","363.5","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","870.67","0.27","0.81","0.0","5.18","0.81","4.21","0.0","0.0","0.0","0.0","20.79","111.12","474.62","237.31","453.83","363.5","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","870.67","0.26","0.82","0.0","5.52","0.82","4.52","0.0","0.0","0.0","0.0","25.31","111.12","474.62","237.31","449.31","363.5","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","870.67","0.25","0.83","0.0","5.89","0.83","4.87","0.0","0.0","0.0","0.0","30.18","111.12","474.62","237.31","444.44","363.5","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","870.67","0.25","0.83","0.0","6.73","0.83","5.61","0.0","0.0","0.0","0.0","35.78","111.12","474.62","237.31","438.84","363.5","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","870.67","0.24","0.84","0.0","6.28","0.84","5.27","0.0","0.0","0.0","0.0","41.05","111.12","474.62","237.31","433.56","363.5","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","870.67","0.23","0.85","0.0","6.56","0.85","5.55","0.0","0.0","0.0","0.0","46.6","111.12","474.62","237.31","428.01","363.5","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","870.67","0.23","0.85","0.0","6.88","0.85","5.87","0.0","0.0","0.0","0.0","52.47","111.12","474.62","237.31","422.15","363.5","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","870.67","0.22","0.86","0.0","6.81","0.86","5.85","0.0","0.0","0.0","0.0","58.32","111.12","474.62","237.31","416.3","363.5","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","870.67","0.21","0.87","0.0","6.66","0.87","5.77","0.0","0.0","0.0","0.0","64.09","111.12","474.62","237.31","410.53","363.5","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","870.67","0.21","0.87","0.0","7.1","0.87","6.19","0.0","0.0","0.0","0.0","70.28","111.12","474.62","237.31","404.34","363.5","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","870.67","0.21","0.88","0.0","4.9","0.88","4.31","0.0","0.0","0.0","0.0","74.59","111.12","474.62","237.31","400.03","363.5","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","870.67","0.2","0.89","0.0","7.37","0.89","6.53","0.0","0.0","0.0","0.0","81.12","111.12","474.62","237.31","393.5","363.5","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","870.67","0.2","0.89","0.0","6.75","0.89","6.02","0.0","0.0","0.0","0.0","87.14","111.12","474.62","237.31","387.48","363.5","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","870.67","0.19","0.9","0.0","6.48","0.9","5.82","0.0","0.0","0.0","0.0","92.96","111.12","474.62","237.31","381.66","363.5","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","870.67","0.19","0.91","0.0","6.22","0.91","5.63","0.0","0.0","0.0","0.0","98.59","111.12","474.62","237.31","376.03","363.5","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","870.67","0.19","0.91","0.0","5.96","0.91","5.43","0.0","0.0","0.0","0.0","104.03","111.12","474.62","237.31","370.59","363.5","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","870.67","0.18","0.92","0.0","6.41","0.92","5.89","0.0","0.0","0.0","0.0","109.91","111.12","474.62","237.31","364.71","363.5","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","870.67","0.18","0.92","0.0","6.68","0.92","6.18","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","116.09","","","","","","",""
"2016.0","6.0","12.0","164.0","870.67","0.18","0.93","0.0","6.62","0.93","6.17","0.0","0.0","0.0","0.0","6.17","111.12","474.62","237.31","468.45","363.5","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","870.67","0.18","0.94","0.0","6.3","0.94","5.91","0.0","0.0","0.0","0.0","12.08","111.12","474.62","237.31","462.54","363.5","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","870.67","0.17","0.94","0.0","6.24","0.94","5.9","0.0","0.0","0.0","0.0","17.97","111.12","474.62","237.31","456.65","363.5","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","870.67","0.17","0.95","0.0","5.37","0.95","5.11","0.0","0.0","0.0","0.0","23.08","111.12","474.62","237.31","451.54","363.5","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","870.67","0.17","0.96","0.0","5.25","0.96","5.03","0.0","0.0","0.0","0.0","28.11","111.12","474.62","237.31","446.51","363.5","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","870.67","0.17","0.96","0.0","5.14","0.96","4.96","0.0","0.0","0.0","0.0","33.07","111.12","474.62","237.31","441.55","363.5","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","870.67","0.16","0.97","0.0","6.17","0.97","5.99","0.0","0.0","0.0","0.0","39.06","111.12","474.62","237.31","435.56","363.5","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","870.67","0.16","0.98","0.0","6.83","0.98","6.68","0.0","0.0","0.0","0.0","45.74","111.12","474.62","237.31","428.88","363.5","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","870.67","0.16","0.98","0.0","7.19","0.98","7.08","0.0","0.0","0.0","0.0","52.81","111.12","474.62","237.31","421.81","363.5","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","870.67","0.16","0.99","0.0","7.59","0.99","7.52","0.0","0.0","0.0","0.0","60.33","111.12","474.62","237.31","414.29","363.5","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","870.67","0.16","1.0","0.0","7.42","1.0","7.4","0.0","0.0","0.0","0.0","67.73","111.12","474.62","237.31","406.89","363.5","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","870.67","0.15","1.0","0.0","7.46","1.0","7.49","0.0","0.0","0.0","0.0","75.22","111.12","474.62","237.31","399.4","363.5","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","870.67","0.15","1.01","0.0","6.79","1.01","6.86","0.0","0.0","0.0","0.0","82.08","111.12","474.62","237.31","392.53","363.5","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","870.67","0.15","1.02","0.0","7.58","1.02","7.71","0.0","0.0","0.0","0.0","89.79","111.12","474.62","237.31","384.82","363.5","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","870.67","0.15","1.02","0.0","7.44","1.02","7.62","0.0","0.0","0.0","0.0","97.41","111.12","474.62","237.31","377.21","363.5","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","870.67","0.15","1.03","0.0","7.85","1.03","8.09","0.0","0.0","0.0","0.0","105.5","111.12","474.62","237.31","369.12","363.5","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","870.67","0.14","1.04","0.0","7.77","1.04","8.06","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","113.55","","","","","","",""
"2016.0","6.0","29.0","181.0","870.67","0.14","1.04","0.0","7.0","1.04","7.3","0.0","0.0","0.0","0.0","7.3","111.12","474.62","237.31","467.31","363.5","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","870.67","0.14","1.05","0.0","6.96","1.05","7.31","0.0","0.0","0.0","0.0","14.61","111.12","474.62","237.31","460.01","363.5","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","870.67","0.14","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","21.77","111.12","474.62","237.31","452.85","363.5","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","870.67","0.14","1.05","0.0","6.74","1.05","7.08","0.0","0.0","0.0","0.0","28.85","111.12","474.62","237.31","445.77","363.5","0.0","","","","","","",""
