" Daily soil water balance output for Safflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Safflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","12.0","43.0","3117.75","0.56","0.0","0.0","1.83","0.56","1.03","0.0","0.0","0.0","0.0","19.28","24.75","514.57","257.29","495.3","489.82","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","3117.75","0.54","0.0","0.0","2.35","0.54","1.26","0.0","0.0","0.0","0.0","20.54","24.75","514.57","257.29","494.04","489.82","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","3117.75","0.51","0.0","0.0","3.22","0.51","1.63","0.0","0.0","0.0","0.0","22.16","24.75","514.57","257.29","492.41","489.82","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","3117.75","0.48","0.0","0.0","2.64","0.48","1.28","0.0","0.0","0.0","0.0","23.44","24.75","514.57","257.29","491.13","489.82","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","3117.75","0.47","0.0","0.0","2.1","0.47","0.99","0.0","0.0","0.0","0.0","24.43","24.75","514.57","257.29","490.14","489.82","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","3117.75","0.45","0.0","0.0","2.65","0.45","1.2","0.0","0.0","0.0","0.0","25.63","24.75","514.57","257.29","488.94","489.82","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","3117.75","1.15","0.0","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","11.96","24.75","514.57","257.29","502.61","489.82","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","3117.75","1.16","0.0","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","10.03","24.75","514.57","257.29","504.55","489.82","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","3117.75","1.15","0.0","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","11.87","24.75","514.57","257.29","502.7","489.82","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","3117.75","1.15","0.0","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","14.12","24.75","514.57","257.29","500.45","489.82","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","3117.75","0.98","0.0","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","16.82","24.75","514.57","257.29","497.75","489.82","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","3117.75","0.86","0.0","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","18.86","24.75","514.57","257.29","495.71","489.82","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","3117.75","0.78","0.0","0.0","2.23","0.78","1.73","0.0","0.0","0.0","0.0","20.59","24.75","514.57","257.29","493.98","489.82","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","3117.75","0.71","0.0","0.0","2.35","0.71","1.68","0.0","0.0","0.0","0.0","22.27","24.75","514.57","257.29","492.3","489.82","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","3117.75","0.66","0.0","0.0","2.38","0.66","1.58","0.0","0.0","0.0","0.0","23.85","24.75","514.57","257.29","490.72","489.82","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","3117.75","0.63","0.0","0.0","2.08","0.63","1.3","0.0","0.0","0.0","0.0","25.15","24.75","514.57","257.29","489.42","489.82","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","3117.75","0.6","0.0","0.0","2.1","0.6","1.25","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","3117.75","0.56","0.0","0.0","2.69","0.56","1.51","0.0","0.0","0.0","0.0","26.26","24.75","514.57","257.29","488.31","489.82","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","3117.75","0.53","0.0","0.0","3.02","0.53","1.6","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","3117.75","0.5","0.0","0.0","2.66","0.5","1.34","0.0","0.0","0.0","0.0","26.09","24.75","514.57","257.29","488.48","489.82","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","3117.75","0.49","0.0","0.0","1.77","0.49","0.87","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","3117.75","0.48","0.0","0.0","1.55","0.48","0.74","0.14","0.14","0.0","0.0","25.35","24.75","514.57","257.29","489.22","489.82","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","3117.75","1.17","0.0","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","9.15","24.75","514.57","257.29","505.42","489.82","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","3117.75","1.13","0.0","0.0","2.17","1.13","2.46","38.99","11.61","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","3117.75","1.16","0.0","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","3117.75","1.15","0.0","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","3117.75","1.15","0.0","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","24.75","514.57","257.29","512.44","489.82","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","3117.75","1.15","0.0","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","24.75","514.57","257.29","510.84","489.82","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","3117.75","1.16","0.0","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","3117.75","1.16","0.0","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","3117.75","1.17","0.0","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","3117.75","1.12","0.0","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","24.75","514.57","257.29","514.57","489.82","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","3117.75","1.11","0.0","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","24.75","514.57","257.29","511.17","489.82","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","3117.75","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","24.75","514.57","257.29","508.29","489.82","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","3117.75","0.79","0.0","0.0","3.16","0.79","2.5","0.0","0.0","0.0","0.0","8.78","24.75","514.57","257.29","505.79","489.82","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","3117.75","0.7","0.0","0.0","3.19","0.7","2.24","0.0","0.0","0.0","0.0","11.02","24.75","514.57","257.29","503.55","489.82","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","3117.75","0.64","0.0","0.0","3.17","0.64","2.02","0.0","0.0","0.0","0.0","13.04","24.75","514.57","257.29","501.53","489.82","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","3117.75","0.6","0.0","0.0","2.2","0.6","1.33","0.0","0.0","0.0","0.0","14.37","24.75","514.57","257.29","500.2","489.82","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","3117.75","0.57","0.0","0.0","2.32","0.57","1.33","1.54","1.54","0.0","0.0","14.16","24.75","514.57","257.29","500.41","489.82","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","3117.75","0.54","0.0","0.0","2.92","0.54","1.57","1.83","1.83","0.0","0.0","13.9","24.75","514.57","257.29","500.67","489.82","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","3117.75","0.51","0.0","0.0","3.36","0.51","1.7","0.0","0.0","0.0","0.0","15.61","24.75","514.57","257.29","498.97","489.82","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","3117.75","0.48","0.0","0.0","3.2","0.48","1.54","0.0","0.0","0.0","0.0","17.14","24.75","514.57","257.29","497.43","489.82","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","3117.75","0.45","0.0","0.0","3.71","0.45","1.69","0.0","0.0","0.0","0.0","18.83","24.75","514.57","257.29","495.74","489.82","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","3117.75","0.43","0.0","0.0","4.47","0.43","1.91","0.0","0.0","0.0","0.0","20.74","24.75","514.57","257.29","493.83","489.82","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","3117.75","0.41","0.0","0.0","3.43","0.41","1.41","0.0","0.0","0.0","0.0","22.15","24.75","514.57","257.29","492.42","489.82","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","3117.75","0.39","0.0","0.0","3.53","0.39","1.39","0.0","0.0","0.0","0.0","23.55","24.75","514.57","257.29","491.03","489.82","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","3117.75","0.38","0.0","0.0","3.82","0.38","1.45","0.0","0.0","0.0","0.0","25.0","24.75","514.57","257.29","489.57","489.82","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","3117.75","0.37","0.0","0.0","3.64","0.37","1.33","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","3117.75","0.35","0.0","0.0","3.78","0.35","1.34","0.0","0.0","0.0","0.0","26.09","24.75","514.57","257.29","488.48","489.82","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","3117.75","0.34","0.0","0.0","3.67","0.34","1.26","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","3117.75","0.33","0.0","0.0","3.74","0.33","1.25","0.0","0.0","0.0","0.0","26.0","24.75","514.57","257.29","488.57","489.82","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","3117.75","0.32","0.0","0.0","4.08","0.32","1.32","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","3117.75","0.31","0.0","0.0","4.22","0.31","1.33","0.0","0.0","0.0","0.0","26.08","24.75","514.57","257.29","488.5","489.82","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","3117.75","0.3","0.0","0.0","5.72","0.3","1.73","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","3117.75","0.29","0.0","0.0","4.95","0.29","1.45","0.0","0.0","0.0","0.0","26.2","24.75","514.57","257.29","488.37","489.82","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","3117.75","0.29","0.0","0.0","4.34","0.29","1.24","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","3117.75","0.28","0.0","0.0","3.63","0.28","1.02","0.0","0.0","0.0","0.0","25.77","24.75","514.57","257.29","488.81","489.82","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","3117.75","0.28","0.0","0.0","1.42","0.28","0.39","1.32","1.32","0.0","0.0","24.45","24.75","514.57","257.29","490.13","489.82","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","3117.75","1.13","0.0","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","17.65","24.75","514.57","257.29","496.92","489.82","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","3117.75","1.11","0.0","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","20.91","24.75","514.57","257.29","493.66","489.82","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","3117.75","0.9","0.0","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","24.15","24.75","514.57","257.29","490.42","489.82","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","3117.75","0.74","0.0","0.0","4.28","0.74","3.16","0.0","0.0","0.0","0.0","27.31","24.75","514.57","257.29","487.26","489.82","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","3117.75","0.65","0.0","0.0","4.01","0.65","2.59","0.67","0.67","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","3117.75","0.56","0.0","0.0","5.41","0.56","3.04","0.0","0.0","0.0","0.0","27.79","24.75","514.57","257.29","486.79","489.82","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","3117.75","0.5","0.0","0.0","5.5","0.5","2.76","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","3117.75","0.46","0.0","0.0","4.75","0.46","2.2","0.0","0.0","0.0","0.0","26.95","24.75","514.57","257.29","487.62","489.82","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","3117.75","0.43","0.0","0.0","5.12","0.43","2.2","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","3117.75","0.4","0.0","0.0","5.07","0.4","2.05","0.0","0.0","0.0","0.0","26.8","24.75","514.57","257.29","487.77","489.82","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","3117.75","0.38","0.0","0.0","5.26","0.38","2.0","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","3117.75","0.37","0.0","0.0","3.95","0.37","1.45","0.0","0.0","0.0","0.0","26.2","24.75","514.57","257.29","488.37","489.82","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","3117.75","0.36","0.0","0.0","2.78","0.36","1.0","0.28","0.28","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","3117.75","1.06","0.0","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","22.86","24.75","514.57","257.29","491.71","489.82","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","3117.75","0.92","0.0","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","26.94","24.75","514.57","257.29","487.63","489.82","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","3117.75","0.71","0.0","0.0","5.39","0.71","3.84","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","3117.75","0.62","0.0","0.0","4.58","0.62","2.83","0.0","0.0","0.0","0.0","27.58","24.75","514.57","257.29","487.0","489.82","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","3117.75","0.57","0.0","0.0","3.62","0.57","2.05","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","3117.75","0.5","0.0","0.0","5.82","0.5","2.92","4.55","4.55","0.0","0.0","23.12","24.75","514.57","257.29","491.45","489.82","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","3117.75","0.46","0.0","0.0","5.17","0.46","2.38","0.0","0.0","0.0","0.0","25.49","24.75","514.57","257.29","489.08","489.82","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","3117.75","0.41","0.0","0.0","7.43","0.41","3.07","0.03","0.03","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","3117.75","0.38","0.2","0.0","5.97","0.38","2.29","0.0","0.0","0.0","0.0","27.04","78.2","514.57","257.29","487.53","436.37","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","3117.75","0.36","0.2","0.0","5.45","0.36","1.98","0.0","0.0","0.0","0.0","29.02","78.2","514.57","257.29","485.55","436.37","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","3117.75","0.35","0.2","0.0","4.6","0.35","1.6","0.0","0.0","0.0","0.0","30.63","78.2","514.57","257.29","483.94","436.37","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","3117.75","0.33","0.2","0.0","4.92","0.33","1.65","0.0","0.0","0.0","0.0","32.27","78.2","514.57","257.29","482.3","436.37","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","3117.75","0.33","0.2","0.0","2.31","0.33","0.76","0.16","0.16","0.0","0.0","32.88","78.2","514.57","257.29","481.7","436.37","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","3117.75","0.33","0.2","0.0","2.18","0.33","0.71","1.17","1.17","0.0","0.0","32.41","78.2","514.57","257.29","482.16","436.37","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","3117.75","0.32","0.2","0.0","2.15","0.32","0.69","1.04","1.04","0.0","0.0","32.07","78.2","514.57","257.29","482.51","436.37","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","3117.75","0.31","0.2","0.0","3.26","0.31","1.02","1.91","1.91","0.0","0.0","31.18","78.2","514.57","257.29","483.39","436.37","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","3117.75","0.3","0.2","0.0","4.71","0.3","1.43","0.0","0.0","0.0","0.0","32.61","78.2","514.57","257.29","481.96","436.37","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","3117.75","0.29","0.2","0.0","5.78","0.29","1.69","0.0","0.0","0.0","0.0","34.31","78.2","514.57","257.29","480.26","436.37","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","3117.75","0.28","0.2","0.0","6.12","0.28","1.73","0.0","0.0","0.0","0.0","36.03","78.2","514.57","257.29","478.54","436.37","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","3117.75","0.27","0.2","0.0","6.17","0.27","1.68","0.0","0.0","0.0","0.0","37.71","78.2","514.57","257.29","476.86","436.37","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","3117.75","0.26","0.2","0.0","5.78","0.26","1.53","0.0","0.0","0.0","0.0","39.24","78.2","514.57","257.29","475.33","436.37","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","3117.75","0.26","0.2","0.0","5.15","0.26","1.33","0.0","0.0","0.0","0.0","40.57","78.2","514.57","257.29","474.01","436.37","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","3117.75","0.25","0.24","0.0","5.59","0.25","1.4","0.0","0.0","0.0","0.0","41.97","78.2","514.57","257.29","472.6","436.37","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","3117.75","0.24","0.28","0.0","6.64","0.28","1.87","0.0","0.0","0.0","0.0","43.83","78.2","514.57","257.29","470.74","436.37","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","3117.75","0.23","0.32","0.0","7.82","0.32","2.51","0.0","0.0","0.0","0.0","46.35","78.2","514.57","257.29","468.23","436.37","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","3117.75","0.23","0.36","0.0","7.09","0.36","2.57","0.0","0.0","0.0","0.0","48.91","78.2","514.57","257.29","465.66","436.37","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","3117.75","0.22","0.4","0.0","6.34","0.4","2.55","0.0","0.0","0.0","0.0","51.46","78.2","514.57","257.29","463.11","436.37","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","3117.75","0.22","0.44","0.0","4.71","0.44","2.09","0.0","0.0","0.0","0.0","53.55","78.2","514.57","257.29","461.02","436.37","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","3117.75","0.22","0.48","0.0","4.08","0.48","1.97","3.3","3.3","0.0","0.0","52.22","78.2","514.57","257.29","462.35","436.37","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","3117.75","0.21","0.52","0.0","4.38","0.52","2.29","0.7","0.7","0.0","0.0","53.82","78.2","514.57","257.29","460.76","436.37","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","3117.75","0.21","0.56","0.0","4.66","0.56","2.63","0.0","0.0","0.0","0.0","56.45","78.2","514.57","257.29","458.13","436.37","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","3117.75","0.21","0.6","0.0","4.86","0.6","2.94","0.0","0.0","0.0","0.0","59.38","78.2","514.57","257.29","455.19","436.37","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","3117.75","0.2","0.65","0.0","5.33","0.65","3.44","0.0","0.0","0.0","0.0","62.82","78.2","514.57","257.29","451.75","436.37","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","3117.75","0.2","0.69","0.0","5.8","0.69","3.98","0.0","0.0","0.0","0.0","66.8","78.2","514.57","257.29","447.77","436.37","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","3117.75","0.2","0.73","0.0","6.09","0.73","4.42","0.0","0.0","0.0","0.0","71.22","78.2","514.57","257.29","443.35","436.37","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","3117.75","0.19","0.77","0.0","7.02","0.77","5.38","0.0","0.0","0.0","0.0","76.61","78.2","514.57","257.29","437.97","436.37","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","3117.75","0.19","0.81","0.0","6.61","0.81","5.34","0.0","0.0","0.0","0.0","0.0","78.2","514.57","257.29","514.57","436.37","81.94","","","","","","",""
"2016.0","5.0","30.0","151.0","3117.75","0.19","0.85","0.0","6.86","0.85","5.81","0.0","0.0","0.0","0.0","5.81","78.2","514.57","257.29","508.76","436.37","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","3117.75","0.18","0.89","0.0","7.19","0.89","6.39","0.0","0.0","0.0","0.0","12.2","78.2","514.57","257.29","502.37","436.37","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","3117.75","0.18","0.93","0.0","7.38","0.93","6.85","0.0","0.0","0.0","0.0","19.05","78.2","514.57","257.29","495.52","436.37","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","3117.75","0.18","0.97","0.0","6.92","0.97","6.71","0.0","0.0","0.0","0.0","25.76","78.2","514.57","257.29","488.81","436.37","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","3117.75","0.17","1.01","0.0","7.41","1.01","7.48","0.0","0.0","0.0","0.0","33.24","78.2","514.57","257.29","481.33","436.37","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","3117.75","0.17","1.05","0.0","4.7","1.05","4.94","0.0","0.0","0.0","0.0","38.17","78.2","514.57","257.29","476.4","436.37","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","3117.75","0.17","1.05","0.0","7.65","1.05","8.03","0.0","0.0","0.0","0.0","46.21","78.2","514.57","257.29","468.37","436.37","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","3117.75","0.17","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","53.89","78.2","514.57","257.29","460.68","436.37","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","3117.75","0.16","1.05","0.0","6.88","1.05","7.22","0.0","0.0","0.0","0.0","61.12","78.2","514.57","257.29","453.46","436.37","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","3117.75","0.16","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","68.11","78.2","514.57","257.29","446.46","436.37","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","3117.75","0.16","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","74.76","78.2","514.57","257.29","439.82","436.37","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","3117.75","0.16","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","0.0","78.2","514.57","257.29","514.57","436.37","81.72","","","","","","",""
"2016.0","6.0","11.0","163.0","3117.75","0.15","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","7.28","78.2","514.57","257.29","507.3","436.37","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","3117.75","0.15","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","14.7","78.2","514.57","257.29","499.87","436.37","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","3117.75","0.15","1.05","0.0","6.74","1.05","7.08","0.0","0.0","0.0","0.0","21.78","78.2","514.57","257.29","492.8","436.37","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","3117.75","0.15","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","28.34","78.2","514.57","257.29","486.23","436.37","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","3117.75","0.15","1.05","0.0","5.13","1.05","5.39","0.0","0.0","0.0","0.0","33.73","78.2","514.57","257.29","480.85","436.37","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","3117.75","0.15","1.05","0.0","5.19","1.05","5.45","0.0","0.0","0.0","0.0","39.18","78.2","514.57","257.29","475.4","436.37","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","3117.75","0.15","1.05","0.0","4.72","1.05","4.96","0.0","0.0","0.0","0.0","44.13","78.2","514.57","257.29","470.44","436.37","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","3117.75","0.14","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","50.53","78.2","514.57","257.29","464.05","436.37","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","3117.75","0.14","1.05","0.0","6.77","1.05","7.11","0.0","0.0","0.0","0.0","57.63","78.2","514.57","257.29","456.94","436.37","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","3117.75","0.14","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","65.37","78.2","514.57","257.29","449.2","436.37","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","3117.75","0.14","1.05","0.0","7.68","1.05","8.06","0.0","0.0","0.0","0.0","73.44","78.2","514.57","257.29","441.14","436.37","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","3117.75","0.14","1.05","0.0","7.83","1.05","8.22","0.0","0.0","0.0","0.0","0.0","78.2","514.57","257.29","514.57","436.37","81.66","","","","","","",""
"2016.0","6.0","23.0","175.0","3117.75","0.14","1.05","0.0","7.67","1.05","8.05","0.0","0.0","0.0","0.0","8.05","78.2","514.57","257.29","506.52","436.37","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","3117.75","0.13","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","15.4","128.64","514.57","257.29","499.17","385.93","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","3117.75","0.13","1.05","0.0","7.78","1.05","8.17","0.0","0.0","0.0","0.0","23.57","128.64","514.57","257.29","491.0","385.93","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","3117.75","0.13","1.05","0.0","7.64","1.05","8.02","0.0","0.0","0.0","0.0","31.59","128.64","514.57","257.29","482.98","385.93","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","3117.75","0.13","1.05","0.0","8.07","1.05","8.47","0.0","0.0","0.0","0.0","40.07","128.64","514.57","257.29","474.5","385.93","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","3117.75","0.13","1.05","0.0","8.11","1.05","8.52","0.0","0.0","0.0","0.0","48.58","128.64","514.57","257.29","465.99","385.93","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","3117.75","0.13","1.05","0.0","7.53","1.05","7.91","0.0","0.0","0.0","0.0","56.49","128.64","514.57","257.29","458.08","385.93","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","3117.75","0.13","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","64.32","128.64","514.57","257.29","450.25","385.93","0.0","","","","","","",""
