" Daily soil water balance output for Tomato in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Tomato in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","12.0","43.0","2602.91","0.56","0.0","0.0","1.83","0.56","1.03","0.0","0.0","0.0","0.0","19.28","22.5","274.2","137.1","254.92","251.7","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","2602.91","0.54","0.0","0.0","2.35","0.54","1.26","0.0","0.0","0.0","0.0","20.54","22.5","274.2","137.1","253.66","251.7","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","2602.91","0.51","0.0","0.0","3.22","0.51","1.63","0.0","0.0","0.0","0.0","22.16","22.5","274.2","137.1","252.04","251.7","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","2602.91","0.48","0.0","0.0","2.64","0.48","1.28","0.0","0.0","0.0","0.0","23.44","22.5","274.2","137.1","250.76","251.7","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","2602.91","0.47","0.0","0.0","2.1","0.47","0.99","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","2602.91","0.45","0.0","0.0","2.65","0.45","1.2","0.0","0.0","0.0","0.0","23.7","22.5","274.2","137.1","250.5","251.7","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","2602.91","1.15","0.0","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","10.03","22.5","274.2","137.1","264.17","251.7","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","2602.91","1.16","0.0","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","8.09","22.5","274.2","137.1","266.11","251.7","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","2602.91","1.15","0.0","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","9.94","22.5","274.2","137.1","264.26","251.7","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","2602.91","1.15","0.0","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","12.19","22.5","274.2","137.1","262.01","251.7","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","2602.91","0.98","0.0","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","14.89","22.5","274.2","137.1","259.31","251.7","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","2602.91","0.86","0.0","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","16.93","22.5","274.2","137.1","257.27","251.7","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","2602.91","0.78","0.0","0.0","2.23","0.78","1.73","0.0","0.0","0.0","0.0","18.66","22.5","274.2","137.1","255.54","251.7","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","2602.91","0.71","0.0","0.0","2.35","0.71","1.68","0.0","0.0","0.0","0.0","20.34","22.5","274.2","137.1","253.86","251.7","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","2602.91","0.66","0.0","0.0","2.38","0.66","1.58","0.0","0.0","0.0","0.0","21.92","22.5","274.2","137.1","252.28","251.7","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","2602.91","0.63","0.0","0.0","2.08","0.63","1.3","0.0","0.0","0.0","0.0","23.22","22.5","274.2","137.1","250.98","251.7","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","2602.91","0.6","0.0","0.0","2.1","0.6","1.25","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","2602.91","0.56","0.0","0.0","2.69","0.56","1.51","0.0","0.0","0.0","0.0","24.01","22.5","274.2","137.1","250.19","251.7","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","2602.91","0.53","0.0","0.0","3.02","0.53","1.6","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","2602.91","0.5","0.0","0.0","2.66","0.5","1.34","0.0","0.0","0.0","0.0","23.84","22.5","274.2","137.1","250.36","251.7","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","2602.91","0.49","0.0","0.0","1.77","0.49","0.87","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","2602.91","0.48","0.0","0.0","1.55","0.48","0.74","0.14","0.14","0.0","0.0","23.1","22.5","274.2","137.1","251.1","251.7","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","2602.91","1.17","0.0","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","6.9","22.5","274.2","137.1","267.3","251.7","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","2602.91","1.13","0.0","0.0","2.17","1.13","2.46","38.99","9.36","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","2602.91","1.16","0.0","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","2602.91","1.15","0.0","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","2602.91","1.15","0.0","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","22.5","274.2","137.1","272.07","251.7","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","2602.91","1.15","0.0","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","22.5","274.2","137.1","270.47","251.7","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","2602.91","1.16","0.0","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","2602.91","1.16","0.0","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","2602.91","1.17","0.0","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","2602.91","1.12","0.0","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","22.5","274.2","137.1","274.2","251.7","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","2602.91","1.11","0.0","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","22.5","274.2","137.1","270.8","251.7","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","2602.91","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","22.5","274.2","137.1","267.92","251.7","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","2602.91","0.79","0.0","0.0","3.16","0.79","2.5","0.0","0.0","0.0","0.0","8.78","22.5","274.2","137.1","265.42","251.7","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","2602.91","0.7","0.0","0.0","3.19","0.7","2.24","0.0","0.0","0.0","0.0","11.02","22.5","274.2","137.1","263.18","251.7","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","2602.91","0.64","0.0","0.0","3.17","0.64","2.02","0.0","0.0","0.0","0.0","13.04","22.5","274.2","137.1","261.16","251.7","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","2602.91","0.6","0.0","0.0","2.2","0.6","1.33","0.0","0.0","0.0","0.0","14.37","22.5","274.2","137.1","259.83","251.7","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","2602.91","0.57","0.0","0.0","2.32","0.57","1.33","1.54","1.54","0.0","0.0","14.16","22.5","274.2","137.1","260.04","251.7","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","2602.91","0.54","0.0","0.0","2.92","0.54","1.57","1.83","1.83","0.0","0.0","13.9","22.5","274.2","137.1","260.3","251.7","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","2602.91","0.51","0.0","0.0","3.36","0.51","1.7","0.0","0.0","0.0","0.0","15.61","22.5","274.2","137.1","258.59","251.7","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","2602.91","0.48","0.0","0.0","3.2","0.48","1.54","0.0","0.0","0.0","0.0","17.14","22.5","274.2","137.1","257.06","251.7","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","2602.91","0.45","0.0","0.0","3.71","0.45","1.69","0.0","0.0","0.0","0.0","18.83","22.5","274.2","137.1","255.37","251.7","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","2602.91","0.43","0.0","0.0","4.47","0.43","1.91","0.0","0.0","0.0","0.0","20.74","22.5","274.2","137.1","253.46","251.7","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","2602.91","0.41","0.0","0.0","3.43","0.41","1.41","0.0","0.0","0.0","0.0","22.15","22.5","274.2","137.1","252.05","251.7","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","2602.91","0.39","0.0","0.0","3.53","0.39","1.39","0.0","0.0","0.0","0.0","23.55","22.5","274.2","137.1","250.65","251.7","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","2602.91","0.38","0.0","0.0","3.82","0.38","1.45","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","2602.91","0.37","0.0","0.0","3.64","0.37","1.33","0.0","0.0","0.0","0.0","23.83","22.5","274.2","137.1","250.37","251.7","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","2602.91","0.35","0.0","0.0","3.78","0.35","1.34","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","2602.91","0.34","0.2","0.0","3.67","0.34","1.26","0.0","0.0","0.0","0.0","23.76","61.86","274.2","137.1","250.44","212.34","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","2602.91","0.33","0.2","0.0","3.74","0.33","1.25","0.0","0.0","0.0","0.0","25.01","61.86","274.2","137.1","249.19","212.34","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","2602.91","0.32","0.2","0.0","4.08","0.32","1.32","0.0","0.0","0.0","0.0","26.33","61.86","274.2","137.1","247.87","212.34","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","2602.91","0.31","0.2","0.0","4.22","0.31","1.33","0.0","0.0","0.0","0.0","27.65","61.86","274.2","137.1","246.55","212.34","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","2602.91","0.3","0.2","0.0","5.72","0.3","1.73","0.0","0.0","0.0","0.0","29.38","61.86","274.2","137.1","244.82","212.34","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","2602.91","0.29","0.2","0.0","4.95","0.29","1.45","0.0","0.0","0.0","0.0","30.83","61.86","274.2","137.1","243.37","212.34","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","2602.91","0.29","0.2","0.0","4.34","0.29","1.24","0.0","0.0","0.0","0.0","32.07","61.86","274.2","137.1","242.13","212.34","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","2602.91","0.28","0.2","0.0","3.63","0.28","1.02","0.0","0.0","0.0","0.0","33.09","61.86","274.2","137.1","241.11","212.34","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","2602.91","0.28","0.2","0.0","1.42","0.28","0.39","1.32","1.32","0.0","0.0","32.16","61.86","274.2","137.1","242.04","212.34","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","2602.91","1.13","0.2","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","25.36","61.86","274.2","137.1","248.84","212.34","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","2602.91","1.11","0.2","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","28.62","61.86","274.2","137.1","245.58","212.34","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","2602.91","0.9","0.2","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","31.87","61.86","274.2","137.1","242.33","212.34","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","2602.91","0.74","0.2","0.0","4.28","0.74","3.16","0.0","0.0","0.0","0.0","35.02","61.86","274.2","137.1","239.18","212.34","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","2602.91","0.65","0.2","0.0","4.01","0.65","2.59","0.67","0.67","0.0","0.0","36.94","61.86","274.2","137.1","237.26","212.34","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","2602.91","0.56","0.2","0.0","5.41","0.56","3.04","0.0","0.0","0.0","0.0","39.98","61.86","274.2","137.1","234.22","212.34","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","2602.91","0.5","0.2","0.0","5.5","0.5","2.76","0.0","0.0","0.0","0.0","42.74","61.86","274.2","137.1","231.46","212.34","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","2602.91","0.46","0.2","0.0","4.75","0.46","2.2","0.0","0.0","0.0","0.0","44.94","61.86","274.2","137.1","229.26","212.34","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","2602.91","0.43","0.2","0.0","5.12","0.43","2.2","0.0","0.0","0.0","0.0","47.15","61.86","274.2","137.1","227.05","212.34","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","2602.91","0.4","0.2","0.0","5.07","0.4","2.05","0.0","0.0","0.0","0.0","49.2","61.86","274.2","137.1","225.0","212.34","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","2602.91","0.38","0.2","0.0","5.26","0.38","2.0","0.0","0.0","0.0","0.0","51.2","61.86","274.2","137.1","223.0","212.34","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","2602.91","0.37","0.2","0.0","3.95","0.37","1.45","0.0","0.0","0.0","0.0","52.65","61.86","274.2","137.1","221.55","212.34","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","2602.91","0.36","0.2","0.0","2.78","0.36","1.0","0.28","0.28","0.0","0.0","53.36","61.86","274.2","137.1","220.84","212.34","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","2602.91","1.06","0.2","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","51.48","61.86","274.2","137.1","222.72","212.34","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","2602.91","0.92","0.2","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","55.56","61.86","274.2","137.1","218.64","212.34","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","2602.91","0.71","0.2","0.0","5.39","0.71","3.84","0.0","0.0","0.0","0.0","59.39","61.86","274.2","137.1","214.81","212.34","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","2602.91","0.62","0.2","0.0","4.58","0.62","2.83","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","62.22","","","","","","",""
"2016.0","4.0","27.0","118.0","2602.91","0.57","0.2","0.0","3.62","0.57","2.05","0.0","0.0","0.0","0.0","2.05","61.86","274.2","137.1","272.15","212.34","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","2602.91","0.5","0.2","0.0","5.82","0.5","2.92","4.55","4.55","0.0","0.0","0.42","61.86","274.2","137.1","273.78","212.34","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","2602.91","0.46","0.2","0.0","5.17","0.46","2.38","0.0","0.0","0.0","0.0","2.79","61.86","274.2","137.1","271.41","212.34","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","2602.91","0.41","0.2","0.0","7.43","0.41","3.07","0.03","0.03","0.0","0.0","5.83","61.86","274.2","137.1","268.37","212.34","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","2602.91","0.38","0.2","0.0","5.97","0.38","2.29","0.0","0.0","0.0","0.0","8.12","61.86","274.2","137.1","266.08","212.34","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","2602.91","0.36","0.2","0.0","5.45","0.36","1.98","0.0","0.0","0.0","0.0","10.1","61.86","274.2","137.1","264.1","212.34","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","2602.91","0.35","0.2","0.0","4.6","0.35","1.6","0.0","0.0","0.0","0.0","11.71","61.86","274.2","137.1","262.49","212.34","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","2602.91","0.33","0.2","0.0","4.92","0.33","1.65","0.0","0.0","0.0","0.0","13.35","61.86","274.2","137.1","260.85","212.34","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","2602.91","0.33","0.2","0.0","2.31","0.33","0.76","0.16","0.16","0.0","0.0","13.95","61.86","274.2","137.1","260.25","212.34","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","2602.91","0.33","0.2","0.0","2.18","0.33","0.71","1.17","1.17","0.0","0.0","13.49","61.86","274.2","137.1","260.71","212.34","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","2602.91","0.32","0.2","0.0","2.15","0.32","0.69","1.04","1.04","0.0","0.0","13.14","61.86","274.2","137.1","261.06","212.34","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","2602.91","0.31","0.2","0.0","3.26","0.31","1.02","1.91","1.91","0.0","0.0","12.26","61.86","274.2","137.1","261.94","212.34","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","2602.91","0.3","0.2","0.0","4.71","0.3","1.43","0.0","0.0","0.0","0.0","13.69","61.86","274.2","137.1","260.51","212.34","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","2602.91","0.29","0.22","0.0","5.78","0.29","1.69","0.0","0.0","0.0","0.0","15.39","61.86","274.2","137.1","258.81","212.34","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","2602.91","0.28","0.25","0.0","6.12","0.28","1.73","0.0","0.0","0.0","0.0","17.11","61.86","274.2","137.1","257.09","212.34","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","2602.91","0.27","0.27","0.0","6.17","0.27","1.68","0.0","0.0","0.0","0.0","18.79","61.86","274.2","137.1","255.41","212.34","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","2602.91","0.26","0.29","0.0","5.78","0.29","1.7","0.0","0.0","0.0","0.0","20.5","61.86","274.2","137.1","253.7","212.34","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","2602.91","0.26","0.32","0.0","5.15","0.32","1.64","0.0","0.0","0.0","0.0","22.14","61.86","274.2","137.1","252.06","212.34","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","2602.91","0.25","0.34","0.0","5.59","0.34","1.91","0.0","0.0","0.0","0.0","24.05","61.86","274.2","137.1","250.15","212.34","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","2602.91","0.24","0.37","0.0","6.64","0.37","2.43","0.0","0.0","0.0","0.0","26.48","61.86","274.2","137.1","247.72","212.34","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","2602.91","0.23","0.39","0.0","7.82","0.39","3.05","0.0","0.0","0.0","0.0","29.52","61.86","274.2","137.1","244.68","212.34","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","2602.91","0.23","0.41","0.0","7.09","0.41","2.93","0.0","0.0","0.0","0.0","32.45","61.86","274.2","137.1","241.75","212.34","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","2602.91","0.22","0.44","0.0","6.34","0.44","2.77","0.0","0.0","0.0","0.0","35.22","61.86","274.2","137.1","238.98","212.34","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","2602.91","0.22","0.46","0.0","4.71","0.46","2.17","0.0","0.0","0.0","0.0","37.39","61.86","274.2","137.1","236.81","212.34","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","2602.91","0.22","0.48","0.0","4.08","0.48","1.98","3.3","3.3","0.0","0.0","36.07","61.86","274.2","137.1","238.13","212.34","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","2602.91","0.21","0.51","0.0","4.38","0.51","2.22","0.7","0.7","0.0","0.0","37.59","61.86","274.2","137.1","236.61","212.34","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","2602.91","0.21","0.53","0.0","4.66","0.53","2.48","0.0","0.0","0.0","0.0","40.07","61.86","274.2","137.1","234.13","212.34","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","2602.91","0.21","0.56","0.0","4.86","0.56","2.7","0.0","0.0","0.0","0.0","42.77","61.86","274.2","137.1","231.43","212.34","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","2602.91","0.2","0.58","0.0","5.33","0.58","3.09","0.0","0.0","0.0","0.0","45.85","61.86","274.2","137.1","228.35","212.34","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","2602.91","0.2","0.6","0.0","5.8","0.6","3.5","0.0","0.0","0.0","0.0","49.35","61.86","274.2","137.1","224.85","212.34","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","2602.91","0.2","0.63","0.0","6.09","0.63","3.81","0.0","0.0","0.0","0.0","53.16","61.86","274.2","137.1","221.04","212.34","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","2602.91","0.19","0.65","0.0","7.02","0.65","4.56","0.0","0.0","0.0","0.0","57.73","61.86","274.2","137.1","216.47","212.34","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","2602.91","0.19","0.67","0.0","6.61","0.67","4.45","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","62.18","","","","","","",""
"2016.0","5.0","30.0","151.0","2602.91","0.19","0.7","0.0","6.86","0.7","4.78","0.0","0.0","0.0","0.0","4.78","61.86","274.2","137.1","269.42","212.34","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","2602.91","0.18","0.72","0.0","7.19","0.72","5.18","0.0","0.0","0.0","0.0","9.97","61.86","274.2","137.1","264.23","212.34","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","2602.91","0.18","0.74","0.0","7.38","0.74","5.5","0.0","0.0","0.0","0.0","15.46","61.86","274.2","137.1","258.74","212.34","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","2602.91","0.18","0.77","0.0","6.92","0.77","5.32","0.0","0.0","0.0","0.0","20.78","61.86","274.2","137.1","253.42","212.34","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","2602.91","0.17","0.79","0.0","7.41","0.79","5.87","0.0","0.0","0.0","0.0","26.65","61.86","274.2","137.1","247.55","212.34","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","2602.91","0.17","0.82","0.0","4.7","0.82","3.83","0.0","0.0","0.0","0.0","30.49","61.86","274.2","137.1","243.71","212.34","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","2602.91","0.17","0.84","0.0","7.65","0.84","6.42","0.0","0.0","0.0","0.0","36.91","61.86","274.2","137.1","237.29","212.34","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","2602.91","0.17","0.86","0.0","7.32","0.86","6.32","0.0","0.0","0.0","0.0","43.23","61.86","274.2","137.1","230.97","212.34","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","2602.91","0.16","0.89","0.0","6.88","0.89","6.1","0.0","0.0","0.0","0.0","49.33","61.86","274.2","137.1","224.87","212.34","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","2602.91","0.16","0.91","0.0","6.66","0.91","6.06","0.0","0.0","0.0","0.0","55.39","61.86","274.2","137.1","218.81","212.34","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","2602.91","0.16","0.93","0.0","6.33","0.93","5.91","0.0","0.0","0.0","0.0","61.31","61.86","274.2","137.1","212.89","212.34","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","2602.91","0.16","0.96","0.0","6.63","0.96","6.35","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","67.66","","","","","","",""
"2016.0","6.0","11.0","163.0","2602.91","0.15","0.98","0.0","6.93","0.98","6.8","0.0","0.0","0.0","0.0","6.8","61.86","274.2","137.1","267.4","212.34","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","2602.91","0.15","1.01","0.0","7.07","1.01","7.11","0.0","0.0","0.0","0.0","13.91","61.86","274.2","137.1","260.29","212.34","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","2602.91","0.15","1.03","0.0","6.74","1.03","6.94","0.0","0.0","0.0","0.0","20.84","61.86","274.2","137.1","253.36","212.34","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","2602.91","0.15","1.05","0.0","6.25","1.05","6.58","0.0","0.0","0.0","0.0","27.42","61.86","274.2","137.1","246.78","212.34","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","2602.91","0.15","1.08","0.0","5.13","1.08","5.52","0.0","0.0","0.0","0.0","32.95","61.86","274.2","137.1","241.25","212.34","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","2602.91","0.15","1.1","0.0","5.19","1.1","5.71","0.0","0.0","0.0","0.0","38.65","61.86","274.2","137.1","235.55","212.34","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","2602.91","0.15","1.1","0.0","4.72","1.1","5.19","0.0","0.0","0.0","0.0","43.85","61.86","274.2","137.1","230.35","212.34","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","2602.91","0.14","1.1","0.0","6.09","1.1","6.7","0.0","0.0","0.0","0.0","50.55","61.86","274.2","137.1","223.65","212.34","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","2602.91","0.14","1.1","0.0","6.77","1.1","7.45","0.0","0.0","0.0","0.0","57.99","61.86","274.2","137.1","216.21","212.34","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","2602.91","0.14","1.1","0.0","7.37","1.1","8.11","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","66.1","","","","","","",""
"2016.0","6.0","21.0","173.0","2602.91","0.14","1.1","0.0","7.68","1.1","8.45","0.0","0.0","0.0","0.0","8.45","61.86","274.2","137.1","265.75","212.34","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","2602.91","0.14","1.1","0.0","7.83","1.1","8.61","0.0","0.0","0.0","0.0","17.06","61.86","274.2","137.1","257.14","212.34","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","2602.91","0.14","1.1","0.0","7.67","1.1","8.44","0.0","0.0","0.0","0.0","25.5","61.86","274.2","137.1","248.7","212.34","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","2602.91","0.13","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","33.2","61.86","274.2","137.1","241.0","212.34","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","2602.91","0.13","1.1","0.0","7.78","1.1","8.56","0.0","0.0","0.0","0.0","41.76","61.86","274.2","137.1","232.44","212.34","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","2602.91","0.13","1.1","0.0","7.64","1.1","8.4","0.0","0.0","0.0","0.0","50.16","61.86","274.2","137.1","224.04","212.34","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","2602.91","0.13","1.1","0.0","8.07","1.1","8.88","0.0","0.0","0.0","0.0","59.04","61.86","274.2","137.1","215.16","212.34","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","2602.91","0.13","1.1","0.0","8.11","1.1","8.92","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","67.96","","","","","","",""
"2016.0","6.0","29.0","181.0","2602.91","0.13","1.1","0.0","7.53","1.1","8.28","0.0","0.0","0.0","0.0","8.28","61.86","274.2","137.1","265.92","212.34","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","2602.91","0.13","1.1","0.0","7.46","1.1","8.21","0.0","0.0","0.0","0.0","16.49","61.86","274.2","137.1","257.71","212.34","0.0","","","","","","",""
