" Daily soil water balance output for Vineyard in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Vineyard in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","12.0","43.0","1473.14","0.58","0.0","0.0","1.85","0.58","1.07","0.0","0.0","0.0","0.0","18.76","28.05","569.98","284.99","551.22","541.93","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","1473.14","0.55","0.0","0.0","2.25","0.55","1.25","0.0","0.0","0.0","0.0","20.01","28.05","569.98","284.99","549.97","541.93","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","1473.14","0.52","0.0","0.0","2.94","0.52","1.54","0.0","0.0","0.0","0.0","21.54","28.05","569.98","284.99","548.43","541.93","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","1473.14","0.5","0.0","0.0","2.45","0.5","1.23","0.0","0.0","0.0","0.0","22.77","28.05","569.98","284.99","547.2","541.93","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","1473.14","0.49","0.0","0.0","2.13","0.49","1.03","0.0","0.0","0.0","0.0","23.81","28.05","569.98","284.99","546.17","541.93","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","1473.14","1.11","0.0","0.0","2.73","1.11","3.03","2.71","2.71","0.0","0.0","24.13","28.05","569.98","284.99","545.85","541.93","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","1473.14","1.14","0.0","0.0","1.95","1.14","2.23","9.85","9.85","0.0","0.0","16.51","28.05","569.98","284.99","553.47","541.93","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","1473.14","1.15","0.0","0.0","1.71","1.15","1.96","1.24","1.24","0.0","0.0","17.23","28.05","569.98","284.99","552.75","541.93","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","1473.14","1.15","0.0","0.0","1.78","1.15","2.04","0.01","0.01","0.0","0.0","19.26","28.05","569.98","284.99","550.72","541.93","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","1473.14","1.02","0.0","0.0","1.99","1.02","2.03","0.0","0.0","0.0","0.0","21.29","28.05","569.98","284.99","548.68","541.93","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","1473.14","0.88","0.0","0.0","2.61","0.88","2.29","0.0","0.0","0.0","0.0","23.58","28.05","569.98","284.99","546.4","541.93","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","1473.14","0.78","0.0","0.0","2.48","0.78","1.94","0.0","0.0","0.0","0.0","25.52","28.05","569.98","284.99","544.46","541.93","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","1473.14","0.72","0.0","0.0","2.24","0.72","1.62","0.0","0.0","0.0","0.0","27.14","28.05","569.98","284.99","542.84","541.93","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","1473.14","0.67","0.0","0.0","2.36","0.67","1.58","0.0","0.0","0.0","0.0","28.72","28.05","569.98","284.99","541.26","541.93","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","1473.14","0.63","0.0","0.0","2.33","0.63","1.46","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","1473.14","0.59","0.0","0.0","2.37","0.59","1.4","0.0","0.0","0.0","0.0","29.45","28.05","569.98","284.99","540.52","541.93","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","1473.14","0.57","0.0","0.0","2.04","0.57","1.16","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","1473.14","0.54","0.0","0.0","2.61","0.54","1.4","0.0","0.0","0.0","0.0","29.45","28.05","569.98","284.99","540.52","541.93","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","1473.14","0.51","0.0","0.0","2.95","0.51","1.5","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","1473.14","0.49","0.0","0.0","2.56","0.49","1.25","0.0","0.0","0.0","0.0","29.3","28.05","569.98","284.99","540.68","541.93","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","1473.14","0.47","0.0","0.0","1.87","0.47","0.89","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","1473.14","0.47","0.0","0.0","1.5","0.47","0.7","1.71","1.71","0.0","0.0","27.04","28.05","569.98","284.99","542.94","541.93","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","1473.14","1.17","0.0","0.0","1.33","1.17","1.55","14.14","14.14","0.0","0.0","14.45","28.05","569.98","284.99","555.53","541.93","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","1473.14","1.13","0.0","0.0","2.26","1.13","2.55","20.66","17.0","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","1473.14","1.16","0.0","0.0","1.53","1.16","1.77","13.1","1.77","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","1473.14","1.15","0.0","0.0","1.93","1.15","2.22","1.46","1.46","0.0","0.0","0.76","28.05","569.98","284.99","569.21","541.93","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","1473.14","1.15","0.0","0.0","1.98","1.15","2.27","0.57","0.57","0.0","0.0","2.46","28.05","569.98","284.99","567.51","541.93","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","1473.14","1.16","0.0","0.0","1.59","1.16","1.84","2.01","2.01","0.0","0.0","2.29","28.05","569.98","284.99","567.68","541.93","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","1473.14","1.16","0.0","0.0","1.54","1.16","1.78","5.1","4.08","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","1473.14","1.15","0.0","0.0","1.8","1.15","2.07","7.19","2.07","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","1473.14","1.17","0.0","0.0","1.19","1.17","1.4","12.32","1.4","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","1473.14","1.12","0.0","0.0","2.52","1.12","2.82","10.8","2.82","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","1473.14","1.11","0.0","0.0","2.99","1.11","3.32","0.0","0.0","0.0","0.0","3.32","28.05","569.98","284.99","566.66","541.93","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","1473.14","0.93","0.0","0.0","3.1","0.93","2.89","0.0","0.0","0.0","0.0","6.21","28.05","569.98","284.99","563.77","541.93","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","1473.14","0.8","0.0","0.0","3.14","0.8","2.5","0.0","0.0","0.0","0.0","8.71","28.05","569.98","284.99","561.27","541.93","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","1473.14","0.71","0.0","0.0","3.04","0.71","2.16","0.0","0.0","0.0","0.0","10.86","28.05","569.98","284.99","559.11","541.93","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","1473.14","0.65","0.0","0.0","2.97","0.65","1.92","0.0","0.0","0.0","0.0","12.79","28.05","569.98","284.99","557.19","541.93","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","1473.14","0.61","0.0","0.0","2.33","0.61","1.42","0.03","0.03","0.0","0.0","14.18","28.05","569.98","284.99","555.8","541.93","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","1473.14","0.58","0.0","0.0","2.37","0.58","1.37","1.23","1.23","0.0","0.0","14.32","28.05","569.98","284.99","555.66","541.93","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","1473.14","0.54","0.0","0.0","3.0","0.54","1.63","0.94","0.94","0.0","0.0","15.0","28.05","569.98","284.99","554.97","541.93","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","1473.14","0.51","0.0","0.0","3.33","0.51","1.7","0.0","0.0","0.0","0.0","16.7","28.05","569.98","284.99","553.28","541.93","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","1473.14","0.48","0.0","0.0","3.19","0.48","1.54","0.0","0.0","0.0","0.0","18.24","28.05","569.98","284.99","551.74","541.93","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","1473.14","0.46","0.0","0.0","3.61","0.46","1.65","0.0","0.0","0.0","0.0","19.89","28.05","569.98","284.99","550.09","541.93","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","1473.14","0.43","0.0","0.0","4.2","0.43","1.81","0.0","0.0","0.0","0.0","21.7","28.05","569.98","284.99","548.27","541.93","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","1473.14","0.41","0.0","0.0","3.51","0.41","1.45","0.0","0.0","0.0","0.0","23.16","28.05","569.98","284.99","546.82","541.93","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","1473.14","0.4","0.0","0.0","3.52","0.4","1.4","0.0","0.0","0.0","0.0","24.56","28.05","569.98","284.99","545.42","541.93","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","1473.14","0.38","0.0","0.0","3.71","0.38","1.42","0.0","0.0","0.0","0.0","25.98","28.05","569.98","284.99","544.0","541.93","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","1473.14","0.37","0.0","0.0","3.49","0.37","1.29","0.0","0.0","0.0","0.0","27.27","28.05","569.98","284.99","542.71","541.93","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","1473.14","0.36","0.0","0.0","3.72","0.36","1.33","0.0","0.0","0.0","0.0","28.6","28.05","569.98","284.99","541.38","541.93","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","1473.14","0.35","0.0","0.0","3.62","0.35","1.25","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","1473.14","0.34","0.0","0.0","3.72","0.34","1.25","0.0","0.0","0.0","0.0","29.3","28.05","569.98","284.99","540.67","541.93","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","1473.14","0.33","0.0","0.0","3.94","0.33","1.29","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","1473.14","0.32","0.0","0.0","4.14","0.32","1.31","0.0","0.0","0.0","0.0","29.36","28.05","569.98","284.99","540.61","541.93","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","1473.14","0.31","0.0","0.0","5.39","0.31","1.65","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","1473.14","0.3","0.0","0.0","4.84","0.3","1.43","0.0","0.0","0.0","0.0","29.48","28.05","569.98","284.99","540.49","541.93","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","1473.14","0.29","0.0","0.0","4.19","0.29","1.21","0.0","0.0","0.0","0.0","28.05","28.05","569.98","284.99","541.93","541.93","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","1473.14","0.28","0.0","0.0","3.25","0.28","0.92","1.44","1.44","0.0","0.0","27.53","28.05","569.98","284.99","542.44","541.93","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","1473.14","1.16","0.0","0.0","1.59","1.16","1.84","12.65","12.65","0.0","0.0","16.72","28.05","569.98","284.99","553.26","541.93","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","1473.14","1.15","0.0","0.0","1.84","1.15","2.11","20.51","18.83","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","1473.14","1.12","0.0","0.0","3.06","1.12","3.43","0.4","0.4","0.0","0.0","3.03","28.05","569.98","284.99","566.94","541.93","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","1473.14","0.95","0.0","0.0","3.42","0.95","3.25","0.0","0.0","0.0","0.0","6.28","28.05","569.98","284.99","563.7","541.93","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","1473.14","0.77","0.0","0.0","4.11","0.77","3.17","0.0","0.0","0.0","0.0","9.45","28.05","569.98","284.99","560.52","541.93","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","1473.14","0.67","0.0","0.0","4.1","0.67","2.73","0.78","0.78","0.0","0.0","11.41","28.05","569.98","284.99","558.57","541.93","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","1473.14","0.58","0.45","0.0","5.34","0.58","3.08","0.0","0.0","0.0","0.0","14.48","107.68","569.98","284.99","555.49","462.3","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","1473.14","0.52","0.46","0.0","5.13","0.52","2.65","0.0","0.0","0.0","0.0","17.13","107.68","569.98","284.99","552.84","462.3","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","1473.14","0.48","0.46","0.0","4.75","0.48","2.26","0.0","0.0","0.0","0.0","19.39","107.68","569.98","284.99","550.58","462.3","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","1473.14","0.44","0.47","0.0","5.08","0.47","2.39","0.0","0.0","0.0","0.0","21.78","107.68","569.98","284.99","548.19","462.3","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","1473.14","0.41","0.48","0.0","4.82","0.48","2.3","0.0","0.0","0.0","0.0","24.09","107.68","569.98","284.99","545.89","462.3","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","1473.14","0.39","0.49","0.0","5.01","0.49","2.43","0.0","0.0","0.0","0.0","26.52","107.68","569.98","284.99","543.46","462.3","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","1473.14","0.38","0.49","0.0","3.61","0.49","1.78","0.0","0.0","0.0","0.0","28.29","107.68","569.98","284.99","541.68","462.3","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","1473.14","0.37","0.5","0.0","2.88","0.5","1.44","0.68","0.68","0.0","0.0","29.05","107.68","569.98","284.99","540.92","462.3","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","1473.14","0.35","0.51","0.0","4.01","0.51","2.03","3.64","3.64","0.0","0.0","27.44","107.68","569.98","284.99","542.54","462.3","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","1473.14","0.34","0.51","0.0","4.5","0.51","2.31","0.0","0.0","0.0","0.0","29.75","107.68","569.98","284.99","540.23","462.3","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","1473.14","0.33","0.52","0.0","5.34","0.52","2.78","0.0","0.0","0.0","0.0","32.53","107.68","569.98","284.99","537.45","462.3","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","1473.14","0.32","0.53","0.0","4.63","0.53","2.44","0.0","0.0","0.0","0.0","34.97","107.68","569.98","284.99","535.01","462.3","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","1473.14","0.31","0.53","0.0","3.59","0.53","1.92","0.1","0.1","0.0","0.0","36.78","107.68","569.98","284.99","533.19","462.3","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","1473.14","0.3","0.54","0.0","5.55","0.54","3.0","1.66","1.66","0.0","0.0","38.13","107.68","569.98","284.99","531.85","462.3","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","1473.14","0.29","0.55","0.0","4.91","0.55","2.69","0.0","0.0","0.0","0.0","40.82","107.68","569.98","284.99","529.16","462.3","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","1473.14","0.28","0.56","0.0","7.15","0.56","3.97","0.0","0.0","0.0","0.0","44.78","107.68","569.98","284.99","525.19","462.3","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","1473.14","0.27","0.56","0.0","5.68","0.56","3.19","0.0","0.0","0.0","0.0","47.98","107.68","569.98","284.99","522.0","462.3","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","1473.14","0.26","0.57","0.0","5.14","0.57","2.92","0.0","0.0","0.0","0.0","50.9","107.68","569.98","284.99","519.07","462.3","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","1473.14","0.26","0.58","0.0","4.27","0.58","2.46","0.0","0.0","0.0","0.0","53.36","107.68","569.98","284.99","516.62","462.3","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","1473.14","0.25","0.58","0.0","4.54","0.58","2.65","0.0","0.0","0.0","0.0","56.01","107.68","569.98","284.99","513.97","462.3","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","1473.14","0.25","0.59","0.0","2.55","0.59","1.5","0.46","0.46","0.0","0.0","57.05","107.68","569.98","284.99","512.92","462.3","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","1473.14","0.25","0.6","0.0","1.88","0.6","1.12","0.47","0.47","0.0","0.0","57.7","107.68","569.98","284.99","512.27","462.3","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","1473.14","1.14","0.6","0.0","2.03","1.14","2.31","4.81","4.81","0.0","0.0","55.21","107.68","569.98","284.99","514.77","462.3","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","1473.14","1.11","0.61","0.0","3.27","1.11","3.64","0.69","0.69","0.0","0.0","58.16","107.68","569.98","284.99","511.82","462.3","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","1473.14","0.87","0.62","0.0","4.52","0.87","3.91","0.0","0.0","0.0","0.0","62.07","107.68","569.98","284.99","507.9","462.3","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","1473.14","0.69","0.63","0.0","5.37","0.69","3.7","0.0","0.0","0.0","0.0","65.78","107.68","569.98","284.99","504.2","462.3","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","1473.14","0.58","0.63","0.0","5.67","0.63","3.58","0.0","0.0","0.0","0.0","69.36","107.68","569.98","284.99","500.62","462.3","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","1473.14","0.52","0.64","0.0","5.67","0.64","3.62","0.0","0.0","0.0","0.0","72.98","107.68","569.98","284.99","496.99","462.3","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","1473.14","0.47","0.65","0.0","5.3","0.65","3.42","0.0","0.0","0.0","0.0","76.41","107.68","569.98","284.99","493.57","462.3","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","1473.14","0.44","0.65","0.0","4.83","0.65","3.15","0.0","0.0","0.0","0.0","79.56","107.68","569.98","284.99","490.42","462.3","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","1473.14","0.41","0.66","0.0","5.41","0.66","3.57","0.0","0.0","0.0","0.0","83.13","107.68","569.98","284.99","486.85","462.3","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","1473.14","0.38","0.67","0.0","6.4","0.67","4.27","0.0","0.0","0.0","0.0","87.4","107.68","569.98","284.99","482.58","462.3","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","1473.14","0.35","0.67","0.0","7.38","0.67","4.97","0.0","0.0","0.0","0.0","92.37","107.68","569.98","284.99","477.6","462.3","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","1473.14","0.33","0.68","0.0","6.85","0.68","4.66","0.0","0.0","0.0","0.0","97.04","107.68","569.98","284.99","472.94","462.3","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","1473.14","0.31","0.69","0.0","6.05","0.69","4.16","0.0","0.0","0.0","0.0","101.2","107.68","569.98","284.99","468.78","462.3","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","1473.14","0.3","0.7","0.0","4.86","0.7","3.38","0.0","0.0","0.0","0.0","104.58","107.68","569.98","284.99","465.4","462.3","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","1473.14","0.3","0.7","0.0","3.64","0.7","2.56","0.0","0.0","0.0","0.0","107.13","107.68","569.98","284.99","462.84","462.3","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","1473.14","0.29","0.71","0.0","4.01","0.71","2.84","0.8","0.8","0.0","0.0","0.0","107.68","569.98","284.99","569.98","462.3","109.18","","","","","","",""
"2016.0","5.0","23.0","144.0","1473.14","0.28","0.72","0.0","4.59","0.72","3.29","0.0","0.0","0.0","0.0","3.29","107.68","569.98","284.99","566.69","462.3","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","1473.14","0.28","0.72","0.0","4.79","0.72","3.46","0.0","0.0","0.0","0.0","6.75","107.68","569.98","284.99","563.23","462.3","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","1473.14","0.27","0.73","0.0","5.18","0.73","3.78","0.0","0.0","0.0","0.0","10.53","107.68","569.98","284.99","559.44","462.3","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","1473.14","0.26","0.74","0.0","5.52","0.74","4.07","0.0","0.0","0.0","0.0","14.6","107.68","569.98","284.99","555.38","462.3","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","1473.14","0.25","0.74","0.0","5.89","0.74","4.38","0.0","0.0","0.0","0.0","18.98","107.68","569.98","284.99","550.99","462.3","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","1473.14","0.25","0.75","0.0","6.73","0.75","5.05","0.0","0.0","0.0","0.0","24.04","107.68","569.98","284.99","545.94","462.3","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","1473.14","0.24","0.76","0.0","6.28","0.76","4.76","0.0","0.0","0.0","0.0","28.8","107.68","569.98","284.99","541.18","462.3","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","1473.14","0.23","0.77","0.0","6.56","0.77","5.02","0.0","0.0","0.0","0.0","33.81","107.68","569.98","284.99","536.16","462.3","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","1473.14","0.23","0.77","0.0","6.88","0.77","5.31","0.0","0.0","0.0","0.0","39.13","107.68","569.98","284.99","530.85","462.3","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","1473.14","0.22","0.78","0.0","6.81","0.78","5.3","0.0","0.0","0.0","0.0","44.43","107.68","569.98","284.99","525.55","462.3","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","1473.14","0.21","0.79","0.0","6.66","0.79","5.23","0.0","0.0","0.0","0.0","49.67","107.68","569.98","284.99","520.31","462.3","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","1473.14","0.21","0.79","0.0","7.1","0.79","5.63","0.0","0.0","0.0","0.0","55.3","107.68","569.98","284.99","514.68","462.3","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","1473.14","0.21","0.8","0.0","4.9","0.8","3.92","0.0","0.0","0.0","0.0","59.22","107.68","569.98","284.99","510.76","462.3","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","1473.14","0.2","0.8","0.0","7.37","0.8","5.9","0.0","0.0","0.0","0.0","65.11","107.68","569.98","284.99","504.86","462.3","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","1473.14","0.2","0.8","0.0","6.75","0.8","5.4","0.0","0.0","0.0","0.0","70.51","107.68","569.98","284.99","499.46","462.3","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","1473.14","0.19","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","75.7","107.68","569.98","284.99","494.28","462.3","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","1473.14","0.19","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","80.67","107.68","569.98","284.99","489.3","462.3","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","1473.14","0.19","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","85.44","107.68","569.98","284.99","484.54","462.3","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","1473.14","0.18","0.8","0.0","6.41","0.8","5.13","0.0","0.0","0.0","0.0","90.57","107.68","569.98","284.99","479.41","462.3","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","1473.14","0.18","0.8","0.0","6.68","0.8","5.34","0.0","0.0","0.0","0.0","95.91","107.68","569.98","284.99","474.06","462.3","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","1473.14","0.18","0.8","0.0","6.62","0.8","5.3","0.0","0.0","0.0","0.0","101.21","107.68","569.98","284.99","468.77","462.3","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","1473.14","0.18","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","106.25","107.68","569.98","284.99","463.73","462.3","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","1473.14","0.17","0.8","0.0","6.24","0.8","4.99","0.0","0.0","0.0","0.0","0.0","107.68","569.98","284.99","569.98","462.3","111.24","","","","","","",""
"2016.0","6.0","15.0","167.0","1473.14","0.17","0.8","0.0","5.37","0.8","4.3","0.0","0.0","0.0","0.0","4.3","107.68","569.98","284.99","565.68","462.3","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","1473.14","0.17","0.8","0.0","5.25","0.8","4.2","0.0","0.0","0.0","0.0","8.5","107.68","569.98","284.99","561.48","462.3","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","1473.14","0.17","0.8","0.0","5.14","0.8","4.11","0.0","0.0","0.0","0.0","12.61","107.68","569.98","284.99","557.37","462.3","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","1473.14","0.16","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","17.54","107.68","569.98","284.99","552.43","462.3","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","1473.14","0.16","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","23.01","107.68","569.98","284.99","546.97","462.3","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","1473.14","0.16","0.8","0.0","7.19","0.8","5.75","0.0","0.0","0.0","0.0","28.76","107.68","569.98","284.99","541.22","462.3","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","1473.14","0.16","0.8","0.0","7.59","0.8","6.07","0.0","0.0","0.0","0.0","34.83","107.68","569.98","284.99","535.14","462.3","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","1473.14","0.16","0.8","0.0","7.42","0.8","5.94","0.0","0.0","0.0","0.0","40.77","107.68","569.98","284.99","529.21","462.3","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","1473.14","0.15","0.8","0.0","7.46","0.8","5.97","0.0","0.0","0.0","0.0","46.74","107.68","569.98","284.99","523.24","462.3","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","1473.14","0.15","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","52.17","107.68","569.98","284.99","517.81","462.3","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","1473.14","0.15","0.8","0.0","7.58","0.8","6.06","0.0","0.0","0.0","0.0","58.23","107.68","569.98","284.99","511.74","462.3","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","1473.14","0.15","0.8","0.0","7.44","0.8","5.95","0.0","0.0","0.0","0.0","64.18","107.68","569.98","284.99","505.79","462.3","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","1473.14","0.15","0.8","0.0","7.85","0.8","6.28","0.0","0.0","0.0","0.0","70.46","107.68","569.98","284.99","499.51","462.3","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","1473.14","0.14","0.8","0.0","7.77","0.8","6.22","0.0","0.0","0.0","0.0","76.68","107.68","569.98","284.99","493.3","462.3","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","1473.14","0.14","0.8","0.0","7.0","0.8","5.6","0.0","0.0","0.0","0.0","82.28","107.68","569.98","284.99","487.7","462.3","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","1473.14","0.14","0.8","0.0","6.96","0.8","5.57","0.0","0.0","0.0","0.0","87.85","107.68","569.98","284.99","482.13","462.3","0.0","","","","","","",""
