" Daily soil water balance output for Fallow in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Fallow at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","8.0","39.0","1011.2277915","0.67","0.67","0.0","2.03","0.67","1.3601","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","9.0","40.0","1011.2277915","0.64","0.64","0.0","2.01","0.64","1.2864","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","10.0","41.0","1011.2277915","0.61","0.61","0.0","1.97","0.61","1.2017","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","11.0","42.0","1011.2277915","0.58","0.58","0.0","1.79","0.58","1.0382","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","1011.2277915","0.56","0.56","0.0","1.83","0.56","1.0248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","1011.2277915","0.54","0.54","0.0","2.23","0.54","1.2042","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","1011.2277915","0.51","0.51","0.0","2.77","0.51","1.4127","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","1011.2277915","0.49","0.49","0.0","2.41","0.49","1.1809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","1011.2277915","0.47","0.47","0.0","2.19","0.47","1.0293","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","1011.2277915","0.46","0.46","0.0","2.81","0.46","1.2926","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","1011.2277915","1.14","1.14","0.0","1.99","1.14","2.2686","11.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","1011.2277915","1.14","1.14","0.0","1.8","1.14","2.052","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","1011.2277915","1.15","1.15","0.0","1.79","1.15","2.0585","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","1011.2277915","1.01","1.01","0.0","2.02","1.01","2.0402","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","1011.2277915","0.87","0.87","0.0","2.59","0.87","2.2533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","1011.2277915","0.78","0.78","0.0","2.54","0.78","1.9812","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","1011.2277915","0.71","0.71","0.0","2.3","0.71","1.633","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","1011.2277915","0.66","0.66","0.0","2.39","0.66","1.5774","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","1011.2277915","0.62","0.62","0.0","2.38","0.62","1.4756","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","1011.2277915","0.59","0.59","0.0","2.47","0.59","1.4573","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","1011.2277915","0.56","0.56","0.0","1.98","0.56","1.1088","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","1011.2277915","0.53","0.53","0.0","2.66","0.53","1.4098","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","1011.2277915","0.51","0.51","0.0","2.99","0.51","1.5249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","1011.2277915","0.48","0.48","0.0","2.58","0.48","1.2384","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","1011.2277915","0.47","0.47","0.0","2.01","0.47","0.9447","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","1011.2277915","0.46","0.46","0.0","1.57","0.46","0.7222","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","1011.2277915","1.17","1.17","0.0","1.33","1.17","1.5561","8.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","1011.2277915","1.13","1.13","0.0","2.35","1.13","2.6555","15.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","1011.2277915","1.16","1.16","0.0","1.45","1.16","1.682","11.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","1011.2277915","1.14","1.14","0.0","1.96","1.14","2.2344","2.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","1011.2277915","1.14","1.14","0.0","2.13","1.14","2.4282","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","1011.2277915","1.14","1.14","0.0","1.68","1.14","1.9152","0.63","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","1011.2277915","1.15","1.15","0.0","1.74","1.15","2.001","1.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","1011.2277915","1.15","1.15","0.0","1.85","1.15","2.1275","4.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","1011.2277915","1.17","1.17","0.0","1.21","1.17","1.4157","6.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","1011.2277915","1.12","1.12","0.0","2.5","1.12","2.8","12.58","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","1011.2277915","1.11","1.11","0.0","2.97","1.11","3.2967","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","1011.2277915","0.93","0.93","0.0","3.12","0.93","2.9016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","1011.2277915","0.8","0.8","0.0","3.16","0.8","2.528","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","1011.2277915","0.71","0.71","0.0","3.01","0.71","2.1371","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","1011.2277915","0.65","0.65","0.0","2.88","0.65","1.872","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","1011.2277915","0.61","0.61","0.0","2.45","0.61","1.4945","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","1011.2277915","0.58","0.58","0.0","2.48","0.58","1.4384","0.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","1011.2277915","0.54","0.54","0.0","3.02","0.54","1.6308","1.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","1011.2277915","0.51","0.51","0.0","3.33","0.51","1.6983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","1011.2277915","0.48","0.48","0.0","3.2","0.48","1.536","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","1011.2277915","0.46","0.46","0.0","3.57","0.46","1.6422","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","1011.2277915","0.43","0.43","0.0","4.13","0.43","1.7759","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","1011.2277915","0.41","0.41","0.0","3.54","0.41","1.4514","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","1011.2277915","0.4","0.4","0.0","3.45","0.4","1.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","1011.2277915","0.38","0.38","0.0","3.66","0.38","1.3908","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","1011.2277915","0.37","0.37","0.0","3.45","0.37","1.2765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","1011.2277915","0.36","0.36","0.0","3.71","0.36","1.3356","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","1011.2277915","0.35","0.35","0.0","3.62","0.35","1.267","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","1011.2277915","0.34","0.34","0.0","3.76","0.34","1.2784","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","1011.2277915","0.33","0.33","0.0","3.92","0.33","1.2936","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","1011.2277915","0.32","0.32","0.0","4.15","0.32","1.328","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","1011.2277915","0.31","0.31","0.0","5.31","0.31","1.6461","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","1011.2277915","0.3","0.3","0.0","4.82","0.3","1.446","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","1011.2277915","0.29","0.29","0.0","4.09","0.29","1.1861","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","1011.2277915","0.28","0.28","0.0","3.17","0.28","0.8876","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","1011.2277915","1.15","1.15","0.0","1.67","1.15","1.9205","10.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","1011.2277915","1.15","1.15","0.0","1.79","1.15","2.0585","22.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","1011.2277915","1.13","1.13","0.0","2.63","1.13","2.9719","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","1011.2277915","0.98","0.98","0.0","3.39","0.98","3.3222","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","1011.2277915","0.79","0.79","0.0","4.11","0.79","3.2469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","1011.2277915","0.68","0.68","0.0","4.09","0.68","2.7812","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","1011.2277915","0.58","0.58","0.0","5.31","0.58","3.0798","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","1011.2277915","0.52","0.52","0.0","5.03","0.52","2.6156","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","1011.2277915","0.48","0.48","0.0","4.83","0.48","2.3184","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","1011.2277915","0.44","0.44","0.0","5.14","0.44","2.2616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","1011.2277915","0.42","0.42","0.0","4.86","0.42","2.0412","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","1011.2277915","0.39","0.39","0.0","5.01","0.39","1.9539","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","1011.2277915","0.38","0.38","0.0","3.57","0.38","1.3566","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","1011.2277915","0.37","0.37","0.0","2.93","0.37","1.0841","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","1011.2277915","1.07","1.07","0.0","3.8","1.07","4.066","4.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","1011.2277915","0.93","0.93","0.0","4.41","0.93","4.1013","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","1011.2277915","0.72","0.72","0.0","5.33","0.72","3.8376","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","1011.2277915","0.62","0.62","0.0","4.64","0.62","2.8768","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","1011.2277915","0.57","0.57","0.0","3.74","0.57","2.1318","1.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","1011.2277915","0.51","0.51","0.0","5.44","0.51","2.7744","0.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","1011.2277915","0.47","0.47","0.0","4.83","0.47","2.2701","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","1011.2277915","0.42","0.42","0.0","7.02","0.42","2.9484","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","1011.2277915","0.39","0.39","0.0","5.56","0.39","2.1684","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","1011.2277915","0.37","0.37","0.0","5.08","0.37","1.8796","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","1011.2277915","0.36","0.36","0.0","4.27","0.36","1.5372","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","1011.2277915","0.34","0.34","0.0","4.46","0.34","1.5164","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","1011.2277915","0.34","0.34","0.0","2.51","0.34","0.8534","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","1011.2277915","0.33","0.33","0.0","1.88","0.33","0.6204","0.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","1011.2277915","1.14","1.14","0.0","2.02","1.14","2.3028","5.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","1011.2277915","1.12","1.12","0.0","3.22","1.12","3.6064","0.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","1011.2277915","0.87","0.87","0.0","4.58","0.87","3.9846","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","1011.2277915","0.69","0.69","0.0","5.26","0.69","3.6294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","1011.2277915","0.59","0.59","0.0","5.52","0.59","3.2568","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","1011.2277915","0.52","0.52","0.0","5.57","0.52","2.8964","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","1011.2277915","0.47","0.47","0.0","5.2","0.47","2.444","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","1011.2277915","0.44","0.44","0.0","4.93","0.44","2.1692","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","1011.2277915","0.41","0.41","0.0","5.35","0.41","2.1935","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","1011.2277915","0.38","0.38","0.0","6.32","0.38","2.4016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","1011.2277915","0.35","0.35","0.0","7.24","0.35","2.534","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","1011.2277915","0.33","0.33","0.0","6.77","0.33","2.2341","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","1011.2277915","0.32","0.32","0.0","6.08","0.32","1.9456","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","1011.2277915","0.31","0.31","0.0","4.95","0.31","1.5345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","1011.2277915","0.3","0.3","0.0","3.91","0.3","1.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","1011.2277915","0.29","0.29","0.0","4.27","0.29","1.2383","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","1011.2277915","0.28","0.28","0.0","4.9","0.28","1.372","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","1011.2277915","0.28","0.28","0.0","4.88","0.28","1.3664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","1011.2277915","0.27","0.27","0.0","5.16","0.27","1.3932","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","1011.2277915","0.26","0.26","0.0","5.46","0.26","1.4196","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","1011.2277915","0.25","0.25","0.0","5.87","0.25","1.4675","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","1011.2277915","0.24","0.24","0.0","6.71","0.24","1.6104","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","1011.2277915","0.24","0.24","0.0","6.25","0.24","1.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","1011.2277915","0.23","0.23","0.0","6.48","0.23","1.4904","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","1011.2277915","0.23","0.23","0.0","6.79","0.23","1.5617","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","1011.2277915","0.22","0.22","0.0","6.66","0.22","1.4652","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","1011.2277915","0.21","0.21","0.0","6.66","0.21","1.3986","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","1011.2277915","0.21","0.21","0.0","7.06","0.21","1.4826","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","1011.2277915","0.21","0.21","0.0","5.11","0.21","1.0731","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","1011.2277915","0.2","0.2","0.0","7.26","0.2","1.452","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","1011.2277915","0.2","0.2","0.0","6.66","0.2","1.332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","1011.2277915","0.19","0.19","0.0","6.41","0.19","1.2179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","1011.2277915","0.19","0.19","0.0","6.1","0.19","1.159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","1011.2277915","0.19","0.19","0.0","5.92","0.19","1.1248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","1011.2277915","0.18","0.18","0.0","6.34","0.18","1.1412","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","1011.2277915","0.18","0.18","0.0","6.63","0.18","1.1934","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","1011.2277915","0.18","0.18","0.0","6.49","0.18","1.1682","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","1011.2277915","0.18","0.18","0.0","6.18","0.18","1.1124","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","1011.2277915","0.17","0.17","0.0","6.18","0.17","1.0506","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","1011.2277915","0.17","0.17","0.0","5.33","0.17","0.9061","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","1011.2277915","0.17","0.17","0.0","5.34","0.17","0.9078","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","1011.2277915","0.17","0.17","0.0","5.01","0.17","0.8517","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","1011.2277915","0.17","0.17","0.0","6.2","0.17","1.054","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","1011.2277915","0.16","0.16","0.0","6.84","0.16","1.0944","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","1011.2277915","0.16","0.16","0.0","7.15","0.16","1.144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","1011.2277915","0.16","0.16","0.0","7.59","0.16","1.2144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","1011.2277915","0.16","0.16","0.0","7.32","0.16","1.1712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
