" Daily soil water balance output for Riparian in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Riparian in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","8.0","39.0","7456.6651905","0.67","0.8","0.0","2.05","0.8","1.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","9.0","40.0","7456.6651905","0.64","0.8","0.0","1.98","0.8","1.584","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","10.0","41.0","7456.6651905","0.61","0.8","0.0","1.94","0.8","1.552","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","11.0","42.0","7456.6651905","0.58","0.8","0.0","1.79","0.8","1.432","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","7456.6651905","0.56","0.8","0.0","1.88","0.8","1.504","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","7456.6651905","0.53","0.8","0.0","2.37","0.8","1.896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","7456.6651905","0.5","0.8","0.0","3.17","0.8","2.536","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","7456.6651905","0.48","0.8","0.0","2.55","0.8","2.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","7456.6651905","0.47","0.8","0.0","2.14","0.8","1.712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","7456.6651905","0.45","0.8","0.0","2.7","0.8","2.16","0.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","7456.6651905","1.14","0.8","0.0","1.9","1.14","2.166","13.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","7456.6651905","1.16","0.8","0.0","1.62","1.16","1.8792","4.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","7456.6651905","1.15","0.8","0.0","1.8","1.15","2.07","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","7456.6651905","1.15","0.8","0.0","1.99","1.15","2.2885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","7456.6651905","0.97","0.8","0.0","2.74","0.97","2.6578","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","7456.6651905","0.85","0.8","0.0","2.4","0.85","2.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","7456.6651905","0.78","0.8","0.0","2.24","0.8","1.792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","7456.6651905","0.71","0.8","0.0","2.36","0.8","1.888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","7456.6651905","0.66","0.8","0.0","2.42","0.8","1.936","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","7456.6651905","0.62","0.8","0.0","2.2","0.8","1.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","7456.6651905","0.59","0.8","0.0","2.12","0.8","1.696","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","7456.6651905","0.56","0.8","0.0","2.71","0.8","2.168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","7456.6651905","0.53","0.8","0.0","3.05","0.8","2.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","7456.6651905","0.5","0.8","0.0","2.67","0.8","2.136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","7456.6651905","0.49","0.8","0.0","1.85","0.8","1.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","7456.6651905","0.48","0.8","0.0","1.6","0.8","1.28","0.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","7456.6651905","1.17","0.8","0.0","1.26","1.17","1.4742","14.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","7456.6651905","1.13","0.8","0.0","2.13","1.13","2.4069","31.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","7456.6651905","1.16","0.8","0.0","1.49","1.16","1.7284","16.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","7456.6651905","1.15","0.8","0.0","1.82","1.15","2.093","3.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","7456.6651905","1.15","0.8","0.0","1.93","1.15","2.2195","0.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","7456.6651905","1.15","0.8","0.0","1.45","1.15","1.6675","0.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","7456.6651905","1.16","0.8","0.0","1.48","1.16","1.7168","9.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","7456.6651905","1.16","0.8","0.0","1.67","1.16","1.9372","12.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","7456.6651905","1.17","0.8","0.0","1.18","1.17","1.3806","13.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","7456.6651905","1.12","0.8","0.0","2.55","1.12","2.856","16.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","7456.6651905","1.11","0.8","0.0","3.08","1.11","3.4188","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","7456.6651905","0.93","0.8","0.0","3.13","0.93","2.9109","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","7456.6651905","0.79","0.8","0.0","3.16","0.8","2.528","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","7456.6651905","0.7","0.8","0.0","3.21","0.8","2.568","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","7456.6651905","0.64","0.8","0.0","3.19","0.8","2.552","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","7456.6651905","0.6","0.8","0.0","2.36","0.8","1.888","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","7456.6651905","0.57","0.8","0.0","2.3","0.8","1.84","2.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","7456.6651905","0.54","0.8","0.0","2.97","0.8","2.376","1.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","7456.6651905","0.51","0.8","0.0","3.39","0.8","2.712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","7456.6651905","0.48","0.8","0.0","3.24","0.8","2.592","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","7456.6651905","0.45","0.8","0.0","3.71","0.8","2.968","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","7456.6651905","0.43","0.8","0.0","4.44","0.8","3.552","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","7456.6651905","0.41","0.8","0.0","3.49","0.8","2.792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","7456.6651905","0.39","0.8","0.0","3.52","0.8","2.816","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","7456.6651905","0.38","0.8","0.0","3.83","0.8","3.064","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","7456.6651905","0.37","0.8","0.0","3.64","0.8","2.912","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","7456.6651905","0.35","0.8","0.0","3.8","0.8","3.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","7456.6651905","0.34","0.8","0.0","3.72","0.8","2.976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","7456.6651905","0.33","0.8","0.0","3.75","0.8","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","7456.6651905","0.32","0.81","0.0","4.13","0.81","3.3453","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","7456.6651905","0.31","0.81","0.0","4.28","0.81","3.4668","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","7456.6651905","0.3","0.81","0.0","5.66","0.81","4.5846","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","7456.6651905","0.29","0.82","0.0","4.96","0.82","4.0672","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","7456.6651905","0.29","0.82","0.0","4.3","0.82","3.526","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","7456.6651905","0.28","0.82","0.0","3.64","0.82","2.9848","0.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","7456.6651905","0.28","0.83","0.0","1.45","0.83","1.2035","2.72","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","7456.6651905","1.13","0.83","0.0","2.24","1.13","2.5312","12.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","7456.6651905","1.11","0.83","0.0","3.3","1.11","3.663","0.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","7456.6651905","0.9","0.84","0.0","3.51","0.9","3.159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","7456.6651905","0.74","0.84","0.0","4.26","0.84","3.5784","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","7456.6651905","0.65","0.84","0.0","4.01","0.84","3.3684","0.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","7456.6651905","0.56","0.85","0.0","5.43","0.85","4.6155","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","7456.6651905","0.5","0.85","0.0","5.4","0.85","4.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","7456.6651905","0.46","0.85","0.0","4.77","0.85","4.0545","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","7456.6651905","0.43","0.86","0.0","5.13","0.86","4.4118","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","7456.6651905","0.4","0.86","0.0","5.01","0.86","4.3086","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","7456.6651905","0.38","0.86","0.0","5.25","0.86","4.515","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","7456.6651905","0.37","0.87","0.0","3.85","0.87","3.3495","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","7456.6651905","0.36","0.87","0.0","2.65","0.87","2.3055","0.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","7456.6651905","1.06","0.87","0.0","4.03","1.06","4.2718","7.76","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","7456.6651905","0.91","0.88","0.0","4.52","0.91","4.1132","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","7456.6651905","0.71","0.88","0.0","5.35","0.88","4.708","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","7456.6651905","0.62","0.88","0.0","4.58","0.88","4.0304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","7456.6651905","0.57","0.89","0.0","3.74","0.89","3.3286","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","7456.6651905","0.99","0.89","0.0","5.77","0.99","5.7123","5.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","7456.6651905","0.79","0.89","0.0","5.12","0.89","4.5568","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","7456.6651905","0.6","0.9","0.0","7.37","0.9","6.633","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","7456.6651905","0.52","0.9","0.0","5.88","0.9","5.292","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","7456.6651905","0.47","0.9","0.0","5.44","0.9","4.896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","7456.6651905","0.44","0.91","0.0","4.54","0.91","4.1314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","7456.6651905","0.41","0.91","0.0","4.86","0.91","4.4226","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","7456.6651905","0.41","0.91","0.0","2.44","0.91","2.2204","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","7456.6651905","0.4","0.92","0.0","2.12","0.92","1.9504","0.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","7456.6651905","0.39","0.92","0.0","2.2","0.92","2.024","2.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","7456.6651905","0.38","0.92","0.0","3.3","0.92","3.036","1.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","7456.6651905","0.36","0.93","0.0","4.7","0.93","4.371","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","7456.6651905","0.34","0.93","0.0","5.74","0.93","5.3382","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","7456.6651905","0.33","0.93","0.0","6.11","0.93","5.6823","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","7456.6651905","0.31","0.94","0.0","6.19","0.94","5.8186","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","7456.6651905","0.3","0.94","0.0","5.73","0.94","5.3862","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","7456.6651905","0.29","0.94","0.0","5.2","0.94","4.888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","7456.6651905","0.28","0.95","0.0","5.59","0.95","5.3105","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","7456.6651905","0.27","0.95","0.0","6.63","0.95","6.2985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","7456.6651905","0.26","0.95","0.0","7.77","0.95","7.3815","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","7456.6651905","0.25","0.95","0.0","7.07","0.95","6.7165","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","7456.6651905","0.24","0.96","0.0","6.34","0.96","6.0864","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","7456.6651905","0.24","0.96","0.0","4.77","0.96","4.5792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","7456.6651905","0.23","0.96","0.0","3.78","0.96","3.6288","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","7456.6651905","0.23","0.97","0.0","4.3","0.97","4.171","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","7456.6651905","0.23","0.97","0.0","4.79","0.97","4.6463","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","7456.6651905","0.22","0.97","0.0","4.81","0.97","4.6657","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","7456.6651905","0.22","0.98","0.0","5.31","0.98","5.2038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","7456.6651905","0.21","0.98","0.0","5.76","0.98","5.6448","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","7456.6651905","0.21","0.98","0.0","6.06","0.98","5.9388","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","7456.6651905","0.2","0.99","0.0","6.97","0.99","6.9003","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","7456.6651905","0.2","0.99","0.0","6.65","0.99","6.5835","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","7456.6651905","0.2","0.99","0.0","6.88","0.99","6.8112","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","7456.6651905","0.19","1.0","0.0","7.18","1.0","7.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","7456.6651905","0.19","1.0","0.0","7.33","1.0","7.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","7456.6651905","0.18","1.0","0.0","6.95","1.0","6.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","7456.6651905","0.18","1.01","0.0","7.42","1.01","7.4942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","7456.6651905","0.18","1.01","0.0","4.85","1.01","4.8985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","7456.6651905","0.18","1.01","0.0","7.7","1.01","7.777","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","7456.6651905","0.17","1.02","0.0","7.29","1.02","7.4358","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","7456.6651905","0.17","1.02","0.0","6.89","1.02","7.0278","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","7456.6651905","0.17","1.02","0.0","6.6","1.02","6.732","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","7456.6651905","0.17","1.03","0.0","6.33","1.03","6.5199","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","7456.6651905","0.16","1.03","0.0","6.64","1.03","6.8392","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","7456.6651905","0.16","1.03","0.0","6.83","1.03","7.0349","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","7456.6651905","0.16","1.04","0.0","7.01","1.04","7.2904","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","7456.6651905","0.16","1.04","0.0","6.7","1.04","6.968","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","7456.6651905","0.15","1.04","0.0","6.34","1.04","6.5936","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","7456.6651905","0.15","1.05","0.0","5.25","1.05","5.5125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","7456.6651905","0.15","1.05","0.0","5.25","1.05","5.5125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","7456.6651905","0.15","1.05","0.0","4.89","1.05","5.1345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","7456.6651905","0.15","1.06","0.0","6.12","1.06","6.4872","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","7456.6651905","0.15","1.06","0.0","6.87","1.06","7.2822","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","7456.6651905","0.15","1.06","0.0","7.47","1.06","7.9182","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","7456.6651905","0.14","1.07","0.0","7.77","1.07","8.3139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","7456.6651905","0.14","1.07","0.0","7.88","1.07","8.4316","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
