" Daily soil water balance output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","11.0","42.0","39402.3","0.58","0.9","0.0","1.8","0.9","1.62","0.0","0.0","0.0","0.0","21.52","123.86","600.92","300.46","579.4","477.06","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","39402.3","0.56","0.9","0.0","1.89","0.9","1.7","0.0","0.0","0.0","0.0","23.22","123.86","600.92","300.46","577.7","477.06","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","39402.3","0.53","0.9","0.0","2.32","0.9","2.09","0.0","0.0","0.0","0.0","25.31","123.86","600.92","300.46","575.61","477.06","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","39402.3","0.51","0.9","0.0","2.94","0.9","2.65","0.0","0.0","0.0","0.0","27.96","123.86","600.92","300.46","572.96","477.06","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","39402.3","0.49","0.9","0.0","2.4","0.9","2.16","0.0","0.0","0.0","0.0","30.12","123.86","600.92","300.46","570.8","477.06","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","39402.3","0.47","0.9","0.0","2.18","0.9","1.96","0.0","0.0","0.0","0.0","32.08","123.86","600.92","300.46","568.84","477.06","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","39402.3","0.45","0.9","0.0","2.89","0.9","2.6","0.0","0.0","0.0","0.0","34.68","123.86","600.92","300.46","566.24","477.06","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","39402.3","1.14","0.9","0.0","1.93","1.14","2.21","12.6","12.6","0.0","0.0","24.29","123.86","600.92","300.46","576.63","477.06","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","39402.3","1.15","0.9","0.0","1.79","1.15","2.05","1.68","1.68","0.0","0.0","24.66","123.86","600.92","300.46","576.26","477.06","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","39402.3","1.15","0.9","0.0","1.78","1.15","2.04","0.0","0.0","0.0","0.0","26.7","123.86","600.92","300.46","574.22","477.06","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","39402.3","1.01","0.9","0.0","2.03","1.01","2.06","0.0","0.0","0.0","0.0","28.75","123.86","600.92","300.46","572.16","477.06","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","39402.3","0.87","0.9","0.0","2.67","0.9","2.4","0.0","0.0","0.0","0.0","31.16","123.86","600.92","300.46","569.76","477.06","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","39402.3","0.78","0.9","0.0","2.49","0.9","2.24","0.0","0.0","0.0","0.0","33.4","123.86","600.92","300.46","567.52","477.06","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","39402.3","0.72","0.9","0.0","2.29","0.9","2.06","0.0","0.0","0.0","0.0","35.46","123.86","600.92","300.46","565.46","477.06","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","39402.3","0.66","0.9","0.0","2.39","0.9","2.15","0.0","0.0","0.0","0.0","37.61","123.86","600.92","300.46","563.31","477.06","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","39402.3","0.62","0.9","0.0","2.46","0.9","2.21","0.0","0.0","0.0","0.0","39.82","123.86","600.92","300.46","561.09","477.06","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","39402.3","0.59","0.9","0.0","2.45","0.9","2.21","0.0","0.0","0.0","0.0","42.03","123.86","600.92","300.46","558.89","477.06","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","39402.3","0.56","0.9","0.0","2.08","0.9","1.87","0.0","0.0","0.0","0.0","43.9","123.86","600.92","300.46","557.02","477.06","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","39402.3","0.53","0.9","0.0","2.7","0.9","2.43","0.0","0.0","0.0","0.0","46.33","123.86","600.92","300.46","554.59","477.06","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","39402.3","0.5","0.9","0.0","3.07","0.9","2.76","0.0","0.0","0.0","0.0","49.09","123.86","600.92","300.46","551.82","477.06","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","39402.3","0.48","0.9","0.0","2.66","0.9","2.39","0.0","0.0","0.0","0.0","51.49","123.86","600.92","300.46","549.43","477.06","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","39402.3","0.47","0.9","0.0","2.01","0.9","1.81","0.0","0.0","0.0","0.0","53.3","123.86","600.92","300.46","547.62","477.06","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","39402.3","0.46","0.9","0.0","1.63","0.9","1.47","0.0","0.0","0.0","0.0","54.76","123.86","600.92","300.46","546.15","477.06","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","39402.3","1.17","0.9","0.0","1.29","1.17","1.51","9.53","9.53","0.0","0.0","46.74","123.86","600.92","300.46","554.18","477.06","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","39402.3","1.13","0.9","0.0","2.24","1.13","2.53","23.66","23.66","0.0","0.0","25.61","123.86","600.92","300.46","575.3","477.06","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","39402.3","1.16","0.9","0.0","1.43","1.16","1.66","16.86","16.86","0.0","0.0","10.42","123.86","600.92","300.46","590.5","477.06","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","39402.3","1.14","0.9","0.0","2.0","1.14","2.28","2.25","2.25","0.0","0.0","10.45","123.86","600.92","300.46","590.47","477.06","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","39402.3","1.14","0.9","0.0","2.17","1.14","2.47","0.01","0.01","0.0","0.0","12.9","123.86","600.92","300.46","588.01","477.06","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","39402.3","1.14","0.9","0.0","1.49","1.14","1.71","0.09","0.09","0.0","0.0","14.52","123.86","600.92","300.46","586.4","477.06","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","39402.3","1.16","0.9","0.0","1.56","1.16","1.81","2.52","2.52","0.0","0.0","13.8","123.86","600.92","300.46","587.11","477.06","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","39402.3","1.14","0.9","0.0","1.94","1.14","2.22","10.13","10.13","0.0","0.0","5.89","123.86","600.92","300.46","595.03","477.06","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","39402.3","1.17","0.9","0.0","1.23","1.17","1.44","5.53","5.53","0.0","0.0","1.8","123.86","600.92","300.46","599.12","477.06","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","39402.3","1.12","0.9","0.0","2.53","1.12","2.83","16.17","4.63","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","39402.3","1.11","0.9","0.0","3.04","1.11","3.37","0.0","0.0","0.0","0.0","3.37","123.86","600.92","300.46","597.55","477.06","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","39402.3","0.93","0.9","0.0","3.13","0.93","2.9","0.0","0.0","0.0","0.0","6.27","123.86","600.92","300.46","594.65","477.06","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","39402.3","0.79","0.9","0.0","3.15","0.9","2.84","0.0","0.0","0.0","0.0","9.1","123.86","600.92","300.46","591.81","477.06","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","39402.3","0.7","0.9","0.0","3.12","0.9","2.81","0.0","0.0","0.0","0.0","11.91","123.86","600.92","300.46","589.01","477.06","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","39402.3","0.64","0.9","0.0","3.12","0.9","2.81","0.0","0.0","0.0","0.0","14.72","123.86","600.92","300.46","586.2","477.06","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","39402.3","0.6","0.9","0.0","2.58","0.9","2.32","0.0","0.0","0.0","0.0","17.04","123.86","600.92","300.46","583.88","477.06","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","39402.3","0.57","0.9","0.0","2.43","0.9","2.19","1.04","1.04","0.0","0.0","18.19","123.86","600.92","300.46","582.73","477.06","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","39402.3","0.53","0.9","0.0","3.06","0.9","2.75","0.84","0.84","0.0","0.0","20.1","123.86","600.92","300.46","580.82","477.06","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","39402.3","0.5","0.9","0.0","3.41","0.9","3.07","0.0","0.0","0.0","0.0","23.17","123.86","600.92","300.46","577.75","477.06","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","39402.3","0.48","0.9","0.0","3.28","0.9","2.95","0.0","0.0","0.0","0.0","26.12","123.86","600.92","300.46","574.79","477.06","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","39402.3","0.45","0.9","0.0","3.68","0.9","3.31","0.0","0.0","0.0","0.0","29.44","123.86","600.92","300.46","571.48","477.06","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","39402.3","0.43","0.9","0.0","4.3","0.9","3.87","0.0","0.0","0.0","0.0","33.31","123.86","600.92","300.46","567.61","477.06","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","39402.3","0.41","0.9","0.0","3.59","0.9","3.23","0.0","0.0","0.0","0.0","36.54","123.86","600.92","300.46","564.38","477.06","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","39402.3","0.39","0.9","0.0","3.48","0.9","3.13","0.0","0.0","0.0","0.0","39.67","123.86","600.92","300.46","561.25","477.06","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","39402.3","0.38","0.9","0.0","3.78","0.9","3.4","0.01","0.01","0.0","0.0","43.06","123.86","600.92","300.46","557.86","477.06","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","39402.3","0.37","0.9","0.0","3.59","0.9","3.23","0.0","0.0","0.0","0.0","46.29","123.86","600.92","300.46","554.63","477.06","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","39402.3","0.35","0.9","0.0","3.81","0.9","3.43","0.0","0.0","0.0","0.0","49.72","123.86","600.92","300.46","551.2","477.06","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","39402.3","0.34","0.9","0.0","3.73","0.9","3.36","0.0","0.0","0.0","0.0","53.08","123.86","600.92","300.46","547.84","477.06","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","39402.3","0.33","0.9","0.0","3.81","0.9","3.43","0.0","0.0","0.0","0.0","56.51","123.86","600.92","300.46","544.41","477.06","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","39402.3","0.32","0.9","0.0","4.13","0.9","3.72","0.0","0.0","0.0","0.0","60.22","123.86","600.92","300.46","540.69","477.06","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","39402.3","0.31","0.9","0.0","4.33","0.9","3.9","0.0","0.0","0.0","0.0","64.12","123.86","600.92","300.46","536.8","477.06","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","39402.3","0.3","0.9","0.0","5.51","0.9","4.96","0.0","0.0","0.0","0.0","69.08","123.86","600.92","300.46","531.84","477.06","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","39402.3","0.29","0.9","0.0","4.85","0.9","4.37","0.0","0.0","0.0","0.0","73.45","123.86","600.92","300.46","527.47","477.06","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","39402.3","0.28","0.9","0.0","4.26","0.9","3.83","0.0","0.0","0.0","0.0","77.28","123.86","600.92","300.46","523.64","477.06","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","39402.3","0.28","0.9","0.0","3.38","0.9","3.04","0.01","0.01","0.0","0.0","80.31","123.86","600.92","300.46","520.61","477.06","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","39402.3","1.16","0.9","0.0","1.55","1.16","1.79","8.15","8.15","0.0","0.0","73.96","123.86","600.92","300.46","526.96","477.06","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","39402.3","1.14","0.9","0.0","2.05","1.14","2.33","30.23","30.23","0.0","0.0","46.06","123.86","600.92","300.46","554.86","477.06","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","39402.3","1.12","0.9","0.0","3.17","1.12","3.54","0.88","0.88","0.0","0.0","48.72","123.86","600.92","300.46","552.2","477.06","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","39402.3","0.94","0.9","0.0","3.22","0.94","3.03","0.0","0.0","0.0","0.0","51.75","123.86","600.92","300.46","549.17","477.06","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","39402.3","0.76","0.9","0.0","4.22","0.9","3.8","0.0","0.0","0.0","0.0","55.55","123.86","600.92","300.46","545.37","477.06","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","39402.3","0.66","0.9","0.0","4.17","0.9","3.75","1.61","1.61","0.0","0.0","57.69","123.86","600.92","300.46","543.23","477.06","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","39402.3","0.57","0.9","0.0","5.48","0.9","4.93","0.0","0.0","0.0","0.0","62.62","123.86","600.92","300.46","538.3","477.06","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","39402.3","0.51","0.9","0.0","5.16","0.9","4.64","0.0","0.0","0.0","0.0","67.27","123.86","600.92","300.46","533.65","477.06","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","39402.3","0.47","0.9","0.0","4.85","0.9","4.37","0.0","0.0","0.0","0.0","71.63","123.86","600.92","300.46","529.29","477.06","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","39402.3","0.44","0.9","0.0","5.18","0.9","4.66","0.0","0.0","0.0","0.0","76.29","123.86","600.92","300.46","524.63","477.06","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","39402.3","0.41","0.9","0.0","4.94","0.9","4.45","0.0","0.0","0.0","0.0","80.74","123.86","600.92","300.46","520.18","477.06","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","39402.3","0.39","0.9","0.0","5.19","0.9","4.67","0.0","0.0","0.0","0.0","85.41","123.86","600.92","300.46","515.51","477.06","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","39402.3","0.37","0.9","0.0","3.95","0.9","3.56","0.0","0.0","0.0","0.0","88.96","123.86","600.92","300.46","511.95","477.06","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","39402.3","0.36","0.9","0.0","2.76","0.9","2.48","0.01","0.01","0.0","0.0","91.44","123.86","600.92","300.46","509.48","477.06","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","39402.3","1.06","0.9","0.0","4.11","1.06","4.34","5.94","5.94","0.0","0.0","89.84","123.86","600.92","300.46","511.08","477.06","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","39402.3","0.9","0.9","0.0","4.63","0.9","4.17","0.0","0.0","0.0","0.0","94.0","123.86","600.92","300.46","506.91","477.06","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","39402.3","0.7","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","98.88","123.86","600.92","300.46","502.04","477.06","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","39402.3","0.61","0.9","0.0","4.78","0.9","4.3","0.0","0.0","0.0","0.0","103.18","123.86","600.92","300.46","497.73","477.06","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","39402.3","0.56","0.9","0.0","3.73","0.9","3.36","0.04","0.04","0.0","0.0","106.5","123.86","600.92","300.46","494.42","477.06","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","39402.3","0.5","0.9","0.0","5.66","0.9","5.09","3.4","3.4","0.0","0.0","108.19","123.86","600.92","300.46","492.72","477.06","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","39402.3","0.46","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","112.7","123.86","600.92","300.46","488.21","477.06","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","39402.3","0.41","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","119.29","123.86","600.92","300.46","481.63","477.06","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","39402.3","0.38","0.9","0.0","5.79","0.9","5.21","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","124.5","","","","","","",""
"2016.0","5.0","2.0","123.0","39402.3","0.36","0.9","0.0","5.39","0.9","4.85","0.0","0.0","0.0","0.0","4.85","123.86","600.92","300.46","596.07","477.06","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","39402.3","0.35","0.9","0.0","4.47","0.9","4.02","0.0","0.0","0.0","0.0","8.87","123.86","600.92","300.46","592.04","477.06","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","39402.3","0.34","0.9","0.0","4.71","0.9","4.24","0.0","0.0","0.0","0.0","13.11","123.86","600.92","300.46","587.81","477.06","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","39402.3","0.33","0.9","0.0","2.67","0.9","2.4","0.0","0.0","0.0","0.0","15.52","123.86","600.92","300.46","585.4","477.06","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","39402.3","0.33","0.9","0.0","1.97","0.9","1.77","0.26","0.26","0.0","0.0","17.03","123.86","600.92","300.46","583.89","477.06","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","39402.3","1.13","0.9","0.0","2.2","1.13","2.49","7.17","7.17","0.0","0.0","12.35","123.86","600.92","300.46","588.57","477.06","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","39402.3","1.11","0.9","0.0","3.41","1.11","3.78","0.77","0.77","0.0","0.0","15.36","123.86","600.92","300.46","585.56","477.06","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","39402.3","0.84","0.9","0.0","4.7","0.9","4.23","0.0","0.0","0.0","0.0","19.59","123.86","600.92","300.46","581.33","477.06","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","39402.3","0.67","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","24.61","123.86","600.92","300.46","576.31","477.06","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","39402.3","0.57","0.9","0.0","5.92","0.9","5.33","0.0","0.0","0.0","0.0","29.94","123.86","600.92","300.46","570.98","477.06","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","39402.3","0.5","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","35.37","123.86","600.92","300.46","565.55","477.06","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","39402.3","0.46","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","40.39","123.86","600.92","300.46","560.52","477.06","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","39402.3","0.42","0.9","0.0","5.14","0.9","4.63","0.0","0.0","0.0","0.0","45.02","123.86","600.92","300.46","555.9","477.06","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","39402.3","0.4","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","50.04","123.86","600.92","300.46","550.88","477.06","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","39402.3","0.37","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","56.03","123.86","600.92","300.46","544.89","477.06","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","39402.3","0.34","0.9","0.0","7.63","0.9","6.87","0.0","0.0","0.0","0.0","62.89","123.86","600.92","300.46","538.02","477.06","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","39402.3","0.32","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","69.28","123.86","600.92","300.46","531.63","477.06","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","39402.3","0.31","0.9","0.0","6.31","0.9","5.68","0.0","0.0","0.0","0.0","74.96","123.86","600.92","300.46","525.95","477.06","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","39402.3","0.3","0.9","0.0","5.02","0.9","4.52","0.0","0.0","0.0","0.0","79.48","123.86","600.92","300.46","521.44","477.06","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","39402.3","0.29","0.9","0.0","3.47","0.9","3.12","0.0","0.0","0.0","0.0","82.6","123.86","600.92","300.46","518.31","477.06","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","39402.3","0.28","0.9","0.0","4.27","0.9","3.84","1.71","1.71","0.0","0.0","84.74","123.86","600.92","300.46","516.18","477.06","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","39402.3","0.28","0.9","0.0","4.87","0.9","4.38","0.0","0.0","0.0","0.0","89.12","123.86","600.92","300.46","511.8","477.06","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","39402.3","0.27","0.9","0.0","4.92","0.9","4.43","0.0","0.0","0.0","0.0","93.55","123.86","600.92","300.46","507.37","477.06","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","39402.3","0.26","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","98.36","123.86","600.92","300.46","502.55","477.06","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","39402.3","0.25","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","103.5","123.86","600.92","300.46","497.42","477.06","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","39402.3","0.25","0.9","0.0","6.09","0.9","5.48","0.0","0.0","0.0","0.0","108.98","123.86","600.92","300.46","491.93","477.06","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","39402.3","0.24","0.9","0.0","6.94","0.9","6.25","0.0","0.0","0.0","0.0","115.23","123.86","600.92","300.46","485.69","477.06","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","39402.3","0.23","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","121.2","123.86","600.92","300.46","479.72","477.06","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","39402.3","0.23","0.9","0.0","6.85","0.9","6.17","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","127.36","","","","","","",""
"2016.0","5.0","31.0","152.0","39402.3","0.22","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","6.44","123.86","600.92","300.46","594.47","477.06","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","39402.3","0.21","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","12.89","123.86","600.92","300.46","588.03","477.06","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","39402.3","0.21","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","19.2","123.86","600.92","300.46","581.72","477.06","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","39402.3","0.2","0.9","0.0","7.38","0.9","6.64","0.0","0.0","0.0","0.0","25.84","123.86","600.92","300.46","575.08","477.06","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","39402.3","0.2","0.9","0.0","5.17","0.9","4.65","0.0","0.0","0.0","0.0","30.49","123.86","600.92","300.46","570.43","477.06","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","39402.3","0.2","0.9","0.0","7.76","0.9","6.98","0.0","0.0","0.0","0.0","37.48","123.86","600.92","300.46","563.44","477.06","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","39402.3","0.19","0.9","0.0","7.24","0.9","6.52","0.0","0.0","0.0","0.0","43.99","123.86","600.92","300.46","556.93","477.06","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","39402.3","0.19","0.9","0.0","6.94","0.9","6.25","0.0","0.0","0.0","0.0","50.24","123.86","600.92","300.46","550.68","477.06","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","39402.3","0.19","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","56.1","123.86","600.92","300.46","544.82","477.06","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","39402.3","0.18","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","61.79","123.86","600.92","300.46","539.13","477.06","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","39402.3","0.18","0.9","0.0","6.71","0.9","6.04","0.0","0.0","0.0","0.0","67.82","123.86","600.92","300.46","533.09","477.06","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","39402.3","0.18","0.9","0.0","6.85","0.9","6.17","0.0","0.0","0.0","0.0","73.99","123.86","600.92","300.46","526.93","477.06","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","39402.3","0.17","0.9","0.0","6.87","0.9","6.18","0.0","0.0","0.0","0.0","80.17","123.86","600.92","300.46","520.75","477.06","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","39402.3","0.17","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","86.1","123.86","600.92","300.46","514.82","477.06","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","39402.3","0.17","0.9","0.0","6.48","0.9","5.83","0.0","0.0","0.0","0.0","91.94","123.86","600.92","300.46","508.98","477.06","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","39402.3","0.17","0.9","0.0","5.54","0.9","4.99","0.0","0.0","0.0","0.0","96.92","123.86","600.92","300.46","504.0","477.06","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","39402.3","0.16","0.9","0.0","5.48","0.9","4.93","0.0","0.0","0.0","0.0","101.85","123.86","600.92","300.46","499.07","477.06","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","39402.3","0.16","0.9","0.0","5.34","0.9","4.81","0.0","0.0","0.0","0.0","106.66","123.86","600.92","300.46","494.26","477.06","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","39402.3","0.16","0.9","0.0","6.31","0.9","5.68","0.0","0.0","0.0","0.0","112.34","123.86","600.92","300.46","488.58","477.06","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","39402.3","0.16","0.9","0.0","6.96","0.9","6.26","0.0","0.0","0.0","0.0","118.6","123.86","600.92","300.46","482.32","477.06","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","39402.3","0.16","0.9","0.0","7.57","0.9","6.81","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","125.42","","","","","","",""
"2016.0","6.0","21.0","173.0","39402.3","0.15","0.9","0.0","7.92","0.9","7.13","0.0","0.0","0.0","0.0","7.13","123.86","600.92","300.46","593.79","477.06","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","39402.3","0.15","0.9","0.0","7.86","0.9","7.07","0.0","0.0","0.0","0.0","14.2","123.86","600.92","300.46","586.72","477.06","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","39402.3","0.15","0.9","0.0","7.8","0.9","7.02","0.0","0.0","0.0","0.0","21.22","123.86","600.92","300.46","579.7","477.06","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","39402.3","0.15","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","27.57","123.86","600.92","300.46","573.35","477.06","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","39402.3","0.15","0.9","0.0","7.82","0.9","7.04","0.0","0.0","0.0","0.0","34.61","123.86","600.92","300.46","566.31","477.06","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","39402.3","0.14","0.9","0.0","7.71","0.9","6.94","0.0","0.0","0.0","0.0","41.54","123.86","600.92","300.46","559.37","477.06","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","39402.3","0.14","0.9","0.0","8.18","0.9","7.36","0.0","0.0","0.0","0.0","48.91","123.86","600.92","300.46","552.01","477.06","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","39402.3","0.14","0.9","0.0","8.09","0.9","7.28","0.0","0.0","0.0","0.0","56.19","123.86","600.92","300.46","544.73","477.06","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","39402.3","0.14","0.9","0.0","7.45","0.9","6.71","0.0","0.0","0.0","0.0","62.89","123.86","600.92","300.46","538.03","477.06","0.0","","","","","","",""
