" Daily soil water balance output for Corn in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Corn in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","704.1","0.54","0.0","0.0","2.35","0.54","1.26","0.0","0.0","0.0","0.0","20.54","27.0","384.05","192.02","363.51","357.05","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","704.1","0.51","0.0","0.0","3.22","0.51","1.63","0.0","0.0","0.0","0.0","22.16","27.0","384.05","192.02","361.88","357.05","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","704.1","0.48","0.0","0.0","2.64","0.48","1.28","0.0","0.0","0.0","0.0","23.44","27.0","384.05","192.02","360.6","357.05","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","704.1","0.47","0.0","0.0","2.1","0.47","0.99","0.0","0.0","0.0","0.0","24.43","27.0","384.05","192.02","359.62","357.05","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","704.1","0.45","0.0","0.0","2.65","0.45","1.2","0.0","0.0","0.0","0.0","25.63","27.0","384.05","192.02","358.42","357.05","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","704.1","1.15","0.0","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","14.08","27.0","384.05","192.02","369.97","357.05","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","704.1","1.16","0.0","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","12.15","27.0","384.05","192.02","371.9","357.05","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","704.1","1.15","0.0","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","13.99","27.0","384.05","192.02","370.06","357.05","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","704.1","1.15","0.0","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","16.24","27.0","384.05","192.02","367.8","357.05","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","704.1","0.98","0.0","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","18.94","27.0","384.05","192.02","365.11","357.05","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","704.1","0.86","0.0","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","20.98","27.0","384.05","192.02","363.07","357.05","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","704.1","0.78","0.0","0.0","2.23","0.78","1.73","0.0","0.0","0.0","0.0","22.71","27.0","384.05","192.02","361.33","357.05","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","704.1","0.71","0.0","0.0","2.35","0.71","1.68","0.0","0.0","0.0","0.0","24.39","27.0","384.05","192.02","359.66","357.05","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","704.1","0.66","0.0","0.0","2.38","0.66","1.58","0.0","0.0","0.0","0.0","25.97","27.0","384.05","192.02","358.08","357.05","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","704.1","0.63","0.0","0.0","2.08","0.63","1.3","0.0","0.0","0.0","0.0","27.27","27.0","384.05","192.02","356.78","357.05","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","704.1","0.6","0.0","0.0","2.1","0.6","1.25","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","704.1","0.56","0.0","0.0","2.69","0.56","1.51","0.0","0.0","0.0","0.0","28.51","27.0","384.05","192.02","355.54","357.05","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","704.1","0.53","0.0","0.0","3.02","0.53","1.6","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","704.1","0.5","0.0","0.0","2.66","0.5","1.34","0.0","0.0","0.0","0.0","28.34","27.0","384.05","192.02","355.71","357.05","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","704.1","0.49","0.0","0.0","1.77","0.49","0.87","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","704.1","0.48","0.0","0.0","1.55","0.48","0.74","0.14","0.14","0.0","0.0","27.6","27.0","384.05","192.02","356.45","357.05","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","704.1","1.17","0.0","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","11.4","27.0","384.05","192.02","372.65","357.05","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","704.1","1.13","0.0","0.0","2.17","1.13","2.46","38.99","13.86","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","704.1","1.16","0.0","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","704.1","1.15","0.0","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","704.1","1.15","0.0","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","27.0","384.05","192.02","381.91","357.05","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","704.1","1.15","0.0","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","27.0","384.05","192.02","380.32","357.05","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","704.1","1.16","0.0","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","704.1","1.16","0.0","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","704.1","1.17","0.0","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","704.1","1.12","0.0","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","27.0","384.05","192.02","384.05","357.05","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","704.1","1.11","0.0","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","27.0","384.05","192.02","380.65","357.05","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","704.1","0.92","0.0","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","27.0","384.05","192.02","377.77","357.05","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","704.1","0.79","0.0","0.0","3.16","0.79","2.5","0.0","0.0","0.0","0.0","8.78","27.0","384.05","192.02","375.27","357.05","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","704.1","0.7","0.0","0.0","3.19","0.7","2.24","0.0","0.0","0.0","0.0","11.02","27.0","384.05","192.02","373.03","357.05","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","704.1","0.64","0.0","0.0","3.17","0.64","2.02","0.0","0.0","0.0","0.0","13.04","27.0","384.05","192.02","371.01","357.05","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","704.1","0.6","0.0","0.0","2.2","0.6","1.33","0.0","0.0","0.0","0.0","14.37","27.0","384.05","192.02","369.68","357.05","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","704.1","0.57","0.0","0.0","2.32","0.57","1.33","1.54","1.54","0.0","0.0","14.16","27.0","384.05","192.02","369.89","357.05","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","704.1","0.54","0.0","0.0","2.92","0.54","1.57","1.83","1.83","0.0","0.0","13.9","27.0","384.05","192.02","370.14","357.05","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","704.1","0.51","0.0","0.0","3.36","0.51","1.7","0.0","0.0","0.0","0.0","15.61","27.0","384.05","192.02","368.44","357.05","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","704.1","0.48","0.0","0.0","3.2","0.48","1.54","0.0","0.0","0.0","0.0","17.14","27.0","384.05","192.02","366.9","357.05","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","704.1","0.45","0.0","0.0","3.71","0.45","1.69","0.0","0.0","0.0","0.0","18.83","27.0","384.05","192.02","365.22","357.05","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","704.1","0.43","0.0","0.0","4.47","0.43","1.91","0.0","0.0","0.0","0.0","20.74","27.0","384.05","192.02","363.3","357.05","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","704.1","0.41","0.0","0.0","3.43","0.41","1.41","0.0","0.0","0.0","0.0","22.15","27.0","384.05","192.02","361.89","357.05","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","704.1","0.39","0.0","0.0","3.53","0.39","1.39","0.0","0.0","0.0","0.0","23.55","27.0","384.05","192.02","360.5","357.05","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","704.1","0.38","0.0","0.0","3.82","0.38","1.45","0.0","0.0","0.0","0.0","25.0","27.0","384.05","192.02","359.05","357.05","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","704.1","0.37","0.0","0.0","3.64","0.37","1.33","0.0","0.0","0.0","0.0","26.33","27.0","384.05","192.02","357.72","357.05","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","704.1","0.35","0.0","0.0","3.78","0.35","1.34","0.0","0.0","0.0","0.0","27.67","27.0","384.05","192.02","356.38","357.05","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","704.1","0.34","0.0","0.0","3.67","0.34","1.26","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","704.1","0.33","0.0","0.0","3.74","0.33","1.25","0.0","0.0","0.0","0.0","28.25","27.0","384.05","192.02","355.8","357.05","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","704.1","0.32","0.0","0.0","4.08","0.32","1.32","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","704.1","0.31","0.0","0.0","4.22","0.31","1.33","0.0","0.0","0.0","0.0","28.33","27.0","384.05","192.02","355.72","357.05","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","704.1","0.3","0.0","0.0","5.72","0.3","1.73","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","704.1","0.29","0.0","0.0","4.95","0.29","1.45","0.0","0.0","0.0","0.0","28.45","27.0","384.05","192.02","355.6","357.05","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","704.1","0.29","0.0","0.0","4.34","0.29","1.24","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","704.1","0.28","0.0","0.0","3.63","0.28","1.02","0.0","0.0","0.0","0.0","28.02","27.0","384.05","192.02","356.03","357.05","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","704.1","0.28","0.0","0.0","1.42","0.28","0.39","1.32","1.32","0.0","0.0","26.7","27.0","384.05","192.02","357.35","357.05","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","704.1","1.13","0.0","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","19.9","27.0","384.05","192.02","364.15","357.05","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","704.1","1.11","0.0","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","23.16","27.0","384.05","192.02","360.89","357.05","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","704.1","0.9","0.0","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","26.4","27.0","384.05","192.02","357.65","357.05","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","704.1","0.74","0.0","0.0","4.28","0.74","3.16","0.0","0.0","0.0","0.0","29.56","27.0","384.05","192.02","354.49","357.05","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","704.1","0.65","0.0","0.0","4.01","0.65","2.59","0.67","0.67","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","704.1","0.56","0.0","0.0","5.41","0.56","3.04","0.0","0.0","0.0","0.0","30.04","27.0","384.05","192.02","354.01","357.05","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","704.1","0.5","0.0","0.0","5.5","0.5","2.76","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","704.1","0.46","0.0","0.0","4.75","0.46","2.2","0.0","0.0","0.0","0.0","29.2","27.0","384.05","192.02","354.85","357.05","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","704.1","0.43","0.0","0.0","5.12","0.43","2.2","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","704.1","0.4","0.0","0.0","5.07","0.4","2.05","0.0","0.0","0.0","0.0","29.05","27.0","384.05","192.02","355.0","357.05","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","704.1","0.38","0.0","0.0","5.26","0.38","2.0","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","704.1","0.37","0.0","0.0","3.95","0.37","1.45","0.0","0.0","0.0","0.0","28.45","27.0","384.05","192.02","355.6","357.05","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","704.1","0.36","0.0","0.0","2.78","0.36","1.0","0.28","0.28","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","704.1","1.06","0.0","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","25.11","27.0","384.05","192.02","358.94","357.05","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","704.1","0.92","0.0","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","29.19","27.0","384.05","192.02","354.86","357.05","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","704.1","0.71","0.0","0.0","5.39","0.71","3.84","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","704.1","0.62","0.0","0.0","4.58","0.62","2.83","0.0","0.0","0.0","0.0","29.83","27.0","384.05","192.02","354.22","357.05","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","704.1","0.57","0.0","0.0","3.62","0.57","2.05","0.0","0.0","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","704.1","0.5","0.0","0.0","5.82","0.5","2.92","4.55","4.55","0.0","0.0","25.37","27.0","384.05","192.02","358.68","357.05","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","704.1","0.46","0.0","0.0","5.17","0.46","2.38","0.0","0.0","0.0","0.0","27.74","27.0","384.05","192.02","356.3","357.05","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","704.1","0.41","0.0","0.0","7.43","0.41","3.07","0.03","0.03","0.0","0.0","27.0","27.0","384.05","192.02","357.05","357.05","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","704.1","0.38","0.2","0.0","5.97","0.38","2.29","0.0","0.0","0.0","0.0","29.29","85.41","384.05","192.02","354.75","298.64","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","704.1","0.36","0.2","0.0","5.45","0.36","1.98","0.0","0.0","0.0","0.0","31.27","85.41","384.05","192.02","352.77","298.64","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","704.1","0.35","0.2","0.0","4.6","0.35","1.6","0.0","0.0","0.0","0.0","32.88","85.41","384.05","192.02","351.17","298.64","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","704.1","0.33","0.2","0.0","4.92","0.33","1.65","0.0","0.0","0.0","0.0","34.52","85.41","384.05","192.02","349.52","298.64","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","704.1","0.33","0.2","0.0","2.31","0.33","0.76","0.16","0.16","0.0","0.0","35.13","85.41","384.05","192.02","348.92","298.64","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","704.1","0.33","0.2","0.0","2.18","0.33","0.71","1.17","1.17","0.0","0.0","34.66","85.41","384.05","192.02","349.38","298.64","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","704.1","0.32","0.2","0.0","2.15","0.32","0.69","1.04","1.04","0.0","0.0","34.32","85.41","384.05","192.02","349.73","298.64","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","704.1","0.31","0.2","0.0","3.26","0.31","1.02","1.91","1.91","0.0","0.0","33.43","85.41","384.05","192.02","350.62","298.64","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","704.1","0.3","0.2","0.0","4.71","0.3","1.43","0.0","0.0","0.0","0.0","34.86","85.41","384.05","192.02","349.18","298.64","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","704.1","0.29","0.2","0.0","5.78","0.29","1.69","0.0","0.0","0.0","0.0","36.56","85.41","384.05","192.02","347.49","298.64","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","704.1","0.28","0.2","0.0","6.12","0.28","1.73","0.0","0.0","0.0","0.0","38.28","85.41","384.05","192.02","345.76","298.64","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","704.1","0.27","0.2","0.0","6.17","0.27","1.68","0.0","0.0","0.0","0.0","39.96","85.41","384.05","192.02","344.08","298.64","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","704.1","0.26","0.2","0.0","5.78","0.26","1.53","0.0","0.0","0.0","0.0","41.49","85.41","384.05","192.02","342.56","298.64","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","704.1","0.26","0.2","0.0","5.15","0.26","1.33","0.0","0.0","0.0","0.0","42.82","85.41","384.05","192.02","341.23","298.64","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","704.1","0.25","0.2","0.0","5.59","0.25","1.4","0.0","0.0","0.0","0.0","44.22","85.41","384.05","192.02","339.83","298.64","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","704.1","0.24","0.2","0.0","6.64","0.24","1.61","0.0","0.0","0.0","0.0","45.83","85.41","384.05","192.02","338.22","298.64","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","704.1","0.23","0.2","0.0","7.82","0.23","1.84","0.0","0.0","0.0","0.0","47.67","85.41","384.05","192.02","336.38","298.64","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","704.1","0.23","0.2","0.0","7.09","0.23","1.62","0.0","0.0","0.0","0.0","49.29","85.41","384.05","192.02","334.76","298.64","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","704.1","0.22","0.2","0.0","6.34","0.22","1.41","0.0","0.0","0.0","0.0","50.7","85.41","384.05","192.02","333.35","298.64","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","704.1","0.22","0.2","0.0","4.71","0.22","1.03","0.0","0.0","0.0","0.0","51.73","85.41","384.05","192.02","332.32","298.64","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","704.1","0.22","0.2","0.0","4.08","0.22","0.88","3.3","3.3","0.0","0.0","49.31","85.41","384.05","192.02","334.74","298.64","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","704.1","0.21","0.2","0.0","4.38","0.21","0.93","0.7","0.7","0.0","0.0","49.54","85.41","384.05","192.02","334.51","298.64","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","704.1","0.21","0.2","0.0","4.66","0.21","0.98","0.0","0.0","0.0","0.0","50.52","85.41","384.05","192.02","333.53","298.64","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","704.1","0.21","0.2","0.0","4.86","0.21","1.0","0.0","0.0","0.0","0.0","51.53","85.41","384.05","192.02","332.52","298.64","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","704.1","0.2","0.2","0.0","5.33","0.2","1.08","0.0","0.0","0.0","0.0","52.61","85.41","384.05","192.02","331.44","298.64","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","704.1","0.2","0.2","0.0","5.8","0.2","1.16","0.0","0.0","0.0","0.0","53.77","85.41","384.05","192.02","330.28","298.64","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","704.1","0.2","0.23","0.0","6.09","0.23","1.39","0.0","0.0","0.0","0.0","55.16","85.41","384.05","192.02","328.89","298.64","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","704.1","0.19","0.26","0.0","7.02","0.26","1.8","0.0","0.0","0.0","0.0","56.96","85.41","384.05","192.02","327.09","298.64","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","704.1","0.19","0.29","0.0","6.61","0.29","1.88","0.0","0.0","0.0","0.0","58.85","85.41","384.05","192.02","325.2","298.64","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","704.1","0.19","0.31","0.0","6.86","0.31","2.15","0.0","0.0","0.0","0.0","60.99","85.41","384.05","192.02","323.05","298.64","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","704.1","0.18","0.34","0.0","7.19","0.34","2.46","0.0","0.0","0.0","0.0","63.45","85.41","384.05","192.02","320.6","298.64","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","704.1","0.18","0.37","0.0","7.38","0.37","2.73","0.0","0.0","0.0","0.0","66.18","85.41","384.05","192.02","317.87","298.64","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","704.1","0.18","0.4","0.0","6.92","0.4","2.76","0.0","0.0","0.0","0.0","68.94","85.41","384.05","192.02","315.11","298.64","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","704.1","0.17","0.43","0.0","7.41","0.43","3.16","0.0","0.0","0.0","0.0","72.1","85.41","384.05","192.02","311.95","298.64","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","704.1","0.17","0.46","0.0","4.7","0.46","2.14","0.0","0.0","0.0","0.0","74.24","85.41","384.05","192.02","309.81","298.64","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","704.1","0.17","0.48","0.0","7.65","0.48","3.7","0.0","0.0","0.0","0.0","77.94","85.41","384.05","192.02","306.11","298.64","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","704.1","0.17","0.51","0.0","7.32","0.51","3.75","0.0","0.0","0.0","0.0","81.68","85.41","384.05","192.02","302.37","298.64","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","704.1","0.16","0.54","0.0","6.88","0.54","3.72","0.0","0.0","0.0","0.0","85.4","85.41","384.05","192.02","298.65","298.64","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","704.1","0.16","0.57","0.0","6.66","0.57","3.79","0.0","0.0","0.0","0.0","0.0","85.41","384.05","192.02","384.05","298.64","89.18","","","","","","",""
"2016.0","6.0","9.0","161.0","704.1","0.16","0.6","0.0","6.33","0.6","3.78","0.0","0.0","0.0","0.0","3.78","85.41","384.05","192.02","380.27","298.64","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","704.1","0.16","0.63","0.0","6.63","0.63","4.14","0.0","0.0","0.0","0.0","7.92","85.41","384.05","192.02","376.13","298.64","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","704.1","0.15","0.65","0.0","6.93","0.65","4.53","0.0","0.0","0.0","0.0","12.45","85.41","384.05","192.02","371.6","298.64","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","704.1","0.15","0.68","0.0","7.07","0.68","4.82","0.0","0.0","0.0","0.0","17.27","85.41","384.05","192.02","366.78","298.64","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","704.1","0.15","0.71","0.0","6.74","0.71","4.79","0.0","0.0","0.0","0.0","22.05","85.41","384.05","192.02","361.99","298.64","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","704.1","0.15","0.74","0.0","6.25","0.74","4.61","0.0","0.0","0.0","0.0","26.67","85.41","384.05","192.02","357.38","298.64","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","704.1","0.15","0.77","0.0","5.13","0.77","3.93","0.0","0.0","0.0","0.0","30.6","85.41","384.05","192.02","353.45","298.64","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","704.1","0.15","0.8","0.0","5.19","0.8","4.13","0.0","0.0","0.0","0.0","34.73","85.41","384.05","192.02","349.32","298.64","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","704.1","0.15","0.82","0.0","4.72","0.82","3.89","0.0","0.0","0.0","0.0","38.61","85.41","384.05","192.02","345.44","298.64","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","704.1","0.14","0.85","0.0","6.09","0.85","5.19","0.0","0.0","0.0","0.0","43.8","85.41","384.05","192.02","340.25","298.64","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","704.1","0.14","0.88","0.0","6.77","0.88","5.96","0.0","0.0","0.0","0.0","49.76","85.41","384.05","192.02","334.29","298.64","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","704.1","0.14","0.91","0.0","7.37","0.91","6.69","0.0","0.0","0.0","0.0","56.45","85.41","384.05","192.02","327.6","298.64","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","704.1","0.14","0.94","0.0","7.68","0.94","7.19","0.0","0.0","0.0","0.0","63.65","85.41","384.05","192.02","320.4","298.64","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","704.1","0.14","0.97","0.0","7.83","0.97","7.56","0.0","0.0","0.0","0.0","71.2","85.41","384.05","192.02","312.85","298.64","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","704.1","0.14","0.99","0.0","7.67","0.99","7.62","0.0","0.0","0.0","0.0","78.82","85.41","384.05","192.02","305.23","298.64","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","704.1","0.13","1.02","0.0","7.0","1.02","7.15","0.0","0.0","0.0","0.0","0.0","85.41","384.05","192.02","384.05","298.64","85.97","","","","","","",""
"2016.0","6.0","25.0","177.0","704.1","0.13","1.05","0.0","7.78","1.05","8.17","0.0","0.0","0.0","0.0","8.17","85.41","384.05","192.02","375.88","298.64","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","704.1","0.13","1.05","0.0","7.64","1.05","8.02","0.0","0.0","0.0","0.0","16.19","85.41","384.05","192.02","367.86","298.64","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","704.1","0.13","1.05","0.0","8.07","1.05","8.47","0.0","0.0","0.0","0.0","24.66","85.41","384.05","192.02","359.38","298.64","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","704.1","0.13","1.05","0.0","8.11","1.05","8.52","0.0","0.0","0.0","0.0","33.18","85.41","384.05","192.02","350.87","298.64","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","704.1","0.13","1.05","0.0","7.53","1.05","7.91","0.0","0.0","0.0","0.0","41.09","85.41","384.05","192.02","342.96","298.64","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","704.1","0.13","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","48.92","85.41","384.05","192.02","335.13","298.64","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","704.1","0.13","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","56.66","85.41","384.05","192.02","327.39","298.64","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","704.1","0.12","1.05","0.0","7.33","1.05","7.7","0.0","0.0","0.0","0.0","64.35","85.41","384.05","192.02","319.69","298.64","0.0","","","","","","",""
