" Daily soil water balance output for Fallow in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Fallow in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","9.0","40.0","46833.168177","0.63","0.63","0.0","1.99","0.63","1.2537","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","10.0","41.0","46833.168177","0.6","0.6","0.0","1.96","0.6","1.176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","11.0","42.0","46833.168177","0.58","0.58","0.0","1.8","0.58","1.044","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","12.0","43.0","46833.168177","0.56","0.56","0.0","1.89","0.56","1.0584","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","46833.168177","0.53","0.53","0.0","2.32","0.53","1.2296","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","46833.168177","0.51","0.51","0.0","2.94","0.51","1.4994","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","46833.168177","0.49","0.49","0.0","2.4","0.49","1.176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","46833.168177","0.47","0.47","0.0","2.18","0.47","1.0246","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","46833.168177","0.45","0.45","0.0","2.89","0.45","1.3005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","46833.168177","1.14","1.14","0.0","1.93","1.14","2.2002","12.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","46833.168177","1.15","1.15","0.0","1.79","1.15","2.0585","1.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","46833.168177","1.15","1.15","0.0","1.78","1.15","2.047","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","46833.168177","1.01","1.01","0.0","2.03","1.01","2.0503","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","46833.168177","0.87","0.87","0.0","2.67","0.87","2.3229","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","46833.168177","0.78","0.78","0.0","2.49","0.78","1.9422","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","46833.168177","0.72","0.72","0.0","2.29","0.72","1.6488","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","46833.168177","0.66","0.66","0.0","2.39","0.66","1.5774","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","46833.168177","0.62","0.62","0.0","2.46","0.62","1.5252","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","46833.168177","0.59","0.59","0.0","2.45","0.59","1.4455","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","46833.168177","0.56","0.56","0.0","2.08","0.56","1.1648","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","46833.168177","0.53","0.53","0.0","2.7","0.53","1.431","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","46833.168177","0.5","0.5","0.0","3.07","0.5","1.535","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","46833.168177","0.48","0.48","0.0","2.66","0.48","1.2768","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","46833.168177","0.47","0.47","0.0","2.01","0.47","0.9447","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","46833.168177","0.46","0.46","0.0","1.63","0.46","0.7498","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","46833.168177","1.17","1.17","0.0","1.29","1.17","1.5093","9.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","46833.168177","1.13","1.13","0.0","2.24","1.13","2.5312","23.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","46833.168177","1.16","1.16","0.0","1.43","1.16","1.6588","16.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","46833.168177","1.14","1.14","0.0","2.0","1.14","2.28","2.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","46833.168177","1.14","1.14","0.0","2.17","1.14","2.4738","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","46833.168177","1.14","1.14","0.0","1.49","1.14","1.6986","0.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","46833.168177","1.16","1.16","0.0","1.56","1.16","1.8096","2.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","46833.168177","1.14","1.14","0.0","1.94","1.14","2.2116","10.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","46833.168177","1.17","1.17","0.0","1.23","1.17","1.4391","5.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","46833.168177","1.12","1.12","0.0","2.53","1.12","2.8336","16.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","46833.168177","1.11","1.11","0.0","3.04","1.11","3.3744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","46833.168177","0.93","0.93","0.0","3.13","0.93","2.9109","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","46833.168177","0.79","0.79","0.0","3.15","0.79","2.4885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","46833.168177","0.7","0.7","0.0","3.12","0.7","2.184","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","46833.168177","0.64","0.64","0.0","3.12","0.64","1.9968","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","46833.168177","0.6","0.6","0.0","2.58","0.6","1.548","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","46833.168177","0.57","0.57","0.0","2.43","0.57","1.3851","1.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","46833.168177","0.53","0.53","0.0","3.06","0.53","1.6218","0.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","46833.168177","0.5","0.5","0.0","3.41","0.5","1.705","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","46833.168177","0.48","0.48","0.0","3.28","0.48","1.5744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","46833.168177","0.45","0.45","0.0","3.68","0.45","1.656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","46833.168177","0.43","0.43","0.0","4.3","0.43","1.849","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","46833.168177","0.41","0.41","0.0","3.59","0.41","1.4719","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","46833.168177","0.39","0.39","0.0","3.48","0.39","1.3572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","46833.168177","0.38","0.38","0.0","3.78","0.38","1.4364","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","46833.168177","0.37","0.37","0.0","3.59","0.37","1.3283","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","46833.168177","0.35","0.35","0.0","3.81","0.35","1.3335","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","46833.168177","0.34","0.34","0.0","3.73","0.34","1.2682","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","46833.168177","0.33","0.33","0.0","3.81","0.33","1.2573","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","46833.168177","0.32","0.32","0.0","4.13","0.32","1.3216","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","46833.168177","0.31","0.31","0.0","4.33","0.31","1.3423","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","46833.168177","0.3","0.3","0.0","5.51","0.3","1.653","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","46833.168177","0.29","0.29","0.0","4.85","0.29","1.4065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","46833.168177","0.28","0.28","0.0","4.26","0.28","1.1928","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","46833.168177","0.28","0.28","0.0","3.38","0.28","0.9464","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","46833.168177","1.16","1.16","0.0","1.55","1.16","1.798","8.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","46833.168177","1.14","1.14","0.0","2.05","1.14","2.337","30.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","46833.168177","1.12","1.12","0.0","3.17","1.12","3.5504","0.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","46833.168177","0.94","0.94","0.0","3.22","0.94","3.0268","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","46833.168177","0.76","0.76","0.0","4.22","0.76","3.2072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","46833.168177","0.66","0.66","0.0","4.17","0.66","2.7522","1.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","46833.168177","0.57","0.57","0.0","5.48","0.57","3.1236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","46833.168177","0.51","0.51","0.0","5.16","0.51","2.6316","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","46833.168177","0.47","0.47","0.0","4.85","0.47","2.2795","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","46833.168177","0.44","0.44","0.0","5.18","0.44","2.2792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","46833.168177","0.41","0.41","0.0","4.94","0.41","2.0254","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","46833.168177","0.39","0.39","0.0","5.19","0.39","2.0241","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","46833.168177","0.37","0.37","0.0","3.95","0.37","1.4615","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","46833.168177","0.36","0.36","0.0","2.76","0.36","0.9936","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","46833.168177","1.06","1.06","0.0","4.11","1.06","4.3566","5.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","46833.168177","0.9","0.9","0.0","4.63","0.9","4.167","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","46833.168177","0.7","0.7","0.0","5.42","0.7","3.794","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","46833.168177","0.61","0.61","0.0","4.78","0.61","2.9158","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","46833.168177","0.56","0.56","0.0","3.73","0.56","2.0888","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","46833.168177","0.5","0.5","0.0","5.66","0.5","2.83","3.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","46833.168177","0.46","0.46","0.0","5.01","0.46","2.3046","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","46833.168177","0.41","0.41","0.0","7.32","0.41","3.0012","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","46833.168177","0.38","0.38","0.0","5.79","0.38","2.2002","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","46833.168177","0.36","0.36","0.0","5.39","0.36","1.9404","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","46833.168177","0.35","0.35","0.0","4.47","0.35","1.5645","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","46833.168177","0.34","0.34","0.0","4.71","0.34","1.6014","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","46833.168177","0.33","0.33","0.0","2.67","0.33","0.8811","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","46833.168177","0.33","0.33","0.0","1.97","0.33","0.6501","0.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","46833.168177","1.13","1.13","0.0","2.2","1.13","2.486","7.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","46833.168177","1.11","1.11","0.0","3.41","1.11","3.7851","0.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","46833.168177","0.84","0.84","0.0","4.7","0.84","3.948","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","46833.168177","0.67","0.67","0.0","5.58","0.67","3.7386","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","46833.168177","0.57","0.57","0.0","5.92","0.57","3.3744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","46833.168177","0.5","0.5","0.0","6.04","0.5","3.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","46833.168177","0.46","0.46","0.0","5.58","0.46","2.5668","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","46833.168177","0.42","0.42","0.0","5.14","0.42","2.1588","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","46833.168177","0.4","0.4","0.0","5.58","0.4","2.232","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","46833.168177","0.37","0.37","0.0","6.65","0.37","2.4605","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","46833.168177","0.34","0.34","0.0","7.63","0.34","2.5942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","46833.168177","0.32","0.32","0.0","7.1","0.32","2.272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","46833.168177","0.31","0.31","0.0","6.31","0.31","1.9561","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","46833.168177","0.3","0.3","0.0","5.02","0.3","1.506","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","46833.168177","0.29","0.29","0.0","3.47","0.29","1.0063","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","46833.168177","0.28","0.28","0.0","4.27","0.28","1.1956","1.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","46833.168177","0.28","0.28","0.0","4.87","0.28","1.3636","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","46833.168177","0.27","0.27","0.0","4.92","0.27","1.3284","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","46833.168177","0.26","0.26","0.0","5.35","0.26","1.391","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","46833.168177","0.25","0.25","0.0","5.71","0.25","1.4275","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","46833.168177","0.25","0.25","0.0","6.09","0.25","1.5225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","46833.168177","0.24","0.24","0.0","6.94","0.24","1.6656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","46833.168177","0.23","0.23","0.0","6.63","0.23","1.5249","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","46833.168177","0.23","0.23","0.0","6.85","0.23","1.5755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","46833.168177","0.22","0.22","0.0","7.16","0.22","1.5752","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","46833.168177","0.21","0.21","0.0","7.16","0.21","1.5036","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","46833.168177","0.21","0.21","0.0","7.01","0.21","1.4721","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","46833.168177","0.2","0.2","0.0","7.38","0.2","1.476","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","46833.168177","0.2","0.2","0.0","5.17","0.2","1.034","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","46833.168177","0.2","0.2","0.0","7.76","0.2","1.552","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","46833.168177","0.19","0.19","0.0","7.24","0.19","1.3756","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","46833.168177","0.19","0.19","0.0","6.94","0.19","1.3186","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","46833.168177","0.19","0.19","0.0","6.51","0.19","1.2369","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","46833.168177","0.18","0.18","0.0","6.32","0.18","1.1376","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","46833.168177","0.18","0.18","0.0","6.71","0.18","1.2078","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","46833.168177","0.18","0.18","0.0","6.85","0.18","1.233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","46833.168177","0.17","0.17","0.0","6.87","0.17","1.1679","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","46833.168177","0.17","0.17","0.0","6.59","0.17","1.1203","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","46833.168177","0.17","0.17","0.0","6.48","0.17","1.1016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","46833.168177","0.17","0.17","0.0","5.54","0.17","0.9418","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","46833.168177","0.16","0.16","0.0","5.48","0.16","0.8768","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","46833.168177","0.16","0.16","0.0","5.34","0.16","0.8544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","46833.168177","0.16","0.16","0.0","6.31","0.16","1.0096","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","46833.168177","0.16","0.16","0.0","6.96","0.16","1.1136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","46833.168177","0.16","0.16","0.0","7.57","0.16","1.2112","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","46833.168177","0.15","0.15","0.0","7.92","0.15","1.188","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","46833.168177","0.15","0.15","0.0","7.86","0.15","1.179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","46833.168177","0.15","0.15","0.0","7.8","0.15","1.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","46833.168177","0.15","0.15","0.0","7.05","0.15","1.0575","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
