" Daily soil water balance output for Citrus in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Citrus in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","1.56","0.54","0.7","0.0","2.34","0.7","1.64","0.0","0.0","0.0","0.0","20.67","94.35","416.97","208.48","396.29","322.61","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","1.56","0.51","0.7","0.0","3.12","0.7","2.18","0.0","0.0","0.0","0.0","22.86","94.35","416.97","208.48","394.11","322.61","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","1.56","0.49","0.7","0.0","2.53","0.7","1.77","0.0","0.0","0.0","0.0","24.63","94.35","416.97","208.48","392.34","322.61","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","1.56","0.47","0.7","0.0","2.12","0.7","1.48","0.0","0.0","0.0","0.0","26.11","94.35","416.97","208.48","390.85","322.61","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","1.56","0.45","0.7","0.0","2.71","0.7","1.9","0.42","0.42","0.0","0.0","27.59","94.35","416.97","208.48","389.38","322.61","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","1.56","1.14","0.7","0.0","1.92","1.14","2.19","12.78","12.78","0.0","0.0","17.0","94.35","416.97","208.48","399.96","322.61","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","1.56","1.15","0.7","0.0","1.64","1.15","1.89","4.26","4.26","0.0","0.0","14.64","94.35","416.97","208.48","402.33","322.61","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","1.56","1.15","0.7","0.0","1.8","1.15","2.07","0.01","0.01","0.0","0.0","16.7","94.35","416.97","208.48","400.27","322.61","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","1.56","1.15","0.7","0.0","1.99","1.15","2.28","0.0","0.0","0.0","0.0","18.98","94.35","416.97","208.48","397.98","322.61","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","1.56","0.97","0.7","0.0","2.71","0.97","2.64","0.0","0.0","0.0","0.0","21.62","94.35","416.97","208.48","395.35","322.61","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","1.56","0.85","0.7","0.0","2.42","0.85","2.06","0.0","0.0","0.0","0.0","23.68","94.35","416.97","208.48","393.28","322.61","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","1.56","0.77","0.7","0.0","2.23","0.77","1.73","0.0","0.0","0.0","0.0","25.41","94.35","416.97","208.48","391.56","322.61","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","1.56","0.71","0.7","0.0","2.36","0.71","1.68","0.0","0.0","0.0","0.0","27.09","94.35","416.97","208.48","389.88","322.61","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","1.56","0.66","0.7","0.0","2.37","0.7","1.66","0.0","0.0","0.0","0.0","28.75","94.35","416.97","208.48","388.22","322.61","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","1.56","0.62","0.7","0.0","2.25","0.7","1.58","0.0","0.0","0.0","0.0","30.32","94.35","416.97","208.48","386.65","322.61","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","1.56","0.59","0.7","0.0","2.09","0.7","1.46","0.0","0.0","0.0","0.0","31.78","94.35","416.97","208.48","385.18","322.61","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","1.56","0.56","0.7","0.0","2.68","0.7","1.88","0.0","0.0","0.0","0.0","33.66","94.35","416.97","208.48","383.31","322.61","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","1.56","0.53","0.7","0.0","3.02","0.7","2.11","0.0","0.0","0.0","0.0","35.77","94.35","416.97","208.48","381.19","322.61","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","1.56","0.5","0.7","0.0","2.62","0.7","1.83","0.0","0.0","0.0","0.0","37.61","94.35","416.97","208.48","379.36","322.61","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","1.56","0.49","0.7","0.0","1.85","0.7","1.3","0.0","0.0","0.0","0.0","38.9","94.35","416.97","208.48","378.06","322.61","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","1.56","0.48","0.7","0.0","1.57","0.7","1.1","0.3","0.3","0.0","0.0","39.7","94.35","416.97","208.48","377.26","322.61","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","1.56","1.17","0.7","0.0","1.24","1.17","1.45","13.48","13.48","0.0","0.0","27.67","94.35","416.97","208.48","389.29","322.61","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","1.56","1.13","0.7","0.0","2.16","1.13","2.45","33.53","30.12","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","1.56","1.16","0.7","0.0","1.52","1.16","1.76","17.68","1.76","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","1.56","1.15","0.7","0.0","1.84","1.15","2.11","2.59","2.11","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","1.56","1.15","0.7","0.0","1.91","1.15","2.19","0.11","0.11","0.0","0.0","2.08","94.35","416.97","208.48","414.89","322.61","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","1.56","1.15","0.7","0.0","1.42","1.15","1.63","0.37","0.37","0.0","0.0","3.34","94.35","416.97","208.48","413.62","322.61","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","1.56","1.16","0.7","0.0","1.5","1.16","1.74","8.16","5.08","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","1.56","1.15","0.7","0.0","1.66","1.15","1.91","11.81","1.91","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","1.56","1.17","0.7","0.0","1.2","1.17","1.41","11.61","1.41","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","1.56","1.12","0.7","0.0","2.56","1.12","2.86","17.07","2.86","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","1.56","1.11","0.7","0.0","3.05","1.11","3.38","0.0","0.0","0.0","0.0","3.38","94.35","416.97","208.48","413.59","322.61","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","1.56","0.92","0.7","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.26","94.35","416.97","208.48","410.7","322.61","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","1.56","0.79","0.7","0.0","3.15","0.79","2.49","0.0","0.0","0.0","0.0","8.76","94.35","416.97","208.48","408.21","322.61","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","1.56","0.7","0.7","0.0","3.16","0.7","2.22","0.0","0.0","0.0","0.0","10.98","94.35","416.97","208.48","405.99","322.61","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","1.56","0.64","0.7","0.0","3.15","0.7","2.21","0.0","0.0","0.0","0.0","13.18","94.35","416.97","208.48","403.78","322.61","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","1.56","0.6","0.7","0.0","2.32","0.7","1.62","0.02","0.02","0.0","0.0","14.79","94.35","416.97","208.48","402.18","322.61","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","1.56","0.57","0.7","0.0","2.33","0.7","1.63","2.11","2.11","0.0","0.0","14.31","94.35","416.97","208.48","402.66","322.61","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","1.56","0.54","0.7","0.0","2.98","0.7","2.09","0.76","0.76","0.0","0.0","15.63","94.35","416.97","208.48","401.33","322.61","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","1.56","0.51","0.7","0.0","3.38","0.7","2.37","0.0","0.0","0.0","0.0","18.0","94.35","416.97","208.48","398.97","322.61","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","1.56","0.48","0.7","0.0","3.22","0.7","2.25","0.0","0.0","0.0","0.0","20.25","94.35","416.97","208.48","396.71","322.61","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","1.56","0.45","0.7","0.0","3.68","0.7","2.58","0.0","0.0","0.0","0.0","22.83","94.35","416.97","208.48","394.14","322.61","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","1.56","0.43","0.7","0.0","4.39","0.7","3.07","0.0","0.0","0.0","0.0","25.9","94.35","416.97","208.48","391.06","322.61","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","1.56","0.41","0.7","0.0","3.5","0.7","2.45","0.0","0.0","0.0","0.0","28.35","94.35","416.97","208.48","388.61","322.61","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","1.56","0.39","0.7","0.0","3.48","0.7","2.44","0.0","0.0","0.0","0.0","30.79","94.35","416.97","208.48","386.18","322.61","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","1.56","0.38","0.7","0.0","3.78","0.7","2.65","0.0","0.0","0.0","0.0","33.44","94.35","416.97","208.48","383.53","322.61","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","1.56","0.37","0.7","0.0","3.6","0.7","2.52","0.0","0.0","0.0","0.0","35.96","94.35","416.97","208.48","381.01","322.61","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","1.56","0.35","0.7","0.0","3.79","0.7","2.65","0.0","0.0","0.0","0.0","38.61","94.35","416.97","208.48","378.36","322.61","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","1.56","0.34","0.7","0.0","3.69","0.7","2.58","0.0","0.0","0.0","0.0","41.19","94.35","416.97","208.48","375.78","322.61","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","1.56","0.33","0.7","0.0","3.75","0.7","2.63","0.0","0.0","0.0","0.0","43.82","94.35","416.97","208.48","373.15","322.61","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","1.56","0.32","0.7","0.0","4.07","0.7","2.85","0.0","0.0","0.0","0.0","46.67","94.35","416.97","208.48","370.3","322.61","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","1.56","0.31","0.7","0.0","4.24","0.7","2.97","0.0","0.0","0.0","0.0","49.63","94.35","416.97","208.48","367.33","322.61","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","1.56","0.3","0.7","0.0","5.59","0.7","3.91","0.0","0.0","0.0","0.0","53.55","94.35","416.97","208.48","363.42","322.61","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","1.56","0.29","0.7","0.0","4.9","0.7","3.43","0.0","0.0","0.0","0.0","56.98","94.35","416.97","208.48","359.99","322.61","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","1.56","0.29","0.7","0.0","4.35","0.7","3.05","0.0","0.0","0.0","0.0","60.02","94.35","416.97","208.48","356.95","322.61","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","1.56","0.28","0.7","0.0","3.49","0.7","2.44","0.22","0.22","0.0","0.0","62.24","94.35","416.97","208.48","354.72","322.61","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","1.56","1.16","0.7","0.0","1.48","1.16","1.72","3.68","3.68","0.0","0.0","60.28","94.35","416.97","208.48","356.68","322.61","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","1.56","1.13","0.7","0.0","2.16","1.13","2.45","14.12","14.12","0.0","0.0","48.61","94.35","416.97","208.48","368.36","322.61","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","1.56","1.11","0.7","0.0","3.29","1.11","3.66","0.9","0.9","0.0","0.0","51.37","94.35","416.97","208.48","365.6","322.61","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","1.56","0.91","0.7","0.0","3.54","0.91","3.22","0.0","0.0","0.0","0.0","54.59","94.35","416.97","208.48","362.38","322.61","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","1.56","0.75","0.7","0.0","4.25","0.75","3.17","0.0","0.0","0.0","0.0","57.75","94.35","416.97","208.48","359.21","322.61","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","1.56","0.65","0.7","0.0","4.09","0.7","2.86","1.02","1.02","0.0","0.0","59.6","94.35","416.97","208.48","357.37","322.61","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","1.56","0.56","0.7","0.0","5.43","0.7","3.8","0.0","0.0","0.0","0.0","63.4","94.35","416.97","208.48","353.57","322.61","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","1.56","0.5","0.7","0.0","5.34","0.7","3.74","0.0","0.0","0.0","0.0","67.13","94.35","416.97","208.48","349.83","322.61","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","1.56","0.47","0.7","0.0","4.76","0.7","3.33","0.0","0.0","0.0","0.0","70.47","94.35","416.97","208.48","346.5","322.61","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","1.56","0.43","0.7","0.0","5.12","0.7","3.58","0.0","0.0","0.0","0.0","74.05","94.35","416.97","208.48","342.92","322.61","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","1.56","0.41","0.7","0.0","4.98","0.7","3.49","0.0","0.0","0.0","0.0","77.54","94.35","416.97","208.48","339.43","322.61","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","1.56","0.38","0.7","0.0","5.18","0.7","3.63","0.0","0.0","0.0","0.0","81.16","94.35","416.97","208.48","335.8","322.61","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","1.56","0.37","0.7","0.0","3.85","0.7","2.7","0.0","0.0","0.0","0.0","83.86","94.35","416.97","208.48","333.11","322.61","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","1.56","0.36","0.7","0.0","2.79","0.7","1.95","0.11","0.11","0.0","0.0","85.7","94.35","416.97","208.48","331.27","322.61","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","1.56","1.06","0.7","0.0","4.03","1.06","4.27","5.17","5.17","0.0","0.0","84.8","94.35","416.97","208.48","332.17","322.61","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","1.56","0.91","0.7","0.0","4.56","0.91","4.14","0.0","0.0","0.0","0.0","88.94","94.35","416.97","208.48","328.03","322.61","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","1.56","0.71","0.7","0.0","5.38","0.71","3.81","0.0","0.0","0.0","0.0","92.74","94.35","416.97","208.48","324.22","322.61","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","1.56","0.61","0.7","0.0","4.67","0.7","3.27","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","96.01","","","","","","",""
"2016.0","4.0","27.0","118.0","1.56","0.56","0.7","0.0","3.74","0.7","2.62","0.0","0.0","0.0","0.0","2.62","94.35","416.97","208.48","414.35","322.61","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","1.56","0.99","0.7","0.0","5.75","0.99","5.69","4.8","4.8","0.0","0.0","3.51","94.35","416.97","208.48","413.46","322.61","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","1.56","0.79","0.7","0.0","5.1","0.79","4.03","0.0","0.0","0.0","0.0","7.54","94.35","416.97","208.48","409.42","322.61","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","1.56","0.6","0.7","0.0","7.38","0.7","5.17","0.0","0.0","0.0","0.0","12.71","94.35","416.97","208.48","404.26","322.61","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","1.56","0.52","0.7","0.0","5.86","0.7","4.1","0.0","0.0","0.0","0.0","16.81","94.35","416.97","208.48","400.16","322.61","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","1.56","0.48","0.7","0.0","5.39","0.7","3.77","0.0","0.0","0.0","0.0","20.58","94.35","416.97","208.48","396.38","322.61","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","1.56","0.44","0.7","0.0","4.49","0.7","3.14","0.0","0.0","0.0","0.0","23.73","94.35","416.97","208.48","393.24","322.61","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","1.56","0.42","0.7","0.0","4.86","0.7","3.4","0.0","0.0","0.0","0.0","27.13","94.35","416.97","208.48","389.84","322.61","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","1.56","0.41","0.7","0.0","2.44","0.7","1.71","0.08","0.08","0.0","0.0","28.76","94.35","416.97","208.48","388.21","322.61","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","1.56","0.4","0.7","0.0","2.03","0.7","1.42","0.13","0.13","0.0","0.0","30.05","94.35","416.97","208.48","386.92","322.61","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","1.56","0.39","0.7","0.0","2.18","0.7","1.53","3.39","3.39","0.0","0.0","28.18","94.35","416.97","208.48","388.78","322.61","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","1.56","0.38","0.7","0.0","3.23","0.7","2.26","1.22","1.22","0.0","0.0","29.22","94.35","416.97","208.48","387.74","322.61","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","1.56","0.36","0.7","0.0","4.65","0.7","3.26","0.0","0.0","0.0","0.0","32.48","94.35","416.97","208.48","384.49","322.61","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","1.56","0.34","0.7","0.0","5.68","0.7","3.98","0.0","0.0","0.0","0.0","36.46","94.35","416.97","208.48","380.51","322.61","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","1.56","0.33","0.7","0.0","6.03","0.7","4.22","0.0","0.0","0.0","0.0","40.68","94.35","416.97","208.48","376.29","322.61","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","1.56","0.31","0.7","0.0","6.07","0.7","4.25","0.0","0.0","0.0","0.0","44.93","94.35","416.97","208.48","372.04","322.61","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","1.56","0.3","0.7","0.0","5.63","0.7","3.94","0.0","0.0","0.0","0.0","48.87","94.35","416.97","208.48","368.1","322.61","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","1.56","0.29","0.7","0.0","5.14","0.7","3.6","0.0","0.0","0.0","0.0","52.46","94.35","416.97","208.48","364.5","322.61","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","1.56","0.28","0.7","0.0","5.57","0.7","3.9","0.0","0.0","0.0","0.0","56.36","94.35","416.97","208.48","360.6","322.61","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","1.56","0.27","0.7","0.0","6.62","0.7","4.63","0.0","0.0","0.0","0.0","61.0","94.35","416.97","208.48","355.97","322.61","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","1.56","0.26","0.7","0.0","7.71","0.7","5.4","0.0","0.0","0.0","0.0","66.39","94.35","416.97","208.48","350.57","322.61","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","1.56","0.25","0.7","0.0","7.08","0.7","4.96","0.0","0.0","0.0","0.0","71.35","94.35","416.97","208.48","345.62","322.61","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","1.56","0.24","0.7","0.0","6.3","0.7","4.41","0.0","0.0","0.0","0.0","75.76","94.35","416.97","208.48","341.21","322.61","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","1.56","0.24","0.7","0.0","4.85","0.7","3.4","0.0","0.0","0.0","0.0","79.16","94.35","416.97","208.48","337.81","322.61","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","1.56","0.24","0.7","0.0","3.73","0.7","2.61","0.32","0.32","0.0","0.0","81.45","94.35","416.97","208.48","335.52","322.61","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","1.56","0.23","0.7","0.0","4.28","0.7","3.0","0.26","0.26","0.0","0.0","84.18","94.35","416.97","208.48","332.78","322.61","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","1.56","0.23","0.7","0.0","4.84","0.7","3.39","0.0","0.0","0.0","0.0","87.57","94.35","416.97","208.48","329.4","322.61","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","1.56","0.22","0.7","0.0","4.85","0.7","3.4","0.0","0.0","0.0","0.0","90.97","94.35","416.97","208.48","326.0","322.61","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","1.56","0.22","0.7","0.0","5.31","0.7","3.72","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","94.68","","","","","","",""
"2016.0","5.0","26.0","147.0","1.56","0.21","0.7","0.0","5.74","0.7","4.02","0.0","0.0","0.0","0.0","4.02","94.35","416.97","208.48","412.95","322.61","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","1.56","0.21","0.7","0.0","6.05","0.7","4.24","0.0","0.0","0.0","0.0","8.25","94.35","416.97","208.48","408.71","322.61","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","1.56","0.21","0.7","0.0","6.96","0.7","4.87","0.0","0.0","0.0","0.0","13.13","94.35","416.97","208.48","403.84","322.61","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","1.56","0.2","0.7","0.0","6.57","0.7","4.6","0.0","0.0","0.0","0.0","17.72","94.35","416.97","208.48","399.24","322.61","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","1.56","0.2","0.7","0.0","6.83","0.7","4.78","0.0","0.0","0.0","0.0","22.51","94.35","416.97","208.48","394.46","322.61","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","1.56","0.19","0.7","0.0","7.15","0.7","5.01","0.0","0.0","0.0","0.0","27.51","94.35","416.97","208.48","389.46","322.61","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","1.56","0.19","0.7","0.0","7.23","0.7","5.06","0.0","0.0","0.0","0.0","32.57","94.35","416.97","208.48","384.4","322.61","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","1.56","0.19","0.7","0.0","6.91","0.7","4.84","0.0","0.0","0.0","0.0","37.41","94.35","416.97","208.48","379.56","322.61","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","1.56","0.18","0.7","0.0","7.35","0.7","5.15","0.0","0.0","0.0","0.0","42.55","94.35","416.97","208.48","374.41","322.61","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","1.56","0.18","0.7","0.0","4.89","0.7","3.42","0.0","0.0","0.0","0.0","45.98","94.35","416.97","208.48","370.99","322.61","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","1.56","0.18","0.7","0.0","7.68","0.7","5.38","0.0","0.0","0.0","0.0","51.35","94.35","416.97","208.48","365.61","322.61","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","1.56","0.17","0.7","0.0","7.2","0.7","5.04","0.0","0.0","0.0","0.0","56.39","94.35","416.97","208.48","360.57","322.61","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","1.56","0.17","0.7","0.0","6.83","0.7","4.78","0.0","0.0","0.0","0.0","61.17","94.35","416.97","208.48","355.79","322.61","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","1.56","0.17","0.7","0.0","6.55","0.7","4.59","0.0","0.0","0.0","0.0","65.76","94.35","416.97","208.48","351.21","322.61","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","1.56","0.17","0.7","0.0","6.26","0.7","4.38","0.0","0.0","0.0","0.0","70.14","94.35","416.97","208.48","346.83","322.61","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","1.56","0.16","0.7","0.0","6.64","0.7","4.65","0.0","0.0","0.0","0.0","74.79","94.35","416.97","208.48","342.18","322.61","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","1.56","0.16","0.7","0.0","6.87","0.7","4.81","0.0","0.0","0.0","0.0","79.6","94.35","416.97","208.48","337.37","322.61","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","1.56","0.16","0.7","0.0","6.96","0.7","4.87","0.0","0.0","0.0","0.0","84.47","94.35","416.97","208.48","332.5","322.61","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","1.56","0.16","0.7","0.0","6.65","0.7","4.66","0.0","0.0","0.0","0.0","89.12","94.35","416.97","208.48","327.84","322.61","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","1.56","0.16","0.7","0.0","6.35","0.7","4.45","0.0","0.0","0.0","0.0","93.57","94.35","416.97","208.48","323.4","322.61","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","1.56","0.15","0.7","0.0","5.38","0.7","3.77","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","97.34","","","","","","",""
"2016.0","6.0","16.0","168.0","1.56","0.15","0.7","0.0","5.31","0.7","3.72","0.0","0.0","0.0","0.0","3.72","94.35","416.97","208.48","413.25","322.61","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","1.56","0.15","0.7","0.0","5.14","0.7","3.6","0.0","0.0","0.0","0.0","7.32","94.35","416.97","208.48","409.65","322.61","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","1.56","0.15","0.7","0.0","6.18","0.7","4.33","0.0","0.0","0.0","0.0","11.64","94.35","416.97","208.48","405.33","322.61","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","1.56","0.15","0.7","0.0","6.9","0.7","4.83","0.0","0.0","0.0","0.0","16.47","94.35","416.97","208.48","400.5","322.61","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","1.56","0.15","0.7","0.0","7.46","0.7","5.22","0.0","0.0","0.0","0.0","21.69","94.35","416.97","208.48","395.27","322.61","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","1.56","0.14","0.7","0.0","7.77","0.7","5.44","0.0","0.0","0.0","0.0","27.13","94.35","416.97","208.48","389.83","322.61","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","1.56","0.14","0.7","0.0","7.82","0.7","5.47","0.0","0.0","0.0","0.0","32.61","94.35","416.97","208.48","384.36","322.61","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","1.56","0.14","0.7","0.0","7.73","0.7","5.41","0.0","0.0","0.0","0.0","38.02","94.35","416.97","208.48","378.95","322.61","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","1.56","0.14","0.7","0.0","7.01","0.7","4.91","0.0","0.0","0.0","0.0","42.92","94.35","416.97","208.48","374.04","322.61","0.0","","","","","","",""
"2016.0","6.0","25.0","177.0","1.56","0.14","0.7","0.0","7.8","0.7","5.46","0.0","0.0","0.0","0.0","48.38","94.35","416.97","208.48","368.58","322.61","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","1.56","0.14","0.7","0.0","7.67","0.7","5.37","0.0","0.0","0.0","0.0","53.75","94.35","416.97","208.48","363.21","322.61","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","1.56","0.13","0.7","0.0","8.11","0.7","5.68","0.0","0.0","0.0","0.0","59.43","94.35","416.97","208.48","357.54","322.61","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","1.56","0.13","0.7","0.0","8.1","0.7","5.67","0.0","0.0","0.0","0.0","65.1","94.35","416.97","208.48","351.87","322.61","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","1.56","0.13","0.7","0.0","7.45","0.7","5.22","0.0","0.0","0.0","0.0","70.32","94.35","416.97","208.48","346.65","322.61","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","1.56","0.13","0.7","0.0","7.39","0.7","5.17","0.0","0.0","0.0","0.0","75.49","94.35","416.97","208.48","341.48","322.61","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","1.56","0.13","0.7","0.0","7.26","0.7","5.08","0.0","0.0","0.0","0.0","80.57","94.35","416.97","208.48","336.4","322.61","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1.56","0.13","0.7","0.0","7.24","0.7","5.07","0.0","0.0","0.0","0.0","85.64","94.35","416.97","208.48","331.33","322.61","0.0","","","","","","",""
