" Daily soil water balance output for Turf_farm in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Turf_farm in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","398.09","0.54","0.85","0.0","2.35","0.85","2.0","0.0","0.0","0.0","0.0","23.95","48.25","201.17","100.58","177.22","152.91","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","398.09","0.51","0.85","0.0","3.22","0.85","2.74","0.0","0.0","0.0","0.0","26.69","48.25","201.17","100.58","174.48","152.91","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","398.09","0.48","0.85","0.0","2.64","0.85","2.24","0.0","0.0","0.0","0.0","28.93","48.25","201.17","100.58","172.24","152.91","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","398.09","0.47","0.85","0.0","2.1","0.85","1.79","0.0","0.0","0.0","0.0","30.71","48.25","201.17","100.58","170.45","152.91","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","398.09","0.45","0.85","0.0","2.65","0.85","2.25","0.0","0.0","0.0","0.0","32.97","48.25","201.17","100.58","168.2","152.91","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","398.09","1.15","0.85","0.0","1.85","1.15","2.12","13.67","13.67","0.0","0.0","21.42","48.25","201.17","100.58","179.75","152.91","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","398.09","1.16","0.85","0.0","1.55","1.16","1.79","3.73","3.73","0.0","0.0","19.48","48.25","201.17","100.58","181.69","152.91","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","398.09","1.15","0.85","0.0","1.81","1.15","2.09","0.24","0.24","0.0","0.0","21.33","48.25","201.17","100.58","179.84","152.91","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","398.09","1.15","0.85","0.0","1.96","1.15","2.25","0.0","0.0","0.0","0.0","23.58","48.25","201.17","100.58","177.59","152.91","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","398.09","0.98","0.85","0.0","2.76","0.98","2.69","0.0","0.0","0.0","0.0","26.27","48.25","201.17","100.58","174.89","152.91","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","398.09","0.86","0.85","0.0","2.38","0.86","2.04","0.0","0.0","0.0","0.0","28.31","48.25","201.17","100.58","172.85","152.91","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","398.09","0.78","0.85","0.0","2.23","0.85","1.9","0.0","0.0","0.0","0.0","30.21","48.25","201.17","100.58","170.96","152.91","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","398.09","0.71","0.85","0.0","2.35","0.85","2.0","0.0","0.0","0.0","0.0","32.21","48.25","201.17","100.58","168.96","152.91","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","398.09","0.66","0.85","0.0","2.38","0.85","2.02","0.0","0.0","0.0","0.0","34.23","48.25","201.17","100.58","166.94","152.91","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","398.09","0.63","0.85","0.0","2.08","0.85","1.77","0.0","0.0","0.0","0.0","36.0","48.25","201.17","100.58","165.17","152.91","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","398.09","0.6","0.85","0.0","2.1","0.85","1.79","0.0","0.0","0.0","0.0","37.78","48.25","201.17","100.58","163.38","152.91","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","398.09","0.56","0.85","0.0","2.69","0.85","2.29","0.0","0.0","0.0","0.0","40.07","48.25","201.17","100.58","161.1","152.91","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","398.09","0.53","0.85","0.0","3.02","0.85","2.57","0.0","0.0","0.0","0.0","42.64","48.25","201.17","100.58","158.53","152.91","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","398.09","0.5","0.85","0.0","2.66","0.85","2.26","0.0","0.0","0.0","0.0","44.9","48.25","201.17","100.58","156.27","152.91","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","398.09","0.49","0.85","0.0","1.77","0.85","1.5","0.0","0.0","0.0","0.0","46.4","48.25","201.17","100.58","154.77","152.91","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","398.09","0.48","0.85","0.0","1.55","0.85","1.32","0.14","0.14","0.0","0.0","47.58","48.25","201.17","100.58","153.59","152.91","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","398.09","1.17","0.85","0.0","1.23","1.17","1.44","16.2","16.2","0.0","0.0","32.82","48.25","201.17","100.58","168.35","152.91","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","398.09","1.13","0.85","0.0","2.17","1.13","2.46","38.99","35.28","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","398.09","1.16","0.85","0.0","1.57","1.16","1.82","13.12","1.82","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","398.09","1.15","0.85","0.0","1.76","1.15","2.02","2.77","2.02","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","398.09","1.15","0.85","0.0","1.86","1.15","2.13","0.0","0.0","0.0","0.0","2.13","48.25","201.17","100.58","199.03","152.91","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","398.09","1.15","0.85","0.0","1.4","1.15","1.61","0.02","0.02","0.0","0.0","3.73","48.25","201.17","100.58","197.44","152.91","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","398.09","1.16","0.85","0.0","1.47","1.16","1.71","14.58","5.44","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","398.09","1.16","0.85","0.0","1.54","1.16","1.78","12.59","1.78","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","398.09","1.17","0.85","0.0","1.15","1.17","1.35","14.06","1.35","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","398.09","1.12","0.85","0.0","2.55","1.12","2.85","12.93","2.85","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","398.09","1.11","0.85","0.0","3.07","1.11","3.4","0.0","0.0","0.0","0.0","3.4","48.25","201.17","100.58","197.77","152.91","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","398.09","0.92","0.85","0.0","3.12","0.92","2.88","0.0","0.0","0.0","0.0","6.28","48.25","201.17","100.58","194.89","152.91","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","398.09","0.79","0.85","0.0","3.16","0.85","2.69","0.0","0.0","0.0","0.0","8.97","48.25","201.17","100.58","192.2","152.91","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","398.09","0.7","0.85","0.0","3.19","0.85","2.71","0.0","0.0","0.0","0.0","11.68","48.25","201.17","100.58","189.49","152.91","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","398.09","0.64","0.85","0.0","3.17","0.85","2.69","0.0","0.0","0.0","0.0","14.37","48.25","201.17","100.58","186.79","152.91","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","398.09","0.6","0.85","0.0","2.2","0.85","1.87","0.0","0.0","0.0","0.0","16.24","48.25","201.17","100.58","184.92","152.91","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","398.09","0.57","0.85","0.0","2.32","0.85","1.97","1.54","1.54","0.0","0.0","16.68","48.25","201.17","100.58","184.49","152.91","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","398.09","0.54","0.85","0.0","2.92","0.85","2.48","1.83","1.83","0.0","0.0","17.33","48.25","201.17","100.58","183.84","152.91","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","398.09","0.51","0.85","0.0","3.36","0.85","2.86","0.0","0.0","0.0","0.0","20.18","48.25","201.17","100.58","180.98","152.91","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","398.09","0.48","0.85","0.0","3.2","0.85","2.72","0.0","0.0","0.0","0.0","22.9","48.25","201.17","100.58","178.26","152.91","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","398.09","0.45","0.85","0.0","3.71","0.85","3.15","0.0","0.0","0.0","0.0","26.06","48.25","201.17","100.58","175.11","152.91","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","398.09","0.43","0.85","0.0","4.47","0.85","3.8","0.0","0.0","0.0","0.0","29.86","48.25","201.17","100.58","171.31","152.91","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","398.09","0.41","0.85","0.0","3.43","0.85","2.92","0.0","0.0","0.0","0.0","32.77","48.25","201.17","100.58","168.39","152.91","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","398.09","0.39","0.85","0.0","3.53","0.85","3.0","0.0","0.0","0.0","0.0","35.77","48.25","201.17","100.58","165.39","152.91","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","398.09","0.38","0.85","0.0","3.82","0.85","3.25","0.0","0.0","0.0","0.0","39.02","48.25","201.17","100.58","162.15","152.91","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","398.09","0.37","0.85","0.0","3.64","0.85","3.09","0.0","0.0","0.0","0.0","42.11","48.25","201.17","100.58","159.05","152.91","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","398.09","0.35","0.85","0.0","3.78","0.85","3.21","0.0","0.0","0.0","0.0","45.33","48.25","201.17","100.58","155.84","152.91","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","398.09","0.34","0.85","0.0","3.67","0.85","3.12","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","48.45","","","","","","",""
"2016.0","4.0","2.0","93.0","398.09","0.33","0.85","0.0","3.74","0.85","3.18","0.0","0.0","0.0","0.0","3.18","48.25","201.17","100.58","197.99","152.91","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","398.09","0.32","0.85","0.0","4.08","0.85","3.47","0.0","0.0","0.0","0.0","6.65","48.25","201.17","100.58","194.52","152.91","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","398.09","0.31","0.85","0.0","4.22","0.85","3.59","0.0","0.0","0.0","0.0","10.23","48.25","201.17","100.58","190.93","152.91","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","398.09","0.3","0.85","0.0","5.72","0.85","4.86","0.0","0.0","0.0","0.0","15.1","48.25","201.17","100.58","186.07","152.91","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","398.09","0.29","0.85","0.0","4.95","0.85","4.21","0.0","0.0","0.0","0.0","19.3","48.25","201.17","100.58","181.86","152.91","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","398.09","0.29","0.85","0.0","4.34","0.85","3.69","0.0","0.0","0.0","0.0","22.99","48.25","201.17","100.58","178.18","152.91","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","398.09","0.28","0.85","0.0","3.63","0.85","3.09","0.0","0.0","0.0","0.0","26.08","48.25","201.17","100.58","175.09","152.91","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","398.09","0.28","0.85","0.0","1.42","0.85","1.21","1.32","1.32","0.0","0.0","25.97","48.25","201.17","100.58","175.2","152.91","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","398.09","1.13","0.85","0.0","2.26","1.13","2.55","9.35","9.35","0.0","0.0","19.17","48.25","201.17","100.58","182.0","152.91","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","398.09","1.11","0.85","0.0","3.33","1.11","3.69","0.43","0.43","0.0","0.0","22.43","48.25","201.17","100.58","178.74","152.91","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","398.09","0.9","0.85","0.0","3.61","0.9","3.24","0.0","0.0","0.0","0.0","25.67","48.25","201.17","100.58","175.5","152.91","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","398.09","0.74","0.85","0.0","4.28","0.85","3.64","0.0","0.0","0.0","0.0","29.31","48.25","201.17","100.58","171.86","152.91","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","398.09","0.65","0.85","0.0","4.01","0.85","3.41","0.67","0.67","0.0","0.0","32.05","48.25","201.17","100.58","169.12","152.91","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","398.09","0.56","0.85","0.0","5.41","0.85","4.6","0.0","0.0","0.0","0.0","36.64","48.25","201.17","100.58","164.52","152.91","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","398.09","0.5","0.85","0.0","5.5","0.85","4.68","0.0","0.0","0.0","0.0","41.32","48.25","201.17","100.58","159.85","152.91","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","398.09","0.46","0.85","0.0","4.75","0.85","4.04","0.0","0.0","0.0","0.0","45.36","48.25","201.17","100.58","155.81","152.91","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","398.09","0.43","0.85","0.0","5.12","0.85","4.35","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","49.71","","","","","","",""
"2016.0","4.0","19.0","110.0","398.09","0.4","0.85","0.0","5.07","0.85","4.31","0.0","0.0","0.0","0.0","4.31","48.25","201.17","100.58","196.86","152.91","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","398.09","0.38","0.85","0.0","5.26","0.85","4.47","0.0","0.0","0.0","0.0","8.78","48.25","201.17","100.58","192.39","152.91","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","398.09","0.37","0.85","0.0","3.95","0.85","3.36","0.0","0.0","0.0","0.0","12.14","48.25","201.17","100.58","189.03","152.91","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","398.09","0.36","0.85","0.0","2.78","0.85","2.36","0.28","0.28","0.0","0.0","14.22","48.25","201.17","100.58","186.95","152.91","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","398.09","1.06","0.85","0.0","3.98","1.06","4.22","6.11","6.11","0.0","0.0","12.33","48.25","201.17","100.58","188.84","152.91","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","398.09","0.92","0.85","0.0","4.44","0.92","4.08","0.0","0.0","0.0","0.0","16.41","48.25","201.17","100.58","184.76","152.91","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","398.09","0.71","0.85","0.0","5.39","0.85","4.58","0.0","0.0","0.0","0.0","20.99","48.25","201.17","100.58","180.17","152.91","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","398.09","0.62","0.85","0.0","4.58","0.85","3.89","0.0","0.0","0.0","0.0","24.89","48.25","201.17","100.58","176.28","152.91","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","398.09","0.57","0.85","0.0","3.62","0.85","3.08","0.0","0.0","0.0","0.0","27.96","48.25","201.17","100.58","173.2","152.91","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","398.09","0.5","0.85","0.0","5.82","0.85","4.95","4.55","4.55","0.0","0.0","28.36","48.25","201.17","100.58","172.81","152.91","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","398.09","0.46","0.85","0.0","5.17","0.85","4.39","0.0","0.0","0.0","0.0","32.76","48.25","201.17","100.58","168.41","152.91","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","398.09","0.41","0.85","0.0","7.43","0.85","6.32","0.03","0.03","0.0","0.0","39.04","48.25","201.17","100.58","162.13","152.91","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","398.09","0.38","0.85","0.0","5.97","0.85","5.07","0.0","0.0","0.0","0.0","44.12","48.25","201.17","100.58","157.05","152.91","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","398.09","0.36","0.85","0.0","5.45","0.85","4.63","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","48.75","","","","","","",""
"2016.0","5.0","3.0","124.0","398.09","0.35","0.85","0.0","4.6","0.85","3.91","0.0","0.0","0.0","0.0","3.91","48.25","201.17","100.58","197.26","152.91","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","398.09","0.33","0.85","0.0","4.92","0.85","4.18","0.0","0.0","0.0","0.0","8.09","48.25","201.17","100.58","193.08","152.91","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","398.09","0.33","0.85","0.0","2.31","0.85","1.96","0.16","0.16","0.0","0.0","9.9","48.25","201.17","100.58","191.27","152.91","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","398.09","0.33","0.85","0.0","2.18","0.85","1.85","1.17","1.17","0.0","0.0","10.58","48.25","201.17","100.58","190.59","152.91","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","398.09","0.32","0.85","0.0","2.15","0.85","1.83","1.04","1.04","0.0","0.0","11.37","48.25","201.17","100.58","189.8","152.91","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","398.09","0.31","0.85","0.0","3.26","0.85","2.77","1.91","1.91","0.0","0.0","12.23","48.25","201.17","100.58","188.94","152.91","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","398.09","0.3","0.85","0.0","4.71","0.85","4.0","0.0","0.0","0.0","0.0","16.23","48.25","201.17","100.58","184.94","152.91","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","398.09","0.29","0.85","0.0","5.78","0.85","4.91","0.0","0.0","0.0","0.0","21.14","48.25","201.17","100.58","180.02","152.91","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","398.09","0.28","0.85","0.0","6.12","0.85","5.2","0.0","0.0","0.0","0.0","26.35","48.25","201.17","100.58","174.82","152.91","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","398.09","0.27","0.85","0.0","6.17","0.85","5.24","0.0","0.0","0.0","0.0","31.59","48.25","201.17","100.58","169.58","152.91","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","398.09","0.26","0.85","0.0","5.78","0.85","4.91","0.0","0.0","0.0","0.0","36.5","48.25","201.17","100.58","164.67","152.91","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","398.09","0.26","0.85","0.0","5.15","0.85","4.38","0.0","0.0","0.0","0.0","40.88","48.25","201.17","100.58","160.29","152.91","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","398.09","0.25","0.85","0.0","5.59","0.85","4.75","0.0","0.0","0.0","0.0","45.63","48.25","201.17","100.58","155.54","152.91","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","398.09","0.24","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","51.28","","","","","","",""
"2016.0","5.0","17.0","138.0","398.09","0.23","0.85","0.0","7.82","0.85","6.65","0.0","0.0","0.0","0.0","6.65","48.25","201.17","100.58","194.52","152.91","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","398.09","0.23","0.85","0.0","7.09","0.85","6.03","0.0","0.0","0.0","0.0","12.67","48.25","201.17","100.58","188.49","152.91","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","398.09","0.22","0.85","0.0","6.34","0.85","5.39","0.0","0.0","0.0","0.0","18.06","48.25","201.17","100.58","183.11","152.91","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","398.09","0.22","0.85","0.0","4.71","0.85","4.0","0.0","0.0","0.0","0.0","22.07","48.25","201.17","100.58","179.1","152.91","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","398.09","0.22","0.85","0.0","4.08","0.85","3.47","3.3","3.3","0.0","0.0","22.23","48.25","201.17","100.58","178.93","152.91","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","398.09","0.21","0.85","0.0","4.38","0.85","3.72","0.7","0.7","0.0","0.0","25.26","48.25","201.17","100.58","175.91","152.91","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","398.09","0.21","0.85","0.0","4.66","0.85","3.96","0.0","0.0","0.0","0.0","29.22","48.25","201.17","100.58","171.95","152.91","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","398.09","0.21","0.85","0.0","4.86","0.85","4.13","0.0","0.0","0.0","0.0","33.35","48.25","201.17","100.58","167.82","152.91","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","398.09","0.2","0.85","0.0","5.33","0.85","4.53","0.0","0.0","0.0","0.0","37.88","48.25","201.17","100.58","163.29","152.91","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","398.09","0.2","0.85","0.0","5.8","0.85","4.93","0.0","0.0","0.0","0.0","42.81","48.25","201.17","100.58","158.36","152.91","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","398.09","0.2","0.85","0.0","6.09","0.85","5.18","0.0","0.0","0.0","0.0","47.99","48.25","201.17","100.58","153.18","152.91","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","398.09","0.19","0.85","0.0","7.02","0.85","5.97","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","53.95","","","","","","",""
"2016.0","5.0","29.0","150.0","398.09","0.19","0.85","0.0","6.61","0.85","5.62","0.0","0.0","0.0","0.0","5.62","48.25","201.17","100.58","195.55","152.91","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","398.09","0.19","0.85","0.0","6.86","0.85","5.83","0.0","0.0","0.0","0.0","11.45","48.25","201.17","100.58","189.72","152.91","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","398.09","0.18","0.85","0.0","7.19","0.85","6.11","0.0","0.0","0.0","0.0","17.56","48.25","201.17","100.58","183.61","152.91","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","398.09","0.18","0.85","0.0","7.38","0.85","6.27","0.0","0.0","0.0","0.0","23.83","48.25","201.17","100.58","177.33","152.91","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","398.09","0.18","0.85","0.0","6.92","0.85","5.88","0.0","0.0","0.0","0.0","29.72","48.25","201.17","100.58","171.45","152.91","0.0","","","","","","",""
"2016.0","6.0","3.0","155.0","398.09","0.17","0.85","0.0","7.41","0.85","6.3","0.0","0.0","0.0","0.0","36.01","48.25","201.17","100.58","165.15","152.91","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","398.09","0.17","0.85","0.0","4.7","0.85","4.0","0.0","0.0","0.0","0.0","40.01","48.25","201.17","100.58","161.16","152.91","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","398.09","0.17","0.85","0.0","7.65","0.85","6.5","0.0","0.0","0.0","0.0","46.51","48.25","201.17","100.58","154.66","152.91","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","398.09","0.17","0.85","0.0","7.32","0.85","6.22","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","52.73","","","","","","",""
"2016.0","6.0","7.0","159.0","398.09","0.16","0.85","0.0","6.88","0.85","5.85","0.0","0.0","0.0","0.0","5.85","48.25","201.17","100.58","195.32","152.91","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","398.09","0.16","0.85","0.0","6.66","0.85","5.66","0.0","0.0","0.0","0.0","11.51","48.25","201.17","100.58","189.66","152.91","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","398.09","0.16","0.85","0.0","6.33","0.85","5.38","0.0","0.0","0.0","0.0","16.89","48.25","201.17","100.58","184.28","152.91","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","398.09","0.16","0.85","0.0","6.63","0.85","5.64","0.0","0.0","0.0","0.0","22.53","48.25","201.17","100.58","178.64","152.91","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","398.09","0.15","0.85","0.0","6.93","0.85","5.89","0.0","0.0","0.0","0.0","28.42","48.25","201.17","100.58","172.75","152.91","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","398.09","0.15","0.85","0.0","7.07","0.85","6.01","0.0","0.0","0.0","0.0","34.43","48.25","201.17","100.58","166.74","152.91","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","398.09","0.15","0.85","0.0","6.74","0.85","5.73","0.0","0.0","0.0","0.0","40.15","48.25","201.17","100.58","161.01","152.91","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","398.09","0.15","0.85","0.0","6.25","0.85","5.31","0.0","0.0","0.0","0.0","45.47","48.25","201.17","100.58","155.7","152.91","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","398.09","0.15","0.85","0.0","5.13","0.85","4.36","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","49.83","","","","","","",""
"2016.0","6.0","16.0","168.0","398.09","0.15","0.85","0.0","5.19","0.85","4.41","0.0","0.0","0.0","0.0","4.41","48.25","201.17","100.58","196.76","152.91","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","398.09","0.15","0.85","0.0","4.72","0.85","4.01","0.0","0.0","0.0","0.0","8.42","48.25","201.17","100.58","192.74","152.91","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","398.09","0.14","0.85","0.0","6.09","0.85","5.18","0.0","0.0","0.0","0.0","13.6","48.25","201.17","100.58","187.57","152.91","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","398.09","0.14","0.85","0.0","6.77","0.85","5.75","0.0","0.0","0.0","0.0","19.35","48.25","201.17","100.58","181.81","152.91","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","398.09","0.14","0.85","0.0","7.37","0.85","6.26","0.0","0.0","0.0","0.0","25.62","48.25","201.17","100.58","175.55","152.91","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","398.09","0.14","0.85","0.0","7.68","0.85","6.53","0.0","0.0","0.0","0.0","32.15","48.25","201.17","100.58","169.02","152.91","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","398.09","0.14","0.85","0.0","7.83","0.85","6.66","0.0","0.0","0.0","0.0","38.8","48.25","201.17","100.58","162.37","152.91","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","398.09","0.14","0.85","0.0","7.67","0.85","6.52","0.0","0.0","0.0","0.0","45.32","48.25","201.17","100.58","155.85","152.91","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","398.09","0.13","0.85","0.0","7.0","0.85","5.95","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","51.27","","","","","","",""
"2016.0","6.0","25.0","177.0","398.09","0.13","0.85","0.0","7.78","0.85","6.61","0.0","0.0","0.0","0.0","6.61","48.25","201.17","100.58","194.56","152.91","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","398.09","0.13","0.85","0.0","7.64","0.85","6.49","0.0","0.0","0.0","0.0","13.11","48.25","201.17","100.58","188.06","152.91","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","398.09","0.13","0.85","0.0","8.07","0.85","6.86","0.0","0.0","0.0","0.0","19.97","48.25","201.17","100.58","181.2","152.91","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","398.09","0.13","0.85","0.0","8.11","0.85","6.89","0.0","0.0","0.0","0.0","26.86","48.25","201.17","100.58","174.31","152.91","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","398.09","0.13","0.85","0.0","7.53","0.85","6.4","0.0","0.0","0.0","0.0","33.26","48.25","201.17","100.58","167.91","152.91","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","398.09","0.13","0.85","0.0","7.46","0.85","6.34","0.0","0.0","0.0","0.0","39.6","48.25","201.17","100.58","161.57","152.91","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","398.09","0.13","0.85","0.0","7.37","0.85","6.26","0.0","0.0","0.0","0.0","45.87","48.25","201.17","100.58","155.3","152.91","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","398.09","0.12","0.85","0.0","7.33","0.85","6.23","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","52.1","","","","","","",""
