" Daily soil water balance output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","13.0","44.0","46.26","0.55","0.0","0.0","2.25","0.55","1.25","0.0","0.0","0.0","0.0","20.01","28.05","560.48","280.24","540.47","532.43","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","46.26","0.52","0.0","0.0","2.94","0.52","1.54","0.0","0.0","0.0","0.0","21.54","28.05","560.48","280.24","538.93","532.43","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","46.26","0.5","0.0","0.0","2.45","0.5","1.23","0.0","0.0","0.0","0.0","22.77","28.05","560.48","280.24","537.7","532.43","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","46.26","0.49","0.0","0.0","2.13","0.49","1.03","0.0","0.0","0.0","0.0","23.81","28.05","560.48","280.24","536.67","532.43","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","46.26","1.11","0.0","0.0","2.73","1.11","3.03","2.71","2.71","0.0","0.0","24.13","28.05","560.48","280.24","536.35","532.43","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","46.26","1.14","0.0","0.0","1.95","1.14","2.23","9.85","9.85","0.0","0.0","16.51","28.05","560.48","280.24","543.97","532.43","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","46.26","1.15","0.0","0.0","1.71","1.15","1.96","1.24","1.24","0.0","0.0","17.23","28.05","560.48","280.24","543.25","532.43","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","46.26","1.15","0.0","0.0","1.78","1.15","2.04","0.01","0.01","0.0","0.0","19.26","28.05","560.48","280.24","541.22","532.43","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","46.26","1.02","0.0","0.0","1.99","1.02","2.03","0.0","0.0","0.0","0.0","21.29","28.05","560.48","280.24","539.18","532.43","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","46.26","0.88","0.0","0.0","2.61","0.88","2.29","0.0","0.0","0.0","0.0","23.58","28.05","560.48","280.24","536.9","532.43","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","46.26","0.78","0.0","0.0","2.48","0.78","1.94","0.0","0.0","0.0","0.0","25.52","28.05","560.48","280.24","534.96","532.43","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","46.26","0.72","0.0","0.0","2.24","0.72","1.62","0.0","0.0","0.0","0.0","27.14","28.05","560.48","280.24","533.34","532.43","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","46.26","0.67","0.0","0.0","2.36","0.67","1.58","0.0","0.0","0.0","0.0","28.72","28.05","560.48","280.24","531.76","532.43","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","46.26","0.63","0.0","0.0","2.33","0.63","1.46","0.0","0.0","0.0","0.0","28.05","28.05","560.48","280.24","532.43","532.43","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","46.26","0.59","0.0","0.0","2.37","0.59","1.4","0.0","0.0","0.0","0.0","29.45","28.05","560.48","280.24","531.02","532.43","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","46.26","0.57","0.0","0.0","2.04","0.57","1.16","0.0","0.0","0.0","0.0","28.05","28.05","560.48","280.24","532.43","532.43","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","46.26","0.54","0.0","0.0","2.61","0.54","1.4","0.0","0.0","0.0","0.0","29.45","28.05","560.48","280.24","531.02","532.43","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","46.26","0.51","0.0","0.0","2.95","0.51","1.5","0.0","0.0","0.0","0.0","28.05","28.05","560.48","280.24","532.43","532.43","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","46.26","0.49","0.0","0.0","2.56","0.49","1.25","0.0","0.0","0.0","0.0","29.3","28.05","560.48","280.24","531.18","532.43","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","46.26","0.47","0.0","0.0","1.87","0.47","0.89","0.0","0.0","0.0","0.0","28.05","28.05","560.48","280.24","532.43","532.43","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","46.26","0.47","0.0","0.0","1.5","0.47","0.7","1.71","1.71","0.0","0.0","27.04","28.05","560.48","280.24","533.44","532.43","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","46.26","1.17","0.0","0.0","1.33","1.17","1.55","14.14","14.14","0.0","0.0","14.45","28.05","560.48","280.24","546.03","532.43","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","46.26","1.13","0.0","0.0","2.26","1.13","2.55","20.66","17.0","0.0","0.0","0.0","28.05","560.48","280.24","560.48","532.43","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","46.26","1.16","0.0","0.0","1.53","1.16","1.77","13.1","1.77","0.0","0.0","0.0","28.05","560.48","280.24","560.48","532.43","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","46.26","1.15","0.0","0.0","1.93","1.15","2.22","1.46","1.46","0.0","0.0","0.76","28.05","560.48","280.24","559.72","532.43","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","46.26","1.15","0.0","0.0","1.98","1.15","2.27","0.57","0.57","0.0","0.0","2.46","28.05","560.48","280.24","558.01","532.43","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","46.26","1.16","0.0","0.0","1.59","1.16","1.84","2.01","2.01","0.0","0.0","2.29","28.05","560.48","280.24","558.18","532.43","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","46.26","1.16","0.0","0.0","1.54","1.16","1.78","5.1","4.08","0.0","0.0","0.0","28.05","560.48","280.24","560.48","532.43","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","46.26","1.15","0.0","0.0","1.8","1.15","2.07","7.19","2.07","0.0","0.0","0.0","28.05","560.48","280.24","560.48","532.43","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","46.26","1.17","0.0","0.0","1.19","1.17","1.4","12.32","1.4","0.0","0.0","0.0","28.05","560.48","280.24","560.48","532.43","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","46.26","1.12","0.0","0.0","2.52","1.12","2.82","10.8","2.82","0.0","0.0","0.0","28.05","560.48","280.24","560.48","532.43","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","46.26","1.11","0.0","0.0","2.99","1.11","3.32","0.0","0.0","0.0","0.0","3.32","28.05","560.48","280.24","557.16","532.43","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","46.26","0.93","0.0","0.0","3.1","0.93","2.89","0.0","0.0","0.0","0.0","6.21","28.05","560.48","280.24","554.27","532.43","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","46.26","0.8","0.0","0.0","3.14","0.8","2.5","0.0","0.0","0.0","0.0","8.71","28.05","560.48","280.24","551.77","532.43","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","46.26","0.71","0.0","0.0","3.04","0.71","2.16","0.0","0.0","0.0","0.0","10.86","28.05","560.48","280.24","549.61","532.43","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","46.26","0.65","0.0","0.0","2.97","0.65","1.92","0.0","0.0","0.0","0.0","12.79","28.05","560.48","280.24","547.69","532.43","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","46.26","0.61","0.8","0.0","2.33","0.8","1.86","0.03","0.03","0.0","0.0","14.62","123.53","560.48","280.24","545.86","436.94","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","46.26","0.58","0.8","0.0","2.37","0.8","1.9","1.23","1.23","0.0","0.0","15.29","123.53","560.48","280.24","545.19","436.94","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","46.26","0.54","0.8","0.0","3.0","0.8","2.41","0.94","0.94","0.0","0.0","16.76","123.53","560.48","280.24","543.72","436.94","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","46.26","0.51","0.8","0.0","3.33","0.8","2.68","0.0","0.0","0.0","0.0","19.44","123.53","560.48","280.24","541.04","436.94","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","46.26","0.48","0.81","0.0","3.19","0.81","2.57","0.0","0.0","0.0","0.0","22.01","123.53","560.48","280.24","538.47","436.94","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","46.26","0.46","0.81","0.0","3.61","0.81","2.91","0.0","0.0","0.0","0.0","24.92","123.53","560.48","280.24","535.56","436.94","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","46.26","0.43","0.81","0.0","4.2","0.81","3.39","0.0","0.0","0.0","0.0","28.31","123.53","560.48","280.24","532.16","436.94","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","46.26","0.41","0.81","0.0","3.51","0.81","2.84","0.0","0.0","0.0","0.0","31.15","123.53","560.48","280.24","529.32","436.94","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","46.26","0.4","0.81","0.0","3.52","0.81","2.85","0.0","0.0","0.0","0.0","34.01","123.53","560.48","280.24","526.47","436.94","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","46.26","0.38","0.81","0.0","3.71","0.81","3.01","0.0","0.0","0.0","0.0","37.02","123.53","560.48","280.24","523.46","436.94","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","46.26","0.37","0.81","0.0","3.49","0.81","2.84","0.0","0.0","0.0","0.0","39.86","123.53","560.48","280.24","520.62","436.94","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","46.26","0.36","0.81","0.0","3.72","0.81","3.03","0.0","0.0","0.0","0.0","42.89","123.53","560.48","280.24","517.59","436.94","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","46.26","0.35","0.82","0.0","3.62","0.82","2.95","0.0","0.0","0.0","0.0","45.85","123.53","560.48","280.24","514.63","436.94","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","46.26","0.34","0.82","0.0","3.72","0.82","3.04","0.0","0.0","0.0","0.0","48.89","123.53","560.48","280.24","511.59","436.94","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","46.26","0.33","0.82","0.0","3.94","0.82","3.23","0.0","0.0","0.0","0.0","52.11","123.53","560.48","280.24","508.36","436.94","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","46.26","0.32","0.82","0.0","4.14","0.82","3.4","0.0","0.0","0.0","0.0","55.51","123.53","560.48","280.24","504.97","436.94","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","46.26","0.31","0.82","0.0","5.39","0.82","4.43","0.0","0.0","0.0","0.0","59.94","123.53","560.48","280.24","500.54","436.94","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","46.26","0.3","0.82","0.0","4.84","0.82","3.98","0.0","0.0","0.0","0.0","63.92","123.53","560.48","280.24","496.56","436.94","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","46.26","0.29","0.82","0.0","4.19","0.82","3.45","0.0","0.0","0.0","0.0","67.37","123.53","560.48","280.24","493.1","436.94","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","46.26","0.28","0.83","0.0","3.25","0.83","2.68","1.44","1.44","0.0","0.0","68.62","123.53","560.48","280.24","491.86","436.94","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","46.26","1.16","0.83","0.0","1.59","1.16","1.84","12.65","12.65","0.0","0.0","57.81","123.53","560.48","280.24","502.67","436.94","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","46.26","1.15","0.83","0.0","1.84","1.15","2.11","20.51","20.51","0.0","0.0","39.41","123.53","560.48","280.24","521.07","436.94","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","46.26","1.12","0.83","0.0","3.06","1.12","3.43","0.4","0.4","0.0","0.0","42.44","123.53","560.48","280.24","518.04","436.94","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","46.26","0.95","0.83","0.0","3.42","0.95","3.25","0.0","0.0","0.0","0.0","45.69","123.53","560.48","280.24","514.79","436.94","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","46.26","0.77","0.83","0.0","4.11","0.83","3.42","0.0","0.0","0.0","0.0","49.11","123.53","560.48","280.24","511.37","436.94","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","46.26","0.67","0.83","0.0","4.1","0.83","3.42","0.78","0.78","0.0","0.0","51.75","123.53","560.48","280.24","508.73","436.94","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","46.26","0.58","0.84","0.0","5.34","0.84","4.46","0.0","0.0","0.0","0.0","56.21","123.53","560.48","280.24","504.27","436.94","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","46.26","0.52","0.84","0.0","5.13","0.84","4.29","0.0","0.0","0.0","0.0","60.5","123.53","560.48","280.24","499.98","436.94","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","46.26","0.48","0.84","0.0","4.75","0.84","3.98","0.0","0.0","0.0","0.0","64.48","123.53","560.48","280.24","496.0","436.94","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","46.26","0.44","0.84","0.0","5.08","0.84","4.26","0.0","0.0","0.0","0.0","68.74","123.53","560.48","280.24","491.74","436.94","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","46.26","0.41","0.84","0.0","4.82","0.84","4.05","0.0","0.0","0.0","0.0","72.79","123.53","560.48","280.24","487.69","436.94","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","46.26","0.39","0.84","0.0","5.01","0.84","4.22","0.0","0.0","0.0","0.0","77.01","123.53","560.48","280.24","483.47","436.94","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","46.26","0.38","0.84","0.0","3.61","0.84","3.04","0.0","0.0","0.0","0.0","80.05","123.53","560.48","280.24","480.42","436.94","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","46.26","0.37","0.84","0.0","2.88","0.84","2.43","0.68","0.68","0.0","0.0","81.81","123.53","560.48","280.24","478.67","436.94","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","46.26","0.35","0.85","0.0","4.01","0.85","3.39","3.64","3.64","0.0","0.0","81.56","123.53","560.48","280.24","478.92","436.94","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","46.26","0.34","0.85","0.0","4.5","0.85","3.81","0.0","0.0","0.0","0.0","85.37","123.53","560.48","280.24","475.11","436.94","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","46.26","0.33","0.85","0.0","5.34","0.85","4.53","0.0","0.0","0.0","0.0","89.9","123.53","560.48","280.24","470.57","436.94","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","46.26","0.32","0.85","0.0","4.63","0.85","3.94","0.0","0.0","0.0","0.0","93.84","123.53","560.48","280.24","466.64","436.94","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","46.26","0.31","0.85","0.0","3.59","0.85","3.06","0.1","0.1","0.0","0.0","96.79","123.53","560.48","280.24","463.68","436.94","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","46.26","0.3","0.85","0.0","5.55","0.85","4.73","1.66","1.66","0.0","0.0","99.87","123.53","560.48","280.24","460.61","436.94","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","46.26","0.29","0.85","0.0","4.91","0.85","4.19","0.0","0.0","0.0","0.0","104.06","123.53","560.48","280.24","456.42","436.94","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","46.26","0.28","0.86","0.0","7.15","0.86","6.12","0.0","0.0","0.0","0.0","110.18","123.53","560.48","280.24","450.3","436.94","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","46.26","0.27","0.86","0.0","5.68","0.86","4.87","0.0","0.0","0.0","0.0","115.04","123.53","560.48","280.24","445.43","436.94","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","46.26","0.26","0.86","0.0","5.14","0.86","4.41","0.0","0.0","0.0","0.0","119.45","123.53","560.48","280.24","441.02","436.94","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","46.26","0.26","0.86","0.0","4.27","0.86","3.67","0.0","0.0","0.0","0.0","123.12","123.53","560.48","280.24","437.35","436.94","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","46.26","0.25","0.86","0.0","4.54","0.86","3.91","0.0","0.0","0.0","0.0","0.0","123.53","560.48","280.24","560.48","436.94","127.03","","","","","","",""
"2016.0","5.0","5.0","126.0","46.26","0.25","0.86","0.0","2.55","0.86","2.2","0.46","0.46","0.0","0.0","1.74","123.53","560.48","280.24","558.74","436.94","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","46.26","0.25","0.86","0.0","1.88","0.86","1.62","0.47","0.47","0.0","0.0","2.89","123.53","560.48","280.24","557.58","436.94","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","46.26","1.14","0.86","0.0","2.03","1.14","2.31","4.81","4.81","0.0","0.0","0.39","123.53","560.48","280.24","560.08","436.94","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","46.26","1.11","0.87","0.0","3.27","1.11","3.64","0.69","0.69","0.0","0.0","3.35","123.53","560.48","280.24","557.13","436.94","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","46.26","0.87","0.87","0.0","4.52","0.87","3.92","0.0","0.0","0.0","0.0","7.27","123.53","560.48","280.24","553.21","436.94","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","46.26","0.69","0.87","0.0","5.37","0.87","4.67","0.0","0.0","0.0","0.0","11.93","123.53","560.48","280.24","548.54","436.94","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","46.26","0.58","0.87","0.0","5.67","0.87","4.93","0.0","0.0","0.0","0.0","16.87","123.53","560.48","280.24","543.61","436.94","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","46.26","0.52","0.87","0.0","5.67","0.87","4.94","0.0","0.0","0.0","0.0","21.81","123.53","560.48","280.24","538.67","436.94","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","46.26","0.47","0.87","0.0","5.3","0.87","4.63","0.0","0.0","0.0","0.0","26.44","123.53","560.48","280.24","534.04","436.94","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","46.26","0.44","0.87","0.0","4.83","0.87","4.22","0.0","0.0","0.0","0.0","30.66","123.53","560.48","280.24","529.82","436.94","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","46.26","0.41","0.88","0.0","5.41","0.88","4.74","0.0","0.0","0.0","0.0","35.4","123.53","560.48","280.24","525.08","436.94","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","46.26","0.38","0.88","0.0","6.4","0.88","5.61","0.0","0.0","0.0","0.0","41.01","123.53","560.48","280.24","519.47","436.94","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","46.26","0.35","0.88","0.0","7.38","0.88","6.48","0.0","0.0","0.0","0.0","47.49","123.53","560.48","280.24","512.98","436.94","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","46.26","0.33","0.88","0.0","6.85","0.88","6.03","0.0","0.0","0.0","0.0","53.52","123.53","560.48","280.24","506.96","436.94","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","46.26","0.31","0.88","0.0","6.05","0.88","5.33","0.0","0.0","0.0","0.0","58.85","123.53","560.48","280.24","501.63","436.94","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","46.26","0.3","0.88","0.0","4.86","0.88","4.29","0.0","0.0","0.0","0.0","63.14","123.53","560.48","280.24","497.34","436.94","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","46.26","0.3","0.88","0.0","3.64","0.88","3.22","0.0","0.0","0.0","0.0","66.36","123.53","560.48","280.24","494.12","436.94","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","46.26","0.29","0.89","0.0","4.01","0.89","3.55","0.8","0.8","0.0","0.0","69.1","123.53","560.48","280.24","491.37","436.94","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","46.26","0.28","0.89","0.0","4.59","0.89","4.07","0.0","0.0","0.0","0.0","73.17","123.53","560.48","280.24","487.3","436.94","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","46.26","0.28","0.89","0.0","4.79","0.89","4.25","0.0","0.0","0.0","0.0","77.43","123.53","560.48","280.24","483.05","436.94","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","46.26","0.27","0.89","0.0","5.18","0.89","4.61","0.0","0.0","0.0","0.0","82.03","123.53","560.48","280.24","478.44","436.94","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","46.26","0.26","0.89","0.0","5.52","0.89","4.92","0.0","0.0","0.0","0.0","86.95","123.53","560.48","280.24","473.53","436.94","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","46.26","0.25","0.89","0.0","5.89","0.89","5.25","0.0","0.0","0.0","0.0","92.2","123.53","560.48","280.24","468.27","436.94","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","46.26","0.25","0.89","0.0","6.73","0.89","6.01","0.0","0.0","0.0","0.0","98.21","123.53","560.48","280.24","462.26","436.94","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","46.26","0.24","0.89","0.0","6.28","0.89","5.62","0.0","0.0","0.0","0.0","103.83","123.53","560.48","280.24","456.65","436.94","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","46.26","0.23","0.9","0.0","6.56","0.9","5.88","0.0","0.0","0.0","0.0","109.71","123.53","560.48","280.24","450.77","436.94","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","46.26","0.23","0.9","0.0","6.88","0.9","6.17","0.0","0.0","0.0","0.0","115.88","123.53","560.48","280.24","444.59","436.94","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","46.26","0.22","0.9","0.0","6.81","0.9","6.12","0.0","0.0","0.0","0.0","122.0","123.53","560.48","280.24","438.47","436.94","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","46.26","0.21","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","0.0","123.53","560.48","280.24","560.48","436.94","128.0","","","","","","",""
"2016.0","6.0","3.0","155.0","46.26","0.21","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","6.39","123.53","560.48","280.24","554.09","436.94","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","46.26","0.21","0.9","0.0","4.9","0.9","4.41","0.0","0.0","0.0","0.0","10.8","123.53","560.48","280.24","549.68","436.94","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","46.26","0.2","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","17.43","123.53","560.48","280.24","543.04","436.94","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","46.26","0.2","0.9","0.0","6.75","0.9","6.07","0.0","0.0","0.0","0.0","23.51","123.53","560.48","280.24","536.97","436.94","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","46.26","0.19","0.9","0.0","6.48","0.9","5.83","0.0","0.0","0.0","0.0","29.34","123.53","560.48","280.24","531.14","436.94","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","46.26","0.19","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","34.94","123.53","560.48","280.24","525.54","436.94","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","46.26","0.19","0.9","0.0","5.96","0.9","5.36","0.0","0.0","0.0","0.0","40.3","123.53","560.48","280.24","520.17","436.94","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","46.26","0.18","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","46.07","123.53","560.48","280.24","514.41","436.94","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","46.26","0.18","0.9","0.0","6.68","0.9","6.01","0.0","0.0","0.0","0.0","52.08","123.53","560.48","280.24","508.39","436.94","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","46.26","0.18","0.9","0.0","6.62","0.9","5.96","0.0","0.0","0.0","0.0","58.04","123.53","560.48","280.24","502.44","436.94","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","46.26","0.18","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","63.71","123.53","560.48","280.24","496.77","436.94","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","46.26","0.17","0.9","0.0","6.24","0.9","5.62","0.0","0.0","0.0","0.0","69.33","123.53","560.48","280.24","491.15","436.94","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","46.26","0.17","0.9","0.0","5.37","0.9","4.83","0.0","0.0","0.0","0.0","74.16","123.53","560.48","280.24","486.32","436.94","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","46.26","0.17","0.9","0.0","5.25","0.9","4.73","0.0","0.0","0.0","0.0","78.88","123.53","560.48","280.24","481.59","436.94","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","46.26","0.17","0.9","0.0","5.14","0.9","4.63","0.0","0.0","0.0","0.0","83.51","123.53","560.48","280.24","476.97","436.94","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","46.26","0.16","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","89.06","123.53","560.48","280.24","471.41","436.94","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","46.26","0.16","0.9","0.0","6.83","0.9","6.15","0.0","0.0","0.0","0.0","95.21","123.53","560.48","280.24","465.27","436.94","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","46.26","0.16","0.9","0.0","7.19","0.9","6.47","0.0","0.0","0.0","0.0","101.68","123.53","560.48","280.24","458.79","436.94","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","46.26","0.16","0.9","0.0","7.59","0.9","6.83","0.0","0.0","0.0","0.0","108.51","123.53","560.48","280.24","451.96","436.94","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","46.26","0.16","0.9","0.0","7.42","0.9","6.68","0.0","0.0","0.0","0.0","115.19","123.53","560.48","280.24","445.29","436.94","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","46.26","0.15","0.9","0.0","7.46","0.9","6.71","0.0","0.0","0.0","0.0","121.91","123.53","560.48","280.24","438.57","436.94","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","46.26","0.15","0.9","0.0","6.79","0.9","6.11","0.0","0.0","0.0","0.0","0.0","123.53","560.48","280.24","560.48","436.94","128.02","","","","","","",""
"2016.0","6.0","25.0","177.0","46.26","0.15","0.9","0.0","7.58","0.9","6.82","0.0","0.0","0.0","0.0","6.82","123.53","560.48","280.24","553.65","436.94","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","46.26","0.15","0.9","0.0","7.44","0.9","6.7","0.0","0.0","0.0","0.0","13.52","123.53","560.48","280.24","546.96","436.94","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","46.26","0.15","0.9","0.0","7.85","0.9","7.06","0.0","0.0","0.0","0.0","20.58","123.53","560.48","280.24","539.89","436.94","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","46.26","0.14","0.9","0.0","7.77","0.9","6.99","0.0","0.0","0.0","0.0","27.58","123.53","560.48","280.24","532.9","436.94","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","46.26","0.14","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","33.88","123.53","560.48","280.24","526.6","436.94","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","46.26","0.14","0.9","0.0","6.96","0.9","6.26","0.0","0.0","0.0","0.0","40.14","123.53","560.48","280.24","520.34","436.94","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","46.26","0.14","0.9","0.0","6.82","0.9","6.14","0.0","0.0","0.0","0.0","46.28","123.53","560.48","280.24","514.2","436.94","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","46.26","0.14","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","52.34","123.53","560.48","280.24","508.13","436.94","0.0","","","","","","",""
