" Daily soil water balance output for Corn in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Corn in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","2.0","12.0","43.0","11162.2","0.58","0.0","0.0","1.85","0.58","1.07","0.0","0.0","0.0","0.0","18.76","30.6","435.25","217.63","416.49","404.65","0.0","","","","","","",""
"2016.0","2.0","13.0","44.0","11162.2","0.55","0.0","0.0","2.25","0.55","1.25","0.0","0.0","0.0","0.0","20.01","30.6","435.25","217.63","415.25","404.65","0.0","","","","","","",""
"2016.0","2.0","14.0","45.0","11162.2","0.52","0.0","0.0","2.94","0.52","1.54","0.0","0.0","0.0","0.0","21.54","30.6","435.25","217.63","413.71","404.65","0.0","","","","","","",""
"2016.0","2.0","15.0","46.0","11162.2","0.5","0.0","0.0","2.45","0.5","1.23","0.0","0.0","0.0","0.0","22.77","30.6","435.25","217.63","412.48","404.65","0.0","","","","","","",""
"2016.0","2.0","16.0","47.0","11162.2","0.49","0.0","0.0","2.13","0.49","1.03","0.0","0.0","0.0","0.0","23.81","30.6","435.25","217.63","411.45","404.65","0.0","","","","","","",""
"2016.0","2.0","17.0","48.0","11162.2","1.11","0.0","0.0","2.73","1.11","3.03","2.71","2.71","0.0","0.0","24.13","30.6","435.25","217.63","411.12","404.65","0.0","","","","","","",""
"2016.0","2.0","18.0","49.0","11162.2","1.14","0.0","0.0","1.95","1.14","2.23","9.85","9.85","0.0","0.0","16.51","30.6","435.25","217.63","418.75","404.65","0.0","","","","","","",""
"2016.0","2.0","19.0","50.0","11162.2","1.15","0.0","0.0","1.71","1.15","1.96","1.24","1.24","0.0","0.0","17.23","30.6","435.25","217.63","418.03","404.65","0.0","","","","","","",""
"2016.0","2.0","20.0","51.0","11162.2","1.15","0.0","0.0","1.78","1.15","2.04","0.01","0.01","0.0","0.0","19.26","30.6","435.25","217.63","415.99","404.65","0.0","","","","","","",""
"2016.0","2.0","21.0","52.0","11162.2","1.02","0.0","0.0","1.99","1.02","2.03","0.0","0.0","0.0","0.0","21.29","30.6","435.25","217.63","413.96","404.65","0.0","","","","","","",""
"2016.0","2.0","22.0","53.0","11162.2","0.88","0.0","0.0","2.61","0.88","2.29","0.0","0.0","0.0","0.0","23.58","30.6","435.25","217.63","411.68","404.65","0.0","","","","","","",""
"2016.0","2.0","23.0","54.0","11162.2","0.78","0.0","0.0","2.48","0.78","1.94","0.0","0.0","0.0","0.0","25.52","30.6","435.25","217.63","409.73","404.65","0.0","","","","","","",""
"2016.0","2.0","24.0","55.0","11162.2","0.72","0.0","0.0","2.24","0.72","1.62","0.0","0.0","0.0","0.0","27.14","30.6","435.25","217.63","408.12","404.65","0.0","","","","","","",""
"2016.0","2.0","25.0","56.0","11162.2","0.67","0.0","0.0","2.36","0.67","1.58","0.0","0.0","0.0","0.0","28.72","30.6","435.25","217.63","406.54","404.65","0.0","","","","","","",""
"2016.0","2.0","26.0","57.0","11162.2","0.63","0.0","0.0","2.33","0.63","1.46","0.0","0.0","0.0","0.0","30.18","30.6","435.25","217.63","405.08","404.65","0.0","","","","","","",""
"2016.0","2.0","27.0","58.0","11162.2","0.59","0.0","0.0","2.37","0.59","1.4","0.0","0.0","0.0","0.0","31.58","30.6","435.25","217.63","403.67","404.65","0.0","","","","","","",""
"2016.0","2.0","28.0","59.0","11162.2","0.57","0.0","0.0","2.04","0.57","1.16","0.0","0.0","0.0","0.0","30.6","30.6","435.25","217.63","404.65","404.65","0.0","","","","","","",""
"2016.0","2.0","29.0","60.0","11162.2","0.54","0.0","0.0","2.61","0.54","1.4","0.0","0.0","0.0","0.0","32.0","30.6","435.25","217.63","403.25","404.65","0.0","","","","","","",""
"2016.0","3.0","1.0","61.0","11162.2","0.51","0.0","0.0","2.95","0.51","1.5","0.0","0.0","0.0","0.0","30.6","30.6","435.25","217.63","404.65","404.65","0.0","","","","","","",""
"2016.0","3.0","2.0","62.0","11162.2","0.49","0.0","0.0","2.56","0.49","1.25","0.0","0.0","0.0","0.0","31.85","30.6","435.25","217.63","403.4","404.65","0.0","","","","","","",""
"2016.0","3.0","3.0","63.0","11162.2","0.47","0.0","0.0","1.87","0.47","0.89","0.0","0.0","0.0","0.0","30.6","30.6","435.25","217.63","404.65","404.65","0.0","","","","","","",""
"2016.0","3.0","4.0","64.0","11162.2","0.47","0.0","0.0","1.5","0.47","0.7","1.71","1.71","0.0","0.0","29.59","30.6","435.25","217.63","405.67","404.65","0.0","","","","","","",""
"2016.0","3.0","5.0","65.0","11162.2","1.17","0.0","0.0","1.33","1.17","1.55","14.14","14.14","0.0","0.0","17.0","30.6","435.25","217.63","418.25","404.65","0.0","","","","","","",""
"2016.0","3.0","6.0","66.0","11162.2","1.13","0.0","0.0","2.26","1.13","2.55","20.66","19.55","0.0","0.0","0.0","30.6","435.25","217.63","435.25","404.65","0.0","","","","","","",""
"2016.0","3.0","7.0","67.0","11162.2","1.16","0.0","0.0","1.53","1.16","1.77","13.1","1.77","0.0","0.0","0.0","30.6","435.25","217.63","435.25","404.65","0.0","","","","","","",""
"2016.0","3.0","8.0","68.0","11162.2","1.15","0.0","0.0","1.93","1.15","2.22","1.46","1.46","0.0","0.0","0.76","30.6","435.25","217.63","434.49","404.65","0.0","","","","","","",""
"2016.0","3.0","9.0","69.0","11162.2","1.15","0.0","0.0","1.98","1.15","2.27","0.57","0.57","0.0","0.0","2.46","30.6","435.25","217.63","432.79","404.65","0.0","","","","","","",""
"2016.0","3.0","10.0","70.0","11162.2","1.16","0.0","0.0","1.59","1.16","1.84","2.01","2.01","0.0","0.0","2.29","30.6","435.25","217.63","432.96","404.65","0.0","","","","","","",""
"2016.0","3.0","11.0","71.0","11162.2","1.16","0.0","0.0","1.54","1.16","1.78","5.1","4.08","0.0","0.0","0.0","30.6","435.25","217.63","435.25","404.65","0.0","","","","","","",""
"2016.0","3.0","12.0","72.0","11162.2","1.15","0.0","0.0","1.8","1.15","2.07","7.19","2.07","0.0","0.0","0.0","30.6","435.25","217.63","435.25","404.65","0.0","","","","","","",""
"2016.0","3.0","13.0","73.0","11162.2","1.17","0.0","0.0","1.19","1.17","1.4","12.32","1.4","0.0","0.0","0.0","30.6","435.25","217.63","435.25","404.65","0.0","","","","","","",""
"2016.0","3.0","14.0","74.0","11162.2","1.12","0.0","0.0","2.52","1.12","2.82","10.8","2.82","0.0","0.0","0.0","30.6","435.25","217.63","435.25","404.65","0.0","","","","","","",""
"2016.0","3.0","15.0","75.0","11162.2","1.11","0.0","0.0","2.99","1.11","3.32","0.0","0.0","0.0","0.0","3.32","30.6","435.25","217.63","431.94","404.65","0.0","","","","","","",""
"2016.0","3.0","16.0","76.0","11162.2","0.93","0.0","0.0","3.1","0.93","2.89","0.0","0.0","0.0","0.0","6.21","30.6","435.25","217.63","429.05","404.65","0.0","","","","","","",""
"2016.0","3.0","17.0","77.0","11162.2","0.8","0.0","0.0","3.14","0.8","2.5","0.0","0.0","0.0","0.0","8.71","30.6","435.25","217.63","426.55","404.65","0.0","","","","","","",""
"2016.0","3.0","18.0","78.0","11162.2","0.71","0.0","0.0","3.04","0.71","2.16","0.0","0.0","0.0","0.0","10.86","30.6","435.25","217.63","424.39","404.65","0.0","","","","","","",""
"2016.0","3.0","19.0","79.0","11162.2","0.65","0.0","0.0","2.97","0.65","1.92","0.0","0.0","0.0","0.0","12.79","30.6","435.25","217.63","422.47","404.65","0.0","","","","","","",""
"2016.0","3.0","20.0","80.0","11162.2","0.61","0.0","0.0","2.33","0.61","1.42","0.03","0.03","0.0","0.0","14.18","30.6","435.25","217.63","421.08","404.65","0.0","","","","","","",""
"2016.0","3.0","21.0","81.0","11162.2","0.58","0.0","0.0","2.37","0.58","1.37","1.23","1.23","0.0","0.0","14.32","30.6","435.25","217.63","420.94","404.65","0.0","","","","","","",""
"2016.0","3.0","22.0","82.0","11162.2","0.54","0.0","0.0","3.0","0.54","1.63","0.94","0.94","0.0","0.0","15.0","30.6","435.25","217.63","420.25","404.65","0.0","","","","","","",""
"2016.0","3.0","23.0","83.0","11162.2","0.51","0.0","0.0","3.33","0.51","1.7","0.0","0.0","0.0","0.0","16.7","30.6","435.25","217.63","418.56","404.65","0.0","","","","","","",""
"2016.0","3.0","24.0","84.0","11162.2","0.48","0.0","0.0","3.19","0.48","1.54","0.0","0.0","0.0","0.0","18.24","30.6","435.25","217.63","417.01","404.65","0.0","","","","","","",""
"2016.0","3.0","25.0","85.0","11162.2","0.46","0.0","0.0","3.61","0.46","1.65","0.0","0.0","0.0","0.0","19.89","30.6","435.25","217.63","415.36","404.65","0.0","","","","","","",""
"2016.0","3.0","26.0","86.0","11162.2","0.43","0.0","0.0","4.2","0.43","1.81","0.0","0.0","0.0","0.0","21.7","30.6","435.25","217.63","413.55","404.65","0.0","","","","","","",""
"2016.0","3.0","27.0","87.0","11162.2","0.41","0.0","0.0","3.51","0.41","1.45","0.0","0.0","0.0","0.0","23.16","30.6","435.25","217.63","412.1","404.65","0.0","","","","","","",""
"2016.0","3.0","28.0","88.0","11162.2","0.4","0.0","0.0","3.52","0.4","1.4","0.0","0.0","0.0","0.0","24.56","30.6","435.25","217.63","410.7","404.65","0.0","","","","","","",""
"2016.0","3.0","29.0","89.0","11162.2","0.38","0.0","0.0","3.71","0.38","1.42","0.0","0.0","0.0","0.0","25.98","30.6","435.25","217.63","409.28","404.65","0.0","","","","","","",""
"2016.0","3.0","30.0","90.0","11162.2","0.37","0.0","0.0","3.49","0.37","1.29","0.0","0.0","0.0","0.0","27.27","30.6","435.25","217.63","407.99","404.65","0.0","","","","","","",""
"2016.0","3.0","31.0","91.0","11162.2","0.36","0.0","0.0","3.72","0.36","1.33","0.0","0.0","0.0","0.0","28.6","30.6","435.25","217.63","406.66","404.65","0.0","","","","","","",""
"2016.0","4.0","1.0","92.0","11162.2","0.35","0.0","0.0","3.62","0.35","1.25","0.0","0.0","0.0","0.0","29.85","30.6","435.25","217.63","405.4","404.65","0.0","","","","","","",""
"2016.0","4.0","2.0","93.0","11162.2","0.34","0.0","0.0","3.72","0.34","1.25","0.0","0.0","0.0","0.0","31.1","30.6","435.25","217.63","404.15","404.65","0.0","","","","","","",""
"2016.0","4.0","3.0","94.0","11162.2","0.33","0.0","0.0","3.94","0.33","1.29","0.0","0.0","0.0","0.0","30.6","30.6","435.25","217.63","404.65","404.65","0.0","","","","","","",""
"2016.0","4.0","4.0","95.0","11162.2","0.32","0.0","0.0","4.14","0.32","1.31","0.0","0.0","0.0","0.0","31.91","30.6","435.25","217.63","403.34","404.65","0.0","","","","","","",""
"2016.0","4.0","5.0","96.0","11162.2","0.31","0.0","0.0","5.39","0.31","1.65","0.0","0.0","0.0","0.0","30.6","30.6","435.25","217.63","404.65","404.65","0.0","","","","","","",""
"2016.0","4.0","6.0","97.0","11162.2","0.3","0.0","0.0","4.84","0.3","1.43","0.0","0.0","0.0","0.0","32.03","30.6","435.25","217.63","403.22","404.65","0.0","","","","","","",""
"2016.0","4.0","7.0","98.0","11162.2","0.29","0.0","0.0","4.19","0.29","1.21","0.0","0.0","0.0","0.0","30.6","30.6","435.25","217.63","404.65","404.65","0.0","","","","","","",""
"2016.0","4.0","8.0","99.0","11162.2","0.28","0.0","0.0","3.25","0.28","0.92","1.44","1.44","0.0","0.0","30.08","30.6","435.25","217.63","405.17","404.65","0.0","","","","","","",""
"2016.0","4.0","9.0","100.0","11162.2","1.16","0.0","0.0","1.59","1.16","1.84","12.65","12.65","0.0","0.0","19.27","30.6","435.25","217.63","415.98","404.65","0.0","","","","","","",""
"2016.0","4.0","10.0","101.0","11162.2","1.15","0.0","0.0","1.84","1.15","2.11","20.51","20.51","0.0","0.0","0.87","30.6","435.25","217.63","434.38","404.65","0.0","","","","","","",""
"2016.0","4.0","11.0","102.0","11162.2","1.12","0.0","0.0","3.06","1.12","3.43","0.4","0.4","0.0","0.0","3.9","30.6","435.25","217.63","431.35","404.65","0.0","","","","","","",""
"2016.0","4.0","12.0","103.0","11162.2","0.95","0.0","0.0","3.42","0.95","3.25","0.0","0.0","0.0","0.0","7.15","30.6","435.25","217.63","428.1","404.65","0.0","","","","","","",""
"2016.0","4.0","13.0","104.0","11162.2","0.77","0.0","0.0","4.11","0.77","3.17","0.0","0.0","0.0","0.0","10.32","30.6","435.25","217.63","424.93","404.65","0.0","","","","","","",""
"2016.0","4.0","14.0","105.0","11162.2","0.67","0.0","0.0","4.1","0.67","2.73","0.78","0.78","0.0","0.0","12.28","30.6","435.25","217.63","422.98","404.65","0.0","","","","","","",""
"2016.0","4.0","15.0","106.0","11162.2","0.58","0.2","0.0","5.34","0.58","3.08","0.0","0.0","0.0","0.0","15.35","97.54","435.25","217.63","419.9","337.71","0.0","","","","","","",""
"2016.0","4.0","16.0","107.0","11162.2","0.52","0.2","0.0","5.13","0.52","2.65","0.0","0.0","0.0","0.0","18.0","97.54","435.25","217.63","417.25","337.71","0.0","","","","","","",""
"2016.0","4.0","17.0","108.0","11162.2","0.48","0.2","0.0","4.75","0.48","2.26","0.0","0.0","0.0","0.0","20.26","97.54","435.25","217.63","414.99","337.71","0.0","","","","","","",""
"2016.0","4.0","18.0","109.0","11162.2","0.44","0.2","0.0","5.08","0.44","2.24","0.0","0.0","0.0","0.0","22.5","97.54","435.25","217.63","412.76","337.71","0.0","","","","","","",""
"2016.0","4.0","19.0","110.0","11162.2","0.41","0.2","0.0","4.82","0.41","1.99","0.0","0.0","0.0","0.0","24.49","97.54","435.25","217.63","410.76","337.71","0.0","","","","","","",""
"2016.0","4.0","20.0","111.0","11162.2","0.39","0.2","0.0","5.01","0.39","1.95","0.0","0.0","0.0","0.0","26.45","97.54","435.25","217.63","408.81","337.71","0.0","","","","","","",""
"2016.0","4.0","21.0","112.0","11162.2","0.38","0.2","0.0","3.61","0.38","1.36","0.0","0.0","0.0","0.0","27.8","97.54","435.25","217.63","407.45","337.71","0.0","","","","","","",""
"2016.0","4.0","22.0","113.0","11162.2","0.37","0.2","0.0","2.88","0.37","1.06","0.68","0.68","0.0","0.0","28.18","97.54","435.25","217.63","407.07","337.71","0.0","","","","","","",""
"2016.0","4.0","23.0","114.0","11162.2","0.35","0.2","0.0","4.01","0.35","1.42","3.64","3.64","0.0","0.0","25.96","97.54","435.25","217.63","409.3","337.71","0.0","","","","","","",""
"2016.0","4.0","24.0","115.0","11162.2","0.34","0.2","0.0","4.5","0.34","1.53","0.0","0.0","0.0","0.0","27.49","97.54","435.25","217.63","407.77","337.71","0.0","","","","","","",""
"2016.0","4.0","25.0","116.0","11162.2","0.33","0.2","0.0","5.34","0.33","1.74","0.0","0.0","0.0","0.0","29.23","97.54","435.25","217.63","406.03","337.71","0.0","","","","","","",""
"2016.0","4.0","26.0","117.0","11162.2","0.32","0.2","0.0","4.63","0.32","1.46","0.0","0.0","0.0","0.0","30.69","97.54","435.25","217.63","404.57","337.71","0.0","","","","","","",""
"2016.0","4.0","27.0","118.0","11162.2","0.31","0.2","0.0","3.59","0.31","1.1","0.1","0.1","0.0","0.0","31.69","97.54","435.25","217.63","403.56","337.71","0.0","","","","","","",""
"2016.0","4.0","28.0","119.0","11162.2","0.3","0.2","0.0","5.55","0.3","1.65","1.66","1.66","0.0","0.0","31.68","97.54","435.25","217.63","403.58","337.71","0.0","","","","","","",""
"2016.0","4.0","29.0","120.0","11162.2","0.29","0.2","0.0","4.91","0.29","1.41","0.0","0.0","0.0","0.0","33.09","97.54","435.25","217.63","402.17","337.71","0.0","","","","","","",""
"2016.0","4.0","30.0","121.0","11162.2","0.28","0.2","0.0","7.15","0.28","1.97","0.0","0.0","0.0","0.0","35.06","97.54","435.25","217.63","400.2","337.71","0.0","","","","","","",""
"2016.0","5.0","1.0","122.0","11162.2","0.27","0.2","0.0","5.68","0.27","1.52","0.0","0.0","0.0","0.0","36.58","97.54","435.25","217.63","398.68","337.71","0.0","","","","","","",""
"2016.0","5.0","2.0","123.0","11162.2","0.26","0.2","0.0","5.14","0.26","1.34","0.0","0.0","0.0","0.0","37.92","97.54","435.25","217.63","397.34","337.71","0.0","","","","","","",""
"2016.0","5.0","3.0","124.0","11162.2","0.26","0.2","0.0","4.27","0.26","1.09","0.0","0.0","0.0","0.0","39.01","97.54","435.25","217.63","396.25","337.71","0.0","","","","","","",""
"2016.0","5.0","4.0","125.0","11162.2","0.25","0.2","0.0","4.54","0.25","1.14","0.0","0.0","0.0","0.0","40.14","97.54","435.25","217.63","395.11","337.71","0.0","","","","","","",""
"2016.0","5.0","5.0","126.0","11162.2","0.25","0.2","0.0","2.55","0.25","0.63","0.46","0.46","0.0","0.0","40.31","97.54","435.25","217.63","394.94","337.71","0.0","","","","","","",""
"2016.0","5.0","6.0","127.0","11162.2","0.25","0.2","0.0","1.88","0.25","0.46","0.47","0.47","0.0","0.0","40.3","97.54","435.25","217.63","394.95","337.71","0.0","","","","","","",""
"2016.0","5.0","7.0","128.0","11162.2","1.14","0.2","0.0","2.03","1.14","2.31","4.81","4.81","0.0","0.0","37.81","97.54","435.25","217.63","397.45","337.71","0.0","","","","","","",""
"2016.0","5.0","8.0","129.0","11162.2","1.11","0.2","0.0","3.27","1.11","3.64","0.69","0.69","0.0","0.0","40.76","97.54","435.25","217.63","394.5","337.71","0.0","","","","","","",""
"2016.0","5.0","9.0","130.0","11162.2","0.87","0.2","0.0","4.52","0.87","3.91","0.0","0.0","0.0","0.0","44.67","97.54","435.25","217.63","390.58","337.71","0.0","","","","","","",""
"2016.0","5.0","10.0","131.0","11162.2","0.69","0.2","0.0","5.37","0.69","3.7","0.0","0.0","0.0","0.0","48.38","97.54","435.25","217.63","386.88","337.71","0.0","","","","","","",""
"2016.0","5.0","11.0","132.0","11162.2","0.58","0.2","0.0","5.67","0.58","3.31","0.0","0.0","0.0","0.0","51.69","97.54","435.25","217.63","383.57","337.71","0.0","","","","","","",""
"2016.0","5.0","12.0","133.0","11162.2","0.52","0.2","0.0","5.67","0.52","2.92","0.0","0.0","0.0","0.0","54.61","97.54","435.25","217.63","380.64","337.71","0.0","","","","","","",""
"2016.0","5.0","13.0","134.0","11162.2","0.47","0.2","0.0","5.3","0.47","2.49","0.0","0.0","0.0","0.0","57.1","97.54","435.25","217.63","378.16","337.71","0.0","","","","","","",""
"2016.0","5.0","14.0","135.0","11162.2","0.44","0.2","0.0","4.83","0.44","2.11","0.0","0.0","0.0","0.0","59.21","97.54","435.25","217.63","376.04","337.71","0.0","","","","","","",""
"2016.0","5.0","15.0","136.0","11162.2","0.41","0.2","0.0","5.41","0.41","2.2","0.0","0.0","0.0","0.0","61.42","97.54","435.25","217.63","373.84","337.71","0.0","","","","","","",""
"2016.0","5.0","16.0","137.0","11162.2","0.38","0.2","0.0","6.4","0.38","2.42","0.0","0.0","0.0","0.0","63.84","97.54","435.25","217.63","371.42","337.71","0.0","","","","","","",""
"2016.0","5.0","17.0","138.0","11162.2","0.35","0.2","0.0","7.38","0.35","2.59","0.0","0.0","0.0","0.0","66.43","97.54","435.25","217.63","368.83","337.71","0.0","","","","","","",""
"2016.0","5.0","18.0","139.0","11162.2","0.33","0.2","0.0","6.85","0.33","2.26","0.0","0.0","0.0","0.0","68.69","97.54","435.25","217.63","366.57","337.71","0.0","","","","","","",""
"2016.0","5.0","19.0","140.0","11162.2","0.31","0.2","0.0","6.05","0.31","1.91","0.0","0.0","0.0","0.0","70.59","97.54","435.25","217.63","364.66","337.71","0.0","","","","","","",""
"2016.0","5.0","20.0","141.0","11162.2","0.3","0.22","0.0","4.86","0.3","1.48","0.0","0.0","0.0","0.0","72.07","97.54","435.25","217.63","363.18","337.71","0.0","","","","","","",""
"2016.0","5.0","21.0","142.0","11162.2","0.3","0.24","0.0","3.64","0.3","1.08","0.0","0.0","0.0","0.0","73.16","97.54","435.25","217.63","362.1","337.71","0.0","","","","","","",""
"2016.0","5.0","22.0","143.0","11162.2","0.29","0.26","0.0","4.01","0.29","1.17","0.8","0.8","0.0","0.0","73.52","97.54","435.25","217.63","361.73","337.71","0.0","","","","","","",""
"2016.0","5.0","23.0","144.0","11162.2","0.28","0.28","0.0","4.59","0.28","1.3","0.0","0.0","0.0","0.0","74.82","97.54","435.25","217.63","360.43","337.71","0.0","","","","","","",""
"2016.0","5.0","24.0","145.0","11162.2","0.28","0.3","0.0","4.79","0.3","1.44","0.0","0.0","0.0","0.0","76.26","97.54","435.25","217.63","358.99","337.71","0.0","","","","","","",""
"2016.0","5.0","25.0","146.0","11162.2","0.27","0.32","0.0","5.18","0.32","1.67","0.0","0.0","0.0","0.0","77.93","97.54","435.25","217.63","357.32","337.71","0.0","","","","","","",""
"2016.0","5.0","26.0","147.0","11162.2","0.26","0.34","0.0","5.52","0.34","1.89","0.0","0.0","0.0","0.0","79.82","97.54","435.25","217.63","355.44","337.71","0.0","","","","","","",""
"2016.0","5.0","27.0","148.0","11162.2","0.25","0.36","0.0","5.89","0.36","2.13","0.0","0.0","0.0","0.0","81.95","97.54","435.25","217.63","353.31","337.71","0.0","","","","","","",""
"2016.0","5.0","28.0","149.0","11162.2","0.25","0.38","0.0","6.73","0.38","2.57","0.0","0.0","0.0","0.0","84.52","97.54","435.25","217.63","350.74","337.71","0.0","","","","","","",""
"2016.0","5.0","29.0","150.0","11162.2","0.24","0.4","0.0","6.28","0.4","2.53","0.0","0.0","0.0","0.0","87.05","97.54","435.25","217.63","348.21","337.71","0.0","","","","","","",""
"2016.0","5.0","30.0","151.0","11162.2","0.23","0.42","0.0","6.56","0.42","2.77","0.0","0.0","0.0","0.0","89.82","97.54","435.25","217.63","345.44","337.71","0.0","","","","","","",""
"2016.0","5.0","31.0","152.0","11162.2","0.23","0.44","0.0","6.88","0.44","3.05","0.0","0.0","0.0","0.0","92.87","97.54","435.25","217.63","342.39","337.71","0.0","","","","","","",""
"2016.0","6.0","1.0","153.0","11162.2","0.22","0.46","0.0","6.81","0.46","3.15","0.0","0.0","0.0","0.0","96.02","97.54","435.25","217.63","339.24","337.71","0.0","","","","","","",""
"2016.0","6.0","2.0","154.0","11162.2","0.21","0.48","0.0","6.66","0.48","3.22","0.0","0.0","0.0","0.0","0.0","97.54","435.25","217.63","435.25","337.71","99.24","","","","","","",""
"2016.0","6.0","3.0","155.0","11162.2","0.21","0.5","0.0","7.1","0.5","3.58","0.0","0.0","0.0","0.0","3.58","97.54","435.25","217.63","431.68","337.71","0.0","","","","","","",""
"2016.0","6.0","4.0","156.0","11162.2","0.21","0.52","0.0","4.9","0.52","2.57","0.0","0.0","0.0","0.0","6.14","97.54","435.25","217.63","429.11","337.71","0.0","","","","","","",""
"2016.0","6.0","5.0","157.0","11162.2","0.2","0.54","0.0","7.37","0.54","4.01","0.0","0.0","0.0","0.0","10.15","97.54","435.25","217.63","425.1","337.71","0.0","","","","","","",""
"2016.0","6.0","6.0","158.0","11162.2","0.2","0.56","0.0","6.75","0.56","3.81","0.0","0.0","0.0","0.0","13.96","97.54","435.25","217.63","421.29","337.71","0.0","","","","","","",""
"2016.0","6.0","7.0","159.0","11162.2","0.19","0.58","0.0","6.48","0.58","3.79","0.0","0.0","0.0","0.0","17.75","97.54","435.25","217.63","417.51","337.71","0.0","","","","","","",""
"2016.0","6.0","8.0","160.0","11162.2","0.19","0.6","0.0","6.22","0.6","3.76","0.0","0.0","0.0","0.0","21.51","97.54","435.25","217.63","413.74","337.71","0.0","","","","","","",""
"2016.0","6.0","9.0","161.0","11162.2","0.19","0.63","0.0","5.96","0.63","3.73","0.0","0.0","0.0","0.0","25.23","97.54","435.25","217.63","410.02","337.71","0.0","","","","","","",""
"2016.0","6.0","10.0","162.0","11162.2","0.18","0.65","0.0","6.41","0.65","4.14","0.0","0.0","0.0","0.0","29.37","97.54","435.25","217.63","405.88","337.71","0.0","","","","","","",""
"2016.0","6.0","11.0","163.0","11162.2","0.18","0.67","0.0","6.68","0.67","4.45","0.0","0.0","0.0","0.0","33.82","97.54","435.25","217.63","401.44","337.71","0.0","","","","","","",""
"2016.0","6.0","12.0","164.0","11162.2","0.18","0.69","0.0","6.62","0.69","4.54","0.0","0.0","0.0","0.0","38.36","97.54","435.25","217.63","396.9","337.71","0.0","","","","","","",""
"2016.0","6.0","13.0","165.0","11162.2","0.18","0.71","0.0","6.3","0.71","4.45","0.0","0.0","0.0","0.0","42.8","97.54","435.25","217.63","392.45","337.71","0.0","","","","","","",""
"2016.0","6.0","14.0","166.0","11162.2","0.17","0.73","0.0","6.24","0.73","4.53","0.0","0.0","0.0","0.0","47.33","97.54","435.25","217.63","387.92","337.71","0.0","","","","","","",""
"2016.0","6.0","15.0","167.0","11162.2","0.17","0.75","0.0","5.37","0.75","4.01","0.0","0.0","0.0","0.0","51.34","97.54","435.25","217.63","383.91","337.71","0.0","","","","","","",""
"2016.0","6.0","16.0","168.0","11162.2","0.17","0.77","0.0","5.25","0.77","4.03","0.0","0.0","0.0","0.0","55.37","97.54","435.25","217.63","379.89","337.71","0.0","","","","","","",""
"2016.0","6.0","17.0","169.0","11162.2","0.17","0.79","0.0","5.14","0.79","4.04","0.0","0.0","0.0","0.0","59.41","97.54","435.25","217.63","375.84","337.71","0.0","","","","","","",""
"2016.0","6.0","18.0","170.0","11162.2","0.16","0.81","0.0","6.17","0.81","4.98","0.0","0.0","0.0","0.0","64.39","97.54","435.25","217.63","370.86","337.71","0.0","","","","","","",""
"2016.0","6.0","19.0","171.0","11162.2","0.16","0.83","0.0","6.83","0.83","5.65","0.0","0.0","0.0","0.0","70.04","97.54","435.25","217.63","365.21","337.71","0.0","","","","","","",""
"2016.0","6.0","20.0","172.0","11162.2","0.16","0.85","0.0","7.19","0.85","6.09","0.0","0.0","0.0","0.0","76.14","97.54","435.25","217.63","359.12","337.71","0.0","","","","","","",""
"2016.0","6.0","21.0","173.0","11162.2","0.16","0.87","0.0","7.59","0.87","6.59","0.0","0.0","0.0","0.0","82.73","97.54","435.25","217.63","352.53","337.71","0.0","","","","","","",""
"2016.0","6.0","22.0","174.0","11162.2","0.16","0.89","0.0","7.42","0.89","6.59","0.0","0.0","0.0","0.0","89.31","97.54","435.25","217.63","345.94","337.71","0.0","","","","","","",""
"2016.0","6.0","23.0","175.0","11162.2","0.15","0.91","0.0","7.46","0.91","6.78","0.0","0.0","0.0","0.0","96.09","97.54","435.25","217.63","339.16","337.71","0.0","","","","","","",""
"2016.0","6.0","24.0","176.0","11162.2","0.15","0.93","0.0","6.79","0.93","6.31","0.0","0.0","0.0","0.0","0.0","97.54","435.25","217.63","435.25","337.71","102.4","","","","","","",""
"2016.0","6.0","25.0","177.0","11162.2","0.15","0.95","0.0","7.58","0.95","7.19","0.0","0.0","0.0","0.0","7.19","97.54","435.25","217.63","428.06","337.71","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","11162.2","0.15","0.97","0.0","7.44","0.97","7.21","0.0","0.0","0.0","0.0","14.4","97.54","435.25","217.63","420.85","337.71","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","11162.2","0.15","0.99","0.0","7.85","0.99","7.77","0.0","0.0","0.0","0.0","22.17","97.54","435.25","217.63","413.09","337.71","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","11162.2","0.14","1.01","0.0","7.77","1.01","7.84","0.0","0.0","0.0","0.0","30.01","97.54","435.25","217.63","405.24","337.71","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","11162.2","0.14","1.03","0.0","7.0","1.03","7.21","0.0","0.0","0.0","0.0","37.22","97.54","435.25","217.63","398.03","337.71","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","11162.2","0.14","1.05","0.0","6.96","1.05","7.31","0.0","0.0","0.0","0.0","44.53","97.54","435.25","217.63","390.73","337.71","0.0","","","","","","",""
