" Daily soil water balance output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","2.0","9.0","40.0","40.0","1.14","0.0","0.0","2.07","1.14","2.35","11.18","2.35","0.0","0.0","0.0","28.05","569.98","284.99","569.98","541.93","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","40.0","1.14","0.0","0.0","1.86","1.14","2.12","0.0","0.0","0.0","0.0","2.12","28.05","569.98","284.99","567.85","541.93","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","40.0","1.15","0.0","0.0","1.69","1.15","1.94","0.0","0.0","0.0","0.0","4.06","28.05","569.98","284.99","565.92","541.93","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","40.0","1.01","0.0","0.0","2.01","1.01","2.02","0.0","0.0","0.0","0.0","6.08","28.05","569.98","284.99","563.89","541.93","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","40.0","0.89","0.0","0.0","2.06","0.89","1.84","0.0","0.0","0.0","0.0","7.92","28.05","569.98","284.99","562.06","541.93","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","40.0","0.81","0.74","0.0","2.19","0.81","1.76","0.0","0.0","0.0","0.0","9.69","118.63","569.98","284.99","560.29","451.34","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","40.0","0.74","0.74","0.0","2.1","0.74","1.56","0.0","0.0","0.0","0.0","11.24","118.63","569.98","284.99","558.73","451.34","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","40.0","0.69","0.74","0.0","2.08","0.74","1.55","0.0","0.0","0.0","0.0","12.79","118.63","569.98","284.99","557.19","451.34","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","40.0","0.66","0.75","0.0","1.79","0.75","1.33","0.0","0.0","0.0","0.0","14.12","118.63","569.98","284.99","555.85","451.34","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","40.0","0.63","0.75","0.0","1.77","0.75","1.32","0.0","0.0","0.0","0.0","15.45","118.63","569.98","284.99","554.53","451.34","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","40.0","0.61","0.75","0.0","1.04","0.75","0.78","0.0","0.0","0.0","0.0","16.22","118.63","569.98","284.99","553.75","451.34","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","40.0","0.59","0.75","0.0","1.91","0.75","1.43","0.0","0.0","0.0","0.0","17.66","118.63","569.98","284.99","552.32","451.34","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","40.0","0.56","0.75","0.0","1.73","0.75","1.3","0.0","0.0","0.0","0.0","18.96","118.63","569.98","284.99","551.02","451.34","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","40.0","0.53","0.75","0.0","3.17","0.75","2.39","0.0","0.0","0.0","0.0","21.34","118.63","569.98","284.99","548.63","451.34","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","40.0","0.5","0.76","0.0","3.74","0.76","2.82","0.0","0.0","0.0","0.0","24.17","118.63","569.98","284.99","545.81","451.34","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","40.0","0.48","0.76","0.0","2.72","0.76","2.06","0.0","0.0","0.0","0.0","26.23","118.63","569.98","284.99","543.75","451.34","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","40.0","0.46","0.76","0.0","2.16","0.76","1.64","0.0","0.0","0.0","0.0","27.86","118.63","569.98","284.99","542.11","451.34","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","40.0","0.44","0.76","0.0","2.91","0.76","2.21","0.0","0.0","0.0","0.0","30.08","118.63","569.98","284.99","539.9","451.34","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","40.0","0.43","0.76","0.0","2.89","0.76","2.2","0.0","0.0","0.0","0.0","32.28","118.63","569.98","284.99","537.7","451.34","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","40.0","0.42","0.76","0.0","2.1","0.76","1.6","0.0","0.0","0.0","0.0","33.88","118.63","569.98","284.99","536.1","451.34","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","40.0","0.41","0.77","0.0","2.54","0.77","1.94","0.0","0.0","0.0","0.0","35.82","118.63","569.98","284.99","534.15","451.34","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","40.0","0.4","0.77","0.0","2.2","0.77","1.69","0.0","0.0","0.0","0.0","37.51","118.63","569.98","284.99","532.47","451.34","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","40.0","0.39","0.77","0.0","2.5","0.77","1.92","0.31","0.31","0.0","0.0","39.12","118.63","569.98","284.99","530.85","451.34","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","40.0","0.38","0.77","0.0","2.61","0.77","2.01","0.0","0.0","0.0","0.0","41.13","118.63","569.98","284.99","528.85","451.34","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","40.0","0.37","0.77","0.0","2.81","0.77","2.17","0.0","0.0","0.0","0.0","43.3","118.63","569.98","284.99","526.68","451.34","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","40.0","0.36","0.77","0.0","2.99","0.77","2.31","0.0","0.0","0.0","0.0","45.61","118.63","569.98","284.99","524.36","451.34","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","40.0","0.35","0.78","0.0","2.86","0.78","2.22","0.0","0.0","0.0","0.0","47.83","118.63","569.98","284.99","522.15","451.34","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","40.0","0.34","0.78","0.0","2.91","0.78","2.26","0.0","0.0","0.0","0.0","50.09","118.63","569.98","284.99","519.89","451.34","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","40.0","0.33","0.78","0.0","2.86","0.78","2.23","0.0","0.0","0.0","0.0","52.31","118.63","569.98","284.99","517.66","451.34","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","40.0","0.33","0.78","0.0","2.39","0.78","1.86","0.0","0.0","0.0","0.0","54.18","118.63","569.98","284.99","515.8","451.34","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","40.0","1.13","0.78","0.0","2.24","1.13","2.53","2.67","2.67","0.0","0.0","54.04","118.63","569.98","284.99","515.94","451.34","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","40.0","1.11","0.78","0.0","3.32","1.11","3.68","2.08","2.08","0.0","0.0","55.64","118.63","569.98","284.99","514.33","451.34","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","40.0","0.93","0.79","0.0","3.03","0.93","2.83","0.0","0.0","0.0","0.0","58.47","118.63","569.98","284.99","511.51","451.34","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","40.0","0.79","0.79","0.0","3.33","0.79","2.63","0.0","0.0","0.0","0.0","61.1","118.63","569.98","284.99","508.88","451.34","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","40.0","0.69","0.79","0.0","3.77","0.79","2.97","0.0","0.0","0.0","0.0","64.07","118.63","569.98","284.99","505.91","451.34","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","40.0","0.64","0.79","0.0","2.61","0.79","2.06","0.0","0.0","0.0","0.0","66.13","118.63","569.98","284.99","503.84","451.34","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","40.0","0.58","0.79","0.0","3.59","0.79","2.84","0.0","0.0","0.0","0.0","68.97","118.63","569.98","284.99","501.0","451.34","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","40.0","0.54","0.79","0.0","3.75","0.79","2.98","1.28","1.28","0.0","0.0","70.67","118.63","569.98","284.99","499.31","451.34","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","40.0","0.5","0.8","0.0","3.78","0.8","3.01","0.0","0.0","0.0","0.0","73.67","118.63","569.98","284.99","496.3","451.34","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","40.0","0.48","0.8","0.0","3.08","0.8","2.45","0.0","0.0","0.0","0.0","76.13","118.63","569.98","284.99","493.85","451.34","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","40.0","0.45","0.8","0.0","3.5","0.8","2.79","0.0","0.0","0.0","0.0","78.92","118.63","569.98","284.99","491.05","451.34","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","40.0","0.43","0.8","0.0","3.12","0.8","2.5","0.0","0.0","0.0","0.0","81.42","118.63","569.98","284.99","488.56","451.34","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","40.0","0.42","0.8","0.0","3.08","0.8","2.47","0.53","0.53","0.0","0.0","83.36","118.63","569.98","284.99","486.62","451.34","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","40.0","0.4","0.8","0.0","3.33","0.8","2.68","0.0","0.0","0.0","0.0","86.03","118.63","569.98","284.99","483.94","451.34","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","40.0","0.39","0.81","0.0","4.06","0.81","3.27","0.0","0.0","0.0","0.0","89.3","118.63","569.98","284.99","480.67","451.34","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","40.0","0.37","0.81","0.0","3.9","0.81","3.15","0.0","0.0","0.0","0.0","92.45","118.63","569.98","284.99","477.53","451.34","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","40.0","0.36","0.81","0.0","4.27","0.81","3.45","0.0","0.0","0.0","0.0","95.9","118.63","569.98","284.99","474.08","451.34","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","40.0","0.34","0.81","0.0","4.84","0.81","3.92","0.0","0.0","0.0","0.0","99.82","118.63","569.98","284.99","470.16","451.34","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","40.0","0.33","0.81","0.0","4.63","0.81","3.76","0.0","0.0","0.0","0.0","103.58","118.63","569.98","284.99","466.4","451.34","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","40.0","0.32","0.81","0.0","4.42","0.81","3.59","0.0","0.0","0.0","0.0","107.17","118.63","569.98","284.99","462.8","451.34","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","40.0","0.31","0.82","0.0","4.62","0.82","3.77","0.0","0.0","0.0","0.0","110.94","118.63","569.98","284.99","459.04","451.34","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","40.0","0.3","0.82","0.0","4.12","0.82","3.36","0.0","0.0","0.0","0.0","114.3","118.63","569.98","284.99","455.67","451.34","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","40.0","0.29","0.82","0.0","5.35","0.82","4.38","0.0","0.0","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","118.68","","","","","","","","",""
"2015.0","4.0","3.0","93.0","40.0","0.28","0.82","0.0","4.55","0.82","3.73","0.0","0.0","0.0","0.0","3.73","118.63","569.98","284.99","566.25","451.34","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","40.0","0.28","0.82","0.0","4.42","0.82","3.63","0.0","0.0","0.0","0.0","7.36","118.63","569.98","284.99","562.61","451.34","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","40.0","0.27","0.82","0.0","2.61","0.82","2.15","0.65","0.65","0.0","0.0","8.86","118.63","569.98","284.99","561.11","451.34","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","40.0","1.1","0.83","0.0","2.92","1.1","3.22","4.82","4.82","0.0","0.0","7.26","118.63","569.98","284.99","562.71","451.34","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","40.0","1.11","0.83","0.0","2.82","1.11","3.12","3.41","3.41","0.0","0.0","6.98","118.63","569.98","284.99","563.0","451.34","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","40.0","1.1","0.83","0.0","3.06","1.1","3.36","6.61","6.61","0.0","0.0","3.72","118.63","569.98","284.99","566.25","451.34","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","40.0","1.06","0.83","0.0","3.49","1.06","3.7","0.0","0.0","0.0","0.0","7.42","118.63","569.98","284.99","562.55","451.34","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","40.0","0.83","0.83","0.0","4.07","0.83","3.38","0.0","0.0","0.0","0.0","10.81","118.63","569.98","284.99","559.17","451.34","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","40.0","0.7","0.83","0.0","4.2","0.83","3.5","0.0","0.0","0.0","0.0","14.31","118.63","569.98","284.99","555.67","451.34","0.0","","","","","","","","",""
"2015.0","4.0","12.0","102.0","40.0","0.61","0.84","0.0","4.8","0.84","4.01","0.0","0.0","0.0","0.0","18.32","118.63","569.98","284.99","551.66","451.34","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","40.0","0.54","0.84","0.0","4.68","0.84","3.92","0.0","0.0","0.0","0.0","22.23","118.63","569.98","284.99","547.74","451.34","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","40.0","0.49","0.84","0.0","4.89","0.84","4.1","0.0","0.0","0.0","0.0","26.33","118.63","569.98","284.99","543.64","451.34","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","40.0","0.45","0.84","0.0","6.17","0.84","5.18","0.0","0.0","0.0","0.0","31.51","118.63","569.98","284.99","538.46","451.34","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","40.0","0.41","0.84","0.0","5.75","0.84","4.84","0.0","0.0","0.0","0.0","36.35","118.63","569.98","284.99","533.62","451.34","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","40.0","0.39","0.84","0.0","5.26","0.84","4.44","0.0","0.0","0.0","0.0","40.79","118.63","569.98","284.99","529.19","451.34","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","40.0","0.37","0.85","0.0","4.83","0.85","4.08","0.0","0.0","0.0","0.0","44.87","118.63","569.98","284.99","525.1","451.34","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","40.0","0.35","0.85","0.0","4.94","0.85","4.18","0.0","0.0","0.0","0.0","49.05","118.63","569.98","284.99","520.92","451.34","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","40.0","0.34","0.85","0.0","4.55","0.85","3.86","0.0","0.0","0.0","0.0","52.91","118.63","569.98","284.99","517.06","451.34","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","40.0","0.33","0.85","0.0","3.69","0.85","3.14","0.0","0.0","0.0","0.0","56.05","118.63","569.98","284.99","513.93","451.34","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","40.0","0.32","0.85","0.0","4.06","0.85","3.46","0.0","0.0","0.0","0.0","59.51","118.63","569.98","284.99","510.47","451.34","0.0","","","","","","","","",""
"2015.0","4.0","23.0","113.0","40.0","0.31","0.85","0.0","4.61","0.85","3.93","0.0","0.0","0.0","0.0","63.44","118.63","569.98","284.99","506.53","451.34","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","40.0","0.3","0.86","0.0","4.98","0.86","4.26","0.0","0.0","0.0","0.0","67.7","118.63","569.98","284.99","502.28","451.34","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","40.0","1.06","0.86","0.0","3.96","1.06","4.2","7.89","7.89","0.0","0.0","64.01","118.63","569.98","284.99","505.96","451.34","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","40.0","0.88","0.86","0.0","5.06","0.88","4.47","0.0","0.0","0.0","0.0","68.48","118.63","569.98","284.99","501.5","451.34","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","40.0","0.68","0.86","0.0","5.85","0.86","5.03","0.0","0.0","0.0","0.0","73.51","118.63","569.98","284.99","496.46","451.34","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","40.0","0.58","0.86","0.0","5.37","0.86","4.63","0.0","0.0","0.0","0.0","78.14","118.63","569.98","284.99","491.84","451.34","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","40.0","0.52","0.86","0.0","5.19","0.86","4.48","0.0","0.0","0.0","0.0","82.62","118.63","569.98","284.99","487.36","451.34","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","40.0","0.46","0.87","0.0","6.36","0.87","5.5","0.0","0.0","0.0","0.0","88.12","118.63","569.98","284.99","481.86","451.34","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","40.0","0.42","0.87","0.0","6.3","0.87","5.46","0.0","0.0","0.0","0.0","93.58","118.63","569.98","284.99","476.4","451.34","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","40.0","0.39","0.87","0.0","5.65","0.87","4.91","0.0","0.0","0.0","0.0","98.49","118.63","569.98","284.99","471.49","451.34","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","40.0","0.37","0.87","0.0","4.95","0.87","4.31","0.0","0.0","0.0","0.0","102.79","118.63","569.98","284.99","467.18","451.34","0.0","","","","","","","","",""
"2015.0","5.0","4.0","124.0","40.0","0.36","0.87","0.0","4.62","0.87","4.03","0.0","0.0","0.0","0.0","106.82","118.63","569.98","284.99","463.16","451.34","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","40.0","0.34","0.87","0.0","4.71","0.87","4.11","0.0","0.0","0.0","0.0","110.93","118.63","569.98","284.99","459.04","451.34","0.0","","","","","","","","",""
"2015.0","5.0","6.0","126.0","40.0","0.33","0.88","0.0","4.99","0.88","4.37","0.0","0.0","0.0","0.0","115.3","118.63","569.98","284.99","454.68","451.34","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","40.0","0.32","0.88","0.0","3.32","0.88","2.91","0.0","0.0","0.0","0.0","118.21","118.63","569.98","284.99","451.77","451.34","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","40.0","0.31","0.88","0.0","4.33","0.88","3.8","0.3","0.3","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","121.71","","","","","","","","",""
"2015.0","5.0","9.0","129.0","40.0","0.3","0.88","0.0","4.75","0.88","4.18","0.0","0.0","0.0","0.0","4.18","118.63","569.98","284.99","565.8","451.34","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","40.0","0.29","0.88","0.0","4.97","0.88","4.38","0.0","0.0","0.0","0.0","8.56","118.63","569.98","284.99","561.41","451.34","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","40.0","0.28","0.88","0.0","4.98","0.88","4.4","0.0","0.0","0.0","0.0","12.96","118.63","569.98","284.99","557.02","451.34","0.0","","","","","","","","",""
"2015.0","5.0","12.0","132.0","40.0","0.28","0.89","0.0","4.94","0.89","4.37","0.0","0.0","0.0","0.0","17.33","118.63","569.98","284.99","552.64","451.34","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","40.0","0.27","0.89","0.0","4.64","0.89","4.11","0.0","0.0","0.0","0.0","21.45","118.63","569.98","284.99","548.53","451.34","0.0","","","","","","","","",""
"2015.0","5.0","14.0","134.0","40.0","0.27","0.89","0.0","3.04","0.89","2.7","0.0","0.0","0.0","0.0","24.15","118.63","569.98","284.99","545.83","451.34","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","40.0","0.26","0.89","0.0","4.56","0.89","4.06","3.66","3.66","0.0","0.0","24.55","118.63","569.98","284.99","545.43","451.34","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","40.0","0.25","0.89","0.0","4.67","0.89","4.16","0.0","0.0","0.0","0.0","28.71","118.63","569.98","284.99","541.27","451.34","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","40.0","0.25","0.89","0.0","3.98","0.89","3.56","0.0","0.0","0.0","0.0","32.27","118.63","569.98","284.99","537.71","451.34","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","40.0","0.24","0.9","0.0","4.71","0.9","4.22","0.0","0.0","0.0","0.0","36.48","118.63","569.98","284.99","533.5","451.34","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","40.0","0.24","0.9","0.0","4.89","0.9","4.38","0.0","0.0","0.0","0.0","40.87","118.63","569.98","284.99","529.11","451.34","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","40.0","0.24","0.9","0.0","4.74","0.9","4.26","0.0","0.0","0.0","0.0","45.12","118.63","569.98","284.99","524.85","451.34","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","40.0","0.23","0.9","0.0","4.02","0.9","3.62","0.0","0.0","0.0","0.0","48.74","118.63","569.98","284.99","521.23","451.34","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","40.0","0.23","0.9","0.0","4.76","0.9","4.28","0.0","0.0","0.0","0.0","53.03","118.63","569.98","284.99","516.95","451.34","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","40.0","0.22","0.9","0.0","4.73","0.9","4.26","0.0","0.0","0.0","0.0","57.28","118.63","569.98","284.99","512.69","451.34","0.0","","","","","","","","",""
"2015.0","5.0","24.0","144.0","40.0","0.22","0.9","0.0","5.3","0.9","4.77","0.0","0.0","0.0","0.0","62.05","118.63","569.98","284.99","507.92","451.34","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","40.0","0.22","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","66.75","118.63","569.98","284.99","503.23","451.34","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","40.0","0.21","0.9","0.0","5.23","0.9","4.71","0.0","0.0","0.0","0.0","71.46","118.63","569.98","284.99","498.52","451.34","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","40.0","0.21","0.9","0.0","5.27","0.9","4.74","0.0","0.0","0.0","0.0","76.2","118.63","569.98","284.99","493.78","451.34","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","40.0","0.2","0.9","0.0","5.16","0.9","4.64","0.0","0.0","0.0","0.0","80.84","118.63","569.98","284.99","489.13","451.34","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","40.0","0.2","0.9","0.0","5.83","0.9","5.25","0.0","0.0","0.0","0.0","86.09","118.63","569.98","284.99","483.88","451.34","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","40.0","0.2","0.9","0.0","6.13","0.9","5.52","0.0","0.0","0.0","0.0","91.61","118.63","569.98","284.99","478.37","451.34","0.0","","","","","","","","",""
"2015.0","5.0","31.0","151.0","40.0","0.19","0.9","0.0","5.1","0.9","4.59","0.0","0.0","0.0","0.0","96.2","118.63","569.98","284.99","473.78","451.34","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","40.0","0.19","0.9","0.0","5.33","0.9","4.8","0.0","0.0","0.0","0.0","101.0","118.63","569.98","284.99","468.98","451.34","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","40.0","0.19","0.9","0.0","5.55","0.9","5.0","0.0","0.0","0.0","0.0","105.99","118.63","569.98","284.99","463.99","451.34","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","40.0","0.19","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","110.69","118.63","569.98","284.99","459.29","451.34","0.0","","","","","","","","",""
"2015.0","6.0","4.0","155.0","40.0","0.18","0.9","0.0","5.69","0.9","5.12","0.0","0.0","0.0","0.0","115.81","118.63","569.98","284.99","454.17","451.34","0.0","","","","","","","","",""
"2015.0","6.0","5.0","156.0","40.0","0.18","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","121.58","","","","","","","","",""
"2015.0","6.0","6.0","157.0","40.0","0.18","0.9","0.0","6.08","0.9","5.47","0.0","0.0","0.0","0.0","5.47","118.63","569.98","284.99","564.5","451.34","0.0","","","","","","","","",""
"2015.0","6.0","7.0","158.0","40.0","0.18","0.9","0.0","6.53","0.9","5.88","0.0","0.0","0.0","0.0","11.35","118.63","569.98","284.99","558.63","451.34","0.0","","","","","","","","",""
"2015.0","6.0","8.0","159.0","40.0","0.17","0.9","0.0","7.19","0.9","6.47","0.0","0.0","0.0","0.0","17.82","118.63","569.98","284.99","552.16","451.34","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","40.0","0.17","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","23.58","118.63","569.98","284.99","546.4","451.34","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","40.0","0.17","0.9","0.0","2.74","0.9","2.47","0.19","0.19","0.0","0.0","25.86","118.63","569.98","284.99","544.12","451.34","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","40.0","0.17","0.9","0.0","6.69","0.9","6.02","3.14","3.14","0.0","0.0","28.74","118.63","569.98","284.99","541.24","451.34","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","40.0","0.16","0.9","0.0","7.43","0.9","6.69","0.0","0.0","0.0","0.0","35.42","118.63","569.98","284.99","534.55","451.34","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","40.0","0.16","0.9","0.0","7.13","0.9","6.42","0.0","0.0","0.0","0.0","41.84","118.63","569.98","284.99","528.14","451.34","0.0","","","","","","","","",""
"2015.0","6.0","14.0","165.0","40.0","0.16","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","47.57","118.63","569.98","284.99","522.4","451.34","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","40.0","0.16","0.9","0.0","6.19","0.9","5.57","0.0","0.0","0.0","0.0","53.15","118.63","569.98","284.99","516.83","451.34","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","40.0","0.16","0.9","0.0","6.63","0.9","5.97","3.09","3.09","0.0","0.0","56.02","118.63","569.98","284.99","513.95","451.34","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","40.0","0.15","0.9","0.0","6.67","0.9","6.0","0.0","0.0","0.0","0.0","62.03","118.63","569.98","284.99","507.95","451.34","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","40.0","0.15","0.9","0.0","7.15","0.9","6.44","0.0","0.0","0.0","0.0","68.46","118.63","569.98","284.99","501.52","451.34","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","40.0","0.15","0.9","0.0","7.13","0.9","6.42","0.0","0.0","0.0","0.0","74.88","118.63","569.98","284.99","495.1","451.34","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","40.0","0.15","0.9","0.0","6.67","0.9","6.0","0.0","0.0","0.0","0.0","80.88","118.63","569.98","284.99","489.1","451.34","0.0","","","","","","","","",""
"2015.0","6.0","21.0","172.0","40.0","0.15","0.9","0.0","7.12","0.9","6.41","0.0","0.0","0.0","0.0","87.29","118.63","569.98","284.99","482.69","451.34","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","40.0","0.15","0.9","0.0","6.69","0.9","6.02","0.0","0.0","0.0","0.0","93.31","118.63","569.98","284.99","476.67","451.34","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","40.0","0.14","0.9","0.0","7.08","0.9","6.37","0.0","0.0","0.0","0.0","99.68","118.63","569.98","284.99","470.3","451.34","0.0","","","","","","","","",""
"2015.0","6.0","24.0","175.0","40.0","0.14","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","105.98","118.63","569.98","284.99","464.0","451.34","0.0","","","","","","","","",""
"2015.0","6.0","25.0","176.0","40.0","0.14","0.9","0.0","7.72","0.9","6.95","0.0","0.0","0.0","0.0","112.93","118.63","569.98","284.99","457.05","451.34","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","40.0","0.14","0.9","0.0","7.92","0.9","7.13","0.0","0.0","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","120.06","","","","","","","","",""
