" Daily soil water balance output for Pasture in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Pasture in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","3987.0","1.14","0.95","0.0","1.71","1.14","1.96","0.0","0.0","0.0","0.0","23.9","57.4","241.4","120.7","217.5","184.01","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","3987.0","1.0","0.95","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","25.9","57.4","241.4","120.7","215.5","184.01","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","3987.0","0.89","0.95","0.0","2.09","0.95","1.99","0.0","0.0","0.0","0.0","27.89","57.4","241.4","120.7","213.51","184.01","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","3987.0","0.8","0.95","0.0","2.2","0.95","2.09","0.0","0.0","0.0","0.0","29.98","57.4","241.4","120.7","211.42","184.01","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","3987.0","0.74","0.95","0.0","2.08","0.95","1.98","0.0","0.0","0.0","0.0","31.95","57.4","241.4","120.7","209.45","184.01","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","3987.0","0.69","0.95","0.0","2.09","0.95","1.99","0.0","0.0","0.0","0.0","33.94","57.4","241.4","120.7","207.46","184.01","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","3987.0","0.65","0.95","0.0","1.81","0.95","1.72","0.0","0.0","0.0","0.0","35.66","57.4","241.4","120.7","205.74","184.01","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","3987.0","0.63","0.95","0.0","1.72","0.95","1.63","0.0","0.0","0.0","0.0","37.29","57.4","241.4","120.7","204.11","184.01","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","3987.0","0.61","0.95","0.0","1.04","0.95","0.99","0.0","0.0","0.0","0.0","38.28","57.4","241.4","120.7","203.12","184.01","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","3987.0","0.59","0.95","0.0","1.75","0.95","1.66","0.0","0.0","0.0","0.0","39.94","57.4","241.4","120.7","201.46","184.01","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","3987.0","0.57","0.95","0.0","1.58","0.95","1.5","0.0","0.0","0.0","0.0","41.45","57.4","241.4","120.7","199.96","184.01","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","3987.0","0.53","0.95","0.0","2.95","0.95","2.8","0.0","0.0","0.0","0.0","44.25","57.4","241.4","120.7","197.15","184.01","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","3987.0","0.5","0.95","0.0","3.55","0.95","3.37","0.0","0.0","0.0","0.0","47.62","57.4","241.4","120.7","193.78","184.01","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","3987.0","0.48","0.95","0.0","2.71","0.95","2.57","0.0","0.0","0.0","0.0","50.19","57.4","241.4","120.7","191.21","184.01","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","3987.0","0.47","0.95","0.0","2.2","0.95","2.09","0.0","0.0","0.0","0.0","52.28","57.4","241.4","120.7","189.12","184.01","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","3987.0","0.45","0.95","0.0","2.91","0.95","2.76","0.0","0.0","0.0","0.0","55.05","57.4","241.4","120.7","186.35","184.01","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","3987.0","0.43","0.95","0.0","2.86","0.95","2.72","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","57.77","","","","","","",""
"2015.0","2.0","28.0","59.0","3987.0","0.42","0.95","0.0","2.01","0.95","1.91","0.0","0.0","0.0","0.0","1.91","57.4","241.4","120.7","239.49","184.01","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","3987.0","0.41","0.95","0.0","2.51","0.95","2.38","0.25","0.25","0.0","0.0","4.04","57.4","241.4","120.7","237.36","184.01","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","3987.0","0.4","0.95","0.0","2.21","0.95","2.1","0.0","0.0","0.0","0.0","6.14","57.4","241.4","120.7","235.26","184.01","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","3987.0","0.39","0.95","0.0","2.53","0.95","2.4","1.19","1.19","0.0","0.0","7.36","57.4","241.4","120.7","234.04","184.01","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","3987.0","0.38","0.95","0.0","2.61","0.95","2.48","0.0","0.0","0.0","0.0","9.84","57.4","241.4","120.7","231.57","184.01","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","3987.0","0.37","0.95","0.0","2.81","0.95","2.67","0.0","0.0","0.0","0.0","12.51","57.4","241.4","120.7","228.9","184.01","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","3987.0","0.36","0.95","0.0","2.99","0.95","2.84","0.0","0.0","0.0","0.0","15.35","57.4","241.4","120.7","226.06","184.01","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","3987.0","0.35","0.95","0.0","2.88","0.95","2.74","0.0","0.0","0.0","0.0","18.08","57.4","241.4","120.7","223.32","184.01","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","3987.0","0.34","0.95","0.0","2.97","0.95","2.82","0.0","0.0","0.0","0.0","20.9","57.4","241.4","120.7","220.5","184.01","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","3987.0","0.34","0.95","0.0","2.92","0.95","2.77","0.0","0.0","0.0","0.0","23.68","57.4","241.4","120.7","217.72","184.01","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","3987.0","0.33","0.95","0.0","2.53","0.95","2.4","0.0","0.0","0.0","0.0","26.08","57.4","241.4","120.7","215.32","184.01","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","3987.0","0.32","0.95","0.0","2.06","0.95","1.96","1.21","1.21","0.0","0.0","26.83","57.4","241.4","120.7","214.57","184.01","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","3987.0","1.09","0.95","0.0","3.36","1.09","3.65","3.33","3.33","0.0","0.0","27.15","57.4","241.4","120.7","214.26","184.01","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","3987.0","1.07","0.95","0.0","3.07","1.07","3.29","0.0","0.0","0.0","0.0","30.43","57.4","241.4","120.7","210.97","184.01","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","3987.0","0.86","0.95","0.0","3.44","0.95","3.27","0.0","0.0","0.0","0.0","33.7","57.4","241.4","120.7","207.7","184.01","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","3987.0","0.73","0.95","0.0","3.99","0.95","3.79","0.0","0.0","0.0","0.0","37.49","57.4","241.4","120.7","203.91","184.01","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","3987.0","0.66","0.95","0.0","2.83","0.95","2.69","0.0","0.0","0.0","0.0","40.18","57.4","241.4","120.7","201.22","184.01","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","3987.0","0.6","0.95","0.0","3.65","0.95","3.47","0.0","0.0","0.0","0.0","43.65","57.4","241.4","120.7","197.75","184.01","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","3987.0","0.55","0.95","0.0","3.82","0.95","3.63","0.0","0.0","0.0","0.0","47.28","57.4","241.4","120.7","194.12","184.01","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","3987.0","0.51","0.95","0.0","3.83","0.95","3.64","0.0","0.0","0.0","0.0","50.92","57.4","241.4","120.7","190.48","184.01","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","3987.0","0.48","0.95","0.0","3.23","0.95","3.07","0.0","0.0","0.0","0.0","53.99","57.4","241.4","120.7","187.42","184.01","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","3987.0","0.46","0.95","0.0","3.56","0.95","3.38","0.0","0.0","0.0","0.0","57.37","57.4","241.4","120.7","184.03","184.01","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","3987.0","0.44","0.95","0.0","3.17","0.95","3.01","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","60.38","","","","","","",""
"2015.0","3.0","23.0","82.0","3987.0","0.42","0.95","0.0","3.21","0.95","3.05","0.72","0.72","0.0","0.0","2.33","57.4","241.4","120.7","239.07","184.01","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","3987.0","0.41","0.95","0.0","3.34","0.95","3.17","0.0","0.0","0.0","0.0","5.5","57.4","241.4","120.7","235.9","184.01","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","3987.0","0.39","0.95","0.0","4.1","0.95","3.9","0.0","0.0","0.0","0.0","9.4","57.4","241.4","120.7","232.0","184.01","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","3987.0","0.37","0.95","0.0","3.96","0.95","3.76","0.0","0.0","0.0","0.0","13.16","57.4","241.4","120.7","228.24","184.01","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","3987.0","0.36","0.95","0.0","4.5","0.95","4.28","0.0","0.0","0.0","0.0","17.43","57.4","241.4","120.7","223.97","184.01","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","3987.0","0.34","0.95","0.0","4.95","0.95","4.7","0.0","0.0","0.0","0.0","22.14","57.4","241.4","120.7","219.26","184.01","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","3987.0","0.33","0.95","0.0","4.75","0.95","4.51","0.0","0.0","0.0","0.0","26.65","57.4","241.4","120.7","214.75","184.01","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","3987.0","0.32","0.95","0.0","4.57","0.95","4.34","0.0","0.0","0.0","0.0","30.99","57.4","241.4","120.7","210.41","184.01","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","3987.0","0.31","0.95","0.0","4.69","0.95","4.46","0.0","0.0","0.0","0.0","35.45","57.4","241.4","120.7","205.96","184.01","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","3987.0","0.3","0.95","0.0","4.21","0.95","4.0","0.0","0.0","0.0","0.0","39.45","57.4","241.4","120.7","201.96","184.01","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","3987.0","0.29","0.95","0.0","5.44","0.95","5.17","0.0","0.0","0.0","0.0","44.61","57.4","241.4","120.7","196.79","184.01","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","3987.0","0.28","0.95","0.0","4.68","0.95","4.45","0.0","0.0","0.0","0.0","49.06","57.4","241.4","120.7","192.34","184.01","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","3987.0","0.28","0.95","0.0","4.56","0.95","4.33","0.0","0.0","0.0","0.0","53.39","57.4","241.4","120.7","188.01","184.01","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","3987.0","0.27","0.95","0.0","2.58","0.95","2.45","0.04","0.04","0.0","0.0","55.8","57.4","241.4","120.7","185.6","184.01","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","3987.0","0.27","0.95","0.0","3.08","0.95","2.93","2.02","2.02","0.0","0.0","56.71","57.4","241.4","120.7","184.69","184.01","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","3987.0","1.11","0.95","0.0","2.76","1.11","3.06","4.27","4.27","0.0","0.0","55.5","57.4","241.4","120.7","185.9","184.01","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","3987.0","1.1","0.95","0.0","3.05","1.1","3.35","11.21","11.21","0.0","0.0","47.64","57.4","241.4","120.7","193.76","184.01","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","3987.0","1.06","0.95","0.0","3.51","1.06","3.72","0.0","0.0","0.0","0.0","51.36","57.4","241.4","120.7","190.04","184.01","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","3987.0","0.82","0.95","0.0","4.17","0.95","3.96","0.0","0.0","0.0","0.0","55.32","57.4","241.4","120.7","186.08","184.01","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","3987.0","0.69","0.95","0.0","4.35","0.95","4.13","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","59.45","","","","","","",""
"2015.0","4.0","12.0","102.0","3987.0","0.6","0.95","0.0","4.89","0.95","4.65","0.0","0.0","0.0","0.0","4.65","57.4","241.4","120.7","236.76","184.01","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","3987.0","0.53","0.95","0.0","5.01","0.95","4.76","0.0","0.0","0.0","0.0","9.41","57.4","241.4","120.7","232.0","184.01","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","3987.0","0.49","0.95","0.0","4.99","0.95","4.74","0.0","0.0","0.0","0.0","14.15","57.4","241.4","120.7","227.26","184.01","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","3987.0","0.44","0.95","0.0","6.25","0.95","5.94","0.0","0.0","0.0","0.0","20.08","57.4","241.4","120.7","221.32","184.01","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","3987.0","0.41","0.95","0.0","5.67","0.95","5.39","0.0","0.0","0.0","0.0","25.47","57.4","241.4","120.7","215.93","184.01","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","3987.0","0.38","0.95","0.0","5.38","0.95","5.11","0.0","0.0","0.0","0.0","30.58","57.4","241.4","120.7","210.82","184.01","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","3987.0","0.37","0.95","0.0","4.98","0.95","4.73","0.0","0.0","0.0","0.0","35.31","57.4","241.4","120.7","206.09","184.01","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","3987.0","0.35","0.95","0.0","5.17","0.95","4.91","0.0","0.0","0.0","0.0","40.22","57.4","241.4","120.7","201.18","184.01","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","3987.0","0.33","0.95","0.0","4.8","0.95","4.56","0.0","0.0","0.0","0.0","44.78","57.4","241.4","120.7","196.62","184.01","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","3987.0","0.32","0.95","0.0","3.84","0.95","3.65","0.0","0.0","0.0","0.0","48.43","57.4","241.4","120.7","192.97","184.01","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","3987.0","0.32","0.95","0.0","4.05","0.95","3.85","0.0","0.0","0.0","0.0","52.28","57.4","241.4","120.7","189.12","184.01","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","3987.0","0.31","0.95","0.0","4.79","0.95","4.55","0.0","0.0","0.0","0.0","56.83","57.4","241.4","120.7","184.57","184.01","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","3987.0","0.3","0.95","0.0","5.07","0.95","4.82","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","61.65","","","","","","",""
"2015.0","4.0","25.0","115.0","3987.0","1.06","0.95","0.0","4.03","1.06","4.27","10.88","4.27","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","3987.0","0.87","0.95","0.0","5.17","0.95","4.91","0.0","0.0","0.0","0.0","4.91","57.4","241.4","120.7","236.49","184.01","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","3987.0","0.68","0.95","0.0","5.81","0.95","5.52","0.0","0.0","0.0","0.0","10.43","57.4","241.4","120.7","230.97","184.01","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","3987.0","0.58","0.95","0.0","5.63","0.95","5.35","0.0","0.0","0.0","0.0","15.78","57.4","241.4","120.7","225.62","184.01","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","3987.0","0.51","0.95","0.0","5.42","0.95","5.15","0.0","0.0","0.0","0.0","20.93","57.4","241.4","120.7","220.47","184.01","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","3987.0","0.46","0.95","0.0","6.46","0.95","6.14","0.0","0.0","0.0","0.0","27.07","57.4","241.4","120.7","214.34","184.01","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","3987.0","0.42","0.95","0.0","6.5","0.95","6.18","0.0","0.0","0.0","0.0","33.24","57.4","241.4","120.7","208.16","184.01","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","3987.0","0.39","0.95","0.0","5.93","0.95","5.63","0.0","0.0","0.0","0.0","38.87","57.4","241.4","120.7","202.53","184.01","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","3987.0","0.37","0.95","0.0","5.27","0.95","5.01","0.0","0.0","0.0","0.0","43.88","57.4","241.4","120.7","197.52","184.01","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","3987.0","0.35","0.95","0.0","4.89","0.95","4.65","0.0","0.0","0.0","0.0","48.53","57.4","241.4","120.7","192.88","184.01","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","3987.0","0.34","0.95","0.0","4.9","0.95","4.66","0.0","0.0","0.0","0.0","53.18","57.4","241.4","120.7","188.22","184.01","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","3987.0","0.32","0.95","0.0","5.04","0.95","4.79","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","57.97","","","","","","",""
"2015.0","5.0","7.0","127.0","3987.0","0.32","0.95","0.0","3.23","0.95","3.07","0.0","0.0","0.0","0.0","3.07","57.4","241.4","120.7","238.33","184.01","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","3987.0","0.31","0.95","0.0","4.37","0.95","4.15","1.13","1.13","0.0","0.0","6.09","57.4","241.4","120.7","235.31","184.01","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","3987.0","0.3","0.95","0.0","4.89","0.95","4.65","0.0","0.0","0.0","0.0","10.74","57.4","241.4","120.7","230.67","184.01","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","3987.0","0.29","0.95","0.0","5.25","0.95","4.99","0.0","0.0","0.0","0.0","15.72","57.4","241.4","120.7","225.68","184.01","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","3987.0","0.28","0.95","0.0","5.24","0.95","4.98","0.0","0.0","0.0","0.0","20.7","57.4","241.4","120.7","220.7","184.01","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","3987.0","0.27","0.95","0.0","5.05","0.95","4.8","0.0","0.0","0.0","0.0","25.5","57.4","241.4","120.7","215.9","184.01","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","3987.0","0.26","0.95","0.0","4.75","0.95","4.51","0.0","0.0","0.0","0.0","30.01","57.4","241.4","120.7","211.39","184.01","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","3987.0","0.26","0.95","0.0","3.29","0.95","3.13","0.0","0.0","0.0","0.0","33.14","57.4","241.4","120.7","208.27","184.01","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","3987.0","0.26","0.95","0.0","4.65","0.95","4.42","1.77","1.77","0.0","0.0","35.78","57.4","241.4","120.7","205.62","184.01","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","3987.0","0.25","0.95","0.0","4.81","0.95","4.57","0.0","0.0","0.0","0.0","40.35","57.4","241.4","120.7","201.05","184.01","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","3987.0","0.25","0.95","0.0","3.92","0.95","3.72","0.0","0.0","0.0","0.0","44.08","57.4","241.4","120.7","197.32","184.01","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","3987.0","0.24","0.95","0.0","4.84","0.95","4.6","0.0","0.0","0.0","0.0","48.68","57.4","241.4","120.7","192.73","184.01","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","3987.0","0.24","0.95","0.0","5.04","0.95","4.79","0.0","0.0","0.0","0.0","53.46","57.4","241.4","120.7","187.94","184.01","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","3987.0","0.23","0.95","0.0","4.95","0.95","4.7","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","58.17","","","","","","",""
"2015.0","5.0","21.0","141.0","3987.0","0.23","0.95","0.0","4.01","0.95","3.81","0.0","0.0","0.0","0.0","3.81","57.4","241.4","120.7","237.59","184.01","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","3987.0","0.22","0.95","0.0","4.85","0.95","4.61","0.0","0.0","0.0","0.0","8.42","57.4","241.4","120.7","232.98","184.01","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","3987.0","0.22","0.95","0.0","4.86","0.95","4.62","0.0","0.0","0.0","0.0","13.03","57.4","241.4","120.7","228.37","184.01","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","3987.0","0.22","0.95","0.0","5.54","0.95","5.26","0.0","0.0","0.0","0.0","18.3","57.4","241.4","120.7","223.1","184.01","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","3987.0","0.21","0.95","0.0","5.5","0.95","5.23","0.0","0.0","0.0","0.0","23.52","57.4","241.4","120.7","217.88","184.01","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","3987.0","0.21","0.95","0.0","5.52","0.95","5.24","0.0","0.0","0.0","0.0","28.77","57.4","241.4","120.7","212.64","184.01","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","3987.0","0.2","0.95","0.0","5.56","0.95","5.28","0.0","0.0","0.0","0.0","34.05","57.4","241.4","120.7","207.35","184.01","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","3987.0","0.2","0.95","0.0","5.42","0.95","5.15","0.0","0.0","0.0","0.0","39.2","57.4","241.4","120.7","202.2","184.01","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","3987.0","0.2","0.95","0.0","6.13","0.95","5.82","0.0","0.0","0.0","0.0","45.02","57.4","241.4","120.7","196.38","184.01","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","3987.0","0.19","0.95","0.0","6.48","0.95","6.16","0.0","0.0","0.0","0.0","51.18","57.4","241.4","120.7","190.23","184.01","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","3987.0","0.19","0.95","0.0","5.44","0.95","5.17","0.0","0.0","0.0","0.0","56.34","57.4","241.4","120.7","185.06","184.01","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","3987.0","0.19","0.95","0.0","5.54","0.95","5.26","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","61.61","","","","","","",""
"2015.0","6.0","2.0","153.0","3987.0","0.19","0.95","0.0","5.77","0.95","5.48","0.0","0.0","0.0","0.0","5.48","57.4","241.4","120.7","235.92","184.01","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","3987.0","0.18","0.95","0.0","5.57","0.95","5.29","0.0","0.0","0.0","0.0","10.77","57.4","241.4","120.7","230.63","184.01","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","3987.0","0.18","0.95","0.0","5.83","0.95","5.54","0.0","0.0","0.0","0.0","16.31","57.4","241.4","120.7","225.09","184.01","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","3987.0","0.18","0.95","0.0","6.52","0.95","6.19","0.0","0.0","0.0","0.0","22.51","57.4","241.4","120.7","218.9","184.01","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","3987.0","0.17","0.95","0.0","6.39","0.95","6.07","0.0","0.0","0.0","0.0","28.58","57.4","241.4","120.7","212.83","184.01","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","3987.0","0.17","0.95","0.0","6.75","0.95","6.41","0.0","0.0","0.0","0.0","34.99","57.4","241.4","120.7","206.41","184.01","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","3987.0","0.17","0.95","0.0","7.39","0.95","7.02","0.0","0.0","0.0","0.0","42.01","57.4","241.4","120.7","199.39","184.01","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","3987.0","0.17","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","48.34","57.4","241.4","120.7","193.07","184.01","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","3987.0","0.17","0.95","0.0","3.04","0.95","2.89","0.1","0.1","0.0","0.0","51.12","57.4","241.4","120.7","190.28","184.01","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","3987.0","0.16","0.95","0.0","6.89","0.95","6.55","3.61","3.61","0.0","0.0","54.06","57.4","241.4","120.7","187.34","184.01","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","3987.0","0.16","0.95","0.0","7.67","0.95","7.29","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","61.35","","","","","","",""
"2015.0","6.0","13.0","164.0","3987.0","0.16","0.95","0.0","7.55","0.95","7.17","0.0","0.0","0.0","0.0","7.17","57.4","241.4","120.7","234.23","184.01","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","3987.0","0.16","0.95","0.0","6.8","0.95","6.46","0.0","0.0","0.0","0.0","13.63","57.4","241.4","120.7","227.77","184.01","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","3987.0","0.15","0.95","0.0","6.63","0.95","6.3","0.0","0.0","0.0","0.0","19.93","57.4","241.4","120.7","221.47","184.01","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","3987.0","0.15","0.95","0.0","6.95","0.95","6.6","0.0","0.0","0.0","0.0","26.53","57.4","241.4","120.7","214.87","184.01","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","3987.0","0.15","0.95","0.0","6.98","0.95","6.63","0.0","0.0","0.0","0.0","33.16","57.4","241.4","120.7","208.24","184.01","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","3987.0","0.15","0.95","0.0","7.54","0.95","7.16","0.0","0.0","0.0","0.0","40.33","57.4","241.4","120.7","201.07","184.01","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","3987.0","0.15","0.95","0.0","7.41","0.95","7.04","0.0","0.0","0.0","0.0","47.37","57.4","241.4","120.7","194.03","184.01","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","3987.0","0.15","0.95","0.0","6.95","0.95","6.6","0.0","0.0","0.0","0.0","53.97","57.4","241.4","120.7","187.43","184.01","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","3987.0","0.14","0.95","0.0","7.57","0.95","7.19","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","61.16","","","","","","",""
"2015.0","6.0","22.0","173.0","3987.0","0.14","0.95","0.0","7.07","0.95","6.72","0.0","0.0","0.0","0.0","6.72","57.4","241.4","120.7","234.69","184.01","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","3987.0","0.14","0.95","0.0","7.35","0.95","6.98","0.0","0.0","0.0","0.0","13.7","57.4","241.4","120.7","227.7","184.01","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","3987.0","0.14","0.95","0.0","7.29","0.95","6.93","0.0","0.0","0.0","0.0","20.62","57.4","241.4","120.7","220.78","184.01","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","3987.0","0.14","0.95","0.0","7.98","0.95","7.58","0.0","0.0","0.0","0.0","28.21","57.4","241.4","120.7","213.2","184.01","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","3987.0","0.14","0.95","0.0","8.25","0.95","7.84","0.0","0.0","0.0","0.0","36.04","57.4","241.4","120.7","205.36","184.01","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","3987.0","0.13","0.95","0.0","6.76","0.95","6.42","0.0","0.0","0.0","0.0","42.47","57.4","241.4","120.7","198.94","184.01","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","3987.0","0.13","0.95","0.0","7.21","0.95","6.85","0.0","0.0","0.0","0.0","49.31","57.4","241.4","120.7","192.09","184.01","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","3987.0","0.13","0.95","0.0","7.58","0.95","7.2","0.0","0.0","0.0","0.0","56.52","57.4","241.4","120.7","184.89","184.01","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","3987.0","0.13","0.95","0.0","7.7","0.95","7.32","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","63.83","","","","","","",""
