" Daily soil water balance output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","6747.0","1.14","0.0","0.0","1.71","1.14","1.96","0.0","0.0","0.0","0.0","4.09","21.6","437.03","218.52","432.94","415.43","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","6747.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","6.09","21.6","437.03","218.52","430.94","415.43","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","6747.0","0.89","0.0","0.0","2.09","0.89","1.86","0.0","0.0","0.0","0.0","7.95","21.6","437.03","218.52","429.08","415.43","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","6747.0","0.8","0.0","0.0","2.2","0.8","1.76","0.0","0.0","0.0","0.0","9.71","21.6","437.03","218.52","427.32","415.43","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","6747.0","0.74","0.0","0.0","2.08","0.74","1.54","0.0","0.0","0.0","0.0","11.25","21.6","437.03","218.52","425.78","415.43","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","6747.0","0.69","0.0","0.0","2.09","0.69","1.44","0.0","0.0","0.0","0.0","12.69","21.6","437.03","218.52","424.34","415.43","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","6747.0","0.65","0.0","0.0","1.81","0.65","1.19","0.0","0.0","0.0","0.0","13.88","21.6","437.03","218.52","423.15","415.43","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","6747.0","0.63","0.0","0.0","1.72","0.63","1.08","0.0","0.0","0.0","0.0","14.96","21.6","437.03","218.52","422.08","415.43","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","6747.0","0.61","0.0","0.0","1.04","0.61","0.64","0.0","0.0","0.0","0.0","15.59","21.6","437.03","218.52","421.44","415.43","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","6747.0","0.59","0.0","0.0","1.75","0.59","1.03","0.0","0.0","0.0","0.0","16.62","21.6","437.03","218.52","420.41","415.43","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","6747.0","0.57","0.0","0.0","1.58","0.57","0.9","0.0","0.0","0.0","0.0","17.51","21.6","437.03","218.52","419.52","415.43","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","6747.0","0.53","0.0","0.0","2.95","0.53","1.58","0.0","0.0","0.0","0.0","19.09","21.6","437.03","218.52","417.94","415.43","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","6747.0","0.5","0.0","0.0","3.55","0.5","1.78","0.0","0.0","0.0","0.0","20.87","21.6","437.03","218.52","416.16","415.43","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","6747.0","0.48","0.0","0.0","2.71","0.48","1.3","0.0","0.0","0.0","0.0","22.18","21.6","437.03","218.52","414.86","415.43","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","6747.0","0.47","0.0","0.0","2.2","0.47","1.02","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","6747.0","0.45","0.0","0.0","2.91","0.45","1.3","0.0","0.0","0.0","0.0","22.9","21.6","437.03","218.52","414.13","415.43","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","6747.0","0.43","0.0","0.0","2.86","0.43","1.23","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","6747.0","0.42","0.0","0.0","2.01","0.42","0.85","0.0","0.0","0.0","0.0","22.45","21.6","437.03","218.52","414.59","415.43","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","6747.0","0.41","0.0","0.0","2.51","0.41","1.03","0.25","0.25","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","6747.0","0.4","0.0","0.0","2.21","0.4","0.88","0.0","0.0","0.0","0.0","22.48","21.6","437.03","218.52","414.55","415.43","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","6747.0","0.39","0.0","0.0","2.53","0.39","0.98","1.19","1.19","0.0","0.0","21.29","21.6","437.03","218.52","415.74","415.43","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","6747.0","0.38","0.0","0.0","2.61","0.38","0.99","0.0","0.0","0.0","0.0","22.28","21.6","437.03","218.52","414.75","415.43","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","6747.0","0.37","0.0","0.0","2.81","0.37","1.04","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","6747.0","0.36","0.0","0.0","2.99","0.36","1.08","0.0","0.0","0.0","0.0","22.68","21.6","437.03","218.52","414.35","415.43","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","6747.0","0.35","0.0","0.0","2.88","0.35","1.01","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","6747.0","0.34","0.0","0.0","2.97","0.34","1.02","0.0","0.0","0.0","0.0","22.62","21.6","437.03","218.52","414.41","415.43","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","6747.0","0.34","0.0","0.0","2.92","0.34","0.98","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","6747.0","0.33","0.0","0.0","2.53","0.33","0.83","0.0","0.0","0.0","0.0","22.43","21.6","437.03","218.52","414.6","415.43","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","6747.0","0.32","0.0","0.0","2.06","0.32","0.67","1.21","1.21","0.0","0.0","21.22","21.6","437.03","218.52","415.81","415.43","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","6747.0","1.09","0.0","0.0","3.36","1.09","3.65","3.33","3.33","0.0","0.0","21.54","21.6","437.03","218.52","415.49","415.43","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","6747.0","1.07","0.0","0.0","3.07","1.07","3.29","0.0","0.0","0.0","0.0","24.83","21.6","437.03","218.52","412.2","415.43","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","6747.0","0.86","0.0","0.0","3.44","0.86","2.97","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","6747.0","0.73","0.0","0.0","3.99","0.73","2.9","0.0","0.0","0.0","0.0","24.5","21.6","437.03","218.52","412.53","415.43","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","6747.0","0.66","0.0","0.0","2.83","0.66","1.88","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","6747.0","0.6","0.0","0.0","3.65","0.6","2.19","0.0","0.0","0.0","0.0","23.79","21.6","437.03","218.52","413.24","415.43","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","6747.0","0.55","0.0","0.0","3.82","0.55","2.1","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","6747.0","0.51","0.0","0.0","3.83","0.51","1.96","0.0","0.0","0.0","0.0","23.56","21.6","437.03","218.52","413.48","415.43","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","6747.0","0.48","0.0","0.0","3.23","0.48","1.56","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","6747.0","0.46","0.0","0.0","3.56","0.46","1.63","0.0","0.0","0.0","0.0","23.23","21.6","437.03","218.52","413.8","415.43","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","6747.0","0.44","0.0","0.0","3.17","0.44","1.39","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","6747.0","0.42","0.0","0.0","3.21","0.42","1.35","0.72","0.72","0.0","0.0","22.23","21.6","437.03","218.52","414.8","415.43","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","6747.0","0.41","0.0","0.0","3.34","0.41","1.35","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","6747.0","0.39","0.0","0.0","4.1","0.39","1.59","0.0","0.0","0.0","0.0","23.19","21.6","437.03","218.52","413.84","415.43","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","6747.0","0.37","0.0","0.0","3.96","0.37","1.48","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","6747.0","0.36","0.0","0.0","4.5","0.36","1.61","0.0","0.0","0.0","0.0","23.21","21.6","437.03","218.52","413.82","415.43","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","6747.0","0.34","0.0","0.0","4.95","0.34","1.69","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","6747.0","0.33","0.0","0.0","4.75","0.33","1.56","0.0","0.0","0.0","0.0","23.16","21.6","437.03","218.52","413.87","415.43","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","6747.0","0.32","0.0","0.0","4.57","0.32","1.46","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","6747.0","0.31","0.0","0.0","4.69","0.31","1.45","0.0","0.0","0.0","0.0","23.05","21.6","437.03","218.52","413.99","415.43","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","6747.0","0.3","0.52","0.0","4.21","0.52","2.19","0.0","0.0","0.0","0.0","25.23","94.64","437.03","218.52","411.8","342.4","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","6747.0","0.29","0.52","0.0","5.44","0.52","2.83","0.0","0.0","0.0","0.0","28.06","94.64","437.03","218.52","408.97","342.4","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","6747.0","0.28","0.52","0.0","4.68","0.52","2.43","0.0","0.0","0.0","0.0","30.5","94.64","437.03","218.52","406.53","342.4","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","6747.0","0.28","0.52","0.0","4.56","0.52","2.37","0.0","0.0","0.0","0.0","32.87","94.64","437.03","218.52","404.16","342.4","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","6747.0","0.27","0.52","0.0","2.58","0.52","1.34","0.04","0.04","0.0","0.0","34.17","94.64","437.03","218.52","402.86","342.4","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","6747.0","0.27","0.52","0.0","3.08","0.52","1.6","2.02","2.02","0.0","0.0","33.75","94.64","437.03","218.52","403.28","342.4","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","6747.0","1.11","0.52","0.0","2.76","1.11","3.06","4.27","4.27","0.0","0.0","32.54","94.64","437.03","218.52","404.49","342.4","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","6747.0","1.1","0.52","0.0","3.05","1.1","3.35","11.21","11.21","0.0","0.0","24.68","94.64","437.03","218.52","412.35","342.4","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","6747.0","1.06","0.52","0.0","3.51","1.06","3.72","0.0","0.0","0.0","0.0","28.4","94.64","437.03","218.52","408.63","342.4","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","6747.0","0.82","0.52","0.0","4.17","0.82","3.43","0.0","0.0","0.0","0.0","31.84","94.64","437.03","218.52","405.2","342.4","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","6747.0","0.69","0.52","0.0","4.35","0.69","3.01","0.0","0.0","0.0","0.0","34.85","94.64","437.03","218.52","402.18","342.4","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","6747.0","0.6","0.52","0.0","4.89","0.6","2.93","0.0","0.0","0.0","0.0","37.78","94.64","437.03","218.52","399.25","342.4","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","6747.0","0.53","0.52","0.0","5.01","0.53","2.68","0.0","0.0","0.0","0.0","40.45","94.64","437.03","218.52","396.58","342.4","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","6747.0","0.49","0.52","0.0","4.99","0.52","2.59","0.0","0.0","0.0","0.0","43.05","94.64","437.03","218.52","393.99","342.4","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","6747.0","0.44","0.52","0.0","6.25","0.52","3.25","0.0","0.0","0.0","0.0","46.3","94.64","437.03","218.52","390.74","342.4","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","6747.0","0.41","0.52","0.0","5.67","0.52","2.95","0.0","0.0","0.0","0.0","49.24","94.64","437.03","218.52","387.79","342.4","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","6747.0","0.38","0.52","0.0","5.38","0.52","2.8","0.0","0.0","0.0","0.0","52.04","94.64","437.03","218.52","384.99","342.4","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","6747.0","0.37","0.52","0.0","4.98","0.52","2.59","0.0","0.0","0.0","0.0","54.63","94.64","437.03","218.52","382.4","342.4","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","6747.0","0.35","0.52","0.0","5.17","0.52","2.69","0.0","0.0","0.0","0.0","57.32","94.64","437.03","218.52","379.71","342.4","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","6747.0","0.33","0.52","0.0","4.8","0.52","2.5","0.0","0.0","0.0","0.0","59.82","94.64","437.03","218.52","377.22","342.4","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","6747.0","0.32","0.52","0.0","3.84","0.52","2.0","0.0","0.0","0.0","0.0","61.81","94.64","437.03","218.52","375.22","342.4","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","6747.0","0.32","0.52","0.0","4.05","0.52","2.11","0.0","0.0","0.0","0.0","63.92","94.64","437.03","218.52","373.11","342.4","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","6747.0","0.31","0.52","0.0","4.79","0.52","2.49","0.0","0.0","0.0","0.0","66.41","94.64","437.03","218.52","370.62","342.4","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","6747.0","0.3","0.52","0.0","5.07","0.52","2.64","0.0","0.0","0.0","0.0","69.05","94.64","437.03","218.52","367.99","342.4","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","6747.0","1.06","0.52","0.0","4.03","1.06","4.27","10.88","10.88","0.0","0.0","62.43","94.64","437.03","218.52","374.6","342.4","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","6747.0","0.87","0.52","0.0","5.17","0.87","4.51","0.0","0.0","0.0","0.0","66.94","94.64","437.03","218.52","370.09","342.4","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","6747.0","0.68","0.52","0.0","5.81","0.68","3.94","0.0","0.0","0.0","0.0","70.88","94.64","437.03","218.52","366.15","342.4","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","6747.0","0.58","0.52","0.0","5.63","0.58","3.24","0.0","0.0","0.0","0.0","74.13","94.64","437.03","218.52","362.91","342.4","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","6747.0","0.51","0.53","0.0","5.42","0.53","2.88","0.0","0.0","0.0","0.0","77.0","94.64","437.03","218.52","360.03","342.4","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","6747.0","0.46","0.54","0.0","6.46","0.54","3.49","0.0","0.0","0.0","0.0","80.5","94.64","437.03","218.52","356.54","342.4","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","6747.0","0.42","0.55","0.0","6.5","0.55","3.58","0.0","0.0","0.0","0.0","84.08","94.64","437.03","218.52","352.95","342.4","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","6747.0","0.39","0.56","0.0","5.93","0.56","3.33","0.0","0.0","0.0","0.0","87.41","94.64","437.03","218.52","349.62","342.4","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","6747.0","0.37","0.57","0.0","5.27","0.57","3.02","0.0","0.0","0.0","0.0","90.43","94.64","437.03","218.52","346.6","342.4","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","6747.0","0.35","0.58","0.0","4.89","0.58","2.85","0.0","0.0","0.0","0.0","93.28","94.64","437.03","218.52","343.75","342.4","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","6747.0","0.34","0.59","0.0","4.9","0.59","2.91","0.0","0.0","0.0","0.0","0.0","94.64","437.03","218.52","437.03","342.4","96.18","","","","","","",""
"2015.0","5.0","6.0","126.0","6747.0","0.32","0.6","0.0","5.04","0.6","3.04","0.0","0.0","0.0","0.0","3.04","94.64","437.03","218.52","433.99","342.4","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","6747.0","0.32","0.61","0.0","3.23","0.61","1.98","0.0","0.0","0.0","0.0","5.03","94.64","437.03","218.52","432.0","342.4","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","6747.0","0.31","0.62","0.0","4.37","0.62","2.73","1.13","1.13","0.0","0.0","6.63","94.64","437.03","218.52","430.41","342.4","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","6747.0","0.3","0.64","0.0","4.89","0.64","3.11","0.0","0.0","0.0","0.0","9.73","94.64","437.03","218.52","427.3","342.4","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","6747.0","0.29","0.65","0.0","5.25","0.65","3.39","0.0","0.0","0.0","0.0","13.12","94.64","437.03","218.52","423.91","342.4","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","6747.0","0.28","0.66","0.0","5.24","0.66","3.44","0.0","0.0","0.0","0.0","16.56","94.64","437.03","218.52","420.47","342.4","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","6747.0","0.27","0.67","0.0","5.05","0.67","3.37","0.0","0.0","0.0","0.0","19.92","94.64","437.03","218.52","417.11","342.4","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","6747.0","0.26","0.68","0.0","4.75","0.68","3.22","0.0","0.0","0.0","0.0","23.14","94.64","437.03","218.52","413.89","342.4","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","6747.0","0.26","0.69","0.0","3.29","0.69","2.26","0.0","0.0","0.0","0.0","25.4","94.64","437.03","218.52","411.63","342.4","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","6747.0","0.26","0.7","0.0","4.65","0.7","3.25","1.77","1.77","0.0","0.0","26.88","94.64","437.03","218.52","410.15","342.4","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","6747.0","0.25","0.71","0.0","4.81","0.71","3.41","0.0","0.0","0.0","0.0","30.28","94.64","437.03","218.52","406.75","342.4","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","6747.0","0.25","0.72","0.0","3.92","0.72","2.82","0.0","0.0","0.0","0.0","33.1","94.64","437.03","218.52","403.93","342.4","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","6747.0","0.24","0.73","0.0","4.84","0.73","3.53","0.0","0.0","0.0","0.0","36.63","94.64","437.03","218.52","400.4","342.4","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","6747.0","0.24","0.74","0.0","5.04","0.74","3.73","0.0","0.0","0.0","0.0","40.36","94.64","437.03","218.52","396.67","342.4","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","6747.0","0.23","0.75","0.0","4.95","0.75","3.71","0.0","0.0","0.0","0.0","44.07","94.64","437.03","218.52","392.96","342.4","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","6747.0","0.23","0.76","0.0","4.01","0.76","3.05","0.0","0.0","0.0","0.0","47.12","94.64","437.03","218.52","389.91","342.4","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","6747.0","0.22","0.77","0.0","4.85","0.77","3.74","0.0","0.0","0.0","0.0","50.87","94.64","437.03","218.52","386.17","342.4","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","6747.0","0.22","0.78","0.0","4.86","0.78","3.8","0.0","0.0","0.0","0.0","54.66","94.64","437.03","218.52","382.37","342.4","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","6747.0","0.22","0.79","0.0","5.54","0.79","4.39","0.0","0.0","0.0","0.0","59.05","94.64","437.03","218.52","377.98","342.4","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","6747.0","0.21","0.8","0.0","5.5","0.8","4.41","0.0","0.0","0.0","0.0","63.47","94.64","437.03","218.52","373.57","342.4","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","6747.0","0.21","0.81","0.0","5.52","0.81","4.49","0.0","0.0","0.0","0.0","67.95","94.64","437.03","218.52","369.08","342.4","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","6747.0","0.2","0.82","0.0","5.56","0.82","4.58","0.0","0.0","0.0","0.0","72.53","94.64","437.03","218.52","364.5","342.4","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","6747.0","0.2","0.83","0.0","5.42","0.83","4.52","0.0","0.0","0.0","0.0","77.05","94.64","437.03","218.52","359.98","342.4","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","6747.0","0.2","0.84","0.0","6.13","0.84","5.18","0.0","0.0","0.0","0.0","82.23","94.64","437.03","218.52","354.8","342.4","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","6747.0","0.19","0.85","0.0","6.48","0.85","5.54","0.0","0.0","0.0","0.0","87.77","94.64","437.03","218.52","349.26","342.4","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","6747.0","0.19","0.87","0.0","5.44","0.87","4.71","0.0","0.0","0.0","0.0","92.48","94.64","437.03","218.52","344.56","342.4","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","6747.0","0.19","0.88","0.0","5.54","0.88","4.85","0.0","0.0","0.0","0.0","0.0","94.64","437.03","218.52","437.03","342.4","97.33","","","","","","",""
"2015.0","6.0","2.0","153.0","6747.0","0.19","0.89","0.0","5.77","0.89","5.11","0.0","0.0","0.0","0.0","5.11","94.64","437.03","218.52","431.92","342.4","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","6747.0","0.18","0.9","0.0","5.57","0.9","4.99","0.0","0.0","0.0","0.0","10.11","94.64","437.03","218.52","426.92","342.4","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","6747.0","0.18","0.91","0.0","5.83","0.91","5.29","0.0","0.0","0.0","0.0","15.4","94.64","437.03","218.52","421.63","342.4","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","6747.0","0.18","0.92","0.0","6.52","0.92","5.98","0.0","0.0","0.0","0.0","21.38","94.64","437.03","218.52","415.65","342.4","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","6747.0","0.17","0.93","0.0","6.39","0.93","5.93","0.0","0.0","0.0","0.0","27.31","94.64","437.03","218.52","409.72","342.4","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","6747.0","0.17","0.94","0.0","6.75","0.94","6.34","0.0","0.0","0.0","0.0","33.65","94.64","437.03","218.52","403.38","342.4","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","6747.0","0.17","0.95","0.0","7.39","0.95","7.01","0.0","0.0","0.0","0.0","40.66","94.64","437.03","218.52","396.37","342.4","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","6747.0","0.17","0.96","0.0","6.66","0.96","6.39","0.0","0.0","0.0","0.0","47.05","94.64","437.03","218.52","389.98","342.4","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","6747.0","0.17","0.97","0.0","3.04","0.97","2.95","0.1","0.1","0.0","0.0","49.9","94.64","437.03","218.52","387.13","342.4","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","6747.0","0.16","0.97","0.0","6.89","0.97","6.68","3.61","3.61","0.0","0.0","52.97","94.64","437.03","218.52","384.06","342.4","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","6747.0","0.16","0.97","0.0","7.67","0.97","7.44","0.0","0.0","0.0","0.0","60.41","94.64","437.03","218.52","376.62","342.4","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","6747.0","0.16","0.97","0.0","7.55","0.97","7.32","0.0","0.0","0.0","0.0","67.74","94.64","437.03","218.52","369.29","342.4","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","6747.0","0.16","0.97","0.0","6.8","0.97","6.6","0.0","0.0","0.0","0.0","74.33","94.64","437.03","218.52","362.7","342.4","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","6747.0","0.15","0.97","0.0","6.63","0.97","6.43","0.0","0.0","0.0","0.0","80.76","94.64","437.03","218.52","356.27","342.4","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","6747.0","0.15","0.97","0.0","6.95","0.97","6.74","0.0","0.0","0.0","0.0","87.51","94.64","437.03","218.52","349.53","342.4","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","6747.0","0.15","0.97","0.0","6.98","0.97","6.77","0.0","0.0","0.0","0.0","94.28","94.64","437.03","218.52","342.76","342.4","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","6747.0","0.15","0.97","0.0","7.54","0.97","7.31","0.0","0.0","0.0","0.0","0.0","94.64","437.03","218.52","437.03","342.4","101.59","","","","","","",""
"2015.0","6.0","19.0","170.0","6747.0","0.15","0.97","0.0","7.41","0.97","7.19","0.0","0.0","0.0","0.0","7.19","94.64","437.03","218.52","429.84","342.4","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","6747.0","0.15","0.97","0.0","6.95","0.97","6.74","0.0","0.0","0.0","0.0","13.93","94.64","437.03","218.52","423.1","342.4","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","6747.0","0.14","0.97","0.0","7.57","0.97","7.34","0.0","0.0","0.0","0.0","21.27","94.64","437.03","218.52","415.76","342.4","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","6747.0","0.14","0.97","0.0","7.07","0.97","6.86","0.0","0.0","0.0","0.0","28.13","94.64","437.03","218.52","408.9","342.4","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","6747.0","0.14","0.97","0.0","7.35","0.97","7.13","0.0","0.0","0.0","0.0","35.26","94.64","437.03","218.52","401.77","342.4","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","6747.0","0.14","0.97","0.0","7.29","0.97","7.07","0.0","0.0","0.0","0.0","42.33","94.64","437.03","218.52","394.7","342.4","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","6747.0","0.14","0.97","0.0","7.98","0.97","7.74","0.0","0.0","0.0","0.0","50.07","94.64","437.03","218.52","386.96","342.4","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","6747.0","0.14","0.97","0.0","8.25","0.97","8.0","0.0","0.0","0.0","0.0","58.07","94.64","437.03","218.52","378.96","342.4","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","6747.0","0.13","0.97","0.0","6.76","0.97","6.56","0.0","0.0","0.0","0.0","64.63","94.64","437.03","218.52","372.4","342.4","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","6747.0","0.13","0.97","0.0","7.21","0.97","6.99","0.0","0.0","0.0","0.0","71.62","94.64","437.03","218.52","365.41","342.4","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","6747.0","0.13","0.97","0.0","7.58","0.97","7.35","0.0","0.0","0.0","0.0","78.98","94.64","437.03","218.52","358.05","342.4","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","6747.0","0.13","0.97","0.0","7.7","0.97","7.47","0.0","0.0","0.0","0.0","86.45","94.64","437.03","218.52","350.58","342.4","0.0","","","","","","",""
