" Daily soil water balance output for Water Surface in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Water Surface in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","16945.0","1.14","1.1","0.0","1.71","1.14","1.881","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","16945.0","1.0","1.1","0.0","2.0","1.1","2.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","16945.0","0.89","1.1","0.0","2.09","1.1","2.299","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","16945.0","0.8","1.1","0.0","2.2","1.1","2.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","16945.0","0.74","1.1","0.0","2.08","1.1","2.288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","16945.0","0.69","1.1","0.0","2.09","1.1","2.299","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","16945.0","0.65","1.1","0.0","1.81","1.1","1.991","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","16945.0","0.63","1.1","0.0","1.72","1.1","1.892","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","16945.0","0.61","1.1","0.0","1.04","1.1","1.144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","16945.0","0.59","1.1","0.0","1.75","1.1","1.925","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","16945.0","0.57","1.1","0.0","1.58","1.1","1.738","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","16945.0","0.53","1.1","0.0","2.95","1.1","3.245","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","16945.0","0.5","1.1","0.0","3.55","1.1","3.905","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","16945.0","0.48","1.1","0.0","2.71","1.1","2.981","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","16945.0","0.47","1.1","0.0","2.2","1.1","2.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","16945.0","0.45","1.1","0.0","2.91","1.1","3.201","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","16945.0","0.43","1.1","0.0","2.86","1.1","3.146","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","16945.0","0.42","1.1","0.0","2.01","1.1","2.211","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","16945.0","0.41","1.1","0.0","2.51","1.1","2.761","0.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","16945.0","0.4","1.1","0.0","2.21","1.1","2.431","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","16945.0","0.39","1.1","0.0","2.53","1.1","2.783","1.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","16945.0","0.38","1.1","0.0","2.61","1.1","2.871","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","16945.0","0.37","1.1","0.0","2.81","1.1","3.091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","16945.0","0.36","1.1","0.0","2.99","1.1","3.289","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","16945.0","0.35","1.1","0.0","2.88","1.1","3.168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","16945.0","0.34","1.1","0.0","2.97","1.1","3.267","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","16945.0","0.34","1.1","0.0","2.92","1.1","3.212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","16945.0","0.33","1.1","0.0","2.53","1.1","2.783","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","16945.0","0.32","1.1","0.0","2.06","1.1","2.266","1.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","16945.0","1.09","1.1","0.0","3.36","1.1","3.696","3.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","16945.0","1.07","1.1","0.0","3.07","1.1","3.377","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","16945.0","0.86","1.1","0.0","3.44","1.1","3.784","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","16945.0","0.73","1.1","0.0","3.99","1.1","4.389","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","16945.0","0.66","1.1","0.0","2.83","1.1","3.113","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","16945.0","0.6","1.1","0.0","3.65","1.1","4.015","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","16945.0","0.55","1.1","0.0","3.82","1.1","4.202","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","16945.0","0.51","1.1","0.0","3.83","1.1","4.213","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","16945.0","0.48","1.1","0.0","3.23","1.1","3.553","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","16945.0","0.46","1.1","0.0","3.56","1.1","3.916","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","16945.0","0.44","1.1","0.0","3.17","1.1","3.487","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","16945.0","0.42","1.1","0.0","3.21","1.1","3.531","0.72","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","16945.0","0.41","1.1","0.0","3.34","1.1","3.674","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","16945.0","0.39","1.1","0.0","4.1","1.1","4.51","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","16945.0","0.37","1.1","0.0","3.96","1.1","4.356","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","16945.0","0.36","1.1","0.0","4.5","1.1","4.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","16945.0","0.34","1.1","0.0","4.95","1.1","5.445","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","16945.0","0.33","1.1","0.0","4.75","1.1","5.225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","16945.0","0.32","1.1","0.0","4.57","1.1","5.027","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","16945.0","0.31","1.1","0.0","4.69","1.1","5.159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","16945.0","0.3","1.1","0.0","4.21","1.1","4.631","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","16945.0","0.29","1.1","0.0","5.44","1.1","5.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","16945.0","0.28","1.1","0.0","4.68","1.1","5.148","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","16945.0","0.28","1.1","0.0","4.56","1.1","5.016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","16945.0","0.27","1.1","0.0","2.58","1.1","2.838","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","16945.0","0.27","1.1","0.0","3.08","1.1","3.388","2.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","16945.0","1.11","1.1","0.0","2.76","1.11","3.036","4.27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","16945.0","1.1","1.1","0.0","3.05","1.1","3.355","11.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","16945.0","1.06","1.1","0.0","3.51","1.1","3.861","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","16945.0","0.82","1.1","0.0","4.17","1.1","4.587","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","16945.0","0.69","1.1","0.0","4.35","1.1","4.785","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","16945.0","0.6","1.1","0.0","4.89","1.1","5.379","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","16945.0","0.53","1.1","0.0","5.01","1.1","5.511","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","16945.0","0.49","1.1","0.0","4.99","1.1","5.489","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","16945.0","0.44","1.1","0.0","6.25","1.1","6.875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","16945.0","0.41","1.1","0.0","5.67","1.1","6.237","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","16945.0","0.38","1.1","0.0","5.38","1.1","5.918","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","16945.0","0.37","1.1","0.0","4.98","1.1","5.478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","16945.0","0.35","1.1","0.0","5.17","1.1","5.687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","16945.0","0.33","1.1","0.0","4.8","1.1","5.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","16945.0","0.32","1.1","0.0","3.84","1.1","4.224","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","16945.0","0.32","1.1","0.0","4.05","1.1","4.455","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","16945.0","0.31","1.1","0.0","4.79","1.1","5.269","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","16945.0","0.3","1.1","0.0","5.07","1.1","5.577","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","16945.0","1.06","1.1","0.0","4.03","1.1","4.433","10.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","16945.0","0.87","1.1","0.0","5.17","1.1","5.687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","16945.0","0.68","1.1","0.0","5.81","1.1","6.391","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","16945.0","0.58","1.1","0.0","5.63","1.1","6.193","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","16945.0","0.51","1.1","0.0","5.42","1.1","5.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","16945.0","0.46","1.1","0.0","6.46","1.1","7.106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","16945.0","0.42","1.1","0.0","6.5","1.1","7.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","16945.0","0.39","1.1","0.0","5.93","1.1","6.523","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","16945.0","0.37","1.1","0.0","5.27","1.1","5.797","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","16945.0","0.35","1.1","0.0","4.89","1.1","5.379","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","16945.0","0.34","1.1","0.0","4.9","1.1","5.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","16945.0","0.32","1.1","0.0","5.04","1.1","5.544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","16945.0","0.32","1.1","0.0","3.23","1.1","3.553","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","16945.0","0.31","1.1","0.0","4.37","1.1","4.807","1.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","16945.0","0.3","1.1","0.0","4.89","1.1","5.379","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","16945.0","0.29","1.1","0.0","5.25","1.1","5.775","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","16945.0","0.28","1.1","0.0","5.24","1.1","5.764","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","16945.0","0.27","1.1","0.0","5.05","1.1","5.555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","16945.0","0.26","1.1","0.0","4.75","1.1","5.225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","16945.0","0.26","1.1","0.0","3.29","1.1","3.619","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","16945.0","0.26","1.1","0.0","4.65","1.1","5.115","1.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","16945.0","0.25","1.1","0.0","4.81","1.1","5.291","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","16945.0","0.25","1.1","0.0","3.92","1.1","4.312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","16945.0","0.24","1.1","0.0","4.84","1.1","5.324","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","16945.0","0.24","1.1","0.0","5.04","1.1","5.544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","16945.0","0.23","1.1","0.0","4.95","1.1","5.445","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","16945.0","0.23","1.1","0.0","4.01","1.1","4.411","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","16945.0","0.22","1.1","0.0","4.85","1.1","5.335","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","16945.0","0.22","1.1","0.0","4.86","1.1","5.346","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","16945.0","0.22","1.1","0.0","5.54","1.1","6.094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","16945.0","0.21","1.1","0.0","5.5","1.1","6.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","16945.0","0.21","1.1","0.0","5.52","1.1","6.072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","16945.0","0.2","1.1","0.0","5.56","1.1","6.116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","16945.0","0.2","1.1","0.0","5.42","1.1","5.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","16945.0","0.2","1.1","0.0","6.13","1.1","6.743","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","16945.0","0.19","1.1","0.0","6.48","1.1","7.128","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","16945.0","0.19","1.1","0.0","5.44","1.1","5.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","16945.0","0.19","1.1","0.0","5.54","1.1","6.094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","16945.0","0.19","1.1","0.0","5.77","1.1","6.347","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","16945.0","0.18","1.1","0.0","5.57","1.1","6.127","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","16945.0","0.18","1.1","0.0","5.83","1.1","6.413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","16945.0","0.18","1.1","0.0","6.52","1.1","7.172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","16945.0","0.17","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","16945.0","0.17","1.1","0.0","6.75","1.1","7.425","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","16945.0","0.17","1.1","0.0","7.39","1.1","8.129","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","16945.0","0.17","1.1","0.0","6.66","1.1","7.326","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","16945.0","0.17","1.1","0.0","3.04","1.1","3.344","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","16945.0","0.16","1.1","0.0","6.89","1.1","7.579","3.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","16945.0","0.16","1.1","0.0","7.67","1.1","8.437","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","16945.0","0.16","1.1","0.0","7.55","1.1","8.305","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","16945.0","0.16","1.1","0.0","6.8","1.1","7.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","16945.0","0.15","1.1","0.0","6.63","1.1","7.293","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","16945.0","0.15","1.1","0.0","6.95","1.1","7.645","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","16945.0","0.15","1.1","0.0","6.98","1.1","7.678","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","16945.0","0.15","1.1","0.0","7.54","1.1","8.294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","16945.0","0.15","1.1","0.0","7.41","1.1","8.151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","16945.0","0.15","1.1","0.0","6.95","1.1","7.645","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","16945.0","0.14","1.1","0.0","7.57","1.1","8.327","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","16945.0","0.14","1.1","0.0","7.07","1.1","7.777","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","16945.0","0.14","1.1","0.0","7.35","1.1","8.085","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","16945.0","0.14","1.1","0.0","7.29","1.1","8.019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","16945.0","0.14","1.1","0.0","7.98","1.1","8.778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","16945.0","0.14","1.1","0.0","8.25","1.1","9.075","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","16945.0","0.13","1.1","0.0","6.76","1.1","7.436","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","16945.0","0.13","1.1","0.0","7.21","1.1","7.931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","16945.0","0.13","1.1","0.0","7.58","1.1","8.338","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","16945.0","0.13","1.1","0.0","7.7","1.1","8.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
