" Daily soil water balance output for Olives in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly Water balance output for Olives at 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","2.0","13.0","44.0","15.0","0.89","0.7","0.0","2.06","0.89","1.84","0.0","0.0","0.0","0.0","12.87","124.06","621.79","310.9","608.93","497.73","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","15.0","0.81","0.7","0.0","2.19","0.81","1.76","0.0","0.0","0.0","0.0","14.63","124.06","621.79","310.9","607.16","497.73","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","15.0","0.74","0.7","0.0","2.1","0.74","1.56","0.0","0.0","0.0","0.0","16.19","124.06","621.79","310.9","605.6","497.73","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","15.0","0.69","0.7","0.0","2.08","0.7","1.46","0.0","0.0","0.0","0.0","17.65","124.06","621.79","310.9","604.15","497.73","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","15.0","0.66","0.7","0.0","1.79","0.7","1.25","0.0","0.0","0.0","0.0","18.9","124.06","621.79","310.9","602.89","497.73","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","15.0","0.63","0.7","0.0","1.77","0.7","1.24","0.0","0.0","0.0","0.0","20.14","124.06","621.79","310.9","601.65","497.73","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","15.0","0.61","0.7","0.0","1.04","0.7","0.73","0.0","0.0","0.0","0.0","20.87","124.06","621.79","310.9","600.93","497.73","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","15.0","0.59","0.7","0.0","1.91","0.7","1.34","0.0","0.0","0.0","0.0","22.2","124.06","621.79","310.9","599.59","497.73","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","15.0","0.56","0.7","0.0","1.73","0.7","1.21","0.0","0.0","0.0","0.0","23.41","124.06","621.79","310.9","598.38","497.73","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","15.0","0.53","0.7","0.0","3.17","0.7","2.22","0.0","0.0","0.0","0.0","25.63","124.06","621.79","310.9","596.16","497.73","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","15.0","0.5","0.7","0.0","3.74","0.7","2.62","0.0","0.0","0.0","0.0","28.25","124.06","621.79","310.9","593.54","497.73","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","15.0","0.48","0.7","0.0","2.72","0.7","1.9","0.0","0.0","0.0","0.0","30.15","124.06","621.79","310.9","591.64","497.73","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","15.0","0.46","0.7","0.0","2.16","0.7","1.51","0.0","0.0","0.0","0.0","31.67","124.06","621.79","310.9","590.13","497.73","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","15.0","0.44","0.7","0.0","2.91","0.7","2.04","0.0","0.0","0.0","0.0","33.7","124.06","621.79","310.9","588.09","497.73","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","15.0","0.43","0.7","0.0","2.89","0.7","2.02","0.0","0.0","0.0","0.0","35.73","124.06","621.79","310.9","586.07","497.73","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","15.0","0.42","0.7","0.0","2.1","0.7","1.47","0.0","0.0","0.0","0.0","37.2","124.06","621.79","310.9","584.6","497.73","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","15.0","0.41","0.7","0.0","2.54","0.7","1.78","0.0","0.0","0.0","0.0","38.97","124.06","621.79","310.9","582.82","497.73","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","15.0","0.4","0.7","0.0","2.2","0.7","1.54","0.0","0.0","0.0","0.0","40.51","124.06","621.79","310.9","581.28","497.73","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","15.0","0.39","0.7","0.0","2.5","0.7","1.75","0.31","0.31","0.0","0.0","41.95","124.06","621.79","310.9","579.84","497.73","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","15.0","0.38","0.7","0.0","2.61","0.7","1.83","0.0","0.0","0.0","0.0","43.78","124.06","621.79","310.9","578.01","497.73","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","15.0","0.37","0.7","0.0","2.81","0.7","1.97","0.0","0.0","0.0","0.0","45.75","124.06","621.79","310.9","576.04","497.73","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","15.0","0.36","0.7","0.0","2.99","0.7","2.09","0.0","0.0","0.0","0.0","47.84","124.06","621.79","310.9","573.95","497.73","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","15.0","0.35","0.7","0.0","2.86","0.7","2.0","0.0","0.0","0.0","0.0","49.84","124.06","621.79","310.9","571.95","497.73","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","15.0","0.34","0.7","0.0","2.91","0.7","2.04","0.0","0.0","0.0","0.0","51.88","124.06","621.79","310.9","569.91","497.73","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","15.0","0.33","0.7","0.0","2.86","0.7","2.0","0.0","0.0","0.0","0.0","53.88","124.06","621.79","310.9","567.91","497.73","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","15.0","0.33","0.7","0.0","2.39","0.7","1.67","0.0","0.0","0.0","0.0","55.56","124.06","621.79","310.9","566.24","497.73","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","15.0","1.13","0.7","0.0","2.24","1.13","2.53","2.67","2.67","0.0","0.0","55.42","124.06","621.79","310.9","566.37","497.73","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","15.0","1.11","0.7","0.0","3.32","1.11","3.68","2.08","2.08","0.0","0.0","57.02","124.06","621.79","310.9","564.77","497.73","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","15.0","0.93","0.7","0.0","3.03","0.93","2.83","0.0","0.0","0.0","0.0","59.85","124.06","621.79","310.9","561.95","497.73","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","15.0","0.79","0.7","0.0","3.33","0.79","2.63","0.0","0.0","0.0","0.0","62.48","124.06","621.79","310.9","559.32","497.73","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","15.0","0.69","0.7","0.0","3.77","0.7","2.64","0.0","0.0","0.0","0.0","65.12","124.06","621.79","310.9","556.68","497.73","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","15.0","0.64","0.7","0.0","2.61","0.7","1.83","0.0","0.0","0.0","0.0","66.94","124.06","621.79","310.9","554.85","497.73","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","15.0","0.58","0.7","0.0","3.59","0.7","2.51","0.0","0.0","0.0","0.0","69.46","124.06","621.79","310.9","552.34","497.73","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","15.0","0.54","0.7","0.0","3.75","0.7","2.63","1.28","1.28","0.0","0.0","70.8","124.06","621.79","310.9","550.99","497.73","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","15.0","0.5","0.7","0.0","3.78","0.7","2.65","0.0","0.0","0.0","0.0","73.45","124.06","621.79","310.9","548.35","497.73","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","15.0","0.48","0.7","0.0","3.08","0.7","2.16","0.0","0.0","0.0","0.0","75.6","124.06","621.79","310.9","546.19","497.73","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","15.0","0.45","0.7","0.0","3.5","0.7","2.45","0.0","0.0","0.0","0.0","78.05","124.06","621.79","310.9","543.74","497.73","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","15.0","0.43","0.7","0.0","3.12","0.7","2.18","0.0","0.0","0.0","0.0","80.24","124.06","621.79","310.9","541.56","497.73","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","15.0","0.42","0.7","0.0","3.08","0.7","2.16","0.53","0.53","0.0","0.0","81.86","124.06","621.79","310.9","539.93","497.73","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","15.0","0.4","0.7","0.0","3.33","0.7","2.33","0.0","0.0","0.0","0.0","84.19","124.06","621.79","310.9","537.6","497.73","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","15.0","0.39","0.7","0.0","4.06","0.7","2.84","0.0","0.0","0.0","0.0","87.04","124.06","621.79","310.9","534.76","497.73","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","15.0","0.37","0.7","0.0","3.9","0.7","2.73","0.0","0.0","0.0","0.0","89.77","124.06","621.79","310.9","532.03","497.73","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","15.0","0.36","0.7","0.0","4.27","0.7","2.99","0.0","0.0","0.0","0.0","92.75","124.06","621.79","310.9","529.04","497.73","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","15.0","0.34","0.7","0.0","4.84","0.7","3.39","0.0","0.0","0.0","0.0","96.14","124.06","621.79","310.9","525.65","497.73","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","15.0","0.33","0.7","0.0","4.63","0.7","3.24","0.0","0.0","0.0","0.0","99.38","124.06","621.79","310.9","522.41","497.73","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","15.0","0.32","0.7","0.0","4.42","0.7","3.09","0.0","0.0","0.0","0.0","102.48","124.06","621.79","310.9","519.31","497.73","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","15.0","0.31","0.7","0.0","4.62","0.7","3.23","0.0","0.0","0.0","0.0","105.71","124.06","621.79","310.9","516.08","497.73","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","15.0","0.3","0.7","0.0","4.12","0.7","2.88","0.0","0.0","0.0","0.0","108.6","124.06","621.79","310.9","513.2","497.73","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","15.0","0.29","0.7","0.0","5.35","0.7","3.75","0.0","0.0","0.0","0.0","112.34","124.06","621.79","310.9","509.45","497.73","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","15.0","0.28","0.7","0.0","4.55","0.7","3.19","0.0","0.0","0.0","0.0","115.53","124.06","621.79","310.9","506.27","497.73","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","15.0","0.28","0.7","0.0","4.42","0.7","3.09","0.0","0.0","0.0","0.0","118.62","124.06","621.79","310.9","503.17","497.73","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","15.0","0.27","0.7","0.0","2.61","0.7","1.83","0.65","0.65","0.0","0.0","119.8","124.06","621.79","310.9","502.0","497.73","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","15.0","1.1","0.7","0.0","2.92","1.1","3.22","4.82","4.82","0.0","0.0","118.2","124.06","621.79","310.9","503.59","497.73","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","15.0","1.11","0.7","0.0","2.82","1.11","3.12","3.41","3.41","0.0","0.0","117.91","124.06","621.79","310.9","503.88","497.73","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","15.0","1.1","0.7","0.0","3.06","1.1","3.36","6.61","6.61","0.0","0.0","114.66","124.06","621.79","310.9","507.13","497.73","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","15.0","1.06","0.7","0.0","3.49","1.06","3.7","0.0","0.0","0.0","0.0","118.36","124.06","621.79","310.9","503.43","497.73","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","15.0","0.83","0.7","0.0","4.07","0.83","3.37","0.0","0.0","0.0","0.0","121.73","124.06","621.79","310.9","500.06","497.73","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","15.0","0.7","0.7","0.0","4.2","0.7","2.94","0.0","0.0","0.0","0.0","0.0","124.06","621.79","310.9","621.79","497.73","124.67","","","","","","",""
"2015.0","4.0","12.0","102.0","15.0","0.61","0.7","0.0","4.8","0.7","3.36","0.0","0.0","0.0","0.0","3.36","124.06","621.79","310.9","618.43","497.73","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","15.0","0.54","0.7","0.0","4.68","0.7","3.28","0.0","0.0","0.0","0.0","6.64","124.06","621.79","310.9","615.16","497.73","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","15.0","0.49","0.7","0.0","4.89","0.7","3.42","0.0","0.0","0.0","0.0","10.06","124.06","621.79","310.9","611.73","497.73","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","15.0","0.45","0.7","0.0","6.17","0.7","4.32","0.0","0.0","0.0","0.0","14.38","124.06","621.79","310.9","607.41","497.73","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","15.0","0.41","0.7","0.0","5.75","0.7","4.03","0.0","0.0","0.0","0.0","18.4","124.06","621.79","310.9","603.39","497.73","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","15.0","0.39","0.7","0.0","5.26","0.7","3.68","0.0","0.0","0.0","0.0","22.09","124.06","621.79","310.9","599.71","497.73","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","15.0","0.37","0.7","0.0","4.83","0.7","3.38","0.0","0.0","0.0","0.0","25.47","124.06","621.79","310.9","596.33","497.73","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","15.0","0.35","0.7","0.0","4.94","0.7","3.46","0.0","0.0","0.0","0.0","28.92","124.06","621.79","310.9","592.87","497.73","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","15.0","0.34","0.7","0.0","4.55","0.7","3.19","0.0","0.0","0.0","0.0","32.11","124.06","621.79","310.9","589.68","497.73","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","15.0","0.33","0.7","0.0","3.69","0.7","2.58","0.0","0.0","0.0","0.0","34.69","124.06","621.79","310.9","587.1","497.73","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","15.0","0.32","0.7","0.0","4.06","0.7","2.84","0.0","0.0","0.0","0.0","37.53","124.06","621.79","310.9","584.26","497.73","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","15.0","0.31","0.7","0.0","4.61","0.7","3.23","0.0","0.0","0.0","0.0","40.76","124.06","621.79","310.9","581.03","497.73","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","15.0","0.3","0.7","0.0","4.98","0.7","3.49","0.0","0.0","0.0","0.0","44.25","124.06","621.79","310.9","577.55","497.73","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","15.0","1.06","0.7","0.0","3.96","1.06","4.2","7.89","7.89","0.0","0.0","40.56","124.06","621.79","310.9","581.23","497.73","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","15.0","0.88","0.7","0.0","5.06","0.88","4.47","0.0","0.0","0.0","0.0","45.03","124.06","621.79","310.9","576.76","497.73","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","15.0","0.68","0.7","0.0","5.85","0.7","4.1","0.0","0.0","0.0","0.0","49.12","124.06","621.79","310.9","572.67","497.73","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","15.0","0.58","0.7","0.0","5.37","0.7","3.76","0.0","0.0","0.0","0.0","52.88","124.06","621.79","310.9","568.91","497.73","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","15.0","0.52","0.7","0.0","5.19","0.7","3.63","0.0","0.0","0.0","0.0","56.51","124.06","621.79","310.9","565.28","497.73","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","15.0","0.46","0.7","0.0","6.36","0.7","4.45","0.0","0.0","0.0","0.0","60.97","124.06","621.79","310.9","560.83","497.73","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","15.0","0.42","0.7","0.0","6.3","0.7","4.41","0.0","0.0","0.0","0.0","65.38","124.06","621.79","310.9","556.42","497.73","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","15.0","0.39","0.7","0.0","5.65","0.7","3.96","0.0","0.0","0.0","0.0","69.33","124.06","621.79","310.9","552.46","497.73","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","15.0","0.37","0.7","0.0","4.95","0.7","3.47","0.0","0.0","0.0","0.0","72.8","124.06","621.79","310.9","549.0","497.73","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","15.0","0.36","0.7","0.0","4.62","0.7","3.23","0.0","0.0","0.0","0.0","76.03","124.06","621.79","310.9","545.76","497.73","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","15.0","0.34","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","79.33","124.06","621.79","310.9","542.46","497.73","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","15.0","0.33","0.7","0.0","4.99","0.7","3.49","0.0","0.0","0.0","0.0","82.82","124.06","621.79","310.9","538.97","497.73","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","15.0","0.32","0.7","0.0","3.32","0.7","2.32","0.0","0.0","0.0","0.0","85.14","124.06","621.79","310.9","536.65","497.73","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","15.0","0.31","0.7","0.0","4.33","0.7","3.03","0.3","0.3","0.0","0.0","87.88","124.06","621.79","310.9","533.92","497.73","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","15.0","0.3","0.7","0.0","4.75","0.7","3.33","0.0","0.0","0.0","0.0","91.2","124.06","621.79","310.9","530.59","497.73","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","15.0","0.29","0.7","0.0","4.97","0.7","3.48","0.0","0.0","0.0","0.0","94.68","124.06","621.79","310.9","527.11","497.73","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","15.0","0.28","0.7","0.0","4.98","0.7","3.49","0.0","0.0","0.0","0.0","98.17","124.06","621.79","310.9","523.63","497.73","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","15.0","0.28","0.7","0.0","4.94","0.7","3.46","0.0","0.0","0.0","0.0","101.62","124.06","621.79","310.9","520.17","497.73","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","15.0","0.27","0.7","0.0","4.64","0.7","3.25","0.0","0.0","0.0","0.0","104.87","124.06","621.79","310.9","516.92","497.73","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","15.0","0.27","0.7","0.0","3.04","0.7","2.13","0.0","0.0","0.0","0.0","107.0","124.06","621.79","310.9","514.79","497.73","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","15.0","0.26","0.7","0.0","4.56","0.7","3.19","3.66","3.66","0.0","0.0","106.53","124.06","621.79","310.9","515.26","497.73","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","15.0","0.25","0.7","0.0","4.67","0.7","3.27","0.0","0.0","0.0","0.0","109.8","124.06","621.79","310.9","511.99","497.73","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","15.0","0.25","0.7","0.0","3.98","0.7","2.79","0.0","0.0","0.0","0.0","112.59","124.06","621.79","310.9","509.21","497.73","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","15.0","0.24","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","115.88","124.06","621.79","310.9","505.91","497.73","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","15.0","0.24","0.7","0.0","4.89","0.7","3.42","0.0","0.0","0.0","0.0","119.31","124.06","621.79","310.9","502.49","497.73","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","15.0","0.24","0.7","0.0","4.74","0.7","3.32","0.0","0.0","0.0","0.0","122.62","124.06","621.79","310.9","499.17","497.73","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","15.0","0.23","0.7","0.0","4.02","0.7","2.81","0.0","0.0","0.0","0.0","0.0","124.06","621.79","310.9","621.79","497.73","125.44","","","","","","",""
"2015.0","5.0","22.0","142.0","15.0","0.23","0.7","0.0","4.76","0.7","3.33","0.0","0.0","0.0","0.0","3.33","124.06","621.79","310.9","618.46","497.73","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","15.0","0.22","0.7","0.0","4.73","0.7","3.31","0.0","0.0","0.0","0.0","6.64","124.06","621.79","310.9","615.15","497.73","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","15.0","0.22","0.7","0.0","5.3","0.7","3.71","0.0","0.0","0.0","0.0","10.35","124.06","621.79","310.9","611.44","497.73","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","15.0","0.22","0.7","0.0","5.22","0.7","3.65","0.0","0.0","0.0","0.0","14.01","124.06","621.79","310.9","607.79","497.73","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","15.0","0.21","0.7","0.0","5.23","0.7","3.66","0.0","0.0","0.0","0.0","17.67","124.06","621.79","310.9","604.12","497.73","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","15.0","0.21","0.7","0.0","5.27","0.7","3.69","0.0","0.0","0.0","0.0","21.36","124.06","621.79","310.9","600.44","497.73","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","15.0","0.2","0.7","0.0","5.16","0.7","3.61","0.0","0.0","0.0","0.0","24.97","124.06","621.79","310.9","596.82","497.73","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","15.0","0.2","0.7","0.0","5.83","0.7","4.08","0.0","0.0","0.0","0.0","29.05","124.06","621.79","310.9","592.74","497.73","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","15.0","0.2","0.7","0.0","6.13","0.7","4.29","0.0","0.0","0.0","0.0","33.34","124.06","621.79","310.9","588.45","497.73","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","15.0","0.19","0.7","0.0","5.1","0.7","3.57","0.0","0.0","0.0","0.0","36.91","124.06","621.79","310.9","584.88","497.73","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","15.0","0.19","0.7","0.0","5.33","0.7","3.73","0.0","0.0","0.0","0.0","40.64","124.06","621.79","310.9","581.15","497.73","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","15.0","0.19","0.7","0.0","5.55","0.7","3.89","0.0","0.0","0.0","0.0","44.53","124.06","621.79","310.9","577.27","497.73","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","15.0","0.19","0.7","0.0","5.22","0.7","3.65","0.0","0.0","0.0","0.0","48.18","124.06","621.79","310.9","573.61","497.73","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","15.0","0.18","0.7","0.0","5.69","0.7","3.98","0.0","0.0","0.0","0.0","52.16","124.06","621.79","310.9","569.63","497.73","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","15.0","0.18","0.7","0.0","6.41","0.7","4.49","0.0","0.0","0.0","0.0","56.65","124.06","621.79","310.9","565.14","497.73","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","15.0","0.18","0.7","0.0","6.08","0.7","4.26","0.0","0.0","0.0","0.0","60.91","124.06","621.79","310.9","560.89","497.73","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","15.0","0.18","0.7","0.0","6.53","0.7","4.57","0.0","0.0","0.0","0.0","65.48","124.06","621.79","310.9","556.31","497.73","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","15.0","0.17","0.7","0.0","7.19","0.7","5.03","0.0","0.0","0.0","0.0","70.51","124.06","621.79","310.9","551.28","497.73","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","15.0","0.17","0.7","0.0","6.4","0.7","4.48","0.0","0.0","0.0","0.0","74.99","124.06","621.79","310.9","546.8","497.73","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","15.0","0.17","0.7","0.0","2.74","0.7","1.92","0.19","0.19","0.0","0.0","76.72","124.06","621.79","310.9","545.07","497.73","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","15.0","0.17","0.7","0.0","6.69","0.7","4.68","3.14","3.14","0.0","0.0","78.26","124.06","621.79","310.9","543.53","497.73","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","15.0","0.16","0.7","0.0","7.43","0.7","5.2","0.0","0.0","0.0","0.0","83.46","124.06","621.79","310.9","538.33","497.73","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","15.0","0.16","0.7","0.0","7.13","0.7","4.99","0.0","0.0","0.0","0.0","88.45","124.06","621.79","310.9","533.34","497.73","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","15.0","0.16","0.7","0.0","6.37","0.7","4.46","0.0","0.0","0.0","0.0","92.91","124.06","621.79","310.9","528.88","497.73","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","15.0","0.16","0.7","0.0","6.19","0.7","4.33","0.0","0.0","0.0","0.0","97.25","124.06","621.79","310.9","524.55","497.73","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","15.0","0.16","0.7","0.0","6.63","0.7","4.64","3.09","3.09","0.0","0.0","98.8","124.06","621.79","310.9","523.0","497.73","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","15.0","0.15","0.7","0.0","6.67","0.7","4.67","0.0","0.0","0.0","0.0","103.47","124.06","621.79","310.9","518.33","497.73","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","15.0","0.15","0.7","0.0","7.15","0.7","5.01","0.0","0.0","0.0","0.0","108.47","124.06","621.79","310.9","513.32","497.73","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","15.0","0.15","0.7","0.0","7.13","0.7","4.99","0.0","0.0","0.0","0.0","113.46","124.06","621.79","310.9","508.33","497.73","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","15.0","0.15","0.7","0.0","6.67","0.7","4.67","0.0","0.0","0.0","0.0","118.13","124.06","621.79","310.9","503.66","497.73","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","15.0","0.15","0.7","0.0","7.12","0.7","4.98","0.0","0.0","0.0","0.0","123.12","124.06","621.79","310.9","498.68","497.73","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","15.0","0.15","0.7","0.0","6.69","0.7","4.68","0.0","0.0","0.0","0.0","0.0","124.06","621.79","310.9","621.79","497.73","127.8","","","","","","",""
"2015.0","6.0","23.0","174.0","15.0","0.14","0.7","0.0","7.08","0.7","4.96","0.0","0.0","0.0","0.0","4.96","124.06","621.79","310.9","616.84","497.73","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","15.0","0.14","0.7","0.0","7.0","0.7","4.9","0.0","0.0","0.0","0.0","9.86","124.06","621.79","310.9","611.94","497.73","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","15.0","0.14","0.7","0.0","7.72","0.7","5.4","0.0","0.0","0.0","0.0","15.26","124.06","621.79","310.9","606.53","497.73","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","15.0","0.14","0.7","0.0","7.92","0.7","5.54","0.0","0.0","0.0","0.0","20.8","124.06","621.79","310.9","600.99","497.73","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","15.0","0.14","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","25.16","124.06","621.79","310.9","596.63","497.73","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","15.0","0.14","0.7","0.0","6.84","0.7","4.79","0.0","0.0","0.0","0.0","29.95","124.06","621.79","310.9","591.85","497.73","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","15.0","0.13","0.7","0.0","7.27","0.7","5.09","0.0","0.0","0.0","0.0","35.04","124.06","621.79","310.9","586.76","497.73","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","15.0","0.13","0.7","0.0","7.45","0.7","5.22","0.0","0.0","0.0","0.0","40.25","124.06","621.79","310.9","581.54","497.73","0.0","","","","","","",""
"2015.0","7.0","1.0","182.0","15.0","0.13","0.7","0.0","7.25","0.7","5.08","0.0","0.0","0.0","0.0","45.33","124.06","621.79","310.9","576.47","497.73","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","15.0","0.13","0.7","0.0","6.75","0.7","4.73","0.0","0.0","0.0","0.0","50.05","124.06","621.79","310.9","571.74","497.73","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","15.0","0.13","0.7","0.0","7.24","0.7","5.07","0.0","0.0","0.0","0.0","55.12","124.06","621.79","310.9","566.67","497.73","0.0","","","","","","",""
