" Daily soil water balance output for Other Deciduous in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Other Deciduous in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","2.0","9.0","40.0","271.0","1.14","0.0","0.0","1.97","1.14","2.25","23.02","2.25","0.0","0.0","0.0","20.25","421.01","210.51","421.01","400.76","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","271.0","1.14","0.0","0.0","1.83","1.14","2.09","0.18","0.18","0.0","0.0","1.91","20.25","421.01","210.51","419.1","400.76","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","271.0","1.15","0.0","0.0","1.59","1.15","1.83","0.0","0.0","0.0","0.0","3.74","20.25","421.01","210.51","417.27","400.76","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","271.0","1.03","0.0","0.0","1.98","1.03","2.03","0.0","0.0","0.0","0.0","5.77","20.25","421.01","210.51","415.24","400.76","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","271.0","0.91","0.0","0.0","2.03","0.91","1.84","0.0","0.0","0.0","0.0","7.61","20.25","421.01","210.51","413.4","400.76","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","271.0","0.82","0.0","0.0","2.18","0.82","1.78","0.0","0.0","0.0","0.0","9.39","20.25","421.01","210.51","411.62","400.76","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","271.0","0.75","0.0","0.0","2.09","0.75","1.57","0.0","0.0","0.0","0.0","10.96","20.25","421.01","210.51","410.05","400.76","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","271.0","0.7","0.0","0.0","2.24","0.7","1.56","0.0","0.0","0.0","0.0","12.52","20.25","421.01","210.51","408.49","400.76","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","271.0","0.66","0.0","0.0","1.94","0.66","1.28","0.0","0.0","0.0","0.0","13.8","20.25","421.01","210.51","407.22","400.76","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","271.0","0.63","0.0","0.0","1.5","0.63","0.95","0.0","0.0","0.0","0.0","14.74","20.25","421.01","210.51","406.27","400.76","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","271.0","0.62","0.0","0.0","1.08","0.62","0.66","0.0","0.0","0.0","0.0","15.41","20.25","421.01","210.51","405.6","400.76","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","271.0","0.59","0.0","0.0","1.97","0.59","1.16","0.0","0.0","0.0","0.0","16.57","20.25","421.01","210.51","404.45","400.76","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","271.0","0.57","0.0","0.0","1.62","0.57","0.92","0.0","0.0","0.0","0.0","17.49","20.25","421.01","210.51","403.53","400.76","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","271.0","0.53","0.0","0.0","3.74","0.53","1.97","0.0","0.0","0.0","0.0","19.46","20.25","421.01","210.51","401.55","400.76","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","271.0","0.49","0.0","0.0","4.35","0.49","2.13","0.0","0.0","0.0","0.0","21.58","20.25","421.01","210.51","399.43","400.76","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","271.0","0.47","0.0","0.0","2.85","0.47","1.33","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","271.0","0.45","0.0","0.0","2.19","0.45","0.99","0.0","0.0","0.0","0.0","21.24","20.25","421.01","210.51","399.77","400.76","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","271.0","0.44","0.0","0.0","3.07","0.44","1.34","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","271.0","0.42","0.0","0.0","2.77","0.42","1.17","0.0","0.0","0.0","0.0","21.42","20.25","421.01","210.51","399.6","400.76","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","271.0","0.41","0.0","0.0","1.93","0.41","0.8","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","271.0","0.4","0.0","0.0","2.68","0.4","1.07","0.0","0.0","0.0","0.0","21.32","20.25","421.01","210.51","399.69","400.76","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","271.0","0.39","0.0","0.0","2.33","0.39","0.91","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","271.0","0.38","0.0","0.0","2.59","0.38","0.99","1.02","1.02","0.0","0.0","20.22","20.25","421.01","210.51","400.8","400.76","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","271.0","0.37","0.0","0.0","2.6","0.37","0.97","0.0","0.0","0.0","0.0","21.18","20.25","421.01","210.51","399.83","400.76","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","271.0","0.36","0.0","0.0","2.79","0.36","1.01","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","271.0","0.35","0.0","0.0","3.0","0.35","1.06","0.0","0.0","0.0","0.0","21.31","20.25","421.01","210.51","399.7","400.76","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","271.0","0.35","0.0","0.0","2.8","0.35","0.97","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","271.0","0.34","0.0","0.0","2.98","0.34","1.01","0.0","0.0","0.0","0.0","21.26","20.25","421.01","210.51","399.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","271.0","0.33","0.0","0.0","3.06","0.33","1.01","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","271.0","0.32","0.0","0.0","2.4","0.32","0.78","0.0","0.0","0.0","0.0","21.03","20.25","421.01","210.51","399.98","400.76","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","271.0","0.32","0.0","0.0","2.11","0.32","0.67","1.32","1.32","0.0","0.0","19.71","20.25","421.01","210.51","401.3","400.76","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","271.0","1.08","0.0","0.0","3.47","1.08","3.75","3.55","3.55","0.0","0.0","19.91","20.25","421.01","210.51","401.1","400.76","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","271.0","1.06","0.0","0.0","3.11","1.06","3.29","0.0","0.0","0.0","0.0","23.2","20.25","421.01","210.51","397.81","400.76","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","271.0","0.86","0.0","0.0","3.29","0.86","2.84","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","271.0","0.73","0.0","0.0","3.85","0.73","2.81","0.0","0.0","0.0","0.0","23.06","20.25","421.01","210.51","397.95","400.76","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","271.0","0.68","0.0","0.0","2.46","0.68","1.66","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","271.0","0.61","0.0","0.0","3.49","0.61","2.13","0.0","0.0","0.0","0.0","22.38","20.25","421.01","210.51","398.63","400.76","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","271.0","0.56","0.0","0.0","3.89","0.56","2.17","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","271.0","0.52","0.0","0.0","3.94","0.52","2.03","0.0","0.0","0.0","0.0","22.28","20.25","421.01","210.51","398.73","400.76","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","271.0","0.49","0.0","0.0","3.11","0.49","1.52","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","271.0","0.46","0.0","0.0","3.63","0.46","1.68","0.0","0.0","0.0","0.0","21.93","20.25","421.01","210.51","399.09","400.76","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","271.0","0.44","0.0","0.0","3.27","0.44","1.45","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","271.0","0.42","0.0","0.0","3.28","0.42","1.39","0.25","0.25","0.0","0.0","21.39","20.25","421.01","210.51","399.62","400.76","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","271.0","0.41","0.0","0.0","3.19","0.41","1.3","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","271.0","0.39","0.0","0.0","4.23","0.39","1.65","0.0","0.0","0.0","0.0","21.9","20.25","421.01","210.51","399.12","400.76","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","271.0","0.37","0.0","0.0","3.92","0.37","1.47","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","271.0","0.36","0.0","0.0","4.55","0.36","1.63","0.0","0.0","0.0","0.0","21.88","20.25","421.01","210.51","399.13","400.76","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","271.0","0.34","0.0","0.0","4.99","0.34","1.71","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","271.0","0.33","0.0","0.0","4.76","0.33","1.57","0.0","0.0","0.0","0.0","21.82","20.25","421.01","210.51","399.19","400.76","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","271.0","0.32","0.0","0.0","4.57","0.32","1.46","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","271.0","0.31","0.0","0.0","4.61","0.31","1.43","0.0","0.0","0.0","0.0","21.68","20.25","421.01","210.51","399.34","400.76","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","271.0","0.3","0.0","0.0","4.22","0.3","1.27","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","271.0","0.29","0.0","0.0","5.59","0.29","1.62","0.0","0.0","0.0","0.0","21.87","20.25","421.01","210.51","399.14","400.76","0.0","","","","","","","","",""
"2015.0","4.0","3.0","93.0","271.0","0.28","0.0","0.0","4.63","0.28","1.31","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","271.0","0.28","0.0","0.0","4.53","0.28","1.25","0.0","0.0","0.0","0.0","21.5","20.25","421.01","210.51","399.52","400.76","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","271.0","0.27","0.0","0.0","2.58","0.27","0.7","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","271.0","0.27","0.0","0.0","2.98","0.27","0.8","1.42","1.42","0.0","0.0","19.63","20.25","421.01","210.51","401.38","400.76","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","271.0","1.12","0.0","0.0","2.41","1.12","2.71","6.49","6.49","0.0","0.0","15.85","20.25","421.01","210.51","405.17","400.76","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","271.0","1.1","0.0","0.0","2.91","1.1","3.21","13.25","13.25","0.0","0.0","5.81","20.25","421.01","210.51","415.2","400.76","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","271.0","1.07","0.0","0.0","3.48","1.07","3.74","0.0","0.0","0.0","0.0","9.55","20.25","421.01","210.51","411.46","400.76","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","271.0","0.83","0.0","0.0","4.13","0.83","3.44","0.0","0.0","0.0","0.0","12.99","20.25","421.01","210.51","408.02","400.76","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","271.0","0.7","0.0","0.0","4.29","0.7","3.0","0.0","0.0","0.0","0.0","15.99","20.25","421.01","210.51","405.02","400.76","0.0","","","","","","","","",""
"2015.0","4.0","12.0","102.0","271.0","0.6","0.0","0.0","4.97","0.6","2.99","0.0","0.0","0.0","0.0","18.98","20.25","421.01","210.51","402.03","400.76","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","271.0","0.53","0.0","0.0","5.12","0.53","2.74","0.0","0.0","0.0","0.0","21.72","20.25","421.01","210.51","399.29","400.76","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","271.0","0.49","0.0","0.0","4.85","0.49","2.37","0.0","0.0","0.0","0.0","20.25","20.25","421.01","210.51","400.76","400.76","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","271.0","0.44","0.55","0.0","6.7","0.55","3.69","0.0","0.0","0.0","0.0","23.94","94.9","421.01","210.51","397.08","326.11","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","271.0","0.4","0.56","0.0","6.12","0.56","3.4","0.0","0.0","0.0","0.0","27.34","94.9","421.01","210.51","393.68","326.11","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","271.0","0.38","0.56","0.0","5.33","0.56","2.99","0.0","0.0","0.0","0.0","30.33","94.9","421.01","210.51","390.68","326.11","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","271.0","0.36","0.57","0.0","5.03","0.57","2.86","0.0","0.0","0.0","0.0","33.19","94.9","421.01","210.51","387.83","326.11","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","271.0","0.34","0.57","0.0","5.36","0.57","3.07","0.0","0.0","0.0","0.0","36.26","94.9","421.01","210.51","384.75","326.11","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","271.0","0.33","0.58","0.0","4.9","0.58","2.84","0.0","0.0","0.0","0.0","39.1","94.9","421.01","210.51","381.91","326.11","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","271.0","0.32","0.59","0.0","3.95","0.59","2.31","0.0","0.0","0.0","0.0","41.41","94.9","421.01","210.51","379.6","326.11","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","271.0","0.31","0.59","0.0","4.22","0.59","2.5","0.0","0.0","0.0","0.0","43.91","94.9","421.01","210.51","377.1","326.11","0.0","","","","","","","","",""
"2015.0","4.0","23.0","113.0","271.0","0.3","0.6","0.0","4.83","0.6","2.88","0.0","0.0","0.0","0.0","46.79","94.9","421.01","210.51","374.22","326.11","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","271.0","0.29","0.6","0.0","4.92","0.6","2.97","0.0","0.0","0.0","0.0","49.76","94.9","421.01","210.51","371.25","326.11","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","271.0","1.06","0.61","0.0","4.12","1.06","4.35","14.13","14.13","0.0","0.0","39.98","94.9","421.01","210.51","381.03","326.11","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","271.0","0.87","0.62","0.0","5.12","0.87","4.46","0.0","0.0","0.0","0.0","44.44","94.9","421.01","210.51","376.58","326.11","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","271.0","0.67","0.62","0.0","6.14","0.67","4.1","0.0","0.0","0.0","0.0","48.54","94.9","421.01","210.51","372.48","326.11","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","271.0","0.57","0.63","0.0","5.67","0.63","3.55","0.0","0.0","0.0","0.0","52.09","94.9","421.01","210.51","368.92","326.11","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","271.0","0.51","0.63","0.0","5.35","0.63","3.39","0.0","0.0","0.0","0.0","55.48","94.9","421.01","210.51","365.54","326.11","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","271.0","0.45","0.64","0.0","6.54","0.64","4.18","0.0","0.0","0.0","0.0","59.65","94.9","421.01","210.51","361.36","326.11","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","271.0","0.41","0.64","0.0","6.55","0.64","4.22","0.0","0.0","0.0","0.0","63.87","94.9","421.01","210.51","357.14","326.11","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","271.0","0.38","0.65","0.0","6.19","0.65","4.03","0.0","0.0","0.0","0.0","67.9","94.9","421.01","210.51","353.11","326.11","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","271.0","0.36","0.66","0.0","5.44","0.66","3.57","0.0","0.0","0.0","0.0","71.47","94.9","421.01","210.51","349.54","326.11","0.0","","","","","","","","",""
"2015.0","5.0","4.0","124.0","271.0","0.35","0.66","0.0","4.95","0.66","3.28","0.0","0.0","0.0","0.0","74.75","94.9","421.01","210.51","346.26","326.11","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","271.0","0.33","0.67","0.0","4.89","0.67","3.27","0.0","0.0","0.0","0.0","78.02","94.9","421.01","210.51","343.0","326.11","0.0","","","","","","","","",""
"2015.0","5.0","6.0","126.0","271.0","0.32","0.67","0.0","5.24","0.67","3.53","0.0","0.0","0.0","0.0","81.55","94.9","421.01","210.51","339.46","326.11","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","271.0","0.31","0.68","0.0","4.2","0.68","2.86","0.45","0.45","0.0","0.0","83.95","94.9","421.01","210.51","337.06","326.11","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","271.0","0.3","0.69","0.0","4.53","0.69","3.11","0.55","0.55","0.0","0.0","86.51","94.9","421.01","210.51","334.5","326.11","0.0","","","","","","","","",""
"2015.0","5.0","9.0","129.0","271.0","0.29","0.69","0.0","5.14","0.69","3.56","0.0","0.0","0.0","0.0","90.07","94.9","421.01","210.51","330.95","326.11","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","271.0","0.28","0.7","0.0","5.31","0.7","3.7","0.0","0.0","0.0","0.0","93.77","94.9","421.01","210.51","327.24","326.11","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","271.0","0.27","0.7","0.0","5.28","0.7","3.72","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","97.49","","","","","","","","",""
"2015.0","5.0","12.0","132.0","271.0","0.27","0.71","0.0","5.03","0.71","3.57","0.0","0.0","0.0","0.0","3.57","94.9","421.01","210.51","417.44","326.11","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","271.0","0.26","0.72","0.0","4.79","0.72","3.43","0.0","0.0","0.0","0.0","7.0","94.9","421.01","210.51","414.02","326.11","0.0","","","","","","","","",""
"2015.0","5.0","14.0","134.0","271.0","0.26","0.72","0.0","3.95","0.72","2.85","0.0","0.0","0.0","0.0","9.85","94.9","421.01","210.51","411.17","326.11","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","271.0","0.25","0.73","0.0","4.75","0.73","3.45","0.02","0.02","0.0","0.0","13.28","94.9","421.01","210.51","407.73","326.11","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","271.0","0.24","0.73","0.0","4.87","0.73","3.57","0.0","0.0","0.0","0.0","16.85","94.9","421.01","210.51","404.16","326.11","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","271.0","0.24","0.74","0.0","4.0","0.74","2.96","0.0","0.0","0.0","0.0","19.81","94.9","421.01","210.51","401.21","326.11","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","271.0","0.24","0.74","0.0","4.7","0.74","3.5","0.0","0.0","0.0","0.0","23.31","94.9","421.01","210.51","397.71","326.11","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","271.0","0.23","0.75","0.0","5.07","0.75","3.81","0.0","0.0","0.0","0.0","27.12","94.9","421.01","210.51","393.9","326.11","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","271.0","0.23","0.76","0.0","5.05","0.76","3.82","0.0","0.0","0.0","0.0","30.94","94.9","421.01","210.51","390.08","326.11","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","271.0","0.22","0.76","0.0","4.58","0.76","3.49","0.0","0.0","0.0","0.0","34.43","94.9","421.01","210.51","386.58","326.11","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","271.0","0.22","0.77","0.0","4.94","0.77","3.8","0.0","0.0","0.0","0.0","38.23","94.9","421.01","210.51","382.79","326.11","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","271.0","0.22","0.77","0.0","4.77","0.77","3.69","0.0","0.0","0.0","0.0","41.92","94.9","421.01","210.51","379.09","326.11","0.0","","","","","","","","",""
"2015.0","5.0","24.0","144.0","271.0","0.21","0.78","0.0","5.77","0.78","4.5","0.0","0.0","0.0","0.0","46.43","94.9","421.01","210.51","374.59","326.11","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","271.0","0.21","0.79","0.0","5.58","0.79","4.39","0.0","0.0","0.0","0.0","50.81","94.9","421.01","210.51","370.2","326.11","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","271.0","0.2","0.79","0.0","5.63","0.79","4.46","0.0","0.0","0.0","0.0","55.27","94.9","421.01","210.51","365.74","326.11","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","271.0","0.2","0.8","0.0","5.67","0.8","4.53","0.0","0.0","0.0","0.0","59.8","94.9","421.01","210.51","361.21","326.11","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","271.0","0.2","0.8","0.0","5.48","0.8","4.41","0.0","0.0","0.0","0.0","64.21","94.9","421.01","210.51","356.81","326.11","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","271.0","0.19","0.81","0.0","6.16","0.81","4.99","0.0","0.0","0.0","0.0","69.2","94.9","421.01","210.51","351.82","326.11","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","271.0","0.19","0.82","0.0","6.49","0.82","5.3","0.0","0.0","0.0","0.0","74.49","94.9","421.01","210.51","346.52","326.11","0.0","","","","","","","","",""
"2015.0","5.0","31.0","151.0","271.0","0.19","0.82","0.0","5.57","0.82","4.58","0.0","0.0","0.0","0.0","79.07","94.9","421.01","210.51","341.95","326.11","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","271.0","0.19","0.83","0.0","5.56","0.83","4.6","0.0","0.0","0.0","0.0","83.67","94.9","421.01","210.51","337.34","326.11","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","271.0","0.18","0.83","0.0","5.75","0.83","4.79","0.0","0.0","0.0","0.0","88.46","94.9","421.01","210.51","332.55","326.11","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","271.0","0.18","0.84","0.0","5.65","0.84","4.74","0.0","0.0","0.0","0.0","93.21","94.9","421.01","210.51","327.81","326.11","0.0","","","","","","","","",""
"2015.0","6.0","4.0","155.0","271.0","0.18","0.85","0.0","5.94","0.85","5.02","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","98.23","","","","","","","","",""
"2015.0","6.0","5.0","156.0","271.0","0.17","0.85","0.0","6.93","0.85","5.9","0.0","0.0","0.0","0.0","5.9","94.9","421.01","210.51","415.11","326.11","0.0","","","","","","","","",""
"2015.0","6.0","6.0","157.0","271.0","0.17","0.86","0.0","6.53","0.86","5.6","0.01","0.01","0.0","0.0","11.49","94.9","421.01","210.51","409.53","326.11","0.0","","","","","","","","",""
"2015.0","6.0","7.0","158.0","271.0","0.17","0.86","0.0","7.06","0.86","6.09","0.0","0.0","0.0","0.0","17.58","94.9","421.01","210.51","403.43","326.11","0.0","","","","","","","","",""
"2015.0","6.0","8.0","159.0","271.0","0.17","0.87","0.0","7.42","0.87","6.45","0.0","0.0","0.0","0.0","24.03","94.9","421.01","210.51","396.98","326.11","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","271.0","0.16","0.87","0.0","7.22","0.87","6.32","0.0","0.0","0.0","0.0","30.35","94.9","421.01","210.51","390.67","326.11","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","271.0","0.16","0.88","0.0","2.57","0.88","2.26","0.07","0.07","0.0","0.0","32.54","94.9","421.01","210.51","388.47","326.11","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","271.0","0.16","0.89","0.0","7.16","0.89","6.35","1.22","1.22","0.0","0.0","37.67","94.9","421.01","210.51","383.34","326.11","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","271.0","0.16","0.89","0.0","8.08","0.89","7.21","0.0","0.0","0.0","0.0","44.88","94.9","421.01","210.51","376.13","326.11","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","271.0","0.16","0.9","0.0","7.66","0.9","6.88","0.0","0.0","0.0","0.0","51.77","94.9","421.01","210.51","369.25","326.11","0.0","","","","","","","","",""
"2015.0","6.0","14.0","165.0","271.0","0.15","0.9","0.0","6.92","0.9","6.26","0.0","0.0","0.0","0.0","58.03","94.9","421.01","210.51","362.99","326.11","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","271.0","0.15","0.91","0.0","6.72","0.91","6.12","0.0","0.0","0.0","0.0","64.15","94.9","421.01","210.51","356.87","326.11","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","271.0","0.15","0.92","0.0","7.03","0.92","6.44","0.0","0.0","0.0","0.0","70.59","94.9","421.01","210.51","350.43","326.11","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","271.0","0.15","0.92","0.0","6.97","0.92","6.43","0.0","0.0","0.0","0.0","77.02","94.9","421.01","210.51","344.0","326.11","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","271.0","0.15","0.93","0.0","7.75","0.93","7.19","0.0","0.0","0.0","0.0","84.21","94.9","421.01","210.51","336.8","326.11","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","271.0","0.14","0.93","0.0","7.43","0.93","6.94","0.0","0.0","0.0","0.0","91.15","94.9","421.01","210.51","329.86","326.11","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","271.0","0.14","0.94","0.0","7.17","0.94","6.74","0.0","0.0","0.0","0.0","0.0","94.9","421.01","210.51","421.01","326.11","97.89","","","","","","","","",""
"2015.0","6.0","21.0","172.0","271.0","0.14","0.95","0.0","7.78","0.95","7.36","0.0","0.0","0.0","0.0","7.36","94.9","421.01","210.51","413.65","326.11","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","271.0","0.14","0.95","0.0","6.99","0.95","6.65","0.0","0.0","0.0","0.0","14.01","94.9","421.01","210.51","407.0","326.11","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","271.0","0.14","0.96","0.0","7.45","0.96","7.14","0.0","0.0","0.0","0.0","21.15","94.9","421.01","210.51","399.87","326.11","0.0","","","","","","","","",""
"2015.0","6.0","24.0","175.0","271.0","0.14","0.96","0.0","7.51","0.96","7.24","0.0","0.0","0.0","0.0","28.38","94.9","421.01","210.51","392.63","326.11","0.0","","","","","","","","",""
"2015.0","6.0","25.0","176.0","271.0","0.14","0.97","0.0","7.98","0.97","7.74","0.0","0.0","0.0","0.0","36.12","94.9","421.01","210.51","384.89","326.11","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","271.0","0.13","0.98","0.0","8.46","0.98","8.25","0.0","0.0","0.0","0.0","44.37","94.9","421.01","210.51","376.64","326.11","0.0","","","","","","","","",""
