"DAUCo","commodity","Year","Mon","Day","DOY","Area","OKc","IKc","CCKc","ETo","Kc","ETc","Pcp","Er","Spg","Espg","SWD","SWDx","FC","PWP","SWC","YT","NA."
18657,"Corn",2015,9,18,261,746,0.08,0,0,4.53,0.08,0.38,0,0,0,0,14.54,27,384.05,192.02,369.51,357.05,0
18657,"Corn",2015,9,19,262,746,0.08,0,0,4.78,0.08,0.41,0,0,0,0,14.94,27,384.05,192.02,369.1,357.05,0
18657,"Corn",2015,9,20,263,746,0.08,0,0,4.79,0.08,0.4,0,0,0,0,15.35,27,384.05,192.02,368.7,357.05,0
18657,"Corn",2015,9,21,264,746,0.08,0,0,5.6,0.08,0.47,0,0,0,0,15.82,27,384.05,192.02,368.23,357.05,0
18657,"Corn",2015,9,22,265,746,0.08,0,0,5.83,0.08,0.49,0,0,0,0,16.31,27,384.05,192.02,367.74,357.05,0
18657,"Corn",2015,9,23,266,746,0.08,0,0,4.62,0.08,0.39,0,0,0,0,16.7,27,384.05,192.02,367.35,357.05,0
18657,"Corn",2015,9,24,267,746,0.08,0,0,4.63,0.08,0.39,0,0,0,0,17.09,27,384.05,192.02,366.96,357.05,0
18657,"Corn",2015,9,25,268,746,0.08,0,0,5.62,0.08,0.47,0,0,0,0,17.55,27,384.05,192.02,366.49,357.05,0
18657,"Corn",2015,9,26,269,746,0.08,0,0,5.39,0.08,0.45,0,0,0,0,18,27,384.05,192.02,366.05,357.05,0
18657,"Corn",2015,9,27,270,746,0.08,0,0,4.08,0.08,0.34,0,0,0,0,18.34,27,384.05,192.02,365.71,357.05,0
18657,"Corn",2015,9,28,271,746,0.08,0,0,4.73,0.08,0.39,0,0,0,0,18.73,27,384.05,192.02,365.31,357.05,0
18657,"Corn",2015,9,29,272,746,0.08,0,0,4.31,0.08,0.36,0,0,0,0,19.09,27,384.05,192.02,364.96,357.05,0
18657,"Corn",2015,9,30,273,746,0.08,0,0,2.04,0.08,0.17,0,0,0,0,19.26,27,384.05,192.02,364.79,357.05,0
18507,"Cucurbits",2014,10,1,274,172,0.08,0,0,5.56,0.08,0.47,0,0,0,0,12.9,25.5,336.8,168.4,323.91,311.3,0
18507,"Cucurbits",2014,10,2,275,172,0.08,0,0,4.08,0.08,0.34,0,0,0,0,13.24,25.5,336.8,168.4,323.56,311.3,0
18507,"Cucurbits",2014,10,3,276,172,0.08,0,0,4.13,0.08,0.35,0,0,0,0,13.59,25.5,336.8,168.4,323.22,311.3,0
18507,"Cucurbits",2014,10,4,277,172,0.08,0,0,4.12,0.08,0.35,0,0,0,0,13.93,25.5,336.8,168.4,322.87,311.3,0
18507,"Cucurbits",2014,10,5,278,172,0.08,0,0,3.97,0.08,0.33,0,0,0,0,14.26,25.5,336.8,168.4,322.54,311.3,0
18507,"Cucurbits",2014,10,6,279,172,0.08,0,0,3.97,0.08,0.33,0,0,0,0,14.6,25.5,336.8,168.4,322.21,311.3,0
18507,"Cucurbits",2014,10,7,280,172,0.08,0,0,4.08,0.08,0.34,0,0,0,0,14.94,25.5,336.8,168.4,321.87,311.3,0
18507,"Cucurbits",2014,10,8,281,172,0.08,0,0,4.81,0.08,0.4,0,0,0,0,15.34,25.5,336.8,168.4,321.47,311.3,0
18507,"Cucurbits",2014,10,9,282,172,0.08,0,0,4.12,0.08,0.34,0,0,0,0,15.68,25.5,336.8,168.4,321.13,311.3,0
18507,"Cucurbits",2014,10,10,283,172,0.08,0,0,3.54,0.08,0.29,0,0,0,0,15.97,25.5,336.8,168.4,320.83,311.3,0
18507,"Cucurbits",2014,10,11,284,172,0.08,0,0,3.45,0.08,0.29,0,0,0,0,16.26,25.5,336.8,168.4,320.55,311.3,0
18507,"Cucurbits",2014,10,12,285,172,0.08,0,0,6.01,0.08,0.5,0,0,0,0,16.75,25.5,336.8,168.4,320.05,311.3,0
18507,"Cucurbits",2014,10,13,286,172,0.08,0,0,3.98,0.08,0.33,0,0,0,0,17.08,25.5,336.8,168.4,319.72,311.3,0
18507,"Cucurbits",2014,10,14,287,172,0.08,0,0,3.08,0.08,0.25,0,0,0,0,17.33,25.5,336.8,168.4,319.47,311.3,0
18507,"Cucurbits",2014,10,15,288,172,0.08,0,0,2.4,0.08,0.2,0,0,0,0,17.53,25.5,336.8,168.4,319.27,311.3,0
18507,"Cucurbits",2014,10,16,289,172,0.08,0,0,2.69,0.08,0.22,0,0,0,0,17.75,25.5,336.8,168.4,319.05,311.3,0
18507,"Cucurbits",2014,10,17,290,172,0.08,0,0,2.49,0.08,0.2,0,0,0,0,17.95,25.5,336.8,168.4,318.85,311.3,0
18507,"Cucurbits",2014,10,18,291,172,0.08,0,0,2.85,0.08,0.23,0,0,0,0,18.19,25.5,336.8,168.4,318.62,311.3,0
18507,"Cucurbits",2014,10,19,292,172,0.08,0,0,2.85,0.08,0.23,0,0,0,0,18.42,25.5,336.8,168.4,318.38,311.3,0
18507,"Cucurbits",2014,10,20,293,172,0.08,0,0,2.16,0.08,0.18,0,0,0,0,18.6,25.5,336.8,168.4,318.21,311.3,0
18507,"Cucurbits",2014,10,21,294,172,0.08,0,0,2.66,0.08,0.22,0,0,0,0,18.82,25.5,336.8,168.4,317.99,311.3,0
18507,"Cucurbits",2014,10,22,295,172,0.08,0,0,2.54,0.08,0.21,0,0,0,0,19.02,25.5,336.8,168.4,317.78,311.3,0
18507,"Cucurbits",2014,10,23,296,172,0.08,0,0,2.49,0.08,0.2,0,0,0,0,19.23,25.5,336.8,168.4,317.58,311.3,0
18507,"Cucurbits",2014,10,24,297,172,0.08,0,0,2.54,0.08,0.21,0,0,0,0,19.43,25.5,336.8,168.4,317.37,311.3,0
18507,"Cucurbits",2014,10,25,298,172,0.08,0,0,2.22,0.08,0.18,0,0,0,0,19.61,25.5,336.8,168.4,317.19,311.3,0
18507,"Cucurbits",2014,10,26,299,172,0.08,0,0,2.66,0.08,0.22,0.87,0.87,0,0,18.96,25.5,336.8,168.4,317.84,311.3,0
18507,"Cucurbits",2014,10,27,300,172,0.08,0,0,2.48,0.08,0.2,0,0,0,0,19.16,25.5,336.8,168.4,317.64,311.3,0
18507,"Cucurbits",2014,10,28,301,172,0.08,0,0,2.36,0.08,0.19,0,0,0,0,19.35,25.5,336.8,168.4,317.45,311.3,0
18507,"Cucurbits",2014,10,29,302,172,0.08,0,0,2.44,0.08,0.2,0,0,0,0,19.55,25.5,336.8,168.4,317.25,311.3,0
18507,"Cucurbits",2014,10,30,303,172,0.08,0,0,2.44,0.08,0.2,0,0,0,0,19.75,25.5,336.8,168.4,317.06,311.3,0
18507,"Cucurbits",2014,10,31,304,172,0.08,0,0,1.29,0.08,0.1,0.07,0.07,0,0,19.78,25.5,336.8,168.4,317.02,311.3,0
18507,"Cucurbits",2014,11,1,305,172,0.08,0,0,1.83,0.08,0.15,5.22,5.22,0,0,14.71,25.5,336.8,168.4,322.09,311.3,0
18507,"Cucurbits",2014,11,2,306,172,0.08,0,0,2.18,0.08,0.18,0,0,0,0,14.89,25.5,336.8,168.4,321.92,311.3,0
18507,"Cucurbits",2014,11,3,307,172,0.08,0,0,1.8,0.08,0.15,0,0,0,0,15.03,25.5,336.8,168.4,321.77,311.3,0
18507,"Cucurbits",2014,11,4,308,172,0.08,0,0,1.75,0.08,0.14,0,0,0,0,15.18,25.5,336.8,168.4,321.63,311.3,0
18507,"Cucurbits",2014,11,5,309,172,0.08,0,0,1.9,0.08,0.15,0,0,0,0,15.33,25.5,336.8,168.4,321.48,311.3,0
18507,"Cucurbits",2014,11,6,310,172,0.08,0,0,1.91,0.08,0.15,0,0,0,0,15.48,25.5,336.8,168.4,321.32,311.3,0
18507,"Cucurbits",2014,11,7,311,172,0.08,0,0,1.94,0.08,0.16,0,0,0,0,15.64,25.5,336.8,168.4,321.16,311.3,0
18507,"Cucurbits",2014,11,8,312,172,0.08,0,0,1.87,0.08,0.15,0,0,0,0,15.79,25.5,336.8,168.4,321.01,311.3,0
18507,"Cucurbits",2014,11,9,313,172,0.08,0,0,1.83,0.08,0.15,0,0,0,0,15.94,25.5,336.8,168.4,320.87,311.3,0
18507,"Cucurbits",2014,11,10,314,172,0.08,0,0,1.84,0.08,0.15,0,0,0,0,16.09,25.5,336.8,168.4,320.72,311.3,0
18507,"Cucurbits",2014,11,11,315,172,0.08,0,0,1.55,0.08,0.12,0,0,0,0,16.21,25.5,336.8,168.4,320.59,311.3,0
18507,"Cucurbits",2014,11,12,316,172,0.08,0,0,1.54,0.08,0.12,0,0,0,0,16.34,25.5,336.8,168.4,320.47,311.3,0
18507,"Cucurbits",2014,11,13,317,172,1.18,0,0,1.07,1.18,1.26,5.34,5.34,0,0,12.25,25.5,336.8,168.4,324.55,311.3,0
18507,"Cucurbits",2014,11,14,318,172,1.17,0,0,1.4,1.17,1.64,0.95,0.95,0,0,12.94,25.5,336.8,168.4,323.86,311.3,0
18507,"Cucurbits",2014,11,15,319,172,1.17,0,0,1.34,1.17,1.57,0,0,0,0,14.51,25.5,336.8,168.4,322.29,311.3,0
18507,"Cucurbits",2014,11,16,320,172,1.16,0,0,1.94,1.16,2.26,0.07,0.07,0,0,16.7,25.5,336.8,168.4,320.11,311.3,0
18507,"Cucurbits",2014,11,17,321,172,1.02,0,0,1.79,1.02,1.83,0,0,0,0,18.52,25.5,336.8,168.4,318.28,311.3,0
18507,"Cucurbits",2014,11,18,322,172,0.94,0,0,1.33,0.94,1.25,0,0,0,0,19.77,25.5,336.8,168.4,317.03,311.3,0
18507,"Cucurbits",2014,11,19,323,172,0.89,0,0,1.09,0.89,0.97,0.59,0.59,0,0,20.15,25.5,336.8,168.4,316.65,311.3,0
18507,"Cucurbits",2014,11,20,324,172,1.19,0,0,0.63,1.19,0.75,2.88,2.88,0,0,18.02,25.5,336.8,168.4,318.78,311.3,0
18507,"Cucurbits",2014,11,21,325,172,1.18,0,0,0.9,1.18,1.07,4.27,4.27,0,0,14.82,25.5,336.8,168.4,321.99,311.3,0
18507,"Cucurbits",2014,11,22,326,172,1.18,0,0,1.25,1.18,1.47,0.9,0.9,0,0,15.39,25.5,336.8,168.4,321.41,311.3,0
18507,"Cucurbits",2014,11,23,327,172,1.16,0,0,1.56,1.16,1.81,3.21,3.21,0,0,13.99,25.5,336.8,168.4,322.82,311.3,0
18507,"Cucurbits",2014,11,24,328,172,1.16,0,0,1.39,1.16,1.61,0,0,0,0,15.6,25.5,336.8,168.4,321.2,311.3,0
18507,"Cucurbits",2014,11,25,329,172,1.16,0,0,1.25,1.16,1.46,0,0,0,0,17.05,25.5,336.8,168.4,319.75,311.3,0
18507,"Cucurbits",2014,11,26,330,172,1.17,0,0,1.26,1.17,1.47,0,0,0,0,18.52,25.5,336.8,168.4,318.28,311.3,0
18507,"Cucurbits",2014,11,27,331,172,1.09,0,0,1.19,1.09,1.3,0,0,0,0,19.82,25.5,336.8,168.4,316.99,311.3,0
18507,"Cucurbits",2014,11,28,332,172,1.01,0,0,1.14,1.01,1.15,0,0,0,0,20.97,25.5,336.8,168.4,315.84,311.3,0
18507,"Cucurbits",2014,11,29,333,172,0.96,0,0,0.81,0.96,0.78,0.48,0.48,0,0,21.26,25.5,336.8,168.4,315.54,311.3,0
18507,"Cucurbits",2014,11,30,334,172,1.19,0,0,0.66,1.19,0.79,3.64,3.64,0,0,18.41,25.5,336.8,168.4,318.39,311.3,0
18507,"Cucurbits",2014,12,1,335,172,1.18,0,0,0.96,1.18,1.13,10.55,10.55,0,0,9,25.5,336.8,168.4,327.81,311.3,0
18507,"Cucurbits",2014,12,2,336,172,1.19,0,0,0.64,1.19,0.76,10.14,9.76,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,3,337,172,1.17,0,0,1.15,1.17,1.35,32.71,1.35,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,4,338,172,1.18,0,0,1.1,1.18,1.29,6.73,1.29,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,5,339,172,1.18,0,0,0.9,1.18,1.06,0.56,0.56,0,0,0.5,25.5,336.8,168.4,336.3,311.3,0
18507,"Cucurbits",2014,12,6,340,172,1.18,0,0,1.08,1.18,1.27,3.46,1.77,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,7,341,172,1.18,0,0,0.73,1.18,0.86,0.14,0.14,0,0,0.72,25.5,336.8,168.4,336.08,311.3,0
18507,"Cucurbits",2014,12,8,342,172,1.18,0,0,0.84,1.18,1,0,0,0,0,1.72,25.5,336.8,168.4,335.08,311.3,0
18507,"Cucurbits",2014,12,9,343,172,1.19,0,0,0.67,1.19,0.8,0,0,0,0,2.51,25.5,336.8,168.4,334.29,311.3,0
18507,"Cucurbits",2014,12,10,344,172,1.19,0,0,0.91,1.19,1.08,0,0,0,0,3.59,25.5,336.8,168.4,333.21,311.3,0
18507,"Cucurbits",2014,12,11,345,172,1.18,0,0,1.28,1.18,1.51,0,0,0,0,5.11,25.5,336.8,168.4,331.7,311.3,0
18507,"Cucurbits",2014,12,12,346,172,1.2,0,0,0.62,1.2,0.74,67.69,5.85,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,13,347,172,1.19,0,0,0.72,1.19,0.86,1.17,0.86,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,14,348,172,1.19,0,0,0.78,1.19,0.93,0,0,0,0,0.93,25.5,336.8,168.4,335.88,311.3,0
18507,"Cucurbits",2014,12,15,349,172,1.18,0,0,0.98,1.18,1.16,12.1,2.09,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,16,350,172,1.17,0,0,1.22,1.17,1.43,11.08,1.43,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,17,351,172,1.18,0,0,0.95,1.18,1.12,11.26,1.12,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,18,352,172,1.18,0,0,0.97,1.18,1.15,3.99,1.15,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,19,353,172,1.18,0,0,0.84,1.18,0.99,0,0,0,0,0.99,25.5,336.8,168.4,335.81,311.3,0
18507,"Cucurbits",2014,12,20,354,172,1.19,0,0,0.68,1.19,0.81,9.13,1.81,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2014,12,21,355,172,1.19,0,0,0.99,1.19,1.17,0.01,0.01,0,0,1.16,25.5,336.8,168.4,335.64,311.3,0
18507,"Cucurbits",2014,12,22,356,172,1.19,0,0,0.78,1.19,0.93,0,0,0,0,2.09,25.5,336.8,168.4,334.71,311.3,0
18507,"Cucurbits",2014,12,23,357,172,1.19,0,0,0.75,1.19,0.89,0,0,0,0,2.98,25.5,336.8,168.4,333.82,311.3,0
18507,"Cucurbits",2014,12,24,358,172,1.19,0,0,0.96,1.19,1.14,0,0,0,0,4.12,25.5,336.8,168.4,332.68,311.3,0
18507,"Cucurbits",2014,12,25,359,172,1.14,0,0,1.94,1.14,2.22,0.81,0.81,0,0,5.53,25.5,336.8,168.4,331.28,311.3,0
18507,"Cucurbits",2014,12,26,360,172,1.01,0,0,1.7,1.01,1.72,0,0,0,0,7.24,25.5,336.8,168.4,329.56,311.3,0
18507,"Cucurbits",2014,12,27,361,172,0.96,0,0,0.76,0.96,0.73,0,0,0,0,7.98,25.5,336.8,168.4,328.83,311.3,0
18507,"Cucurbits",2014,12,28,362,172,0.93,0,0,0.75,0.93,0.69,0,0,0,0,8.67,25.5,336.8,168.4,328.13,311.3,0
18507,"Cucurbits",2014,12,29,363,172,0.9,0,0,0.55,0.9,0.49,0,0,0,0,9.17,25.5,336.8,168.4,327.64,311.3,0
18507,"Cucurbits",2014,12,30,364,172,0.8,0,0,2.45,0.8,1.97,0,0,0,0,11.13,25.5,336.8,168.4,325.67,311.3,0
18507,"Cucurbits",2014,12,31,365,172,0.73,0,0,2.6,0.73,1.89,0,0,0,0,13.03,25.5,336.8,168.4,323.78,311.3,0
18507,"Cucurbits",2015,1,1,1,172,0.71,0,0,0.96,0.71,0.68,0,0,0,0,13.71,25.5,336.8,168.4,323.1,311.3,0
18507,"Cucurbits",2015,1,2,2,172,0.69,0,0,0.89,0.69,0.61,0,0,0,0,14.32,25.5,336.8,168.4,322.49,311.3,0
18507,"Cucurbits",2015,1,3,3,172,0.67,0,0,0.88,0.67,0.59,0,0,0,0,14.91,25.5,336.8,168.4,321.9,311.3,0
18507,"Cucurbits",2015,1,4,4,172,0.65,0,0,0.99,0.65,0.65,0,0,0,0,15.55,25.5,336.8,168.4,321.25,311.3,0
18507,"Cucurbits",2015,1,5,5,172,0.64,0,0,0.96,0.64,0.61,0,0,0,0,16.17,25.5,336.8,168.4,320.64,311.3,0
18507,"Cucurbits",2015,1,6,6,172,0.62,0,0,1.23,0.62,0.76,0,0,0,0,16.92,25.5,336.8,168.4,319.88,311.3,0
18507,"Cucurbits",2015,1,7,7,172,0.6,0,0,1.21,0.6,0.73,0,0,0,0,17.65,25.5,336.8,168.4,319.15,311.3,0
18507,"Cucurbits",2015,1,8,8,172,0.59,0,0,1.01,0.59,0.59,0,0,0,0,18.24,25.5,336.8,168.4,318.56,311.3,0
18507,"Cucurbits",2015,1,9,9,172,0.58,0,0,0.89,0.58,0.51,0,0,0,0,18.76,25.5,336.8,168.4,318.05,311.3,0
18507,"Cucurbits",2015,1,10,10,172,0.56,0,0,1.01,0.56,0.57,0,0,0,0,19.33,25.5,336.8,168.4,317.48,311.3,0
18507,"Cucurbits",2015,1,11,11,172,0.56,0,0,0.85,0.56,0.47,0,0,0,0,19.8,25.5,336.8,168.4,317.01,311.3,0
18507,"Cucurbits",2015,1,12,12,172,0.54,0,0,0.99,0.54,0.54,0,0,0,0,20.34,25.5,336.8,168.4,316.47,311.3,0
18507,"Cucurbits",2015,1,13,13,172,0.53,0,0,1.06,0.53,0.57,0,0,0,0,20.9,25.5,336.8,168.4,315.9,311.3,0
18507,"Cucurbits",2015,1,14,14,172,0.53,0,0,0.61,0.53,0.32,0,0,0,0,21.23,25.5,336.8,168.4,315.58,311.3,0
18507,"Cucurbits",2015,1,15,15,172,0.52,0,0,0.65,0.52,0.34,0,0,0,0,21.57,25.5,336.8,168.4,315.24,311.3,0
18507,"Cucurbits",2015,1,16,16,172,0.52,0,0,0.57,0.52,0.3,0,0,0,0,21.86,25.5,336.8,168.4,314.94,311.3,0
18507,"Cucurbits",2015,1,17,17,172,0.51,0,0,0.51,0.51,0.26,0,0,0,0,22.12,25.5,336.8,168.4,314.68,311.3,0
18507,"Cucurbits",2015,1,18,18,172,0.51,0,0,0.61,0.51,0.31,0,0,0,0,22.43,25.5,336.8,168.4,314.37,311.3,0
18507,"Cucurbits",2015,1,19,19,172,0.5,0,0,0.58,0.5,0.29,0.17,0.17,0,0,22.56,25.5,336.8,168.4,314.25,311.3,0
18507,"Cucurbits",2015,1,20,20,172,0.5,0,0,0.8,0.5,0.4,0,0,0,0,22.95,25.5,336.8,168.4,313.85,311.3,0
18507,"Cucurbits",2015,1,21,21,172,0.49,0,0,1.03,0.49,0.5,0,0,0,0,23.46,25.5,336.8,168.4,313.35,311.3,0
18507,"Cucurbits",2015,1,22,22,172,0.49,0,0,0.69,0.49,0.33,0,0,0,0,23.79,25.5,336.8,168.4,313.01,311.3,0
18507,"Cucurbits",2015,1,23,23,172,0.48,0,0,0.99,0.48,0.47,0,0,0,0,24.27,25.5,336.8,168.4,312.54,311.3,0
18507,"Cucurbits",2015,1,24,24,172,0.47,0,0,0.91,0.47,0.43,0,0,0,0,24.7,25.5,336.8,168.4,312.11,311.3,0
18507,"Cucurbits",2015,1,25,25,172,0.47,0,0,1.02,0.47,0.47,0,0,0,0,25.17,25.5,336.8,168.4,311.63,311.3,0
18507,"Cucurbits",2015,1,26,26,172,0.46,0,0,1.21,0.46,0.55,0,0,0,0,25.73,25.5,336.8,168.4,311.08,311.3,0
18507,"Cucurbits",2015,1,27,27,172,0.45,0,0,1.16,0.45,0.52,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,1,28,28,172,0.44,0,0,1.45,0.44,0.64,0,0,0,0,26.14,25.5,336.8,168.4,310.66,311.3,0
18507,"Cucurbits",2015,1,29,29,172,0.44,0,0,1.38,0.44,0.6,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,1,30,30,172,0.43,0,0,1.73,0.43,0.74,0,0,0,0,26.24,25.5,336.8,168.4,310.57,311.3,0
18507,"Cucurbits",2015,1,31,31,172,0.41,0,0,3.06,0.41,1.26,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,2,1,32,172,0.41,0,0,1.51,0.41,0.61,0,0,0,0,26.11,25.5,336.8,168.4,310.69,311.3,0
18507,"Cucurbits",2015,2,2,33,172,0.4,0,0,1.52,0.4,0.61,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,2,3,34,172,0.39,0,0,1.6,0.39,0.63,0,0,0,0,26.13,25.5,336.8,168.4,310.68,311.3,0
18507,"Cucurbits",2015,2,4,35,172,0.39,0,0,1.34,0.39,0.52,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,2,5,36,172,0.38,0,0,1.02,0.38,0.39,0,0,0,0,25.89,25.5,336.8,168.4,310.91,311.3,0
18507,"Cucurbits",2015,2,6,37,172,1.13,0,0,2.15,1.13,2.44,6,6,0,0,19.89,25.5,336.8,168.4,316.91,311.3,0
18507,"Cucurbits",2015,2,7,38,172,1.16,0,0,1.45,1.16,1.68,12.31,12.31,0,0,9.27,25.5,336.8,168.4,327.54,311.3,0
18507,"Cucurbits",2015,2,8,39,172,1.16,0,0,1.48,1.16,1.72,13.84,10.98,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2015,2,9,40,172,1.14,0,0,2.07,1.14,2.35,11.18,2.35,0,0,0,25.5,336.8,168.4,336.8,311.3,0
18507,"Cucurbits",2015,2,10,41,172,1.14,0,0,1.86,1.14,2.12,0,0,0,0,2.12,25.5,336.8,168.4,334.68,311.3,0
18507,"Cucurbits",2015,2,11,42,172,1.15,0,0,1.69,1.15,1.94,0,0,0,0,4.06,25.5,336.8,168.4,332.75,311.3,0
18507,"Cucurbits",2015,2,12,43,172,1.01,0,0,2.01,1.01,2.02,0,0,0,0,6.08,25.5,336.8,168.4,330.72,311.3,0
18507,"Cucurbits",2015,2,13,44,172,0.89,0,0,2.06,0.89,1.84,0,0,0,0,7.92,25.5,336.8,168.4,328.88,311.3,0
18507,"Cucurbits",2015,2,14,45,172,0.81,0,0,2.19,0.81,1.76,0,0,0,0,9.69,25.5,336.8,168.4,327.12,311.3,0
18507,"Cucurbits",2015,2,15,46,172,0.74,0,0,2.1,0.74,1.56,0,0,0,0,11.24,25.5,336.8,168.4,325.56,311.3,0
18507,"Cucurbits",2015,2,16,47,172,0.69,0,0,2.08,0.69,1.44,0,0,0,0,12.68,25.5,336.8,168.4,324.12,311.3,0
18507,"Cucurbits",2015,2,17,48,172,0.66,0,0,1.79,0.66,1.18,0,0,0,0,13.86,25.5,336.8,168.4,322.94,311.3,0
18507,"Cucurbits",2015,2,18,49,172,0.63,0,0,1.77,0.63,1.11,0,0,0,0,14.97,25.5,336.8,168.4,321.83,311.3,0
18507,"Cucurbits",2015,2,19,50,172,0.61,0,0,1.04,0.61,0.64,0,0,0,0,15.61,25.5,336.8,168.4,321.2,311.3,0
18507,"Cucurbits",2015,2,20,51,172,0.59,0,0,1.91,0.59,1.12,0,0,0,0,16.73,25.5,336.8,168.4,320.08,311.3,0
18507,"Cucurbits",2015,2,21,52,172,0.56,0,0,1.73,0.56,0.98,0,0,0,0,17.7,25.5,336.8,168.4,319.1,311.3,0
18507,"Cucurbits",2015,2,22,53,172,0.53,0,0,3.17,0.53,1.68,0,0,0,0,19.38,25.5,336.8,168.4,317.42,311.3,0
18507,"Cucurbits",2015,2,23,54,172,0.5,0,0,3.74,0.5,1.86,0,0,0,0,21.24,25.5,336.8,168.4,315.57,311.3,0
18507,"Cucurbits",2015,2,24,55,172,0.48,0,0,2.72,0.48,1.29,0,0,0,0,22.53,25.5,336.8,168.4,314.27,311.3,0
18507,"Cucurbits",2015,2,25,56,172,0.46,0,0,2.16,0.46,1,0,0,0,0,23.53,25.5,336.8,168.4,313.28,311.3,0
18507,"Cucurbits",2015,2,26,57,172,0.44,0,0,2.91,0.44,1.29,0,0,0,0,24.82,25.5,336.8,168.4,311.99,311.3,0
18507,"Cucurbits",2015,2,27,58,172,0.43,0,0,2.89,0.43,1.24,0,0,0,0,26.05,25.5,336.8,168.4,310.75,311.3,0
18507,"Cucurbits",2015,2,28,59,172,0.42,0,0,2.1,0.42,0.88,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,1,60,172,0.41,0,0,2.54,0.41,1.03,0,0,0,0,26.53,25.5,336.8,168.4,310.27,311.3,0
18507,"Cucurbits",2015,3,2,61,172,0.4,0,0,2.2,0.4,0.87,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,3,62,172,0.39,0,0,2.5,0.39,0.97,0.31,0.31,0,0,26.16,25.5,336.8,168.4,310.65,311.3,0
18507,"Cucurbits",2015,3,4,63,172,0.38,0,0,2.61,0.38,0.98,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,5,64,172,0.37,0,0,2.81,0.37,1.03,0,0,0,0,26.53,25.5,336.8,168.4,310.27,311.3,0
18507,"Cucurbits",2015,3,6,65,172,0.36,0,0,2.99,0.36,1.07,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,7,66,172,0.35,0,0,2.86,0.35,1,0,0,0,0,26.5,25.5,336.8,168.4,310.31,311.3,0
18507,"Cucurbits",2015,3,8,67,172,0.34,0,0,2.91,0.34,0.99,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,9,68,172,0.33,0,0,2.86,0.33,0.95,0,0,0,0,26.45,25.5,336.8,168.4,310.35,311.3,0
18507,"Cucurbits",2015,3,10,69,172,0.33,0,0,2.39,0.33,0.78,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,11,70,172,1.13,0,0,2.24,1.13,2.53,2.67,2.67,0,0,25.36,25.5,336.8,168.4,311.44,311.3,0
18507,"Cucurbits",2015,3,12,71,172,1.11,0,0,3.32,1.11,3.68,2.08,2.08,0,0,26.96,25.5,336.8,168.4,309.84,311.3,0
18507,"Cucurbits",2015,3,13,72,172,0.93,0,0,3.03,0.93,2.83,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,14,73,172,0.79,0,0,3.33,0.79,2.63,0,0,0,0,28.13,25.5,336.8,168.4,308.67,311.3,0
18507,"Cucurbits",2015,3,15,74,172,0.69,0,0,3.77,0.69,2.59,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,16,75,172,0.64,0,0,2.61,0.64,1.66,0,0,0,0,27.16,25.5,336.8,168.4,309.64,311.3,0
18507,"Cucurbits",2015,3,17,76,172,0.58,0,0,3.59,0.58,2.09,0,0,0,0,25.5,25.5,336.8,168.4,311.3,311.3,0
18507,"Cucurbits",2015,3,18,77,172,0.54,0,0,3.75,0.54,2.01,1.28,1.28,0,0,26.23,25.5,336.8,168.4,310.57,311.3,0
