" Daily soil water balance output for Other Deciduous in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Other Deciduous in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","2.0","9.0","40.0","728.0","1.14","0.0","0.0","2.07","1.14","2.35","11.18","2.35","0.0","0.0","0.0","22.95","466.34","233.17","466.34","443.39","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","728.0","1.14","0.0","0.0","1.86","1.14","2.12","0.0","0.0","0.0","0.0","2.12","22.95","466.34","233.17","464.22","443.39","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","728.0","1.15","0.0","0.0","1.69","1.15","1.94","0.0","0.0","0.0","0.0","4.06","22.95","466.34","233.17","462.29","443.39","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","728.0","1.01","0.0","0.0","2.01","1.01","2.02","0.0","0.0","0.0","0.0","6.08","22.95","466.34","233.17","460.26","443.39","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","728.0","0.89","0.0","0.0","2.06","0.89","1.84","0.0","0.0","0.0","0.0","7.92","22.95","466.34","233.17","458.42","443.39","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","728.0","0.81","0.0","0.0","2.19","0.81","1.76","0.0","0.0","0.0","0.0","9.69","22.95","466.34","233.17","456.66","443.39","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","728.0","0.74","0.0","0.0","2.1","0.74","1.56","0.0","0.0","0.0","0.0","11.24","22.95","466.34","233.17","455.1","443.39","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","728.0","0.69","0.0","0.0","2.08","0.69","1.44","0.0","0.0","0.0","0.0","12.68","22.95","466.34","233.17","453.66","443.39","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","728.0","0.66","0.0","0.0","1.79","0.66","1.18","0.0","0.0","0.0","0.0","13.86","22.95","466.34","233.17","452.48","443.39","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","728.0","0.63","0.0","0.0","1.77","0.63","1.11","0.0","0.0","0.0","0.0","14.97","22.95","466.34","233.17","451.37","443.39","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","728.0","0.61","0.0","0.0","1.04","0.61","0.64","0.0","0.0","0.0","0.0","15.61","22.95","466.34","233.17","450.74","443.39","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","728.0","0.59","0.0","0.0","1.91","0.59","1.12","0.0","0.0","0.0","0.0","16.73","22.95","466.34","233.17","449.62","443.39","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","728.0","0.56","0.0","0.0","1.73","0.56","0.98","0.0","0.0","0.0","0.0","17.7","22.95","466.34","233.17","448.64","443.39","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","728.0","0.53","0.0","0.0","3.17","0.53","1.68","0.0","0.0","0.0","0.0","19.38","22.95","466.34","233.17","446.96","443.39","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","728.0","0.5","0.0","0.0","3.74","0.5","1.86","0.0","0.0","0.0","0.0","21.24","22.95","466.34","233.17","445.11","443.39","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","728.0","0.48","0.0","0.0","2.72","0.48","1.29","0.0","0.0","0.0","0.0","22.53","22.95","466.34","233.17","443.81","443.39","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","728.0","0.46","0.0","0.0","2.16","0.46","1.0","0.0","0.0","0.0","0.0","23.53","22.95","466.34","233.17","442.82","443.39","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","728.0","0.44","0.0","0.0","2.91","0.44","1.29","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","728.0","0.43","0.0","0.0","2.89","0.43","1.24","0.0","0.0","0.0","0.0","24.19","22.95","466.34","233.17","442.16","443.39","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","728.0","0.42","0.0","0.0","2.1","0.42","0.88","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","728.0","0.41","0.0","0.0","2.54","0.41","1.03","0.0","0.0","0.0","0.0","23.98","22.95","466.34","233.17","442.36","443.39","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","728.0","0.4","0.0","0.0","2.2","0.4","0.87","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","728.0","0.39","0.0","0.0","2.5","0.39","0.97","0.31","0.31","0.0","0.0","23.61","22.95","466.34","233.17","442.74","443.39","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","728.0","0.38","0.0","0.0","2.61","0.38","0.98","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","728.0","0.37","0.0","0.0","2.81","0.37","1.03","0.0","0.0","0.0","0.0","23.98","22.95","466.34","233.17","442.36","443.39","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","728.0","0.36","0.0","0.0","2.99","0.36","1.07","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","728.0","0.35","0.0","0.0","2.86","0.35","1.0","0.0","0.0","0.0","0.0","23.95","22.95","466.34","233.17","442.4","443.39","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","728.0","0.34","0.0","0.0","2.91","0.34","0.99","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","728.0","0.33","0.0","0.0","2.86","0.33","0.95","0.0","0.0","0.0","0.0","23.9","22.95","466.34","233.17","442.44","443.39","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","728.0","0.33","0.0","0.0","2.39","0.33","0.78","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","728.0","1.13","0.0","0.0","2.24","1.13","2.53","2.67","2.67","0.0","0.0","22.81","22.95","466.34","233.17","443.53","443.39","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","728.0","1.11","0.0","0.0","3.32","1.11","3.68","2.08","2.08","0.0","0.0","24.41","22.95","466.34","233.17","441.93","443.39","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","728.0","0.93","0.0","0.0","3.03","0.93","2.83","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","728.0","0.79","0.0","0.0","3.33","0.79","2.63","0.0","0.0","0.0","0.0","25.58","22.95","466.34","233.17","440.76","443.39","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","728.0","0.69","0.0","0.0","3.77","0.69","2.59","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","728.0","0.64","0.0","0.0","2.61","0.64","1.66","0.0","0.0","0.0","0.0","24.61","22.95","466.34","233.17","441.73","443.39","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","728.0","0.58","0.0","0.0","3.59","0.58","2.09","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","728.0","0.54","0.0","0.0","3.75","0.54","2.01","1.28","1.28","0.0","0.0","23.68","22.95","466.34","233.17","442.66","443.39","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","728.0","0.5","0.0","0.0","3.78","0.5","1.89","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","728.0","0.48","0.0","0.0","3.08","0.48","1.47","0.0","0.0","0.0","0.0","24.42","22.95","466.34","233.17","441.93","443.39","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","728.0","0.45","0.0","0.0","3.5","0.45","1.58","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","728.0","0.43","0.0","0.0","3.12","0.43","1.35","0.0","0.0","0.0","0.0","24.3","22.95","466.34","233.17","442.04","443.39","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","728.0","0.42","0.0","0.0","3.08","0.42","1.29","0.53","0.53","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","728.0","0.4","0.0","0.0","3.33","0.4","1.34","0.0","0.0","0.0","0.0","24.29","22.95","466.34","233.17","442.05","443.39","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","728.0","0.39","0.0","0.0","4.06","0.39","1.56","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","728.0","0.37","0.0","0.0","3.9","0.37","1.45","0.0","0.0","0.0","0.0","24.4","22.95","466.34","233.17","441.95","443.39","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","728.0","0.36","0.0","0.0","4.27","0.36","1.52","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","728.0","0.34","0.0","0.0","4.84","0.34","1.65","0.0","0.0","0.0","0.0","24.6","22.95","466.34","233.17","441.74","443.39","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","728.0","0.33","0.0","0.0","4.63","0.33","1.52","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","728.0","0.32","0.0","0.0","4.42","0.32","1.41","0.0","0.0","0.0","0.0","24.36","22.95","466.34","233.17","441.99","443.39","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","728.0","0.31","0.0","0.0","4.62","0.31","1.43","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","728.0","0.3","0.0","0.0","4.12","0.3","1.24","0.0","0.0","0.0","0.0","24.19","22.95","466.34","233.17","442.16","443.39","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","728.0","0.29","0.0","0.0","5.35","0.29","1.55","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","4.0","3.0","93.0","728.0","0.28","0.0","0.0","4.55","0.28","1.29","0.0","0.0","0.0","0.0","24.24","22.95","466.34","233.17","442.11","443.39","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","728.0","0.28","0.0","0.0","4.42","0.28","1.22","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","728.0","0.27","0.0","0.0","2.61","0.27","0.71","0.65","0.65","0.0","0.0","23.01","22.95","466.34","233.17","443.33","443.39","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","728.0","1.1","0.0","0.0","2.92","1.1","3.22","4.82","4.82","0.0","0.0","18.19","22.95","466.34","233.17","448.15","443.39","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","728.0","1.11","0.0","0.0","2.82","1.11","3.12","3.41","3.41","0.0","0.0","17.9","22.95","466.34","233.17","448.44","443.39","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","728.0","1.1","0.0","0.0","3.06","1.1","3.36","6.61","6.61","0.0","0.0","14.65","22.95","466.34","233.17","451.69","443.39","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","728.0","1.06","0.0","0.0","3.49","1.06","3.7","0.0","0.0","0.0","0.0","18.35","22.95","466.34","233.17","447.99","443.39","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","728.0","0.83","0.0","0.0","4.07","0.83","3.37","0.0","0.0","0.0","0.0","21.72","22.95","466.34","233.17","444.62","443.39","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","728.0","0.7","0.0","0.0","4.2","0.7","2.94","0.0","0.0","0.0","0.0","24.66","22.95","466.34","233.17","441.68","443.39","0.0","","","","","","","","",""
"2015.0","4.0","12.0","102.0","728.0","0.61","0.0","0.0","4.8","0.61","2.9","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","728.0","0.54","0.0","0.0","4.68","0.54","2.54","0.0","0.0","0.0","0.0","25.49","22.95","466.34","233.17","440.86","443.39","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","728.0","0.49","0.0","0.0","4.89","0.49","2.42","0.0","0.0","0.0","0.0","22.95","22.95","466.34","233.17","443.39","443.39","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","728.0","0.45","0.55","0.0","6.17","0.55","3.39","0.0","0.0","0.0","0.0","26.34","99.79","466.34","233.17","440.0","366.56","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","728.0","0.41","0.56","0.0","5.75","0.56","3.2","0.0","0.0","0.0","0.0","29.54","99.79","466.34","233.17","436.8","366.56","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","728.0","0.39","0.56","0.0","5.26","0.56","2.96","0.0","0.0","0.0","0.0","32.5","99.79","466.34","233.17","433.84","366.56","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","728.0","0.37","0.57","0.0","4.83","0.57","2.75","0.0","0.0","0.0","0.0","35.25","99.79","466.34","233.17","431.09","366.56","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","728.0","0.35","0.58","0.0","4.94","0.58","2.84","0.0","0.0","0.0","0.0","38.09","99.79","466.34","233.17","428.25","366.56","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","728.0","0.34","0.58","0.0","4.55","0.58","2.65","0.0","0.0","0.0","0.0","40.74","99.79","466.34","233.17","425.6","366.56","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","728.0","0.33","0.59","0.0","3.69","0.59","2.17","0.0","0.0","0.0","0.0","42.91","99.79","466.34","233.17","423.43","366.56","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","728.0","0.32","0.59","0.0","4.06","0.59","2.41","0.0","0.0","0.0","0.0","45.32","99.79","466.34","233.17","421.02","366.56","0.0","","","","","","","","",""
"2015.0","4.0","23.0","113.0","728.0","0.31","0.6","0.0","4.61","0.6","2.77","0.0","0.0","0.0","0.0","48.09","99.79","466.34","233.17","418.25","366.56","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","728.0","0.3","0.61","0.0","4.98","0.61","3.02","0.0","0.0","0.0","0.0","51.12","99.79","466.34","233.17","415.23","366.56","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","728.0","1.06","0.61","0.0","3.96","1.06","4.2","7.89","7.89","0.0","0.0","47.43","99.79","466.34","233.17","418.91","366.56","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","728.0","0.88","0.62","0.0","5.06","0.88","4.47","0.0","0.0","0.0","0.0","51.9","99.79","466.34","233.17","414.45","366.56","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","728.0","0.68","0.63","0.0","5.85","0.68","3.99","0.0","0.0","0.0","0.0","55.88","99.79","466.34","233.17","410.46","366.56","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","728.0","0.58","0.63","0.0","5.37","0.63","3.4","0.0","0.0","0.0","0.0","59.28","99.79","466.34","233.17","407.07","366.56","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","728.0","0.52","0.64","0.0","5.19","0.64","3.32","0.0","0.0","0.0","0.0","62.59","99.79","466.34","233.17","403.75","366.56","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","728.0","0.46","0.65","0.0","6.36","0.65","4.1","0.0","0.0","0.0","0.0","66.7","99.79","466.34","233.17","399.65","366.56","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","728.0","0.42","0.65","0.0","6.3","0.65","4.1","0.0","0.0","0.0","0.0","70.8","99.79","466.34","233.17","395.54","366.56","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","728.0","0.39","0.66","0.0","5.65","0.66","3.72","0.0","0.0","0.0","0.0","74.52","99.79","466.34","233.17","391.83","366.56","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","728.0","0.37","0.66","0.0","4.95","0.66","3.29","0.0","0.0","0.0","0.0","77.81","99.79","466.34","233.17","388.54","366.56","0.0","","","","","","","","",""
"2015.0","5.0","4.0","124.0","728.0","0.36","0.67","0.0","4.62","0.67","3.1","0.0","0.0","0.0","0.0","80.9","99.79","466.34","233.17","385.44","366.56","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","728.0","0.34","0.68","0.0","4.71","0.68","3.19","0.0","0.0","0.0","0.0","84.09","99.79","466.34","233.17","382.25","366.56","0.0","","","","","","","","",""
"2015.0","5.0","6.0","126.0","728.0","0.33","0.68","0.0","4.99","0.68","3.41","0.0","0.0","0.0","0.0","87.5","99.79","466.34","233.17","378.84","366.56","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","728.0","0.32","0.69","0.0","3.32","0.69","2.29","0.0","0.0","0.0","0.0","89.79","99.79","466.34","233.17","376.55","366.56","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","728.0","0.31","0.7","0.0","4.33","0.7","3.01","0.3","0.3","0.0","0.0","92.5","99.79","466.34","233.17","373.84","366.56","0.0","","","","","","","","",""
"2015.0","5.0","9.0","129.0","728.0","0.3","0.7","0.0","4.75","0.7","3.34","0.0","0.0","0.0","0.0","95.84","99.79","466.34","233.17","370.51","366.56","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","728.0","0.29","0.71","0.0","4.97","0.71","3.52","0.0","0.0","0.0","0.0","99.36","99.79","466.34","233.17","366.98","366.56","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","728.0","0.28","0.71","0.0","4.98","0.71","3.56","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","102.92","","","","","","","","",""
"2015.0","5.0","12.0","132.0","728.0","0.28","0.72","0.0","4.94","0.72","3.56","0.0","0.0","0.0","0.0","3.56","99.79","466.34","233.17","462.78","366.56","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","728.0","0.27","0.73","0.0","4.64","0.73","3.38","0.0","0.0","0.0","0.0","6.94","99.79","466.34","233.17","459.41","366.56","0.0","","","","","","","","",""
"2015.0","5.0","14.0","134.0","728.0","0.27","0.73","0.0","3.04","0.73","2.23","0.0","0.0","0.0","0.0","9.17","99.79","466.34","233.17","457.17","366.56","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","728.0","0.26","0.74","0.0","4.56","0.74","3.38","3.66","3.66","0.0","0.0","8.89","99.79","466.34","233.17","457.46","366.56","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","728.0","0.25","0.75","0.0","4.67","0.75","3.49","0.0","0.0","0.0","0.0","12.37","99.79","466.34","233.17","453.97","366.56","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","728.0","0.25","0.75","0.0","3.98","0.75","3.0","0.0","0.0","0.0","0.0","15.37","99.79","466.34","233.17","450.98","366.56","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","728.0","0.24","0.76","0.0","4.71","0.76","3.58","0.0","0.0","0.0","0.0","18.94","99.79","466.34","233.17","447.4","366.56","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","728.0","0.24","0.77","0.0","4.89","0.77","3.74","0.0","0.0","0.0","0.0","22.69","99.79","466.34","233.17","443.66","366.56","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","728.0","0.24","0.77","0.0","4.74","0.77","3.66","0.0","0.0","0.0","0.0","26.35","99.79","466.34","233.17","440.0","366.56","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","728.0","0.23","0.78","0.0","4.02","0.78","3.13","0.0","0.0","0.0","0.0","29.48","99.79","466.34","233.17","436.87","366.56","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","728.0","0.23","0.78","0.0","4.76","0.78","3.73","0.0","0.0","0.0","0.0","33.21","99.79","466.34","233.17","433.13","366.56","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","728.0","0.22","0.79","0.0","4.73","0.79","3.74","0.0","0.0","0.0","0.0","36.95","99.79","466.34","233.17","429.39","366.56","0.0","","","","","","","","",""
"2015.0","5.0","24.0","144.0","728.0","0.22","0.8","0.0","5.3","0.8","4.23","0.0","0.0","0.0","0.0","41.18","99.79","466.34","233.17","425.17","366.56","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","728.0","0.22","0.8","0.0","5.22","0.8","4.2","0.0","0.0","0.0","0.0","45.37","99.79","466.34","233.17","420.97","366.56","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","728.0","0.21","0.81","0.0","5.23","0.81","4.24","0.0","0.0","0.0","0.0","49.61","99.79","466.34","233.17","416.73","366.56","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","728.0","0.21","0.82","0.0","5.27","0.82","4.3","0.0","0.0","0.0","0.0","53.91","99.79","466.34","233.17","412.43","366.56","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","728.0","0.2","0.82","0.0","5.16","0.82","4.25","0.0","0.0","0.0","0.0","58.16","99.79","466.34","233.17","408.19","366.56","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","728.0","0.2","0.83","0.0","5.83","0.83","4.83","0.0","0.0","0.0","0.0","62.99","99.79","466.34","233.17","403.35","366.56","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","728.0","0.2","0.84","0.0","6.13","0.84","5.12","0.0","0.0","0.0","0.0","68.11","99.79","466.34","233.17","398.23","366.56","0.0","","","","","","","","",""
"2015.0","5.0","31.0","151.0","728.0","0.19","0.84","0.0","5.1","0.84","4.29","0.0","0.0","0.0","0.0","72.4","99.79","466.34","233.17","393.94","366.56","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","728.0","0.19","0.85","0.0","5.33","0.85","4.52","0.0","0.0","0.0","0.0","76.92","99.79","466.34","233.17","389.42","366.56","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","728.0","0.19","0.85","0.0","5.55","0.85","4.74","0.0","0.0","0.0","0.0","81.67","99.79","466.34","233.17","384.68","366.56","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","728.0","0.19","0.86","0.0","5.22","0.86","4.49","0.0","0.0","0.0","0.0","86.16","99.79","466.34","233.17","380.19","366.56","0.0","","","","","","","","",""
"2015.0","6.0","4.0","155.0","728.0","0.18","0.87","0.0","5.69","0.87","4.93","0.0","0.0","0.0","0.0","91.09","99.79","466.34","233.17","375.25","366.56","0.0","","","","","","","","",""
"2015.0","6.0","5.0","156.0","728.0","0.18","0.87","0.0","6.41","0.87","5.6","0.0","0.0","0.0","0.0","96.69","99.79","466.34","233.17","369.65","366.56","0.0","","","","","","","","",""
"2015.0","6.0","6.0","157.0","728.0","0.18","0.88","0.0","6.08","0.88","5.35","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","102.04","","","","","","","","",""
"2015.0","6.0","7.0","158.0","728.0","0.18","0.89","0.0","6.53","0.89","5.79","0.0","0.0","0.0","0.0","5.79","99.79","466.34","233.17","460.56","366.56","0.0","","","","","","","","",""
"2015.0","6.0","8.0","159.0","728.0","0.17","0.89","0.0","7.19","0.89","6.42","0.0","0.0","0.0","0.0","12.2","99.79","466.34","233.17","454.14","366.56","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","728.0","0.17","0.9","0.0","6.4","0.9","5.75","0.0","0.0","0.0","0.0","17.96","99.79","466.34","233.17","448.39","366.56","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","728.0","0.17","0.91","0.0","2.74","0.91","2.48","0.19","0.19","0.0","0.0","20.25","99.79","466.34","233.17","446.1","366.56","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","728.0","0.17","0.91","0.0","6.69","0.91","6.1","3.14","3.14","0.0","0.0","23.2","99.79","466.34","233.17","443.14","366.56","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","728.0","0.16","0.92","0.0","7.43","0.92","6.82","0.0","0.0","0.0","0.0","30.02","99.79","466.34","233.17","436.32","366.56","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","728.0","0.16","0.92","0.0","7.13","0.92","6.59","0.0","0.0","0.0","0.0","36.61","99.79","466.34","233.17","429.73","366.56","0.0","","","","","","","","",""
"2015.0","6.0","14.0","165.0","728.0","0.16","0.93","0.0","6.37","0.93","5.93","0.0","0.0","0.0","0.0","42.54","99.79","466.34","233.17","423.81","366.56","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","728.0","0.16","0.94","0.0","6.19","0.94","5.8","0.0","0.0","0.0","0.0","48.34","99.79","466.34","233.17","418.01","366.56","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","728.0","0.16","0.94","0.0","6.63","0.94","6.25","3.09","3.09","0.0","0.0","51.5","99.79","466.34","233.17","414.84","366.56","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","728.0","0.15","0.95","0.0","6.67","0.95","6.33","0.0","0.0","0.0","0.0","57.83","99.79","466.34","233.17","408.51","366.56","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","728.0","0.15","0.96","0.0","7.15","0.96","6.83","0.0","0.0","0.0","0.0","64.67","99.79","466.34","233.17","401.68","366.56","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","728.0","0.15","0.96","0.0","7.13","0.96","6.86","0.0","0.0","0.0","0.0","71.53","99.79","466.34","233.17","394.82","366.56","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","728.0","0.15","0.97","0.0","6.67","0.97","6.46","0.0","0.0","0.0","0.0","77.99","99.79","466.34","233.17","388.36","366.56","0.0","","","","","","","","",""
"2015.0","6.0","21.0","172.0","728.0","0.15","0.97","0.0","7.12","0.97","6.94","0.0","0.0","0.0","0.0","84.93","99.79","466.34","233.17","381.41","366.56","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","728.0","0.15","0.98","0.0","6.69","0.98","6.56","0.0","0.0","0.0","0.0","91.49","99.79","466.34","233.17","374.85","366.56","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","728.0","0.14","0.99","0.0","7.08","0.99","6.99","0.0","0.0","0.0","0.0","98.49","99.79","466.34","233.17","367.86","366.56","0.0","","","","","","","","",""
"2015.0","6.0","24.0","175.0","728.0","0.14","0.99","0.0","7.0","0.99","6.96","0.0","0.0","0.0","0.0","0.0","99.79","466.34","233.17","466.34","366.56","105.44","","","","","","","","",""
"2015.0","6.0","25.0","176.0","728.0","0.14","1.0","0.0","7.72","1.0","7.72","0.0","0.0","0.0","0.0","7.72","99.79","466.34","233.17","458.62","366.56","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","728.0","0.14","1.01","0.0","7.92","1.01","7.97","0.0","0.0","0.0","0.0","15.69","99.79","466.34","233.17","450.65","366.56","0.0","","","","","","","","",""
