" Daily soil water balance output for Water Surface in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Water Surface in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","14014.0","1.15","1.1","0.0","1.69","1.15","1.859","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","14014.0","1.01","1.1","0.0","2.01","1.1","2.211","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","14014.0","0.89","1.1","0.0","2.06","1.1","2.266","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","14014.0","0.81","1.1","0.0","2.19","1.1","2.409","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","14014.0","0.74","1.1","0.0","2.1","1.1","2.31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","14014.0","0.69","1.1","0.0","2.08","1.1","2.288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","14014.0","0.66","1.1","0.0","1.79","1.1","1.969","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","14014.0","0.63","1.1","0.0","1.77","1.1","1.947","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","14014.0","0.61","1.1","0.0","1.04","1.1","1.144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","14014.0","0.59","1.1","0.0","1.91","1.1","2.101","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","14014.0","0.56","1.1","0.0","1.73","1.1","1.903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","14014.0","0.53","1.1","0.0","3.17","1.1","3.487","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","14014.0","0.5","1.1","0.0","3.74","1.1","4.114","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","14014.0","0.48","1.1","0.0","2.72","1.1","2.992","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","14014.0","0.46","1.1","0.0","2.16","1.1","2.376","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","14014.0","0.44","1.1","0.0","2.91","1.1","3.201","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","14014.0","0.43","1.1","0.0","2.89","1.1","3.179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","14014.0","0.42","1.1","0.0","2.1","1.1","2.31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","14014.0","0.41","1.1","0.0","2.54","1.1","2.794","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","14014.0","0.4","1.1","0.0","2.2","1.1","2.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","14014.0","0.39","1.1","0.0","2.5","1.1","2.75","0.31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","14014.0","0.38","1.1","0.0","2.61","1.1","2.871","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","14014.0","0.37","1.1","0.0","2.81","1.1","3.091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","14014.0","0.36","1.1","0.0","2.99","1.1","3.289","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","14014.0","0.35","1.1","0.0","2.86","1.1","3.146","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","14014.0","0.34","1.1","0.0","2.91","1.1","3.201","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","14014.0","0.33","1.1","0.0","2.86","1.1","3.146","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","14014.0","0.33","1.1","0.0","2.39","1.1","2.629","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","14014.0","1.13","1.1","0.0","2.24","1.13","2.464","2.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","14014.0","1.11","1.1","0.0","3.32","1.11","3.652","2.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","14014.0","0.93","1.1","0.0","3.03","1.1","3.333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","14014.0","0.79","1.1","0.0","3.33","1.1","3.663","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","14014.0","0.69","1.1","0.0","3.77","1.1","4.147","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","14014.0","0.64","1.1","0.0","2.61","1.1","2.871","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","14014.0","0.58","1.1","0.0","3.59","1.1","3.949","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","14014.0","0.54","1.1","0.0","3.75","1.1","4.125","1.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","14014.0","0.5","1.1","0.0","3.78","1.1","4.158","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","14014.0","0.48","1.1","0.0","3.08","1.1","3.388","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","14014.0","0.45","1.1","0.0","3.5","1.1","3.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","14014.0","0.43","1.1","0.0","3.12","1.1","3.432","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","14014.0","0.42","1.1","0.0","3.08","1.1","3.388","0.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","14014.0","0.4","1.1","0.0","3.33","1.1","3.663","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","14014.0","0.39","1.1","0.0","4.06","1.1","4.466","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","14014.0","0.37","1.1","0.0","3.9","1.1","4.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","14014.0","0.36","1.1","0.0","4.27","1.1","4.697","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","14014.0","0.34","1.1","0.0","4.84","1.1","5.324","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","14014.0","0.33","1.1","0.0","4.63","1.1","5.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","14014.0","0.32","1.1","0.0","4.42","1.1","4.862","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","14014.0","0.31","1.1","0.0","4.62","1.1","5.082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","14014.0","0.3","1.1","0.0","4.12","1.1","4.532","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","14014.0","0.29","1.1","0.0","5.35","1.1","5.885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","14014.0","0.28","1.1","0.0","4.55","1.1","5.005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","14014.0","0.28","1.1","0.0","4.42","1.1","4.862","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","14014.0","0.27","1.1","0.0","2.61","1.1","2.871","0.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","14014.0","1.1","1.1","0.0","2.92","1.1","3.212","4.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","14014.0","1.11","1.1","0.0","2.82","1.11","3.102","3.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","14014.0","1.1","1.1","0.0","3.06","1.1","3.366","6.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","14014.0","1.06","1.1","0.0","3.49","1.1","3.839","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","14014.0","0.83","1.1","0.0","4.07","1.1","4.477","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","14014.0","0.7","1.1","0.0","4.2","1.1","4.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","14014.0","0.61","1.1","0.0","4.8","1.1","5.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","14014.0","0.54","1.1","0.0","4.68","1.1","5.148","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","14014.0","0.49","1.1","0.0","4.89","1.1","5.379","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","14014.0","0.45","1.1","0.0","6.17","1.1","6.787","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","14014.0","0.41","1.1","0.0","5.75","1.1","6.325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","14014.0","0.39","1.1","0.0","5.26","1.1","5.786","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","14014.0","0.37","1.1","0.0","4.83","1.1","5.313","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","14014.0","0.35","1.1","0.0","4.94","1.1","5.434","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","14014.0","0.34","1.1","0.0","4.55","1.1","5.005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","14014.0","0.33","1.1","0.0","3.69","1.1","4.059","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","14014.0","0.32","1.1","0.0","4.06","1.1","4.466","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","14014.0","0.31","1.1","0.0","4.61","1.1","5.071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","14014.0","0.3","1.1","0.0","4.98","1.1","5.478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","14014.0","1.06","1.1","0.0","3.96","1.1","4.356","7.89","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","14014.0","0.88","1.1","0.0","5.06","1.1","5.566","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","14014.0","0.68","1.1","0.0","5.85","1.1","6.435","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","14014.0","0.58","1.1","0.0","5.37","1.1","5.907","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","14014.0","0.52","1.1","0.0","5.19","1.1","5.709","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","14014.0","0.46","1.1","0.0","6.36","1.1","6.996","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","14014.0","0.42","1.1","0.0","6.3","1.1","6.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","14014.0","0.39","1.1","0.0","5.65","1.1","6.215","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","14014.0","0.37","1.1","0.0","4.95","1.1","5.445","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","14014.0","0.36","1.1","0.0","4.62","1.1","5.082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","14014.0","0.34","1.1","0.0","4.71","1.1","5.181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","14014.0","0.33","1.1","0.0","4.99","1.1","5.489","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","14014.0","0.32","1.1","0.0","3.32","1.1","3.652","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","14014.0","0.31","1.1","0.0","4.33","1.1","4.763","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","14014.0","0.3","1.1","0.0","4.75","1.1","5.225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","14014.0","0.29","1.1","0.0","4.97","1.1","5.467","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","14014.0","0.28","1.1","0.0","4.98","1.1","5.478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","14014.0","0.28","1.1","0.0","4.94","1.1","5.434","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","14014.0","0.27","1.1","0.0","4.64","1.1","5.104","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","14014.0","0.27","1.1","0.0","3.04","1.1","3.344","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","14014.0","0.26","1.1","0.0","4.56","1.1","5.016","3.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","14014.0","0.25","1.1","0.0","4.67","1.1","5.137","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","14014.0","0.25","1.1","0.0","3.98","1.1","4.378","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","14014.0","0.24","1.1","0.0","4.71","1.1","5.181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","14014.0","0.24","1.1","0.0","4.89","1.1","5.379","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","14014.0","0.24","1.1","0.0","4.74","1.1","5.214","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","14014.0","0.23","1.1","0.0","4.02","1.1","4.422","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","14014.0","0.23","1.1","0.0","4.76","1.1","5.236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","14014.0","0.22","1.1","0.0","4.73","1.1","5.203","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","14014.0","0.22","1.1","0.0","5.3","1.1","5.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","14014.0","0.22","1.1","0.0","5.22","1.1","5.742","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","14014.0","0.21","1.1","0.0","5.23","1.1","5.753","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","14014.0","0.21","1.1","0.0","5.27","1.1","5.797","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","14014.0","0.2","1.1","0.0","5.16","1.1","5.676","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","14014.0","0.2","1.1","0.0","5.83","1.1","6.413","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","14014.0","0.2","1.1","0.0","6.13","1.1","6.743","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","14014.0","0.19","1.1","0.0","5.1","1.1","5.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","14014.0","0.19","1.1","0.0","5.33","1.1","5.863","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","14014.0","0.19","1.1","0.0","5.55","1.1","6.105","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","14014.0","0.19","1.1","0.0","5.22","1.1","5.742","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","14014.0","0.18","1.1","0.0","5.69","1.1","6.259","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","14014.0","0.18","1.1","0.0","6.41","1.1","7.051","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","14014.0","0.18","1.1","0.0","6.08","1.1","6.688","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","14014.0","0.18","1.1","0.0","6.53","1.1","7.183","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","14014.0","0.17","1.1","0.0","7.19","1.1","7.909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","14014.0","0.17","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","14014.0","0.17","1.1","0.0","2.74","1.1","3.014","0.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","14014.0","0.17","1.1","0.0","6.69","1.1","7.359","3.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","14014.0","0.16","1.1","0.0","7.43","1.1","8.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","14014.0","0.16","1.1","0.0","7.13","1.1","7.843","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","14014.0","0.16","1.1","0.0","6.37","1.1","7.007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","14014.0","0.16","1.1","0.0","6.19","1.1","6.809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","14014.0","0.16","1.1","0.0","6.63","1.1","7.293","3.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","14014.0","0.15","1.1","0.0","6.67","1.1","7.337","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","14014.0","0.15","1.1","0.0","7.15","1.1","7.865","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","14014.0","0.15","1.1","0.0","7.13","1.1","7.843","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","14014.0","0.15","1.1","0.0","6.67","1.1","7.337","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","14014.0","0.15","1.1","0.0","7.12","1.1","7.832","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","14014.0","0.15","1.1","0.0","6.69","1.1","7.359","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","14014.0","0.14","1.1","0.0","7.08","1.1","7.788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","14014.0","0.14","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","14014.0","0.14","1.1","0.0","7.72","1.1","8.492","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","14014.0","0.14","1.1","0.0","7.92","1.1","8.712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","14014.0","0.14","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","14014.0","0.14","1.1","0.0","6.84","1.1","7.524","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","14014.0","0.13","1.1","0.0","7.27","1.1","7.997","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","14014.0","0.13","1.1","0.0","7.45","1.1","8.195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
