" Daily soil water balance output for Olives in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Olives in 186_Solano DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","2.0","13.0","44.0","19.0","0.91","0.7","0.0","2.0","0.91","1.81","0.0","0.0","0.0","0.0","7.76","128.22","585.22","292.61","577.46","456.99","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","19.0","0.82","0.7","0.0","2.16","0.82","1.77","0.0","0.0","0.0","0.0","9.53","128.22","585.22","292.61","575.69","456.99","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","19.0","0.75","0.7","0.0","2.09","0.75","1.57","0.0","0.0","0.0","0.0","11.1","128.22","585.22","292.61","574.12","456.99","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","19.0","0.7","0.7","0.0","2.19","0.7","1.53","0.0","0.0","0.0","0.0","12.63","128.22","585.22","292.61","572.59","456.99","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","19.0","0.66","0.7","0.0","1.85","0.7","1.3","0.0","0.0","0.0","0.0","13.92","128.22","585.22","292.61","571.29","456.99","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","19.0","0.63","0.7","0.0","1.58","0.7","1.11","0.0","0.0","0.0","0.0","15.03","128.22","585.22","292.61","570.19","456.99","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","19.0","0.62","0.7","0.0","1.04","0.7","0.73","0.0","0.0","0.0","0.0","15.76","128.22","585.22","292.61","569.46","456.99","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","19.0","0.59","0.7","0.0","2.0","0.7","1.4","0.0","0.0","0.0","0.0","17.16","128.22","585.22","292.61","568.06","456.99","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","19.0","0.57","0.7","0.0","1.73","0.7","1.21","0.0","0.0","0.0","0.0","18.37","128.22","585.22","292.61","566.85","456.99","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","19.0","0.53","0.7","0.0","3.63","0.7","2.54","0.0","0.0","0.0","0.0","20.91","128.22","585.22","292.61","564.31","456.99","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","19.0","0.49","0.7","0.0","4.25","0.7","2.98","0.0","0.0","0.0","0.0","23.89","128.22","585.22","292.61","561.33","456.99","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","19.0","0.47","0.7","0.0","2.81","0.7","1.97","0.0","0.0","0.0","0.0","25.85","128.22","585.22","292.61","559.36","456.99","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","19.0","0.46","0.7","0.0","2.18","0.7","1.53","0.0","0.0","0.0","0.0","27.38","128.22","585.22","292.61","557.84","456.99","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","19.0","0.44","0.7","0.0","3.03","0.7","2.12","0.0","0.0","0.0","0.0","29.5","128.22","585.22","292.61","555.72","456.99","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","19.0","0.42","0.7","0.0","2.87","0.7","2.01","0.0","0.0","0.0","0.0","31.51","128.22","585.22","292.61","553.71","456.99","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","19.0","0.41","0.7","0.0","2.01","0.7","1.41","0.0","0.0","0.0","0.0","32.92","128.22","585.22","292.61","552.3","456.99","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","19.0","0.4","0.7","0.0","2.65","0.7","1.86","0.0","0.0","0.0","0.0","34.77","128.22","585.22","292.61","550.45","456.99","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","19.0","0.39","0.7","0.0","2.24","0.7","1.57","0.0","0.0","0.0","0.0","36.34","128.22","585.22","292.61","548.88","456.99","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","19.0","1.12","0.7","0.0","2.55","1.12","2.85","3.36","3.36","0.0","0.0","35.83","128.22","585.22","292.61","549.39","456.99","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","19.0","1.12","0.7","0.0","2.6","1.12","2.9","0.0","0.0","0.0","0.0","38.73","128.22","585.22","292.61","546.48","456.99","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","19.0","0.97","0.7","0.0","2.79","0.97","2.72","0.0","0.0","0.0","0.0","41.45","128.22","585.22","292.61","543.76","456.99","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","19.0","0.83","0.7","0.0","2.99","0.83","2.48","0.0","0.0","0.0","0.0","43.93","128.22","585.22","292.61","541.29","456.99","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","19.0","0.74","0.7","0.0","2.81","0.74","2.08","0.0","0.0","0.0","0.0","46.01","128.22","585.22","292.61","539.21","456.99","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","19.0","0.67","0.7","0.0","2.94","0.7","2.06","0.0","0.0","0.0","0.0","48.06","128.22","585.22","292.61","537.15","456.99","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","19.0","0.62","0.7","0.0","2.98","0.7","2.09","0.0","0.0","0.0","0.0","50.15","128.22","585.22","292.61","535.07","456.99","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","19.0","0.58","0.7","0.0","2.3","0.7","1.61","0.0","0.0","0.0","0.0","51.76","128.22","585.22","292.61","533.46","456.99","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","19.0","0.56","0.7","0.0","2.11","0.7","1.48","0.83","0.83","0.0","0.0","52.41","128.22","585.22","292.61","532.81","456.99","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","19.0","1.08","0.7","0.0","3.41","1.08","3.7","4.58","4.58","0.0","0.0","51.52","128.22","585.22","292.61","533.69","456.99","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","19.0","1.07","0.7","0.0","3.03","1.07","3.24","0.0","0.0","0.0","0.0","54.77","128.22","585.22","292.61","530.45","456.99","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","19.0","0.87","0.7","0.0","3.23","0.87","2.82","0.0","0.0","0.0","0.0","57.59","128.22","585.22","292.61","527.63","456.99","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","19.0","0.74","0.7","0.0","3.74","0.74","2.77","0.0","0.0","0.0","0.0","60.35","128.22","585.22","292.61","524.86","456.99","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","19.0","0.68","0.7","0.0","2.43","0.7","1.7","0.0","0.0","0.0","0.0","62.05","128.22","585.22","292.61","523.16","456.99","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","19.0","0.62","0.7","0.0","3.53","0.7","2.47","0.0","0.0","0.0","0.0","64.53","128.22","585.22","292.61","520.69","456.99","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","19.0","0.56","0.7","0.0","3.85","0.7","2.7","0.01","0.01","0.0","0.0","67.21","128.22","585.22","292.61","518.01","456.99","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","19.0","0.52","0.7","0.0","3.88","0.7","2.72","0.0","0.0","0.0","0.0","69.93","128.22","585.22","292.61","515.29","456.99","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","19.0","0.49","0.7","0.0","3.07","0.7","2.15","0.0","0.0","0.0","0.0","72.08","128.22","585.22","292.61","513.14","456.99","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","19.0","0.47","0.7","0.0","3.6","0.7","2.52","0.0","0.0","0.0","0.0","74.6","128.22","585.22","292.61","510.62","456.99","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","19.0","0.44","0.7","0.0","3.31","0.7","2.32","0.0","0.0","0.0","0.0","76.91","128.22","585.22","292.61","508.3","456.99","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","19.0","0.43","0.7","0.0","3.28","0.7","2.3","0.11","0.11","0.0","0.0","79.1","128.22","585.22","292.61","506.12","456.99","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","19.0","0.41","0.7","0.0","3.19","0.7","2.23","0.0","0.0","0.0","0.0","81.33","128.22","585.22","292.61","503.88","456.99","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","19.0","0.39","0.7","0.0","4.18","0.7","2.93","0.0","0.0","0.0","0.0","84.26","128.22","585.22","292.61","500.96","456.99","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","19.0","0.38","0.7","0.0","3.88","0.7","2.72","0.0","0.0","0.0","0.0","86.97","128.22","585.22","292.61","498.24","456.99","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","19.0","0.36","0.7","0.0","4.4","0.7","3.08","0.0","0.0","0.0","0.0","90.05","128.22","585.22","292.61","495.16","456.99","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","19.0","0.35","0.7","0.0","4.93","0.7","3.45","0.0","0.0","0.0","0.0","93.5","128.22","585.22","292.61","491.71","456.99","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","19.0","0.33","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","96.8","128.22","585.22","292.61","488.41","456.99","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","19.0","0.32","0.7","0.0","4.49","0.7","3.14","0.0","0.0","0.0","0.0","99.94","128.22","585.22","292.61","485.27","456.99","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","19.0","0.31","0.7","0.0","4.65","0.7","3.26","0.0","0.0","0.0","0.0","103.2","128.22","585.22","292.61","482.02","456.99","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","19.0","0.3","0.7","0.0","4.22","0.7","2.95","0.0","0.0","0.0","0.0","106.15","128.22","585.22","292.61","479.06","456.99","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","19.0","0.29","0.7","0.0","5.54","0.7","3.88","0.0","0.0","0.0","0.0","110.03","128.22","585.22","292.61","475.18","456.99","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","19.0","0.28","0.7","0.0","4.6","0.7","3.22","0.0","0.0","0.0","0.0","113.25","128.22","585.22","292.61","471.96","456.99","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","19.0","0.28","0.7","0.0","4.48","0.7","3.14","0.0","0.0","0.0","0.0","116.39","128.22","585.22","292.61","468.83","456.99","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","19.0","0.27","0.7","0.0","2.56","0.7","1.79","0.0","0.0","0.0","0.0","118.18","128.22","585.22","292.61","467.04","456.99","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","19.0","0.27","0.7","0.0","2.92","0.7","2.04","0.96","0.96","0.0","0.0","119.26","128.22","585.22","292.61","465.95","456.99","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","19.0","1.12","0.7","0.0","2.53","1.12","2.83","4.05","4.05","0.0","0.0","118.04","128.22","585.22","292.61","467.17","456.99","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","19.0","1.1","0.7","0.0","2.94","1.1","3.24","14.39","14.39","0.0","0.0","106.89","128.22","585.22","292.61","478.32","456.99","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","19.0","1.07","0.7","0.0","3.48","1.07","3.73","0.0","0.0","0.0","0.0","110.63","128.22","585.22","292.61","474.59","456.99","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","19.0","0.83","0.7","0.0","4.1","0.83","3.42","0.0","0.0","0.0","0.0","114.04","128.22","585.22","292.61","471.18","456.99","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","19.0","0.7","0.7","0.0","4.26","0.7","2.98","0.0","0.0","0.0","0.0","117.02","128.22","585.22","292.61","468.19","456.99","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","19.0","0.6","0.7","0.0","4.91","0.7","3.44","0.0","0.0","0.0","0.0","120.46","128.22","585.22","292.61","464.75","456.99","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","19.0","0.54","0.7","0.0","4.91","0.7","3.44","0.0","0.0","0.0","0.0","123.9","128.22","585.22","292.61","461.32","456.99","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","19.0","0.49","0.7","0.0","4.87","0.7","3.41","0.0","0.0","0.0","0.0","127.31","128.22","585.22","292.61","457.91","456.99","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","19.0","0.44","0.7","0.0","6.58","0.7","4.61","0.0","0.0","0.0","0.0","0.0","128.22","585.22","292.61","585.22","456.99","131.91","","","","","","",""
"2015.0","4.0","16.0","106.0","19.0","0.41","0.7","0.0","6.06","0.7","4.24","0.0","0.0","0.0","0.0","4.24","128.22","585.22","292.61","580.97","456.99","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","19.0","0.38","0.7","0.0","5.29","0.7","3.7","0.0","0.0","0.0","0.0","7.95","128.22","585.22","292.61","577.27","456.99","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","19.0","0.36","0.7","0.0","4.95","0.7","3.47","0.0","0.0","0.0","0.0","11.41","128.22","585.22","292.61","573.81","456.99","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","19.0","0.35","0.7","0.0","5.18","0.7","3.63","0.0","0.0","0.0","0.0","15.04","128.22","585.22","292.61","570.18","456.99","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","19.0","0.33","0.7","0.0","4.74","0.7","3.32","0.0","0.0","0.0","0.0","18.35","128.22","585.22","292.61","566.86","456.99","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","19.0","0.32","0.7","0.0","3.79","0.7","2.65","0.0","0.0","0.0","0.0","21.01","128.22","585.22","292.61","564.21","456.99","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","19.0","0.32","0.7","0.0","4.2","0.7","2.94","0.0","0.0","0.0","0.0","23.95","128.22","585.22","292.61","561.27","456.99","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","19.0","0.31","0.7","0.0","4.75","0.7","3.33","0.0","0.0","0.0","0.0","27.27","128.22","585.22","292.61","557.94","456.99","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","19.0","0.3","0.7","0.0","4.96","0.7","3.47","0.0","0.0","0.0","0.0","30.74","128.22","585.22","292.61","554.47","456.99","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","19.0","1.06","0.7","0.0","3.96","1.06","4.2","11.93","11.93","0.0","0.0","23.02","128.22","585.22","292.61","562.2","456.99","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","19.0","0.88","0.7","0.0","5.11","0.88","4.5","0.0","0.0","0.0","0.0","27.51","128.22","585.22","292.61","557.7","456.99","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","19.0","0.67","0.7","0.0","6.12","0.7","4.28","0.0","0.0","0.0","0.0","31.8","128.22","585.22","292.61","553.42","456.99","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","19.0","0.58","0.7","0.0","5.51","0.7","3.86","0.0","0.0","0.0","0.0","35.65","128.22","585.22","292.61","549.56","456.99","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","19.0","0.51","0.7","0.0","5.26","0.7","3.68","0.0","0.0","0.0","0.0","39.34","128.22","585.22","292.61","545.88","456.99","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","19.0","0.46","0.7","0.0","6.47","0.7","4.53","0.0","0.0","0.0","0.0","43.87","128.22","585.22","292.61","541.35","456.99","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","19.0","0.42","0.7","0.0","6.45","0.7","4.52","0.0","0.0","0.0","0.0","48.38","128.22","585.22","292.61","536.84","456.99","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","19.0","0.39","0.7","0.0","5.94","0.7","4.16","0.0","0.0","0.0","0.0","52.54","128.22","585.22","292.61","532.68","456.99","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","19.0","0.37","0.7","0.0","5.17","0.7","3.62","0.0","0.0","0.0","0.0","56.16","128.22","585.22","292.61","529.06","456.99","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","19.0","0.35","0.7","0.0","4.74","0.7","3.32","0.0","0.0","0.0","0.0","59.48","128.22","585.22","292.61","525.74","456.99","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","19.0","0.34","0.7","0.0","4.79","0.7","3.35","0.0","0.0","0.0","0.0","62.83","128.22","585.22","292.61","522.39","456.99","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","19.0","0.32","0.7","0.0","5.2","0.7","3.64","0.0","0.0","0.0","0.0","66.47","128.22","585.22","292.61","518.75","456.99","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","19.0","0.32","0.7","0.0","3.82","0.7","2.67","0.5","0.5","0.0","0.0","68.64","128.22","585.22","292.61","516.57","456.99","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","19.0","0.31","0.7","0.0","4.45","0.7","3.12","0.01","0.01","0.0","0.0","71.75","128.22","585.22","292.61","513.47","456.99","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","19.0","0.3","0.7","0.0","4.99","0.7","3.49","0.0","0.0","0.0","0.0","75.24","128.22","585.22","292.61","509.98","456.99","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","19.0","0.29","0.7","0.0","5.12","0.7","3.58","0.0","0.0","0.0","0.0","78.82","128.22","585.22","292.61","506.39","456.99","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","19.0","0.28","0.7","0.0","5.11","0.7","3.58","0.0","0.0","0.0","0.0","82.4","128.22","585.22","292.61","502.81","456.99","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","19.0","0.27","0.7","0.0","5.01","0.7","3.51","0.0","0.0","0.0","0.0","85.91","128.22","585.22","292.61","499.31","456.99","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","19.0","0.26","0.7","0.0","4.72","0.7","3.3","0.0","0.0","0.0","0.0","89.21","128.22","585.22","292.61","496.0","456.99","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","19.0","0.26","0.7","0.0","3.63","0.7","2.54","0.0","0.0","0.0","0.0","91.75","128.22","585.22","292.61","493.46","456.99","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","19.0","0.25","0.7","0.0","4.7","0.7","3.29","0.06","0.06","0.0","0.0","94.98","128.22","585.22","292.61","490.23","456.99","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","19.0","0.25","0.7","0.0","4.79","0.7","3.35","0.0","0.0","0.0","0.0","98.34","128.22","585.22","292.61","486.88","456.99","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","19.0","0.24","0.7","0.0","3.87","0.7","2.71","0.0","0.0","0.0","0.0","101.05","128.22","585.22","292.61","484.17","456.99","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","19.0","0.24","0.7","0.0","4.77","0.7","3.34","0.0","0.0","0.0","0.0","104.38","128.22","585.22","292.61","480.83","456.99","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","19.0","0.24","0.7","0.0","4.98","0.7","3.49","0.0","0.0","0.0","0.0","107.87","128.22","585.22","292.61","477.35","456.99","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","19.0","0.23","0.7","0.0","4.89","0.7","3.42","0.0","0.0","0.0","0.0","111.29","128.22","585.22","292.61","473.92","456.99","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","19.0","0.23","0.7","0.0","4.59","0.7","3.21","0.0","0.0","0.0","0.0","114.51","128.22","585.22","292.61","470.71","456.99","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","19.0","0.22","0.7","0.0","4.9","0.7","3.43","0.0","0.0","0.0","0.0","117.94","128.22","585.22","292.61","467.28","456.99","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","19.0","0.22","0.7","0.0","4.73","0.7","3.31","0.0","0.0","0.0","0.0","121.25","128.22","585.22","292.61","463.97","456.99","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","19.0","0.21","0.7","0.0","5.57","0.7","3.9","0.0","0.0","0.0","0.0","125.15","128.22","585.22","292.61","460.07","456.99","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","19.0","0.21","0.7","0.0","5.38","0.7","3.77","0.0","0.0","0.0","0.0","0.0","128.22","585.22","292.61","585.22","456.99","128.91","","","","","","",""
"2015.0","5.0","26.0","146.0","19.0","0.21","0.7","0.0","5.42","0.7","3.79","0.0","0.0","0.0","0.0","3.79","128.22","585.22","292.61","581.42","456.99","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","19.0","0.2","0.7","0.0","5.47","0.7","3.83","0.0","0.0","0.0","0.0","7.62","128.22","585.22","292.61","577.59","456.99","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","19.0","0.2","0.7","0.0","5.36","0.7","3.75","0.0","0.0","0.0","0.0","11.38","128.22","585.22","292.61","573.84","456.99","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","19.0","0.2","0.7","0.0","5.96","0.7","4.17","0.0","0.0","0.0","0.0","15.55","128.22","585.22","292.61","569.67","456.99","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","19.0","0.19","0.7","0.0","6.29","0.7","4.4","0.0","0.0","0.0","0.0","19.95","128.22","585.22","292.61","565.27","456.99","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","19.0","0.19","0.7","0.0","5.29","0.7","3.7","0.0","0.0","0.0","0.0","23.65","128.22","585.22","292.61","561.56","456.99","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","19.0","0.19","0.7","0.0","5.34","0.7","3.74","0.0","0.0","0.0","0.0","27.39","128.22","585.22","292.61","557.83","456.99","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","19.0","0.19","0.7","0.0","5.63","0.7","3.94","0.0","0.0","0.0","0.0","31.33","128.22","585.22","292.61","553.88","456.99","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","19.0","0.18","0.7","0.0","5.42","0.7","3.79","0.0","0.0","0.0","0.0","35.13","128.22","585.22","292.61","550.09","456.99","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","19.0","0.18","0.7","0.0","5.87","0.7","4.11","0.0","0.0","0.0","0.0","39.24","128.22","585.22","292.61","545.98","456.99","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","19.0","0.18","0.7","0.0","6.78","0.7","4.75","0.0","0.0","0.0","0.0","43.98","128.22","585.22","292.61","541.24","456.99","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","19.0","0.17","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","48.41","128.22","585.22","292.61","536.8","456.99","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","19.0","0.17","0.7","0.0","6.88","0.7","4.82","0.0","0.0","0.0","0.0","53.23","128.22","585.22","292.61","531.99","456.99","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","19.0","0.17","0.7","0.0","7.31","0.7","5.12","0.0","0.0","0.0","0.0","58.35","128.22","585.22","292.61","526.87","456.99","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","19.0","0.17","0.7","0.0","6.91","0.7","4.84","0.0","0.0","0.0","0.0","63.18","128.22","585.22","292.61","522.03","456.99","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","19.0","0.17","0.7","0.0","2.53","0.7","1.77","0.32","0.32","0.0","0.0","64.63","128.22","585.22","292.61","520.58","456.99","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","19.0","0.16","0.7","0.0","7.0","0.7","4.9","1.59","1.59","0.0","0.0","67.94","128.22","585.22","292.61","517.27","456.99","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","19.0","0.16","0.7","0.0","7.84","0.7","5.49","0.0","0.0","0.0","0.0","73.43","128.22","585.22","292.61","511.79","456.99","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","19.0","0.16","0.7","0.0","7.39","0.7","5.17","0.0","0.0","0.0","0.0","78.6","128.22","585.22","292.61","506.61","456.99","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","19.0","0.16","0.7","0.0","6.62","0.7","4.63","0.0","0.0","0.0","0.0","83.24","128.22","585.22","292.61","501.98","456.99","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","19.0","0.15","0.7","0.0","6.43","0.7","4.5","0.0","0.0","0.0","0.0","87.74","128.22","585.22","292.61","497.48","456.99","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","19.0","0.15","0.7","0.0","6.82","0.7","4.77","0.02","0.02","0.0","0.0","92.49","128.22","585.22","292.61","492.72","456.99","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","19.0","0.15","0.7","0.0","6.84","0.7","4.79","0.0","0.0","0.0","0.0","97.28","128.22","585.22","292.61","487.94","456.99","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","19.0","0.15","0.7","0.0","7.46","0.7","5.22","0.0","0.0","0.0","0.0","102.5","128.22","585.22","292.61","482.71","456.99","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","19.0","0.15","0.7","0.0","7.3","0.7","5.11","0.0","0.0","0.0","0.0","107.61","128.22","585.22","292.61","477.6","456.99","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","19.0","0.15","0.7","0.0","6.95","0.7","4.87","0.0","0.0","0.0","0.0","112.48","128.22","585.22","292.61","472.74","456.99","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","19.0","0.14","0.7","0.0","7.44","0.7","5.21","0.0","0.0","0.0","0.0","117.69","128.22","585.22","292.61","467.53","456.99","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","19.0","0.14","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","122.45","128.22","585.22","292.61","462.77","456.99","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","19.0","0.14","0.7","0.0","7.3","0.7","5.11","0.0","0.0","0.0","0.0","127.56","128.22","585.22","292.61","457.66","456.99","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","19.0","0.14","0.7","0.0","7.32","0.7","5.12","0.0","0.0","0.0","0.0","0.0","128.22","585.22","292.61","585.22","456.99","132.68","","","","","","",""
"2015.0","6.0","25.0","176.0","19.0","0.14","0.7","0.0","7.89","0.7","5.52","0.0","0.0","0.0","0.0","5.52","128.22","585.22","292.61","579.69","456.99","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","19.0","0.14","0.7","0.0","8.25","0.7","5.78","0.0","0.0","0.0","0.0","11.3","128.22","585.22","292.61","573.92","456.99","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","19.0","0.13","0.7","0.0","6.73","0.7","4.71","0.0","0.0","0.0","0.0","16.01","128.22","585.22","292.61","569.21","456.99","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","19.0","0.13","0.7","0.0","7.15","0.7","5.01","0.0","0.0","0.0","0.0","21.01","128.22","585.22","292.61","564.2","456.99","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","19.0","0.13","0.7","0.0","7.45","0.7","5.22","0.0","0.0","0.0","0.0","26.23","128.22","585.22","292.61","558.99","456.99","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","19.0","0.13","0.7","0.0","7.57","0.7","5.3","0.0","0.0","0.0","0.0","31.53","128.22","585.22","292.61","553.69","456.99","0.0","","","","","","",""
"2015.0","7.0","1.0","182.0","19.0","0.13","0.7","0.0","7.43","0.7","5.2","0.0","0.0","0.0","0.0","36.73","128.22","585.22","292.61","548.49","456.99","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","19.0","0.13","0.7","0.0","6.96","0.7","4.87","0.0","0.0","0.0","0.0","41.6","128.22","585.22","292.61","543.62","456.99","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","19.0","0.13","0.7","0.0","7.37","0.7","5.16","0.0","0.0","0.0","0.0","46.76","128.22","585.22","292.61","538.46","456.99","0.0","","","","","","",""
