" Daily soil water balance output for Pears in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Pears in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","2.0","9.0","40.0","107.0","1.14","0.0","0.0","2.12","1.14","2.41","13.42","4.84","0.0","0.0","0.0","24.3","491.66","245.83","491.66","467.36","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","107.0","1.14","0.0","0.0","1.87","1.14","2.13","0.0","0.0","0.0","0.0","2.13","24.3","491.66","245.83","489.53","467.36","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","107.0","1.14","0.0","0.0","1.71","1.14","1.96","0.0","0.0","0.0","0.0","4.09","24.3","491.66","245.83","487.57","467.36","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","107.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","6.09","24.3","491.66","245.83","485.57","467.36","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","107.0","0.89","0.0","0.0","2.09","0.89","1.86","0.0","0.0","0.0","0.0","7.95","24.3","491.66","245.83","483.71","467.36","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","107.0","0.8","0.0","0.0","2.2","0.8","1.76","0.0","0.0","0.0","0.0","9.71","24.3","491.66","245.83","481.95","467.36","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","107.0","0.74","0.0","0.0","2.08","0.74","1.54","0.0","0.0","0.0","0.0","11.25","24.3","491.66","245.83","480.41","467.36","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","107.0","0.69","0.0","0.0","2.09","0.69","1.44","0.0","0.0","0.0","0.0","12.69","24.3","491.66","245.83","478.97","467.36","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","107.0","0.65","0.0","0.0","1.81","0.65","1.19","0.0","0.0","0.0","0.0","13.88","24.3","491.66","245.83","477.78","467.36","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","107.0","0.63","0.0","0.0","1.72","0.63","1.08","0.0","0.0","0.0","0.0","14.96","24.3","491.66","245.83","476.71","467.36","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","107.0","0.61","0.0","0.0","1.04","0.61","0.64","0.0","0.0","0.0","0.0","15.59","24.3","491.66","245.83","476.07","467.36","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","107.0","0.59","0.0","0.0","1.75","0.59","1.03","0.0","0.0","0.0","0.0","16.62","24.3","491.66","245.83","475.04","467.36","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","107.0","0.57","0.0","0.0","1.58","0.57","0.9","0.0","0.0","0.0","0.0","17.51","24.3","491.66","245.83","474.15","467.36","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","107.0","0.53","0.0","0.0","2.95","0.53","1.58","0.0","0.0","0.0","0.0","19.09","24.3","491.66","245.83","472.57","467.36","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","107.0","0.5","0.0","0.0","3.55","0.5","1.78","0.0","0.0","0.0","0.0","20.87","24.3","491.66","245.83","470.79","467.36","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","107.0","0.48","0.0","0.0","2.71","0.48","1.3","0.0","0.0","0.0","0.0","22.18","24.3","491.66","245.83","469.48","467.36","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","107.0","0.47","0.0","0.0","2.2","0.47","1.02","0.0","0.0","0.0","0.0","23.2","24.3","491.66","245.83","468.46","467.36","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","107.0","0.45","0.0","0.0","2.91","0.45","1.3","0.0","0.0","0.0","0.0","24.5","24.3","491.66","245.83","467.16","467.36","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","107.0","0.43","0.0","0.0","2.86","0.43","1.23","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","107.0","0.42","0.0","0.0","2.01","0.42","0.85","0.0","0.0","0.0","0.0","25.15","24.3","491.66","245.83","466.51","467.36","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","107.0","0.41","0.0","0.0","2.51","0.41","1.03","0.25","0.25","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","107.0","0.4","0.0","0.0","2.21","0.4","0.88","0.0","0.0","0.0","0.0","25.18","24.3","491.66","245.83","466.48","467.36","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","107.0","0.39","0.0","0.0","2.53","0.39","0.98","1.19","1.19","0.0","0.0","23.99","24.3","491.66","245.83","467.67","467.36","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","107.0","0.38","0.0","0.0","2.61","0.38","0.99","0.0","0.0","0.0","0.0","24.98","24.3","491.66","245.83","466.68","467.36","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","107.0","0.37","0.0","0.0","2.81","0.37","1.04","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","107.0","0.36","0.0","0.0","2.99","0.36","1.08","0.0","0.0","0.0","0.0","25.38","24.3","491.66","245.83","466.28","467.36","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","107.0","0.35","0.0","0.0","2.88","0.35","1.01","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","107.0","0.34","0.0","0.0","2.97","0.34","1.02","0.0","0.0","0.0","0.0","25.32","24.3","491.66","245.83","466.34","467.36","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","107.0","0.34","0.0","0.0","2.92","0.34","0.98","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","107.0","0.33","0.0","0.0","2.53","0.33","0.83","0.0","0.0","0.0","0.0","25.13","24.3","491.66","245.83","466.53","467.36","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","107.0","0.32","0.0","0.0","2.06","0.32","0.67","1.21","1.21","0.0","0.0","23.92","24.3","491.66","245.83","467.74","467.36","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","107.0","1.09","0.0","0.0","3.36","1.09","3.65","3.33","3.33","0.0","0.0","24.24","24.3","491.66","245.83","467.42","467.36","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","107.0","1.07","0.0","0.0","3.07","1.07","3.29","0.0","0.0","0.0","0.0","27.53","24.3","491.66","245.83","464.13","467.36","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","107.0","0.86","0.0","0.0","3.44","0.86","2.97","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","107.0","0.73","0.0","0.0","3.99","0.73","2.9","0.0","0.0","0.0","0.0","27.2","24.3","491.66","245.83","464.46","467.36","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","107.0","0.66","0.0","0.0","2.83","0.66","1.88","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","107.0","0.6","0.0","0.0","3.65","0.6","2.19","0.0","0.0","0.0","0.0","26.49","24.3","491.66","245.83","465.17","467.36","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","107.0","0.55","0.0","0.0","3.82","0.55","2.1","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","107.0","0.51","0.0","0.0","3.83","0.51","1.96","0.0","0.0","0.0","0.0","26.26","24.3","491.66","245.83","465.4","467.36","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","107.0","0.48","0.0","0.0","3.23","0.48","1.56","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","107.0","0.46","0.0","0.0","3.56","0.46","1.63","0.0","0.0","0.0","0.0","25.93","24.3","491.66","245.83","465.73","467.36","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","107.0","0.44","0.0","0.0","3.17","0.44","1.39","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","107.0","0.42","0.0","0.0","3.21","0.42","1.35","0.72","0.72","0.0","0.0","24.93","24.3","491.66","245.83","466.73","467.36","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","107.0","0.41","0.0","0.0","3.34","0.41","1.35","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","107.0","0.39","0.0","0.0","4.1","0.39","1.59","0.0","0.0","0.0","0.0","25.89","24.3","491.66","245.83","465.77","467.36","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","107.0","0.37","0.0","0.0","3.96","0.37","1.48","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","107.0","0.36","0.0","0.0","4.5","0.36","1.61","0.0","0.0","0.0","0.0","25.91","24.3","491.66","245.83","465.75","467.36","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","107.0","0.34","0.0","0.0","4.95","0.34","1.69","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","107.0","0.33","0.0","0.0","4.75","0.33","1.56","0.0","0.0","0.0","0.0","25.86","24.3","491.66","245.83","465.8","467.36","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","107.0","0.32","0.0","0.0","4.57","0.32","1.46","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","107.0","0.31","0.0","0.0","4.69","0.31","1.45","0.0","0.0","0.0","0.0","25.75","24.3","491.66","245.83","465.91","467.36","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","107.0","0.3","0.0","0.0","4.21","0.3","1.26","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","107.0","0.29","0.0","0.0","5.44","0.29","1.58","0.0","0.0","0.0","0.0","25.88","24.3","491.66","245.83","465.78","467.36","0.0","","","","","","","","",""
"2015.0","4.0","3.0","93.0","107.0","0.28","0.0","0.0","4.68","0.28","1.32","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","107.0","0.28","0.0","0.0","4.56","0.28","1.25","0.0","0.0","0.0","0.0","25.55","24.3","491.66","245.83","466.11","467.36","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","107.0","0.27","0.0","0.0","2.58","0.27","0.7","0.04","0.04","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","107.0","0.27","0.0","0.0","3.08","0.27","0.82","2.02","2.02","0.0","0.0","23.1","24.3","491.66","245.83","468.56","467.36","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","107.0","1.11","0.0","0.0","2.76","1.11","3.06","4.27","4.27","0.0","0.0","21.9","24.3","491.66","245.83","469.76","467.36","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","107.0","1.1","0.0","0.0","3.05","1.1","3.35","11.21","11.21","0.0","0.0","14.04","24.3","491.66","245.83","477.62","467.36","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","107.0","1.06","0.0","0.0","3.51","1.06","3.72","0.0","0.0","0.0","0.0","17.75","24.3","491.66","245.83","473.91","467.36","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","107.0","0.82","0.0","0.0","4.17","0.82","3.43","0.0","0.0","0.0","0.0","21.19","24.3","491.66","245.83","470.47","467.36","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","107.0","0.69","0.0","0.0","4.35","0.69","3.01","0.0","0.0","0.0","0.0","24.2","24.3","491.66","245.83","467.46","467.36","0.0","","","","","","","","",""
"2015.0","4.0","12.0","102.0","107.0","0.6","0.0","0.0","4.89","0.6","2.93","0.0","0.0","0.0","0.0","27.13","24.3","491.66","245.83","464.53","467.36","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","107.0","0.53","0.0","0.0","5.01","0.53","2.68","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","107.0","0.49","0.0","0.0","4.99","0.49","2.43","0.0","0.0","0.0","0.0","26.73","24.3","491.66","245.83","464.93","467.36","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","107.0","0.44","0.55","0.0","6.25","0.55","3.44","0.0","0.0","0.0","0.0","30.16","109.19","491.66","245.83","461.5","382.47","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","107.0","0.41","0.56","0.0","5.67","0.56","3.18","0.0","0.0","0.0","0.0","33.34","109.19","491.66","245.83","458.32","382.47","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","107.0","0.38","0.57","0.0","5.38","0.57","3.07","0.0","0.0","0.0","0.0","36.42","109.19","491.66","245.83","455.24","382.47","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","107.0","0.37","0.58","0.0","4.98","0.58","2.9","0.0","0.0","0.0","0.0","39.31","109.19","491.66","245.83","452.35","382.47","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","107.0","0.35","0.59","0.0","5.17","0.59","3.06","0.0","0.0","0.0","0.0","42.38","109.19","491.66","245.83","449.28","382.47","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","107.0","0.33","0.6","0.0","4.8","0.6","2.9","0.0","0.0","0.0","0.0","45.27","109.19","491.66","245.83","446.39","382.47","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","107.0","0.32","0.61","0.0","3.84","0.61","2.36","0.0","0.0","0.0","0.0","47.63","109.19","491.66","245.83","444.03","382.47","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","107.0","0.32","0.62","0.0","4.05","0.62","2.53","0.0","0.0","0.0","0.0","50.16","109.19","491.66","245.83","441.5","382.47","0.0","","","","","","","","",""
"2015.0","4.0","23.0","113.0","107.0","0.31","0.64","0.0","4.79","0.64","3.04","0.0","0.0","0.0","0.0","53.2","109.19","491.66","245.83","438.46","382.47","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","107.0","0.3","0.65","0.0","5.07","0.65","3.27","0.0","0.0","0.0","0.0","56.48","109.19","491.66","245.83","435.18","382.47","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","107.0","1.06","0.66","0.0","4.03","1.06","4.27","10.88","10.88","0.0","0.0","49.86","109.19","491.66","245.83","441.8","382.47","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","107.0","0.87","0.67","0.0","5.17","0.87","4.51","0.0","0.0","0.0","0.0","54.37","109.19","491.66","245.83","437.29","382.47","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","107.0","0.68","0.68","0.0","5.81","0.68","3.94","0.0","0.0","0.0","0.0","58.31","109.19","491.66","245.83","433.35","382.47","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","107.0","0.58","0.69","0.0","5.63","0.69","3.88","0.0","0.0","0.0","0.0","62.19","109.19","491.66","245.83","429.47","382.47","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","107.0","0.51","0.7","0.0","5.42","0.7","3.79","0.0","0.0","0.0","0.0","65.97","109.19","491.66","245.83","425.69","382.47","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","107.0","0.46","0.71","0.0","6.46","0.71","4.58","0.0","0.0","0.0","0.0","70.56","109.19","491.66","245.83","421.1","382.47","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","107.0","0.42","0.72","0.0","6.5","0.72","4.68","0.0","0.0","0.0","0.0","75.24","109.19","491.66","245.83","416.42","382.47","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","107.0","0.39","0.73","0.0","5.93","0.73","4.33","0.0","0.0","0.0","0.0","79.57","109.19","491.66","245.83","412.09","382.47","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","107.0","0.37","0.74","0.0","5.27","0.74","3.91","0.0","0.0","0.0","0.0","83.48","109.19","491.66","245.83","408.18","382.47","0.0","","","","","","","","",""
"2015.0","5.0","4.0","124.0","107.0","0.35","0.75","0.0","4.89","0.75","3.68","0.0","0.0","0.0","0.0","87.16","109.19","491.66","245.83","404.5","382.47","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","107.0","0.34","0.76","0.0","4.9","0.76","3.74","0.0","0.0","0.0","0.0","90.9","109.19","491.66","245.83","400.76","382.47","0.0","","","","","","","","",""
"2015.0","5.0","6.0","126.0","107.0","0.32","0.77","0.0","5.04","0.77","3.9","0.0","0.0","0.0","0.0","94.79","109.19","491.66","245.83","396.87","382.47","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","107.0","0.32","0.78","0.0","3.23","0.78","2.53","0.0","0.0","0.0","0.0","97.33","109.19","491.66","245.83","394.33","382.47","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","107.0","0.31","0.79","0.0","4.37","0.79","3.47","1.13","1.13","0.0","0.0","99.67","109.19","491.66","245.83","391.99","382.47","0.0","","","","","","","","",""
"2015.0","5.0","9.0","129.0","107.0","0.3","0.81","0.0","4.89","0.81","3.94","0.0","0.0","0.0","0.0","103.61","109.19","491.66","245.83","388.05","382.47","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","107.0","0.29","0.82","0.0","5.25","0.82","4.28","0.0","0.0","0.0","0.0","107.89","109.19","491.66","245.83","383.77","382.47","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","107.0","0.28","0.83","0.0","5.24","0.83","4.33","0.0","0.0","0.0","0.0","0.0","109.19","491.66","245.83","491.66","382.47","112.22","","","","","","","","",""
"2015.0","5.0","12.0","132.0","107.0","0.27","0.84","0.0","5.05","0.84","4.23","0.0","0.0","0.0","0.0","4.23","109.19","491.66","245.83","487.43","382.47","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","107.0","0.26","0.85","0.0","4.75","0.85","4.03","0.0","0.0","0.0","0.0","8.26","109.19","491.66","245.83","483.4","382.47","0.0","","","","","","","","",""
"2015.0","5.0","14.0","134.0","107.0","0.26","0.86","0.0","3.29","0.86","2.82","0.0","0.0","0.0","0.0","11.08","109.19","491.66","245.83","480.58","382.47","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","107.0","0.26","0.87","0.0","4.65","0.87","4.04","1.77","1.77","0.0","0.0","13.35","109.19","491.66","245.83","478.31","382.47","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","107.0","0.25","0.88","0.0","4.81","0.88","4.23","0.0","0.0","0.0","0.0","17.58","109.19","491.66","245.83","474.08","382.47","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","107.0","0.25","0.89","0.0","3.92","0.89","3.49","0.0","0.0","0.0","0.0","21.07","109.19","491.66","245.83","470.59","382.47","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","107.0","0.24","0.9","0.0","4.84","0.9","4.36","0.0","0.0","0.0","0.0","25.43","109.19","491.66","245.83","466.23","382.47","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","107.0","0.24","0.91","0.0","5.04","0.91","4.59","0.0","0.0","0.0","0.0","30.03","109.19","491.66","245.83","461.63","382.47","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","107.0","0.23","0.92","0.0","4.95","0.92","4.57","0.0","0.0","0.0","0.0","34.6","109.19","491.66","245.83","457.06","382.47","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","107.0","0.23","0.93","0.0","4.01","0.93","3.74","0.0","0.0","0.0","0.0","38.34","109.19","491.66","245.83","453.32","382.47","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","107.0","0.22","0.94","0.0","4.85","0.94","4.58","0.0","0.0","0.0","0.0","42.91","109.19","491.66","245.83","448.75","382.47","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","107.0","0.22","0.95","0.0","4.86","0.95","4.64","0.0","0.0","0.0","0.0","47.55","109.19","491.66","245.83","444.11","382.47","0.0","","","","","","","","",""
"2015.0","5.0","24.0","144.0","107.0","0.22","0.96","0.0","5.54","0.96","5.35","0.0","0.0","0.0","0.0","52.9","109.19","491.66","245.83","438.76","382.47","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","107.0","0.21","0.98","0.0","5.5","0.98","5.37","0.0","0.0","0.0","0.0","58.26","109.19","491.66","245.83","433.4","382.47","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","107.0","0.21","0.99","0.0","5.52","0.99","5.44","0.0","0.0","0.0","0.0","63.71","109.19","491.66","245.83","427.95","382.47","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","107.0","0.2","1.0","0.0","5.56","1.0","5.54","0.0","0.0","0.0","0.0","69.25","109.19","491.66","245.83","422.41","382.47","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","107.0","0.2","1.01","0.0","5.42","1.01","5.46","0.0","0.0","0.0","0.0","74.71","109.19","491.66","245.83","416.95","382.47","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","107.0","0.2","1.02","0.0","6.13","1.02","6.24","0.0","0.0","0.0","0.0","80.95","109.19","491.66","245.83","410.71","382.47","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","107.0","0.19","1.03","0.0","6.48","1.03","6.67","0.0","0.0","0.0","0.0","87.62","109.19","491.66","245.83","404.05","382.47","0.0","","","","","","","","",""
"2015.0","5.0","31.0","151.0","107.0","0.19","1.04","0.0","5.44","1.04","5.65","0.0","0.0","0.0","0.0","93.27","109.19","491.66","245.83","398.39","382.47","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","107.0","0.19","1.05","0.0","5.54","1.05","5.82","0.0","0.0","0.0","0.0","99.09","109.19","491.66","245.83","392.57","382.47","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","107.0","0.19","1.05","0.0","5.77","1.05","6.06","0.0","0.0","0.0","0.0","105.14","109.19","491.66","245.83","386.52","382.47","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","107.0","0.18","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","0.0","109.19","491.66","245.83","491.66","382.47","110.99","","","","","","","","",""
"2015.0","6.0","4.0","155.0","107.0","0.18","1.05","0.0","5.83","1.05","6.12","0.0","0.0","0.0","0.0","6.12","109.19","491.66","245.83","485.54","382.47","0.0","","","","","","","","",""
"2015.0","6.0","5.0","156.0","107.0","0.18","1.05","0.0","6.52","1.05","6.85","0.0","0.0","0.0","0.0","12.97","109.19","491.66","245.83","478.69","382.47","0.0","","","","","","","","",""
"2015.0","6.0","6.0","157.0","107.0","0.17","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","19.68","109.19","491.66","245.83","471.98","382.47","0.0","","","","","","","","",""
"2015.0","6.0","7.0","158.0","107.0","0.17","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","26.76","109.19","491.66","245.83","464.9","382.47","0.0","","","","","","","","",""
"2015.0","6.0","8.0","159.0","107.0","0.17","1.05","0.0","7.39","1.05","7.76","0.0","0.0","0.0","0.0","34.52","109.19","491.66","245.83","457.14","382.47","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","107.0","0.17","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","41.52","109.19","491.66","245.83","450.14","382.47","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","107.0","0.17","1.05","0.0","3.04","1.05","3.19","0.1","0.1","0.0","0.0","44.61","109.19","491.66","245.83","447.05","382.47","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","107.0","0.16","1.05","0.0","6.89","1.05","7.23","3.61","3.61","0.0","0.0","48.23","109.19","491.66","245.83","443.43","382.47","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","107.0","0.16","1.05","0.0","7.67","1.05","8.05","0.0","0.0","0.0","0.0","56.29","109.19","491.66","245.83","435.37","382.47","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","107.0","0.16","1.05","0.0","7.55","1.05","7.93","0.0","0.0","0.0","0.0","64.21","109.19","491.66","245.83","427.45","382.47","0.0","","","","","","","","",""
"2015.0","6.0","14.0","165.0","107.0","0.16","1.05","0.0","6.8","1.05","7.14","0.0","0.0","0.0","0.0","71.35","109.19","491.66","245.83","420.31","382.47","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","107.0","0.15","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","78.32","109.19","491.66","245.83","413.34","382.47","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","107.0","0.15","1.05","0.0","6.95","1.05","7.3","0.0","0.0","0.0","0.0","85.61","109.19","491.66","245.83","406.05","382.47","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","107.0","0.15","1.05","0.0","6.98","1.05","7.33","0.0","0.0","0.0","0.0","92.94","109.19","491.66","245.83","398.72","382.47","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","107.0","0.15","1.05","0.0","7.54","1.05","7.92","0.0","0.0","0.0","0.0","100.86","109.19","491.66","245.83","390.8","382.47","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","107.0","0.15","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","108.64","109.19","491.66","245.83","383.02","382.47","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","107.0","0.15","1.05","0.0","6.95","1.05","7.3","0.0","0.0","0.0","0.0","0.0","109.19","491.66","245.83","491.66","382.47","115.94","","","","","","","","",""
"2015.0","6.0","21.0","172.0","107.0","0.14","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","7.95","109.19","491.66","245.83","483.71","382.47","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","107.0","0.14","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","15.37","109.19","491.66","245.83","476.29","382.47","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","107.0","0.14","1.05","0.0","7.35","1.05","7.72","0.0","0.0","0.0","0.0","23.09","109.19","491.66","245.83","468.57","382.47","0.0","","","","","","","","",""
"2015.0","6.0","24.0","175.0","107.0","0.14","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","30.74","109.19","491.66","245.83","460.92","382.47","0.0","","","","","","","","",""
"2015.0","6.0","25.0","176.0","107.0","0.14","1.05","0.0","7.98","1.05","8.38","0.0","0.0","0.0","0.0","39.12","109.19","491.66","245.83","452.54","382.47","0.0","","","","","","","","",""
"2015.0","6.0","26.0","177.0","107.0","0.14","1.05","0.0","8.25","1.05","8.66","0.0","0.0","0.0","0.0","47.79","109.19","491.66","245.83","443.87","382.47","0.0","","","","","","","","",""
