" Daily soil water balance output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","44546.0","1.14","0.9","0.0","1.71","1.14","1.96","0.0","0.0","0.0","0.0","21.53","122.96","600.92","300.46","579.39","477.96","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","44546.0","1.0","0.9","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","23.54","122.96","600.92","300.46","577.38","477.96","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","44546.0","0.89","0.9","0.0","2.09","0.9","1.88","0.0","0.0","0.0","0.0","25.42","122.96","600.92","300.46","575.5","477.96","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","44546.0","0.8","0.9","0.0","2.2","0.9","1.98","0.0","0.0","0.0","0.0","27.4","122.96","600.92","300.46","573.52","477.96","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","44546.0","0.74","0.9","0.0","2.08","0.9","1.87","0.0","0.0","0.0","0.0","29.27","122.96","600.92","300.46","571.65","477.96","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","44546.0","0.69","0.9","0.0","2.09","0.9","1.88","0.0","0.0","0.0","0.0","31.15","122.96","600.92","300.46","569.77","477.96","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","44546.0","0.65","0.9","0.0","1.81","0.9","1.63","0.0","0.0","0.0","0.0","32.78","122.96","600.92","300.46","568.14","477.96","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","44546.0","0.63","0.9","0.0","1.72","0.9","1.55","0.0","0.0","0.0","0.0","34.33","122.96","600.92","300.46","566.59","477.96","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","44546.0","0.61","0.9","0.0","1.04","0.9","0.94","0.0","0.0","0.0","0.0","35.26","122.96","600.92","300.46","565.66","477.96","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","44546.0","0.59","0.9","0.0","1.75","0.9","1.58","0.0","0.0","0.0","0.0","36.84","122.96","600.92","300.46","564.08","477.96","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","44546.0","0.57","0.9","0.0","1.58","0.9","1.42","0.0","0.0","0.0","0.0","38.26","122.96","600.92","300.46","562.66","477.96","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","44546.0","0.53","0.9","0.0","2.95","0.9","2.66","0.0","0.0","0.0","0.0","40.91","122.96","600.92","300.46","560.0","477.96","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","44546.0","0.5","0.9","0.0","3.55","0.9","3.2","0.0","0.0","0.0","0.0","44.11","122.96","600.92","300.46","556.81","477.96","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","44546.0","0.48","0.9","0.0","2.71","0.9","2.44","0.0","0.0","0.0","0.0","46.55","122.96","600.92","300.46","554.37","477.96","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","44546.0","0.47","0.9","0.0","2.2","0.9","1.98","0.0","0.0","0.0","0.0","48.53","122.96","600.92","300.46","552.39","477.96","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","44546.0","0.45","0.9","0.0","2.91","0.9","2.62","0.0","0.0","0.0","0.0","51.15","122.96","600.92","300.46","549.77","477.96","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","44546.0","0.43","0.9","0.0","2.86","0.9","2.57","0.0","0.0","0.0","0.0","53.72","122.96","600.92","300.46","547.2","477.96","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","44546.0","0.42","0.9","0.0","2.01","0.9","1.81","0.0","0.0","0.0","0.0","55.53","122.96","600.92","300.46","545.39","477.96","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","44546.0","0.41","0.9","0.0","2.51","0.9","2.26","0.25","0.25","0.0","0.0","57.54","122.96","600.92","300.46","543.38","477.96","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","44546.0","0.4","0.9","0.0","2.21","0.9","1.99","0.0","0.0","0.0","0.0","59.53","122.96","600.92","300.46","541.39","477.96","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","44546.0","0.39","0.9","0.0","2.53","0.9","2.28","1.19","1.19","0.0","0.0","60.62","122.96","600.92","300.46","540.3","477.96","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","44546.0","0.38","0.9","0.0","2.61","0.9","2.35","0.0","0.0","0.0","0.0","62.96","122.96","600.92","300.46","537.95","477.96","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","44546.0","0.37","0.9","0.0","2.81","0.9","2.53","0.0","0.0","0.0","0.0","65.49","122.96","600.92","300.46","535.43","477.96","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","44546.0","0.36","0.9","0.0","2.99","0.9","2.69","0.0","0.0","0.0","0.0","68.18","122.96","600.92","300.46","532.73","477.96","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","44546.0","0.35","0.9","0.0","2.88","0.9","2.59","0.0","0.0","0.0","0.0","70.78","122.96","600.92","300.46","530.14","477.96","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","44546.0","0.34","0.9","0.0","2.97","0.9","2.67","0.0","0.0","0.0","0.0","73.45","122.96","600.92","300.46","527.47","477.96","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","44546.0","0.34","0.9","0.0","2.92","0.9","2.63","0.0","0.0","0.0","0.0","76.08","122.96","600.92","300.46","524.84","477.96","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","44546.0","0.33","0.9","0.0","2.53","0.9","2.28","0.0","0.0","0.0","0.0","78.35","122.96","600.92","300.46","522.56","477.96","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","44546.0","0.32","0.9","0.0","2.06","0.9","1.85","1.21","1.21","0.0","0.0","79.0","122.96","600.92","300.46","521.92","477.96","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","44546.0","1.09","0.9","0.0","3.36","1.09","3.65","3.33","3.33","0.0","0.0","79.32","122.96","600.92","300.46","521.6","477.96","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","44546.0","1.07","0.9","0.0","3.07","1.07","3.29","0.0","0.0","0.0","0.0","82.6","122.96","600.92","300.46","518.31","477.96","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","44546.0","0.86","0.9","0.0","3.44","0.9","3.1","0.0","0.0","0.0","0.0","85.7","122.96","600.92","300.46","515.22","477.96","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","44546.0","0.73","0.9","0.0","3.99","0.9","3.59","0.0","0.0","0.0","0.0","89.29","122.96","600.92","300.46","511.63","477.96","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","44546.0","0.66","0.9","0.0","2.83","0.9","2.55","0.0","0.0","0.0","0.0","91.84","122.96","600.92","300.46","509.08","477.96","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","44546.0","0.6","0.9","0.0","3.65","0.9","3.29","0.0","0.0","0.0","0.0","95.12","122.96","600.92","300.46","505.79","477.96","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","44546.0","0.55","0.9","0.0","3.82","0.9","3.44","0.0","0.0","0.0","0.0","98.56","122.96","600.92","300.46","502.36","477.96","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","44546.0","0.51","0.9","0.0","3.83","0.9","3.45","0.0","0.0","0.0","0.0","102.01","122.96","600.92","300.46","498.91","477.96","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","44546.0","0.48","0.9","0.0","3.23","0.9","2.91","0.0","0.0","0.0","0.0","104.92","122.96","600.92","300.46","496.0","477.96","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","44546.0","0.46","0.9","0.0","3.56","0.9","3.2","0.0","0.0","0.0","0.0","108.12","122.96","600.92","300.46","492.8","477.96","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","44546.0","0.44","0.9","0.0","3.17","0.9","2.85","0.0","0.0","0.0","0.0","110.97","122.96","600.92","300.46","489.95","477.96","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","44546.0","0.42","0.9","0.0","3.21","0.9","2.89","0.72","0.72","0.0","0.0","113.14","122.96","600.92","300.46","487.78","477.96","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","44546.0","0.41","0.9","0.0","3.34","0.9","3.01","0.0","0.0","0.0","0.0","116.15","122.96","600.92","300.46","484.77","477.96","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","44546.0","0.39","0.9","0.0","4.1","0.9","3.69","0.0","0.0","0.0","0.0","119.84","122.96","600.92","300.46","481.08","477.96","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","44546.0","0.37","0.9","0.0","3.96","0.9","3.56","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","123.4","","","","","","",""
"2015.0","3.0","27.0","86.0","44546.0","0.36","0.9","0.0","4.5","0.9","4.05","0.0","0.0","0.0","0.0","4.05","122.96","600.92","300.46","596.87","477.96","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","44546.0","0.34","0.9","0.0","4.95","0.9","4.46","0.0","0.0","0.0","0.0","8.51","122.96","600.92","300.46","592.41","477.96","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","44546.0","0.33","0.9","0.0","4.75","0.9","4.28","0.0","0.0","0.0","0.0","12.78","122.96","600.92","300.46","588.14","477.96","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","44546.0","0.32","0.9","0.0","4.57","0.9","4.11","0.0","0.0","0.0","0.0","16.89","122.96","600.92","300.46","584.03","477.96","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","44546.0","0.31","0.9","0.0","4.69","0.9","4.22","0.0","0.0","0.0","0.0","21.11","122.96","600.92","300.46","579.8","477.96","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","44546.0","0.3","0.9","0.0","4.21","0.9","3.79","0.0","0.0","0.0","0.0","24.9","122.96","600.92","300.46","576.02","477.96","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","44546.0","0.29","0.9","0.0","5.44","0.9","4.9","0.0","0.0","0.0","0.0","29.8","122.96","600.92","300.46","571.12","477.96","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","44546.0","0.28","0.9","0.0","4.68","0.9","4.21","0.0","0.0","0.0","0.0","34.01","122.96","600.92","300.46","566.91","477.96","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","44546.0","0.28","0.9","0.0","4.56","0.9","4.1","0.0","0.0","0.0","0.0","38.12","122.96","600.92","300.46","562.8","477.96","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","44546.0","0.27","0.9","0.0","2.58","0.9","2.32","0.04","0.04","0.0","0.0","40.4","122.96","600.92","300.46","560.52","477.96","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","44546.0","0.27","0.9","0.0","3.08","0.9","2.77","2.02","2.02","0.0","0.0","41.15","122.96","600.92","300.46","559.77","477.96","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","44546.0","1.11","0.9","0.0","2.76","1.11","3.06","4.27","4.27","0.0","0.0","39.94","122.96","600.92","300.46","560.98","477.96","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","44546.0","1.1","0.9","0.0","3.05","1.1","3.35","11.21","11.21","0.0","0.0","32.08","122.96","600.92","300.46","568.84","477.96","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","44546.0","1.06","0.9","0.0","3.51","1.06","3.72","0.0","0.0","0.0","0.0","35.8","122.96","600.92","300.46","565.12","477.96","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","44546.0","0.82","0.9","0.0","4.17","0.9","3.75","0.0","0.0","0.0","0.0","39.55","122.96","600.92","300.46","561.37","477.96","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","44546.0","0.69","0.9","0.0","4.35","0.9","3.92","0.0","0.0","0.0","0.0","43.47","122.96","600.92","300.46","557.45","477.96","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","44546.0","0.6","0.9","0.0","4.89","0.9","4.4","0.0","0.0","0.0","0.0","47.87","122.96","600.92","300.46","553.05","477.96","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","44546.0","0.53","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","52.38","122.96","600.92","300.46","548.54","477.96","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","44546.0","0.49","0.9","0.0","4.99","0.9","4.49","0.0","0.0","0.0","0.0","56.87","122.96","600.92","300.46","544.05","477.96","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","44546.0","0.44","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","62.49","122.96","600.92","300.46","538.43","477.96","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","44546.0","0.41","0.9","0.0","5.67","0.9","5.1","0.0","0.0","0.0","0.0","67.6","122.96","600.92","300.46","533.32","477.96","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","44546.0","0.38","0.9","0.0","5.38","0.9","4.84","0.0","0.0","0.0","0.0","72.44","122.96","600.92","300.46","528.48","477.96","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","44546.0","0.37","0.9","0.0","4.98","0.9","4.48","0.0","0.0","0.0","0.0","76.92","122.96","600.92","300.46","524.0","477.96","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","44546.0","0.35","0.9","0.0","5.17","0.9","4.65","0.0","0.0","0.0","0.0","81.57","122.96","600.92","300.46","519.35","477.96","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","44546.0","0.33","0.9","0.0","4.8","0.9","4.32","0.0","0.0","0.0","0.0","85.89","122.96","600.92","300.46","515.03","477.96","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","44546.0","0.32","0.9","0.0","3.84","0.9","3.46","0.0","0.0","0.0","0.0","89.35","122.96","600.92","300.46","511.57","477.96","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","44546.0","0.32","0.9","0.0","4.05","0.9","3.65","0.0","0.0","0.0","0.0","92.99","122.96","600.92","300.46","507.92","477.96","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","44546.0","0.31","0.9","0.0","4.79","0.9","4.31","0.0","0.0","0.0","0.0","97.3","122.96","600.92","300.46","503.61","477.96","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","44546.0","0.3","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","101.87","122.96","600.92","300.46","499.05","477.96","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","44546.0","1.06","0.9","0.0","4.03","1.06","4.27","10.88","10.88","0.0","0.0","95.25","122.96","600.92","300.46","505.66","477.96","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","44546.0","0.87","0.9","0.0","5.17","0.9","4.65","0.0","0.0","0.0","0.0","99.91","122.96","600.92","300.46","501.01","477.96","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","44546.0","0.68","0.9","0.0","5.81","0.9","5.23","0.0","0.0","0.0","0.0","105.14","122.96","600.92","300.46","495.78","477.96","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","44546.0","0.58","0.9","0.0","5.63","0.9","5.07","0.0","0.0","0.0","0.0","110.2","122.96","600.92","300.46","490.71","477.96","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","44546.0","0.51","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","115.08","122.96","600.92","300.46","485.84","477.96","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","44546.0","0.46","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","120.9","122.96","600.92","300.46","480.02","477.96","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","44546.0","0.42","0.9","0.0","6.5","0.9","5.85","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","126.75","","","","","","",""
"2015.0","5.0","2.0","122.0","44546.0","0.39","0.9","0.0","5.93","0.9","5.34","0.0","0.0","0.0","0.0","5.34","122.96","600.92","300.46","595.58","477.96","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","44546.0","0.37","0.9","0.0","5.27","0.9","4.74","0.0","0.0","0.0","0.0","10.08","122.96","600.92","300.46","590.84","477.96","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","44546.0","0.35","0.9","0.0","4.89","0.9","4.4","0.0","0.0","0.0","0.0","14.48","122.96","600.92","300.46","586.44","477.96","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","44546.0","0.34","0.9","0.0","4.9","0.9","4.41","0.0","0.0","0.0","0.0","18.89","122.96","600.92","300.46","582.03","477.96","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","44546.0","0.32","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","23.43","122.96","600.92","300.46","577.49","477.96","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","44546.0","0.32","0.9","0.0","3.23","0.9","2.91","0.0","0.0","0.0","0.0","26.33","122.96","600.92","300.46","574.58","477.96","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","44546.0","0.31","0.9","0.0","4.37","0.9","3.93","1.13","1.13","0.0","0.0","29.14","122.96","600.92","300.46","571.78","477.96","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","44546.0","0.3","0.9","0.0","4.89","0.9","4.4","0.0","0.0","0.0","0.0","33.54","122.96","600.92","300.46","567.38","477.96","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","44546.0","0.29","0.9","0.0","5.25","0.9","4.73","0.0","0.0","0.0","0.0","38.26","122.96","600.92","300.46","562.66","477.96","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","44546.0","0.28","0.9","0.0","5.24","0.9","4.72","0.0","0.0","0.0","0.0","42.98","122.96","600.92","300.46","557.94","477.96","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","44546.0","0.27","0.9","0.0","5.05","0.9","4.55","0.0","0.0","0.0","0.0","47.52","122.96","600.92","300.46","553.39","477.96","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","44546.0","0.26","0.9","0.0","4.75","0.9","4.28","0.0","0.0","0.0","0.0","51.8","122.96","600.92","300.46","549.12","477.96","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","44546.0","0.26","0.9","0.0","3.29","0.9","2.96","0.0","0.0","0.0","0.0","54.76","122.96","600.92","300.46","546.16","477.96","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","44546.0","0.26","0.9","0.0","4.65","0.9","4.19","1.77","1.77","0.0","0.0","57.18","122.96","600.92","300.46","543.74","477.96","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","44546.0","0.25","0.9","0.0","4.81","0.9","4.33","0.0","0.0","0.0","0.0","61.5","122.96","600.92","300.46","539.41","477.96","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","44546.0","0.25","0.9","0.0","3.92","0.9","3.53","0.0","0.0","0.0","0.0","65.03","122.96","600.92","300.46","535.89","477.96","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","44546.0","0.24","0.9","0.0","4.84","0.9","4.36","0.0","0.0","0.0","0.0","69.39","122.96","600.92","300.46","531.53","477.96","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","44546.0","0.24","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","73.92","122.96","600.92","300.46","526.99","477.96","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","44546.0","0.23","0.9","0.0","4.95","0.9","4.46","0.0","0.0","0.0","0.0","78.38","122.96","600.92","300.46","522.54","477.96","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","44546.0","0.23","0.9","0.0","4.01","0.9","3.61","0.0","0.0","0.0","0.0","81.99","122.96","600.92","300.46","518.93","477.96","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","44546.0","0.22","0.9","0.0","4.85","0.9","4.37","0.0","0.0","0.0","0.0","86.35","122.96","600.92","300.46","514.57","477.96","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","44546.0","0.22","0.9","0.0","4.86","0.9","4.37","0.0","0.0","0.0","0.0","90.73","122.96","600.92","300.46","510.19","477.96","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","44546.0","0.22","0.9","0.0","5.54","0.9","4.99","0.0","0.0","0.0","0.0","95.71","122.96","600.92","300.46","505.21","477.96","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","44546.0","0.21","0.9","0.0","5.5","0.9","4.95","0.0","0.0","0.0","0.0","100.66","122.96","600.92","300.46","500.26","477.96","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","44546.0","0.21","0.9","0.0","5.52","0.9","4.97","0.0","0.0","0.0","0.0","105.63","122.96","600.92","300.46","495.29","477.96","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","44546.0","0.2","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","110.64","122.96","600.92","300.46","490.28","477.96","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","44546.0","0.2","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","115.51","122.96","600.92","300.46","485.41","477.96","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","44546.0","0.2","0.9","0.0","6.13","0.9","5.52","0.0","0.0","0.0","0.0","121.03","122.96","600.92","300.46","479.89","477.96","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","44546.0","0.19","0.9","0.0","6.48","0.9","5.83","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","126.86","","","","","","",""
"2015.0","5.0","31.0","151.0","44546.0","0.19","0.9","0.0","5.44","0.9","4.9","0.0","0.0","0.0","0.0","4.9","122.96","600.92","300.46","596.02","477.96","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","44546.0","0.19","0.9","0.0","5.54","0.9","4.99","0.0","0.0","0.0","0.0","9.88","122.96","600.92","300.46","591.04","477.96","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","44546.0","0.19","0.9","0.0","5.77","0.9","5.19","0.0","0.0","0.0","0.0","15.08","122.96","600.92","300.46","585.84","477.96","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","44546.0","0.18","0.9","0.0","5.57","0.9","5.01","0.0","0.0","0.0","0.0","20.09","122.96","600.92","300.46","580.83","477.96","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","44546.0","0.18","0.9","0.0","5.83","0.9","5.25","0.0","0.0","0.0","0.0","25.34","122.96","600.92","300.46","575.58","477.96","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","44546.0","0.18","0.9","0.0","6.52","0.9","5.87","0.0","0.0","0.0","0.0","31.2","122.96","600.92","300.46","569.72","477.96","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","44546.0","0.17","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","36.95","122.96","600.92","300.46","563.96","477.96","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","44546.0","0.17","0.9","0.0","6.75","0.9","6.08","0.0","0.0","0.0","0.0","43.03","122.96","600.92","300.46","557.89","477.96","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","44546.0","0.17","0.9","0.0","7.39","0.9","6.65","0.0","0.0","0.0","0.0","49.68","122.96","600.92","300.46","551.24","477.96","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","44546.0","0.17","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","55.67","122.96","600.92","300.46","545.24","477.96","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","44546.0","0.17","0.9","0.0","3.04","0.9","2.74","0.1","0.1","0.0","0.0","58.31","122.96","600.92","300.46","542.61","477.96","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","44546.0","0.16","0.9","0.0","6.89","0.9","6.2","3.61","3.61","0.0","0.0","60.9","122.96","600.92","300.46","540.02","477.96","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","44546.0","0.16","0.9","0.0","7.67","0.9","6.9","0.0","0.0","0.0","0.0","67.8","122.96","600.92","300.46","533.11","477.96","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","44546.0","0.16","0.9","0.0","7.55","0.9","6.8","0.0","0.0","0.0","0.0","74.6","122.96","600.92","300.46","526.32","477.96","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","44546.0","0.16","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","80.72","122.96","600.92","300.46","520.2","477.96","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","44546.0","0.15","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","86.69","122.96","600.92","300.46","514.23","477.96","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","44546.0","0.15","0.9","0.0","6.95","0.9","6.26","0.0","0.0","0.0","0.0","92.94","122.96","600.92","300.46","507.98","477.96","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","44546.0","0.15","0.9","0.0","6.98","0.9","6.28","0.0","0.0","0.0","0.0","99.22","122.96","600.92","300.46","501.7","477.96","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","44546.0","0.15","0.9","0.0","7.54","0.9","6.79","0.0","0.0","0.0","0.0","106.01","122.96","600.92","300.46","494.91","477.96","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","44546.0","0.15","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","112.68","122.96","600.92","300.46","488.24","477.96","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","44546.0","0.15","0.9","0.0","6.95","0.9","6.26","0.0","0.0","0.0","0.0","118.93","122.96","600.92","300.46","481.99","477.96","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","44546.0","0.14","0.9","0.0","7.57","0.9","6.81","0.0","0.0","0.0","0.0","0.0","122.96","600.92","300.46","600.92","477.96","125.75","","","","","","",""
"2015.0","6.0","22.0","173.0","44546.0","0.14","0.9","0.0","7.07","0.9","6.36","0.0","0.0","0.0","0.0","6.36","122.96","600.92","300.46","594.56","477.96","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","44546.0","0.14","0.9","0.0","7.35","0.9","6.62","0.0","0.0","0.0","0.0","12.98","122.96","600.92","300.46","587.94","477.96","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","44546.0","0.14","0.9","0.0","7.29","0.9","6.56","0.0","0.0","0.0","0.0","19.54","122.96","600.92","300.46","581.38","477.96","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","44546.0","0.14","0.9","0.0","7.98","0.9","7.18","0.0","0.0","0.0","0.0","26.72","122.96","600.92","300.46","574.2","477.96","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","44546.0","0.14","0.9","0.0","8.25","0.9","7.43","0.0","0.0","0.0","0.0","34.15","122.96","600.92","300.46","566.77","477.96","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","44546.0","0.13","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","40.23","122.96","600.92","300.46","560.69","477.96","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","44546.0","0.13","0.9","0.0","7.21","0.9","6.49","0.0","0.0","0.0","0.0","46.72","122.96","600.92","300.46","554.2","477.96","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","44546.0","0.13","0.9","0.0","7.58","0.9","6.82","0.0","0.0","0.0","0.0","53.54","122.96","600.92","300.46","547.38","477.96","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","44546.0","0.13","0.9","0.0","7.7","0.9","6.93","0.0","0.0","0.0","0.0","60.47","122.96","600.92","300.46","540.45","477.96","0.0","","","","","","",""
