" Daily soil water balance output for Tomato Fresh in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Tomato Fresh in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","2.0","8.0","39.0","4343.0","1.16","0.0","0.0","1.48","1.16","1.72","13.84","10.98","0.0","0.0","0.0","25.5","518.16","259.08","518.16","492.66","0.0","","","","","","","","",""
"2015.0","2.0","9.0","40.0","4343.0","1.14","0.0","0.0","2.07","1.14","2.35","11.18","2.35","0.0","0.0","0.0","25.5","518.16","259.08","518.16","492.66","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","4343.0","1.14","0.0","0.0","1.86","1.14","2.12","0.0","0.0","0.0","0.0","2.12","25.5","518.16","259.08","516.04","492.66","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","4343.0","1.15","0.0","0.0","1.69","1.15","1.94","0.0","0.0","0.0","0.0","4.06","25.5","518.16","259.08","514.1","492.66","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","4343.0","1.01","0.0","0.0","2.01","1.01","2.02","0.0","0.0","0.0","0.0","6.08","25.5","518.16","259.08","512.08","492.66","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","4343.0","0.89","0.0","0.0","2.06","0.89","1.84","0.0","0.0","0.0","0.0","7.92","25.5","518.16","259.08","510.24","492.66","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","4343.0","0.81","0.0","0.0","2.19","0.81","1.76","0.0","0.0","0.0","0.0","9.69","25.5","518.16","259.08","508.47","492.66","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","4343.0","0.74","0.0","0.0","2.1","0.74","1.56","0.0","0.0","0.0","0.0","11.24","25.5","518.16","259.08","506.92","492.66","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","4343.0","0.69","0.0","0.0","2.08","0.69","1.44","0.0","0.0","0.0","0.0","12.68","25.5","518.16","259.08","505.48","492.66","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","4343.0","0.66","0.0","0.0","1.79","0.66","1.18","0.0","0.0","0.0","0.0","13.86","25.5","518.16","259.08","504.3","492.66","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","4343.0","0.63","0.0","0.0","1.77","0.63","1.11","0.0","0.0","0.0","0.0","14.97","25.5","518.16","259.08","503.19","492.66","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","4343.0","0.61","0.0","0.0","1.04","0.61","0.64","0.0","0.0","0.0","0.0","15.61","25.5","518.16","259.08","502.55","492.66","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","4343.0","0.59","0.0","0.0","1.91","0.59","1.12","0.0","0.0","0.0","0.0","16.73","25.5","518.16","259.08","501.43","492.66","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","4343.0","0.56","0.0","0.0","1.73","0.56","0.98","0.0","0.0","0.0","0.0","17.7","25.5","518.16","259.08","500.46","492.66","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","4343.0","0.53","0.0","0.0","3.17","0.53","1.68","0.0","0.0","0.0","0.0","19.38","25.5","518.16","259.08","498.78","492.66","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","4343.0","0.5","0.0","0.0","3.74","0.5","1.86","0.0","0.0","0.0","0.0","21.24","25.5","518.16","259.08","496.92","492.66","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","4343.0","0.48","0.0","0.0","2.72","0.48","1.29","0.0","0.0","0.0","0.0","22.53","25.5","518.16","259.08","495.63","492.66","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","4343.0","0.46","0.0","0.0","2.16","0.46","1.0","0.0","0.0","0.0","0.0","23.53","25.5","518.16","259.08","494.63","492.66","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","4343.0","0.44","0.0","0.0","2.91","0.44","1.29","0.0","0.0","0.0","0.0","24.82","25.5","518.16","259.08","493.34","492.66","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","4343.0","0.43","0.0","0.0","2.89","0.43","1.24","0.0","0.0","0.0","0.0","26.05","25.5","518.16","259.08","492.11","492.66","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","4343.0","0.42","0.0","0.0","2.1","0.42","0.88","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","4343.0","0.41","0.0","0.0","2.54","0.41","1.03","0.0","0.0","0.0","0.0","26.53","25.5","518.16","259.08","491.63","492.66","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","4343.0","0.4","0.0","0.0","2.2","0.4","0.87","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","4343.0","0.39","0.0","0.0","2.5","0.39","0.97","0.31","0.31","0.0","0.0","26.16","25.5","518.16","259.08","492.0","492.66","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","4343.0","0.38","0.0","0.0","2.61","0.38","0.98","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","4343.0","0.37","0.0","0.0","2.81","0.37","1.03","0.0","0.0","0.0","0.0","26.53","25.5","518.16","259.08","491.63","492.66","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","4343.0","0.36","0.0","0.0","2.99","0.36","1.07","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","4343.0","0.35","0.0","0.0","2.86","0.35","1.0","0.0","0.0","0.0","0.0","26.5","25.5","518.16","259.08","491.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","4343.0","0.34","0.0","0.0","2.91","0.34","0.99","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","4343.0","0.33","0.0","0.0","2.86","0.33","0.95","0.0","0.0","0.0","0.0","26.45","25.5","518.16","259.08","491.71","492.66","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","4343.0","0.33","0.0","0.0","2.39","0.33","0.78","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","4343.0","1.13","0.0","0.0","2.24","1.13","2.53","2.67","2.67","0.0","0.0","25.36","25.5","518.16","259.08","492.8","492.66","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","4343.0","1.11","0.0","0.0","3.32","1.11","3.68","2.08","2.08","0.0","0.0","26.96","25.5","518.16","259.08","491.2","492.66","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","4343.0","0.93","0.0","0.0","3.03","0.93","2.83","0.0","0.0","0.0","0.0","25.5","25.5","518.16","259.08","492.66","492.66","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","4343.0","0.79","0.0","0.0","3.33","0.79","2.63","0.0","0.0","0.0","0.0","28.13","25.5","518.16","259.08","490.03","492.66","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","4343.0","0.69","0.2","0.0","3.77","0.69","2.59","0.0","0.0","0.0","0.0","30.72","113.32","518.16","259.08","487.44","404.84","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","4343.0","0.64","0.2","0.0","2.61","0.64","1.66","0.0","0.0","0.0","0.0","32.38","113.32","518.16","259.08","485.78","404.84","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","4343.0","0.58","0.2","0.0","3.59","0.58","2.09","0.0","0.0","0.0","0.0","34.47","113.32","518.16","259.08","483.69","404.84","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","4343.0","0.54","0.2","0.0","3.75","0.54","2.01","1.28","1.28","0.0","0.0","35.2","113.32","518.16","259.08","482.96","404.84","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","4343.0","0.5","0.2","0.0","3.78","0.5","1.89","0.0","0.0","0.0","0.0","37.09","113.32","518.16","259.08","481.07","404.84","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","4343.0","0.48","0.2","0.0","3.08","0.48","1.47","0.0","0.0","0.0","0.0","38.56","113.32","518.16","259.08","479.6","404.84","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","4343.0","0.45","0.2","0.0","3.5","0.45","1.58","0.0","0.0","0.0","0.0","40.14","113.32","518.16","259.08","478.02","404.84","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","4343.0","0.43","0.2","0.0","3.12","0.43","1.35","0.0","0.0","0.0","0.0","41.5","113.32","518.16","259.08","476.66","404.84","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","4343.0","0.42","0.2","0.0","3.08","0.42","1.29","0.53","0.53","0.0","0.0","42.25","113.32","518.16","259.08","475.91","404.84","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","4343.0","0.4","0.2","0.0","3.33","0.4","1.34","0.0","0.0","0.0","0.0","43.59","113.32","518.16","259.08","474.57","404.84","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","4343.0","0.39","0.2","0.0","4.06","0.39","1.56","0.0","0.0","0.0","0.0","45.16","113.32","518.16","259.08","473.0","404.84","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","4343.0","0.37","0.2","0.0","3.9","0.37","1.45","0.0","0.0","0.0","0.0","46.6","113.32","518.16","259.08","471.56","404.84","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","4343.0","0.36","0.2","0.0","4.27","0.36","1.52","0.0","0.0","0.0","0.0","48.12","113.32","518.16","259.08","470.04","404.84","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","4343.0","0.34","0.2","0.0","4.84","0.34","1.65","0.0","0.0","0.0","0.0","49.78","113.32","518.16","259.08","468.38","404.84","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","4343.0","0.33","0.2","0.0","4.63","0.33","1.52","0.0","0.0","0.0","0.0","51.3","113.32","518.16","259.08","466.86","404.84","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","4343.0","0.32","0.2","0.0","4.42","0.32","1.41","0.0","0.0","0.0","0.0","52.71","113.32","518.16","259.08","465.45","404.84","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","4343.0","0.31","0.2","0.0","4.62","0.31","1.43","0.0","0.0","0.0","0.0","54.13","113.32","518.16","259.08","464.03","404.84","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","4343.0","0.3","0.2","0.0","4.12","0.3","1.24","0.0","0.0","0.0","0.0","55.37","113.32","518.16","259.08","462.79","404.84","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","4343.0","0.29","0.2","0.0","5.35","0.29","1.55","0.0","0.0","0.0","0.0","56.93","113.32","518.16","259.08","461.23","404.84","0.0","","","","","","","","",""
"2015.0","4.0","3.0","93.0","4343.0","0.28","0.2","0.0","4.55","0.28","1.29","0.0","0.0","0.0","0.0","58.21","113.32","518.16","259.08","459.95","404.84","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","4343.0","0.28","0.2","0.0","4.42","0.28","1.22","0.0","0.0","0.0","0.0","59.44","113.32","518.16","259.08","458.72","404.84","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","4343.0","0.27","0.2","0.0","2.61","0.27","0.71","0.65","0.65","0.0","0.0","59.5","113.32","518.16","259.08","458.66","404.84","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","4343.0","1.1","0.2","0.0","2.92","1.1","3.22","4.82","4.82","0.0","0.0","57.9","113.32","518.16","259.08","460.26","404.84","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","4343.0","1.11","0.2","0.0","2.82","1.11","3.12","3.41","3.41","0.0","0.0","57.61","113.32","518.16","259.08","460.55","404.84","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","4343.0","1.1","0.2","0.0","3.06","1.1","3.36","6.61","6.61","0.0","0.0","54.36","113.32","518.16","259.08","463.8","404.84","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","4343.0","1.06","0.2","0.0","3.49","1.06","3.7","0.0","0.0","0.0","0.0","58.06","113.32","518.16","259.08","460.1","404.84","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","4343.0","0.83","0.2","0.0","4.07","0.83","3.37","0.0","0.0","0.0","0.0","61.43","113.32","518.16","259.08","456.73","404.84","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","4343.0","0.7","0.2","0.0","4.2","0.7","2.94","0.0","0.0","0.0","0.0","64.37","113.32","518.16","259.08","453.79","404.84","0.0","","","","","","","","",""
"2015.0","4.0","12.0","102.0","4343.0","0.61","0.2","0.0","4.8","0.61","2.9","0.0","0.0","0.0","0.0","67.27","113.32","518.16","259.08","450.89","404.84","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","4343.0","0.54","0.2","0.0","4.68","0.54","2.54","0.0","0.0","0.0","0.0","69.81","113.32","518.16","259.08","448.35","404.84","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","4343.0","0.49","0.2","0.0","4.89","0.49","2.42","0.0","0.0","0.0","0.0","72.23","113.32","518.16","259.08","445.93","404.84","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","4343.0","0.45","0.2","0.0","6.17","0.45","2.76","0.0","0.0","0.0","0.0","74.98","113.32","518.16","259.08","443.18","404.84","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","4343.0","0.41","0.2","0.0","5.75","0.41","2.37","0.0","0.0","0.0","0.0","77.36","113.32","518.16","259.08","440.8","404.84","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","4343.0","0.39","0.2","0.0","5.26","0.39","2.04","0.0","0.0","0.0","0.0","79.4","113.32","518.16","259.08","438.76","404.84","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","4343.0","0.37","0.2","0.0","4.83","0.37","1.78","0.0","0.0","0.0","0.0","81.18","113.32","518.16","259.08","436.98","404.84","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","4343.0","0.35","0.2","0.0","4.94","0.35","1.74","0.0","0.0","0.0","0.0","82.93","113.32","518.16","259.08","435.23","404.84","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","4343.0","0.34","0.2","0.0","4.55","0.34","1.54","0.0","0.0","0.0","0.0","84.47","113.32","518.16","259.08","433.69","404.84","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","4343.0","0.33","0.2","0.0","3.69","0.33","1.22","0.0","0.0","0.0","0.0","85.69","113.32","518.16","259.08","432.47","404.84","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","4343.0","0.32","0.2","0.0","4.06","0.32","1.3","0.0","0.0","0.0","0.0","86.99","113.32","518.16","259.08","431.17","404.84","0.0","","","","","","","","",""
"2015.0","4.0","23.0","113.0","4343.0","0.31","0.2","0.0","4.61","0.31","1.43","0.0","0.0","0.0","0.0","88.42","113.32","518.16","259.08","429.74","404.84","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","4343.0","0.3","0.2","0.0","4.98","0.3","1.49","0.0","0.0","0.0","0.0","89.91","113.32","518.16","259.08","428.25","404.84","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","4343.0","1.06","0.2","0.0","3.96","1.06","4.2","7.89","7.89","0.0","0.0","86.22","113.32","518.16","259.08","431.94","404.84","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","4343.0","0.88","0.2","0.0","5.06","0.88","4.47","0.0","0.0","0.0","0.0","90.69","113.32","518.16","259.08","427.47","404.84","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","4343.0","0.68","0.22","0.0","5.85","0.68","3.99","0.0","0.0","0.0","0.0","94.67","113.32","518.16","259.08","423.49","404.84","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","4343.0","0.58","0.24","0.0","5.37","0.58","3.13","0.0","0.0","0.0","0.0","97.81","113.32","518.16","259.08","420.35","404.84","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","4343.0","0.52","0.26","0.0","5.19","0.52","2.7","0.0","0.0","0.0","0.0","100.5","113.32","518.16","259.08","417.66","404.84","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","4343.0","0.46","0.29","0.0","6.36","0.46","2.94","0.0","0.0","0.0","0.0","103.45","113.32","518.16","259.08","414.71","404.84","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","4343.0","0.42","0.31","0.0","6.3","0.42","2.66","0.0","0.0","0.0","0.0","106.11","113.32","518.16","259.08","412.05","404.84","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","4343.0","0.39","0.33","0.0","5.65","0.39","2.22","0.0","0.0","0.0","0.0","108.33","113.32","518.16","259.08","409.83","404.84","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","4343.0","0.37","0.35","0.0","4.95","0.37","1.85","0.0","0.0","0.0","0.0","110.18","113.32","518.16","259.08","407.98","404.84","0.0","","","","","","","","",""
"2015.0","5.0","4.0","124.0","4343.0","0.36","0.37","0.0","4.62","0.37","1.72","0.0","0.0","0.0","0.0","111.89","113.32","518.16","259.08","406.27","404.84","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","4343.0","0.34","0.39","0.0","4.71","0.39","1.85","0.0","0.0","0.0","0.0","0.0","113.32","518.16","259.08","518.16","404.84","113.74","","","","","","","","",""
"2015.0","5.0","6.0","126.0","4343.0","0.33","0.41","0.0","4.99","0.41","2.07","0.0","0.0","0.0","0.0","2.07","113.32","518.16","259.08","516.09","404.84","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","4343.0","0.32","0.44","0.0","3.32","0.44","1.45","0.0","0.0","0.0","0.0","3.51","113.32","518.16","259.08","514.65","404.84","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","4343.0","0.31","0.46","0.0","4.33","0.46","1.98","0.3","0.3","0.0","0.0","5.19","113.32","518.16","259.08","512.97","404.84","0.0","","","","","","","","",""
"2015.0","5.0","9.0","129.0","4343.0","0.3","0.48","0.0","4.75","0.48","2.27","0.0","0.0","0.0","0.0","7.47","113.32","518.16","259.08","510.69","404.84","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","4343.0","0.29","0.5","0.0","4.97","0.5","2.49","0.0","0.0","0.0","0.0","9.95","113.32","518.16","259.08","508.21","404.84","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","4343.0","0.28","0.52","0.0","4.98","0.52","2.6","0.0","0.0","0.0","0.0","12.55","113.32","518.16","259.08","505.61","404.84","0.0","","","","","","","","",""
"2015.0","5.0","12.0","132.0","4343.0","0.28","0.54","0.0","4.94","0.54","2.68","0.0","0.0","0.0","0.0","15.23","113.32","518.16","259.08","502.93","404.84","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","4343.0","0.27","0.56","0.0","4.64","0.56","2.62","0.0","0.0","0.0","0.0","17.85","113.32","518.16","259.08","500.31","404.84","0.0","","","","","","","","",""
"2015.0","5.0","14.0","134.0","4343.0","0.27","0.59","0.0","3.04","0.59","1.78","0.0","0.0","0.0","0.0","19.63","113.32","518.16","259.08","498.53","404.84","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","4343.0","0.26","0.61","0.0","4.56","0.61","2.77","3.66","3.66","0.0","0.0","18.74","113.32","518.16","259.08","499.42","404.84","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","4343.0","0.25","0.63","0.0","4.67","0.63","2.94","0.0","0.0","0.0","0.0","21.67","113.32","518.16","259.08","496.49","404.84","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","4343.0","0.25","0.65","0.0","3.98","0.65","2.59","0.0","0.0","0.0","0.0","24.26","113.32","518.16","259.08","493.9","404.84","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","4343.0","0.24","0.67","0.0","4.71","0.67","3.16","0.0","0.0","0.0","0.0","27.42","113.32","518.16","259.08","490.74","404.84","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","4343.0","0.24","0.69","0.0","4.89","0.69","3.39","0.0","0.0","0.0","0.0","30.81","113.32","518.16","259.08","487.35","404.84","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","4343.0","0.24","0.71","0.0","4.74","0.71","3.39","0.0","0.0","0.0","0.0","34.2","113.32","518.16","259.08","483.96","404.84","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","4343.0","0.23","0.74","0.0","4.02","0.74","2.96","0.0","0.0","0.0","0.0","37.15","113.32","518.16","259.08","481.01","404.84","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","4343.0","0.23","0.76","0.0","4.76","0.76","3.6","0.0","0.0","0.0","0.0","40.76","113.32","518.16","259.08","477.4","404.84","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","4343.0","0.22","0.78","0.0","4.73","0.78","3.68","0.0","0.0","0.0","0.0","44.44","113.32","518.16","259.08","473.72","404.84","0.0","","","","","","","","",""
"2015.0","5.0","24.0","144.0","4343.0","0.22","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","48.68","113.32","518.16","259.08","469.48","404.84","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","4343.0","0.22","0.82","0.0","5.22","0.82","4.29","0.0","0.0","0.0","0.0","52.97","113.32","518.16","259.08","465.19","404.84","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","4343.0","0.21","0.84","0.0","5.23","0.84","4.41","0.0","0.0","0.0","0.0","57.38","113.32","518.16","259.08","460.78","404.84","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","4343.0","0.21","0.86","0.0","5.27","0.86","4.55","0.0","0.0","0.0","0.0","61.93","113.32","518.16","259.08","456.23","404.84","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","4343.0","0.2","0.89","0.0","5.16","0.89","4.57","0.0","0.0","0.0","0.0","66.5","113.32","518.16","259.08","451.66","404.84","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","4343.0","0.2","0.91","0.0","5.83","0.91","5.29","0.0","0.0","0.0","0.0","71.79","113.32","518.16","259.08","446.37","404.84","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","4343.0","0.2","0.93","0.0","6.13","0.93","5.69","0.0","0.0","0.0","0.0","77.48","113.32","518.16","259.08","440.68","404.84","0.0","","","","","","","","",""
"2015.0","5.0","31.0","151.0","4343.0","0.19","0.95","0.0","5.1","0.95","4.85","0.0","0.0","0.0","0.0","82.33","113.32","518.16","259.08","435.83","404.84","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","4343.0","0.19","0.97","0.0","5.33","0.97","5.18","0.0","0.0","0.0","0.0","87.5","113.32","518.16","259.08","430.66","404.84","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","4343.0","0.19","0.99","0.0","5.55","0.99","5.51","0.0","0.0","0.0","0.0","93.02","113.32","518.16","259.08","425.14","404.84","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","4343.0","0.19","1.01","0.0","5.22","1.01","5.29","0.0","0.0","0.0","0.0","98.31","113.32","518.16","259.08","419.85","404.84","0.0","","","","","","","","",""
"2015.0","6.0","4.0","155.0","4343.0","0.18","1.04","0.0","5.69","1.04","5.89","0.0","0.0","0.0","0.0","104.2","113.32","518.16","259.08","413.96","404.84","0.0","","","","","","","","",""
"2015.0","6.0","5.0","156.0","4343.0","0.18","1.06","0.0","6.41","1.06","6.78","0.0","0.0","0.0","0.0","110.98","113.32","518.16","259.08","407.18","404.84","0.0","","","","","","","","",""
"2015.0","6.0","6.0","157.0","4343.0","0.18","1.08","0.0","6.08","1.08","6.56","0.0","0.0","0.0","0.0","0.0","113.32","518.16","259.08","518.16","404.84","117.54","","","","","","","","",""
"2015.0","6.0","7.0","158.0","4343.0","0.18","1.1","0.0","6.53","1.1","7.18","0.0","0.0","0.0","0.0","7.18","113.32","518.16","259.08","510.98","404.84","0.0","","","","","","","","",""
"2015.0","6.0","8.0","159.0","4343.0","0.17","1.1","0.0","7.19","1.1","7.91","0.0","0.0","0.0","0.0","15.09","113.32","518.16","259.08","503.07","404.84","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","4343.0","0.17","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","22.13","113.32","518.16","259.08","496.03","404.84","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","4343.0","0.17","1.1","0.0","2.74","1.1","3.01","0.19","0.19","0.0","0.0","24.96","113.32","518.16","259.08","493.2","404.84","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","4343.0","0.17","1.1","0.0","6.69","1.1","7.36","3.14","3.14","0.0","0.0","29.18","113.32","518.16","259.08","488.99","404.84","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","4343.0","0.16","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","37.35","113.32","518.16","259.08","480.81","404.84","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","4343.0","0.16","1.1","0.0","7.13","1.1","7.84","0.0","0.0","0.0","0.0","45.19","113.32","518.16","259.08","472.97","404.84","0.0","","","","","","","","",""
"2015.0","6.0","14.0","165.0","4343.0","0.16","1.1","0.0","6.37","1.1","7.01","0.0","0.0","0.0","0.0","52.2","113.32","518.16","259.08","465.96","404.84","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","4343.0","0.16","1.1","0.0","6.19","1.1","6.81","0.0","0.0","0.0","0.0","59.01","113.32","518.16","259.08","459.15","404.84","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","4343.0","0.16","1.1","0.0","6.63","1.1","7.29","3.09","3.09","0.0","0.0","63.21","113.32","518.16","259.08","454.95","404.84","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","4343.0","0.15","1.1","0.0","6.67","1.1","7.34","0.0","0.0","0.0","0.0","70.55","113.32","518.16","259.08","447.61","404.84","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","4343.0","0.15","1.1","0.0","7.15","1.1","7.87","0.0","0.0","0.0","0.0","78.41","113.32","518.16","259.08","439.75","404.84","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","4343.0","0.15","1.1","0.0","7.13","1.1","7.84","0.0","0.0","0.0","0.0","86.26","113.32","518.16","259.08","431.91","404.84","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","4343.0","0.15","1.1","0.0","6.67","1.1","7.34","0.0","0.0","0.0","0.0","93.59","113.32","518.16","259.08","424.57","404.84","0.0","","","","","","","","",""
"2015.0","6.0","21.0","172.0","4343.0","0.15","1.1","0.0","7.12","1.1","7.83","0.0","0.0","0.0","0.0","101.42","113.32","518.16","259.08","416.74","404.84","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","4343.0","0.15","1.1","0.0","6.69","1.1","7.36","0.0","0.0","0.0","0.0","108.78","113.32","518.16","259.08","409.38","404.84","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","4343.0","0.14","1.1","0.0","7.08","1.1","7.79","0.0","0.0","0.0","0.0","0.0","113.32","518.16","259.08","518.16","404.84","116.57","","","","","","","","",""
"2015.0","6.0","24.0","175.0","4343.0","0.14","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","7.7","113.32","518.16","259.08","510.46","404.84","0.0","","","","","","","","",""
