" Daily soil water balance output for Corn in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Corn in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","2.0","8.0","39.0","18081.0","1.16","0.0","0.0","1.39","1.16","1.62","12.03","12.03","0.0","0.0","4.48","34.2","486.46","243.23","481.98","452.26","0.0","","","","","","","","",""
"2015.0","2.0","9.0","40.0","18081.0","1.14","0.0","0.0","2.02","1.14","2.3","18.45","6.78","0.0","0.0","0.0","34.2","486.46","243.23","486.46","452.26","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","18081.0","1.14","0.0","0.0","1.84","1.14","2.1","0.02","0.02","0.0","0.0","2.08","34.2","486.46","243.23","484.38","452.26","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","18081.0","1.15","0.0","0.0","1.63","1.15","1.87","0.0","0.0","0.0","0.0","3.95","34.2","486.46","243.23","482.51","452.26","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","18081.0","1.02","0.0","0.0","1.98","1.02","2.02","0.0","0.0","0.0","0.0","5.97","34.2","486.46","243.23","480.49","452.26","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","18081.0","0.9","0.0","0.0","2.03","0.9","1.83","0.0","0.0","0.0","0.0","7.8","34.2","486.46","243.23","478.66","452.26","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","18081.0","0.81","0.0","0.0","2.18","0.81","1.77","0.0","0.0","0.0","0.0","9.57","34.2","486.46","243.23","476.89","452.26","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","18081.0","0.75","0.0","0.0","2.08","0.75","1.56","0.0","0.0","0.0","0.0","11.13","34.2","486.46","243.23","475.33","452.26","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","18081.0","0.7","0.0","0.0","2.18","0.7","1.52","0.0","0.0","0.0","0.0","12.65","34.2","486.46","243.23","473.82","452.26","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","18081.0","0.66","0.0","0.0","1.84","0.66","1.21","0.0","0.0","0.0","0.0","13.86","34.2","486.46","243.23","472.6","452.26","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","18081.0","0.63","0.0","0.0","1.59","0.63","1.0","0.0","0.0","0.0","0.0","14.86","34.2","486.46","243.23","471.6","452.26","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","18081.0","0.62","0.0","0.0","1.06","0.62","0.65","0.0","0.0","0.0","0.0","15.51","34.2","486.46","243.23","470.95","452.26","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","18081.0","0.59","0.0","0.0","1.88","0.59","1.11","0.0","0.0","0.0","0.0","16.62","34.2","486.46","243.23","469.84","452.26","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","18081.0","0.57","0.0","0.0","1.63","0.57","0.93","0.0","0.0","0.0","0.0","17.55","34.2","486.46","243.23","468.91","452.26","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","18081.0","0.53","0.0","0.0","3.48","0.53","1.85","0.0","0.0","0.0","0.0","19.4","34.2","486.46","243.23","467.07","452.26","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","18081.0","0.49","0.0","0.0","4.09","0.49","2.02","0.0","0.0","0.0","0.0","21.41","34.2","486.46","243.23","465.05","452.26","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","18081.0","0.47","0.0","0.0","2.78","0.47","1.31","0.0","0.0","0.0","0.0","22.73","34.2","486.46","243.23","463.73","452.26","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","18081.0","0.46","0.0","0.0","2.16","0.46","0.99","0.0","0.0","0.0","0.0","23.72","34.2","486.46","243.23","462.74","452.26","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","18081.0","0.44","0.0","0.0","3.01","0.44","1.33","0.0","0.0","0.0","0.0","25.05","34.2","486.46","243.23","461.42","452.26","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","18081.0","0.43","0.0","0.0","2.86","0.43","1.22","0.0","0.0","0.0","0.0","26.26","34.2","486.46","243.23","460.2","452.26","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","18081.0","0.42","0.0","0.0","2.01","0.42","0.83","0.0","0.0","0.0","0.0","27.1","34.2","486.46","243.23","459.37","452.26","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","18081.0","0.4","0.0","0.0","2.6","0.4","1.05","0.0","0.0","0.0","0.0","28.14","34.2","486.46","243.23","458.32","452.26","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","18081.0","0.39","0.0","0.0","2.27","0.39","0.89","0.0","0.0","0.0","0.0","29.04","34.2","486.46","243.23","457.42","452.26","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","18081.0","0.38","0.0","0.0","2.57","0.38","0.99","0.86","0.86","0.0","0.0","29.17","34.2","486.46","243.23","457.29","452.26","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","18081.0","0.37","0.0","0.0","2.6","0.37","0.97","0.0","0.0","0.0","0.0","30.14","34.2","486.46","243.23","456.32","452.26","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","18081.0","0.37","0.0","0.0","2.79","0.37","1.02","0.0","0.0","0.0","0.0","31.16","34.2","486.46","243.23","455.3","452.26","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","18081.0","0.36","0.0","0.0","2.99","0.36","1.06","0.0","0.0","0.0","0.0","32.22","34.2","486.46","243.23","454.24","452.26","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","18081.0","0.35","0.0","0.0","2.82","0.35","0.98","0.0","0.0","0.0","0.0","33.21","34.2","486.46","243.23","453.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","18081.0","0.34","0.0","0.0","2.96","0.34","1.01","0.0","0.0","0.0","0.0","34.21","34.2","486.46","243.23","452.25","452.26","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","18081.0","0.33","0.0","0.0","2.98","0.33","0.99","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","18081.0","0.33","0.0","0.0","2.43","0.33","0.79","0.0","0.0","0.0","0.0","34.99","34.2","486.46","243.23","451.47","452.26","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","18081.0","0.32","0.0","0.0","2.13","0.32","0.69","0.72","0.72","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","18081.0","1.08","0.0","0.0","3.4","1.08","3.69","3.96","3.96","0.0","0.0","33.93","34.2","486.46","243.23","452.54","452.26","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","18081.0","1.07","0.0","0.0","3.07","1.07","3.28","0.0","0.0","0.0","0.0","37.2","34.2","486.46","243.23","449.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","18081.0","0.87","0.0","0.0","3.32","0.87","2.88","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","18081.0","0.73","0.0","0.0","3.87","0.73","2.83","0.0","0.0","0.0","0.0","37.03","34.2","486.46","243.23","449.43","452.26","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","18081.0","0.67","0.0","0.0","2.59","0.67","1.74","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","18081.0","0.61","0.0","0.0","3.57","0.61","2.17","0.0","0.0","0.0","0.0","36.37","34.2","486.46","243.23","450.09","452.26","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","18081.0","0.56","0.0","0.0","3.85","0.56","2.14","0.21","0.21","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","18081.0","0.52","0.0","0.0","3.88","0.52","2.0","0.0","0.0","0.0","0.0","36.2","34.2","486.46","243.23","450.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","18081.0","0.49","0.0","0.0","3.12","0.49","1.52","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","18081.0","0.46","0.0","0.0","3.61","0.46","1.67","0.0","0.0","0.0","0.0","35.87","34.2","486.46","243.23","450.59","452.26","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","18081.0","0.44","0.0","0.0","3.15","0.44","1.39","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","18081.0","0.42","0.0","0.0","3.24","0.42","1.38","0.46","0.46","0.0","0.0","35.12","34.2","486.46","243.23","451.35","452.26","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","18081.0","0.41","0.0","0.0","3.22","0.41","1.32","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","18081.0","0.39","0.0","0.0","4.16","0.39","1.62","0.0","0.0","0.0","0.0","35.82","34.2","486.46","243.23","450.64","452.26","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","18081.0","0.38","0.0","0.0","3.91","0.38","1.47","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","18081.0","0.36","0.0","0.0","4.48","0.36","1.61","0.0","0.0","0.0","0.0","35.81","34.2","486.46","243.23","450.65","452.26","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","18081.0","0.34","0.0","0.0","4.95","0.34","1.7","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","18081.0","0.33","0.0","0.0","4.75","0.33","1.57","0.0","0.0","0.0","0.0","35.77","34.2","486.46","243.23","450.69","452.26","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","18081.0","0.32","0.0","0.0","4.54","0.32","1.45","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","18081.0","0.31","0.0","0.0","4.67","0.31","1.45","0.0","0.0","0.0","0.0","35.65","34.2","486.46","243.23","450.81","452.26","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","18081.0","0.3","0.0","0.0","4.21","0.3","1.27","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","18081.0","0.29","0.0","0.0","5.53","0.29","1.61","0.0","0.0","0.0","0.0","35.81","34.2","486.46","243.23","450.65","452.26","0.0","","","","","","","","",""
"2015.0","4.0","3.0","93.0","18081.0","0.28","0.0","0.0","4.65","0.28","1.32","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","18081.0","0.28","0.0","0.0","4.54","0.28","1.25","0.0","0.0","0.0","0.0","35.45","34.2","486.46","243.23","451.01","452.26","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","18081.0","0.27","0.0","0.0","2.51","0.27","0.68","0.08","0.08","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","18081.0","0.27","0.0","0.0","2.97","0.27","0.8","2.53","2.53","0.0","0.0","32.47","34.2","486.46","243.23","453.99","452.26","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","18081.0","0.27","0.0","0.0","2.49","0.27","0.66","3.03","3.03","0.0","0.0","30.1","34.2","486.46","243.23","456.36","452.26","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","18081.0","1.1","0.0","0.0","2.99","1.1","3.29","14.46","14.46","0.0","0.0","18.93","34.2","486.46","243.23","467.53","452.26","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","18081.0","1.07","0.0","0.0","3.5","1.07","3.73","0.0","0.0","0.0","0.0","22.66","34.2","486.46","243.23","463.8","452.26","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","18081.0","0.83","0.0","0.0","4.14","0.83","3.43","0.0","0.0","0.0","0.0","26.09","34.2","486.46","243.23","460.37","452.26","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","18081.0","0.7","0.0","0.0","4.3","0.7","2.99","0.0","0.0","0.0","0.0","29.08","34.2","486.46","243.23","457.38","452.26","0.0","","","","","","","","",""
"2015.0","4.0","12.0","102.0","18081.0","0.6","0.0","0.0","4.93","0.6","2.96","0.0","0.0","0.0","0.0","32.05","34.2","486.46","243.23","454.42","452.26","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","18081.0","0.54","0.0","0.0","5.02","0.54","2.69","0.0","0.0","0.0","0.0","34.73","34.2","486.46","243.23","451.73","452.26","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","18081.0","0.49","0.0","0.0","4.9","0.49","2.39","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","18081.0","0.44","0.0","0.0","6.53","0.44","2.87","0.0","0.0","0.0","0.0","37.07","34.2","486.46","243.23","449.39","452.26","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","18081.0","0.41","0.0","0.0","5.97","0.41","2.43","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","18081.0","0.38","0.0","0.0","5.35","0.38","2.05","0.0","0.0","0.0","0.0","36.25","34.2","486.46","243.23","450.22","452.26","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","18081.0","0.36","0.0","0.0","4.99","0.36","1.81","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","18081.0","0.35","0.0","0.0","5.25","0.35","1.82","0.0","0.0","0.0","0.0","36.02","34.2","486.46","243.23","450.44","452.26","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","18081.0","0.33","0.0","0.0","4.8","0.33","1.6","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","18081.0","0.32","0.0","0.0","3.83","0.32","1.24","0.0","0.0","0.0","0.0","35.44","34.2","486.46","243.23","451.02","452.26","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","18081.0","0.31","0.0","0.0","4.16","0.31","1.31","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","23.0","113.0","18081.0","0.3","0.0","0.0","4.79","0.3","1.46","0.0","0.0","0.0","0.0","35.66","34.2","486.46","243.23","450.8","452.26","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","18081.0","0.29","0.0","0.0","5.05","0.29","1.49","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","18081.0","1.06","0.0","0.0","4.07","1.06","4.3","12.34","12.34","0.0","0.0","26.16","34.2","486.46","243.23","460.3","452.26","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","18081.0","0.87","0.0","0.0","5.14","0.87","4.48","0.0","0.0","0.0","0.0","30.64","34.2","486.46","243.23","455.82","452.26","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","18081.0","0.67","0.0","0.0","6.01","0.67","4.04","0.0","0.0","0.0","0.0","34.68","34.2","486.46","243.23","451.78","452.26","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","18081.0","0.57","0.0","0.0","5.62","0.57","3.22","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","18081.0","0.51","0.0","0.0","5.35","0.51","2.73","0.0","0.0","0.0","0.0","36.93","34.2","486.46","243.23","449.53","452.26","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","18081.0","0.46","0.0","0.0","6.46","0.46","2.94","0.0","0.0","0.0","0.0","34.2","34.2","486.46","243.23","452.26","452.26","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","18081.0","0.41","0.2","0.0","6.52","0.41","2.7","0.0","0.0","0.0","0.0","36.9","95.55","486.46","243.23","449.56","390.91","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","18081.0","0.39","0.2","0.0","6.03","0.39","2.32","0.0","0.0","0.0","0.0","39.23","95.55","486.46","243.23","447.23","390.91","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","18081.0","0.37","0.2","0.0","5.29","0.37","1.93","0.0","0.0","0.0","0.0","41.16","95.55","486.46","243.23","445.3","390.91","0.0","","","","","","","","",""
"2015.0","5.0","4.0","124.0","18081.0","0.35","0.2","0.0","4.85","0.35","1.69","0.0","0.0","0.0","0.0","42.85","95.55","486.46","243.23","443.61","390.91","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","18081.0","0.34","0.2","0.0","4.86","0.34","1.63","0.0","0.0","0.0","0.0","44.48","95.55","486.46","243.23","441.98","390.91","0.0","","","","","","","","",""
"2015.0","5.0","6.0","126.0","18081.0","0.32","0.2","0.0","5.17","0.32","1.66","0.0","0.0","0.0","0.0","46.15","95.55","486.46","243.23","440.31","390.91","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","18081.0","0.31","0.2","0.0","3.74","0.31","1.17","0.12","0.12","0.0","0.0","47.2","95.55","486.46","243.23","439.26","390.91","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","18081.0","0.3","0.2","0.0","4.45","0.3","1.36","0.04","0.04","0.0","0.0","48.52","95.55","486.46","243.23","437.94","390.91","0.0","","","","","","","","",""
"2015.0","5.0","9.0","129.0","18081.0","0.29","0.2","0.0","5.02","0.29","1.48","0.0","0.0","0.0","0.0","50.0","95.55","486.46","243.23","436.46","390.91","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","18081.0","0.29","0.2","0.0","5.24","0.29","1.5","0.0","0.0","0.0","0.0","51.49","95.55","486.46","243.23","434.97","390.91","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","18081.0","0.28","0.2","0.0","5.2","0.28","1.44","0.0","0.0","0.0","0.0","52.93","95.55","486.46","243.23","433.53","390.91","0.0","","","","","","","","",""
"2015.0","5.0","12.0","132.0","18081.0","0.27","0.2","0.0","5.04","0.27","1.36","0.0","0.0","0.0","0.0","54.29","95.55","486.46","243.23","432.17","390.91","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","18081.0","0.26","0.2","0.0","4.75","0.26","1.25","0.0","0.0","0.0","0.0","55.54","95.55","486.46","243.23","430.92","390.91","0.0","","","","","","","","",""
"2015.0","5.0","14.0","134.0","18081.0","0.26","0.2","0.0","3.53","0.26","0.91","0.0","0.0","0.0","0.0","56.46","95.55","486.46","243.23","430.0","390.91","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","18081.0","0.25","0.2","0.0","4.69","0.25","1.19","0.41","0.41","0.0","0.0","57.23","95.55","486.46","243.23","429.23","390.91","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","18081.0","0.25","0.2","0.0","4.83","0.25","1.2","0.0","0.0","0.0","0.0","58.43","95.55","486.46","243.23","428.03","390.91","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","18081.0","0.24","0.2","0.0","4.03","0.24","0.98","0.0","0.0","0.0","0.0","59.41","95.55","486.46","243.23","427.05","390.91","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","18081.0","0.24","0.2","0.0","4.74","0.24","1.13","0.0","0.0","0.0","0.0","60.55","95.55","486.46","243.23","425.91","390.91","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","18081.0","0.23","0.2","0.0","5.03","0.23","1.18","0.0","0.0","0.0","0.0","61.72","95.55","486.46","243.23","424.74","390.91","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","18081.0","0.23","0.2","0.0","4.98","0.23","1.14","0.0","0.0","0.0","0.0","62.87","95.55","486.46","243.23","423.59","390.91","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","18081.0","0.23","0.2","0.0","4.26","0.23","0.96","0.0","0.0","0.0","0.0","63.83","95.55","486.46","243.23","422.63","390.91","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","18081.0","0.22","0.2","0.0","4.91","0.22","1.09","0.0","0.0","0.0","0.0","64.92","95.55","486.46","243.23","421.54","390.91","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","18081.0","0.22","0.2","0.0","4.7","0.22","1.03","0.0","0.0","0.0","0.0","65.95","95.55","486.46","243.23","420.51","390.91","0.0","","","","","","","","",""
"2015.0","5.0","24.0","144.0","18081.0","0.21","0.2","0.0","5.63","0.21","1.21","0.0","0.0","0.0","0.0","67.15","95.55","486.46","243.23","419.31","390.91","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","18081.0","0.21","0.2","0.0","5.5","0.21","1.16","0.0","0.0","0.0","0.0","68.31","95.55","486.46","243.23","418.15","390.91","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","18081.0","0.21","0.2","0.0","5.52","0.21","1.14","0.0","0.0","0.0","0.0","69.45","95.55","486.46","243.23","417.01","390.91","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","18081.0","0.2","0.23","0.0","5.56","0.23","1.27","0.0","0.0","0.0","0.0","70.72","95.55","486.46","243.23","415.74","390.91","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","18081.0","0.2","0.26","0.0","5.44","0.26","1.4","0.0","0.0","0.0","0.0","72.12","95.55","486.46","243.23","414.34","390.91","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","18081.0","0.2","0.29","0.0","6.1","0.29","1.74","0.0","0.0","0.0","0.0","73.86","95.55","486.46","243.23","412.6","390.91","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","18081.0","0.19","0.31","0.0","6.43","0.31","2.01","0.0","0.0","0.0","0.0","75.87","95.55","486.46","243.23","410.59","390.91","0.0","","","","","","","","",""
"2015.0","5.0","31.0","151.0","18081.0","0.19","0.34","0.0","5.4","0.34","1.85","0.0","0.0","0.0","0.0","77.72","95.55","486.46","243.23","408.74","390.91","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","18081.0","0.19","0.37","0.0","5.46","0.37","2.02","0.0","0.0","0.0","0.0","79.74","95.55","486.46","243.23","406.72","390.91","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","18081.0","0.18","0.4","0.0","5.75","0.4","2.29","0.0","0.0","0.0","0.0","82.03","95.55","486.46","243.23","404.43","390.91","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","18081.0","0.18","0.43","0.0","5.49","0.43","2.34","0.0","0.0","0.0","0.0","84.37","95.55","486.46","243.23","402.09","390.91","0.0","","","","","","","","",""
"2015.0","6.0","4.0","155.0","18081.0","0.18","0.46","0.0","5.89","0.46","2.68","0.0","0.0","0.0","0.0","87.05","95.55","486.46","243.23","399.41","390.91","0.0","","","","","","","","",""
"2015.0","6.0","5.0","156.0","18081.0","0.18","0.48","0.0","6.77","0.48","3.27","0.0","0.0","0.0","0.0","90.32","95.55","486.46","243.23","396.14","390.91","0.0","","","","","","","","",""
"2015.0","6.0","6.0","157.0","18081.0","0.17","0.51","0.0","6.34","0.51","3.24","0.0","0.0","0.0","0.0","93.57","95.55","486.46","243.23","392.89","390.91","0.0","","","","","","","","",""
"2015.0","6.0","7.0","158.0","18081.0","0.17","0.54","0.0","6.9","0.54","3.73","0.0","0.0","0.0","0.0","0.0","95.55","486.46","243.23","486.46","390.91","97.29","","","","","","","","",""
"2015.0","6.0","8.0","159.0","18081.0","0.17","0.57","0.0","7.39","0.57","4.2","0.0","0.0","0.0","0.0","4.2","95.55","486.46","243.23","482.26","390.91","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","18081.0","0.17","0.6","0.0","7.03","0.6","4.19","0.0","0.0","0.0","0.0","8.39","95.55","486.46","243.23","478.07","390.91","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","18081.0","0.17","0.63","0.0","2.7","0.63","1.69","0.02","0.02","0.0","0.0","10.06","95.55","486.46","243.23","476.4","390.91","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","18081.0","0.16","0.65","0.0","7.01","0.65","4.58","2.18","2.18","0.0","0.0","12.46","95.55","486.46","243.23","474.0","390.91","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","18081.0","0.16","0.68","0.0","7.89","0.68","5.38","0.0","0.0","0.0","0.0","17.84","95.55","486.46","243.23","468.62","390.91","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","18081.0","0.16","0.71","0.0","7.55","0.71","5.36","0.0","0.0","0.0","0.0","23.2","95.55","486.46","243.23","463.26","390.91","0.0","","","","","","","","",""
"2015.0","6.0","14.0","165.0","18081.0","0.16","0.74","0.0","6.8","0.74","5.02","0.0","0.0","0.0","0.0","28.22","95.55","486.46","243.23","458.24","390.91","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","18081.0","0.15","0.77","0.0","6.62","0.77","5.08","0.0","0.0","0.0","0.0","33.3","95.55","486.46","243.23","453.16","390.91","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","18081.0","0.15","0.8","0.0","6.96","0.8","5.53","0.51","0.51","0.0","0.0","38.32","95.55","486.46","243.23","448.14","390.91","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","18081.0","0.15","0.82","0.0","6.97","0.82","5.74","0.0","0.0","0.0","0.0","44.06","95.55","486.46","243.23","442.4","390.91","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","18081.0","0.15","0.85","0.0","7.62","0.85","6.49","0.0","0.0","0.0","0.0","50.55","95.55","486.46","243.23","435.91","390.91","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","18081.0","0.15","0.88","0.0","7.42","0.88","6.53","0.0","0.0","0.0","0.0","57.08","95.55","486.46","243.23","429.38","390.91","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","18081.0","0.14","0.91","0.0","7.06","0.91","6.41","0.0","0.0","0.0","0.0","63.49","95.55","486.46","243.23","422.97","390.91","0.0","","","","","","","","",""
"2015.0","6.0","21.0","172.0","18081.0","0.14","0.94","0.0","7.62","0.94","7.14","0.0","0.0","0.0","0.0","70.63","95.55","486.46","243.23","415.83","390.91","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","18081.0","0.14","0.97","0.0","6.99","0.97","6.75","0.0","0.0","0.0","0.0","77.37","95.55","486.46","243.23","409.09","390.91","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","18081.0","0.14","0.99","0.0","7.4","0.99","7.35","0.0","0.0","0.0","0.0","84.72","95.55","486.46","243.23","401.74","390.91","0.0","","","","","","","","",""
"2015.0","6.0","24.0","175.0","18081.0","0.14","1.02","0.0","7.41","1.02","7.57","0.0","0.0","0.0","0.0","92.29","95.55","486.46","243.23","394.17","390.91","0.0","","","","","","","","",""
