" Daily soil water balance output for Water Surface in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Water Surface in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","4126.0","1.15","1.1","0.0","1.59","1.15","1.749","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","4126.0","1.03","1.1","0.0","1.98","1.1","2.178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","4126.0","0.91","1.1","0.0","2.03","1.1","2.233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","4126.0","0.82","1.1","0.0","2.18","1.1","2.398","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","4126.0","0.75","1.1","0.0","2.09","1.1","2.299","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","4126.0","0.7","1.1","0.0","2.24","1.1","2.464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","4126.0","0.66","1.1","0.0","1.94","1.1","2.134","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","4126.0","0.63","1.1","0.0","1.5","1.1","1.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","4126.0","0.62","1.1","0.0","1.08","1.1","1.188","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","4126.0","0.59","1.1","0.0","1.97","1.1","2.167","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","4126.0","0.57","1.1","0.0","1.62","1.1","1.782","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","4126.0","0.53","1.1","0.0","3.74","1.1","4.114","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","4126.0","0.49","1.1","0.0","4.35","1.1","4.785","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","4126.0","0.47","1.1","0.0","2.85","1.1","3.135","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","4126.0","0.45","1.1","0.0","2.19","1.1","2.409","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","4126.0","0.44","1.1","0.0","3.07","1.1","3.377","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","4126.0","0.42","1.1","0.0","2.77","1.1","3.047","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","4126.0","0.41","1.1","0.0","1.93","1.1","2.123","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","4126.0","0.4","1.1","0.0","2.68","1.1","2.948","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","4126.0","0.39","1.1","0.0","2.33","1.1","2.563","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","4126.0","0.38","1.1","0.0","2.59","1.1","2.849","1.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","4126.0","0.37","1.1","0.0","2.6","1.1","2.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","4126.0","0.36","1.1","0.0","2.79","1.1","3.069","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","4126.0","0.35","1.1","0.0","3.0","1.1","3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","4126.0","0.35","1.1","0.0","2.8","1.1","3.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","4126.0","0.34","1.1","0.0","2.98","1.1","3.278","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","4126.0","0.33","1.1","0.0","3.06","1.1","3.366","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","4126.0","0.32","1.1","0.0","2.4","1.1","2.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","4126.0","0.32","1.1","0.0","2.11","1.1","2.321","1.32","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","4126.0","1.08","1.1","0.0","3.47","1.1","3.817","3.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","4126.0","1.06","1.1","0.0","3.11","1.1","3.421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","4126.0","0.86","1.1","0.0","3.29","1.1","3.619","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","4126.0","0.73","1.1","0.0","3.85","1.1","4.235","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","4126.0","0.68","1.1","0.0","2.46","1.1","2.706","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","4126.0","0.61","1.1","0.0","3.49","1.1","3.839","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","4126.0","0.56","1.1","0.0","3.89","1.1","4.279","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","4126.0","0.52","1.1","0.0","3.94","1.1","4.334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","4126.0","0.49","1.1","0.0","3.11","1.1","3.421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","4126.0","0.46","1.1","0.0","3.63","1.1","3.993","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","4126.0","0.44","1.1","0.0","3.27","1.1","3.597","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","4126.0","0.42","1.1","0.0","3.28","1.1","3.608","0.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","4126.0","0.41","1.1","0.0","3.19","1.1","3.509","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","4126.0","0.39","1.1","0.0","4.23","1.1","4.653","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","4126.0","0.37","1.1","0.0","3.92","1.1","4.312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","4126.0","0.36","1.1","0.0","4.55","1.1","5.005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","4126.0","0.34","1.1","0.0","4.99","1.1","5.489","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","29.0","88.0","4126.0","0.33","1.1","0.0","4.76","1.1","5.236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","4126.0","0.32","1.1","0.0","4.57","1.1","5.027","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","4126.0","0.31","1.1","0.0","4.61","1.1","5.071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","4126.0","0.3","1.1","0.0","4.22","1.1","4.642","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","4126.0","0.29","1.1","0.0","5.59","1.1","6.149","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","4126.0","0.28","1.1","0.0","4.63","1.1","5.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","4126.0","0.28","1.1","0.0","4.53","1.1","4.983","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","4126.0","0.27","1.1","0.0","2.58","1.1","2.838","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","4126.0","0.27","1.1","0.0","2.98","1.1","3.278","1.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","4126.0","1.12","1.1","0.0","2.41","1.12","2.651","6.49","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","4126.0","1.1","1.1","0.0","2.91","1.1","3.201","13.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","4126.0","1.07","1.1","0.0","3.48","1.1","3.828","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","4126.0","0.83","1.1","0.0","4.13","1.1","4.543","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","4126.0","0.7","1.1","0.0","4.29","1.1","4.719","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","4126.0","0.6","1.1","0.0","4.97","1.1","5.467","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","4126.0","0.53","1.1","0.0","5.12","1.1","5.632","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","4126.0","0.49","1.1","0.0","4.85","1.1","5.335","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","4126.0","0.44","1.1","0.0","6.7","1.1","7.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","4126.0","0.4","1.1","0.0","6.12","1.1","6.732","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","4126.0","0.38","1.1","0.0","5.33","1.1","5.863","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","4126.0","0.36","1.1","0.0","5.03","1.1","5.533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","4126.0","0.34","1.1","0.0","5.36","1.1","5.896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","4126.0","0.33","1.1","0.0","4.9","1.1","5.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","4126.0","0.32","1.1","0.0","3.95","1.1","4.345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","4126.0","0.31","1.1","0.0","4.22","1.1","4.642","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","4126.0","0.3","1.1","0.0","4.83","1.1","5.313","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","4126.0","0.29","1.1","0.0","4.92","1.1","5.412","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","4126.0","1.06","1.1","0.0","4.12","1.1","4.532","14.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","4126.0","0.87","1.1","0.0","5.12","1.1","5.632","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","4126.0","0.67","1.1","0.0","6.14","1.1","6.754","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","4126.0","0.57","1.1","0.0","5.67","1.1","6.237","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","4126.0","0.51","1.1","0.0","5.35","1.1","5.885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","4126.0","0.45","1.1","0.0","6.54","1.1","7.194","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","4126.0","0.41","1.1","0.0","6.55","1.1","7.205","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","4126.0","0.38","1.1","0.0","6.19","1.1","6.809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","3.0","123.0","4126.0","0.36","1.1","0.0","5.44","1.1","5.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","4126.0","0.35","1.1","0.0","4.95","1.1","5.445","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","4126.0","0.33","1.1","0.0","4.89","1.1","5.379","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","4126.0","0.32","1.1","0.0","5.24","1.1","5.764","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","4126.0","0.31","1.1","0.0","4.2","1.1","4.62","0.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","4126.0","0.3","1.1","0.0","4.53","1.1","4.983","0.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","4126.0","0.29","1.1","0.0","5.14","1.1","5.654","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","4126.0","0.28","1.1","0.0","5.31","1.1","5.841","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","4126.0","0.27","1.1","0.0","5.28","1.1","5.808","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","4126.0","0.27","1.1","0.0","5.03","1.1","5.533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","4126.0","0.26","1.1","0.0","4.79","1.1","5.269","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","4126.0","0.26","1.1","0.0","3.95","1.1","4.345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","4126.0","0.25","1.1","0.0","4.75","1.1","5.225","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","4126.0","0.24","1.1","0.0","4.87","1.1","5.357","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","4126.0","0.24","1.1","0.0","4.0","1.1","4.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","4126.0","0.24","1.1","0.0","4.7","1.1","5.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","4126.0","0.23","1.1","0.0","5.07","1.1","5.577","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","4126.0","0.23","1.1","0.0","5.05","1.1","5.555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","4126.0","0.22","1.1","0.0","4.58","1.1","5.038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","4126.0","0.22","1.1","0.0","4.94","1.1","5.434","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","4126.0","0.22","1.1","0.0","4.77","1.1","5.247","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","4126.0","0.21","1.1","0.0","5.77","1.1","6.347","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","4126.0","0.21","1.1","0.0","5.58","1.1","6.138","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","4126.0","0.2","1.1","0.0","5.63","1.1","6.193","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","4126.0","0.2","1.1","0.0","5.67","1.1","6.237","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","4126.0","0.2","1.1","0.0","5.48","1.1","6.028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","29.0","149.0","4126.0","0.19","1.1","0.0","6.16","1.1","6.776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","4126.0","0.19","1.1","0.0","6.49","1.1","7.139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","4126.0","0.19","1.1","0.0","5.57","1.1","6.127","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","4126.0","0.19","1.1","0.0","5.56","1.1","6.116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","4126.0","0.18","1.1","0.0","5.75","1.1","6.325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","4126.0","0.18","1.1","0.0","5.65","1.1","6.215","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","4126.0","0.18","1.1","0.0","5.94","1.1","6.534","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","4126.0","0.17","1.1","0.0","6.93","1.1","7.623","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","4126.0","0.17","1.1","0.0","6.53","1.1","7.183","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","4126.0","0.17","1.1","0.0","7.06","1.1","7.766","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","4126.0","0.17","1.1","0.0","7.42","1.1","8.162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","4126.0","0.16","1.1","0.0","7.22","1.1","7.942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","4126.0","0.16","1.1","0.0","2.57","1.1","2.827","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","4126.0","0.16","1.1","0.0","7.16","1.1","7.876","1.22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","4126.0","0.16","1.1","0.0","8.08","1.1","8.888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","4126.0","0.16","1.1","0.0","7.66","1.1","8.426","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","4126.0","0.15","1.1","0.0","6.92","1.1","7.612","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","4126.0","0.15","1.1","0.0","6.72","1.1","7.392","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","4126.0","0.15","1.1","0.0","7.03","1.1","7.733","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","4126.0","0.15","1.1","0.0","6.97","1.1","7.667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","18.0","169.0","4126.0","0.15","1.1","0.0","7.75","1.1","8.525","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","4126.0","0.14","1.1","0.0","7.43","1.1","8.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","4126.0","0.14","1.1","0.0","7.17","1.1","7.887","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","4126.0","0.14","1.1","0.0","7.78","1.1","8.558","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","4126.0","0.14","1.1","0.0","6.99","1.1","7.689","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","4126.0","0.14","1.1","0.0","7.45","1.1","8.195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","4126.0","0.14","1.1","0.0","7.51","1.1","8.261","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","4126.0","0.14","1.1","0.0","7.98","1.1","8.778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","4126.0","0.13","1.1","0.0","8.46","1.1","9.306","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","4126.0","0.13","1.1","0.0","7.16","1.1","7.876","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","4126.0","0.13","1.1","0.0","7.43","1.1","8.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","4126.0","0.13","1.1","0.0","7.6","1.1","8.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","4126.0","0.13","1.1","0.0","7.68","1.1","8.448","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
