" Daily soil water balance output for Alfalfa in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Alfalfa in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","2.0","11.0","42.0","6779.0","1.15","0.9","0.0","1.59","1.15","1.83","0.0","0.0","0.0","0.0","3.74","113.85","502.92","251.46","499.18","389.07","0.0","","","","","","",""
"2015.0","2.0","12.0","43.0","6779.0","1.03","0.9","0.0","1.98","1.03","2.03","0.0","0.0","0.0","0.0","5.77","113.85","502.92","251.46","497.15","389.07","0.0","","","","","","",""
"2015.0","2.0","13.0","44.0","6779.0","0.91","0.9","0.0","2.03","0.91","1.84","0.0","0.0","0.0","0.0","7.61","113.85","502.92","251.46","495.31","389.07","0.0","","","","","","",""
"2015.0","2.0","14.0","45.0","6779.0","0.82","0.9","0.0","2.18","0.9","1.96","0.0","0.0","0.0","0.0","9.57","113.85","502.92","251.46","493.35","389.07","0.0","","","","","","",""
"2015.0","2.0","15.0","46.0","6779.0","0.75","0.9","0.0","2.09","0.9","1.88","0.0","0.0","0.0","0.0","11.45","113.85","502.92","251.46","491.47","389.07","0.0","","","","","","",""
"2015.0","2.0","16.0","47.0","6779.0","0.7","0.9","0.0","2.24","0.9","2.02","0.0","0.0","0.0","0.0","13.47","113.85","502.92","251.46","489.45","389.07","0.0","","","","","","",""
"2015.0","2.0","17.0","48.0","6779.0","0.66","0.9","0.0","1.94","0.9","1.75","0.0","0.0","0.0","0.0","15.22","113.85","502.92","251.46","487.7","389.07","0.0","","","","","","",""
"2015.0","2.0","18.0","49.0","6779.0","0.63","0.9","0.0","1.5","0.9","1.35","0.0","0.0","0.0","0.0","16.57","113.85","502.92","251.46","486.35","389.07","0.0","","","","","","",""
"2015.0","2.0","19.0","50.0","6779.0","0.62","0.9","0.0","1.08","0.9","0.97","0.0","0.0","0.0","0.0","17.54","113.85","502.92","251.46","485.38","389.07","0.0","","","","","","",""
"2015.0","2.0","20.0","51.0","6779.0","0.59","0.9","0.0","1.97","0.9","1.77","0.0","0.0","0.0","0.0","19.31","113.85","502.92","251.46","483.61","389.07","0.0","","","","","","",""
"2015.0","2.0","21.0","52.0","6779.0","0.57","0.9","0.0","1.62","0.9","1.46","0.0","0.0","0.0","0.0","20.77","113.85","502.92","251.46","482.15","389.07","0.0","","","","","","",""
"2015.0","2.0","22.0","53.0","6779.0","0.53","0.9","0.0","3.74","0.9","3.37","0.0","0.0","0.0","0.0","24.14","113.85","502.92","251.46","478.78","389.07","0.0","","","","","","",""
"2015.0","2.0","23.0","54.0","6779.0","0.49","0.9","0.0","4.35","0.9","3.92","0.0","0.0","0.0","0.0","28.05","113.85","502.92","251.46","474.87","389.07","0.0","","","","","","",""
"2015.0","2.0","24.0","55.0","6779.0","0.47","0.9","0.0","2.85","0.9","2.57","0.0","0.0","0.0","0.0","30.62","113.85","502.92","251.46","472.3","389.07","0.0","","","","","","",""
"2015.0","2.0","25.0","56.0","6779.0","0.45","0.9","0.0","2.19","0.9","1.97","0.0","0.0","0.0","0.0","32.59","113.85","502.92","251.46","470.33","389.07","0.0","","","","","","",""
"2015.0","2.0","26.0","57.0","6779.0","0.44","0.9","0.0","3.07","0.9","2.76","0.0","0.0","0.0","0.0","35.35","113.85","502.92","251.46","467.57","389.07","0.0","","","","","","",""
"2015.0","2.0","27.0","58.0","6779.0","0.42","0.9","0.0","2.77","0.9","2.49","0.0","0.0","0.0","0.0","37.84","113.85","502.92","251.46","465.08","389.07","0.0","","","","","","",""
"2015.0","2.0","28.0","59.0","6779.0","0.41","0.9","0.0","1.93","0.9","1.74","0.0","0.0","0.0","0.0","39.58","113.85","502.92","251.46","463.34","389.07","0.0","","","","","","",""
"2015.0","3.0","1.0","60.0","6779.0","0.4","0.9","0.0","2.68","0.9","2.41","0.0","0.0","0.0","0.0","41.99","113.85","502.92","251.46","460.93","389.07","0.0","","","","","","",""
"2015.0","3.0","2.0","61.0","6779.0","0.39","0.9","0.0","2.33","0.9","2.1","0.0","0.0","0.0","0.0","44.09","113.85","502.92","251.46","458.83","389.07","0.0","","","","","","",""
"2015.0","3.0","3.0","62.0","6779.0","0.38","0.9","0.0","2.59","0.9","2.33","1.02","1.02","0.0","0.0","45.4","113.85","502.92","251.46","457.52","389.07","0.0","","","","","","",""
"2015.0","3.0","4.0","63.0","6779.0","0.37","0.9","0.0","2.6","0.9","2.34","0.0","0.0","0.0","0.0","47.74","113.85","502.92","251.46","455.18","389.07","0.0","","","","","","",""
"2015.0","3.0","5.0","64.0","6779.0","0.36","0.9","0.0","2.79","0.9","2.51","0.0","0.0","0.0","0.0","50.25","113.85","502.92","251.46","452.67","389.07","0.0","","","","","","",""
"2015.0","3.0","6.0","65.0","6779.0","0.35","0.9","0.0","3.0","0.9","2.7","0.0","0.0","0.0","0.0","52.95","113.85","502.92","251.46","449.97","389.07","0.0","","","","","","",""
"2015.0","3.0","7.0","66.0","6779.0","0.35","0.9","0.0","2.8","0.9","2.52","0.0","0.0","0.0","0.0","55.47","113.85","502.92","251.46","447.45","389.07","0.0","","","","","","",""
"2015.0","3.0","8.0","67.0","6779.0","0.34","0.9","0.0","2.98","0.9","2.68","0.0","0.0","0.0","0.0","58.15","113.85","502.92","251.46","444.77","389.07","0.0","","","","","","",""
"2015.0","3.0","9.0","68.0","6779.0","0.33","0.9","0.0","3.06","0.9","2.75","0.0","0.0","0.0","0.0","60.91","113.85","502.92","251.46","442.01","389.07","0.0","","","","","","",""
"2015.0","3.0","10.0","69.0","6779.0","0.32","0.9","0.0","2.4","0.9","2.16","0.0","0.0","0.0","0.0","63.07","113.85","502.92","251.46","439.85","389.07","0.0","","","","","","",""
"2015.0","3.0","11.0","70.0","6779.0","0.32","0.9","0.0","2.11","0.9","1.9","1.32","1.32","0.0","0.0","63.65","113.85","502.92","251.46","439.27","389.07","0.0","","","","","","",""
"2015.0","3.0","12.0","71.0","6779.0","1.08","0.9","0.0","3.47","1.08","3.75","3.55","3.55","0.0","0.0","63.85","113.85","502.92","251.46","439.07","389.07","0.0","","","","","","",""
"2015.0","3.0","13.0","72.0","6779.0","1.06","0.9","0.0","3.11","1.06","3.29","0.0","0.0","0.0","0.0","67.14","113.85","502.92","251.46","435.78","389.07","0.0","","","","","","",""
"2015.0","3.0","14.0","73.0","6779.0","0.86","0.9","0.0","3.29","0.9","2.96","0.0","0.0","0.0","0.0","70.1","113.85","502.92","251.46","432.82","389.07","0.0","","","","","","",""
"2015.0","3.0","15.0","74.0","6779.0","0.73","0.9","0.0","3.85","0.9","3.47","0.0","0.0","0.0","0.0","73.56","113.85","502.92","251.46","429.36","389.07","0.0","","","","","","",""
"2015.0","3.0","16.0","75.0","6779.0","0.68","0.9","0.0","2.46","0.9","2.21","0.0","0.0","0.0","0.0","75.78","113.85","502.92","251.46","427.14","389.07","0.0","","","","","","",""
"2015.0","3.0","17.0","76.0","6779.0","0.61","0.9","0.0","3.49","0.9","3.14","0.0","0.0","0.0","0.0","78.92","113.85","502.92","251.46","424.0","389.07","0.0","","","","","","",""
"2015.0","3.0","18.0","77.0","6779.0","0.56","0.9","0.0","3.89","0.9","3.5","0.0","0.0","0.0","0.0","82.42","113.85","502.92","251.46","420.5","389.07","0.0","","","","","","",""
"2015.0","3.0","19.0","78.0","6779.0","0.52","0.9","0.0","3.94","0.9","3.55","0.0","0.0","0.0","0.0","85.96","113.85","502.92","251.46","416.96","389.07","0.0","","","","","","",""
"2015.0","3.0","20.0","79.0","6779.0","0.49","0.9","0.0","3.11","0.9","2.8","0.0","0.0","0.0","0.0","88.76","113.85","502.92","251.46","414.16","389.07","0.0","","","","","","",""
"2015.0","3.0","21.0","80.0","6779.0","0.46","0.9","0.0","3.63","0.9","3.27","0.0","0.0","0.0","0.0","92.03","113.85","502.92","251.46","410.89","389.07","0.0","","","","","","",""
"2015.0","3.0","22.0","81.0","6779.0","0.44","0.9","0.0","3.27","0.9","2.94","0.0","0.0","0.0","0.0","94.97","113.85","502.92","251.46","407.95","389.07","0.0","","","","","","",""
"2015.0","3.0","23.0","82.0","6779.0","0.42","0.9","0.0","3.28","0.9","2.95","0.25","0.25","0.0","0.0","97.67","113.85","502.92","251.46","405.25","389.07","0.0","","","","","","",""
"2015.0","3.0","24.0","83.0","6779.0","0.41","0.9","0.0","3.19","0.9","2.87","0.0","0.0","0.0","0.0","100.55","113.85","502.92","251.46","402.37","389.07","0.0","","","","","","",""
"2015.0","3.0","25.0","84.0","6779.0","0.39","0.9","0.0","4.23","0.9","3.81","0.0","0.0","0.0","0.0","104.35","113.85","502.92","251.46","398.57","389.07","0.0","","","","","","",""
"2015.0","3.0","26.0","85.0","6779.0","0.37","0.9","0.0","3.92","0.9","3.53","0.0","0.0","0.0","0.0","107.88","113.85","502.92","251.46","395.04","389.07","0.0","","","","","","",""
"2015.0","3.0","27.0","86.0","6779.0","0.36","0.9","0.0","4.55","0.9","4.1","0.0","0.0","0.0","0.0","111.98","113.85","502.92","251.46","390.94","389.07","0.0","","","","","","",""
"2015.0","3.0","28.0","87.0","6779.0","0.34","0.9","0.0","4.99","0.9","4.49","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","116.47","","","","","","",""
"2015.0","3.0","29.0","88.0","6779.0","0.33","0.9","0.0","4.76","0.9","4.28","0.0","0.0","0.0","0.0","4.28","113.85","502.92","251.46","498.64","389.07","0.0","","","","","","",""
"2015.0","3.0","30.0","89.0","6779.0","0.32","0.9","0.0","4.57","0.9","4.11","0.0","0.0","0.0","0.0","8.4","113.85","502.92","251.46","494.52","389.07","0.0","","","","","","",""
"2015.0","3.0","31.0","90.0","6779.0","0.31","0.9","0.0","4.61","0.9","4.15","0.0","0.0","0.0","0.0","12.55","113.85","502.92","251.46","490.37","389.07","0.0","","","","","","",""
"2015.0","4.0","1.0","91.0","6779.0","0.3","0.9","0.0","4.22","0.9","3.8","0.0","0.0","0.0","0.0","16.34","113.85","502.92","251.46","486.58","389.07","0.0","","","","","","",""
"2015.0","4.0","2.0","92.0","6779.0","0.29","0.9","0.0","5.59","0.9","5.03","0.0","0.0","0.0","0.0","21.38","113.85","502.92","251.46","481.55","389.07","0.0","","","","","","",""
"2015.0","4.0","3.0","93.0","6779.0","0.28","0.9","0.0","4.63","0.9","4.17","0.0","0.0","0.0","0.0","25.54","113.85","502.92","251.46","477.38","389.07","0.0","","","","","","",""
"2015.0","4.0","4.0","94.0","6779.0","0.28","0.9","0.0","4.53","0.9","4.08","0.0","0.0","0.0","0.0","29.62","113.85","502.92","251.46","473.3","389.07","0.0","","","","","","",""
"2015.0","4.0","5.0","95.0","6779.0","0.27","0.9","0.0","2.58","0.9","2.32","0.0","0.0","0.0","0.0","31.94","113.85","502.92","251.46","470.98","389.07","0.0","","","","","","",""
"2015.0","4.0","6.0","96.0","6779.0","0.27","0.9","0.0","2.98","0.9","2.68","1.42","1.42","0.0","0.0","33.2","113.85","502.92","251.46","469.72","389.07","0.0","","","","","","",""
"2015.0","4.0","7.0","97.0","6779.0","1.12","0.9","0.0","2.41","1.12","2.71","6.49","6.49","0.0","0.0","29.42","113.85","502.92","251.46","473.5","389.07","0.0","","","","","","",""
"2015.0","4.0","8.0","98.0","6779.0","1.1","0.9","0.0","2.91","1.1","3.21","13.25","13.25","0.0","0.0","19.38","113.85","502.92","251.46","483.54","389.07","0.0","","","","","","",""
"2015.0","4.0","9.0","99.0","6779.0","1.07","0.9","0.0","3.48","1.07","3.74","0.0","0.0","0.0","0.0","23.12","113.85","502.92","251.46","479.8","389.07","0.0","","","","","","",""
"2015.0","4.0","10.0","100.0","6779.0","0.83","0.9","0.0","4.13","0.9","3.72","0.0","0.0","0.0","0.0","26.84","113.85","502.92","251.46","476.08","389.07","0.0","","","","","","",""
"2015.0","4.0","11.0","101.0","6779.0","0.7","0.9","0.0","4.29","0.9","3.86","0.0","0.0","0.0","0.0","30.7","113.85","502.92","251.46","472.22","389.07","0.0","","","","","","",""
"2015.0","4.0","12.0","102.0","6779.0","0.6","0.9","0.0","4.97","0.9","4.47","0.0","0.0","0.0","0.0","35.17","113.85","502.92","251.46","467.75","389.07","0.0","","","","","","",""
"2015.0","4.0","13.0","103.0","6779.0","0.53","0.9","0.0","5.12","0.9","4.61","0.0","0.0","0.0","0.0","39.78","113.85","502.92","251.46","463.14","389.07","0.0","","","","","","",""
"2015.0","4.0","14.0","104.0","6779.0","0.49","0.9","0.0","4.85","0.9","4.37","0.0","0.0","0.0","0.0","44.15","113.85","502.92","251.46","458.77","389.07","0.0","","","","","","",""
"2015.0","4.0","15.0","105.0","6779.0","0.44","0.9","0.0","6.7","0.9","6.03","0.0","0.0","0.0","0.0","50.18","113.85","502.92","251.46","452.74","389.07","0.0","","","","","","",""
"2015.0","4.0","16.0","106.0","6779.0","0.4","0.9","0.0","6.12","0.9","5.51","0.0","0.0","0.0","0.0","55.69","113.85","502.92","251.46","447.23","389.07","0.0","","","","","","",""
"2015.0","4.0","17.0","107.0","6779.0","0.38","0.9","0.0","5.33","0.9","4.8","0.0","0.0","0.0","0.0","60.48","113.85","502.92","251.46","442.44","389.07","0.0","","","","","","",""
"2015.0","4.0","18.0","108.0","6779.0","0.36","0.9","0.0","5.03","0.9","4.53","0.0","0.0","0.0","0.0","65.01","113.85","502.92","251.46","437.91","389.07","0.0","","","","","","",""
"2015.0","4.0","19.0","109.0","6779.0","0.34","0.9","0.0","5.36","0.9","4.82","0.0","0.0","0.0","0.0","69.83","113.85","502.92","251.46","433.09","389.07","0.0","","","","","","",""
"2015.0","4.0","20.0","110.0","6779.0","0.33","0.9","0.0","4.9","0.9","4.41","0.0","0.0","0.0","0.0","74.24","113.85","502.92","251.46","428.68","389.07","0.0","","","","","","",""
"2015.0","4.0","21.0","111.0","6779.0","0.32","0.9","0.0","3.95","0.9","3.56","0.0","0.0","0.0","0.0","77.8","113.85","502.92","251.46","425.12","389.07","0.0","","","","","","",""
"2015.0","4.0","22.0","112.0","6779.0","0.31","0.9","0.0","4.22","0.9","3.8","0.0","0.0","0.0","0.0","81.6","113.85","502.92","251.46","421.32","389.07","0.0","","","","","","",""
"2015.0","4.0","23.0","113.0","6779.0","0.3","0.9","0.0","4.83","0.9","4.35","0.0","0.0","0.0","0.0","85.94","113.85","502.92","251.46","416.98","389.07","0.0","","","","","","",""
"2015.0","4.0","24.0","114.0","6779.0","0.29","0.9","0.0","4.92","0.9","4.43","0.0","0.0","0.0","0.0","90.37","113.85","502.92","251.46","412.55","389.07","0.0","","","","","","",""
"2015.0","4.0","25.0","115.0","6779.0","1.06","0.9","0.0","4.12","1.06","4.35","14.13","14.13","0.0","0.0","80.59","113.85","502.92","251.46","422.33","389.07","0.0","","","","","","",""
"2015.0","4.0","26.0","116.0","6779.0","0.87","0.9","0.0","5.12","0.9","4.61","0.0","0.0","0.0","0.0","85.2","113.85","502.92","251.46","417.72","389.07","0.0","","","","","","",""
"2015.0","4.0","27.0","117.0","6779.0","0.67","0.9","0.0","6.14","0.9","5.53","0.0","0.0","0.0","0.0","90.72","113.85","502.92","251.46","412.2","389.07","0.0","","","","","","",""
"2015.0","4.0","28.0","118.0","6779.0","0.57","0.9","0.0","5.67","0.9","5.1","0.0","0.0","0.0","0.0","95.83","113.85","502.92","251.46","407.09","389.07","0.0","","","","","","",""
"2015.0","4.0","29.0","119.0","6779.0","0.51","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","100.64","113.85","502.92","251.46","402.28","389.07","0.0","","","","","","",""
"2015.0","4.0","30.0","120.0","6779.0","0.45","0.9","0.0","6.54","0.9","5.89","0.0","0.0","0.0","0.0","106.53","113.85","502.92","251.46","396.39","389.07","0.0","","","","","","",""
"2015.0","5.0","1.0","121.0","6779.0","0.41","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","112.42","113.85","502.92","251.46","390.5","389.07","0.0","","","","","","",""
"2015.0","5.0","2.0","122.0","6779.0","0.38","0.9","0.0","6.19","0.9","5.57","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","117.99","","","","","","",""
"2015.0","5.0","3.0","123.0","6779.0","0.36","0.9","0.0","5.44","0.9","4.9","0.0","0.0","0.0","0.0","4.9","113.85","502.92","251.46","498.02","389.07","0.0","","","","","","",""
"2015.0","5.0","4.0","124.0","6779.0","0.35","0.9","0.0","4.95","0.9","4.46","0.0","0.0","0.0","0.0","9.35","113.85","502.92","251.46","493.57","389.07","0.0","","","","","","",""
"2015.0","5.0","5.0","125.0","6779.0","0.33","0.9","0.0","4.89","0.9","4.4","0.0","0.0","0.0","0.0","13.75","113.85","502.92","251.46","489.17","389.07","0.0","","","","","","",""
"2015.0","5.0","6.0","126.0","6779.0","0.32","0.9","0.0","5.24","0.9","4.72","0.0","0.0","0.0","0.0","18.47","113.85","502.92","251.46","484.45","389.07","0.0","","","","","","",""
"2015.0","5.0","7.0","127.0","6779.0","0.31","0.9","0.0","4.2","0.9","3.78","0.45","0.45","0.0","0.0","21.8","113.85","502.92","251.46","481.12","389.07","0.0","","","","","","",""
"2015.0","5.0","8.0","128.0","6779.0","0.3","0.9","0.0","4.53","0.9","4.08","0.55","0.55","0.0","0.0","25.33","113.85","502.92","251.46","477.6","389.07","0.0","","","","","","",""
"2015.0","5.0","9.0","129.0","6779.0","0.29","0.9","0.0","5.14","0.9","4.63","0.0","0.0","0.0","0.0","29.95","113.85","502.92","251.46","472.97","389.07","0.0","","","","","","",""
"2015.0","5.0","10.0","130.0","6779.0","0.28","0.9","0.0","5.31","0.9","4.78","0.0","0.0","0.0","0.0","34.73","113.85","502.92","251.46","468.19","389.07","0.0","","","","","","",""
"2015.0","5.0","11.0","131.0","6779.0","0.27","0.9","0.0","5.28","0.9","4.75","0.0","0.0","0.0","0.0","39.48","113.85","502.92","251.46","463.44","389.07","0.0","","","","","","",""
"2015.0","5.0","12.0","132.0","6779.0","0.27","0.9","0.0","5.03","0.9","4.53","0.0","0.0","0.0","0.0","44.01","113.85","502.92","251.46","458.91","389.07","0.0","","","","","","",""
"2015.0","5.0","13.0","133.0","6779.0","0.26","0.9","0.0","4.79","0.9","4.31","0.0","0.0","0.0","0.0","48.32","113.85","502.92","251.46","454.6","389.07","0.0","","","","","","",""
"2015.0","5.0","14.0","134.0","6779.0","0.26","0.9","0.0","3.95","0.9","3.56","0.0","0.0","0.0","0.0","51.88","113.85","502.92","251.46","451.05","389.07","0.0","","","","","","",""
"2015.0","5.0","15.0","135.0","6779.0","0.25","0.9","0.0","4.75","0.9","4.28","0.02","0.02","0.0","0.0","56.13","113.85","502.92","251.46","446.79","389.07","0.0","","","","","","",""
"2015.0","5.0","16.0","136.0","6779.0","0.24","0.9","0.0","4.87","0.9","4.38","0.0","0.0","0.0","0.0","60.51","113.85","502.92","251.46","442.41","389.07","0.0","","","","","","",""
"2015.0","5.0","17.0","137.0","6779.0","0.24","0.9","0.0","4.0","0.9","3.6","0.0","0.0","0.0","0.0","64.11","113.85","502.92","251.46","438.81","389.07","0.0","","","","","","",""
"2015.0","5.0","18.0","138.0","6779.0","0.24","0.9","0.0","4.7","0.9","4.23","0.0","0.0","0.0","0.0","68.34","113.85","502.92","251.46","434.58","389.07","0.0","","","","","","",""
"2015.0","5.0","19.0","139.0","6779.0","0.23","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","72.91","113.85","502.92","251.46","430.01","389.07","0.0","","","","","","",""
"2015.0","5.0","20.0","140.0","6779.0","0.23","0.9","0.0","5.05","0.9","4.55","0.0","0.0","0.0","0.0","77.45","113.85","502.92","251.46","425.47","389.07","0.0","","","","","","",""
"2015.0","5.0","21.0","141.0","6779.0","0.22","0.9","0.0","4.58","0.9","4.12","0.0","0.0","0.0","0.0","81.57","113.85","502.92","251.46","421.35","389.07","0.0","","","","","","",""
"2015.0","5.0","22.0","142.0","6779.0","0.22","0.9","0.0","4.94","0.9","4.45","0.0","0.0","0.0","0.0","86.02","113.85","502.92","251.46","416.9","389.07","0.0","","","","","","",""
"2015.0","5.0","23.0","143.0","6779.0","0.22","0.9","0.0","4.77","0.9","4.29","0.0","0.0","0.0","0.0","90.31","113.85","502.92","251.46","412.61","389.07","0.0","","","","","","",""
"2015.0","5.0","24.0","144.0","6779.0","0.21","0.9","0.0","5.77","0.9","5.19","0.0","0.0","0.0","0.0","95.51","113.85","502.92","251.46","407.42","389.07","0.0","","","","","","",""
"2015.0","5.0","25.0","145.0","6779.0","0.21","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","100.53","113.85","502.92","251.46","402.39","389.07","0.0","","","","","","",""
"2015.0","5.0","26.0","146.0","6779.0","0.2","0.9","0.0","5.63","0.9","5.07","0.0","0.0","0.0","0.0","105.59","113.85","502.92","251.46","397.33","389.07","0.0","","","","","","",""
"2015.0","5.0","27.0","147.0","6779.0","0.2","0.9","0.0","5.67","0.9","5.1","0.0","0.0","0.0","0.0","110.7","113.85","502.92","251.46","392.22","389.07","0.0","","","","","","",""
"2015.0","5.0","28.0","148.0","6779.0","0.2","0.9","0.0","5.48","0.9","4.93","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","115.63","","","","","","",""
"2015.0","5.0","29.0","149.0","6779.0","0.19","0.9","0.0","6.16","0.9","5.54","0.0","0.0","0.0","0.0","5.54","113.85","502.92","251.46","497.38","389.07","0.0","","","","","","",""
"2015.0","5.0","30.0","150.0","6779.0","0.19","0.9","0.0","6.49","0.9","5.84","0.0","0.0","0.0","0.0","11.39","113.85","502.92","251.46","491.54","389.07","0.0","","","","","","",""
"2015.0","5.0","31.0","151.0","6779.0","0.19","0.9","0.0","5.57","0.9","5.01","0.0","0.0","0.0","0.0","16.4","113.85","502.92","251.46","486.52","389.07","0.0","","","","","","",""
"2015.0","6.0","1.0","152.0","6779.0","0.19","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","21.4","113.85","502.92","251.46","481.52","389.07","0.0","","","","","","",""
"2015.0","6.0","2.0","153.0","6779.0","0.18","0.9","0.0","5.75","0.9","5.18","0.0","0.0","0.0","0.0","26.58","113.85","502.92","251.46","476.34","389.07","0.0","","","","","","",""
"2015.0","6.0","3.0","154.0","6779.0","0.18","0.9","0.0","5.65","0.9","5.09","0.0","0.0","0.0","0.0","31.66","113.85","502.92","251.46","471.26","389.07","0.0","","","","","","",""
"2015.0","6.0","4.0","155.0","6779.0","0.18","0.9","0.0","5.94","0.9","5.35","0.0","0.0","0.0","0.0","37.01","113.85","502.92","251.46","465.91","389.07","0.0","","","","","","",""
"2015.0","6.0","5.0","156.0","6779.0","0.17","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","43.25","113.85","502.92","251.46","459.68","389.07","0.0","","","","","","",""
"2015.0","6.0","6.0","157.0","6779.0","0.17","0.9","0.0","6.53","0.9","5.88","0.01","0.01","0.0","0.0","49.11","113.85","502.92","251.46","453.81","389.07","0.0","","","","","","",""
"2015.0","6.0","7.0","158.0","6779.0","0.17","0.9","0.0","7.06","0.9","6.35","0.0","0.0","0.0","0.0","55.47","113.85","502.92","251.46","447.45","389.07","0.0","","","","","","",""
"2015.0","6.0","8.0","159.0","6779.0","0.17","0.9","0.0","7.42","0.9","6.68","0.0","0.0","0.0","0.0","62.14","113.85","502.92","251.46","440.78","389.07","0.0","","","","","","",""
"2015.0","6.0","9.0","160.0","6779.0","0.16","0.9","0.0","7.22","0.9","6.5","0.0","0.0","0.0","0.0","68.64","113.85","502.92","251.46","434.28","389.07","0.0","","","","","","",""
"2015.0","6.0","10.0","161.0","6779.0","0.16","0.9","0.0","2.57","0.9","2.31","0.07","0.07","0.0","0.0","70.89","113.85","502.92","251.46","432.04","389.07","0.0","","","","","","",""
"2015.0","6.0","11.0","162.0","6779.0","0.16","0.9","0.0","7.16","0.9","6.44","1.22","1.22","0.0","0.0","76.11","113.85","502.92","251.46","426.81","389.07","0.0","","","","","","",""
"2015.0","6.0","12.0","163.0","6779.0","0.16","0.9","0.0","8.08","0.9","7.27","0.0","0.0","0.0","0.0","83.38","113.85","502.92","251.46","419.54","389.07","0.0","","","","","","",""
"2015.0","6.0","13.0","164.0","6779.0","0.16","0.9","0.0","7.66","0.9","6.89","0.0","0.0","0.0","0.0","90.28","113.85","502.92","251.46","412.65","389.07","0.0","","","","","","",""
"2015.0","6.0","14.0","165.0","6779.0","0.15","0.9","0.0","6.92","0.9","6.23","0.0","0.0","0.0","0.0","96.5","113.85","502.92","251.46","406.42","389.07","0.0","","","","","","",""
"2015.0","6.0","15.0","166.0","6779.0","0.15","0.9","0.0","6.72","0.9","6.05","0.0","0.0","0.0","0.0","102.55","113.85","502.92","251.46","400.37","389.07","0.0","","","","","","",""
"2015.0","6.0","16.0","167.0","6779.0","0.15","0.9","0.0","7.03","0.9","6.33","0.0","0.0","0.0","0.0","108.88","113.85","502.92","251.46","394.04","389.07","0.0","","","","","","",""
"2015.0","6.0","17.0","168.0","6779.0","0.15","0.9","0.0","6.97","0.9","6.27","0.0","0.0","0.0","0.0","0.0","113.85","502.92","251.46","502.92","389.07","115.15","","","","","","",""
"2015.0","6.0","18.0","169.0","6779.0","0.15","0.9","0.0","7.75","0.9","6.98","0.0","0.0","0.0","0.0","6.98","113.85","502.92","251.46","495.95","389.07","0.0","","","","","","",""
"2015.0","6.0","19.0","170.0","6779.0","0.14","0.9","0.0","7.43","0.9","6.69","0.0","0.0","0.0","0.0","13.66","113.85","502.92","251.46","489.26","389.07","0.0","","","","","","",""
"2015.0","6.0","20.0","171.0","6779.0","0.14","0.9","0.0","7.17","0.9","6.45","0.0","0.0","0.0","0.0","20.12","113.85","502.92","251.46","482.81","389.07","0.0","","","","","","",""
"2015.0","6.0","21.0","172.0","6779.0","0.14","0.9","0.0","7.78","0.9","7.0","0.0","0.0","0.0","0.0","27.12","113.85","502.92","251.46","475.8","389.07","0.0","","","","","","",""
"2015.0","6.0","22.0","173.0","6779.0","0.14","0.9","0.0","6.99","0.9","6.29","0.0","0.0","0.0","0.0","33.41","113.85","502.92","251.46","469.51","389.07","0.0","","","","","","",""
"2015.0","6.0","23.0","174.0","6779.0","0.14","0.9","0.0","7.45","0.9","6.71","0.0","0.0","0.0","0.0","40.11","113.85","502.92","251.46","462.81","389.07","0.0","","","","","","",""
"2015.0","6.0","24.0","175.0","6779.0","0.14","0.9","0.0","7.51","0.9","6.76","0.0","0.0","0.0","0.0","46.87","113.85","502.92","251.46","456.05","389.07","0.0","","","","","","",""
"2015.0","6.0","25.0","176.0","6779.0","0.14","0.9","0.0","7.98","0.9","7.18","0.0","0.0","0.0","0.0","54.05","113.85","502.92","251.46","448.87","389.07","0.0","","","","","","",""
"2015.0","6.0","26.0","177.0","6779.0","0.13","0.9","0.0","8.46","0.9","7.61","0.0","0.0","0.0","0.0","61.67","113.85","502.92","251.46","441.25","389.07","0.0","","","","","","",""
"2015.0","6.0","27.0","178.0","6779.0","0.13","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","68.11","113.85","502.92","251.46","434.81","389.07","0.0","","","","","","",""
"2015.0","6.0","28.0","179.0","6779.0","0.13","0.9","0.0","7.43","0.9","6.69","0.0","0.0","0.0","0.0","74.8","113.85","502.92","251.46","428.12","389.07","0.0","","","","","","",""
"2015.0","6.0","29.0","180.0","6779.0","0.13","0.9","0.0","7.6","0.9","6.84","0.0","0.0","0.0","0.0","81.64","113.85","502.92","251.46","421.28","389.07","0.0","","","","","","",""
"2015.0","6.0","30.0","181.0","6779.0","0.13","0.9","0.0","7.68","0.9","6.91","0.0","0.0","0.0","0.0","88.55","113.85","502.92","251.46","414.37","389.07","0.0","","","","","","",""
