" Daily soil water balance output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","2.0","8.0","39.0","2938.0","1.16","0.0","0.0","1.56","1.16","1.81","12.26","12.26","0.0","0.0","2.43","24.3","197.51","98.76","195.08","173.21","0.0","","","","","","","","",""
"2015.0","2.0","9.0","40.0","2938.0","1.14","0.0","0.0","2.12","1.14","2.41","13.42","4.84","0.0","0.0","0.0","24.3","197.51","98.76","197.51","173.21","0.0","","","","","","","","",""
"2015.0","2.0","10.0","41.0","2938.0","1.14","0.0","0.0","1.87","1.14","2.13","0.0","0.0","0.0","0.0","2.13","24.3","197.51","98.76","195.38","173.21","0.0","","","","","","","","",""
"2015.0","2.0","11.0","42.0","2938.0","1.14","0.0","0.0","1.71","1.14","1.96","0.0","0.0","0.0","0.0","4.09","24.3","197.51","98.76","193.42","173.21","0.0","","","","","","","","",""
"2015.0","2.0","12.0","43.0","2938.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","6.09","24.3","197.51","98.76","191.42","173.21","0.0","","","","","","","","",""
"2015.0","2.0","13.0","44.0","2938.0","0.89","0.0","0.0","2.09","0.89","1.86","0.0","0.0","0.0","0.0","7.95","24.3","197.51","98.76","189.56","173.21","0.0","","","","","","","","",""
"2015.0","2.0","14.0","45.0","2938.0","0.8","0.0","0.0","2.2","0.8","1.76","0.0","0.0","0.0","0.0","9.71","24.3","197.51","98.76","187.8","173.21","0.0","","","","","","","","",""
"2015.0","2.0","15.0","46.0","2938.0","0.74","0.0","0.0","2.08","0.74","1.54","0.0","0.0","0.0","0.0","11.25","24.3","197.51","98.76","186.26","173.21","0.0","","","","","","","","",""
"2015.0","2.0","16.0","47.0","2938.0","0.69","0.0","0.0","2.09","0.69","1.44","0.0","0.0","0.0","0.0","12.69","24.3","197.51","98.76","184.82","173.21","0.0","","","","","","","","",""
"2015.0","2.0","17.0","48.0","2938.0","0.65","0.0","0.0","1.81","0.65","1.19","0.0","0.0","0.0","0.0","13.88","24.3","197.51","98.76","183.63","173.21","0.0","","","","","","","","",""
"2015.0","2.0","18.0","49.0","2938.0","0.63","0.0","0.0","1.72","0.63","1.08","0.0","0.0","0.0","0.0","14.96","24.3","197.51","98.76","182.56","173.21","0.0","","","","","","","","",""
"2015.0","2.0","19.0","50.0","2938.0","0.61","0.0","0.0","1.04","0.61","0.64","0.0","0.0","0.0","0.0","15.59","24.3","197.51","98.76","181.92","173.21","0.0","","","","","","","","",""
"2015.0","2.0","20.0","51.0","2938.0","0.59","0.0","0.0","1.75","0.59","1.03","0.0","0.0","0.0","0.0","16.62","24.3","197.51","98.76","180.89","173.21","0.0","","","","","","","","",""
"2015.0","2.0","21.0","52.0","2938.0","0.57","0.0","0.0","1.58","0.57","0.9","0.0","0.0","0.0","0.0","17.51","24.3","197.51","98.76","180.0","173.21","0.0","","","","","","","","",""
"2015.0","2.0","22.0","53.0","2938.0","0.53","0.0","0.0","2.95","0.53","1.58","0.0","0.0","0.0","0.0","19.09","24.3","197.51","98.76","178.42","173.21","0.0","","","","","","","","",""
"2015.0","2.0","23.0","54.0","2938.0","0.5","0.0","0.0","3.55","0.5","1.78","0.0","0.0","0.0","0.0","20.87","24.3","197.51","98.76","176.64","173.21","0.0","","","","","","","","",""
"2015.0","2.0","24.0","55.0","2938.0","0.48","0.0","0.0","2.71","0.48","1.3","0.0","0.0","0.0","0.0","22.18","24.3","197.51","98.76","175.33","173.21","0.0","","","","","","","","",""
"2015.0","2.0","25.0","56.0","2938.0","0.47","0.0","0.0","2.2","0.47","1.02","0.0","0.0","0.0","0.0","23.2","24.3","197.51","98.76","174.31","173.21","0.0","","","","","","","","",""
"2015.0","2.0","26.0","57.0","2938.0","0.45","0.0","0.0","2.91","0.45","1.3","0.0","0.0","0.0","0.0","24.5","24.3","197.51","98.76","173.01","173.21","0.0","","","","","","","","",""
"2015.0","2.0","27.0","58.0","2938.0","0.43","0.0","0.0","2.86","0.43","1.23","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","2.0","28.0","59.0","2938.0","0.42","0.0","0.0","2.01","0.42","0.85","0.0","0.0","0.0","0.0","25.15","24.3","197.51","98.76","172.36","173.21","0.0","","","","","","","","",""
"2015.0","3.0","1.0","60.0","2938.0","0.41","0.0","0.0","2.51","0.41","1.03","0.25","0.25","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","2.0","61.0","2938.0","0.4","0.0","0.0","2.21","0.4","0.88","0.0","0.0","0.0","0.0","25.18","24.3","197.51","98.76","172.33","173.21","0.0","","","","","","","","",""
"2015.0","3.0","3.0","62.0","2938.0","0.39","0.0","0.0","2.53","0.39","0.98","1.19","1.19","0.0","0.0","23.99","24.3","197.51","98.76","173.52","173.21","0.0","","","","","","","","",""
"2015.0","3.0","4.0","63.0","2938.0","0.38","0.0","0.0","2.61","0.38","0.99","0.0","0.0","0.0","0.0","24.98","24.3","197.51","98.76","172.53","173.21","0.0","","","","","","","","",""
"2015.0","3.0","5.0","64.0","2938.0","0.37","0.0","0.0","2.81","0.37","1.04","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","6.0","65.0","2938.0","0.36","0.0","0.0","2.99","0.36","1.08","0.0","0.0","0.0","0.0","25.38","24.3","197.51","98.76","172.13","173.21","0.0","","","","","","","","",""
"2015.0","3.0","7.0","66.0","2938.0","0.35","0.0","0.0","2.88","0.35","1.01","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","8.0","67.0","2938.0","0.34","0.0","0.0","2.97","0.34","1.02","0.0","0.0","0.0","0.0","25.32","24.3","197.51","98.76","172.19","173.21","0.0","","","","","","","","",""
"2015.0","3.0","9.0","68.0","2938.0","0.34","0.0","0.0","2.92","0.34","0.98","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","10.0","69.0","2938.0","0.33","0.0","0.0","2.53","0.33","0.83","0.0","0.0","0.0","0.0","25.13","24.3","197.51","98.76","172.38","173.21","0.0","","","","","","","","",""
"2015.0","3.0","11.0","70.0","2938.0","0.32","0.0","0.0","2.06","0.32","0.67","1.21","1.21","0.0","0.0","23.92","24.3","197.51","98.76","173.59","173.21","0.0","","","","","","","","",""
"2015.0","3.0","12.0","71.0","2938.0","1.09","0.0","0.0","3.36","1.09","3.65","3.33","3.33","0.0","0.0","24.24","24.3","197.51","98.76","173.27","173.21","0.0","","","","","","","","",""
"2015.0","3.0","13.0","72.0","2938.0","1.07","0.0","0.0","3.07","1.07","3.29","0.0","0.0","0.0","0.0","27.53","24.3","197.51","98.76","169.98","173.21","0.0","","","","","","","","",""
"2015.0","3.0","14.0","73.0","2938.0","0.86","0.0","0.0","3.44","0.86","2.97","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","15.0","74.0","2938.0","0.73","0.0","0.0","3.99","0.73","2.9","0.0","0.0","0.0","0.0","27.2","24.3","197.51","98.76","170.31","173.21","0.0","","","","","","","","",""
"2015.0","3.0","16.0","75.0","2938.0","0.66","0.0","0.0","2.83","0.66","1.88","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","17.0","76.0","2938.0","0.6","0.0","0.0","3.65","0.6","2.19","0.0","0.0","0.0","0.0","26.49","24.3","197.51","98.76","171.02","173.21","0.0","","","","","","","","",""
"2015.0","3.0","18.0","77.0","2938.0","0.55","0.0","0.0","3.82","0.55","2.1","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","19.0","78.0","2938.0","0.51","0.0","0.0","3.83","0.51","1.96","0.0","0.0","0.0","0.0","26.26","24.3","197.51","98.76","171.25","173.21","0.0","","","","","","","","",""
"2015.0","3.0","20.0","79.0","2938.0","0.48","0.0","0.0","3.23","0.48","1.56","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","21.0","80.0","2938.0","0.46","0.0","0.0","3.56","0.46","1.63","0.0","0.0","0.0","0.0","25.93","24.3","197.51","98.76","171.58","173.21","0.0","","","","","","","","",""
"2015.0","3.0","22.0","81.0","2938.0","0.44","0.0","0.0","3.17","0.44","1.39","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","23.0","82.0","2938.0","0.42","0.0","0.0","3.21","0.42","1.35","0.72","0.72","0.0","0.0","24.93","24.3","197.51","98.76","172.58","173.21","0.0","","","","","","","","",""
"2015.0","3.0","24.0","83.0","2938.0","0.41","0.0","0.0","3.34","0.41","1.35","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","25.0","84.0","2938.0","0.39","0.0","0.0","4.1","0.39","1.59","0.0","0.0","0.0","0.0","25.89","24.3","197.51","98.76","171.62","173.21","0.0","","","","","","","","",""
"2015.0","3.0","26.0","85.0","2938.0","0.37","0.0","0.0","3.96","0.37","1.48","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","27.0","86.0","2938.0","0.36","0.0","0.0","4.5","0.36","1.61","0.0","0.0","0.0","0.0","25.91","24.3","197.51","98.76","171.6","173.21","0.0","","","","","","","","",""
"2015.0","3.0","28.0","87.0","2938.0","0.34","0.0","0.0","4.95","0.34","1.69","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","29.0","88.0","2938.0","0.33","0.0","0.0","4.75","0.33","1.56","0.0","0.0","0.0","0.0","25.86","24.3","197.51","98.76","171.65","173.21","0.0","","","","","","","","",""
"2015.0","3.0","30.0","89.0","2938.0","0.32","0.0","0.0","4.57","0.32","1.46","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","","","",""
"2015.0","3.0","31.0","90.0","2938.0","0.31","0.0","0.0","4.69","0.31","1.45","0.0","0.0","0.0","0.0","25.75","24.3","197.51","98.76","171.77","173.21","0.0","","","","","","","","",""
"2015.0","4.0","1.0","91.0","2938.0","0.3","0.8","0.0","4.21","0.8","3.37","0.0","0.0","0.0","0.0","29.11","44.06","197.51","98.76","168.4","153.45","0.0","","","","","","","","",""
"2015.0","4.0","2.0","92.0","2938.0","0.29","0.8","0.0","5.44","0.8","4.35","0.0","0.0","0.0","0.0","33.47","44.06","197.51","98.76","164.05","153.45","0.0","","","","","","","","",""
"2015.0","4.0","3.0","93.0","2938.0","0.28","0.8","0.0","4.68","0.8","3.74","0.0","0.0","0.0","0.0","37.21","44.06","197.51","98.76","160.3","153.45","0.0","","","","","","","","",""
"2015.0","4.0","4.0","94.0","2938.0","0.28","0.8","0.0","4.56","0.8","3.65","0.0","0.0","0.0","0.0","40.86","44.06","197.51","98.76","156.65","153.45","0.0","","","","","","","","",""
"2015.0","4.0","5.0","95.0","2938.0","0.27","0.8","0.0","2.58","0.8","2.06","0.04","0.04","0.0","0.0","42.88","44.06","197.51","98.76","154.63","153.45","0.0","","","","","","","","",""
"2015.0","4.0","6.0","96.0","2938.0","0.27","0.8","0.0","3.08","0.8","2.46","2.02","2.02","0.0","0.0","43.33","44.06","197.51","98.76","154.19","153.45","0.0","","","","","","","","",""
"2015.0","4.0","7.0","97.0","2938.0","1.11","0.8","0.0","2.76","1.11","3.06","4.27","4.27","0.0","0.0","42.12","44.06","197.51","98.76","155.39","153.45","0.0","","","","","","","","",""
"2015.0","4.0","8.0","98.0","2938.0","1.1","0.8","0.0","3.05","1.1","3.35","11.21","11.21","0.0","0.0","34.26","44.06","197.51","98.76","163.25","153.45","0.0","","","","","","","","",""
"2015.0","4.0","9.0","99.0","2938.0","1.06","0.8","0.0","3.51","1.06","3.72","0.0","0.0","0.0","0.0","37.97","44.06","197.51","98.76","159.54","153.45","0.0","","","","","","","","",""
"2015.0","4.0","10.0","100.0","2938.0","0.82","0.8","0.0","4.17","0.82","3.43","0.0","0.0","0.0","0.0","41.41","44.06","197.51","98.76","156.1","153.45","0.0","","","","","","","","",""
"2015.0","4.0","11.0","101.0","2938.0","0.69","0.8","0.0","4.35","0.8","3.48","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","44.89","","","","","","","","",""
"2015.0","4.0","12.0","102.0","2938.0","0.6","0.8","0.0","4.89","0.8","3.91","0.0","0.0","0.0","0.0","3.91","44.06","197.51","98.76","193.6","153.45","0.0","","","","","","","","",""
"2015.0","4.0","13.0","103.0","2938.0","0.53","0.8","0.0","5.01","0.8","4.01","0.0","0.0","0.0","0.0","7.92","44.06","197.51","98.76","189.59","153.45","0.0","","","","","","","","",""
"2015.0","4.0","14.0","104.0","2938.0","0.49","0.8","0.0","4.99","0.8","3.99","0.0","0.0","0.0","0.0","11.91","44.06","197.51","98.76","185.6","153.45","0.0","","","","","","","","",""
"2015.0","4.0","15.0","105.0","2938.0","0.44","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","16.91","44.06","197.51","98.76","180.6","153.45","0.0","","","","","","","","",""
"2015.0","4.0","16.0","106.0","2938.0","0.41","0.8","0.0","5.67","0.8","4.54","0.0","0.0","0.0","0.0","21.45","44.06","197.51","98.76","176.06","153.45","0.0","","","","","","","","",""
"2015.0","4.0","17.0","107.0","2938.0","0.38","0.8","0.0","5.38","0.8","4.3","0.0","0.0","0.0","0.0","25.75","44.06","197.51","98.76","171.76","153.45","0.0","","","","","","","","",""
"2015.0","4.0","18.0","108.0","2938.0","0.37","0.8","0.0","4.98","0.8","3.98","0.0","0.0","0.0","0.0","29.74","44.06","197.51","98.76","167.77","153.45","0.0","","","","","","","","",""
"2015.0","4.0","19.0","109.0","2938.0","0.35","0.8","0.0","5.17","0.8","4.14","0.0","0.0","0.0","0.0","33.87","44.06","197.51","98.76","163.64","153.45","0.0","","","","","","","","",""
"2015.0","4.0","20.0","110.0","2938.0","0.33","0.81","0.0","4.8","0.81","3.9","0.0","0.0","0.0","0.0","37.77","44.06","197.51","98.76","159.74","153.45","0.0","","","","","","","","",""
"2015.0","4.0","21.0","111.0","2938.0","0.32","0.83","0.0","3.84","0.83","3.17","0.0","0.0","0.0","0.0","40.95","44.06","197.51","98.76","156.56","153.45","0.0","","","","","","","","",""
"2015.0","4.0","22.0","112.0","2938.0","0.32","0.84","0.0","4.05","0.84","3.4","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","44.35","","","","","","","","",""
"2015.0","4.0","23.0","113.0","2938.0","0.31","0.85","0.0","4.79","0.85","4.08","0.0","0.0","0.0","0.0","4.08","44.06","197.51","98.76","193.43","153.45","0.0","","","","","","","","",""
"2015.0","4.0","24.0","114.0","2938.0","0.3","0.87","0.0","5.07","0.87","4.39","0.0","0.0","0.0","0.0","8.47","44.06","197.51","98.76","189.04","153.45","0.0","","","","","","","","",""
"2015.0","4.0","25.0","115.0","2938.0","1.06","0.88","0.0","4.03","1.06","4.27","10.88","10.88","0.0","0.0","1.86","44.06","197.51","98.76","195.65","153.45","0.0","","","","","","","","",""
"2015.0","4.0","26.0","116.0","2938.0","0.87","0.89","0.0","5.17","0.89","4.61","0.0","0.0","0.0","0.0","6.46","44.06","197.51","98.76","191.05","153.45","0.0","","","","","","","","",""
"2015.0","4.0","27.0","117.0","2938.0","0.68","0.9","0.0","5.81","0.9","5.25","0.0","0.0","0.0","0.0","11.72","44.06","197.51","98.76","185.79","153.45","0.0","","","","","","","","",""
"2015.0","4.0","28.0","118.0","2938.0","0.58","0.92","0.0","5.63","0.92","5.16","0.0","0.0","0.0","0.0","16.88","44.06","197.51","98.76","180.63","153.45","0.0","","","","","","","","",""
"2015.0","4.0","29.0","119.0","2938.0","0.51","0.93","0.0","5.42","0.93","5.04","0.0","0.0","0.0","0.0","21.93","44.06","197.51","98.76","175.58","153.45","0.0","","","","","","","","",""
"2015.0","4.0","30.0","120.0","2938.0","0.46","0.94","0.0","6.46","0.94","6.09","0.0","0.0","0.0","0.0","28.02","44.06","197.51","98.76","169.49","153.45","0.0","","","","","","","","",""
"2015.0","5.0","1.0","121.0","2938.0","0.42","0.96","0.0","6.5","0.96","6.22","0.0","0.0","0.0","0.0","34.24","44.06","197.51","98.76","163.27","153.45","0.0","","","","","","","","",""
"2015.0","5.0","2.0","122.0","2938.0","0.39","0.97","0.0","5.93","0.97","5.75","0.0","0.0","0.0","0.0","39.99","44.06","197.51","98.76","157.52","153.45","0.0","","","","","","","","",""
"2015.0","5.0","3.0","123.0","2938.0","0.37","0.98","0.0","5.27","0.98","5.18","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","45.17","","","","","","","","",""
"2015.0","5.0","4.0","124.0","2938.0","0.35","1.0","0.0","4.89","1.0","4.87","0.0","0.0","0.0","0.0","4.87","44.06","197.51","98.76","192.64","153.45","0.0","","","","","","","","",""
"2015.0","5.0","5.0","125.0","2938.0","0.34","1.01","0.0","4.9","1.01","4.94","0.0","0.0","0.0","0.0","9.81","44.06","197.51","98.76","187.7","153.45","0.0","","","","","","","","",""
"2015.0","5.0","6.0","126.0","2938.0","0.32","1.02","0.0","5.04","1.02","5.15","0.0","0.0","0.0","0.0","14.96","44.06","197.51","98.76","182.55","153.45","0.0","","","","","","","","",""
"2015.0","5.0","7.0","127.0","2938.0","0.32","1.03","0.0","3.23","1.03","3.34","0.0","0.0","0.0","0.0","18.3","44.06","197.51","98.76","179.21","153.45","0.0","","","","","","","","",""
"2015.0","5.0","8.0","128.0","2938.0","0.31","1.05","0.0","4.37","1.05","4.58","1.13","1.13","0.0","0.0","21.75","44.06","197.51","98.76","175.76","153.45","0.0","","","","","","","","",""
"2015.0","5.0","9.0","129.0","2938.0","0.3","1.06","0.0","4.89","1.06","5.19","0.0","0.0","0.0","0.0","26.94","44.06","197.51","98.76","170.57","153.45","0.0","","","","","","","","",""
"2015.0","5.0","10.0","130.0","2938.0","0.29","1.07","0.0","5.25","1.07","5.64","0.0","0.0","0.0","0.0","32.58","44.06","197.51","98.76","164.93","153.45","0.0","","","","","","","","",""
"2015.0","5.0","11.0","131.0","2938.0","0.28","1.09","0.0","5.24","1.09","5.7","0.0","0.0","0.0","0.0","38.27","44.06","197.51","98.76","159.24","153.45","0.0","","","","","","","","",""
"2015.0","5.0","12.0","132.0","2938.0","0.27","1.1","0.0","5.05","1.1","5.56","0.0","0.0","0.0","0.0","43.83","44.06","197.51","98.76","153.68","153.45","0.0","","","","","","","","",""
"2015.0","5.0","13.0","133.0","2938.0","0.26","1.1","0.0","4.75","1.1","5.23","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","49.05","","","","","","","","",""
"2015.0","5.0","14.0","134.0","2938.0","0.26","1.1","0.0","3.29","1.1","3.62","0.0","0.0","0.0","0.0","3.62","44.06","197.51","98.76","193.89","153.45","0.0","","","","","","","","",""
"2015.0","5.0","15.0","135.0","2938.0","0.26","1.1","0.0","4.65","1.1","5.12","1.77","1.77","0.0","0.0","6.96","44.06","197.51","98.76","190.55","153.45","0.0","","","","","","","","",""
"2015.0","5.0","16.0","136.0","2938.0","0.25","1.1","0.0","4.81","1.1","5.29","0.0","0.0","0.0","0.0","12.26","44.06","197.51","98.76","185.26","153.45","0.0","","","","","","","","",""
"2015.0","5.0","17.0","137.0","2938.0","0.25","1.1","0.0","3.92","1.1","4.31","0.0","0.0","0.0","0.0","16.57","44.06","197.51","98.76","180.94","153.45","0.0","","","","","","","","",""
"2015.0","5.0","18.0","138.0","2938.0","0.24","1.1","0.0","4.84","1.1","5.32","0.0","0.0","0.0","0.0","21.89","44.06","197.51","98.76","175.62","153.45","0.0","","","","","","","","",""
"2015.0","5.0","19.0","139.0","2938.0","0.24","1.1","0.0","5.04","1.1","5.54","0.0","0.0","0.0","0.0","27.44","44.06","197.51","98.76","170.08","153.45","0.0","","","","","","","","",""
"2015.0","5.0","20.0","140.0","2938.0","0.23","1.1","0.0","4.95","1.1","5.45","0.0","0.0","0.0","0.0","32.88","44.06","197.51","98.76","164.63","153.45","0.0","","","","","","","","",""
"2015.0","5.0","21.0","141.0","2938.0","0.23","1.1","0.0","4.01","1.1","4.41","0.0","0.0","0.0","0.0","37.29","44.06","197.51","98.76","160.22","153.45","0.0","","","","","","","","",""
"2015.0","5.0","22.0","142.0","2938.0","0.22","1.1","0.0","4.85","1.1","5.34","0.0","0.0","0.0","0.0","42.63","44.06","197.51","98.76","154.88","153.45","0.0","","","","","","","","",""
"2015.0","5.0","23.0","143.0","2938.0","0.22","1.1","0.0","4.86","1.1","5.35","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","47.97","","","","","","","","",""
"2015.0","5.0","24.0","144.0","2938.0","0.22","1.1","0.0","5.54","1.1","6.09","0.0","0.0","0.0","0.0","6.09","44.06","197.51","98.76","191.42","153.45","0.0","","","","","","","","",""
"2015.0","5.0","25.0","145.0","2938.0","0.21","1.1","0.0","5.5","1.1","6.05","0.0","0.0","0.0","0.0","12.14","44.06","197.51","98.76","185.37","153.45","0.0","","","","","","","","",""
"2015.0","5.0","26.0","146.0","2938.0","0.21","1.1","0.0","5.52","1.1","6.07","0.0","0.0","0.0","0.0","18.22","44.06","197.51","98.76","179.29","153.45","0.0","","","","","","","","",""
"2015.0","5.0","27.0","147.0","2938.0","0.2","1.1","0.0","5.56","1.1","6.12","0.0","0.0","0.0","0.0","24.33","44.06","197.51","98.76","173.18","153.45","0.0","","","","","","","","",""
"2015.0","5.0","28.0","148.0","2938.0","0.2","1.1","0.0","5.42","1.1","5.96","0.0","0.0","0.0","0.0","30.29","44.06","197.51","98.76","167.22","153.45","0.0","","","","","","","","",""
"2015.0","5.0","29.0","149.0","2938.0","0.2","1.1","0.0","6.13","1.1","6.74","0.0","0.0","0.0","0.0","37.04","44.06","197.51","98.76","160.47","153.45","0.0","","","","","","","","",""
"2015.0","5.0","30.0","150.0","2938.0","0.19","1.1","0.0","6.48","1.1","7.13","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","44.17","","","","","","","","",""
"2015.0","5.0","31.0","151.0","2938.0","0.19","1.1","0.0","5.44","1.1","5.98","0.0","0.0","0.0","0.0","5.98","44.06","197.51","98.76","191.53","153.45","0.0","","","","","","","","",""
"2015.0","6.0","1.0","152.0","2938.0","0.19","1.1","0.0","5.54","1.1","6.09","0.0","0.0","0.0","0.0","12.08","44.06","197.51","98.76","185.43","153.45","0.0","","","","","","","","",""
"2015.0","6.0","2.0","153.0","2938.0","0.19","1.1","0.0","5.77","1.1","6.35","0.0","0.0","0.0","0.0","18.43","44.06","197.51","98.76","179.09","153.45","0.0","","","","","","","","",""
"2015.0","6.0","3.0","154.0","2938.0","0.18","1.1","0.0","5.57","1.1","6.13","0.0","0.0","0.0","0.0","24.55","44.06","197.51","98.76","172.96","153.45","0.0","","","","","","","","",""
"2015.0","6.0","4.0","155.0","2938.0","0.18","1.1","0.0","5.83","1.1","6.41","0.0","0.0","0.0","0.0","30.97","44.06","197.51","98.76","166.55","153.45","0.0","","","","","","","","",""
"2015.0","6.0","5.0","156.0","2938.0","0.18","1.1","0.0","6.52","1.1","7.17","0.0","0.0","0.0","0.0","38.14","44.06","197.51","98.76","159.37","153.45","0.0","","","","","","","","",""
"2015.0","6.0","6.0","157.0","2938.0","0.17","1.1","0.0","6.39","1.1","7.03","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","45.17","","","","","","","","",""
"2015.0","6.0","7.0","158.0","2938.0","0.17","1.1","0.0","6.75","1.1","7.43","0.0","0.0","0.0","0.0","7.43","44.06","197.51","98.76","190.09","153.45","0.0","","","","","","","","",""
"2015.0","6.0","8.0","159.0","2938.0","0.17","1.1","0.0","7.39","1.1","8.13","0.0","0.0","0.0","0.0","15.55","44.06","197.51","98.76","181.96","153.45","0.0","","","","","","","","",""
"2015.0","6.0","9.0","160.0","2938.0","0.17","1.1","0.0","6.66","1.1","7.33","0.0","0.0","0.0","0.0","22.88","44.06","197.51","98.76","174.63","153.45","0.0","","","","","","","","",""
"2015.0","6.0","10.0","161.0","2938.0","0.17","1.1","0.0","3.04","1.1","3.34","0.1","0.1","0.0","0.0","26.12","44.06","197.51","98.76","171.39","153.45","0.0","","","","","","","","",""
"2015.0","6.0","11.0","162.0","2938.0","0.16","1.1","0.0","6.89","1.1","7.58","3.61","3.61","0.0","0.0","30.09","44.06","197.51","98.76","167.42","153.45","0.0","","","","","","","","",""
"2015.0","6.0","12.0","163.0","2938.0","0.16","1.08","0.0","7.67","1.08","8.28","0.0","0.0","0.0","0.0","38.38","44.06","197.51","98.76","159.13","153.45","0.0","","","","","","","","",""
"2015.0","6.0","13.0","164.0","2938.0","0.16","1.06","0.0","7.55","1.06","8.0","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","46.38","","","","","","","","",""
"2015.0","6.0","14.0","165.0","2938.0","0.16","1.04","0.0","6.8","1.04","7.07","0.0","0.0","0.0","0.0","7.07","44.06","197.51","98.76","190.44","153.45","0.0","","","","","","","","",""
"2015.0","6.0","15.0","166.0","2938.0","0.15","1.02","0.0","6.63","1.02","6.76","0.0","0.0","0.0","0.0","13.83","44.06","197.51","98.76","183.68","153.45","0.0","","","","","","","","",""
"2015.0","6.0","16.0","167.0","2938.0","0.15","1.0","0.0","6.95","1.0","6.95","0.0","0.0","0.0","0.0","20.78","44.06","197.51","98.76","176.73","153.45","0.0","","","","","","","","",""
"2015.0","6.0","17.0","168.0","2938.0","0.15","0.98","0.0","6.98","0.98","6.84","0.0","0.0","0.0","0.0","27.63","44.06","197.51","98.76","169.89","153.45","0.0","","","","","","","","",""
"2015.0","6.0","18.0","169.0","2938.0","0.15","0.96","0.0","7.54","0.96","7.24","0.0","0.0","0.0","0.0","34.86","44.06","197.51","98.76","162.65","153.45","0.0","","","","","","","","",""
"2015.0","6.0","19.0","170.0","2938.0","0.15","0.94","0.0","7.41","0.94","6.97","0.0","0.0","0.0","0.0","41.83","44.06","197.51","98.76","155.68","153.45","0.0","","","","","","","","",""
"2015.0","6.0","20.0","171.0","2938.0","0.15","0.92","0.0","6.95","0.92","6.39","0.0","0.0","0.0","0.0","0.0","44.06","197.51","98.76","197.51","153.45","48.22","","","","","","","","",""
"2015.0","6.0","21.0","172.0","2938.0","0.14","0.9","0.0","7.57","0.9","6.81","0.0","0.0","0.0","0.0","6.81","44.06","197.51","98.76","190.7","153.45","0.0","","","","","","","","",""
"2015.0","6.0","22.0","173.0","2938.0","0.14","0.88","0.0","7.07","0.88","6.22","0.0","0.0","0.0","0.0","13.03","44.06","197.51","98.76","184.48","153.45","0.0","","","","","","","","",""
"2015.0","6.0","23.0","174.0","2938.0","0.14","0.86","0.0","7.35","0.86","6.32","0.0","0.0","0.0","0.0","19.36","44.06","197.51","98.76","178.15","153.45","0.0","","","","","","","","",""
"2015.0","6.0","24.0","175.0","2938.0","0.14","0.84","0.0","7.29","0.84","6.12","0.0","0.0","0.0","0.0","25.48","49.38","197.51","98.76","172.03","148.13","0.0","","","","","","","","",""
